"seccion","munn","edon","disloc2017","disloc2011","esc1","esc3","pobtot","SQ","dsi_pob"
1,1,5,5,13,6,5,760,4,0.578292979340002
2,1,5,5,13,6,5,311,4,0.578292979340002
3,2,5,1,15,5,3,3083,5,1
4,2,5,1,15,5,3,6874,5,1
5,2,5,1,15,5,3,1928,5,1
6,2,5,1,15,5,3,997,5,1
7,2,5,1,15,5,3,1442,5,1
8,2,5,1,15,5,3,1446,5,1
10,2,5,1,15,5,3,10791,5,1
11,2,5,1,15,5,3,3094,5,1
12,2,5,1,15,5,3,3826,5,1
13,2,5,1,15,5,3,478,5,1
14,2,5,1,15,5,3,906,5,1
15,2,5,1,15,5,3,805,5,1
16,2,5,1,15,5,3,766,5,1
17,2,5,1,15,5,3,767,5,1
18,2,5,1,15,5,3,1956,5,1
19,2,5,1,15,5,3,14174,5,1
20,2,5,1,15,5,3,1124,5,1
21,2,5,1,15,5,3,1178,5,1
22,2,5,1,15,5,3,900,5,1
23,2,5,1,15,5,3,543,5,1
24,2,5,1,15,5,3,599,5,1
25,2,5,1,15,5,3,1498,5,1
26,2,5,1,15,5,3,861,5,1
27,2,5,1,15,5,3,1034,5,1
28,2,5,1,15,5,3,1549,5,1
29,2,5,1,15,5,3,2126,5,1
30,2,5,1,15,5,3,1472,5,1
31,2,5,1,15,5,3,9184,5,1
32,2,5,1,15,5,3,1099,5,1
33,2,5,1,15,5,3,6669,5,1
34,2,5,1,15,5,3,5950,5,1
35,2,5,1,15,5,3,5483,5,1
36,2,5,1,15,5,3,1504,5,1
37,2,5,1,15,5,3,1535,5,1
40,2,5,1,15,5,3,155,5,1
41,2,5,1,15,5,3,12216,5,1
42,3,5,5,14,6,5,3656,4,0.578292979340002
43,3,5,5,14,6,5,1884,4,0.578292979340002
44,3,5,5,14,6,5,1328,4,0.578292979340002
45,3,5,5,14,6,5,980,4,0.578292979340002
46,3,5,5,14,6,5,976,4,0.578292979340002
47,3,5,5,14,6,5,2125,4,0.578292979340002
48,3,5,5,14,6,5,1031,4,0.578292979340002
49,3,5,5,14,6,5,1451,4,0.578292979340002
50,3,5,5,14,6,5,1459,4,0.578292979340002
51,3,5,5,14,6,5,2613,4,0.578292979340002
52,3,5,5,14,6,5,734,4,0.578292979340002
53,3,5,5,14,6,5,962,4,0.578292979340002
54,3,5,5,14,6,5,1521,4,0.578292979340002
55,3,5,5,14,6,5,1769,4,0.578292979340002
56,3,5,5,14,6,5,125,4,0.578292979340002
57,4,5,12,5,7,11,7004,7,0.857496874565912
58,4,5,12,5,7,11,661,7,0.857496874565912
59,4,5,12,5,7,11,2467,7,0.857496874565912
60,4,5,12,5,7,11,72,7,0.857496874565912
61,4,5,12,5,7,11,191,7,0.857496874565912
62,4,5,12,5,7,11,117,7,0.857496874565912
63,4,5,12,5,7,11,1112,7,0.857496874565912
64,4,5,12,5,7,11,1190,7,0.857496874565912
65,4,5,12,5,7,11,101,7,0.857496874565912
66,4,5,12,5,7,11,659,7,0.857496874565912
67,4,5,12,5,7,11,210,7,0.857496874565912
68,4,5,12,5,7,11,342,7,0.857496874565912
69,4,5,12,5,7,11,1416,7,0.857496874565912
70,4,5,12,5,7,11,591,7,0.857496874565912
71,4,5,12,5,7,11,213,7,0.857496874565912
72,4,5,12,5,7,11,229,7,0.857496874565912
73,4,5,12,5,7,11,291,7,0.857496874565912
74,4,5,12,5,7,11,564,7,0.857496874565912
75,4,5,12,5,7,11,2449,7,0.857496874565912
76,4,5,12,5,7,11,220,7,0.857496874565912
77,4,5,12,5,7,11,245,7,0.857496874565912
78,4,5,12,5,7,11,909,7,0.857496874565912
79,4,5,12,5,7,11,2265,7,0.857496874565912
80,4,5,12,5,7,11,602,7,0.857496874565912
81,5,5,5,12,6,5,593,4,0.578292979340002
82,5,5,5,12,6,5,967,4,0.578292979340002
83,5,5,5,12,6,5,249,4,0.578292979340002
84,6,5,6,12,2,2,2839,1,0.277785192051738
85,6,5,6,12,2,2,1663,1,0.277785192051738
86,6,5,6,12,2,2,1416,1,0.277785192051738
87,6,5,6,12,2,2,1571,1,0.277785192051738
88,6,5,6,12,2,2,1265,1,0.277785192051738
89,6,5,6,12,2,2,1969,1,0.277785192051738
90,6,5,6,12,2,2,2225,1,0.277785192051738
91,6,5,6,12,2,2,1726,1,0.277785192051738
92,6,5,6,12,2,2,1066,1,0.277785192051738
93,6,5,6,12,2,2,1002,1,0.277785192051738
94,6,5,6,12,2,2,1991,1,0.277785192051738
96,6,5,6,12,2,2,1577,1,0.277785192051738
97,6,5,6,12,2,2,382,1,0.277785192051738
98,6,5,6,12,2,2,225,1,0.277785192051738
99,6,5,6,12,2,2,52,1,0.277785192051738
101,6,5,6,12,2,2,42,1,0.277785192051738
102,6,5,6,12,2,2,159,1,0.277785192051738
103,6,5,6,12,2,2,9,1,0.277785192051738
104,6,5,6,12,2,2,226,1,0.277785192051738
105,6,5,6,12,2,2,168,1,0.277785192051738
106,6,5,6,12,2,2,297,1,0.277785192051738
107,6,5,6,12,2,2,116,1,0.277785192051738
108,6,5,6,12,2,2,293,1,0.277785192051738
109,6,5,6,12,2,2,189,1,0.277785192051738
110,7,5,4,11,2,4,1287,2,0.537141268225301
111,7,5,4,11,2,4,1259,2,0.537141268225301
112,7,5,4,11,2,4,1274,2,0.537141268225301
113,7,5,4,11,2,4,2549,2,0.537141268225301
114,7,5,4,11,2,4,354,2,0.537141268225301
115,7,5,4,11,2,4,795,2,0.537141268225301
116,7,5,4,11,2,4,2955,2,0.537141268225301
117,7,5,4,11,2,4,56,2,0.537141268225301
118,7,5,4,11,2,4,147,2,0.537141268225301
119,7,5,4,11,2,4,163,2,0.537141268225301
121,7,5,4,11,2,4,154,2,0.537141268225301
122,7,5,4,11,2,4,343,2,0.537141268225301
123,7,5,4,11,2,4,692,2,0.537141268225301
124,7,5,4,11,2,4,237,2,0.537141268225301
125,7,5,4,11,2,4,244,2,0.537141268225301
126,7,5,4,11,2,4,517,2,0.537141268225301
127,8,5,5,13,6,5,258,4,0.578292979340002
128,8,5,5,13,6,5,281,4,0.578292979340002
129,8,5,5,13,6,5,390,4,0.578292979340002
130,8,5,5,13,6,5,1969,4,0.578292979340002
131,9,5,7,10,3,8,2483,3,0.790421963965369
132,9,5,7,10,3,8,2473,3,0.790421963965369
133,9,5,7,10,3,8,1313,3,0.790421963965369
134,9,5,7,10,3,8,3387,3,0.790421963965369
