"seccion","X.x","munn.x","edon.x","disloc2013","disloc2015","disfed2015","X.y","edon.y","munn.y","escenario1","escenario2","escenario3","pan_clv1","prd_clv1","esc1_panCLV1","esc1_prdCLV1","SQ","dsiSQ_E1","dsiSQ_E3"
678,659,8,23,10,7,23,659,23,8,11,11,10,11,11,1,1,10,0.873,1
679,660,8,23,10,7,23,660,23,8,11,11,10,11,11,1,1,10,0.873,1
680,661,8,23,10,7,23,661,23,8,11,11,10,11,11,1,1,10,0.873,1
681,662,8,23,10,7,23,662,23,8,11,11,10,11,11,1,1,10,0.873,1
682,663,8,23,10,7,23,663,23,8,11,11,10,11,11,1,1,10,0.873,1
683,664,8,23,10,7,23,664,23,8,11,11,10,11,11,1,1,10,0.873,1
684,665,8,23,10,7,23,665,23,8,11,11,10,11,11,1,1,10,0.873,1
685,666,8,23,10,7,23,666,23,8,11,11,10,11,11,1,1,10,0.873,1
686,667,8,23,10,7,23,667,23,8,11,11,10,11,11,1,1,10,0.873,1
687,668,8,23,10,7,23,668,23,8,11,11,10,11,11,1,1,10,0.873,1
688,669,8,23,10,7,23,669,23,8,11,11,10,11,11,1,1,10,0.873,1
689,670,8,23,10,7,23,670,23,8,11,11,10,11,11,1,1,10,0.873,1
690,671,8,23,10,7,23,671,23,8,11,11,10,11,11,1,1,10,0.873,1
691,672,8,23,10,7,23,672,23,8,11,11,10,11,11,1,1,10,0.873,1
692,673,8,23,10,7,23,673,23,8,11,11,10,11,11,1,1,10,0.873,1
693,674,8,23,10,7,23,674,23,8,11,11,10,11,11,1,1,10,0.873,1
694,675,8,23,10,7,23,675,23,8,11,11,10,11,11,1,1,10,0.873,1
695,676,8,23,10,7,23,676,23,8,11,11,10,11,11,1,1,10,0.873,1
696,677,8,23,10,7,23,677,23,8,11,11,10,11,11,1,1,10,0.873,1
697,678,8,23,10,7,23,678,23,8,11,11,10,11,11,1,1,10,0.873,1
698,679,8,23,10,7,23,679,23,8,11,11,10,11,11,1,1,10,0.873,1
699,680,8,23,10,7,23,680,23,8,11,11,10,11,11,1,1,10,0.873,1
700,681,8,23,10,7,23,681,23,8,11,11,10,11,11,1,1,10,0.873,1
701,682,8,23,10,7,23,682,23,8,11,11,10,11,11,1,1,10,0.873,1
702,683,8,23,10,7,23,683,23,8,11,11,10,11,11,1,1,10,0.873,1
703,684,8,23,10,7,23,684,23,8,11,11,10,11,11,1,1,10,0.873,1
704,685,8,23,10,7,23,685,23,8,11,11,10,11,11,1,1,10,0.873,1
705,686,8,23,10,7,23,686,23,8,11,11,10,11,11,1,1,10,0.873,1
706,687,8,23,10,7,23,687,23,8,11,11,10,11,11,1,1,10,0.873,1
707,688,8,23,10,7,23,688,23,8,11,11,10,11,11,1,1,10,0.873,1
708,689,8,23,10,7,23,689,23,8,11,11,10,11,11,1,1,10,0.873,1
709,690,8,23,10,7,23,690,23,8,11,11,10,11,11,1,1,10,0.873,1
710,691,8,23,10,7,23,691,23,8,11,11,10,11,11,1,1,10,0.873,1
711,692,8,23,10,7,23,692,23,8,11,11,10,11,11,1,1,10,0.873,1
712,693,8,23,10,7,23,693,23,8,11,11,10,11,11,1,1,10,0.873,1
713,694,8,23,10,7,23,694,23,8,11,11,10,11,11,1,1,10,0.873,1
714,695,8,23,10,7,23,695,23,8,11,11,10,11,11,1,1,10,0.873,1
715,696,8,23,10,7,23,696,23,8,11,11,10,11,11,1,1,10,0.873,1
716,697,8,23,10,7,23,697,23,8,11,11,10,11,11,1,1,10,0.873,1
717,698,8,23,10,7,23,698,23,8,11,11,10,11,11,1,1,10,0.873,1
718,699,8,23,10,7,23,699,23,8,11,11,10,11,11,1,1,10,0.873,1
719,700,8,23,10,7,23,700,23,8,11,11,10,11,11,1,1,10,0.873,1
720,701,8,23,10,7,23,701,23,8,11,11,10,11,11,1,1,10,0.873,1
721,702,8,23,10,7,23,702,23,8,11,11,10,11,11,1,1,10,0.873,1
722,703,8,23,10,7,23,703,23,8,11,11,10,11,11,1,1,10,0.873,1
723,704,8,23,10,7,23,704,23,8,11,11,10,11,11,1,1,10,0.873,1
724,705,8,23,10,7,23,705,23,8,11,11,10,11,11,1,1,10,0.873,1
725,706,8,23,10,7,23,706,23,8,11,11,10,11,11,1,1,10,0.873,1
726,707,8,23,10,5,23,707,23,8,11,11,10,11,11,1,1,10,0.873,1
727,708,8,23,10,5,23,708,23,8,11,11,10,11,11,1,1,10,0.873,1
728,709,8,23,10,5,23,709,23,8,11,11,10,11,11,1,1,10,0.873,1
729,710,8,23,10,7,23,710,23,8,11,11,10,11,11,1,1,10,0.873,1
730,711,8,23,10,7,23,711,23,8,9,9,10,11,11,0,0,10,0.781,1
731,712,8,23,10,7,23,712,23,8,9,9,10,11,11,0,0,10,0.781,1
732,713,8,23,10,7,23,713,23,8,9,9,10,9,9,1,1,10,0.781,1
733,714,8,23,9,7,23,714,23,8,9,9,9,9,9,1,1,9,0.781,1
734,715,8,23,9,7,23,715,23,8,9,9,9,9,9,1,1,9,0.781,1
735,716,8,23,9,7,23,716,23,8,9,9,9,9,9,1,1,9,0.781,1
736,717,8,23,9,7,23,717,23,8,9,9,9,9,9,1,1,9,0.781,1
737,718,8,23,10,7,23,718,23,8,9,9,10,9,9,1,1,10,0.781,1
738,719,8,23,9,7,23,719,23,8,9,9,9,9,9,1,1,9,0.781,1
739,720,8,23,9,7,23,720,23,8,9,9,9,9,9,1,1,9,0.781,1
740,721,8,23,9,7,23,721,23,8,9,9,9,9,9,1,1,9,0.781,1
741,722,8,23,9,7,23,722,23,8,9,9,9,9,9,1,1,9,0.781,1
742,723,8,23,9,5,23,723,23,8,9,9,9,9,9,1,1,9,0.781,1
743,724,8,23,9,5,23,724,23,8,9,9,9,9,9,1,1,9,0.781,1
744,725,8,23,9,5,23,725,23,8,9,9,9,9,9,1,1,9,0.781,1
745,726,8,23,9,5,23,726,23,8,9,9,9,9,9,1,1,9,0.781,1
746,727,8,23,9,5,23,727,23,8,9,9,9,9,9,1,1,9,0.781,1
747,728,8,23,9,5,23,728,23,8,9,9,9,9,9,1,1,9,0.781,1
748,729,8,23,9,5,23,729,23,8,9,9,9,9,9,1,1,9,0.781,1
749,730,8,23,9,5,23,730,23,8,9,9,9,9,9,1,1,9,0.781,1
750,731,8,23,9,5,23,731,23,8,9,9,9,9,9,1,1,9,0.781,1
751,732,8,23,9,5,23,732,23,8,9,9,9,9,9,1,1,9,0.781,1
752,733,8,23,9,5,23,733,23,8,9,9,9,9,9,1,1,9,0.781,1
753,734,8,23,9,5,23,734,23,8,9,9,9,9,9,1,1,9,0.781,1
754,735,8,23,9,5,23,735,23,8,9,9,9,9,9,1,1,9,0.781,1
755,736,8,23,9,5,23,736,23,8,9,9,9,9,9,1,1,9,0.781,1
756,737,8,23,9,5,23,737,23,8,9,9,9,9,9,1,1,9,0.781,1
757,738,8,23,9,5,23,738,23,8,9,9,9,9,9,1,1,9,0.781,1
758,739,8,23,9,5,23,739,23,8,9,9,9,9,9,1,1,9,0.781,1
759,740,8,23,9,5,23,740,23,8,9,9,9,9,9,1,1,9,0.781,1
760,741,8,23,9,5,23,741,23,8,9,9,9,9,9,1,1,9,0.781,1
761,742,8,23,9,5,23,742,23,8,9,9,9,9,9,1,1,9,0.781,1
762,743,8,23,9,5,23,743,23,8,9,9,9,9,9,1,1,9,0.781,1
763,744,8,23,9,5,23,744,23,8,9,9,9,9,9,1,1,9,0.781,1
764,745,8,23,9,5,23,745,23,8,9,9,9,9,9,1,1,9,0.781,1
765,746,8,23,9,5,23,746,23,8,9,9,9,9,9,1,1,9,0.781,1
766,747,8,23,9,5,23,747,23,8,9,9,9,9,9,1,1,9,0.781,1
767,748,8,23,9,5,23,748,23,8,9,9,9,9,9,1,1,9,0.781,1
768,749,8,23,9,5,23,749,23,8,9,9,9,9,9,1,1,9,0.781,1
769,750,8,23,9,5,23,750,23,8,9,9,9,9,9,1,1,9,0.781,1
770,751,8,23,9,5,23,751,23,8,9,9,9,9,9,1,1,9,0.781,1
771,752,8,23,9,5,23,752,23,8,9,9,9,9,9,1,1,9,0.781,1
772,753,8,23,9,5,23,753,23,8,9,9,9,9,9,1,1,9,0.781,1
773,754,8,23,9,5,23,754,23,8,9,9,9,9,9,1,1,9,0.781,1
774,755,8,23,9,5,23,755,23,8,9,9,9,9,9,1,1,9,0.781,1
775,756,7,23,14,1,23,756,23,7,13,13,14,13,13,1,1,14,0.485,1
776,757,7,23,14,1,23,757,23,7,13,13,14,13,13,1,1,14,0.485,1
777,758,7,23,14,1,23,758,23,7,13,13,14,13,13,1,1,14,0.485,1
778,759,7,23,14,1,23,759,23,7,13,13,14,13,13,1,1,14,0.485,1
779,760,7,23,14,1,23,760,23,7,13,13,14,13,13,1,1,14,0.485,1
780,761,7,23,14,1,23,761,23,7,13,13,14,13,13,1,1,14,0.485,1
781,762,7,23,14,1,23,762,23,7,13,13,14,13,13,1,1,14,0.485,1
782,763,7,23,14,1,23,763,23,7,13,13,14,13,13,1,1,14,0.485,1
783,764,7,23,14,1,23,764,23,7,13,13,14,13,13,1,1,14,0.485,1
784,765,7,23,14,1,23,765,23,7,13,13,14,13,13,1,1,14,0.485,1
785,766,7,23,13,2,23,766,23,7,13,13,13,13,13,1,1,13,0.485,1
786,767,7,23,13,2,23,767,23,7,13,13,13,13,13,1,1,13,0.485,1
787,768,7,23,14,1,23,768,23,7,13,13,14,13,13,1,1,14,0.485,1
788,769,7,23,14,1,23,769,23,7,13,13,14,13,13,1,1,14,0.485,1
789,770,7,23,14,1,23,770,23,7,13,13,14,13,13,1,1,14,0.485,1
790,771,7,23,14,1,23,771,23,7,13,13,14,13,13,1,1,14,0.485,1
791,772,7,23,14,1,23,772,23,7,13,13,14,13,13,1,1,14,0.485,1
792,773,7,23,14,1,23,773,23,7,13,13,14,13,13,1,1,14,0.485,1
793,774,7,23,14,1,23,774,23,7,13,13,14,13,13,1,1,14,0.485,1
794,775,7,23,14,1,23,775,23,7,13,13,14,13,13,1,1,14,0.485,1
795,776,7,23,14,1,23,776,23,7,13,13,14,13,13,1,1,14,0.485,1
796,777,7,23,14,1,23,777,23,7,13,13,14,13,13,1,1,14,0.485,1
797,778,7,23,14,1,23,778,23,7,13,13,14,13,13,1,1,14,0.485,1
798,779,7,23,14,1,23,779,23,7,13,13,14,13,13,1,1,14,0.485,1
799,780,7,23,14,1,23,780,23,7,13,13,14,13,13,1,1,14,0.485,1
800,781,7,23,14,1,23,781,23,7,13,13,14,13,13,1,1,14,0.485,1
801,782,7,23,14,1,23,782,23,7,13,13,14,13,13,1,1,14,0.485,1
802,783,7,23,14,1,23,783,23,7,13,13,14,13,13,1,1,14,0.485,1
803,784,7,23,14,1,23,784,23,7,13,13,14,13,13,1,1,14,0.485,1
804,785,7,23,14,2,23,785,23,7,13,13,14,13,13,1,1,14,0.485,1
805,786,7,23,14,2,23,786,23,7,13,13,14,13,13,1,1,14,0.485,1
806,787,7,23,14,2,23,787,23,7,13,13,14,13,13,1,1,14,0.485,1
807,788,7,23,13,2,23,788,23,7,13,13,13,13,13,1,1,13,0.485,1
808,789,7,23,13,2,23,789,23,7,13,13,13,13,14,1,0,13,0.485,1
809,790,7,23,13,2,23,790,23,7,13,13,13,13,13,1,1,13,0.485,1
810,791,7,23,13,2,23,791,23,7,13,13,13,14,14,0,0,13,0.485,1
811,792,1,23,3,13,23,792,23,1,2,2,3,2,2,1,1,3,0.323,1
812,793,1,23,3,13,23,793,23,1,2,2,3,2,2,1,1,3,0.323,1
813,794,1,23,3,13,23,794,23,1,2,2,3,2,2,1,1,3,0.323,1
814,795,1,23,3,13,23,795,23,1,2,2,3,2,2,1,1,3,0.323,1
815,796,1,23,3,13,23,796,23,1,2,2,3,2,2,1,1,3,0.323,1
816,797,1,23,3,13,23,797,23,1,2,2,3,2,2,1,1,3,0.323,1
817,798,1,23,3,13,23,798,23,1,2,2,3,2,4,1,0,3,0.323,1
818,799,1,23,3,13,23,799,23,1,2,2,3,2,2,1,1,3,0.323,1
819,800,1,23,3,13,23,800,23,1,2,2,3,2,2,1,1,3,0.323,1
820,801,1,23,3,13,23,801,23,1,2,2,3,2,2,1,1,3,0.323,1
821,802,1,23,3,13,23,802,23,1,2,2,3,2,2,1,1,3,0.323,1
822,803,1,23,3,13,23,803,23,1,2,2,3,2,2,1,1,3,0.323,1
823,804,1,23,3,13,23,804,23,1,2,2,3,2,2,1,1,3,0.323,1
824,805,1,23,3,13,23,805,23,1,2,2,3,2,2,1,1,3,0.323,1
825,806,1,23,3,13,23,806,23,1,2,2,3,2,2,1,1,3,0.323,1
826,807,1,23,3,13,23,807,23,1,2,2,3,2,2,1,1,3,0.323,1
827,808,1,23,3,13,23,808,23,1,2,2,3,2,2,1,1,3,0.323,1
828,809,1,23,3,13,23,809,23,1,1,1,3,1,1,1,1,3,0.477,1
829,810,1,23,3,13,23,810,23,1,2,2,3,2,2,1,1,3,0.323,1
830,811,1,23,3,13,23,811,23,1,1,1,3,1,1,1,1,3,0.477,1
831,812,1,23,3,13,23,812,23,1,2,2,3,2,2,1,1,3,0.323,1
832,813,1,23,3,13,23,813,23,1,1,1,3,1,1,1,1,3,0.477,1
833,814,1,23,3,13,23,814,23,1,2,2,3,2,2,1,1,3,0.323,1
834,815,1,23,3,13,23,815,23,1,1,1,3,1,1,1,1,3,0.477,1
835,816,1,23,3,13,23,816,23,1,1,1,3,1,1,1,1,3,0.477,1
836,817,1,23,3,13,23,817,23,1,1,1,3,1,1,1,1,3,0.477,1
837,818,1,23,3,13,23,818,23,1,1,1,3,1,1,1,1,3,0.477,1
838,819,1,23,3,13,23,819,23,1,1,1,3,1,1,1,1,3,0.477,1
839,820,1,23,3,13,23,820,23,1,1,1,3,1,2,1,0,3,0.477,1
840,821,1,23,3,13,23,821,23,1,1,1,3,1,1,1,1,3,0.477,1
841,822,1,23,3,13,23,822,23,1,1,1,3,1,1,1,1,3,0.477,1
842,823,1,23,3,13,23,823,23,1,1,1,3,1,1,1,1,3,0.477,1
843,824,1,23,3,13,23,824,23,1,1,1,3,1,1,1,1,3,0.477,1
844,825,1,23,3,13,23,825,23,1,1,1,3,1,1,1,1,3,0.477,1
845,826,1,23,3,13,23,826,23,1,1,1,3,1,1,1,1,3,0.477,1
846,827,1,23,3,13,23,827,23,1,1,1,3,1,2,1,0,3,0.477,1
847,828,1,23,3,13,23,828,23,1,1,1,3,1,2,1,0,3,0.477,1
848,829,1,23,3,13,23,829,23,1,1,1,3,1,2,1,0,3,0.477,1
849,830,1,23,3,13,23,830,23,1,2,2,3,2,2,1,1,3,0.323,1
850,831,1,23,3,13,23,831,23,1,2,2,3,2,2,1,1,3,0.323,1
851,832,1,23,3,13,23,832,23,1,2,2,3,2,2,1,1,3,0.323,1
852,833,1,23,3,13,23,833,23,1,2,2,3,2,2,1,1,3,0.323,1
853,834,1,23,3,13,23,834,23,1,2,2,3,2,2,1,1,3,0.323,1
854,835,1,23,3,13,23,835,23,1,2,2,3,2,2,1,1,3,0.323,1
855,836,1,23,3,13,23,836,23,1,2,2,3,2,2,1,1,3,0.323,1
856,837,1,23,3,13,23,837,23,1,2,2,3,2,2,1,1,3,0.323,1
857,838,1,23,5,13,23,838,23,1,4,4,5,4,4,1,1,5,0.733,1
858,839,1,23,3,13,23,839,23,1,2,2,3,2,2,1,1,3,0.323,1
859,840,1,23,5,13,23,840,23,1,4,4,5,4,4,1,1,5,0.733,1
860,841,1,23,5,13,23,841,23,1,4,4,5,4,4,1,1,5,0.733,1
861,842,1,23,5,13,23,842,23,1,4,4,5,4,4,1,1,5,0.733,1
862,843,1,23,5,13,23,843,23,1,4,4,5,4,4,1,1,5,0.733,1
863,844,1,23,5,13,23,844,23,1,4,4,5,4,4,1,1,5,0.733,1
864,845,1,23,5,13,23,845,23,1,4,4,5,4,4,1,1,5,0.733,1
865,846,1,23,5,13,23,846,23,1,4,4,5,4,4,1,1,5,0.733,1
866,847,1,23,5,13,23,847,23,1,4,4,5,4,4,1,1,5,0.733,1
867,848,1,23,5,13,23,848,23,1,4,4,5,4,4,1,1,5,0.733,1
868,849,1,23,5,13,23,849,23,1,4,4,5,4,4,1,1,5,0.733,1
869,850,1,23,5,13,23,850,23,1,4,4,5,4,4,1,1,5,0.733,1
870,851,1,23,5,13,23,851,23,1,4,4,5,4,4,1,1,5,0.733,1
871,852,1,23,5,13,23,852,23,1,4,4,5,4,4,1,1,5,0.733,1
872,853,1,23,5,13,23,853,23,1,4,4,5,4,4,1,1,5,0.733,1
873,854,1,23,5,13,23,854,23,1,4,4,5,4,4,1,1,5,0.733,1
874,855,8,23,9,13,23,855,23,8,9,9,9,11,11,0,0,9,0.781,1
875,856,8,23,9,13,23,856,23,8,9,9,9,9,9,1,1,9,0.781,1
876,857,8,23,9,13,23,857,23,8,9,9,9,9,9,1,1,9,0.781,1
877,858,8,23,9,13,23,858,23,8,9,9,9,9,9,1,1,9,0.781,1
878,859,8,23,9,13,23,859,23,8,9,9,9,9,9,1,1,9,0.781,1
879,860,8,23,9,13,23,860,23,8,9,9,9,9,9,1,1,9,0.781,1
880,861,8,23,9,13,23,861,23,8,9,9,9,9,9,1,1,9,0.781,1
881,862,8,23,9,13,23,862,23,8,9,9,9,9,9,1,1,9,0.781,1
882,863,8,23,9,13,23,863,23,8,9,9,9,9,9,1,1,9,0.781,1
883,864,8,23,9,13,23,864,23,8,9,9,9,9,9,1,1,9,0.781,1
884,865,8,23,9,13,23,865,23,8,9,9,9,9,9,1,1,9,0.781,1
885,866,8,23,9,13,23,866,23,8,9,9,9,9,9,1,1,9,0.781,1
886,867,8,23,9,13,23,867,23,8,9,9,9,9,9,1,1,9,0.781,1
887,868,8,23,9,13,23,868,23,8,9,9,9,9,9,1,1,9,0.781,1
888,869,8,23,9,13,23,869,23,8,9,9,9,9,9,1,1,9,0.781,1
889,870,8,23,9,13,23,870,23,8,9,9,9,9,9,1,1,9,0.781,1
890,871,8,23,9,13,23,871,23,8,9,9,9,9,9,1,1,9,0.781,1
891,872,8,23,9,13,23,872,23,8,9,9,9,9,9,1,1,9,0.781,1
892,873,8,23,9,13,23,873,23,8,9,9,9,9,9,1,1,9,0.781,1
893,874,8,23,9,13,23,874,23,8,9,9,9,9,9,1,1,9,0.781,1
894,875,8,23,9,13,23,875,23,8,9,9,9,9,9,1,1,9,0.781,1
895,876,8,23,9,13,23,876,23,8,9,9,9,9,9,1,1,9,0.781,1
896,877,8,23,9,13,23,877,23,8,9,9,9,9,9,1,1,9,0.781,1
897,878,8,23,9,13,23,878,23,8,9,9,9,9,9,1,1,9,0.781,1
898,879,8,23,9,13,23,879,23,8,9,9,9,9,9,1,1,9,0.781,1
899,880,8,23,9,13,23,880,23,8,9,9,9,9,9,1,1,9,0.781,1
900,881,8,23,10,13,23,881,23,8,9,9,10,9,9,1,1,10,0.781,1
901,882,8,23,9,13,23,882,23,8,9,9,9,9,9,1,1,9,0.781,1
902,883,8,23,9,13,23,883,23,8,9,9,9,9,9,1,1,9,0.781,1
903,884,8,23,10,13,23,884,23,8,9,9,10,9,9,1,1,10,0.781,1
904,885,8,23,9,13,23,885,23,8,9,9,9,9,9,1,1,9,0.781,1
905,886,8,23,10,13,23,886,23,8,9,9,10,9,9,1,1,10,0.781,1
906,887,8,23,9,13,23,887,23,8,9,9,9,9,9,1,1,9,0.781,1
907,888,8,23,9,13,23,888,23,8,9,9,9,9,9,1,1,9,0.781,1
908,889,8,23,10,13,23,889,23,8,9,9,10,9,9,1,1,10,0.781,1
909,890,8,23,9,13,23,890,23,8,9,9,9,9,9,1,1,9,0.781,1
910,891,8,23,9,13,23,891,23,8,9,9,9,9,9,1,1,9,0.781,1
911,892,8,23,10,13,23,892,23,8,9,9,10,9,9,1,1,10,0.781,1
912,893,8,23,9,13,23,893,23,8,9,9,9,9,9,1,1,9,0.781,1
913,894,8,23,9,13,23,894,23,8,9,9,9,9,9,1,1,9,0.781,1
914,895,8,23,9,13,23,895,23,8,9,9,9,9,9,1,1,9,0.781,1
915,896,8,23,9,13,23,896,23,8,9,9,9,9,9,1,1,9,0.781,1
916,897,8,23,9,13,23,897,23,8,9,9,9,9,9,1,1,9,0.781,1
917,898,8,23,9,13,23,898,23,8,9,9,9,9,9,1,1,9,0.781,1
918,899,8,23,9,13,23,899,23,8,9,9,9,9,9,1,1,9,0.781,1
919,900,8,23,9,13,23,900,23,8,9,9,9,9,9,1,1,9,0.781,1
920,901,8,23,9,13,23,901,23,8,9,9,9,9,9,1,1,9,0.781,1
921,902,8,23,9,13,23,902,23,8,9,9,9,9,9,1,1,9,0.781,1
922,903,8,23,9,13,23,903,23,8,9,9,9,9,9,1,1,9,0.781,1
923,904,9,23,9,13,23,904,23,9,9,9,9,9,9,1,1,9,0.781,1
924,905,9,23,9,13,23,905,23,9,10,10,9,10,10,1,1,9,0.554,1
925,906,9,23,9,13,23,906,23,9,9,9,9,9,9,1,1,9,0.781,1
926,907,9,23,9,13,23,907,23,9,10,10,9,9,9,0,0,9,0.554,1
927,908,9,23,9,13,23,908,23,9,9,9,9,9,9,1,1,9,0.781,1
928,909,9,23,9,13,23,909,23,9,10,10,9,9,9,0,0,9,0.554,1
929,910,9,23,9,13,23,910,23,9,9,9,9,9,9,1,1,9,0.781,1
930,911,9,23,9,13,23,911,23,9,9,9,9,9,9,1,1,9,0.781,1
931,912,9,23,9,13,23,912,23,9,10,10,9,9,9,0,0,9,0.554,1
932,913,9,23,9,13,23,913,23,9,9,9,9,9,9,1,1,9,0.781,1
933,914,9,23,9,13,23,914,23,9,9,9,9,9,9,1,1,9,0.781,1
934,915,9,23,9,13,23,915,23,9,9,9,9,9,9,1,1,9,0.781,1
935,916,9,23,9,13,23,916,23,9,9,9,9,9,9,1,1,9,0.781,1
936,917,9,23,9,13,23,917,23,9,10,10,9,9,9,0,0,9,0.554,1
937,918,9,23,9,13,23,918,23,9,10,10,9,9,9,0,0,9,0.554,1
938,919,9,23,9,13,23,919,23,9,9,9,9,9,9,1,1,9,0.781,1
939,920,9,23,9,13,23,920,23,9,10,10,9,9,9,0,0,9,0.554,1
940,921,9,23,9,13,23,921,23,9,9,9,9,9,9,1,1,9,0.781,1
941,922,9,23,9,13,23,922,23,9,9,9,9,9,9,1,1,9,0.781,1
942,923,9,23,9,13,23,923,23,9,9,9,9,9,9,1,1,9,0.781,1
943,924,9,23,9,13,23,924,23,9,9,9,9,9,9,1,1,9,0.781,1
944,925,9,23,9,13,23,925,23,9,10,10,9,9,9,0,0,9,0.554,1
945,926,9,23,9,13,23,926,23,9,9,9,9,9,9,1,1,9,0.781,1
946,927,9,23,9,13,23,927,23,9,9,9,9,9,9,1,1,9,0.781,1
947,928,9,23,9,13,23,928,23,9,9,9,9,9,9,1,1,9,0.781,1
948,929,9,23,9,13,23,929,23,9,10,10,9,9,9,0,0,9,0.554,1
949,930,9,23,9,13,23,930,23,9,10,10,9,9,9,0,0,9,0.554,1
950,931,9,23,9,13,23,931,23,9,10,10,9,9,9,0,0,9,0.554,1
951,932,9,23,9,13,23,932,23,9,10,10,9,9,9,0,0,9,0.554,1
952,933,9,23,9,13,23,933,23,9,10,10,9,9,9,0,0,9,0.554,1
953,934,9,23,9,13,23,934,23,9,9,9,9,9,9,1,1,9,0.781,1
954,935,9,23,9,13,23,935,23,9,10,10,9,9,9,0,0,9,0.554,1
955,936,9,23,9,13,23,936,23,9,10,10,9,9,9,0,0,9,0.554,1
956,937,9,23,9,13,23,937,23,9,10,10,9,9,9,0,0,9,0.554,1
957,938,9,23,9,13,23,938,23,9,10,10,9,9,9,0,0,9,0.554,1
958,939,9,23,9,13,23,939,23,9,10,10,9,9,9,0,0,9,0.554,1
959,940,9,23,9,13,23,940,23,9,10,10,9,9,9,0,0,9,0.554,1
