"seccion","X.x","munn.x","edon.x","disloc2015","disloc2017","disfed2017","X.y","edon.y","munn.y","escenario1","escenario2","escenario3","mc_clv1","panal_clv1","pan_clv1","prd_clv1","pt_clv1","pvem_clv1","pan_clv2","esc1_mcCLV1","esc1_panalCLV1","esc1_panCLV1","esc1_prdCLV1","esc1_pvemCLV1","esc2_panCLV2","SQ","dsiSQ_E3"
66,65,14,31,15,8,3,65,31,14,9,3,8,2,5,3,6,9,3,8,0,0,0,0,0,0,11,0.675
67,66,15,31,14,7,1,66,31,15,8,9,7,5,4,9,4,8,1,7,0,0,0,0,0,0,15,0.315
68,67,15,31,14,7,1,67,31,15,8,9,7,5,4,9,4,8,1,7,0,0,0,0,0,0,15,0.315
69,68,15,31,14,7,1,68,31,15,8,9,7,5,4,9,4,8,1,7,0,0,0,0,0,0,15,0.315
70,69,16,31,12,3,1,69,31,16,9,3,3,2,6,3,3,9,3,3,0,0,0,0,0,1,12,0.961
71,70,17,31,15,7,3,70,31,17,9,3,7,2,5,3,6,9,3,7,0,0,0,0,0,0,15,0.315
72,71,17,31,15,7,3,71,31,17,9,3,7,2,5,3,6,9,3,7,0,0,0,0,0,0,15,0.315
73,72,17,31,15,7,3,72,31,17,9,3,7,2,5,3,6,9,3,7,0,0,0,0,0,0,15,0.315
74,73,17,31,15,7,3,73,31,17,9,3,7,2,5,3,6,9,3,7,0,0,0,0,0,0,15,0.315
75,74,18,31,12,9,1,74,31,18,8,9,9,5,4,9,1,8,1,9,0,0,0,0,0,1,13,0.899
76,75,18,31,13,9,1,75,31,18,8,9,9,5,4,9,1,8,1,9,0,0,0,0,0,1,13,0.899
77,76,18,31,13,9,1,76,31,18,8,9,9,5,4,9,1,8,1,9,0,0,0,0,0,1,13,0.899
78,77,19,31,11,8,3,77,31,19,1,1,8,7,8,1,5,1,2,8,0,0,1,0,0,0,11,0.675
79,78,19,31,11,8,3,78,31,19,1,1,8,7,8,1,5,1,2,8,0,0,1,0,0,0,11,0.675
80,79,19,31,11,8,3,79,31,19,1,1,8,7,8,1,5,1,2,8,0,0,1,0,0,0,11,0.675
81,80,19,31,11,8,3,80,31,19,1,1,8,7,8,1,5,1,2,8,0,0,1,0,0,0,11,0.675
82,81,19,31,11,8,3,81,31,19,1,1,8,7,8,1,5,1,2,8,0,0,1,0,0,0,11,0.675
83,82,19,31,11,8,3,82,31,19,1,1,8,7,8,1,5,1,2,8,0,0,1,0,0,0,11,0.675
84,83,19,31,11,8,3,83,31,19,1,1,8,7,8,1,5,1,2,8,0,0,1,0,0,0,11,0.675
85,84,19,31,11,8,3,84,31,19,1,1,8,7,8,1,5,1,2,8,0,0,1,0,0,0,11,0.675
86,85,19,31,11,8,3,85,31,19,1,1,8,7,8,1,5,1,2,8,0,0,1,0,0,0,11,0.675
87,86,19,31,11,8,3,86,31,19,1,1,8,7,8,1,5,1,2,8,0,0,1,0,0,0,11,0.675
88,87,19,31,11,8,3,87,31,19,1,1,8,7,8,1,5,1,2,8,0,0,1,0,0,0,11,0.675
89,88,19,31,11,8,3,88,31,19,1,1,8,7,8,1,5,1,2,8,0,0,1,0,0,0,11,0.675
90,89,19,31,11,8,3,89,31,19,1,1,8,7,8,1,5,1,2,8,0,0,1,0,0,0,11,0.675
91,90,20,31,9,4,2,90,31,20,3,7,4,9,2,7,9,3,6,4,0,0,0,0,0,0,9,0.933
92,91,20,31,9,4,2,91,31,20,3,7,4,9,2,7,9,3,6,4,0,0,0,0,0,0,9,0.933
93,92,21,31,11,8,3,92,31,21,1,1,8,7,8,1,6,1,2,8,0,0,1,0,0,0,11,0.675
94,93,21,31,11,8,3,93,31,21,1,1,8,7,8,1,6,1,2,8,0,0,1,0,0,0,11,0.675
95,94,21,31,11,8,3,94,31,21,1,1,8,7,8,1,6,1,2,8,0,0,1,0,0,0,11,0.675
96,95,21,31,11,8,3,95,31,21,1,1,8,7,8,1,6,1,2,8,0,0,1,0,0,0,11,0.675
97,96,21,31,11,8,3,96,31,21,1,1,8,7,8,1,6,1,2,8,0,0,1,0,0,0,11,0.675
98,97,21,31,11,8,3,97,31,21,1,1,8,7,8,1,6,1,2,8,0,0,1,0,0,0,11,0.675
99,98,22,31,15,8,3,98,31,22,9,3,8,2,5,3,6,9,3,8,0,0,0,0,0,0,11,0.675
101,99,22,31,15,8,3,99,31,22,9,3,8,2,5,3,6,9,3,8,0,0,0,0,0,0,11,0.675
102,100,22,31,15,8,3,100,31,22,9,3,8,2,5,3,6,9,3,8,0,0,0,0,0,0,11,0.675
103,101,23,31,8,1,1,101,31,23,5,8,1,4,1,8,8,5,4,1,0,0,0,0,0,0,8,0.967
104,102,23,31,8,1,1,102,31,23,5,8,1,4,1,8,8,5,4,1,0,0,0,0,0,0,8,0.967
105,103,23,31,8,1,1,103,31,23,5,8,1,4,1,8,8,5,4,1,0,0,0,0,0,0,8,0.967
106,104,24,31,14,9,1,104,31,24,8,9,9,5,4,9,4,8,3,9,0,0,0,0,0,1,13,0.899
107,105,24,31,14,9,1,105,31,24,8,9,9,5,4,9,4,8,3,9,0,0,0,0,0,1,13,0.899
108,106,25,31,13,9,1,106,31,25,7,5,9,6,4,5,1,7,8,9,0,0,0,0,0,0,13,0.899
109,107,25,31,13,9,1,107,31,25,7,5,9,6,4,5,1,7,8,9,0,0,0,0,0,0,13,0.899
110,108,26,31,9,4,2,108,31,26,3,7,4,9,7,7,9,3,7,4,0,0,0,0,0,0,9,0.933
111,109,26,31,9,4,2,109,31,26,3,7,4,9,7,7,9,3,7,4,0,0,0,0,0,0,9,0.933
112,110,26,31,9,4,2,110,31,26,3,7,4,9,7,7,9,3,7,4,0,0,0,0,0,0,9,0.933
113,111,26,31,9,4,2,111,31,26,3,7,4,9,7,7,9,3,7,4,0,0,0,0,0,0,9,0.933
114,112,27,31,10,5,3,112,31,27,6,6,5,8,7,6,7,6,7,5,0,0,1,0,0,0,15,0.237
115,113,27,31,10,5,3,113,31,27,6,6,5,8,7,6,7,6,7,5,0,0,1,0,0,0,15,0.237
116,114,27,31,10,5,3,114,31,27,6,6,5,8,7,6,7,6,7,5,0,0,1,0,0,0,15,0.237
117,115,27,31,10,5,3,115,31,27,6,6,5,8,7,6,7,6,7,5,0,0,1,0,0,0,15,0.237
118,116,27,31,10,5,3,116,31,27,6,6,5,8,7,6,7,6,7,5,0,0,1,0,0,0,15,0.237
120,117,28,31,10,5,3,117,31,28,6,6,5,8,7,6,7,6,5,5,0,0,1,0,0,0,15,0.237
121,118,28,31,10,5,3,118,31,28,6,6,5,8,7,6,7,6,5,5,0,0,1,0,0,0,15,0.237
122,119,29,31,10,5,3,119,31,29,6,6,5,8,7,6,7,6,5,5,0,0,1,0,0,0,15,0.237
123,120,29,31,10,5,3,120,31,29,6,6,5,8,7,6,7,6,5,5,0,0,1,0,0,0,15,0.237
124,121,29,31,10,5,3,121,31,29,6,6,5,8,7,6,7,6,5,5,0,0,1,0,0,0,15,0.237
125,122,29,31,10,5,3,122,31,29,6,6,5,8,7,6,7,6,5,5,0,0,1,0,0,0,15,0.237
126,123,29,31,10,5,3,123,31,29,6,6,5,8,7,6,7,6,5,5,0,0,1,0,0,0,15,0.237
127,124,30,31,15,7,3,124,31,30,9,3,7,2,5,3,7,9,3,7,0,0,0,0,0,0,15,0.315
128,125,30,31,15,7,3,125,31,30,9,3,7,2,5,3,7,9,3,7,0,0,0,0,0,0,15,0.315
129,126,30,31,15,7,3,126,31,30,9,3,7,2,5,3,7,9,3,7,0,0,0,0,0,0,15,0.315
130,127,30,31,15,7,3,127,31,30,9,3,7,2,5,3,7,9,3,7,0,0,0,0,0,0,15,0.315
131,128,31,31,10,5,3,128,31,31,6,6,5,8,7,6,7,6,7,5,0,0,1,0,0,0,15,0.237
132,129,31,31,10,5,3,129,31,31,6,6,5,8,7,6,7,6,7,5,0,0,1,0,0,0,15,0.237
133,130,31,31,10,5,3,130,31,31,6,6,5,8,7,6,7,6,7,5,0,0,1,0,0,0,15,0.237
134,131,32,31,15,6,3,131,31,32,4,2,6,1,9,2,7,4,5,6,0,0,0,0,0,0,10,0.478
135,132,32,31,15,6,3,132,31,32,4,2,6,1,9,2,7,4,5,6,0,0,0,0,0,0,10,0.478
136,133,32,31,15,6,3,133,31,32,4,2,6,1,9,2,7,4,5,6,0,0,0,0,0,0,10,0.478
137,134,32,31,15,6,3,134,31,32,4,2,6,1,9,2,7,4,5,6,0,0,0,0,0,0,10,0.478
138,135,32,31,15,6,3,135,31,32,4,2,6,1,9,2,7,4,5,6,0,0,0,0,0,0,10,0.478
139,136,32,31,15,6,3,136,31,32,4,2,6,1,9,2,7,4,5,6,0,0,0,0,0,0,10,0.478
140,137,32,31,15,6,3,137,31,32,4,2,6,1,9,2,7,4,5,6,0,0,0,0,0,0,10,0.478
141,138,32,31,15,6,3,138,31,32,4,2,6,1,9,2,7,4,5,6,0,0,0,0,0,0,10,0.478
142,139,33,31,13,9,1,139,31,33,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.899
143,140,33,31,13,9,1,140,31,33,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.899
144,141,33,31,13,9,1,141,31,33,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.899
145,142,33,31,13,9,1,142,31,33,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.899
146,143,33,31,13,9,1,143,31,33,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.899
147,144,33,31,13,9,1,144,31,33,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.899
148,145,33,31,13,9,1,145,31,33,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.899
149,146,33,31,13,9,1,146,31,33,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.899
150,147,33,31,13,9,1,147,31,33,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.899
151,148,33,31,13,9,1,148,31,33,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.899
152,149,34,31,14,7,2,149,31,34,6,6,7,8,5,6,4,6,1,7,0,0,1,0,0,0,15,0.315
153,150,34,31,14,7,2,150,31,34,6,6,7,8,5,6,4,6,1,7,0,0,1,0,0,0,15,0.315
154,151,34,31,14,7,2,151,31,34,6,6,7,8,5,6,4,6,1,7,0,0,1,0,0,0,15,0.315
155,152,34,31,14,7,2,152,31,34,6,6,7,8,5,6,4,6,1,7,0,0,1,0,0,0,15,0.315
156,153,34,31,14,7,2,153,31,34,6,6,7,8,5,6,4,6,1,7,0,0,1,0,0,0,15,0.315
157,154,35,31,14,5,2,154,31,35,6,6,5,8,5,6,4,6,1,5,0,0,1,0,0,0,15,0.237
158,155,35,31,14,5,2,155,31,35,6,6,5,8,5,6,4,6,1,5,0,0,1,0,0,0,15,0.237
159,156,35,31,14,5,2,156,31,35,6,6,5,8,5,6,4,6,1,5,0,0,1,0,0,0,15,0.237
160,157,35,31,14,5,2,157,31,35,6,6,5,8,5,6,4,6,1,5,0,0,1,0,0,0,15,0.237
161,158,35,31,14,5,2,158,31,35,6,6,5,8,5,6,4,6,1,5,0,0,1,0,0,0,15,0.237
162,159,36,31,14,7,1,159,31,36,8,9,7,5,4,9,4,8,1,7,0,0,0,0,0,0,15,0.315
163,160,36,31,14,7,1,160,31,36,8,9,7,5,4,9,4,8,1,7,0,0,0,0,0,0,15,0.315
164,161,36,31,14,7,1,161,31,36,8,9,7,5,4,9,4,8,1,7,0,0,0,0,0,0,15,0.315
165,162,36,31,14,7,1,162,31,36,8,9,7,5,4,9,4,8,1,7,0,0,0,0,0,0,15,0.315
166,163,36,31,14,7,1,163,31,36,8,9,7,5,4,9,4,8,1,7,0,0,0,0,0,0,15,0.315
167,164,36,31,14,7,1,164,31,36,8,9,7,5,4,9,4,8,1,7,0,0,0,0,0,0,15,0.315
168,165,37,31,14,7,1,165,31,37,6,6,7,8,5,6,4,6,1,7,0,0,1,0,0,0,15,0.315
169,166,37,31,14,7,1,166,31,37,6,6,7,8,5,6,4,6,1,7,0,0,1,0,0,0,15,0.315
170,167,37,31,14,7,1,167,31,37,6,6,7,8,5,6,4,6,1,7,0,0,1,0,0,0,15,0.315
171,168,37,31,14,7,1,168,31,37,6,6,7,8,5,6,4,6,1,7,0,0,1,0,0,0,15,0.315
172,169,38,31,8,1,2,169,31,38,5,8,1,4,2,8,8,5,6,1,0,0,0,0,0,0,8,0.967
173,170,38,31,8,1,2,170,31,38,5,8,1,4,2,8,8,5,6,1,0,0,0,0,0,0,8,0.967
174,171,38,31,8,1,2,171,31,38,5,8,1,4,2,8,8,5,6,1,0,0,0,0,0,0,8,0.967
175,172,38,31,8,1,2,172,31,38,5,8,1,4,2,8,8,5,6,1,0,0,0,0,0,0,8,0.967
176,173,38,31,8,1,2,173,31,38,5,8,1,4,2,8,8,5,6,1,0,0,0,0,0,0,8,0.967
177,174,38,31,8,1,2,174,31,38,5,8,1,4,2,8,8,5,6,1,0,0,0,0,0,0,8,0.967
178,175,38,31,8,1,2,175,31,38,5,8,1,4,2,8,8,5,6,1,0,0,0,0,0,0,8,0.967
179,176,38,31,8,1,2,176,31,38,5,8,1,4,2,8,8,5,6,1,0,0,0,0,0,0,8,0.967
180,177,38,31,8,1,2,177,31,38,5,8,1,4,2,8,8,5,6,1,0,0,0,0,0,0,8,0.967
181,178,38,31,8,1,2,178,31,38,5,8,1,4,2,8,8,5,6,1,0,0,0,0,0,0,8,0.967
182,179,38,31,8,1,2,179,31,38,5,8,1,4,2,8,8,5,6,1,0,0,0,0,0,0,8,0.967
183,180,38,31,8,1,2,180,31,38,5,8,1,4,2,8,8,5,6,1,0,0,0,0,0,0,8,0.967
184,181,38,31,8,1,2,181,31,38,5,8,1,4,2,8,8,5,6,1,0,0,0,0,0,0,8,0.967
185,182,38,31,8,1,2,182,31,38,5,8,1,4,2,8,8,5,6,1,0,0,0,0,0,0,8,0.967
186,183,38,31,8,1,2,183,31,38,5,8,1,4,2,8,8,5,6,1,0,0,0,0,0,0,8,0.967
187,184,39,31,9,4,2,184,31,39,3,7,4,9,7,7,9,3,6,4,0,0,0,0,0,0,9,0.933
188,185,39,31,9,4,2,185,31,39,3,7,4,9,7,7,9,3,6,4,0,0,0,0,0,0,9,0.933
189,186,40,31,15,5,3,186,31,40,6,6,5,8,5,6,7,6,7,5,0,0,1,0,0,0,15,0.237
190,187,40,31,15,5,3,187,31,40,6,6,5,8,5,6,7,6,7,5,0,0,1,0,0,0,15,0.237
191,188,40,31,15,5,3,188,31,40,6,6,5,8,5,6,7,6,7,5,0,0,1,0,0,0,15,0.237
192,189,40,31,15,5,3,189,31,40,6,6,5,8,5,6,7,6,7,5,0,0,1,0,0,0,15,0.237
193,190,40,31,15,5,3,190,31,40,6,6,5,8,5,6,7,6,7,5,0,0,1,0,0,0,15,0.237
194,191,40,31,15,5,3,191,31,40,6,6,5,8,5,6,7,6,7,5,0,0,1,0,0,0,15,0.237
195,192,40,31,15,5,3,192,31,40,6,6,5,8,5,6,7,6,7,5,0,0,1,0,0,0,15,0.237
196,193,40,31,15,5,3,193,31,40,6,6,5,8,5,6,7,6,7,5,0,0,1,0,0,0,15,0.237
197,194,40,31,15,5,3,194,31,40,6,6,5,8,5,6,7,6,7,5,0,0,1,0,0,0,15,0.237
198,195,40,31,15,5,3,195,31,40,6,6,5,8,5,6,7,6,7,5,0,0,1,0,0,0,15,0.237
199,196,40,31,15,5,3,196,31,40,6,6,5,8,5,6,7,6,7,5,0,0,1,0,0,0,15,0.237
200,197,40,31,15,5,3,197,31,40,6,6,5,8,5,6,7,6,7,5,0,0,1,0,0,0,15,0.237
201,198,40,31,15,5,3,198,31,40,6,6,5,8,5,6,7,6,7,5,0,0,1,0,0,0,15,0.237
202,199,40,31,15,5,3,199,31,40,6,6,5,8,5,6,7,6,7,5,0,0,1,0,0,0,15,0.237
203,200,40,31,15,5,3,200,31,40,6,6,5,8,5,6,7,6,7,5,0,0,1,0,0,0,15,0.237
204,201,41,31,6,2,2,201,31,41,2,4,2,3,3,4,2,2,15,2,0,0,0,1,0,0,14,0.212
205,202,41,31,6,2,2,202,31,41,2,4,2,3,3,4,2,2,15,2,0,0,0,1,0,0,14,0.212
206,203,41,31,6,2,2,203,31,41,2,4,2,3,3,4,2,2,15,2,0,0,0,1,0,0,14,0.212
207,204,41,31,6,2,2,204,31,41,2,4,2,3,3,4,2,2,15,2,0,0,0,1,0,0,14,0.212
208,205,41,31,6,2,2,205,31,41,2,4,2,3,3,4,2,2,15,2,0,0,0,1,0,0,14,0.212
209,206,41,31,6,2,2,206,31,41,2,4,2,3,3,4,2,2,15,2,0,0,0,1,0,0,14,0.212
210,207,41,31,6,2,2,207,31,41,2,4,2,3,3,4,2,2,15,2,0,0,0,1,0,0,14,0.212
211,208,41,31,6,2,2,208,31,41,2,4,2,3,3,4,2,2,15,2,0,0,0,1,0,0,14,0.212
212,209,41,31,6,2,2,209,31,41,2,4,2,3,3,4,2,2,15,2,0,0,0,1,0,0,14,0.212
213,210,41,31,6,2,2,210,31,41,2,4,2,3,3,4,2,2,15,2,0,0,0,1,0,0,14,0.212
214,211,41,31,6,2,2,211,31,41,2,4,2,3,3,4,2,2,15,2,0,0,0,1,0,0,14,0.212
215,212,41,31,6,2,2,212,31,41,2,4,2,3,3,4,2,2,15,2,0,0,0,1,0,0,14,0.212
216,213,41,31,6,2,2,213,31,41,2,4,2,3,3,4,2,2,15,2,0,0,0,1,0,0,14,0.212
217,214,41,31,6,2,2,214,31,41,2,4,2,3,3,4,2,2,15,2,0,0,0,1,0,0,14,0.212
218,215,41,31,6,2,2,215,31,41,2,4,2,3,3,4,2,2,15,2,0,0,0,1,0,0,14,0.212
219,216,41,31,6,2,2,216,31,41,2,4,2,3,3,4,2,2,15,2,0,0,0,1,0,0,14,0.212
220,217,41,31,6,2,2,217,31,41,2,4,2,3,3,4,2,2,15,2,0,0,0,1,0,0,14,0.212
221,218,41,31,6,2,2,218,31,41,2,4,2,3,3,4,2,2,15,2,0,0,0,1,0,0,14,0.212
222,219,41,31,6,2,2,219,31,41,2,4,2,3,3,4,2,2,15,2,0,0,0,1,0,0,14,0.212
223,220,41,31,6,2,2,220,31,41,2,4,2,3,3,4,2,2,15,2,0,0,0,1,0,0,14,0.212
224,221,42,31,15,7,3,221,31,42,6,6,7,8,5,6,4,6,7,7,0,0,1,0,0,0,15,0.315
225,222,42,31,15,7,3,222,31,42,6,6,7,8,5,6,4,6,7,7,0,0,1,0,0,0,15,0.315
226,223,42,31,15,7,3,223,31,42,6,6,7,8,5,6,4,6,7,7,0,0,1,0,0,0,15,0.315
227,224,43,31,15,7,3,224,31,43,9,3,7,2,5,3,6,9,3,7,0,0,0,0,0,0,15,0.315
228,225,44,31,8,1,2,225,31,44,5,8,1,4,2,8,8,5,6,1,0,0,0,0,0,0,8,0.967
229,226,44,31,8,1,2,226,31,44,5,8,1,4,2,8,8,5,6,1,0,0,0,0,0,0,8,0.967
230,227,44,31,8,1,2,227,31,44,5,8,1,4,2,8,8,5,6,1,0,0,0,0,0,0,8,0.967
231,228,44,31,8,1,2,228,31,44,5,8,1,4,2,8,8,5,6,1,0,0,0,0,0,0,8,0.967
232,229,45,31,13,1,1,229,31,45,5,8,1,4,1,8,1,5,4,1,0,0,0,0,0,0,8,0.967
233,230,45,31,13,1,1,230,31,45,5,8,1,4,1,8,1,5,4,1,0,0,0,0,0,0,8,0.967
234,231,46,31,14,9,1,231,31,46,8,9,9,5,4,9,4,8,1,9,0,0,0,0,0,1,13,0.899
235,232,46,31,14,9,1,232,31,46,8,9,9,5,4,9,4,8,1,9,0,0,0,0,0,1,13,0.899
236,233,47,31,13,9,1,233,31,47,9,3,9,2,4,3,1,9,8,9,0,0,0,0,0,0,13,0.899
237,234,47,31,13,9,1,234,31,47,9,3,9,2,4,3,1,9,8,9,0,0,0,0,0,0,13,0.899
