"seccion","munn","edon","disloc2018","disloc2010","esc1","esc3","pobtot","SQ","dsi_pob"
1,1,20,1,3,16,1,1172,16,0.483301269528835
2,2,20,2,25,13,2,977,13,1
3,2,20,2,25,13,2,2444,13,1
4,2,20,2,25,13,2,2537,13,1
5,2,20,2,25,13,2,862,13,1
6,2,20,2,25,13,2,2154,13,1
7,2,20,2,25,13,2,1258,13,1
8,2,20,2,25,13,2,604,13,1
9,2,20,2,25,13,2,3069,13,1
10,2,20,2,25,13,2,1977,13,1
11,2,20,2,25,13,2,2148,13,1
12,2,20,2,25,13,2,2190,13,1
13,2,20,2,25,13,2,1076,13,1
14,2,20,2,25,13,2,1068,13,1
15,2,20,2,25,13,2,1110,13,1
16,2,20,2,25,13,2,425,13,1
17,2,20,2,25,13,2,1475,13,1
18,2,20,2,25,13,2,500,13,1
19,2,20,2,25,13,2,38,13,1
20,2,20,2,25,13,2,900,13,1
21,2,20,2,25,13,2,1629,13,1
22,2,20,2,25,13,2,804,13,1
23,2,20,2,25,13,2,52,13,1
24,2,20,2,25,13,2,1774,13,1
25,2,20,2,25,13,2,1060,13,1
26,2,20,2,25,13,2,1352,13,1
27,2,20,2,25,13,2,898,13,1
28,2,20,2,25,13,2,1154,13,1
29,2,20,2,25,13,2,1429,13,1
30,2,20,2,25,13,2,1356,13,1
31,2,20,2,25,13,2,3864,13,1
32,2,20,2,25,13,2,644,13,1
33,2,20,2,25,13,2,1869,13,1
34,2,20,2,25,13,2,1621,13,1
35,3,20,3,22,3,3,1644,23,0.319902488187891
36,3,20,3,22,3,3,2001,23,0.319902488187891
37,386,20,16,1,3,16,2249,3,0.757479166307713
38,386,20,16,1,3,16,1538,3,0.757479166307713
39,4,20,4,20,17,4,1156,17,0.465648282038837
40,4,20,4,20,17,4,603,17,0.465648282038837
41,4,20,4,20,17,4,861,17,0.465648282038837
42,5,20,5,15,14,5,1012,14,1
43,6,20,6,5,5,6,885,5,0.950057139922187
44,6,20,6,5,5,6,980,5,0.950057139922187
45,6,20,6,5,5,6,858,5,0.950057139922187
46,6,20,6,5,5,6,1210,5,0.950057139922187
47,6,20,6,5,5,6,1753,5,0.950057139922187
48,6,20,6,5,5,6,1021,5,0.950057139922187
49,6,20,6,5,5,6,1088,5,0.950057139922187
50,6,20,6,5,5,6,870,5,0.950057139922187
51,6,20,6,5,5,6,1375,5,0.950057139922187
52,6,20,6,5,5,6,1164,5,0.950057139922187
53,6,20,6,5,5,6,1332,5,0.950057139922187
54,6,20,6,5,5,6,1105,5,0.950057139922187
55,6,20,6,5,5,6,233,5,0.950057139922187
56,6,20,6,5,5,6,966,5,0.950057139922187
57,7,20,7,16,4,7,3918,1,0.196365915775032
58,7,20,7,16,4,7,3887,1,0.196365915775032
59,7,20,7,16,4,7,2710,1,0.196365915775032
60,7,20,7,16,4,7,3774,1,0.196365915775032
61,7,20,7,16,4,7,1317,1,0.196365915775032
62,7,20,7,16,4,7,1023,1,0.196365915775032
63,7,20,7,16,4,7,572,1,0.196365915775032
64,7,20,7,16,4,7,712,1,0.196365915775032
65,8,20,3,19,2,3,1070,23,0.319902488187891
66,8,20,3,19,2,3,953,23,0.319902488187891
67,8,20,3,19,2,3,598,23,0.319902488187891
68,9,20,8,4,20,8,540,20,0.713089384219854
69,9,20,8,4,20,8,302,20,0.713089384219854
70,10,20,3,19,23,3,1851,23,0.319902488187891
71,10,20,3,19,23,3,1032,23,0.319902488187891
72,10,20,3,19,23,3,1220,23,0.319902488187891
73,10,20,3,19,23,3,303,23,0.319902488187891
74,11,20,9,18,22,9,2003,17,0.25017724649629
75,11,20,9,18,22,9,2188,17,0.25017724649629
76,11,20,9,18,22,9,1808,17,0.25017724649629
77,12,20,11,24,20,11,2816,18,0.635290497923183
78,12,20,11,24,20,11,1076,18,0.635290497923183
79,12,20,11,24,20,11,2144,18,0.635290497923183
80,12,20,11,24,20,11,2030,18,0.635290497923183
81,12,20,11,24,20,11,218,18,0.635290497923183
82,12,20,11,24,20,11,1216,18,0.635290497923183
83,12,20,11,24,20,11,748,18,0.635290497923183
84,12,20,11,24,20,11,1327,18,0.635290497923183
85,12,20,11,24,20,11,540,18,0.635290497923183
86,12,20,11,24,20,11,1330,18,0.635290497923183
87,13,20,5,21,14,5,710,14,1
88,13,20,5,21,14,5,100,14,1
89,13,20,5,21,14,5,34,14,1
90,14,20,10,8,11,10,2459,19,0.390526687227617
91,14,20,10,8,11,10,1824,19,0.390526687227617
92,14,20,10,8,11,10,169,19,0.390526687227617
93,14,20,10,8,11,10,837,19,0.390526687227617
94,14,20,10,8,11,10,737,19,0.390526687227617
95,14,20,10,8,11,10,2420,19,0.390526687227617
96,14,20,10,8,11,10,1629,19,0.390526687227617
97,15,20,11,23,18,11,1481,18,0.635290497923183
98,15,20,11,23,18,11,2010,18,0.635290497923183
99,15,20,11,23,18,11,1374,18,0.635290497923183
100,15,20,11,23,18,11,1528,18,0.635290497923183
101,15,20,11,23,18,11,1503,18,0.635290497923183
102,15,20,11,23,18,11,1693,18,0.635290497923183
103,15,20,11,23,18,11,1571,18,0.635290497923183
104,16,20,12,13,7,12,1713,7,0.556198027958706
105,16,20,12,13,7,12,1295,7,0.556198027958706
106,16,20,12,13,7,12,1453,7,0.556198027958706
107,16,20,12,13,7,12,1308,7,0.556198027958706
108,16,20,12,13,7,12,676,7,0.556198027958706
109,16,20,12,13,7,12,976,7,0.556198027958706
110,16,20,12,13,7,12,1055,7,0.556198027958706
111,17,20,3,19,23,3,1259,23,0.319902488187891
112,17,20,3,19,23,3,1526,23,0.319902488187891
113,18,20,13,10,19,13,1404,19,0.221792070732237
114,18,20,13,10,19,13,1528,19,0.221792070732237
115,18,20,13,10,19,13,835,19,0.221792070732237
116,18,20,13,10,19,13,381,19,0.221792070732237
117,19,20,14,21,8,14,1861,8,0.786771095225406
118,19,20,14,21,8,14,456,8,0.786771095225406
119,19,20,14,21,8,14,3085,8,0.786771095225406
120,19,20,14,21,8,14,2954,8,0.786771095225406
121,20,20,13,10,19,13,1000,19,0.221792070732237
122,20,20,13,10,19,13,529,19,0.221792070732237
123,20,20,13,10,19,13,1097,19,0.221792070732237
124,20,20,13,10,19,13,710,19,0.221792070732237
125,21,20,7,14,1,7,334,1,0.196365915775032
126,21,20,7,14,1,7,457,1,0.196365915775032
127,22,20,15,17,4,15,1518,4,0.192603420665909
128,22,20,15,17,4,15,706,4,0.192603420665909
129,22,20,15,17,4,15,154,4,0.192603420665909
130,22,20,15,17,4,15,693,4,0.192603420665909
131,23,20,14,12,8,14,2747,8,0.786771095225406
132,23,20,14,12,8,14,1057,8,0.786771095225406
133,23,20,14,12,8,14,885,8,0.786771095225406
134,24,20,2,25,13,2,1224,13,1
135,24,20,2,25,13,2,1958,13,1
136,24,20,2,25,13,2,4046,13,1
137,24,20,2,25,13,2,985,13,1
138,24,20,2,25,13,2,922,13,1
139,24,20,2,25,13,2,1869,13,1
140,24,20,2,25,13,2,663,13,1
141,24,20,2,25,13,2,779,13,1
142,24,20,2,25,13,2,618,13,1
143,24,20,2,25,13,2,1368,13,1
144,25,20,5,15,14,5,426,14,1
145,25,20,5,15,14,5,315,14,1
146,25,20,5,15,14,5,127,14,1
147,26,20,16,1,3,16,2368,3,0.757479166307713
148,26,20,16,1,3,16,6013,3,0.757479166307713
149,26,20,16,1,3,16,2664,3,0.757479166307713
150,26,20,16,1,3,16,968,3,0.757479166307713
151,26,20,16,1,3,16,2596,3,0.757479166307713
152,26,20,16,1,3,16,2677,3,0.757479166307713
153,27,20,15,17,4,15,1567,4,0.192603420665909
154,27,20,15,17,4,15,475,4,0.192603420665909
155,27,20,15,17,4,15,1410,4,0.192603420665909
156,27,20,15,17,4,15,450,4,0.192603420665909
157,28,20,13,10,19,13,3314,19,0.221792070732237
158,28,20,13,10,19,13,2536,19,0.221792070732237
159,28,20,13,10,19,13,1392,19,0.221792070732237
160,28,20,13,10,19,13,2009,19,0.221792070732237
161,28,20,13,10,19,13,1642,19,0.221792070732237
162,28,20,13,10,19,13,304,19,0.221792070732237
163,28,20,13,10,19,13,250,19,0.221792070732237
164,28,20,13,10,19,13,656,19,0.221792070732237
165,28,20,13,10,19,13,130,19,0.221792070732237
166,28,20,13,10,19,13,1397,19,0.221792070732237
167,28,20,13,10,19,13,656,19,0.221792070732237
168,28,20,13,10,19,13,660,19,0.221792070732237
169,28,20,13,10,19,13,774,19,0.221792070732237
170,28,20,13,10,19,13,815,19,0.221792070732237
171,28,20,13,10,19,13,412,19,0.221792070732237
172,28,20,13,10,19,13,325,19,0.221792070732237
173,28,20,13,10,19,13,1240,19,0.221792070732237
174,28,20,13,10,19,13,229,19,0.221792070732237
175,28,20,13,10,19,13,335,19,0.221792070732237
176,29,20,15,17,1,15,1190,4,0.192603420665909
177,29,20,15,17,1,15,162,4,0.192603420665909
178,29,20,15,17,1,15,619,4,0.192603420665909
179,29,20,15,17,1,15,1441,4,0.192603420665909
180,30,20,17,5,15,17,1044,15,0.786006119772694
181,30,20,17,5,15,17,1014,15,0.786006119772694
182,30,20,17,5,15,17,1395,15,0.786006119772694
183,30,20,17,5,15,17,1058,15,0.786006119772694
184,30,20,17,5,15,17,1251,15,0.786006119772694
185,30,20,17,5,15,17,1032,15,0.786006119772694
186,30,20,17,5,15,17,1267,15,0.786006119772694
187,31,20,5,15,14,5,489,14,1
188,31,20,5,15,14,5,544,14,1
189,32,20,5,21,14,5,471,14,1
190,32,20,5,21,14,5,430,14,1
191,32,20,5,21,14,5,658,14,1
192,33,20,18,2,16,18,2822,9,0.393129716475825
193,34,20,1,3,16,1,495,16,0.483301269528835
194,35,20,8,5,20,8,2341,20,0.713089384219854
195,35,20,8,5,20,8,1355,20,0.713089384219854
196,35,20,8,5,20,8,915,20,0.713089384219854
197,35,20,8,5,20,8,512,20,0.713089384219854
198,36,20,14,12,8,14,2723,8,0.786771095225406
199,36,20,14,12,8,14,379,8,0.786771095225406
200,36,20,14,12,8,14,1395,8,0.786771095225406
201,37,20,5,15,14,5,3317,14,1
202,37,20,5,15,14,5,4172,14,1
203,37,20,5,15,14,5,3203,14,1
204,37,20,5,15,14,5,2462,14,1
