"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2016","disloc2013","cab","X","edon.y","munn.y","escenario1","escenario2","escenario3","pan_clv1","pan_clv2","esc1_panCLV1","esc2_panCLV2","E1","dsiE1_E3"
770,24,32,"zac",5,4,4,4,9,9,"loreto",758,32,24,3,3,3,3,3,1,1,3,1
771,24,32,"zac",5,4,4,4,9,9,"loreto",759,32,24,3,3,3,3,3,1,1,3,1
772,24,32,"zac",5,4,4,4,9,9,"loreto",760,32,24,3,3,3,3,3,1,1,3,1
773,24,32,"zac",5,4,4,4,9,9,"loreto",761,32,24,3,3,3,3,3,1,1,3,1
774,24,32,"zac",5,4,4,4,9,9,"loreto",762,32,24,3,3,3,3,3,1,1,3,1
775,24,32,"zac",5,4,4,4,9,9,"loreto",763,32,24,3,3,3,3,3,1,1,3,1
776,24,32,"zac",5,4,4,4,9,9,"loreto",764,32,24,3,3,3,3,3,1,1,3,1
777,24,32,"zac",5,4,4,4,9,9,"loreto",765,32,24,3,3,3,3,3,1,1,3,1
778,24,32,"zac",5,4,4,4,9,9,"loreto",766,32,24,3,3,3,3,3,1,1,3,1
779,24,32,"zac",5,4,4,4,9,9,"loreto",767,32,24,3,3,3,3,3,1,1,3,1
780,24,32,"zac",5,4,4,4,9,9,"loreto",768,32,24,3,3,3,3,3,1,1,3,1
781,24,32,"zac",5,4,4,4,9,9,"loreto",769,32,24,3,3,3,3,3,1,1,3,1
782,24,32,"zac",5,4,4,4,9,9,"loreto",770,32,24,3,3,3,3,3,1,1,3,1
783,24,32,"zac",5,4,4,4,9,9,"loreto",771,32,24,3,3,3,3,3,1,1,3,1
784,24,32,"zac",5,4,4,4,9,9,"loreto",772,32,24,3,3,3,3,3,1,1,3,1
785,24,32,"zac",5,4,4,4,9,9,"loreto",773,32,24,3,3,3,3,3,1,1,3,1
786,24,32,"zac",5,4,4,4,9,9,"loreto",774,32,24,3,3,3,3,3,1,1,3,1
787,24,32,"zac",5,4,4,4,9,9,"loreto",775,32,24,3,3,3,3,3,1,1,3,1
788,24,32,"zac",5,4,4,4,9,9,"loreto",776,32,24,3,3,3,3,3,1,1,3,1
789,24,32,"zac",5,4,4,4,9,9,"loreto",777,32,24,3,3,3,3,3,1,1,3,1
790,24,32,"zac",5,4,4,4,9,9,"loreto",778,32,24,3,3,3,3,3,1,1,3,1
791,24,32,"zac",5,4,4,4,9,9,"loreto",779,32,24,3,3,3,3,3,1,1,3,1
792,24,32,"zac",5,4,4,4,9,9,"loreto",780,32,24,3,3,3,3,3,1,1,3,1
793,24,32,"zac",5,4,4,4,9,9,"loreto",781,32,24,3,3,3,3,3,1,1,3,1
794,25,32,"zac",5,3,2,2,11,9,"villanueva",782,32,25,2,2,6,4,6,0,0,2,0.567
795,25,32,"zac",5,3,2,2,11,9,"villanueva",783,32,25,2,2,6,4,6,0,0,2,0.567
796,25,32,"zac",5,3,2,2,11,9,"villanueva",784,32,25,2,2,6,4,6,0,0,2,0.567
797,25,32,"zac",5,3,2,2,11,9,"villanueva",785,32,25,2,2,6,4,6,0,0,2,0.567
798,25,32,"zac",5,3,2,2,11,9,"villanueva",786,32,25,2,2,6,4,6,0,0,2,0.567
799,25,32,"zac",5,3,2,2,11,9,"villanueva",787,32,25,2,2,6,4,6,0,0,2,0.567
800,25,32,"zac",5,3,2,2,11,9,"villanueva",788,32,25,2,2,6,4,6,0,0,2,0.567
801,25,32,"zac",5,3,2,2,11,9,"villanueva",789,32,25,2,2,6,4,6,0,0,2,0.567
802,25,32,"zac",5,3,2,2,11,9,"villanueva",790,32,25,2,2,6,4,6,0,0,2,0.567
803,25,32,"zac",5,3,2,2,11,9,"villanueva",791,32,25,2,2,6,4,6,0,0,2,0.567
804,25,32,"zac",5,3,2,2,11,9,"villanueva",792,32,25,2,2,6,4,6,0,0,2,0.567
805,25,32,"zac",5,3,2,2,11,9,"villanueva",793,32,25,2,2,6,4,6,0,0,2,0.567
806,25,32,"zac",5,3,2,2,11,9,"villanueva",794,32,25,2,2,6,4,6,0,0,2,0.567
807,25,32,"zac",5,3,2,2,11,9,"villanueva",795,32,25,2,2,6,4,6,0,0,2,0.567
808,26,32,"zac",4,1,3,3,12,18,"villa de cos",796,32,26,18,18,15,14,15,0,0,18,0.429
809,26,32,"zac",4,1,3,3,12,18,"villa de cos",797,32,26,18,18,15,14,15,0,0,18,0.429
810,26,32,"zac",4,1,3,3,12,18,"villa de cos",798,32,26,18,18,15,14,15,0,0,18,0.429
811,26,32,"zac",4,1,3,3,12,18,"villa de cos",799,32,26,18,18,15,14,15,0,0,18,0.429
812,26,32,"zac",4,1,3,3,12,18,"villa de cos",800,32,26,18,18,15,14,15,0,0,18,0.429
813,26,32,"zac",4,1,3,3,12,18,"villa de cos",801,32,26,18,18,15,14,15,0,0,18,0.429
814,26,32,"zac",4,1,3,3,12,18,"villa de cos",802,32,26,18,18,15,14,15,0,0,18,0.429
815,26,32,"zac",4,1,3,3,12,18,"villa de cos",803,32,26,18,18,15,14,15,0,0,18,0.429
816,26,32,"zac",4,1,3,3,12,18,"villa de cos",804,32,26,18,18,15,14,15,0,0,18,0.429
817,26,32,"zac",4,1,3,3,12,18,"villa de cos",805,32,26,18,18,15,14,15,0,0,18,0.429
818,26,32,"zac",4,1,3,3,12,18,"villa de cos",806,32,26,18,18,15,14,15,0,0,18,0.429
819,26,32,"zac",4,1,3,3,12,18,"villa de cos",807,32,26,18,18,15,14,15,0,0,18,0.429
820,26,32,"zac",4,1,3,3,12,18,"villa de cos",808,32,26,18,18,15,14,15,0,0,18,0.429
821,26,32,"zac",4,1,3,3,12,18,"villa de cos",809,32,26,18,18,15,14,15,0,0,18,0.429
822,26,32,"zac",4,1,3,3,12,18,"villa de cos",810,32,26,18,18,15,14,15,0,0,18,0.429
823,26,32,"zac",4,1,3,3,12,18,"villa de cos",811,32,26,18,18,15,14,15,0,0,18,0.429
824,26,32,"zac",4,1,3,3,12,18,"villa de cos",812,32,26,18,18,15,14,15,0,0,18,0.429
826,26,32,"zac",4,1,3,3,12,18,"villa de cos",813,32,26,18,18,15,14,15,0,0,18,0.429
827,26,32,"zac",4,1,3,3,12,18,"villa de cos",814,32,26,18,18,15,14,15,0,0,18,0.429
828,26,32,"zac",4,1,3,3,12,18,"villa de cos",815,32,26,18,18,15,14,15,0,0,18,0.429
829,26,32,"zac",4,1,3,3,12,18,"villa de cos",816,32,26,18,18,15,14,15,0,0,18,0.429
830,26,32,"zac",4,1,3,3,12,18,"villa de cos",817,32,26,18,18,15,14,15,0,0,18,0.429
831,26,32,"zac",4,1,3,3,12,18,"villa de cos",818,32,26,18,18,15,14,15,0,0,18,0.429
832,26,32,"zac",4,1,3,3,12,18,"villa de cos",819,32,26,18,18,15,14,15,0,0,18,0.429
833,26,32,"zac",4,1,3,3,12,18,"villa de cos",820,32,26,18,18,15,14,15,0,0,18,0.429
834,26,32,"zac",4,1,3,3,12,18,"villa de cos",821,32,26,18,18,15,14,15,0,0,18,0.429
835,26,32,"zac",4,1,3,3,12,18,"villa de cos",822,32,26,18,18,15,14,15,0,0,18,0.429
836,26,32,"zac",4,1,3,3,12,18,"villa de cos",823,32,26,18,18,15,14,15,0,0,18,0.429
837,26,32,"zac",4,1,3,3,12,18,"villa de cos",824,32,26,18,18,15,14,15,0,0,18,0.429
838,26,32,"zac",4,1,3,3,12,18,"villa de cos",825,32,26,18,18,15,14,15,0,0,18,0.429
839,26,32,"zac",4,1,3,3,12,18,"villa de cos",826,32,26,18,18,15,14,15,0,0,18,0.429
841,26,32,"zac",4,1,3,3,12,18,"villa de cos",827,32,26,18,18,15,14,15,0,0,18,0.429
842,26,32,"zac",4,1,3,3,12,18,"villa de cos",828,32,26,18,18,15,14,15,0,0,18,0.429
843,26,32,"zac",4,1,3,3,12,18,"villa de cos",829,32,26,18,18,15,14,15,0,0,18,0.429
844,26,32,"zac",4,1,3,3,12,18,"villa de cos",830,32,26,18,18,15,14,15,0,0,18,0.429
845,26,32,"zac",4,1,3,3,12,18,"villa de cos",831,32,26,18,18,15,14,15,0,0,18,0.429
846,26,32,"zac",4,1,3,3,12,18,"villa de cos",832,32,26,18,18,15,14,15,0,0,18,0.429
847,26,32,"zac",4,1,3,3,12,18,"villa de cos",833,32,26,18,18,15,14,15,0,0,18,0.429
849,26,32,"zac",4,1,3,3,12,18,"villa de cos",834,32,26,18,18,15,14,15,0,0,18,0.429
850,26,32,"zac",4,1,3,3,12,18,"villa de cos",835,32,26,18,18,15,14,15,0,0,18,0.429
851,26,32,"zac",4,1,3,3,12,18,"villa de cos",836,32,26,18,18,15,14,15,0,0,18,0.429
853,26,32,"zac",4,1,3,3,12,18,"villa de cos",837,32,26,18,18,15,14,15,0,0,18,0.429
854,26,32,"zac",4,1,3,3,12,18,"villa de cos",838,32,26,18,18,15,14,15,0,0,18,0.429
855,26,32,"zac",4,1,3,3,12,18,"villa de cos",839,32,26,18,18,15,14,15,0,0,18,0.429
856,26,32,"zac",4,1,3,3,12,18,"villa de cos",840,32,26,18,18,15,14,15,0,0,18,0.429
858,26,32,"zac",4,1,3,3,12,18,"villa de cos",841,32,26,18,18,15,14,15,0,0,18,0.429
859,26,32,"zac",4,1,3,3,12,18,"villa de cos",842,32,26,18,18,15,14,15,0,0,18,0.429
860,26,32,"zac",4,1,3,3,12,18,"villa de cos",843,32,26,18,18,15,14,15,0,0,18,0.429
861,26,32,"zac",4,1,3,3,12,18,"villa de cos",844,32,26,18,18,15,14,15,0,0,18,0.429
862,26,32,"zac",4,1,3,3,12,18,"villa de cos",845,32,26,18,18,15,14,15,0,0,18,0.429
863,26,32,"zac",4,1,3,3,12,18,"villa de cos",846,32,26,18,18,15,14,15,0,0,18,0.429
864,26,32,"zac",4,1,3,3,12,18,"villa de cos",847,32,26,18,18,15,14,15,0,0,18,0.429
865,26,32,"zac",4,1,3,3,12,18,"villa de cos",848,32,26,18,18,15,14,15,0,0,18,0.429
866,26,32,"zac",4,1,3,3,12,18,"villa de cos",849,32,26,18,18,15,14,15,0,0,18,0.429
867,26,32,"zac",4,1,3,3,12,18,"villa de cos",850,32,26,18,18,15,14,15,0,0,18,0.429
868,27,32,"zac",4,1,3,3,12,18,"villa de cos",851,32,27,18,18,15,14,15,0,0,18,0.429
869,27,32,"zac",4,1,3,3,12,18,"villa de cos",852,32,27,18,18,15,14,15,0,0,18,0.429
870,27,32,"zac",4,1,3,3,12,18,"villa de cos",853,32,27,18,18,15,14,15,0,0,18,0.429
871,27,32,"zac",4,1,3,3,12,18,"villa de cos",854,32,27,18,18,15,14,15,0,0,18,0.429
873,27,32,"zac",4,1,3,3,12,18,"villa de cos",855,32,27,18,18,15,14,15,0,0,18,0.429
874,27,32,"zac",4,1,3,3,12,18,"villa de cos",856,32,27,18,18,15,14,15,0,0,18,0.429
875,27,32,"zac",4,1,3,3,12,18,"villa de cos",857,32,27,18,18,15,14,15,0,0,18,0.429
876,28,32,"zac",3,5,2,2,14,14,"tlaltenango",858,32,28,1,1,7,1,7,1,0,1,1
877,28,32,"zac",3,5,2,2,14,14,"tlaltenango",859,32,28,1,1,7,1,7,1,0,1,1
878,28,32,"zac",3,5,2,2,14,14,"tlaltenango",860,32,28,1,1,7,1,7,1,0,1,1
879,28,32,"zac",3,5,2,2,14,14,"tlaltenango",861,32,28,1,1,7,1,7,1,0,1,1
880,28,32,"zac",3,5,2,2,14,14,"tlaltenango",862,32,28,1,1,7,1,7,1,0,1,1
881,28,32,"zac",3,5,2,2,14,14,"tlaltenango",863,32,28,1,1,7,1,7,1,0,1,1
883,28,32,"zac",3,5,2,2,14,14,"tlaltenango",864,32,28,1,1,7,1,7,1,0,1,1
884,29,32,"zac",4,2,1,3,18,17,"juan aldama",865,32,29,17,17,16,16,16,0,0,18,0.335
885,29,32,"zac",4,2,1,3,18,17,"juan aldama",866,32,29,17,17,16,16,16,0,0,18,0.335
886,29,32,"zac",4,2,1,3,18,17,"juan aldama",867,32,29,17,17,16,16,16,0,0,18,0.335
887,29,32,"zac",4,2,1,3,18,17,"juan aldama",868,32,29,17,17,16,16,16,0,0,18,0.335
888,29,32,"zac",4,2,1,3,18,17,"juan aldama",869,32,29,17,17,16,16,16,0,0,18,0.335
889,29,32,"zac",4,2,1,3,18,17,"juan aldama",870,32,29,17,17,16,16,16,0,0,18,0.335
890,29,32,"zac",4,2,1,3,18,17,"juan aldama",871,32,29,17,17,16,16,16,0,0,18,0.335
891,29,32,"zac",4,2,1,3,18,17,"juan aldama",872,32,29,17,17,16,16,16,0,0,18,0.335
892,29,32,"zac",4,2,1,3,18,17,"juan aldama",873,32,29,17,17,16,16,16,0,0,18,0.335
893,29,32,"zac",4,2,1,3,18,17,"juan aldama",874,32,29,17,17,16,16,16,0,0,18,0.335
894,29,32,"zac",4,2,1,3,18,17,"juan aldama",875,32,29,17,17,16,16,16,0,0,18,0.335
895,29,32,"zac",4,2,1,3,18,17,"juan aldama",876,32,29,17,17,16,16,16,0,0,18,0.335
896,29,32,"zac",4,2,1,3,18,17,"juan aldama",877,32,29,17,17,16,16,16,0,0,18,0.335
897,29,32,"zac",4,2,1,3,18,17,"juan aldama",878,32,29,17,17,16,16,16,0,0,18,0.335
898,29,32,"zac",4,2,1,3,18,17,"juan aldama",879,32,29,17,17,16,16,16,0,0,18,0.335
899,29,32,"zac",4,2,1,3,18,17,"juan aldama",880,32,29,17,17,16,16,16,0,0,18,0.335
900,29,32,"zac",4,2,1,3,18,17,"juan aldama",881,32,29,17,17,16,16,16,0,0,18,0.335
901,29,32,"zac",4,2,1,3,18,17,"juan aldama",882,32,29,17,17,16,16,16,0,0,18,0.335
902,29,32,"zac",4,2,1,3,18,17,"juan aldama",883,32,29,17,17,16,16,16,0,0,18,0.335
903,29,32,"zac",4,2,1,3,18,17,"juan aldama",884,32,29,17,17,16,16,16,0,0,18,0.335
904,29,32,"zac",4,2,1,3,18,17,"juan aldama",885,32,29,17,17,16,16,16,0,0,18,0.335
906,30,32,"zac",3,5,2,2,14,15,"tlaltenango",886,32,30,1,1,7,18,7,0,0,1,1
907,30,32,"zac",3,5,2,2,14,15,"tlaltenango",887,32,30,1,1,7,18,7,0,0,1,1
908,30,32,"zac",3,5,2,2,14,15,"tlaltenango",888,32,30,1,1,7,18,7,0,0,1,1
909,30,32,"zac",3,5,2,2,14,15,"tlaltenango",889,32,30,1,1,7,18,7,0,0,1,1
910,30,32,"zac",3,5,2,2,14,15,"tlaltenango",890,32,30,1,1,7,18,7,0,0,1,1
911,30,32,"zac",3,5,2,2,14,15,"tlaltenango",891,32,30,1,1,7,18,7,0,0,1,1
912,30,32,"zac",3,5,2,2,14,15,"tlaltenango",892,32,30,1,1,7,18,7,0,0,1,1
913,30,32,"zac",3,5,2,2,14,15,"tlaltenango",893,32,30,1,1,7,18,7,0,0,1,1
914,31,32,"zac",1,5,2,2,10,15,"jerez",894,32,31,2,2,5,7,5,0,0,14,0.23
915,31,32,"zac",1,5,2,2,10,15,"jerez",895,32,31,2,2,5,7,5,0,0,14,0.23
916,31,32,"zac",1,5,2,2,10,15,"jerez",896,32,31,2,2,5,7,5,0,0,14,0.23
917,31,32,"zac",1,5,2,2,10,15,"jerez",897,32,31,2,2,5,7,5,0,0,14,0.23
918,31,32,"zac",1,5,2,2,10,15,"jerez",898,32,31,2,2,5,7,5,0,0,14,0.23
919,31,32,"zac",1,5,2,2,10,15,"jerez",899,32,31,2,2,5,7,5,0,0,14,0.23
921,31,32,"zac",1,5,2,2,10,15,"jerez",900,32,31,2,2,5,7,5,0,0,14,0.23
922,31,32,"zac",1,5,2,2,10,15,"jerez",901,32,31,2,2,5,7,5,0,0,14,0.23
923,31,32,"zac",1,5,2,2,10,15,"jerez",902,32,31,2,2,5,7,5,0,0,14,0.23
924,31,32,"zac",1,5,2,2,10,15,"jerez",903,32,31,2,2,5,7,5,0,0,14,0.23
925,31,32,"zac",1,5,2,2,10,15,"jerez",904,32,31,2,2,5,7,5,0,0,14,0.23
926,31,32,"zac",1,5,2,2,10,15,"jerez",905,32,31,2,2,5,7,5,0,0,14,0.23
927,31,32,"zac",1,5,2,2,10,15,"jerez",906,32,31,2,2,5,7,5,0,0,14,0.23
928,31,32,"zac",1,5,2,2,10,15,"jerez",907,32,31,2,2,5,7,5,0,0,14,0.23
929,31,32,"zac",1,5,2,2,10,15,"jerez",908,32,31,2,2,5,7,5,0,0,14,0.23
931,31,32,"zac",1,5,2,2,10,15,"jerez",909,32,31,2,2,5,7,5,0,0,14,0.23
932,31,32,"zac",1,5,2,2,10,15,"jerez",910,32,31,2,2,5,7,5,0,0,14,0.23
933,31,32,"zac",1,5,2,2,10,15,"jerez",911,32,31,2,2,5,7,5,0,0,14,0.23
934,31,32,"zac",1,5,2,2,10,15,"jerez",912,32,31,2,2,5,7,5,0,0,14,0.23
935,31,32,"zac",1,5,2,2,10,15,"jerez",913,32,31,2,2,5,7,5,0,0,14,0.23
936,31,32,"zac",1,5,2,2,10,15,"jerez",914,32,31,2,2,5,7,5,0,0,14,0.23
938,31,32,"zac",1,5,2,2,10,15,"jerez",915,32,31,2,2,5,7,5,0,0,14,0.23
940,31,32,"zac",1,5,2,2,10,15,"jerez",916,32,31,2,2,5,7,5,0,0,14,0.23
941,31,32,"zac",1,5,2,2,10,15,"jerez",917,32,31,2,2,5,7,5,0,0,14,0.23
943,31,32,"zac",1,5,2,2,10,15,"jerez",918,32,31,2,2,5,7,5,0,0,14,0.23
945,32,32,"zac",5,3,3,3,2,3,"zacatecas",919,32,32,10,10,14,10,14,1,0,10,0.611
946,32,32,"zac",5,3,3,3,2,3,"zacatecas",920,32,32,10,10,14,10,14,1,0,10,0.611
947,32,32,"zac",5,3,3,3,2,3,"zacatecas",921,32,32,10,10,14,10,14,1,0,10,0.611
948,32,32,"zac",5,3,3,3,2,3,"zacatecas",922,32,32,10,10,14,10,14,1,0,10,0.611
949,32,32,"zac",5,3,3,3,2,3,"zacatecas",923,32,32,10,10,14,10,14,1,0,10,0.611
950,32,32,"zac",5,3,3,3,2,3,"zacatecas",924,32,32,10,10,14,10,14,1,0,10,0.611
951,32,32,"zac",5,3,3,3,2,3,"zacatecas",925,32,32,10,10,14,10,14,1,0,10,0.611
952,32,32,"zac",5,3,3,3,2,3,"zacatecas",926,32,32,10,10,14,10,14,1,0,10,0.611
953,32,32,"zac",5,3,3,3,2,3,"zacatecas",927,32,32,10,10,14,10,14,1,0,10,0.611
954,33,32,"zac",3,5,2,2,14,14,"tlaltenango",928,32,33,1,1,7,1,7,1,0,1,1
955,33,32,"zac",3,5,2,2,14,14,"tlaltenango",929,32,33,1,1,7,1,7,1,0,1,1
956,33,32,"zac",3,5,2,2,14,14,"tlaltenango",930,32,33,1,1,7,1,7,1,0,1,1
957,33,32,"zac",3,5,2,2,14,14,"tlaltenango",931,32,33,1,1,7,1,7,1,0,1,1
958,33,32,"zac",3,5,2,2,14,14,"tlaltenango",932,32,33,1,1,7,1,7,1,0,1,1
959,33,32,"zac",3,5,2,2,14,14,"tlaltenango",933,32,33,1,1,7,1,7,1,0,1,1
960,33,32,"zac",3,5,2,2,14,14,"tlaltenango",934,32,33,1,1,7,1,7,1,0,1,1
961,33,32,"zac",3,5,2,2,14,14,"tlaltenango",935,32,33,1,1,7,1,7,1,0,1,1
962,33,32,"zac",3,5,2,2,14,14,"tlaltenango",936,32,33,1,1,7,1,7,1,0,1,1
963,33,32,"zac",3,5,2,2,14,14,"tlaltenango",937,32,33,1,1,7,1,7,1,0,1,1
964,33,32,"zac",3,5,2,2,14,14,"tlaltenango",938,32,33,1,1,7,1,7,1,0,1,1
965,34,32,"zac",3,5,2,2,13,14,"jalpa",939,32,34,4,4,2,1,2,0,0,4,1
966,34,32,"zac",3,5,2,2,13,14,"jalpa",940,32,34,4,4,2,1,2,0,0,4,1
967,34,32,"zac",3,5,2,2,13,14,"jalpa",941,32,34,4,4,2,1,2,0,0,4,1
968,34,32,"zac",3,5,2,2,13,14,"jalpa",942,32,34,4,4,2,1,2,0,0,4,1
969,34,32,"zac",3,5,2,2,13,14,"jalpa",943,32,34,4,4,2,1,2,0,0,4,1
970,34,32,"zac",3,5,2,2,13,14,"jalpa",944,32,34,4,4,2,1,2,0,0,4,1
971,34,32,"zac",3,5,2,2,13,14,"jalpa",945,32,34,4,4,2,1,2,0,0,4,1
972,34,32,"zac",3,5,2,2,13,14,"jalpa",946,32,34,4,4,2,1,2,0,0,4,1
973,34,32,"zac",3,5,2,2,13,14,"jalpa",947,32,34,4,4,2,1,2,0,0,4,1
974,34,32,"zac",3,5,2,2,13,14,"jalpa",948,32,34,4,4,2,1,2,0,0,4,1
975,34,32,"zac",3,5,2,2,13,14,"jalpa",949,32,34,4,4,2,1,2,0,0,4,1
976,34,32,"zac",3,5,2,2,13,14,"jalpa",950,32,34,4,4,2,1,2,0,0,4,1
977,34,32,"zac",3,5,2,2,13,14,"jalpa",951,32,34,4,4,2,1,2,0,0,4,1
978,34,32,"zac",3,5,2,2,13,14,"jalpa",952,32,34,4,4,2,1,2,0,0,4,1
979,34,32,"zac",3,5,2,2,13,14,"jalpa",953,32,34,4,4,2,1,2,0,0,4,1
980,34,32,"zac",3,5,2,2,13,14,"jalpa",954,32,34,4,4,2,1,2,0,0,4,1
981,34,32,"zac",3,5,2,2,13,14,"jalpa",955,32,34,4,4,2,1,2,0,0,4,1
982,34,32,"zac",3,5,2,2,13,14,"jalpa",956,32,34,4,4,2,1,2,0,0,4,1
983,34,32,"zac",3,5,2,2,13,14,"jalpa",957,32,34,4,4,2,1,2,0,0,4,1
984,34,32,"zac",3,5,2,2,13,14,"jalpa",958,32,34,4,4,2,1,2,0,0,4,1
986,34,32,"zac",3,5,2,2,13,14,"jalpa",959,32,34,4,4,2,1,2,0,0,4,1
987,34,32,"zac",3,5,2,2,13,14,"jalpa",960,32,34,4,4,2,1,2,0,0,4,1
988,34,32,"zac",3,5,2,2,13,14,"jalpa",961,32,34,4,4,2,1,2,0,0,4,1
989,34,32,"zac",3,5,2,2,13,14,"jalpa",962,32,34,4,4,2,1,2,0,0,4,1
990,34,32,"zac",3,5,2,2,13,14,"jalpa",963,32,34,4,4,2,1,2,0,0,4,1
992,34,32,"zac",3,5,2,2,13,14,"jalpa",964,32,34,4,4,2,1,2,0,0,4,1
993,34,32,"zac",3,5,2,2,13,14,"jalpa",965,32,34,4,4,2,1,2,0,0,4,1
994,34,32,"zac",3,5,2,2,13,14,"jalpa",966,32,34,4,4,2,1,2,0,0,4,1
995,34,32,"zac",3,5,2,2,13,14,"jalpa",967,32,34,4,4,2,1,2,0,0,4,1
996,34,32,"zac",3,5,2,2,13,14,"jalpa",968,32,34,4,4,2,1,2,0,0,4,1
997,34,32,"zac",3,5,2,2,13,14,"jalpa",969,32,34,4,4,2,1,2,0,0,4,1
998,34,32,"zac",3,5,2,2,13,14,"jalpa",970,32,34,4,4,2,1,2,0,0,4,1
999,34,32,"zac",3,5,2,2,13,14,"jalpa",971,32,34,4,4,2,1,2,0,0,4,1
1000,34,32,"zac",3,5,2,2,13,14,"jalpa",972,32,34,4,4,2,1,2,0,0,4,1
1001,34,32,"zac",3,5,2,2,13,14,"jalpa",973,32,34,4,4,2,1,2,0,0,4,1
1002,34,32,"zac",3,5,2,2,13,14,"jalpa",974,32,34,4,4,2,1,2,0,0,4,1
1003,34,32,"zac",3,5,2,2,13,14,"jalpa",975,32,34,4,4,2,1,2,0,0,4,1
1004,34,32,"zac",3,5,2,2,13,14,"jalpa",976,32,34,4,4,2,1,2,0,0,4,1
1005,34,32,"zac",3,5,2,2,13,14,"jalpa",977,32,34,4,4,2,1,2,0,0,4,1
1006,34,32,"zac",3,5,2,2,13,14,"jalpa",978,32,34,4,4,2,1,2,0,0,4,1
1007,34,32,"zac",3,5,2,2,13,14,"jalpa",979,32,34,4,4,2,1,2,0,0,4,1
1008,34,32,"zac",3,5,2,2,13,14,"jalpa",980,32,34,4,4,2,1,2,0,0,4,1
1010,34,32,"zac",3,5,2,2,13,14,"jalpa",981,32,34,4,4,2,1,2,0,0,4,1
1011,34,32,"zac",3,5,2,2,13,14,"jalpa",982,32,34,4,4,2,1,2,0,0,4,1
1012,34,32,"zac",3,5,2,2,13,14,"jalpa",983,32,34,4,4,2,1,2,0,0,4,1
1013,34,32,"zac",3,5,2,2,13,14,"jalpa",984,32,34,4,4,2,1,2,0,0,4,1
1014,34,32,"zac",3,5,2,2,13,14,"jalpa",985,32,34,4,4,2,1,2,0,0,4,1
1015,34,32,"zac",3,5,2,2,13,14,"jalpa",986,32,34,4,4,2,1,2,0,0,4,1
1016,34,32,"zac",3,5,2,2,13,14,"jalpa",987,32,34,4,4,2,1,2,0,0,4,1
1018,34,32,"zac",3,5,2,2,13,14,"jalpa",988,32,34,4,4,2,1,2,0,0,4,1
1019,34,32,"zac",3,5,2,2,13,14,"jalpa",989,32,34,4,4,2,1,2,0,0,4,1
1020,35,32,"zac",5,4,4,4,9,9,"loreto",990,32,35,3,3,3,3,3,1,1,3,1
1021,35,32,"zac",5,4,4,4,9,9,"loreto",991,32,35,3,3,3,3,3,1,1,3,1
1022,35,32,"zac",5,4,4,4,9,9,"loreto",992,32,35,3,3,3,3,3,1,1,3,1
1023,35,32,"zac",5,4,4,4,9,9,"loreto",993,32,35,3,3,3,3,3,1,1,3,1
1024,35,32,"zac",5,4,4,4,9,9,"loreto",994,32,35,3,3,3,3,3,1,1,3,1
1025,35,32,"zac",5,4,4,4,9,9,"loreto",995,32,35,3,3,3,3,3,1,1,3,1
1026,35,32,"zac",5,4,4,4,9,9,"loreto",996,32,35,3,3,3,3,3,1,1,3,1
1027,35,32,"zac",5,4,4,4,9,9,"loreto",997,32,35,3,3,3,3,3,1,1,3,1
1028,35,32,"zac",5,4,4,4,9,9,"loreto",998,32,35,3,3,3,3,3,1,1,3,1
1029,35,32,"zac",5,4,4,4,9,9,"loreto",999,32,35,3,3,3,3,3,1,1,3,1
1030,35,32,"zac",5,4,4,4,9,9,"loreto",1000,32,35,3,3,3,3,3,1,1,3,1
1031,35,32,"zac",5,4,4,4,9,9,"loreto",1001,32,35,3,3,3,3,3,1,1,3,1
1032,35,32,"zac",5,4,4,4,9,9,"loreto",1002,32,35,3,3,3,3,3,1,1,3,1
1033,35,32,"zac",5,4,4,4,9,9,"loreto",1003,32,35,3,3,3,3,3,1,1,3,1
1034,35,32,"zac",5,4,4,4,9,9,"loreto",1004,32,35,3,3,3,3,3,1,1,3,1
1035,35,32,"zac",5,4,4,4,9,9,"loreto",1005,32,35,3,3,3,3,3,1,1,3,1
1036,36,32,"zac",5,4,4,2,8,6,"ojocaliente",1006,32,36,6,6,4,4,4,0,0,6,0.692
1037,36,32,"zac",5,4,4,2,8,6,"ojocaliente",1007,32,36,6,6,4,4,4,0,0,6,0.692
1038,36,32,"zac",5,4,4,2,8,6,"ojocaliente",1008,32,36,6,6,4,4,4,0,0,6,0.692
1039,36,32,"zac",5,4,4,2,8,6,"ojocaliente",1009,32,36,6,6,4,4,4,0,0,6,0.692
1040,36,32,"zac",5,4,4,2,11,6,"villanueva",1010,32,36,6,6,6,4,6,0,1,2,0.567
1041,36,32,"zac",5,4,4,2,8,6,"ojocaliente",1011,32,36,6,6,4,4,4,0,0,6,0.692
1042,36,32,"zac",5,4,4,2,11,6,"villanueva",1012,32,36,6,6,6,4,6,0,1,2,0.567
1043,36,32,"zac",5,4,4,2,11,6,"villanueva",1013,32,36,6,6,6,4,6,0,1,2,0.567
1044,36,32,"zac",5,4,4,2,11,6,"villanueva",1014,32,36,6,6,6,4,6,0,1,2,0.567
1045,36,32,"zac",5,4,4,2,8,6,"ojocaliente",1015,32,36,6,6,4,4,4,0,0,6,0.692
