"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2016","disloc2013","cab","X","edon.y","munn.y","escenario1","escenario2","escenario3","pan_clv1","pan_clv2","esc1_panCLV1","esc2_panCLV2","E1","dsiE1_E3"
250,10,32,"zac",2,1,1,1,5,11,"fresnillo",247,32,10,7,7,10,11,10,0,0,8,0.297
251,10,32,"zac",2,1,1,1,5,11,"fresnillo",248,32,10,7,7,10,11,10,0,0,8,0.297
252,10,32,"zac",2,1,1,1,5,11,"fresnillo",249,32,10,7,7,10,11,10,0,0,8,0.297
253,10,32,"zac",2,1,1,1,7,11,"fresnillo",250,32,10,7,7,12,13,12,0,0,14,0.315
254,10,32,"zac",2,1,1,1,7,11,"fresnillo",251,32,10,7,7,12,13,12,0,0,14,0.315
255,10,32,"zac",2,1,1,1,7,11,"fresnillo",252,32,10,7,7,12,13,12,0,0,14,0.315
256,10,32,"zac",2,1,1,1,7,11,"fresnillo",253,32,10,7,7,12,13,12,0,0,14,0.315
257,10,32,"zac",2,1,1,1,7,8,"fresnillo",254,32,10,7,7,12,13,12,0,0,14,0.315
258,10,32,"zac",2,1,1,1,7,8,"fresnillo",255,32,10,7,7,12,13,12,0,0,14,0.315
259,10,32,"zac",2,1,1,1,7,8,"fresnillo",256,32,10,7,7,12,13,12,0,0,14,0.315
260,10,32,"zac",2,1,1,1,7,8,"fresnillo",257,32,10,7,7,12,13,12,0,0,14,0.315
261,10,32,"zac",2,1,1,1,5,11,"fresnillo",258,32,10,8,8,10,11,10,0,0,8,0.297
262,10,32,"zac",2,1,1,1,5,11,"fresnillo",259,32,10,8,8,10,11,10,0,0,8,0.297
263,10,32,"zac",2,1,1,1,7,11,"fresnillo",260,32,10,7,7,12,13,12,0,0,14,0.315
264,10,32,"zac",2,1,1,1,7,11,"fresnillo",261,32,10,7,7,12,13,12,0,0,14,0.315
265,10,32,"zac",2,1,1,1,5,11,"fresnillo",262,32,10,7,7,10,11,10,0,0,8,0.297
266,10,32,"zac",2,1,1,1,5,11,"fresnillo",263,32,10,7,7,10,11,10,0,0,8,0.297
267,10,32,"zac",2,1,1,1,7,11,"fresnillo",264,32,10,7,7,12,11,12,0,0,14,0.315
268,10,32,"zac",2,1,1,1,5,11,"fresnillo",265,32,10,7,7,10,11,10,0,0,8,0.297
269,10,32,"zac",2,1,1,1,5,11,"fresnillo",266,32,10,7,7,10,11,10,0,0,8,0.297
270,10,32,"zac",2,1,1,1,5,11,"fresnillo",267,32,10,8,8,10,11,10,0,0,8,0.297
271,10,32,"zac",2,1,1,1,5,11,"fresnillo",268,32,10,8,8,10,11,10,0,0,8,0.297
272,10,32,"zac",2,1,1,1,5,11,"fresnillo",269,32,10,8,8,10,11,10,0,0,8,0.297
273,10,32,"zac",2,1,1,1,5,11,"fresnillo",270,32,10,9,9,10,12,10,0,0,8,0.297
274,10,32,"zac",2,1,1,1,5,11,"fresnillo",271,32,10,8,8,10,11,10,0,0,8,0.297
275,10,32,"zac",2,1,1,1,5,8,"fresnillo",272,32,10,9,9,10,12,10,0,0,8,0.297
276,10,32,"zac",2,1,1,1,5,8,"fresnillo",273,32,10,9,9,10,12,10,0,0,8,0.297
277,10,32,"zac",2,1,1,1,5,8,"fresnillo",274,32,10,9,9,10,12,10,0,0,8,0.297
278,10,32,"zac",2,1,1,1,5,8,"fresnillo",275,32,10,9,9,10,12,10,0,0,8,0.297
279,10,32,"zac",2,1,1,1,7,8,"fresnillo",276,32,10,7,7,12,13,12,0,0,14,0.315
280,10,32,"zac",2,1,1,1,7,8,"fresnillo",277,32,10,7,7,12,13,12,0,0,14,0.315
281,10,32,"zac",2,1,1,1,7,11,"fresnillo",278,32,10,7,7,12,13,12,0,0,14,0.315
282,10,32,"zac",2,1,1,1,7,8,"fresnillo",279,32,10,7,7,12,13,12,0,0,14,0.315
283,10,32,"zac",2,1,1,1,7,8,"fresnillo",280,32,10,7,7,12,13,12,0,0,14,0.315
284,10,32,"zac",2,1,1,1,7,8,"fresnillo",281,32,10,7,7,12,13,12,0,0,14,0.315
285,10,32,"zac",2,1,1,1,7,8,"fresnillo",282,32,10,7,7,12,13,12,0,0,14,0.315
286,10,32,"zac",2,1,1,1,7,8,"fresnillo",283,32,10,7,7,12,13,12,0,0,14,0.315
287,10,32,"zac",2,1,1,1,7,8,"fresnillo",284,32,10,7,7,12,13,12,0,0,14,0.315
288,10,32,"zac",2,1,1,1,7,8,"fresnillo",285,32,10,7,7,12,13,12,0,0,14,0.315
289,10,32,"zac",2,1,1,1,7,8,"fresnillo",286,32,10,7,7,12,13,12,0,0,14,0.315
290,10,32,"zac",2,1,1,1,7,8,"fresnillo",287,32,10,7,7,12,13,12,0,0,14,0.315
291,10,32,"zac",2,1,1,1,7,8,"fresnillo",288,32,10,7,7,12,13,12,0,0,14,0.315
292,10,32,"zac",2,1,1,1,7,11,"fresnillo",289,32,10,7,7,12,13,12,0,0,14,0.315
293,10,32,"zac",2,1,1,1,7,8,"fresnillo",290,32,10,7,7,12,13,12,0,0,14,0.315
294,10,32,"zac",2,1,1,1,7,8,"fresnillo",291,32,10,7,7,12,13,12,0,0,14,0.315
295,10,32,"zac",2,1,1,1,7,8,"fresnillo",292,32,10,7,7,12,13,12,0,0,14,0.315
296,10,32,"zac",2,1,1,1,7,8,"fresnillo",293,32,10,7,7,12,13,12,0,0,14,0.315
297,10,32,"zac",2,1,1,1,6,8,"fresnillo",294,32,10,7,7,11,13,11,0,0,9,0.546
298,10,32,"zac",2,1,1,1,6,8,"fresnillo",295,32,10,9,9,11,12,11,0,0,9,0.546
299,10,32,"zac",2,1,1,1,6,8,"fresnillo",296,32,10,9,9,11,12,11,0,0,9,0.546
300,10,32,"zac",2,1,1,1,5,8,"fresnillo",297,32,10,9,9,10,12,10,0,0,8,0.297
301,10,32,"zac",2,1,1,1,5,8,"fresnillo",298,32,10,9,9,10,12,10,0,0,8,0.297
302,10,32,"zac",2,1,1,1,5,8,"fresnillo",299,32,10,9,9,10,12,10,0,0,8,0.297
303,10,32,"zac",2,1,1,1,5,11,"fresnillo",300,32,10,8,8,10,12,10,0,0,8,0.297
304,10,32,"zac",2,1,1,1,5,8,"fresnillo",301,32,10,8,8,10,12,10,0,0,8,0.297
305,10,32,"zac",2,1,1,1,5,8,"fresnillo",302,32,10,8,8,10,12,10,0,0,8,0.297
306,10,32,"zac",2,1,1,1,5,8,"fresnillo",303,32,10,9,9,10,12,10,0,0,8,0.297
307,10,32,"zac",2,1,1,1,6,8,"fresnillo",304,32,10,9,9,11,12,11,0,0,9,0.546
308,10,32,"zac",2,1,1,1,6,8,"fresnillo",305,32,10,7,7,11,13,11,0,0,9,0.546
309,10,32,"zac",2,1,1,1,7,8,"fresnillo",306,32,10,7,7,12,13,12,0,0,14,0.315
310,10,32,"zac",2,1,1,1,7,8,"fresnillo",307,32,10,7,7,12,13,12,0,0,14,0.315
311,10,32,"zac",2,1,1,1,7,8,"fresnillo",308,32,10,7,7,12,13,12,0,0,14,0.315
312,10,32,"zac",2,1,1,1,7,8,"fresnillo",309,32,10,7,7,12,13,12,0,0,14,0.315
313,10,32,"zac",2,1,1,1,7,8,"fresnillo",310,32,10,7,7,12,13,12,0,0,14,0.315
314,10,32,"zac",2,1,1,1,7,8,"fresnillo",311,32,10,7,7,12,13,12,0,0,14,0.315
315,10,32,"zac",2,1,1,1,7,8,"fresnillo",312,32,10,7,7,12,13,12,0,0,14,0.315
316,10,32,"zac",2,1,1,1,6,8,"fresnillo",313,32,10,7,7,11,13,11,0,0,9,0.546
317,10,32,"zac",2,1,1,1,6,8,"fresnillo",314,32,10,9,9,11,12,11,0,0,9,0.546
318,10,32,"zac",2,1,1,1,6,8,"fresnillo",315,32,10,9,9,11,12,11,0,0,9,0.546
319,10,32,"zac",2,1,1,1,7,8,"fresnillo",316,32,10,7,7,12,13,12,0,0,14,0.315
320,10,32,"zac",2,1,1,1,7,8,"fresnillo",317,32,10,7,7,12,13,12,0,0,14,0.315
321,10,32,"zac",2,1,1,1,7,8,"fresnillo",318,32,10,7,7,12,13,12,0,0,14,0.315
322,10,32,"zac",2,1,1,1,7,8,"fresnillo",319,32,10,7,7,12,13,12,0,0,14,0.315
323,10,32,"zac",2,1,1,1,7,8,"fresnillo",320,32,10,7,7,12,13,12,0,0,14,0.315
324,10,32,"zac",2,1,1,1,7,8,"fresnillo",321,32,10,7,7,12,13,12,0,0,14,0.315
325,10,32,"zac",2,1,1,1,7,8,"fresnillo",322,32,10,7,7,12,13,12,0,0,14,0.315
326,10,32,"zac",2,1,1,1,7,8,"fresnillo",323,32,10,7,7,12,13,12,0,0,14,0.315
327,10,32,"zac",2,1,1,1,7,8,"fresnillo",324,32,10,7,7,12,13,12,0,0,14,0.315
328,10,32,"zac",2,1,1,1,7,8,"fresnillo",325,32,10,7,7,12,13,12,0,0,14,0.315
329,10,32,"zac",2,1,1,1,7,8,"fresnillo",326,32,10,7,7,12,13,12,0,0,14,0.315
330,10,32,"zac",2,1,1,1,5,11,"fresnillo",327,32,10,7,7,10,11,10,0,0,8,0.297
331,10,32,"zac",2,1,1,1,5,11,"fresnillo",328,32,10,8,8,10,11,10,0,0,8,0.297
332,10,32,"zac",2,1,1,1,5,11,"fresnillo",329,32,10,8,8,10,11,10,0,0,8,0.297
333,10,32,"zac",2,1,1,1,7,11,"fresnillo",330,32,10,7,7,12,13,12,0,0,14,0.315
334,10,32,"zac",2,1,1,1,7,11,"fresnillo",331,32,10,7,7,12,13,12,0,0,14,0.315
335,10,32,"zac",2,1,1,1,7,11,"fresnillo",332,32,10,7,7,12,13,12,0,0,14,0.315
336,10,32,"zac",2,1,1,1,5,11,"fresnillo",333,32,10,8,8,10,11,10,0,0,8,0.297
337,10,32,"zac",2,1,1,1,7,8,"fresnillo",334,32,10,7,7,12,13,12,0,0,14,0.315
338,10,32,"zac",2,1,1,1,5,11,"fresnillo",335,32,10,8,8,10,12,10,0,0,8,0.297
339,10,32,"zac",2,1,1,1,5,11,"fresnillo",336,32,10,8,8,10,11,10,0,0,8,0.297
340,10,32,"zac",2,1,1,1,5,8,"fresnillo",337,32,10,9,9,10,12,10,0,0,8,0.297
341,10,32,"zac",2,1,1,1,7,8,"fresnillo",338,32,10,7,7,12,13,12,0,0,14,0.315
343,10,32,"zac",2,1,1,1,7,8,"fresnillo",339,32,10,7,7,12,13,12,0,0,14,0.315
344,10,32,"zac",2,1,1,1,5,8,"fresnillo",340,32,10,9,9,10,12,10,0,0,8,0.297
345,10,32,"zac",2,1,1,1,6,8,"fresnillo",341,32,10,7,7,11,13,11,0,0,9,0.546
346,10,32,"zac",2,1,1,1,6,8,"fresnillo",342,32,10,7,7,11,13,11,0,0,9,0.546
347,10,32,"zac",2,1,1,1,7,8,"fresnillo",343,32,10,7,7,12,13,12,0,0,14,0.315
348,10,32,"zac",2,1,1,1,7,11,"fresnillo",344,32,10,7,7,12,13,12,0,0,14,0.315
349,11,32,"zac",3,5,2,2,14,15,"tlaltenango",345,32,11,1,1,7,1,7,1,0,1,1
350,11,32,"zac",3,5,2,2,14,15,"tlaltenango",346,32,11,1,1,7,1,7,1,0,1,1
351,11,32,"zac",3,5,2,2,14,15,"tlaltenango",347,32,11,1,1,7,1,7,1,0,1,1
352,11,32,"zac",3,5,2,2,14,15,"tlaltenango",348,32,11,1,1,7,1,7,1,0,1,1
353,11,32,"zac",3,5,2,2,14,15,"tlaltenango",349,32,11,1,1,7,1,7,1,0,1,1
354,11,32,"zac",3,5,2,2,14,15,"tlaltenango",350,32,11,1,1,7,1,7,1,0,1,1
356,11,32,"zac",3,5,2,2,14,15,"tlaltenango",351,32,11,1,1,7,1,7,1,0,1,1
358,11,32,"zac",3,5,2,2,14,15,"tlaltenango",352,32,11,1,1,7,1,7,1,0,1,1
359,12,32,"zac",5,3,2,2,11,6,"villanueva",353,32,12,2,2,6,5,6,0,0,2,0.567
360,12,32,"zac",5,3,2,2,11,6,"villanueva",354,32,12,2,2,6,5,6,0,0,2,0.567
361,12,32,"zac",5,3,2,2,11,6,"villanueva",355,32,12,2,2,6,5,6,0,0,2,0.567
362,12,32,"zac",5,3,2,2,11,6,"villanueva",356,32,12,2,2,6,5,6,0,0,2,0.567
363,12,32,"zac",5,3,2,2,11,6,"villanueva",357,32,12,2,2,6,5,6,0,0,2,0.567
364,12,32,"zac",5,3,2,2,11,6,"villanueva",358,32,12,2,2,6,5,6,0,0,2,0.567
365,12,32,"zac",5,3,2,2,11,6,"villanueva",359,32,12,2,2,6,5,6,0,0,2,0.567
366,12,32,"zac",5,3,2,2,11,6,"villanueva",360,32,12,2,2,6,5,6,0,0,2,0.567
367,12,32,"zac",5,3,2,2,11,6,"villanueva",361,32,12,2,2,6,5,6,0,0,2,0.567
368,12,32,"zac",5,3,2,2,11,6,"villanueva",362,32,12,2,2,6,5,6,0,0,2,0.567
369,12,32,"zac",5,3,2,2,11,6,"villanueva",363,32,12,2,2,6,5,6,0,0,2,0.567
370,12,32,"zac",5,3,2,2,11,6,"villanueva",364,32,12,2,2,6,5,6,0,0,2,0.567
371,12,32,"zac",5,3,2,2,11,6,"villanueva",365,32,12,2,2,6,5,6,0,0,2,0.567
372,12,32,"zac",5,3,2,2,11,6,"villanueva",366,32,12,2,2,6,5,6,0,0,2,0.567
373,12,32,"zac",5,3,2,2,11,6,"villanueva",367,32,12,2,2,6,5,6,0,0,2,0.567
374,12,32,"zac",5,3,2,2,11,6,"villanueva",368,32,12,2,2,6,5,6,0,0,2,0.567
375,12,32,"zac",5,3,2,2,11,6,"villanueva",369,32,12,2,2,6,5,6,0,0,2,0.567
376,12,32,"zac",5,3,2,2,11,6,"villanueva",370,32,12,2,2,6,5,6,0,0,2,0.567
377,12,32,"zac",5,3,2,2,11,6,"villanueva",371,32,12,2,2,6,5,6,0,0,2,0.567
378,13,32,"zac",2,1,1,1,6,3,"fresnillo",372,32,13,15,15,11,10,11,0,0,9,0.546
379,13,32,"zac",2,1,1,1,6,3,"fresnillo",373,32,13,15,15,11,10,11,0,0,9,0.546
380,13,32,"zac",2,1,1,1,6,3,"fresnillo",374,32,13,15,15,11,10,11,0,0,9,0.546
381,13,32,"zac",2,1,1,1,6,3,"fresnillo",375,32,13,15,15,11,10,11,0,0,9,0.546
382,13,32,"zac",2,1,1,1,6,3,"fresnillo",376,32,13,15,15,11,10,11,0,0,9,0.546
383,13,32,"zac",2,1,1,1,6,3,"fresnillo",377,32,13,15,15,11,10,11,0,0,9,0.546
384,13,32,"zac",2,1,1,1,6,3,"fresnillo",378,32,13,15,15,11,10,11,0,0,9,0.546
386,14,32,"zac",4,2,3,3,18,17,"juan aldama",379,32,14,18,18,16,16,16,0,0,18,0.335
387,14,32,"zac",4,2,3,3,18,17,"juan aldama",380,32,14,18,18,16,16,16,0,0,18,0.335
388,14,32,"zac",4,2,3,3,18,17,"juan aldama",381,32,14,18,18,16,16,16,0,0,18,0.335
389,14,32,"zac",4,2,3,3,18,17,"juan aldama",382,32,14,18,18,16,16,16,0,0,18,0.335
390,14,32,"zac",4,2,3,3,18,17,"juan aldama",383,32,14,18,18,16,16,16,0,0,18,0.335
391,14,32,"zac",4,2,3,3,18,17,"juan aldama",384,32,14,18,18,16,16,16,0,0,18,0.335
392,14,32,"zac",4,2,3,3,18,17,"juan aldama",385,32,14,18,18,16,16,16,0,0,18,0.335
393,14,32,"zac",4,2,3,3,18,17,"juan aldama",386,32,14,18,18,16,16,16,0,0,18,0.335
394,14,32,"zac",4,2,3,3,18,17,"juan aldama",387,32,14,18,18,16,16,16,0,0,18,0.335
395,14,32,"zac",4,2,3,3,18,17,"juan aldama",388,32,14,18,18,16,16,16,0,0,18,0.335
396,14,32,"zac",4,2,3,3,18,17,"juan aldama",389,32,14,18,18,16,16,16,0,0,18,0.335
397,14,32,"zac",4,2,3,3,18,17,"juan aldama",390,32,14,18,18,16,16,16,0,0,18,0.335
398,14,32,"zac",4,2,3,3,18,17,"juan aldama",391,32,14,18,18,16,16,16,0,0,18,0.335
399,14,32,"zac",4,2,3,3,18,17,"juan aldama",392,32,14,18,18,16,16,16,0,0,18,0.335
400,14,32,"zac",4,2,3,3,18,17,"juan aldama",393,32,14,18,18,16,16,16,0,0,18,0.335
401,14,32,"zac",4,2,3,3,18,17,"juan aldama",394,32,14,18,18,16,16,16,0,0,18,0.335
402,14,32,"zac",4,2,3,3,18,17,"juan aldama",395,32,14,18,18,16,16,16,0,0,18,0.335
403,14,32,"zac",4,2,3,3,18,17,"juan aldama",396,32,14,18,18,16,16,16,0,0,18,0.335
404,14,32,"zac",4,2,3,3,18,17,"juan aldama",397,32,14,18,18,16,16,16,0,0,18,0.335
405,14,32,"zac",4,2,3,3,18,17,"juan aldama",398,32,14,18,18,16,16,16,0,0,18,0.335
406,14,32,"zac",4,2,3,3,18,17,"juan aldama",399,32,14,18,18,16,16,16,0,0,18,0.335
407,14,32,"zac",4,2,3,3,18,17,"juan aldama",400,32,14,18,18,16,16,16,0,0,18,0.335
408,14,32,"zac",4,2,3,3,18,17,"juan aldama",401,32,14,18,18,16,16,16,0,0,18,0.335
409,14,32,"zac",4,2,3,3,18,17,"juan aldama",402,32,14,18,18,16,16,16,0,0,18,0.335
410,14,32,"zac",4,2,3,3,18,17,"juan aldama",403,32,14,18,18,16,16,16,0,0,18,0.335
411,14,32,"zac",4,2,3,3,18,17,"juan aldama",404,32,14,18,18,16,16,16,0,0,18,0.335
412,14,32,"zac",4,2,3,3,18,17,"juan aldama",405,32,14,18,18,16,16,16,0,0,18,0.335
413,14,32,"zac",4,2,3,3,18,17,"juan aldama",406,32,14,18,18,16,16,16,0,0,18,0.335
414,14,32,"zac",4,2,3,3,18,17,"juan aldama",407,32,14,18,18,16,16,16,0,0,18,0.335
415,14,32,"zac",4,2,3,3,18,17,"juan aldama",408,32,14,18,18,16,16,16,0,0,18,0.335
416,14,32,"zac",4,2,3,3,18,17,"juan aldama",409,32,14,18,18,16,16,16,0,0,18,0.335
417,14,32,"zac",4,2,3,3,18,17,"juan aldama",410,32,14,18,18,16,16,16,0,0,18,0.335
418,14,32,"zac",4,2,3,3,18,17,"juan aldama",411,32,14,18,18,16,16,16,0,0,18,0.335
419,14,32,"zac",4,2,3,3,18,17,"juan aldama",412,32,14,18,18,16,16,16,0,0,18,0.335
420,14,32,"zac",4,2,3,3,18,17,"juan aldama",413,32,14,18,18,16,16,16,0,0,18,0.335
421,14,32,"zac",4,2,3,3,18,17,"juan aldama",414,32,14,18,18,16,16,16,0,0,18,0.335
422,14,32,"zac",4,2,3,3,18,17,"juan aldama",415,32,14,18,18,16,16,16,0,0,18,0.335
423,14,32,"zac",4,2,3,3,18,17,"juan aldama",416,32,14,18,18,16,16,16,0,0,18,0.335
424,14,32,"zac",4,2,3,3,18,17,"juan aldama",417,32,14,18,18,16,16,16,0,0,18,0.335
425,14,32,"zac",4,2,3,3,18,17,"juan aldama",418,32,14,18,18,16,16,16,0,0,18,0.335
426,14,32,"zac",4,2,3,3,18,17,"juan aldama",419,32,14,18,18,16,16,16,0,0,18,0.335
427,14,32,"zac",4,2,3,3,18,17,"juan aldama",420,32,14,18,18,16,16,16,0,0,18,0.335
428,15,32,"zac",3,5,2,2,13,10,"jalpa",421,32,15,4,4,2,18,2,0,0,4,1
429,15,32,"zac",3,5,2,2,13,10,"jalpa",422,32,15,4,4,2,18,2,0,0,4,1
430,15,32,"zac",3,5,2,2,13,10,"jalpa",423,32,15,4,4,2,18,2,0,0,4,1
431,15,32,"zac",3,5,2,2,13,10,"jalpa",424,32,15,4,4,2,18,2,0,0,4,1
432,15,32,"zac",3,5,2,2,13,10,"jalpa",425,32,15,4,4,2,18,2,0,0,4,1
433,15,32,"zac",3,5,2,2,13,10,"jalpa",426,32,15,4,4,2,18,2,0,0,4,1
434,15,32,"zac",3,5,2,2,13,10,"jalpa",427,32,15,4,4,2,18,2,0,0,4,1
435,15,32,"zac",3,5,2,2,13,10,"jalpa",428,32,15,4,4,2,18,2,0,0,4,1
436,16,32,"zac",5,4,4,4,8,6,"ojocaliente",429,32,16,6,6,4,4,4,0,0,6,0.692
437,16,32,"zac",5,4,4,4,8,6,"ojocaliente",430,32,16,6,6,4,4,4,0,0,6,0.692
438,16,32,"zac",5,4,4,4,8,6,"ojocaliente",431,32,16,6,6,4,4,4,0,0,6,0.692
439,16,32,"zac",5,4,4,4,8,6,"ojocaliente",432,32,16,6,6,4,4,4,0,0,6,0.692
440,16,32,"zac",5,4,4,4,8,6,"ojocaliente",433,32,16,6,6,4,4,4,0,0,6,0.692
441,16,32,"zac",5,4,4,4,8,6,"ojocaliente",434,32,16,6,6,4,4,4,0,0,6,0.692
442,16,32,"zac",5,4,4,4,8,6,"ojocaliente",435,32,16,6,6,4,4,4,0,0,6,0.692
443,16,32,"zac",5,4,4,4,8,6,"ojocaliente",436,32,16,6,6,4,4,4,0,0,6,0.692
444,16,32,"zac",5,4,4,4,8,6,"ojocaliente",437,32,16,6,6,4,4,4,0,0,6,0.692
445,16,32,"zac",5,4,4,4,8,6,"ojocaliente",438,32,16,6,6,4,4,4,0,0,6,0.692
446,16,32,"zac",5,4,4,4,8,6,"ojocaliente",439,32,16,6,6,4,4,4,0,0,6,0.692
447,16,32,"zac",5,4,4,4,8,6,"ojocaliente",440,32,16,6,6,4,4,4,0,0,6,0.692
448,16,32,"zac",5,4,4,4,8,6,"ojocaliente",441,32,16,6,6,4,4,4,0,0,6,0.692
449,16,32,"zac",5,4,4,4,8,6,"ojocaliente",442,32,16,6,6,4,4,4,0,0,6,0.692
450,16,32,"zac",5,4,4,4,8,6,"ojocaliente",443,32,16,6,6,4,4,4,0,0,6,0.692
451,16,32,"zac",5,4,4,4,8,6,"ojocaliente",444,32,16,6,6,4,4,4,0,0,6,0.692
452,16,32,"zac",5,4,4,4,8,6,"ojocaliente",445,32,16,6,6,4,4,4,0,0,6,0.692
453,16,32,"zac",5,4,4,4,8,6,"ojocaliente",446,32,16,6,6,4,4,4,0,0,6,0.692
454,16,32,"zac",5,4,4,4,8,6,"ojocaliente",447,32,16,6,6,4,4,4,0,0,6,0.692
455,16,32,"zac",5,4,4,4,8,6,"ojocaliente",448,32,16,6,6,4,4,4,0,0,6,0.692
456,16,32,"zac",5,4,4,4,8,6,"ojocaliente",449,32,16,6,6,4,4,4,0,0,6,0.692
457,16,32,"zac",5,4,4,4,8,6,"ojocaliente",450,32,16,6,6,4,4,4,0,0,6,0.692
458,16,32,"zac",5,4,4,4,8,6,"ojocaliente",451,32,16,6,6,4,4,4,0,0,6,0.692
459,16,32,"zac",5,4,4,4,8,6,"ojocaliente",452,32,16,6,6,4,4,4,0,0,6,0.692
460,17,32,"zac",5,4,4,4,3,4,"guadalupe",453,32,17,13,13,8,5,8,0,0,12,0.349
461,17,32,"zac",5,4,4,4,3,4,"guadalupe",454,32,17,13,13,8,5,8,0,0,12,0.349
462,17,32,"zac",5,4,4,4,3,4,"guadalupe",455,32,17,13,13,8,6,8,0,0,12,0.349
463,17,32,"zac",5,4,4,4,4,4,"guadalupe",456,32,17,13,13,9,6,9,0,0,13,0.376
464,17,32,"zac",5,4,4,4,4,4,"guadalupe",457,32,17,13,13,9,6,9,0,0,13,0.376
465,17,32,"zac",5,4,4,4,4,4,"guadalupe",458,32,17,13,13,9,6,9,0,0,13,0.376
466,17,32,"zac",5,4,4,4,4,4,"guadalupe",459,32,17,13,13,9,6,9,0,0,13,0.376
467,17,32,"zac",5,4,4,4,4,4,"guadalupe",460,32,17,13,13,9,6,9,0,0,13,0.376
468,17,32,"zac",5,4,4,4,4,4,"guadalupe",461,32,17,13,13,9,6,9,0,0,13,0.376
469,17,32,"zac",5,4,4,4,4,4,"guadalupe",462,32,17,13,13,9,6,9,0,0,13,0.376
470,17,32,"zac",5,4,4,4,4,4,"guadalupe",463,32,17,13,13,9,6,9,0,0,13,0.376
471,17,32,"zac",5,4,4,4,3,5,"guadalupe",464,32,17,13,13,8,5,8,0,0,12,0.349
472,17,32,"zac",5,4,4,4,3,5,"guadalupe",465,32,17,13,13,8,5,8,0,0,12,0.349
473,17,32,"zac",5,4,4,4,3,5,"guadalupe",466,32,17,13,13,8,5,8,0,0,12,0.349
474,17,32,"zac",5,4,4,4,3,4,"guadalupe",467,32,17,13,13,8,5,8,0,0,12,0.349
475,17,32,"zac",5,4,4,4,3,5,"guadalupe",468,32,17,13,13,8,5,8,0,0,12,0.349
476,17,32,"zac",5,4,4,4,3,4,"guadalupe",469,32,17,13,13,8,5,8,0,0,12,0.349
477,17,32,"zac",5,4,4,4,3,4,"guadalupe",470,32,17,13,13,8,5,8,0,0,12,0.349
478,17,32,"zac",5,4,4,4,3,4,"guadalupe",471,32,17,13,13,8,6,8,0,0,12,0.349
479,17,32,"zac",5,4,4,4,3,4,"guadalupe",472,32,17,13,13,8,5,8,0,0,12,0.349
480,17,32,"zac",5,4,4,4,3,4,"guadalupe",473,32,17,13,13,8,5,8,0,0,12,0.349
481,17,32,"zac",5,4,4,4,3,4,"guadalupe",474,32,17,13,13,8,5,8,0,0,12,0.349
482,17,32,"zac",5,4,4,4,3,4,"guadalupe",475,32,17,13,13,8,5,8,0,0,12,0.349
483,17,32,"zac",5,4,4,4,3,4,"guadalupe",476,32,17,13,13,8,5,8,0,0,12,0.349
484,17,32,"zac",5,4,4,4,3,5,"guadalupe",477,32,17,13,13,8,5,8,0,0,12,0.349
485,17,32,"zac",5,4,4,4,3,5,"guadalupe",478,32,17,13,13,8,5,8,0,0,12,0.349
486,17,32,"zac",5,4,4,4,3,5,"guadalupe",479,32,17,13,13,8,5,8,0,0,12,0.349
487,17,32,"zac",5,4,4,4,3,5,"guadalupe",480,32,17,13,13,8,5,8,0,0,12,0.349
488,17,32,"zac",5,4,4,4,3,5,"guadalupe",481,32,17,13,13,8,5,8,0,0,12,0.349
489,17,32,"zac",5,4,4,4,3,5,"guadalupe",482,32,17,13,13,8,5,8,0,0,12,0.349
490,17,32,"zac",5,4,4,4,3,5,"guadalupe",483,32,17,13,13,8,5,8,0,0,12,0.349
491,17,32,"zac",5,4,4,4,3,5,"guadalupe",484,32,17,12,12,8,5,8,0,0,12,0.349
492,17,32,"zac",5,4,4,4,3,5,"guadalupe",485,32,17,13,13,8,5,8,0,0,12,0.349
493,17,32,"zac",5,4,4,4,3,5,"guadalupe",486,32,17,12,12,8,5,8,0,0,12,0.349
494,17,32,"zac",5,4,4,4,3,5,"guadalupe",487,32,17,12,12,8,5,8,0,0,12,0.349
495,17,32,"zac",5,4,4,4,3,5,"guadalupe",488,32,17,12,12,8,5,8,0,0,12,0.349
496,17,32,"zac",5,4,4,4,3,5,"guadalupe",489,32,17,12,12,8,5,8,0,0,12,0.349
497,17,32,"zac",5,4,4,4,3,5,"guadalupe",490,32,17,12,12,8,5,8,0,0,12,0.349
498,17,32,"zac",5,4,4,4,3,5,"guadalupe",491,32,17,12,12,8,5,8,0,0,12,0.349
499,17,32,"zac",5,4,4,4,3,5,"guadalupe",492,32,17,13,13,8,5,8,0,0,12,0.349
500,17,32,"zac",5,4,4,4,3,5,"guadalupe",493,32,17,13,13,8,5,8,0,0,12,0.349
501,17,32,"zac",5,4,4,4,3,5,"guadalupe",494,32,17,12,12,8,5,8,0,0,12,0.349
502,17,32,"zac",5,4,4,4,3,5,"guadalupe",495,32,17,12,12,8,5,8,0,0,12,0.349
503,17,32,"zac",5,4,4,4,3,5,"guadalupe",496,32,17,12,12,8,5,8,0,0,12,0.349
504,17,32,"zac",5,4,4,4,3,5,"guadalupe",497,32,17,12,12,8,5,8,0,0,12,0.349
505,17,32,"zac",5,4,4,4,3,5,"guadalupe",498,32,17,12,12,8,5,8,0,0,12,0.349
