"seccion","munn","edon","disloc2016","disloc2010","esc1","esc3","pobtot","SQ","dsi_pob"
1,1,10,3,16,3,3,513,6,0.294968217477686
2,1,10,3,16,3,3,1194,6,0.294968217477686
3,1,10,3,16,3,3,2958,6,0.294968217477686
4,1,10,3,16,3,3,1475,6,0.294968217477686
5,1,10,3,16,3,3,1301,6,0.294968217477686
6,1,10,3,16,3,3,2136,6,0.294968217477686
7,1,10,3,16,3,3,950,6,0.294968217477686
8,1,10,3,16,3,3,928,6,0.294968217477686
9,1,10,3,16,3,3,865,6,0.294968217477686
10,1,10,3,16,3,3,256,6,0.294968217477686
11,1,10,3,16,3,3,119,6,0.294968217477686
12,1,10,3,16,3,3,224,6,0.294968217477686
13,1,10,3,16,3,3,769,6,0.294968217477686
14,1,10,3,16,3,3,593,6,0.294968217477686
15,1,10,3,16,3,3,983,6,0.294968217477686
16,1,10,3,16,3,3,417,6,0.294968217477686
17,1,10,3,16,3,3,222,6,0.294968217477686
19,1,10,3,16,3,3,128,6,0.294968217477686
20,1,10,3,16,3,3,187,6,0.294968217477686
21,1,10,3,16,3,3,216,6,0.294968217477686
22,1,10,3,16,3,3,1292,6,0.294968217477686
23,1,10,3,16,3,3,667,6,0.294968217477686
24,1,10,3,16,3,3,407,6,0.294968217477686
25,1,10,3,16,3,3,780,6,0.294968217477686
26,1,10,3,16,3,3,1469,6,0.294968217477686
27,1,10,3,16,3,3,1260,6,0.294968217477686
28,1,10,3,16,3,3,886,6,0.294968217477686
29,1,10,3,16,3,3,1114,6,0.294968217477686
30,1,10,3,16,3,3,1286,6,0.294968217477686
31,1,10,3,16,3,3,892,6,0.294968217477686
32,1,10,3,16,3,3,492,6,0.294968217477686
33,1,10,3,16,3,3,278,6,0.294968217477686
34,1,10,3,16,3,3,312,6,0.294968217477686
35,1,10,3,16,3,3,404,6,0.294968217477686
36,1,10,3,16,3,3,115,6,0.294968217477686
37,1,10,3,16,3,3,1282,6,0.294968217477686
38,1,10,3,16,3,3,900,6,0.294968217477686
39,1,10,3,16,3,3,397,6,0.294968217477686
40,1,10,3,16,3,3,641,6,0.294968217477686
42,2,10,1,8,2,1,760,7,0.650087135147877
43,2,10,1,8,2,1,53,7,0.650087135147877
44,2,10,1,8,2,1,286,7,0.650087135147877
45,2,10,1,8,2,1,133,7,0.650087135147877
46,2,10,1,8,2,1,166,7,0.650087135147877
47,2,10,1,8,2,1,288,7,0.650087135147877
48,2,10,1,8,2,1,357,7,0.650087135147877
50,2,10,1,8,2,1,371,7,0.650087135147877
51,2,10,1,8,2,1,116,7,0.650087135147877
52,2,10,1,8,2,1,369,7,0.650087135147877
53,2,10,1,8,2,1,393,7,0.650087135147877
54,2,10,1,8,2,1,323,7,0.650087135147877
55,2,10,1,8,2,1,199,7,0.650087135147877
56,2,10,1,8,2,1,345,7,0.650087135147877
57,3,10,4,16,7,4,750,8,0.296593515799541
58,3,10,4,16,7,4,352,8,0.296593515799541
59,3,10,4,16,7,4,185,8,0.296593515799541
