"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc1996","X","edon.y","munn.y","escenario1","escenario2","escenario3","panal_clv1","panal_cnv1","pes_clv1","pes_iee1","pri_clv1","pvem_clv1","morena_clv2","panal_clv2","pan_cnv2","pes_clv2","prd_clv2","prd_cnv2","prd_iee2","pri_clv2","pri_clv2.1","esc1_panalCLV1","esc1_panalCNV1","esc1_pesCLV1","esc1_pesIEE1","esc1_priCLV1","esc1_pvemCLV1","esc2_morCLV2","esc2_panalCLV2","esc2_panCNV2","esc2_pesCLV2","esc2_prdCLV2","esc2_prdCNV2","esc2_prdIEE2","esc2_priCLV2","esc2_priCLV2.1","SQ","dsiSQ_E3"
1155,32,15,"mex",8,25,38,25,3,31,1149,15,32,18,19,17,18,18,19,19,19,19,22,18,44,19,15,16,44,19,17,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,31,0.358
1156,32,15,"mex",8,25,38,25,3,31,1150,15,32,18,19,17,18,18,19,19,19,19,22,18,44,19,15,16,44,19,17,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,31,0.358
1157,32,15,"mex",8,25,38,25,3,31,1151,15,32,18,17,17,18,18,19,19,17,19,22,18,44,19,15,13,44,19,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0.358
1158,32,15,"mex",8,25,38,30,5,31,1152,15,32,18,17,18,18,18,19,19,17,19,22,17,43,19,15,13,44,17,18,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,40,0.208
1159,32,15,"mex",8,25,38,30,5,31,1153,15,32,18,17,18,18,18,19,19,17,19,22,17,43,19,15,13,44,17,18,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,40,0.208
1160,32,15,"mex",8,25,38,25,3,31,1154,15,32,18,17,17,18,18,19,19,17,19,22,18,44,19,15,16,44,19,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0.358
1161,32,15,"mex",8,25,38,25,3,31,1155,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1162,32,15,"mex",8,25,38,25,3,31,1156,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1163,32,15,"mex",8,25,38,25,3,31,1157,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1164,32,15,"mex",8,25,38,25,3,31,1158,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1165,32,15,"mex",8,25,38,25,3,31,1159,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1166,32,15,"mex",8,25,38,25,3,31,1160,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1167,32,15,"mex",8,25,38,25,3,31,1161,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1168,32,15,"mex",8,25,25,25,3,31,1162,15,32,18,19,17,18,18,19,19,19,19,22,18,44,19,15,16,44,19,17,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,31,0.358
1169,32,15,"mex",8,25,25,25,3,31,1163,15,32,18,17,17,18,18,19,19,17,19,22,18,44,19,15,16,44,19,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0.358
1170,32,15,"mex",8,25,25,25,3,31,1164,15,32,18,17,17,18,18,19,19,17,19,22,18,44,19,15,13,44,19,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0.358
1171,32,15,"mex",8,25,38,30,5,31,1165,15,32,18,17,18,18,18,19,19,17,19,22,17,43,19,15,13,44,17,18,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,40,0.208
1172,32,15,"mex",8,25,38,30,5,31,1166,15,32,18,17,18,18,18,19,19,17,19,22,17,43,19,15,15,44,17,18,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,40,0.208
1173,32,15,"mex",8,25,25,30,5,31,1167,15,32,18,17,18,18,18,19,19,17,19,22,17,43,19,15,15,44,17,18,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,40,0.208
1174,32,15,"mex",8,25,25,25,3,31,1168,15,32,18,17,17,18,18,19,19,17,19,22,18,44,19,15,15,44,19,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0.358
1175,32,15,"mex",8,25,25,25,3,31,1169,15,32,18,19,17,18,18,19,19,19,19,23,18,44,19,15,16,44,19,17,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,31,0.358
1176,32,15,"mex",8,25,25,25,3,31,1170,15,32,18,19,17,18,18,19,19,19,19,23,18,44,19,15,16,44,19,17,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,31,0.358
1177,32,15,"mex",8,25,25,25,3,31,1171,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1178,32,15,"mex",8,25,25,25,3,31,1172,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1179,32,15,"mex",8,25,38,25,3,31,1173,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1180,32,15,"mex",8,25,38,25,3,31,1174,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1181,32,15,"mex",8,25,38,25,3,31,1175,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1182,32,15,"mex",8,25,38,25,3,31,1176,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1183,32,15,"mex",8,25,38,25,3,31,1177,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1184,32,15,"mex",8,25,38,25,3,31,1178,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1185,32,15,"mex",8,25,25,25,3,31,1179,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1186,32,15,"mex",8,25,25,25,3,31,1180,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1187,32,15,"mex",8,25,25,25,3,31,1181,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1188,32,15,"mex",8,25,25,25,3,31,1182,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1189,32,15,"mex",8,25,25,25,3,31,1183,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1190,32,15,"mex",8,25,25,25,3,31,1184,15,32,18,19,17,18,18,19,19,19,19,23,18,44,19,11,16,44,19,17,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,31,0.358
1191,32,15,"mex",8,25,25,25,3,31,1185,15,32,18,17,17,18,18,19,19,17,19,22,18,44,19,15,15,44,19,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0.358
1192,32,15,"mex",8,25,25,30,5,31,1186,15,32,18,17,18,18,18,19,19,17,19,22,17,43,19,15,15,44,17,18,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,40,0.208
1193,32,15,"mex",8,25,25,25,3,31,1187,15,32,18,17,17,18,18,19,19,17,19,22,18,44,19,15,15,44,19,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0.358
1194,32,15,"mex",8,25,25,25,3,31,1188,15,32,18,19,17,18,18,19,19,19,19,23,18,44,19,11,16,44,19,17,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,31,0.358
1195,32,15,"mex",8,25,25,25,3,31,1189,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1196,32,15,"mex",8,25,25,25,3,31,1190,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1197,32,15,"mex",8,25,25,25,3,31,1191,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1198,32,15,"mex",8,25,25,25,3,31,1192,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1199,32,15,"mex",8,25,25,25,3,31,1193,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1200,32,15,"mex",8,25,25,25,3,31,1194,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1201,32,15,"mex",8,25,38,25,3,31,1195,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1202,32,15,"mex",8,25,38,25,3,31,1196,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1203,32,15,"mex",8,25,38,25,3,31,1197,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1204,32,15,"mex",8,25,25,25,3,31,1198,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1205,32,15,"mex",8,25,25,25,3,31,1199,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1206,32,15,"mex",8,25,25,25,3,31,1200,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1207,32,15,"mex",8,25,25,25,3,31,1201,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1208,32,15,"mex",8,25,25,25,3,31,1202,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1209,32,15,"mex",8,25,25,25,3,31,1203,15,32,18,17,17,18,18,19,19,17,19,22,18,44,19,15,15,44,19,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0.358
1210,32,15,"mex",8,25,25,30,5,31,1204,15,32,18,17,18,18,18,19,19,17,19,22,17,43,19,15,15,44,17,18,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,40,0.208
1211,32,15,"mex",8,25,25,30,5,31,1205,15,32,18,17,18,18,18,19,19,17,19,22,17,43,19,15,15,44,17,18,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,40,0.208
1212,32,15,"mex",8,25,25,30,5,31,1206,15,32,18,17,18,18,18,19,19,17,19,22,17,43,19,15,15,44,17,18,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,40,0.208
1213,32,15,"mex",8,25,25,25,3,31,1207,15,32,18,17,17,18,18,19,19,17,19,22,18,44,19,15,15,44,19,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0.358
1214,32,15,"mex",8,25,25,25,3,31,1208,15,32,18,19,17,18,18,19,19,19,19,22,18,44,19,15,15,44,19,17,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,31,0.358
1215,32,15,"mex",8,25,25,25,3,31,1209,15,32,18,19,17,18,18,19,19,19,19,22,18,44,19,15,15,44,19,17,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,31,0.358
1216,32,15,"mex",8,25,25,25,3,31,1210,15,32,18,19,17,18,18,19,19,19,19,23,18,44,19,11,16,44,19,17,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,31,0.358
1217,32,15,"mex",8,25,25,25,3,31,1211,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1218,32,15,"mex",8,25,25,25,3,31,1212,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1219,32,15,"mex",8,25,25,25,3,31,1213,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1220,32,15,"mex",8,25,25,25,3,31,1214,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1221,32,15,"mex",8,25,38,25,3,31,1215,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1222,32,15,"mex",8,25,25,25,3,31,1216,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1223,32,15,"mex",8,25,25,25,3,31,1217,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1224,32,15,"mex",8,25,25,25,3,31,1218,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1225,32,15,"mex",8,25,25,25,3,31,1219,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1226,32,15,"mex",8,25,25,25,3,31,1220,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1227,32,15,"mex",8,25,25,25,3,31,1221,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1228,32,15,"mex",8,25,25,25,3,31,1222,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1229,32,15,"mex",8,25,25,25,3,31,1223,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1230,32,15,"mex",8,25,25,25,3,31,1224,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1231,32,15,"mex",8,25,25,25,3,31,1225,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1232,32,15,"mex",8,25,25,25,3,31,1226,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1233,32,15,"mex",8,25,25,25,3,31,1227,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1234,32,15,"mex",8,25,25,25,3,31,1228,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1235,32,15,"mex",8,25,25,25,3,31,1229,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1236,32,15,"mex",8,25,25,30,5,31,1230,15,32,18,17,18,18,18,19,19,17,19,22,17,43,19,15,15,44,17,18,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,40,0.208
1237,32,15,"mex",8,25,25,30,5,31,1231,15,32,18,17,18,18,18,19,19,17,19,22,17,43,19,15,15,44,17,18,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,40,0.208
1238,32,15,"mex",8,25,25,30,5,31,1232,15,32,18,17,18,18,18,19,19,17,19,22,17,43,19,15,15,44,17,18,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,40,0.208
1239,32,15,"mex",8,25,25,25,3,31,1233,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1240,32,15,"mex",8,25,25,39,31,31,1234,15,32,19,19,19,19,19,18,18,19,18,23,19,42,18,11,16,45,18,19,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,31,0.445
1241,32,15,"mex",8,25,25,39,31,31,1235,15,32,19,19,19,19,19,18,18,19,18,23,19,42,18,11,16,45,18,19,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,31,0.445
1242,32,15,"mex",8,25,25,39,31,31,1236,15,32,19,19,19,19,19,18,18,19,18,23,19,42,18,11,16,45,18,19,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,31,0.445
1243,32,15,"mex",8,25,25,39,31,31,1237,15,32,19,19,19,19,19,18,18,19,18,23,19,42,18,11,16,45,18,19,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,31,0.445
1244,32,15,"mex",8,25,25,39,31,31,1238,15,32,19,19,19,19,19,18,18,19,18,23,19,42,18,11,16,45,18,19,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,31,0.445
1245,32,15,"mex",8,25,25,39,31,31,1239,15,32,19,19,19,19,19,18,18,19,18,23,19,42,18,11,16,45,18,19,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,31,0.445
1246,32,15,"mex",8,25,25,39,31,31,1240,15,32,19,19,19,19,19,18,18,18,18,23,19,42,18,11,16,45,18,19,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,31,0.445
1247,32,15,"mex",8,25,25,39,31,31,1241,15,32,19,19,19,19,19,18,18,19,18,23,19,42,18,11,16,45,18,19,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,31,0.445
1248,32,15,"mex",8,25,25,39,31,31,1242,15,32,19,19,19,19,19,18,18,19,18,23,19,42,18,11,16,45,18,19,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,31,0.445
1249,32,15,"mex",8,25,25,39,31,31,1243,15,32,19,19,19,19,19,18,18,19,18,23,19,42,18,11,16,45,18,19,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,31,0.445
1250,32,15,"mex",8,25,25,39,31,31,1244,15,32,19,18,19,19,19,18,18,19,18,23,19,42,18,11,16,45,18,19,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,31,0.445
1251,32,15,"mex",8,25,25,39,31,31,1245,15,32,19,18,19,19,19,18,18,18,18,23,19,42,18,11,16,45,18,19,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,31,0.445
1252,32,15,"mex",8,25,25,39,31,31,1246,15,32,19,19,19,19,19,18,18,18,18,23,19,42,18,11,16,45,18,19,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,31,0.445
1253,60,15,"mex",8,25,31,31,41,31,1247,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,22,21,21,21,21,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,41,0.608
1254,60,15,"mex",8,25,31,31,41,31,1248,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,22,21,21,21,21,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,41,0.608
1255,32,15,"mex",8,25,25,39,31,31,1249,15,32,19,18,19,19,19,18,18,18,18,23,19,42,18,11,16,45,18,19,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,31,0.445
1256,32,15,"mex",8,25,25,39,31,31,1250,15,32,19,18,19,19,19,18,18,18,18,23,19,42,18,11,16,45,18,19,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,31,0.445
1257,32,15,"mex",8,25,25,39,31,31,1251,15,32,19,18,19,19,19,18,18,18,18,23,19,42,18,11,16,45,18,19,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,31,0.445
1258,60,15,"mex",8,25,31,31,41,31,1252,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,22,19,21,21,21,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,41,0.608
1259,60,15,"mex",8,25,31,31,41,31,1253,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,22,19,21,21,21,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,41,0.608
1260,60,15,"mex",8,25,31,31,41,31,1254,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,22,19,21,21,21,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,41,0.608
1261,60,15,"mex",8,25,31,31,41,31,1255,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,22,19,18,21,21,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,41,0.608
1262,60,15,"mex",8,25,31,31,41,31,1256,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,22,19,18,21,21,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,41,0.608
1263,60,15,"mex",8,25,31,31,41,31,1257,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,22,19,21,21,21,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,41,0.608
1264,60,15,"mex",8,25,31,31,41,31,1258,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,22,19,21,21,21,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,41,0.608
1265,60,15,"mex",8,25,31,31,41,31,1259,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,22,19,21,21,21,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,41,0.608
1266,32,15,"mex",8,25,25,39,31,31,1260,15,32,19,18,19,19,19,18,18,18,18,23,19,42,18,11,16,45,18,19,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,31,0.445
1267,32,15,"mex",8,25,25,25,3,31,1261,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1268,32,15,"mex",8,25,25,25,3,31,1262,15,32,18,19,17,18,18,19,19,19,19,22,18,44,19,11,15,44,19,17,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,31,0.358
1270,32,15,"mex",8,25,25,39,31,31,1263,15,32,19,18,19,19,19,18,18,19,18,23,19,42,18,11,16,45,18,19,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,31,0.445
1271,32,15,"mex",8,25,38,25,3,31,1264,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1272,32,15,"mex",8,25,38,25,3,31,1265,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1273,32,15,"mex",8,25,38,25,3,31,1266,15,32,18,19,17,18,18,19,19,19,19,22,18,44,19,15,16,44,19,17,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,31,0.358
1274,32,15,"mex",8,25,38,30,5,31,1267,15,32,18,17,18,18,18,19,19,17,19,22,17,43,19,15,13,44,17,18,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,40,0.208
1275,32,15,"mex",8,25,38,30,5,31,1268,15,32,18,17,18,18,18,19,19,17,19,22,17,43,19,15,13,44,17,18,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,40,0.208
1276,32,15,"mex",8,25,38,30,5,31,1269,15,32,18,17,18,18,18,19,19,17,19,22,17,43,19,15,13,44,17,18,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,40,0.208
1278,32,15,"mex",8,25,25,25,3,31,1270,15,32,18,19,17,18,18,19,19,19,19,22,18,44,19,11,15,44,19,17,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,31,0.358
1279,32,15,"mex",8,25,25,25,3,31,1271,15,32,18,19,17,18,18,19,19,19,19,22,18,44,19,11,15,44,19,17,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,31,0.358
1280,32,15,"mex",8,25,25,25,3,31,1272,15,32,18,19,17,18,18,19,19,19,19,23,18,44,19,11,16,44,19,17,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,31,0.358
1281,32,15,"mex",8,25,25,25,3,31,1273,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1282,32,15,"mex",8,25,25,25,3,31,1274,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1283,32,15,"mex",8,25,25,25,3,31,1275,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1284,32,15,"mex",8,25,25,25,3,31,1276,15,32,19,19,17,19,19,18,18,19,18,23,18,44,18,11,16,45,19,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0.358
1285,32,15,"mex",8,25,25,39,31,31,1277,15,32,19,19,19,19,19,18,18,19,18,23,19,42,18,11,16,45,18,19,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,31,0.445
1286,33,15,"mex",2,23,23,9,10,11,1278,15,33,8,5,10,1,8,2,2,5,8,6,5,4,2,5,5,5,5,10,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,10,0.46
1287,33,15,"mex",2,23,23,9,10,11,1279,15,33,8,5,10,1,8,2,2,5,8,6,5,4,2,5,5,5,5,10,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,10,0.46
1288,33,15,"mex",2,23,23,9,10,11,1280,15,33,8,5,10,1,8,2,2,5,8,6,5,4,2,5,5,5,5,10,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,10,0.46
1289,33,15,"mex",2,23,23,9,10,11,1281,15,33,8,5,10,1,8,2,2,5,8,6,5,4,2,5,5,5,5,10,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,10,0.46
