"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc1996","X","edon.y","munn.y","escenario1","escenario2","escenario3","panal_clv1","panal_cnv1","pes_clv1","pes_iee1","pri_clv1","pvem_clv1","morena_clv2","panal_clv2","pan_cnv2","pes_clv2","prd_clv2","prd_cnv2","prd_iee2","pri_clv2","pri_clv2.1","esc1_panalCLV1","esc1_panalCNV1","esc1_pesCLV1","esc1_pesIEE1","esc1_priCLV1","esc1_pvemCLV1","esc2_morCLV2","esc2_panalCLV2","esc2_panCNV2","esc2_pesCLV2","esc2_prdCLV2","esc2_prdCNV2","esc2_prdIEE2","esc2_priCLV2","esc2_priCLV2.1","SQ","dsiSQ_E3"
2964,58,15,"mex",20,24,24,22,32,29,2939,15,58,44,43,41,39,44,44,44,43,41,35,41,37,44,43,41,41,43,41,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,30,0.495
2965,58,15,"mex",20,24,24,22,32,29,2940,15,58,44,43,41,39,44,44,44,43,41,35,41,37,44,43,41,41,43,41,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,30,0.495
2966,58,15,"mex",20,24,24,22,32,29,2941,15,58,44,43,41,39,44,44,44,43,41,35,41,37,44,43,41,41,43,41,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,30,0.495
2967,58,15,"mex",20,24,24,22,32,29,2942,15,58,44,43,41,39,44,44,44,43,41,35,41,37,44,43,41,41,43,41,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,30,0.495
2968,58,15,"mex",20,24,24,22,32,29,2943,15,58,44,43,41,39,44,44,44,43,41,35,41,37,44,43,41,41,43,41,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,30,0.495
2969,58,15,"mex",20,24,24,24,32,29,2944,15,58,44,43,41,39,44,44,44,43,41,35,41,37,44,43,41,41,43,41,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,30,0.495
2970,58,15,"mex",20,24,24,24,32,29,2945,15,58,44,43,41,39,44,44,44,43,41,35,41,37,44,43,41,41,43,41,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,30,0.495
2971,58,15,"mex",20,24,24,24,30,29,2946,15,58,41,44,39,42,41,44,44,44,43,34,40,37,44,42,40,42,44,39,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,29,0.551
2972,58,15,"mex",20,24,24,24,30,29,2947,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
2973,58,15,"mex",20,24,24,24,30,29,2948,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
2974,58,15,"mex",20,24,24,24,30,29,2949,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
2975,58,15,"mex",20,24,24,24,30,29,2950,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
2976,58,15,"mex",20,24,24,24,30,29,2951,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
2977,58,15,"mex",20,24,24,24,30,29,2952,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
2978,58,15,"mex",20,24,24,24,30,29,2953,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
2979,58,15,"mex",20,24,24,24,30,29,2954,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
2980,58,15,"mex",20,24,22,24,30,29,2955,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
2981,58,15,"mex",20,24,22,24,30,29,2956,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
2982,58,15,"mex",20,24,22,24,30,29,2957,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
2983,58,15,"mex",20,24,22,24,30,29,2958,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
2984,58,15,"mex",20,24,22,24,30,29,2959,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
2985,58,15,"mex",20,24,22,24,30,29,2960,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
2986,58,15,"mex",20,24,22,24,30,29,2961,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
2987,58,15,"mex",20,24,22,24,30,29,2962,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
2988,58,15,"mex",20,24,22,24,30,29,2963,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
2989,58,15,"mex",20,24,24,24,30,29,2964,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
2990,58,15,"mex",20,24,24,24,30,29,2965,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
2991,58,15,"mex",20,24,24,24,30,29,2966,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
2992,58,15,"mex",20,24,24,24,30,29,2967,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
2993,58,15,"mex",20,24,24,24,30,29,2968,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
2994,58,15,"mex",20,24,24,24,30,29,2969,15,58,41,44,39,42,41,41,41,44,43,34,40,37,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
2995,58,15,"mex",20,24,24,22,32,29,2970,15,58,44,43,41,39,44,44,44,43,41,35,41,37,44,43,41,41,43,41,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,30,0.495
2996,58,15,"mex",20,24,24,22,32,29,2971,15,58,44,43,41,39,44,44,44,43,41,35,41,37,44,43,41,41,43,41,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,30,0.495
2997,58,15,"mex",20,24,24,22,32,29,2972,15,58,44,43,41,39,44,44,44,43,41,35,41,37,44,43,41,41,43,41,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,30,0.495
2998,58,15,"mex",20,24,24,22,32,29,2973,15,58,44,43,41,39,44,44,44,43,41,35,41,37,44,43,41,41,43,41,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,30,0.495
2999,58,15,"mex",20,24,24,22,32,29,2974,15,58,44,43,41,39,44,44,44,43,41,35,41,37,44,43,41,41,43,41,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,30,0.495
3000,58,15,"mex",20,21,21,22,32,30,2975,15,58,44,43,41,39,44,44,44,43,41,35,41,37,44,43,41,41,43,41,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,30,0.495
3001,58,15,"mex",20,21,21,22,32,29,2976,15,58,44,43,41,39,44,44,44,43,41,35,41,37,44,43,41,41,43,41,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,30,0.495
3002,58,15,"mex",20,21,21,22,32,29,2977,15,58,44,43,41,39,44,44,44,43,41,35,41,37,44,43,41,41,43,41,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,30,0.495
3003,58,15,"mex",20,21,21,22,32,30,2978,15,58,44,43,41,39,44,44,44,43,41,35,41,37,44,43,41,41,43,41,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,30,0.495
3004,58,15,"mex",20,24,24,22,32,29,2979,15,58,44,43,41,39,44,44,44,43,41,35,41,37,44,43,41,41,43,41,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,30,0.495
3005,58,15,"mex",20,24,24,22,32,29,2980,15,58,44,43,41,39,44,44,44,43,41,35,41,37,44,43,41,41,43,41,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,30,0.495
3006,58,15,"mex",20,24,24,22,32,29,2981,15,58,44,43,41,39,44,44,44,43,41,35,41,37,44,43,41,41,43,41,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,30,0.495
3007,58,15,"mex",20,24,24,22,32,29,2982,15,58,44,43,41,39,44,44,44,43,41,35,41,37,44,43,41,41,43,41,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,30,0.495
3008,58,15,"mex",20,24,24,22,32,29,2983,15,58,44,43,41,39,44,44,44,43,41,35,41,37,44,43,41,41,43,41,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,30,0.495
3009,58,15,"mex",20,24,24,22,32,29,2984,15,58,44,43,41,39,44,44,44,43,41,35,41,37,44,43,41,41,43,41,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,30,0.495
3010,58,15,"mex",20,24,24,22,32,29,2985,15,58,44,43,41,39,44,44,44,43,41,35,41,37,44,43,41,41,43,41,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,30,0.495
3011,58,15,"mex",20,24,24,24,30,29,2986,15,58,41,44,39,42,41,41,41,44,43,34,40,37,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
3012,58,15,"mex",20,24,24,24,30,29,2987,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
3013,58,15,"mex",20,24,24,24,30,29,2988,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
3014,58,15,"mex",20,24,22,24,30,29,2989,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
3015,58,15,"mex",20,24,22,24,30,29,2990,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
3016,58,15,"mex",20,24,22,24,30,29,2991,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
3017,58,15,"mex",20,24,22,24,30,29,2992,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
3018,58,15,"mex",20,24,22,24,30,29,2993,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
3019,58,15,"mex",20,24,22,24,30,29,2994,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
3020,58,15,"mex",20,24,22,24,30,29,2995,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
3021,58,15,"mex",20,24,22,24,30,29,2996,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
3022,58,15,"mex",20,24,22,24,30,29,2997,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
3023,58,15,"mex",20,24,22,24,30,29,2998,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
3024,58,15,"mex",20,24,22,24,30,29,2999,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
3025,58,15,"mex",20,24,24,24,30,29,3000,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
3026,58,15,"mex",20,24,22,24,30,29,3001,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
3027,58,15,"mex",20,24,22,24,30,29,3002,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
3028,58,15,"mex",20,24,24,24,30,29,3003,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
3029,58,15,"mex",20,24,24,24,30,29,3004,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
3030,58,15,"mex",20,22,24,24,30,29,3005,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
3031,58,15,"mex",20,22,24,24,30,29,3006,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
3032,58,15,"mex",20,24,22,24,30,29,3007,15,58,41,44,39,42,41,41,41,44,43,34,40,38,41,42,40,42,44,39,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0.551
3033,58,15,"mex",20,21,21,22,32,29,3008,15,58,44,43,41,39,44,44,44,43,41,35,41,37,44,43,41,41,43,41,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,30,0.495
3034,58,15,"mex",20,21,21,22,32,30,3009,15,58,44,43,41,39,44,44,44,43,41,35,41,37,44,43,41,41,43,41,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,30,0.495
3035,58,15,"mex",20,21,21,22,32,30,3010,15,58,44,43,41,39,44,44,44,43,41,35,41,37,44,43,41,41,43,41,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,30,0.495
3036,59,15,"mex",21,2,37,2,12,20,3011,15,59,34,37,31,35,34,34,34,37,37,9,33,31,34,36,34,34,36,31,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,19,0.256
3037,59,15,"mex",21,2,37,2,12,20,3012,15,59,34,37,31,35,34,34,34,37,37,9,33,31,34,36,34,34,36,31,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,19,0.256
3038,59,15,"mex",21,2,37,2,12,20,3013,15,59,34,37,31,35,34,34,34,37,37,9,33,31,34,36,34,34,36,31,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,19,0.256
3039,59,15,"mex",21,2,37,2,12,20,3014,15,59,34,37,31,35,34,34,34,37,37,9,33,31,34,36,34,34,36,31,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,19,0.256
3040,59,15,"mex",21,2,37,2,12,20,3015,15,59,34,37,31,35,34,34,34,37,37,9,33,31,34,36,34,34,36,31,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,19,0.256
3041,59,15,"mex",21,2,37,2,12,20,3016,15,59,34,37,31,35,34,34,34,37,37,9,33,31,34,36,34,34,36,31,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,19,0.256
3042,59,15,"mex",21,2,37,2,12,20,3017,15,59,34,37,31,35,34,34,34,37,37,9,33,31,34,36,34,34,36,31,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,19,0.256
3043,59,15,"mex",21,2,37,2,12,20,3018,15,59,34,37,31,35,34,34,34,37,37,9,33,31,34,36,34,34,36,31,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,19,0.256
3044,59,15,"mex",21,2,37,2,12,20,3019,15,59,34,37,31,35,34,34,34,37,37,9,33,31,34,36,34,34,36,31,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,19,0.256
3045,59,15,"mex",21,2,37,2,12,20,3020,15,59,34,37,31,35,34,34,34,37,37,9,33,31,34,36,34,34,36,31,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,19,0.256
3046,60,15,"mex",9,28,30,29,25,25,3021,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,19,20,20,20,20,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,25,0.323
3047,60,15,"mex",9,28,30,29,25,25,3022,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,19,20,20,20,20,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,25,0.323
3048,60,15,"mex",9,28,30,29,25,25,3023,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,19,20,20,20,20,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,25,0.323
3049,60,15,"mex",9,28,30,29,25,25,3024,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,19,20,18,20,20,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,25,0.323
3050,60,15,"mex",9,28,30,29,25,25,3025,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,19,20,18,20,20,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,25,0.323
3051,60,15,"mex",9,28,30,29,25,25,3026,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,19,21,18,20,20,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,25,0.323
3052,60,15,"mex",9,30,30,29,25,25,3027,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,19,21,18,20,20,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,25,0.323
3053,60,15,"mex",9,30,30,31,41,32,3028,15,60,20,21,21,20,20,22,22,21,23,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,41,0.608
3054,60,15,"mex",9,30,31,31,41,32,3029,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,41,0.608
3055,60,15,"mex",9,30,31,31,41,32,3030,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,41,0.608
3056,60,15,"mex",9,30,31,31,41,32,3031,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,41,0.608
3057,60,15,"mex",9,30,31,31,41,32,3032,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,41,0.608
3058,60,15,"mex",9,30,31,31,41,32,3033,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,41,0.608
3059,60,15,"mex",9,30,30,31,41,32,3034,15,60,20,21,21,20,20,22,22,21,23,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,41,0.608
3060,60,15,"mex",9,30,30,31,41,32,3035,15,60,20,21,21,20,20,22,22,21,23,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,41,0.608
3061,60,15,"mex",9,28,30,29,25,25,3036,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,19,20,18,20,20,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,25,0.323
3062,60,15,"mex",9,28,30,29,25,25,3037,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,19,21,18,20,20,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,25,0.323
3063,60,15,"mex",9,30,30,29,25,25,3038,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,19,21,18,20,20,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,25,0.323
3064,60,15,"mex",9,30,30,31,41,32,3039,15,60,20,21,21,20,20,22,22,21,23,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,41,0.608
3065,60,15,"mex",9,30,30,31,41,32,3040,15,60,20,21,21,20,20,22,22,21,23,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,41,0.608
3066,60,15,"mex",9,30,31,31,41,32,3041,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,41,0.608
3067,60,15,"mex",9,30,31,31,41,32,3042,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,41,0.608
3068,60,15,"mex",9,31,31,31,41,32,3043,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,41,0.608
3069,60,15,"mex",9,31,31,31,41,32,3044,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,41,0.608
3070,60,15,"mex",9,31,31,31,41,32,3045,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,41,0.608
3071,60,15,"mex",9,30,31,31,41,32,3046,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,41,0.608
3072,60,15,"mex",9,30,31,31,41,32,3047,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,41,0.608
3073,60,15,"mex",9,30,30,31,41,32,3048,15,60,20,21,21,20,20,22,22,21,23,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,41,0.608
3074,60,15,"mex",9,30,30,29,25,25,3049,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,19,21,18,20,20,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,25,0.323
3075,60,15,"mex",9,28,30,29,25,25,3050,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,19,21,18,20,20,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,25,0.323
3076,60,15,"mex",9,28,30,29,25,25,3051,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,19,20,18,20,20,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,25,0.323
3077,60,15,"mex",9,28,30,29,25,25,3052,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,19,20,18,20,20,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,25,0.323
3078,60,15,"mex",9,28,30,29,25,25,3053,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,19,20,20,20,20,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,25,0.323
3079,60,15,"mex",9,28,30,29,25,25,3054,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,19,20,20,20,20,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,25,0.323
3080,60,15,"mex",9,28,30,29,25,25,3055,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,19,20,20,20,20,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,25,0.323
3081,60,15,"mex",9,28,30,29,25,25,3056,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,19,20,20,20,20,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,25,0.323
3082,60,15,"mex",9,28,30,29,25,25,3057,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,19,20,20,20,20,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,25,0.323
3083,60,15,"mex",9,28,30,29,25,25,3058,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,19,20,20,20,20,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,25,0.323
3084,60,15,"mex",9,28,30,29,25,25,3059,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,19,20,20,20,20,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,25,0.323
3085,60,15,"mex",9,28,30,29,25,25,3060,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,19,20,20,20,20,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,25,0.323
3086,60,15,"mex",9,28,30,29,25,25,3061,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,19,20,18,20,20,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,25,0.323
3087,60,15,"mex",9,28,30,29,25,25,3062,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,19,21,18,20,20,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,25,0.323
3088,60,15,"mex",9,30,30,29,25,25,3063,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,19,21,18,20,20,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,25,0.323
3089,60,15,"mex",9,30,30,31,41,32,3064,15,60,20,21,21,20,20,22,22,21,23,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,41,0.608
3090,60,15,"mex",9,30,30,31,41,32,3065,15,60,20,21,21,20,20,22,22,21,23,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,41,0.608
3091,60,15,"mex",9,30,31,31,41,32,3066,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,41,0.608
3092,60,15,"mex",9,30,31,31,41,32,3067,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,41,0.608
3093,60,15,"mex",9,31,31,31,41,32,3068,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,41,0.608
3094,60,15,"mex",9,30,31,31,41,32,3069,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,41,0.608
3095,60,15,"mex",9,31,31,31,41,32,3070,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,41,0.608
3096,60,15,"mex",9,31,31,31,41,41,3071,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,41,0.608
