"seccion","munn","edo","edon","disloc2018","disloc2012","pobtot","esc1","esc3","SQ","dsi_pob"
1,1,"gua",11,18,13,1916,4,1,18,0.455167660106824
2,1,"gua",11,18,13,2194,4,1,18,0.455167660106824
3,1,"gua",11,18,13,1314,4,1,18,0.455167660106824
4,1,"gua",11,18,13,1332,4,1,18,0.455167660106824
5,1,"gua",11,18,13,1214,4,1,18,0.455167660106824
6,1,"gua",11,18,13,3979,4,1,18,0.455167660106824
7,1,"gua",11,18,13,1981,4,1,18,0.455167660106824
8,1,"gua",11,18,13,1773,4,1,18,0.455167660106824
9,1,"gua",11,18,13,3043,4,1,18,0.455167660106824
10,1,"gua",11,18,13,2368,4,1,18,0.455167660106824
11,1,"gua",11,18,13,4542,4,1,18,0.455167660106824
12,1,"gua",11,18,13,1505,4,1,18,0.455167660106824
13,1,"gua",11,18,13,924,4,1,18,0.455167660106824
14,1,"gua",11,18,13,617,4,1,18,0.455167660106824
15,1,"gua",11,18,13,1070,4,1,18,0.455167660106824
16,1,"gua",11,18,13,2232,4,1,18,0.455167660106824
17,1,"gua",11,18,13,1750,4,1,18,0.455167660106824
18,1,"gua",11,18,13,1194,4,1,18,0.455167660106824
19,1,"gua",11,18,13,1350,4,1,18,0.455167660106824
20,1,"gua",11,18,13,2609,4,1,18,0.455167660106824
21,1,"gua",11,18,13,2359,4,1,18,0.455167660106824
22,1,"gua",11,18,13,2772,4,1,18,0.455167660106824
23,1,"gua",11,18,13,813,4,1,18,0.455167660106824
24,1,"gua",11,18,13,1960,4,1,18,0.455167660106824
25,1,"gua",11,18,13,1059,4,1,18,0.455167660106824
26,1,"gua",11,18,13,2082,4,1,18,0.455167660106824
27,1,"gua",11,18,13,2008,4,1,18,0.455167660106824
28,1,"gua",11,18,13,493,4,1,18,0.455167660106824
29,1,"gua",11,18,13,1219,4,1,18,0.455167660106824
30,1,"gua",11,18,13,1105,4,1,18,0.455167660106824
31,1,"gua",11,18,13,1890,4,1,18,0.455167660106824
32,1,"gua",11,18,13,1840,4,1,18,0.455167660106824
33,1,"gua",11,18,13,1542,4,1,18,0.455167660106824
34,1,"gua",11,18,13,2028,4,1,18,0.455167660106824
35,1,"gua",11,18,13,1457,4,1,18,0.455167660106824
36,1,"gua",11,18,13,805,4,1,18,0.455167660106824
37,1,"gua",11,18,13,1307,4,1,18,0.455167660106824
38,1,"gua",11,18,13,3118,4,1,18,0.455167660106824
39,1,"gua",11,18,13,2056,4,1,18,0.455167660106824
40,1,"gua",11,18,13,1653,4,1,18,0.455167660106824
41,1,"gua",11,18,13,1375,4,1,18,0.455167660106824
42,1,"gua",11,18,13,1738,4,1,18,0.455167660106824
43,1,"gua",11,18,13,539,4,1,18,0.455167660106824
44,1,"gua",11,18,13,974,4,1,18,0.455167660106824
45,1,"gua",11,18,13,392,4,1,18,0.455167660106824
46,1,"gua",11,18,13,1223,4,1,18,0.455167660106824
47,1,"gua",11,18,13,1651,4,1,18,0.455167660106824
48,1,"gua",11,18,13,1215,4,1,18,0.455167660106824
49,1,"gua",11,18,13,792,4,1,18,0.455167660106824
50,1,"gua",11,18,13,2096,4,1,18,0.455167660106824
51,2,"gua",11,22,22,4518,8,2,22,0.740078050514681
52,2,"gua",11,22,22,714,8,2,22,0.740078050514681
53,2,"gua",11,22,22,819,8,2,22,0.740078050514681
54,2,"gua",11,22,22,822,8,2,22,0.740078050514681
55,2,"gua",11,22,22,753,8,2,22,0.740078050514681
56,2,"gua",11,22,22,1739,8,2,22,0.740078050514681
57,2,"gua",11,22,22,1389,8,2,22,0.740078050514681
58,2,"gua",11,22,22,1894,8,2,22,0.740078050514681
59,2,"gua",11,22,22,1241,8,2,22,0.740078050514681
60,2,"gua",11,22,22,926,8,2,22,0.740078050514681
61,2,"gua",11,22,22,1041,8,2,22,0.740078050514681
62,2,"gua",11,22,22,1249,8,2,22,0.740078050514681
63,2,"gua",11,22,22,612,8,2,22,0.740078050514681
64,2,"gua",11,22,22,953,8,2,22,0.740078050514681
65,2,"gua",11,22,22,1629,8,2,22,0.740078050514681
66,2,"gua",11,22,22,743,8,2,22,0.740078050514681
67,2,"gua",11,22,22,2909,8,2,22,0.740078050514681
68,2,"gua",11,22,22,901,8,2,22,0.740078050514681
69,2,"gua",11,22,22,706,8,2,22,0.740078050514681
70,2,"gua",11,22,22,1267,8,2,22,0.740078050514681
71,2,"gua",11,22,22,1674,8,2,22,0.740078050514681
72,2,"gua",11,22,22,1278,8,2,22,0.740078050514681
73,2,"gua",11,22,22,869,8,2,22,0.740078050514681
74,2,"gua",11,22,22,2090,8,2,22,0.740078050514681
75,2,"gua",11,22,22,827,8,2,22,0.740078050514681
76,2,"gua",11,22,22,900,8,2,22,0.740078050514681
77,2,"gua",11,22,22,1633,8,2,22,0.740078050514681
78,2,"gua",11,22,22,1865,8,2,22,0.740078050514681
79,2,"gua",11,22,22,1905,8,2,22,0.740078050514681
80,2,"gua",11,22,22,1587,8,2,22,0.740078050514681
81,2,"gua",11,22,22,3778,8,2,22,0.740078050514681
82,2,"gua",11,22,22,1196,8,2,22,0.740078050514681
83,2,"gua",11,22,22,1621,8,2,22,0.740078050514681
84,2,"gua",11,22,22,1834,8,2,22,0.740078050514681
85,2,"gua",11,22,22,1836,8,2,22,0.740078050514681
86,2,"gua",11,22,22,4884,8,2,22,0.740078050514681
87,2,"gua",11,22,22,254,8,2,22,0.740078050514681
88,2,"gua",11,22,22,214,8,2,22,0.740078050514681
89,2,"gua",11,22,22,827,8,2,22,0.740078050514681
90,2,"gua",11,22,22,366,8,2,22,0.740078050514681
91,2,"gua",11,22,22,814,8,2,22,0.740078050514681
92,2,"gua",11,22,22,426,8,2,22,0.740078050514681
93,2,"gua",11,22,22,959,8,2,22,0.740078050514681
94,2,"gua",11,22,22,778,8,2,22,0.740078050514681
95,2,"gua",11,22,22,863,8,2,22,0.740078050514681
96,2,"gua",11,22,22,933,8,2,22,0.740078050514681
97,2,"gua",11,22,22,1038,8,2,22,0.740078050514681
98,2,"gua",11,22,22,363,8,2,22,0.740078050514681
99,2,"gua",11,22,22,958,8,2,22,0.740078050514681
100,2,"gua",11,22,22,848,8,2,22,0.740078050514681
101,2,"gua",11,22,22,858,8,2,22,0.740078050514681
102,2,"gua",11,22,22,838,8,2,22,0.740078050514681
103,2,"gua",11,22,22,1079,8,2,22,0.740078050514681
104,2,"gua",11,22,22,1042,8,2,22,0.740078050514681
105,2,"gua",11,22,22,471,8,2,22,0.740078050514681
106,2,"gua",11,22,22,1063,8,2,22,0.740078050514681
107,2,"gua",11,22,22,764,8,2,22,0.740078050514681
108,2,"gua",11,22,22,734,8,2,22,0.740078050514681
109,2,"gua",11,22,22,1257,8,2,22,0.740078050514681
110,2,"gua",11,22,22,490,8,2,22,0.740078050514681
111,2,"gua",11,22,22,1011,8,2,22,0.740078050514681
112,2,"gua",11,22,22,811,8,2,22,0.740078050514681
113,2,"gua",11,22,22,776,8,2,22,0.740078050514681
114,2,"gua",11,22,22,1842,8,2,22,0.740078050514681
115,2,"gua",11,22,22,1638,8,2,22,0.740078050514681
116,2,"gua",11,22,22,1142,8,2,22,0.740078050514681
117,2,"gua",11,22,22,729,8,2,22,0.740078050514681
118,2,"gua",11,22,22,1265,8,2,22,0.740078050514681
119,2,"gua",11,22,22,914,8,2,22,0.740078050514681
120,2,"gua",11,22,22,716,8,2,22,0.740078050514681
121,2,"gua",11,22,22,1663,8,2,22,0.740078050514681
122,2,"gua",11,22,22,934,8,2,22,0.740078050514681
123,2,"gua",11,22,22,1920,8,2,22,0.740078050514681
124,2,"gua",11,22,22,423,8,2,22,0.740078050514681
125,2,"gua",11,22,22,506,8,2,22,0.740078050514681
126,2,"gua",11,22,22,1044,8,2,22,0.740078050514681
127,2,"gua",11,22,22,488,8,2,22,0.740078050514681
128,2,"gua",11,22,22,1369,8,2,22,0.740078050514681
129,2,"gua",11,22,22,776,8,2,22,0.740078050514681
130,2,"gua",11,22,22,708,8,2,22,0.740078050514681
131,2,"gua",11,22,22,1568,8,2,22,0.740078050514681
132,2,"gua",11,22,22,1237,8,2,22,0.740078050514681
133,2,"gua",11,22,22,651,8,2,22,0.740078050514681
134,2,"gua",11,22,22,720,8,2,22,0.740078050514681
135,2,"gua",11,22,22,796,8,2,22,0.740078050514681
136,2,"gua",11,22,22,3899,8,2,22,0.740078050514681
137,2,"gua",11,22,22,913,8,2,22,0.740078050514681
138,2,"gua",11,22,22,1182,8,2,22,0.740078050514681
139,2,"gua",11,22,22,893,8,2,22,0.740078050514681
140,2,"gua",11,22,22,1725,8,2,22,0.740078050514681
141,3,"gua",11,9,9,6511,6,3,9,0.482179835533797
142,3,"gua",11,9,9,2540,6,3,9,0.482179835533797
143,3,"gua",11,9,9,1579,6,3,9,0.482179835533797
144,3,"gua",11,9,9,1314,6,3,9,0.482179835533797
145,3,"gua",11,9,9,8141,6,3,9,0.482179835533797
146,3,"gua",11,9,9,2592,6,3,9,0.482179835533797
147,3,"gua",11,9,9,1183,6,3,9,0.482179835533797
148,3,"gua",11,9,9,1026,6,3,9,0.482179835533797
149,3,"gua",11,9,9,779,6,3,9,0.482179835533797
150,3,"gua",11,9,9,1104,6,3,9,0.482179835533797
151,3,"gua",11,9,9,535,6,3,9,0.482179835533797
152,3,"gua",11,9,9,1033,6,3,9,0.482179835533797
153,3,"gua",11,9,9,1089,6,3,9,0.482179835533797
154,3,"gua",11,9,9,1162,6,3,9,0.482179835533797
155,3,"gua",11,9,9,2641,6,3,9,0.482179835533797
156,3,"gua",11,9,9,3850,6,3,9,0.482179835533797
157,3,"gua",11,9,9,4553,6,3,9,0.482179835533797
158,3,"gua",11,9,9,2782,6,3,9,0.482179835533797
159,3,"gua",11,9,9,1414,6,3,9,0.482179835533797
160,3,"gua",11,9,9,671,6,3,9,0.482179835533797
161,3,"gua",11,9,9,718,6,3,9,0.482179835533797
162,3,"gua",11,9,9,288,6,3,9,0.482179835533797
163,3,"gua",11,9,9,753,6,3,9,0.482179835533797
164,3,"gua",11,9,9,5424,6,3,9,0.482179835533797
165,3,"gua",11,9,9,2315,6,3,9,0.482179835533797
166,3,"gua",11,9,9,393,6,3,9,0.482179835533797
167,3,"gua",11,9,9,496,6,3,9,0.482179835533797
168,3,"gua",11,9,9,1550,6,3,9,0.482179835533797
169,3,"gua",11,9,9,1691,6,3,9,0.482179835533797
170,3,"gua",11,9,9,727,6,3,9,0.482179835533797
171,3,"gua",11,9,9,1831,6,3,9,0.482179835533797
172,3,"gua",11,9,9,1141,6,3,9,0.482179835533797
173,3,"gua",11,9,9,7033,6,3,9,0.482179835533797
174,3,"gua",11,9,9,2071,6,3,9,0.482179835533797
175,3,"gua",11,9,9,2591,6,3,9,0.482179835533797
176,3,"gua",11,9,9,553,6,3,9,0.482179835533797
177,3,"gua",11,9,9,1718,6,3,9,0.482179835533797
178,3,"gua",11,9,9,680,6,3,9,0.482179835533797
179,3,"gua",11,9,9,1400,6,3,9,0.482179835533797
180,3,"gua",11,9,9,1622,6,3,9,0.482179835533797
181,3,"gua",11,9,9,936,6,3,9,0.482179835533797
182,3,"gua",11,9,9,1052,6,3,9,0.482179835533797
183,3,"gua",11,9,9,2115,6,3,9,0.482179835533797
184,3,"gua",11,9,9,1289,6,3,9,0.482179835533797
185,3,"gua",11,9,9,1763,6,3,9,0.482179835533797
186,3,"gua",11,9,9,968,6,3,9,0.482179835533797
187,3,"gua",11,9,9,820,6,3,9,0.482179835533797
188,3,"gua",11,9,9,2837,6,3,9,0.482179835533797
189,3,"gua",11,9,9,1974,6,3,9,0.482179835533797
190,3,"gua",11,9,9,2006,6,3,9,0.482179835533797
191,3,"gua",11,9,9,1559,6,3,9,0.482179835533797
192,3,"gua",11,9,9,676,6,3,9,0.482179835533797
193,3,"gua",11,9,9,740,6,3,9,0.482179835533797
194,3,"gua",11,9,9,2066,6,3,9,0.482179835533797
195,3,"gua",11,9,9,954,6,3,9,0.482179835533797
196,3,"gua",11,9,9,172,6,3,9,0.482179835533797
197,3,"gua",11,9,9,1861,6,3,9,0.482179835533797
198,3,"gua",11,9,9,732,6,3,9,0.482179835533797
199,3,"gua",11,9,9,639,6,3,9,0.482179835533797
200,3,"gua",11,9,9,2550,6,3,9,0.482179835533797
201,3,"gua",11,9,9,1384,6,3,9,0.482179835533797
202,3,"gua",11,9,9,1569,6,3,9,0.482179835533797
203,3,"gua",11,9,9,1211,6,3,9,0.482179835533797
204,3,"gua",11,9,9,1463,6,3,9,0.482179835533797
205,3,"gua",11,9,9,1569,6,3,9,0.482179835533797
206,3,"gua",11,9,9,1551,6,3,9,0.482179835533797
207,3,"gua",11,9,9,1098,6,3,9,0.482179835533797
208,3,"gua",11,9,9,1362,6,3,9,0.482179835533797
209,3,"gua",11,9,9,545,6,3,9,0.482179835533797
210,3,"gua",11,9,9,1513,6,3,9,0.482179835533797
211,3,"gua",11,9,9,1712,6,3,9,0.482179835533797
212,3,"gua",11,9,9,1402,6,3,9,0.482179835533797
213,3,"gua",11,9,9,1291,6,3,9,0.482179835533797
214,3,"gua",11,9,9,2775,6,3,9,0.482179835533797
215,3,"gua",11,9,9,790,6,3,9,0.482179835533797
216,3,"gua",11,9,9,2972,6,3,9,0.482179835533797
217,3,"gua",11,9,9,891,6,3,9,0.482179835533797
218,3,"gua",11,9,9,2063,6,3,9,0.482179835533797
219,3,"gua",11,9,9,1624,6,3,9,0.482179835533797
220,3,"gua",11,9,9,1104,6,3,9,0.482179835533797
221,3,"gua",11,9,9,426,6,3,9,0.482179835533797
222,3,"gua",11,9,9,1305,6,3,9,0.482179835533797
223,3,"gua",11,9,9,872,6,3,9,0.482179835533797
224,3,"gua",11,9,9,1326,6,3,9,0.482179835533797
225,3,"gua",11,9,9,1056,6,3,9,0.482179835533797
226,3,"gua",11,9,9,1110,6,3,9,0.482179835533797
227,3,"gua",11,9,9,2578,6,3,9,0.482179835533797
228,3,"gua",11,9,9,533,6,3,9,0.482179835533797
229,3,"gua",11,9,9,1232,6,3,9,0.482179835533797
230,3,"gua",11,9,9,1137,6,3,9,0.482179835533797
231,3,"gua",11,9,9,838,6,3,9,0.482179835533797
232,3,"gua",11,9,9,367,6,3,9,0.482179835533797
233,3,"gua",11,9,9,1529,6,3,9,0.482179835533797
234,3,"gua",11,9,9,153,6,3,9,0.482179835533797
235,3,"gua",11,9,9,1099,6,3,9,0.482179835533797
236,3,"gua",11,9,9,1465,6,3,9,0.482179835533797
237,3,"gua",11,9,9,740,6,3,9,0.482179835533797
238,3,"gua",11,9,9,1164,6,3,9,0.482179835533797
239,3,"gua",11,9,9,430,6,3,9,0.482179835533797
240,3,"gua",11,9,9,332,6,3,9,0.482179835533797
241,3,"gua",11,9,9,689,6,3,9,0.482179835533797
242,3,"gua",11,9,9,929,6,3,9,0.482179835533797
243,3,"gua",11,9,9,729,6,3,9,0.482179835533797
244,4,"gua",11,22,17,1599,8,2,22,0.740078050514681
245,4,"gua",11,22,17,1601,8,2,22,0.740078050514681
246,4,"gua",11,22,17,1651,8,2,22,0.740078050514681
247,4,"gua",11,22,17,1974,8,2,22,0.740078050514681
248,4,"gua",11,22,17,1651,8,2,22,0.740078050514681
249,4,"gua",11,22,17,1134,8,2,22,0.740078050514681
250,4,"gua",11,22,17,1285,8,2,22,0.740078050514681
251,4,"gua",11,22,17,3359,8,2,22,0.740078050514681
252,4,"gua",11,22,17,4086,8,2,22,0.740078050514681
253,4,"gua",11,22,17,713,8,2,22,0.740078050514681
254,4,"gua",11,22,17,1120,8,2,22,0.740078050514681
255,4,"gua",11,22,17,1713,8,2,22,0.740078050514681
256,4,"gua",11,22,17,2175,8,2,22,0.740078050514681
257,4,"gua",11,22,17,1873,8,2,22,0.740078050514681
258,4,"gua",11,22,17,1900,8,2,22,0.740078050514681
259,4,"gua",11,22,17,1956,8,2,22,0.740078050514681
260,4,"gua",11,22,17,1257,8,2,22,0.740078050514681
261,4,"gua",11,22,17,2682,8,2,22,0.740078050514681
262,4,"gua",11,22,17,1074,8,2,22,0.740078050514681
263,4,"gua",11,22,17,2400,8,2,22,0.740078050514681
264,4,"gua",11,22,17,1799,8,2,22,0.740078050514681
265,4,"gua",11,22,17,1982,8,2,22,0.740078050514681
266,4,"gua",11,22,17,663,8,2,22,0.740078050514681
267,4,"gua",11,22,17,405,8,2,22,0.740078050514681
268,4,"gua",11,22,17,774,8,2,22,0.740078050514681
269,4,"gua",11,22,17,1941,8,2,22,0.740078050514681
270,4,"gua",11,22,17,1059,8,2,22,0.740078050514681
271,4,"gua",11,22,17,1897,8,2,22,0.740078050514681
272,4,"gua",11,22,17,1284,8,2,22,0.740078050514681
273,4,"gua",11,22,17,2010,8,2,22,0.740078050514681
274,4,"gua",11,22,17,792,8,2,22,0.740078050514681
