"seccion","munn","edo","edon","disloc2016","disloc2013","pobtot","esc1","esc3","SQ","dsi_pob"
1,1,"cua",8,11,1,732,1,1,10,0.634300499603223
2,1,"cua",8,11,1,559,1,1,10,0.634300499603223
3,1,"cua",8,11,1,835,1,1,10,0.634300499603223
4,1,"cua",8,11,1,728,1,1,10,0.634300499603223
5,1,"cua",8,11,1,1094,1,1,10,0.634300499603223
6,1,"cua",8,11,1,2581,1,1,10,0.634300499603223
7,1,"cua",8,11,1,1070,1,1,10,0.634300499603223
8,1,"cua",8,11,1,1183,1,1,10,0.634300499603223
10,1,"cua",8,11,1,263,1,1,10,0.634300499603223
11,1,"cua",8,11,1,117,1,1,10,0.634300499603223
12,1,"cua",8,11,1,297,1,1,10,0.634300499603223
13,1,"cua",8,11,1,612,1,1,10,0.634300499603223
14,1,"cua",8,11,1,660,1,1,10,0.634300499603223
15,1,"cua",8,11,1,504,1,1,10,0.634300499603223
16,1,"cua",8,11,1,224,1,1,10,0.634300499603223
17,2,"cua",8,11,10,3914,1,1,10,0.634300499603223
18,2,"cua",8,11,10,1772,1,1,10,0.634300499603223
19,2,"cua",8,11,10,1941,1,1,10,0.634300499603223
20,2,"cua",8,11,10,936,1,1,10,0.634300499603223
21,2,"cua",8,11,10,883,1,1,10,0.634300499603223
22,2,"cua",8,11,10,1004,1,1,10,0.634300499603223
23,2,"cua",8,11,10,1310,1,1,10,0.634300499603223
24,2,"cua",8,11,10,1171,1,1,10,0.634300499603223
25,2,"cua",8,11,10,700,1,1,10,0.634300499603223
26,2,"cua",8,11,10,858,1,1,10,0.634300499603223
27,2,"cua",8,11,10,1221,1,1,10,0.634300499603223
28,2,"cua",8,11,10,2022,1,1,10,0.634300499603223
30,2,"cua",8,11,10,248,1,1,10,0.634300499603223
31,2,"cua",8,11,10,206,1,1,10,0.634300499603223
32,2,"cua",8,11,10,610,1,1,10,0.634300499603223
33,2,"cua",8,11,10,799,1,1,10,0.634300499603223
34,2,"cua",8,11,10,1507,1,1,10,0.634300499603223
35,2,"cua",8,11,10,308,1,1,10,0.634300499603223
36,2,"cua",8,11,10,121,1,1,10,0.634300499603223
37,2,"cua",8,11,10,148,1,1,10,0.634300499603223
38,3,"cua",8,20,22,1133,3,2,12,0.94136565712698
39,3,"cua",8,20,22,1358,3,2,12,0.94136565712698
40,3,"cua",8,20,22,899,3,2,12,0.94136565712698
41,3,"cua",8,20,22,848,3,2,12,0.94136565712698
42,3,"cua",8,20,22,10,3,2,12,0.94136565712698
43,3,"cua",8,20,22,360,3,2,12,0.94136565712698
44,3,"cua",8,20,22,41,3,2,12,0.94136565712698
45,3,"cua",8,20,22,147,3,2,12,0.94136565712698
46,3,"cua",8,20,22,205,3,2,12,0.94136565712698
47,3,"cua",8,20,22,155,3,2,12,0.94136565712698
48,3,"cua",8,20,22,335,3,2,12,0.94136565712698
49,3,"cua",8,20,22,265,3,2,12,0.94136565712698
50,3,"cua",8,20,22,279,3,2,12,0.94136565712698
51,3,"cua",8,20,22,199,3,2,12,0.94136565712698
52,3,"cua",8,20,22,296,3,2,12,0.94136565712698
53,3,"cua",8,20,22,675,3,2,12,0.94136565712698
54,3,"cua",8,20,22,719,3,2,12,0.94136565712698
55,3,"cua",8,20,22,517,3,2,12,0.94136565712698
56,4,"cua",8,11,10,1598,1,1,10,0.634300499603223
57,4,"cua",8,11,10,399,1,1,10,0.634300499603223
