"seccion","munn","edon","disloc2017","disloc2015","esc1","esc3","pobtot","SQ","dsi_pob"
1,1,31,1,8,8,1,1645,5,0.346104168684814
2,1,31,1,8,8,1,276,5,0.346104168684814
3,1,31,1,8,8,1,271,5,0.346104168684814
4,1,31,1,8,8,1,1346,5,0.346104168684814
5,1,31,1,8,8,1,2323,5,0.346104168684814
6,1,31,1,8,8,1,494,5,0.346104168684814
7,2,31,2,14,8,2,2691,2,0.714770293189543
8,2,31,2,14,8,2,2597,2,0.714770293189543
9,2,31,2,14,8,2,3782,2,0.714770293189543
10,2,31,2,14,8,2,2902,2,0.714770293189543
11,2,31,2,14,8,2,935,2,0.714770293189543
12,2,31,2,14,8,2,1660,2,0.714770293189543
13,2,31,2,14,8,2,769,2,0.714770293189543
14,3,31,3,12,7,3,1925,7,0.453989047567916
15,3,31,3,12,7,3,2101,7,0.453989047567916
16,3,31,3,12,7,3,2083,7,0.453989047567916
17,3,31,3,12,7,3,2594,7,0.453989047567916
18,3,31,3,12,7,3,1644,7,0.453989047567916
20,4,31,4,9,3,4,1807,3,0.954321485960597
21,4,31,4,9,3,4,1258,3,0.954321485960597
22,4,31,4,9,3,4,921,3,0.954321485960597
23,4,31,4,9,3,4,813,3,0.954321485960597
24,4,31,4,9,3,4,882,3,0.954321485960597
25,5,31,5,9,6,5,999,6,0.708736883225346
26,5,31,5,9,6,5,1054,6,0.708736883225346
27,6,31,5,10,6,5,2149,6,0.708736883225346
28,6,31,5,10,6,5,2399,6,0.708736883225346
29,6,31,5,10,6,5,1746,6,0.708736883225346
30,6,31,5,10,6,5,1256,6,0.708736883225346
31,6,31,5,10,6,5,468,6,0.708736883225346
32,6,31,5,10,6,5,621,6,0.708736883225346
33,7,31,5,9,6,5,1214,6,0.708736883225346
34,7,31,5,9,6,5,1984,6,0.708736883225346
35,7,31,5,9,6,5,1640,6,0.708736883225346
36,7,31,5,9,6,5,1965,6,0.708736883225346
37,8,31,6,11,4,6,1489,4,1
38,8,31,6,11,4,6,1325,4,1
39,8,31,6,11,4,6,471,4,1
40,8,31,6,11,4,6,948,4,1
41,9,31,5,10,6,5,1058,6,0.708736883225346
42,9,31,5,10,6,5,976,6,0.708736883225346
43,9,31,5,10,6,5,1070,6,0.708736883225346
44,9,31,5,10,6,5,1191,6,0.708736883225346
45,9,31,5,10,6,5,213,6,0.708736883225346
46,9,31,5,10,6,5,189,6,0.708736883225346
47,10,31,7,15,9,7,1711,9,0.331191994275523
48,10,31,7,15,9,7,428,9,0.331191994275523
49,10,31,7,15,9,7,268,9,0.331191994275523
50,11,31,1,8,5,1,1253,5,0.346104168684814
51,11,31,1,8,5,1,3135,5,0.346104168684814
52,11,31,1,8,5,1,900,5,0.346104168684814
53,11,31,1,8,5,1,1543,5,0.346104168684814
54,12,31,5,15,6,5,538,6,0.708736883225346
55,12,31,5,15,6,5,1028,6,0.708736883225346
56,12,31,5,15,6,5,972,6,0.708736883225346
57,12,31,5,15,6,5,759,6,0.708736883225346
58,12,31,5,15,6,5,401,6,0.708736883225346
59,13,31,4,9,3,4,2209,3,0.954321485960597
60,13,31,4,9,3,4,1568,3,0.954321485960597
61,13,31,4,9,3,4,2319,3,0.954321485960597
62,13,31,4,9,3,4,1319,3,0.954321485960597
63,13,31,4,9,3,4,139,3,0.954321485960597
64,13,31,4,9,3,4,1591,3,0.954321485960597
65,14,31,8,15,9,8,1314,1,0.933433349579627
66,14,31,8,15,9,8,198,1,0.933433349579627
67,15,31,7,14,8,7,1480,9,0.331191994275523
68,15,31,7,14,8,7,2602,9,0.331191994275523
69,15,31,7,14,8,7,886,9,0.331191994275523
70,16,31,3,12,9,3,2821,7,0.453989047567916
71,17,31,7,15,9,7,1703,9,0.331191994275523
72,17,31,7,15,9,7,1124,9,0.331191994275523
73,17,31,7,15,9,7,867,9,0.331191994275523
74,17,31,7,15,9,7,789,9,0.331191994275523
75,18,31,9,12,8,9,652,5,0.338621930567316
76,18,31,9,13,8,9,1498,5,0.338621930567316
77,18,31,9,13,8,9,885,5,0.338621930567316
78,19,31,8,11,1,8,4761,1,0.933433349579627
79,19,31,8,11,1,8,2999,1,0.933433349579627
80,19,31,8,11,1,8,2562,1,0.933433349579627
81,19,31,8,11,1,8,4229,1,0.933433349579627
82,19,31,8,11,1,8,2096,1,0.933433349579627
83,19,31,8,11,1,8,2984,1,0.933433349579627
84,19,31,8,11,1,8,2262,1,0.933433349579627
85,19,31,8,11,1,8,1202,1,0.933433349579627
86,19,31,8,11,1,8,3574,1,0.933433349579627
87,19,31,8,11,1,8,919,1,0.933433349579627
88,19,31,8,11,1,8,2614,1,0.933433349579627
89,19,31,8,11,1,8,2675,1,0.933433349579627
90,19,31,8,11,1,8,1244,1,0.933433349579627
91,20,31,4,9,3,4,2469,3,0.954321485960597
92,20,31,4,9,3,4,1639,3,0.954321485960597
93,21,31,8,11,1,8,1884,1,0.933433349579627
94,21,31,8,11,1,8,1894,1,0.933433349579627
95,21,31,8,11,1,8,1772,1,0.933433349579627
96,21,31,8,11,1,8,969,1,0.933433349579627
97,21,31,8,11,1,8,605,1,0.933433349579627
98,21,31,8,11,1,8,818,1,0.933433349579627
99,22,31,8,15,9,8,2699,1,0.933433349579627
101,22,31,8,15,9,8,596,1,0.933433349579627
102,22,31,8,15,9,8,942,1,0.933433349579627
103,23,31,1,8,5,1,1415,5,0.346104168684814
104,23,31,1,8,5,1,1373,5,0.346104168684814
105,23,31,1,8,5,1,1742,5,0.346104168684814
106,24,31,9,14,8,9,1443,5,0.338621930567316
107,24,31,9,14,8,9,1705,5,0.338621930567316
108,25,31,9,13,7,9,2462,5,0.338621930567316
109,25,31,9,13,7,9,2491,5,0.338621930567316
110,26,31,4,9,3,4,1071,3,0.954321485960597
111,26,31,4,9,3,4,1055,3,0.954321485960597
112,26,31,4,9,3,4,1282,3,0.954321485960597
113,26,31,4,9,3,4,69,3,0.954321485960597
114,27,31,5,10,6,5,1361,6,0.708736883225346
115,27,31,5,10,6,5,1936,6,0.708736883225346
116,27,31,5,10,6,5,1407,6,0.708736883225346
117,27,31,5,10,6,5,2185,6,0.708736883225346
118,27,31,5,10,6,5,1245,6,0.708736883225346
120,28,31,5,10,6,5,1102,6,0.708736883225346
121,28,31,5,10,6,5,1357,6,0.708736883225346
122,29,31,5,10,6,5,1196,6,0.708736883225346
123,29,31,5,10,6,5,1408,6,0.708736883225346
124,29,31,5,10,6,5,1119,6,0.708736883225346
125,29,31,5,10,6,5,1260,6,0.708736883225346
126,29,31,5,10,6,5,917,6,0.708736883225346
127,30,31,7,15,9,7,877,9,0.331191994275523
128,30,31,7,15,9,7,747,9,0.331191994275523
129,30,31,7,15,9,7,1261,9,0.331191994275523
130,30,31,7,15,9,7,641,9,0.331191994275523
131,31,31,5,10,6,5,1011,6,0.708736883225346
132,31,31,5,10,6,5,1309,6,0.708736883225346
133,31,31,5,10,6,5,452,6,0.708736883225346
134,32,31,6,15,4,6,2592,4,1
135,32,31,6,15,4,6,2056,4,1
136,32,31,6,15,4,6,1811,4,1
137,32,31,6,15,4,6,2517,4,1
138,32,31,6,15,4,6,2980,4,1
139,32,31,6,15,4,6,711,4,1
