"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","mun","disloc2005","disloc2011","disloc2017","lisnom08","X","edon.y","munn.y","escenario1","escenario2","escenario3","criterio8","cab","morena_clv1","panal_clv1","pan_clv1","prd_clv1","pri_iee1","pvem_clv1","iee2","mc_clv2","morena_clv2","morena_iee2","panal_clv2","panal_iee2","pan_clv2","pan_iee2","pes_clv2","pes_iee2","ph_clv2","ph_iee2","prd_clv2","pri_clv2","pri_iee2","pt_clv2","pt_iee2","pvem_clv2","pvem_iee2","prd_iee2","esc1_morCLV1","esc1_panalCLV1","esc1_panCLV1","esc1_prdCLV1","esc1_priIEE1","esc1_pvemCLV1","esc2_IEE2","esc2_mcCLV2","esc2_morCLV2","esc2_morIEE2","esc2_panalCLV2","esc2_panalIEE2","esc2_panCLV2","esc2_panIEE2","esc2_pesCLV2","esc2_pesIEE2","esc2_phCLV2","esc2_phIEE2","esc2_prdCLV2","esc2_priIEE2","esc2_ptCLV2","esc2_ptIEE2","esc2_pvemCLV2","esc2_pvemIEE2","esc2_prdIEE2","SQ","dsiSQ_E1"
1442,35,5,"coa",6,5,5,5,"Torreón",10,7,10,749,639,5,35,10,10,6,10,"torreón",10,10,7,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.705
1443,35,5,"coa",6,5,5,5,"Torreón",10,7,10,436,640,5,35,10,10,6,10,"torreón",10,10,7,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.705
1444,35,5,"coa",6,5,5,5,"Torreón",10,7,10,590,641,5,35,10,10,6,10,"torreón",10,10,7,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.705
1445,35,5,"coa",6,5,5,5,"Torreón",10,7,10,592,642,5,35,10,10,6,10,"torreón",8,8,7,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.705
1446,35,5,"coa",6,5,5,5,"Torreón",10,7,10,520,643,5,35,10,10,6,10,"torreón",8,8,7,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.705
1447,35,5,"coa",6,5,5,5,"Torreón",10,7,10,548,644,5,35,10,10,6,10,"torreón",8,8,7,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.705
1448,35,5,"coa",6,5,5,5,"Torreón",10,7,10,462,645,5,35,10,10,6,10,"torreón",8,8,7,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.705
1449,35,5,"coa",6,5,5,5,"Torreón",10,7,10,593,646,5,35,10,10,6,10,"torreón",8,8,7,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.705
1450,35,5,"coa",6,5,5,5,"Torreón",12,7,10,478,647,5,35,10,10,6,10,"torreón",8,8,7,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.705
1451,35,5,"coa",6,5,5,5,"Torreón",12,7,10,705,648,5,35,10,10,6,10,"torreón",8,8,7,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.705
1452,35,5,"coa",6,5,5,5,"Torreón",12,7,10,575,649,5,35,10,10,6,10,"torreón",8,8,7,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.705
1453,35,5,"coa",6,5,5,5,"Torreón",12,7,10,566,650,5,35,10,10,6,10,"torreón",8,8,7,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.705
1454,35,5,"coa",6,5,5,5,"Torreón",12,7,10,558,651,5,35,10,10,6,10,"torreón",8,8,7,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.705
1455,35,5,"coa",6,5,5,5,"Torreón",12,7,10,554,652,5,35,10,10,6,10,"torreón",8,8,7,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.705
1456,35,5,"coa",6,5,5,5,"Torreón",12,7,10,654,653,5,35,10,10,6,10,"torreón",8,8,7,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.705
1457,35,5,"coa",6,6,5,5,"Torreón",10,7,10,508,654,5,35,10,10,6,10,"torreón",10,10,7,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.705
1458,35,5,"coa",6,5,5,5,"Torreón",10,7,10,561,655,5,35,10,10,6,10,"torreón",10,10,7,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.705
1459,35,5,"coa",6,5,5,6,"Torreón",9,6,8,718,752,5,35,12,12,7,8,"torreón",11,11,5,11,11,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.283
1460,35,5,"coa",6,5,6,6,"Torreón",9,6,8,521,753,5,35,12,12,7,8,"torreón",11,11,5,11,11,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.283
1461,35,5,"coa",6,5,6,6,"Torreón",9,6,8,584,754,5,35,12,12,7,8,"torreón",11,11,5,11,11,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.283
1462,35,5,"coa",6,5,6,6,"Torreón",9,6,8,656,755,5,35,12,12,7,8,"torreón",11,11,5,11,11,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.283
1463,35,5,"coa",6,5,6,6,"Torreón",12,6,8,503,756,5,35,12,12,7,8,"torreón",11,11,5,11,11,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.283
1464,35,5,"coa",6,5,6,6,"Torreón",12,6,8,542,757,5,35,12,12,7,8,"torreón",11,11,5,11,11,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.283
1465,35,5,"coa",6,5,6,6,"Torreón",12,6,8,735,758,5,35,12,12,7,8,"torreón",11,11,5,11,11,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.283
1466,35,5,"coa",6,5,6,6,"Torreón",12,6,8,628,759,5,35,12,12,7,8,"torreón",11,11,5,11,11,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.283
1467,35,5,"coa",6,5,6,6,"Torreón",12,6,8,540,760,5,35,12,12,7,8,"torreón",9,9,5,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.283
1468,35,5,"coa",6,5,5,6,"Torreón",12,6,10,440,656,5,35,10,10,6,10,"torreón",8,8,7,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.705
1469,35,5,"coa",6,5,5,6,"Torreón",12,6,11,689,928,5,35,9,9,9,11,"torreón",9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,0.15
1470,35,5,"coa",6,5,5,6,"Torreón",8,6,7,571,887,5,900,7,7,8,7,"matamoros",7,7,8,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
1471,35,5,"coa",6,5,5,6,"Torreón",8,6,7,423,888,5,900,7,7,8,7,"matamoros",7,7,8,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
1472,35,5,"coa",6,5,5,6,"Torreón",8,6,7,434,889,5,900,7,7,8,7,"matamoros",7,7,8,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
1473,35,5,"coa",6,5,5,6,"Torreón",8,6,7,538,890,5,900,7,7,8,7,"matamoros",7,7,8,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
1474,35,5,"coa",6,5,5,6,"Torreón",8,6,7,267,891,5,900,7,7,8,7,"matamoros",7,7,8,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
1475,36,5,"coa",6,5,5,6,"Viesca",7,6,7,567,865,5,36,7,7,8,7,"matamoros",7,7,8,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
1476,36,5,"coa",6,5,5,6,"Viesca",7,6,7,710,866,5,36,7,7,8,7,"matamoros",7,7,8,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
1477,36,5,"coa",6,5,5,6,"Viesca",7,6,7,298,867,5,36,7,7,8,7,"matamoros",7,7,8,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
1478,36,5,"coa",6,5,5,6,"Viesca",7,6,7,541,868,5,36,7,7,8,7,"matamoros",7,7,8,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
1479,36,5,"coa",6,5,5,6,"Viesca",7,6,7,608,869,5,36,7,7,8,7,"matamoros",7,7,8,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
1480,36,5,"coa",6,5,5,6,"Viesca",7,6,7,341,870,5,36,7,7,8,7,"matamoros",7,7,8,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
1481,36,5,"coa",6,5,5,6,"Viesca",7,6,7,337,871,5,36,7,7,8,7,"matamoros",7,7,8,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
1482,36,5,"coa",6,5,5,6,"Viesca",7,6,7,376,872,5,36,7,7,8,7,"matamoros",7,7,8,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
1483,36,5,"coa",6,5,5,6,"Viesca",7,6,7,343,873,5,36,7,7,8,7,"matamoros",7,7,8,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
1484,36,5,"coa",6,5,5,6,"Viesca",7,6,7,414,874,5,36,7,7,8,7,"matamoros",7,7,8,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
1485,36,5,"coa",6,5,5,6,"Viesca",7,6,7,393,875,5,36,7,7,8,7,"matamoros",7,7,8,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
1486,36,5,"coa",6,5,5,6,"Viesca",7,6,7,339,876,5,36,7,7,8,7,"matamoros",7,7,8,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
1488,36,5,"coa",6,5,5,6,"Viesca",7,6,7,153,877,5,36,7,7,8,7,"matamoros",7,7,8,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
1489,36,5,"coa",6,5,5,6,"Viesca",7,6,7,418,878,5,36,7,7,8,7,"matamoros",7,7,8,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
1490,36,5,"coa",6,5,5,6,"Viesca",7,6,7,689,879,5,36,7,7,8,7,"matamoros",7,7,8,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
1491,36,5,"coa",6,5,5,6,"Viesca",7,6,7,551,880,5,36,7,7,8,7,"matamoros",7,7,8,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
1492,36,5,"coa",6,5,5,6,"Viesca",7,6,7,472,881,5,36,7,7,8,7,"matamoros",7,7,8,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
1493,36,5,"coa",6,5,5,6,"Viesca",7,6,7,713,882,5,36,7,7,8,7,"matamoros",7,7,8,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
1494,36,5,"coa",6,5,5,6,"Viesca",7,6,7,133,883,5,36,7,7,8,7,"matamoros",7,7,8,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
1495,36,5,"coa",6,5,5,6,"Viesca",7,6,7,114,884,5,36,7,7,8,7,"matamoros",7,7,8,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
1496,36,5,"coa",6,5,5,6,"Viesca",7,6,7,185,885,5,36,7,7,8,7,"matamoros",7,7,8,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
1497,36,5,"coa",6,5,5,6,"Viesca",7,6,7,443,886,5,36,7,7,8,7,"matamoros",7,7,8,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
1498,37,5,"coa",3,1,1,3,"Villa Unión",17,14,5,469,582,5,37,6,6,5,5,"monclova",5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.556
1499,37,5,"coa",3,1,1,3,"Villa Unión",17,14,5,380,583,5,37,6,6,5,5,"monclova",5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.556
1500,37,5,"coa",3,1,1,3,"Villa Unión",17,14,5,472,584,5,37,6,6,5,5,"monclova",5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.556
1501,37,5,"coa",3,1,1,3,"Villa Unión",17,14,5,398,585,5,37,6,6,5,5,"monclova",5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.556
1502,37,5,"coa",3,1,1,3,"Villa Unión",17,14,5,530,586,5,37,6,6,5,5,"monclova",5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.556
1503,37,5,"coa",3,1,1,3,"Villa Unión",17,14,5,254,587,5,37,6,6,5,5,"monclova",5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.556
1504,37,5,"coa",3,1,1,3,"Villa Unión",17,14,5,124,588,5,37,6,6,5,5,"monclova",5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.556
1505,37,5,"coa",3,1,1,3,"Villa Unión",17,14,5,312,589,5,37,6,6,5,5,"monclova",5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.556
1506,38,5,"coa",4,1,1,1,"Zaragoza",19,14,1,664,309,5,38,5,5,3,1,"acuña",4,4,10,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.798
1507,38,5,"coa",4,1,1,1,"Zaragoza",19,14,1,590,310,5,38,5,5,3,1,"acuña",4,4,10,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.798
1508,38,5,"coa",4,1,1,1,"Zaragoza",19,14,1,598,311,5,38,5,5,3,1,"acuña",4,4,10,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.798
1509,38,5,"coa",4,1,1,1,"Zaragoza",19,14,1,433,312,5,38,5,5,3,1,"acuña",4,4,10,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.798
1510,38,5,"coa",4,1,1,1,"Zaragoza",19,14,1,377,313,5,38,5,5,3,1,"acuña",4,4,10,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.798
1511,38,5,"coa",4,1,1,1,"Zaragoza",19,14,1,495,314,5,38,5,5,3,1,"acuña",4,4,10,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.798
1512,38,5,"coa",4,1,1,1,"Zaragoza",19,14,1,478,315,5,38,5,5,3,1,"acuña",4,4,10,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.798
1513,38,5,"coa",4,1,1,1,"Zaragoza",19,14,1,505,316,5,38,5,5,3,1,"acuña",4,4,10,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.798
1515,38,5,"coa",4,1,1,1,"Zaragoza",19,14,1,329,317,5,38,5,5,3,1,"acuña",4,4,10,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.798
1516,38,5,"coa",4,1,1,1,"Zaragoza",19,14,1,457,318,5,38,5,5,3,1,"acuña",4,4,10,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.798
1517,38,5,"coa",4,1,1,1,"Zaragoza",19,14,1,211,319,5,38,5,5,3,1,"acuña",4,4,10,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.798
1518,38,5,"coa",4,1,1,1,"Zaragoza",19,14,1,155,320,5,38,5,5,3,1,"acuña",4,4,10,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.798
1520,38,5,"coa",4,1,1,1,"Zaragoza",19,14,1,405,321,5,38,5,5,3,1,"acuña",4,4,10,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.798
1521,35,5,"coa",6,5,6,5,"Torreón",12,7,10,605,657,5,35,10,10,6,10,"torreón",8,8,7,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.705
1522,35,5,"coa",6,5,6,5,"Torreón",12,7,10,500,658,5,35,10,10,6,10,"torreón",8,8,7,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.705
1523,35,5,"coa",6,5,6,6,"Torreón",12,7,10,621,659,5,35,10,10,6,10,"torreón",8,8,7,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.705
1524,35,5,"coa",6,5,6,6,"Torreón",12,7,10,450,660,5,35,10,10,6,10,"torreón",8,8,7,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.705
1525,35,5,"coa",6,5,6,6,"Torreón",12,7,10,501,661,5,35,10,10,6,10,"torreón",8,8,7,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.705
1526,35,5,"coa",6,5,6,6,"Torreón",12,7,10,384,662,5,35,10,10,6,10,"torreón",8,8,7,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.705
1527,35,5,"coa",6,5,6,6,"Torreón",12,7,10,626,663,5,35,10,10,6,10,"torreón",8,8,7,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.705
