"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2016","cab.x","disloc2013","X","edon.y","munn.y","escenario1","escenario2","escenario3","criterio8","mc_clv1","panal_cnv1","panal_cnv2","pan_clv2","cab.y","esc1_mcCLV1","esc1_panalCNV1","esc2_panalCNV2","SQ","dsiSQ_E1","dsiSQ_E3"
177,12,29,"tla",2,2,3,3,5,"yauhquemehcan",12,177,29,12,3,3,12,5,12,10,7,12,"yauhquemehcan",0,0,0,12,0.338,0.588
178,13,29,"tla",2,1,1,1,10,"huamantla",18,178,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622
179,13,29,"tla",2,1,1,1,10,"huamantla",18,179,29,13,15,15,2,10,2,14,14,2,"huamantla",0,0,0,18,0.622,0.622
180,13,29,"tla",2,1,1,1,11,"huamantla",19,180,29,13,14,14,3,11,3,14,14,3,"huamantla",0,1,1,19,0.41,0.41
181,13,29,"tla",2,1,1,1,10,"huamantla",18,181,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622
182,13,29,"tla",2,1,1,1,10,"huamantla",18,182,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622
183,13,29,"tla",2,1,1,1,10,"huamantla",18,183,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622
184,13,29,"tla",2,1,1,1,10,"huamantla",18,184,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622
185,13,29,"tla",2,1,1,1,10,"huamantla",18,185,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622
186,13,29,"tla",2,1,1,1,10,"huamantla",18,186,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622
187,13,29,"tla",2,1,1,1,10,"huamantla",18,187,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622
188,13,29,"tla",2,1,1,1,11,"huamantla",18,188,29,13,14,14,3,11,3,15,15,3,"huamantla",0,0,0,19,0.41,0.41
189,13,29,"tla",2,1,1,1,10,"huamantla",18,189,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622
190,13,29,"tla",2,1,1,1,10,"huamantla",18,190,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622
191,13,29,"tla",2,1,1,1,10,"huamantla",18,191,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622
192,13,29,"tla",2,1,1,1,10,"huamantla",18,192,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622
193,13,29,"tla",2,1,1,1,10,"huamantla",18,193,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622
194,13,29,"tla",2,1,1,1,10,"huamantla",18,194,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622
195,13,29,"tla",2,1,1,1,10,"huamantla",18,195,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622
196,13,29,"tla",2,1,1,1,11,"huamantla",18,196,29,13,14,14,3,11,3,14,14,3,"huamantla",0,1,1,19,0.41,0.41
197,13,29,"tla",2,1,1,1,11,"huamantla",19,197,29,13,14,14,3,11,3,14,14,3,"huamantla",0,1,1,19,0.41,0.41
198,13,29,"tla",2,1,1,1,11,"huamantla",19,198,29,13,14,14,3,11,3,14,14,3,"huamantla",0,1,1,19,0.41,0.41
199,13,29,"tla",2,1,1,1,11,"huamantla",18,199,29,13,14,14,3,11,3,14,14,3,"huamantla",0,1,1,19,0.41,0.41
200,13,29,"tla",2,1,1,1,11,"huamantla",18,200,29,13,14,14,3,11,3,14,14,3,"huamantla",0,1,1,19,0.41,0.41
201,13,29,"tla",2,1,1,1,11,"huamantla",19,201,29,13,14,14,3,11,3,14,14,3,"huamantla",0,1,1,19,0.41,0.41
202,13,29,"tla",2,1,1,1,11,"huamantla",19,202,29,13,14,14,3,11,3,14,14,3,"huamantla",0,1,1,19,0.41,0.41
203,13,29,"tla",2,1,1,1,11,"huamantla",19,203,29,13,14,14,3,11,3,14,14,3,"huamantla",0,1,1,19,0.41,0.41
204,13,29,"tla",2,1,1,1,11,"huamantla",19,204,29,13,14,14,3,11,3,14,14,3,"huamantla",0,1,1,19,0.41,0.41
205,13,29,"tla",2,1,1,1,10,"huamantla",18,205,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622
206,13,29,"tla",2,1,1,1,10,"huamantla",18,206,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622
207,13,29,"tla",2,1,1,1,10,"huamantla",18,207,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622
208,13,29,"tla",2,1,1,1,10,"huamantla",18,208,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622
209,13,29,"tla",2,1,1,1,10,"huamantla",18,209,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622
210,13,29,"tla",2,1,1,1,10,"huamantla",18,210,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622
211,13,29,"tla",2,1,1,1,10,"huamantla",18,211,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622
212,13,29,"tla",2,1,1,1,11,"huamantla",19,212,29,13,14,14,3,11,3,14,14,3,"huamantla",0,1,1,19,0.41,0.41
213,13,29,"tla",2,1,1,1,10,"huamantla",19,213,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622
214,13,29,"tla",2,1,1,1,10,"huamantla",19,214,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622
215,13,29,"tla",2,1,1,1,10,"huamantla",18,215,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622
216,13,29,"tla",2,1,1,1,10,"huamantla",18,216,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622
217,13,29,"tla",2,1,1,1,10,"huamantla",18,217,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622
218,13,29,"tla",2,1,1,1,10,"huamantla",18,218,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622
219,13,29,"tla",2,1,1,1,10,"huamantla",18,219,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622
220,14,29,"tla",2,2,3,3,5,"yauhquemehcan",12,220,29,14,3,3,12,5,12,10,7,12,"yauhquemehcan",0,0,0,12,0.338,0.588
221,14,29,"tla",2,2,3,3,5,"yauhquemehcan",12,221,29,14,3,3,12,5,12,10,7,12,"yauhquemehcan",0,0,0,12,0.338,0.588
222,14,29,"tla",2,2,3,3,5,"yauhquemehcan",12,222,29,14,3,3,12,5,12,10,7,12,"yauhquemehcan",0,0,0,12,0.338,0.588
223,14,29,"tla",2,2,3,3,5,"yauhquemehcan",12,223,29,14,3,3,12,5,12,10,7,12,"yauhquemehcan",0,0,0,12,0.338,0.588
224,14,29,"tla",2,2,3,3,5,"yauhquemehcan",12,224,29,14,3,3,12,5,12,10,7,12,"yauhquemehcan",0,0,0,12,0.338,0.588
225,14,29,"tla",2,2,3,3,5,"yauhquemehcan",12,225,29,14,3,3,12,5,12,10,7,12,"yauhquemehcan",0,0,0,12,0.338,0.588
226,14,29,"tla",2,2,3,3,5,"yauhquemehcan",12,226,29,14,3,3,12,5,12,10,7,12,"yauhquemehcan",0,0,0,12,0.338,0.588
227,14,29,"tla",2,2,3,3,5,"yauhquemehcan",12,227,29,14,3,3,12,5,12,10,7,12,"yauhquemehcan",0,0,0,12,0.338,0.588
228,14,29,"tla",2,2,3,3,5,"yauhquemehcan",12,228,29,14,3,3,12,5,12,10,7,12,"yauhquemehcan",0,0,0,12,0.338,0.588
229,14,29,"tla",2,2,3,3,5,"yauhquemehcan",12,229,29,14,3,3,12,5,12,10,7,12,"yauhquemehcan",0,0,0,12,0.338,0.588
230,14,29,"tla",2,2,3,3,5,"yauhquemehcan",12,230,29,14,3,3,12,5,12,10,7,12,"yauhquemehcan",0,0,0,12,0.338,0.588
231,14,29,"tla",2,2,3,3,5,"yauhquemehcan",12,231,29,14,3,3,12,5,12,10,7,12,"yauhquemehcan",0,0,0,12,0.338,0.588
232,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,232,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774
233,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,233,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774
234,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,234,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774
235,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,235,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774
236,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,236,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774
237,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,237,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774
238,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,238,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774
239,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,239,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774
240,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,240,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774
241,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,241,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774
242,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,242,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774
243,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,243,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774
244,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,244,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774
245,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,245,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774
246,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,246,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774
247,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,247,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774
248,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,248,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774
249,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,249,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774
250,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,250,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774
251,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,251,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774
252,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,252,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774
253,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,253,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774
254,58,29,"tla",1,2,3,3,14,"nativitas",10,254,29,58,10,10,9,14,9,3,10,9,"nativitas",0,0,1,10,0.222,0.718
255,58,29,"tla",1,2,3,3,14,"nativitas",10,255,29,58,10,10,9,14,9,3,10,9,"nativitas",0,0,1,10,0.222,0.718
256,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,256,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774
257,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,257,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774
258,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,258,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774
259,16,29,"tla",2,1,1,1,10,"huamantla",19,259,29,16,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622
260,16,29,"tla",2,1,1,1,10,"huamantla",19,260,29,16,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622
261,16,29,"tla",2,1,1,1,10,"huamantla",19,261,29,16,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622
262,16,29,"tla",2,1,1,1,10,"huamantla",19,262,29,16,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622
263,17,29,"tla",1,3,3,2,12,"teolocholco",7,263,29,17,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356
264,17,29,"tla",1,3,3,2,12,"teolocholco",7,264,29,17,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356
265,17,29,"tla",1,3,3,2,12,"teolocholco",7,265,29,17,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356
266,17,29,"tla",1,3,3,2,12,"teolocholco",7,266,29,17,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356
267,18,29,"tla",2,2,2,2,8,"contla",3,267,29,18,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8
268,18,29,"tla",2,2,2,2,8,"contla",3,268,29,18,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8
269,18,29,"tla",2,2,2,2,8,"contla",3,269,29,18,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8
270,18,29,"tla",2,2,2,2,8,"contla",3,270,29,18,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8
271,18,29,"tla",2,2,2,2,8,"contla",3,271,29,18,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8
272,18,29,"tla",2,2,2,2,8,"contla",3,272,29,18,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8
273,18,29,"tla",2,2,2,2,8,"contla",3,273,29,18,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8
274,18,29,"tla",2,2,2,2,8,"contla",3,274,29,18,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8
275,18,29,"tla",2,2,2,2,8,"contla",3,275,29,18,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8
276,18,29,"tla",2,2,2,2,8,"contla",3,276,29,18,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8
277,18,29,"tla",2,2,2,2,8,"contla",3,277,29,18,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8
278,18,29,"tla",2,2,2,2,8,"contla",3,278,29,18,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8
279,18,29,"tla",2,2,2,2,8,"contla",3,279,29,18,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8
280,18,29,"tla",2,2,2,2,8,"contla",3,280,29,18,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8
281,18,29,"tla",2,2,2,2,8,"contla",3,281,29,18,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8
282,18,29,"tla",2,2,2,2,8,"contla",3,282,29,18,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8
283,18,29,"tla",2,2,2,2,8,"contla",3,283,29,18,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8
284,19,29,"tla",1,3,3,3,14,"nativitas",10,284,29,19,3,3,9,14,9,3,7,9,"nativitas",0,1,0,10,0.338,0.718
285,19,29,"tla",1,3,3,3,14,"nativitas",10,285,29,19,3,3,9,14,9,3,7,9,"nativitas",0,1,0,10,0.338,0.718
286,19,29,"tla",1,3,3,3,14,"nativitas",10,286,29,19,3,3,9,14,9,3,7,9,"nativitas",0,1,0,10,0.338,0.718
287,19,29,"tla",1,3,3,3,14,"nativitas",10,287,29,19,3,3,9,14,9,3,7,9,"nativitas",0,1,0,10,0.338,0.718
288,19,29,"tla",1,3,3,3,14,"nativitas",10,288,29,19,3,3,9,14,9,3,7,9,"nativitas",0,1,0,10,0.338,0.718
289,19,29,"tla",1,3,3,3,14,"nativitas",10,289,29,19,3,3,9,14,9,3,7,9,"nativitas",0,1,0,10,0.338,0.718
290,19,29,"tla",1,3,3,3,14,"nativitas",10,290,29,19,3,3,9,14,9,3,7,9,"nativitas",0,1,0,10,0.338,0.718
291,19,29,"tla",1,3,3,3,14,"nativitas",10,291,29,19,3,3,9,14,9,3,7,9,"nativitas",0,1,0,10,0.338,0.718
292,20,29,"tla",2,2,3,3,1,"san antonio calpulalpan",12,292,29,20,9,9,6,1,6,9,4,6,"san antonio calpulalpan",0,1,0,13,0.821,0.821
293,20,29,"tla",2,2,3,3,1,"san antonio calpulalpan",12,293,29,20,9,9,6,1,6,9,4,6,"san antonio calpulalpan",0,1,0,13,0.821,0.821
294,20,29,"tla",2,2,3,3,1,"san antonio calpulalpan",12,294,29,20,9,9,6,1,6,9,4,6,"san antonio calpulalpan",0,1,0,13,0.821,0.821
295,60,29,"tla",2,2,3,3,1,"san antonio calpulalpan",12,295,29,60,9,9,6,1,6,9,4,6,"san antonio calpulalpan",0,1,0,13,0.821,0.821
296,60,29,"tla",2,2,3,3,1,"san antonio calpulalpan",12,296,29,60,9,9,6,1,6,9,4,6,"san antonio calpulalpan",0,1,0,13,0.821,0.821
297,20,29,"tla",2,2,3,3,1,"san antonio calpulalpan",12,297,29,20,9,9,6,1,6,9,4,6,"san antonio calpulalpan",0,1,0,13,0.821,0.821
298,20,29,"tla",2,2,3,3,1,"san antonio calpulalpan",12,298,29,20,9,9,6,1,6,9,4,6,"san antonio calpulalpan",0,1,0,13,0.821,0.821
299,21,29,"tla",2,2,3,3,1,"san antonio calpulalpan",13,299,29,21,9,9,6,1,6,9,4,6,"san antonio calpulalpan",0,1,0,13,0.821,0.821
300,21,29,"tla",2,2,3,3,1,"san antonio calpulalpan",13,300,29,21,9,9,6,1,6,9,4,6,"san antonio calpulalpan",0,1,0,13,0.821,0.821
301,21,29,"tla",2,2,3,3,1,"san antonio calpulalpan",13,301,29,21,9,9,6,1,6,9,4,6,"san antonio calpulalpan",0,1,0,13,0.821,0.821
302,21,29,"tla",2,2,3,3,1,"san antonio calpulalpan",13,302,29,21,9,9,6,1,6,9,4,6,"san antonio calpulalpan",0,1,0,13,0.821,0.821
303,21,29,"tla",2,2,3,3,1,"san antonio calpulalpan",13,303,29,21,9,9,6,1,6,9,4,6,"san antonio calpulalpan",0,1,0,13,0.821,0.821
304,21,29,"tla",2,2,3,3,1,"san antonio calpulalpan",13,304,29,21,9,9,6,1,6,9,4,6,"san antonio calpulalpan",0,1,0,13,0.821,0.821
305,21,29,"tla",2,2,3,3,1,"san antonio calpulalpan",13,305,29,21,9,9,6,1,6,9,4,6,"san antonio calpulalpan",0,1,0,13,0.821,0.821
306,21,29,"tla",2,2,3,3,1,"san antonio calpulalpan",13,306,29,21,9,9,6,1,6,9,4,6,"san antonio calpulalpan",0,1,0,13,0.821,0.821
307,21,29,"tla",2,2,3,3,1,"san antonio calpulalpan",13,307,29,21,9,9,6,1,6,9,4,6,"san antonio calpulalpan",0,1,0,13,0.821,0.821
308,21,29,"tla",2,2,3,3,1,"san antonio calpulalpan",13,308,29,21,9,9,6,1,6,9,4,6,"san antonio calpulalpan",0,1,0,13,0.821,0.821
309,22,29,"tla",1,3,2,2,12,"teolocholco",9,309,29,22,11,11,7,12,7,11,8,7,"teolocholco",0,1,0,7,0.55,0.356
310,22,29,"tla",1,3,2,2,12,"teolocholco",9,310,29,22,11,11,7,12,7,11,8,7,"teolocholco",0,1,0,7,0.55,0.356
311,22,29,"tla",1,3,2,2,12,"teolocholco",9,311,29,22,11,11,7,12,7,11,8,7,"teolocholco",0,1,0,7,0.55,0.356
312,22,29,"tla",1,3,2,2,12,"teolocholco",9,312,29,22,11,11,7,12,7,11,8,7,"teolocholco",0,1,0,7,0.55,0.356
313,46,29,"tla",1,3,3,3,12,"teolocholco",9,313,29,46,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356
314,46,29,"tla",1,3,3,3,12,"teolocholco",9,314,29,46,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356
315,46,29,"tla",1,3,3,2,12,"teolocholco",9,315,29,46,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356
316,45,29,"tla",1,3,3,3,14,"nativitas",10,316,29,45,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718
317,45,29,"tla",1,3,3,3,14,"nativitas",10,317,29,45,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718
318,23,29,"tla",1,3,3,3,14,"nativitas",10,318,29,23,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718
319,23,29,"tla",1,3,3,3,14,"nativitas",10,319,29,23,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718
320,23,29,"tla",1,3,3,3,14,"nativitas",10,320,29,23,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718
321,23,29,"tla",1,3,3,3,14,"nativitas",10,321,29,23,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718
322,23,29,"tla",1,3,3,3,14,"nativitas",10,322,29,23,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718
323,23,29,"tla",1,3,3,3,14,"nativitas",10,323,29,23,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718
324,23,29,"tla",1,3,3,3,14,"nativitas",10,324,29,23,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718
325,23,29,"tla",1,3,3,3,14,"nativitas",10,325,29,23,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718
326,23,29,"tla",1,3,3,3,14,"nativitas",10,326,29,23,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718
327,23,29,"tla",1,3,3,3,14,"nativitas",10,327,29,23,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718
328,23,29,"tla",1,3,3,3,14,"nativitas",10,328,29,23,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718
329,23,29,"tla",1,3,3,3,14,"nativitas",10,329,29,23,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718
330,23,29,"tla",1,3,3,3,14,"nativitas",10,330,29,23,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718
331,23,29,"tla",1,3,3,3,14,"nativitas",10,331,29,23,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718
332,24,29,"tla",1,2,3,3,6,"ixtacuixtla",11,332,29,24,10,10,10,6,10,3,11,10,"ixtacuixtla",1,0,0,11,0.222,0.774
333,24,29,"tla",1,2,3,3,6,"ixtacuixtla",11,333,29,24,10,10,10,6,10,3,11,10,"ixtacuixtla",1,0,0,11,0.222,0.774
334,24,29,"tla",1,2,3,3,6,"ixtacuixtla",11,334,29,24,10,10,10,6,10,3,11,10,"ixtacuixtla",1,0,0,11,0.222,0.774
335,24,29,"tla",1,2,3,3,6,"ixtacuixtla",11,335,29,24,10,10,10,6,10,3,11,10,"ixtacuixtla",1,0,0,11,0.222,0.774
336,24,29,"tla",1,2,3,3,6,"ixtacuixtla",11,336,29,24,10,10,10,6,10,3,11,10,"ixtacuixtla",1,0,0,11,0.222,0.774
337,24,29,"tla",1,2,3,3,6,"ixtacuixtla",11,337,29,24,10,10,10,6,10,3,11,10,"ixtacuixtla",1,0,0,11,0.222,0.774
338,24,29,"tla",1,2,3,3,6,"ixtacuixtla",11,338,29,24,10,10,10,6,10,3,11,10,"ixtacuixtla",1,0,0,11,0.222,0.774
339,24,29,"tla",1,2,3,3,6,"ixtacuixtla",11,339,29,24,10,10,10,6,10,3,11,10,"ixtacuixtla",1,0,0,11,0.222,0.774
340,24,29,"tla",1,2,3,3,6,"ixtacuixtla",11,340,29,24,10,10,10,6,10,3,11,10,"ixtacuixtla",1,0,0,11,0.222,0.774
341,24,29,"tla",1,2,3,3,6,"ixtacuixtla",11,341,29,24,10,10,10,6,10,3,11,10,"ixtacuixtla",1,0,0,11,0.222,0.774
342,24,29,"tla",1,2,3,3,6,"ixtacuixtla",11,342,29,24,10,10,10,6,10,3,11,10,"ixtacuixtla",1,0,0,11,0.222,0.774
343,24,29,"tla",1,2,3,3,6,"ixtacuixtla",11,343,29,24,10,10,10,6,10,3,11,10,"ixtacuixtla",1,0,0,11,0.222,0.774
344,24,29,"tla",1,2,3,3,6,"ixtacuixtla",11,344,29,24,10,10,10,6,10,3,11,10,"ixtacuixtla",1,0,0,11,0.222,0.774
345,24,29,"tla",1,2,3,3,6,"ixtacuixtla",11,345,29,24,10,10,10,6,10,3,11,10,"ixtacuixtla",1,0,0,11,0.222,0.774
346,24,29,"tla",1,2,3,3,6,"ixtacuixtla",11,346,29,24,10,10,10,6,10,3,11,10,"ixtacuixtla",1,0,0,11,0.222,0.774
347,24,29,"tla",1,2,3,3,6,"ixtacuixtla",11,347,29,24,10,10,10,6,10,3,11,10,"ixtacuixtla",1,0,0,11,0.222,0.774
348,25,29,"tla",1,3,2,2,15,"san pablo del monte",7,348,29,25,12,12,5,15,5,12,12,5,"san pablo del monte",0,1,1,6,0.882,0.652
349,25,29,"tla",1,3,2,2,15,"san pablo del monte",7,349,29,25,12,12,5,15,5,12,12,5,"san pablo del monte",0,1,1,6,0.882,0.652
350,25,29,"tla",1,3,2,2,15,"san pablo del monte",6,350,29,25,12,12,5,15,5,12,12,5,"san pablo del monte",0,1,1,6,0.882,0.652
351,25,29,"tla",1,3,2,2,15,"san pablo del monte",6,351,29,25,12,12,5,15,5,12,12,5,"san pablo del monte",0,1,1,6,0.882,0.652
352,25,29,"tla",1,3,2,2,15,"san pablo del monte",6,352,29,25,12,12,5,15,5,12,12,5,"san pablo del monte",0,1,1,6,0.882,0.652
353,25,29,"tla",1,3,2,2,15,"san pablo del monte",6,353,29,25,12,12,5,15,5,12,12,5,"san pablo del monte",0,1,1,6,0.882,0.652
354,25,29,"tla",1,3,2,2,15,"san pablo del monte",6,354,29,25,12,12,5,15,5,12,12,5,"san pablo del monte",0,1,1,6,0.882,0.652
355,25,29,"tla",1,3,2,2,15,"san pablo del monte",6,355,29,25,12,12,5,15,5,12,12,5,"san pablo del monte",0,1,1,6,0.882,0.652
356,25,29,"tla",1,3,2,2,15,"san pablo del monte",6,356,29,25,12,12,5,15,5,12,12,5,"san pablo del monte",0,1,1,6,0.882,0.652
357,25,29,"tla",1,3,2,2,15,"san pablo del monte",6,357,29,25,12,12,5,15,5,12,12,5,"san pablo del monte",0,1,1,6,0.882,0.652
358,25,29,"tla",1,3,2,2,15,"san pablo del monte",6,358,29,25,12,12,5,15,5,12,12,5,"san pablo del monte",0,1,1,6,0.882,0.652
