"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc2012","cab","X","edon.y","munn.y","escenario1","escenario2","escenario3_jge","escenario3","mc_clv1","pan_iee1","pri_clv1","pan_clv2","prd_clv2","prd_cnv2","esc1_priCLV1","esc1_panIEE1","esc1_mcCLV1","esc2_panCLV2","esc2_prdCLV2","esc2_prdCNV2","SQ","dsiSQ_E1","dsiSQ_E3"
532,12,17,"mor",4,4,4,4,11,11,"jojutla",532,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
533,12,17,"mor",4,4,4,4,11,11,"jojutla",533,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
534,12,17,"mor",4,4,4,4,11,11,"jojutla",534,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
535,12,17,"mor",4,4,4,4,11,11,"jojutla",535,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
536,12,17,"mor",4,4,4,4,11,11,"jojutla",536,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
537,13,17,"mor",2,3,5,5,10,18,"ayala",537,17,13,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,16,0.487,0.477
538,13,17,"mor",2,3,5,5,10,18,"ayala",538,17,13,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,16,0.487,0.477
539,13,17,"mor",2,3,5,5,10,18,"ayala",539,17,13,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,16,0.487,0.477
540,13,17,"mor",2,3,5,5,10,18,"ayala",540,17,13,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,16,0.487,0.477
541,13,17,"mor",2,3,5,5,10,18,"ayala",541,17,13,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,16,0.487,0.477
542,13,17,"mor",2,3,5,5,10,18,"ayala",542,17,13,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,16,0.487,0.477
543,13,17,"mor",2,3,5,5,10,18,"ayala",543,17,13,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,16,0.487,0.477
544,13,17,"mor",2,3,5,5,10,18,"ayala",544,17,13,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,16,0.487,0.477
545,13,17,"mor",2,3,5,5,10,18,"ayala",545,17,13,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,16,0.487,0.477
546,13,17,"mor",2,3,5,5,10,18,"ayala",546,17,13,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,16,0.487,0.477
547,13,17,"mor",2,3,5,5,10,18,"ayala",547,17,13,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,16,0.487,0.477
548,14,17,"mor",4,4,4,4,9,8,"puente de ixtla",548,17,14,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
549,14,17,"mor",4,4,4,4,9,8,"puente de ixtla",549,17,14,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
550,14,17,"mor",4,4,4,4,9,8,"puente de ixtla",550,17,14,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
551,14,17,"mor",4,4,4,4,9,8,"puente de ixtla",551,17,14,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
552,14,17,"mor",4,4,4,4,9,8,"puente de ixtla",552,17,14,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
553,14,17,"mor",4,4,4,4,9,8,"puente de ixtla",553,17,14,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
554,14,17,"mor",4,4,4,4,9,8,"puente de ixtla",554,17,14,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
555,15,17,"mor",4,4,4,4,5,8,"temixco",555,17,15,4,4,5,5,10,6,7,4,5,5,0,0,0,1,0,0,5,0.472,0.538
556,15,17,"mor",4,4,4,4,5,8,"temixco",556,17,15,4,4,5,5,10,6,7,4,5,5,0,0,0,1,0,0,5,0.472,0.538
557,15,17,"mor",4,4,4,4,5,8,"temixco",557,17,15,4,4,5,5,10,6,7,4,5,5,0,0,0,1,0,0,5,0.472,0.538
558,15,17,"mor",4,4,4,4,5,8,"temixco",558,17,15,4,4,5,5,10,6,7,4,5,5,0,0,0,1,0,0,5,0.472,0.538
559,15,17,"mor",4,4,4,4,5,8,"temixco",559,17,15,4,4,5,5,10,6,7,4,5,5,0,0,0,1,0,0,5,0.472,0.538
560,15,17,"mor",4,4,4,4,5,8,"temixco",560,17,15,4,4,5,5,10,6,7,4,5,5,0,0,0,1,0,0,5,0.472,0.538
561,15,17,"mor",4,4,4,4,5,8,"temixco",561,17,15,4,4,5,5,10,6,7,4,5,5,0,0,0,1,0,0,5,0.472,0.538
562,15,17,"mor",4,4,4,4,5,8,"temixco",562,17,15,4,4,5,5,10,6,7,4,5,5,0,0,0,1,0,0,5,0.472,0.538
563,15,17,"mor",4,4,4,4,5,8,"temixco",563,17,15,4,4,5,5,10,6,7,4,5,5,0,0,0,1,0,0,5,0.472,0.538
564,15,17,"mor",4,4,4,4,5,8,"temixco",564,17,15,4,4,5,5,10,6,7,4,5,5,0,0,0,1,0,0,5,0.472,0.538
565,15,17,"mor",4,4,4,4,5,8,"temixco",565,17,15,4,4,5,5,10,6,7,4,5,5,0,0,0,1,0,0,5,0.472,0.538
566,15,17,"mor",4,4,4,4,5,8,"temixco",566,17,15,4,4,5,5,10,6,7,4,5,5,0,0,0,1,0,0,5,0.472,0.538
567,15,17,"mor",4,4,4,4,5,8,"temixco",567,17,15,4,4,5,5,10,6,7,4,5,5,0,0,0,1,0,0,5,0.472,0.538
568,15,17,"mor",4,4,4,4,5,8,"temixco",568,17,15,4,4,5,5,10,6,7,4,5,5,0,0,0,1,0,0,5,0.472,0.538
569,16,17,"mor",3,3,3,5,4,17,"yecapixtla",569,17,16,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
570,16,17,"mor",3,3,3,5,4,17,"yecapixtla",570,17,16,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
571,16,17,"mor",3,3,3,5,4,17,"yecapixtla",571,17,16,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
572,16,17,"mor",3,3,3,5,4,17,"yecapixtla",572,17,16,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
573,16,17,"mor",3,3,3,5,4,17,"yecapixtla",573,17,16,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
574,16,17,"mor",3,3,3,5,4,17,"yecapixtla",574,17,16,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
575,16,17,"mor",3,3,3,5,4,17,"yecapixtla",575,17,16,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
576,16,17,"mor",3,3,3,5,4,17,"yecapixtla",576,17,16,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
577,16,17,"mor",3,3,3,5,4,17,"yecapixtla",577,17,16,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
578,16,17,"mor",3,3,3,5,4,17,"yecapixtla",578,17,16,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
579,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",579,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
580,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",580,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
581,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",581,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
582,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",582,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
583,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",583,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
584,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",584,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
585,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",585,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
586,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",586,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
587,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",587,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
588,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",588,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
589,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",589,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
590,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",590,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
591,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",591,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
592,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",592,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
593,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",593,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
594,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",594,17,17,1,1,1,1,10,6,1,2,1,1,1,0,0,0,1,1,9,0.467,0.462
595,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",595,17,17,1,1,1,1,10,6,1,2,1,1,1,0,0,0,1,1,9,0.467,0.462
596,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",596,17,17,1,1,1,1,10,6,1,2,1,1,1,0,0,0,1,1,9,0.467,0.462
597,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",597,17,17,1,1,1,1,10,6,1,2,1,1,1,0,0,0,1,1,9,0.467,0.462
598,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",598,17,17,1,1,1,1,10,6,1,2,1,1,1,0,0,0,1,1,9,0.467,0.462
599,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",599,17,17,1,1,1,1,10,6,1,2,1,1,1,0,0,0,1,1,9,0.467,0.462
600,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",600,17,17,1,1,1,1,10,6,1,2,1,1,1,0,0,0,1,1,9,0.467,0.462
601,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",601,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
602,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",602,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
603,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",603,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
604,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",604,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
605,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",605,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
606,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",606,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
607,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",607,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
608,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",608,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
609,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",609,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
610,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",610,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
611,18,17,"mor",3,2,2,4,5,5,"temixco",611,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
612,7,17,"mor",3,2,1,1,2,4,"cuernavaca",612,17,7,10,10,9,9,4,3,7,10,9,9,0,0,0,1,0,0,4,0.342,0.409
613,18,17,"mor",3,2,2,4,5,5,"temixco",613,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
614,18,17,"mor",3,2,2,4,5,5,"temixco",614,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
615,18,17,"mor",3,2,2,4,5,5,"temixco",615,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
616,18,17,"mor",3,2,2,4,5,5,"temixco",616,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
617,18,17,"mor",3,2,2,4,5,5,"temixco",617,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
618,18,17,"mor",3,2,2,4,5,5,"temixco",618,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
619,18,17,"mor",3,2,2,4,5,5,"temixco",619,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
620,18,17,"mor",3,2,2,4,5,5,"temixco",620,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
621,18,17,"mor",3,2,2,4,5,5,"temixco",621,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
622,18,17,"mor",3,2,2,4,5,5,"temixco",622,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
623,18,17,"mor",3,2,2,4,5,5,"temixco",623,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
624,18,17,"mor",3,2,2,4,5,5,"temixco",624,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
625,18,17,"mor",3,2,2,4,5,5,"temixco",625,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
626,18,17,"mor",3,2,2,4,5,5,"temixco",626,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
627,18,17,"mor",3,2,2,4,5,5,"temixco",627,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
628,18,17,"mor",3,2,2,4,5,5,"temixco",628,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
629,18,17,"mor",3,2,2,4,5,5,"temixco",629,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
630,18,17,"mor",3,2,2,4,5,5,"temixco",630,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
631,18,17,"mor",3,2,2,4,5,5,"temixco",631,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
632,18,17,"mor",3,2,2,4,5,5,"temixco",632,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
633,18,17,"mor",3,2,2,4,5,5,"temixco",633,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
634,18,17,"mor",3,2,2,4,5,5,"temixco",634,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
635,18,17,"mor",3,2,2,4,5,5,"temixco",635,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
636,18,17,"mor",3,2,2,4,5,5,"temixco",636,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
637,18,17,"mor",3,2,2,4,5,5,"temixco",637,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
638,18,17,"mor",3,2,2,4,5,5,"temixco",638,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
639,18,17,"mor",3,2,2,4,5,5,"temixco",639,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
640,18,17,"mor",3,2,2,4,5,5,"temixco",640,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
641,18,17,"mor",3,2,2,4,5,5,"temixco",641,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
642,18,17,"mor",3,2,2,4,5,5,"temixco",642,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
643,18,17,"mor",3,2,2,4,5,5,"temixco",643,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
644,18,17,"mor",3,2,2,4,5,5,"temixco",644,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
645,18,17,"mor",3,2,2,4,5,5,"temixco",645,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
646,18,17,"mor",3,2,2,4,5,5,"temixco",646,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
647,18,17,"mor",3,2,2,4,5,5,"temixco",647,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
648,18,17,"mor",3,2,2,4,5,5,"temixco",648,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
649,18,17,"mor",3,2,2,4,5,5,"temixco",649,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
650,18,17,"mor",3,2,2,4,5,5,"temixco",650,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
651,18,17,"mor",3,2,2,4,5,5,"temixco",651,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
652,18,17,"mor",3,2,2,4,5,5,"temixco",652,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
653,18,17,"mor",3,2,2,4,5,5,"temixco",653,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
654,19,17,"mor",2,3,5,3,11,18,"jojutla",654,17,19,2,2,2,2,11,9,3,3,2,2,0,0,0,0,1,1,11,0.487,0.633
655,19,17,"mor",2,3,5,3,11,18,"jojutla",655,17,19,2,2,2,2,11,9,3,3,2,2,0,0,0,0,1,1,11,0.487,0.633
656,19,17,"mor",2,3,5,3,11,18,"jojutla",656,17,19,2,2,2,2,11,9,3,3,2,2,0,0,0,0,1,1,11,0.487,0.633
657,19,17,"mor",2,3,5,3,11,18,"jojutla",657,17,19,2,2,2,2,11,9,3,3,2,2,0,0,0,0,1,1,11,0.487,0.633
658,19,17,"mor",2,3,5,3,11,18,"jojutla",658,17,19,2,2,2,2,11,9,3,3,2,2,0,0,0,0,1,1,11,0.487,0.633
659,19,17,"mor",2,3,5,3,11,18,"jojutla",659,17,19,2,2,2,2,11,9,3,3,2,2,0,0,0,0,1,1,11,0.487,0.633
660,19,17,"mor",2,3,5,3,11,18,"jojutla",660,17,19,2,2,2,2,11,9,3,3,2,2,0,0,0,0,1,1,11,0.487,0.633
661,19,17,"mor",2,3,5,3,11,18,"jojutla",661,17,19,2,2,2,2,11,9,3,3,2,2,0,0,0,0,1,1,11,0.487,0.633
662,19,17,"mor",2,3,5,3,11,18,"jojutla",662,17,19,2,2,2,2,11,9,3,3,2,2,0,0,0,0,1,1,11,0.487,0.633
663,19,17,"mor",2,3,5,3,11,18,"jojutla",663,17,19,2,2,2,2,11,9,3,3,2,2,0,0,0,0,1,1,11,0.487,0.633
664,19,17,"mor",2,3,5,3,11,18,"jojutla",664,17,19,2,2,2,2,11,9,3,3,2,2,0,0,0,0,1,1,11,0.487,0.633
665,19,17,"mor",2,3,5,3,11,18,"jojutla",665,17,19,2,2,2,2,11,9,3,3,2,2,0,0,0,0,1,1,11,0.487,0.633
666,19,17,"mor",2,3,5,3,11,18,"jojutla",666,17,19,2,2,2,2,11,9,3,3,2,2,0,0,0,0,1,1,11,0.487,0.633
667,19,17,"mor",2,3,5,3,11,18,"jojutla",667,17,19,2,2,2,2,11,9,3,3,2,2,0,0,0,0,1,1,11,0.487,0.633
668,19,17,"mor",2,3,5,3,11,18,"jojutla",668,17,19,2,2,2,2,11,9,3,3,2,2,0,0,0,0,1,1,11,0.487,0.633
669,19,17,"mor",2,3,5,3,11,18,"jojutla",669,17,19,2,2,2,2,11,9,3,3,2,2,0,0,0,0,1,1,11,0.487,0.633
670,20,17,"mor",3,2,3,5,3,12,"tepoztlán",670,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,13,0.171,0.174
671,20,17,"mor",3,2,3,5,3,12,"tepoztlán",671,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,13,0.171,0.174
672,20,17,"mor",3,2,3,5,3,12,"tepoztlán",672,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,13,0.171,0.174
673,20,17,"mor",3,2,3,5,3,12,"tepoztlán",673,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,13,0.171,0.174
674,20,17,"mor",3,2,3,5,3,12,"tepoztlán",674,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,13,0.171,0.174
675,20,17,"mor",3,2,3,5,3,12,"tepoztlán",675,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,13,0.171,0.174
676,20,17,"mor",3,2,3,5,3,12,"tepoztlán",676,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,13,0.171,0.174
677,20,17,"mor",3,2,3,5,3,12,"tepoztlán",677,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,13,0.171,0.174
678,20,17,"mor",3,2,3,5,3,12,"tepoztlán",678,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,13,0.171,0.174
679,20,17,"mor",3,2,3,5,3,12,"tepoztlán",679,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,13,0.171,0.174
680,20,17,"mor",3,2,3,5,3,12,"tepoztlán",680,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,13,0.171,0.174
681,20,17,"mor",3,2,3,5,3,12,"tepoztlán",681,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,13,0.171,0.174
682,20,17,"mor",3,2,3,5,3,12,"tepoztlán",682,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,13,0.171,0.174
683,20,17,"mor",3,2,3,5,3,12,"tepoztlán",683,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,13,0.171,0.174
684,20,17,"mor",3,2,3,5,3,12,"tepoztlán",684,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,13,0.171,0.174
685,20,17,"mor",3,2,3,5,3,12,"tepoztlán",685,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,13,0.171,0.174
686,20,17,"mor",3,2,3,5,3,12,"tepoztlán",686,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,13,0.171,0.174
687,20,17,"mor",3,2,3,5,3,12,"tepoztlán",687,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,13,0.171,0.174
688,20,17,"mor",3,2,3,5,3,12,"tepoztlán",688,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,13,0.171,0.174
689,21,17,"mor",4,4,4,4,9,8,"puente de ixtla",689,17,21,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
690,21,17,"mor",4,4,4,4,9,8,"puente de ixtla",690,17,21,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
691,21,17,"mor",4,4,4,4,9,8,"puente de ixtla",691,17,21,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
692,21,17,"mor",4,4,4,4,9,8,"puente de ixtla",692,17,21,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
693,21,17,"mor",4,4,4,4,9,8,"puente de ixtla",693,17,21,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
694,21,17,"mor",4,4,4,4,9,8,"puente de ixtla",694,17,21,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467,0.462
695,22,17,"mor",3,3,3,5,4,17,"yecapixtla",695,17,22,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
696,22,17,"mor",3,3,3,5,4,17,"yecapixtla",696,17,22,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
697,22,17,"mor",3,3,3,5,4,17,"yecapixtla",697,17,22,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
698,22,17,"mor",3,3,3,5,4,17,"yecapixtla",698,17,22,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
699,22,17,"mor",3,3,3,5,4,17,"yecapixtla",699,17,22,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
700,22,17,"mor",3,3,3,5,4,17,"yecapixtla",700,17,22,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
701,22,17,"mor",3,3,3,5,4,17,"yecapixtla",701,17,22,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
702,22,17,"mor",3,3,3,5,4,17,"yecapixtla",702,17,22,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
703,23,17,"mor",3,2,3,5,3,13,"tepoztlán",703,17,23,9,9,10,10,12,11,2,7,10,10,0,0,0,0,0,0,13,0.171,0.174
704,23,17,"mor",3,2,3,5,3,13,"tepoztlán",704,17,23,9,9,10,10,12,11,2,7,10,10,0,0,0,0,0,0,13,0.171,0.174
705,23,17,"mor",3,2,3,5,3,13,"tepoztlán",705,17,23,9,9,10,10,12,11,2,7,10,10,0,0,0,0,0,0,13,0.171,0.174
706,23,17,"mor",3,2,3,5,3,13,"tepoztlán",706,17,23,9,9,10,10,12,11,2,7,10,10,0,0,0,0,0,0,13,0.171,0.174
707,24,17,"mor",4,4,5,3,10,10,"ayala",707,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568,0.477
708,24,17,"mor",4,4,5,3,10,10,"ayala",708,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568,0.477
709,24,17,"mor",4,4,5,3,10,10,"ayala",709,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568,0.477
710,24,17,"mor",4,4,5,3,10,10,"ayala",710,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568,0.477
