"seccion","munn","edon","disloc2018","disloc1996","esc1","esc3","pobtot","SQ","dsi_pob"
1,1,15,14,13,10,4,1958,10,1
2,1,15,14,13,10,4,2049,10,1
3,1,15,14,13,10,4,2374,10,1
4,1,15,14,13,10,4,3054,10,1
5,1,15,14,13,10,4,890,10,1
6,1,15,14,13,10,4,1099,10,1
7,1,15,14,13,10,4,1172,10,1
8,1,15,14,13,10,4,971,10,1
9,1,15,14,13,10,4,811,10,1
10,1,15,14,13,10,4,1763,10,1
11,1,15,14,13,10,4,2347,10,1
12,1,15,14,13,10,4,1521,10,1
13,1,15,14,13,10,4,2181,10,1
14,1,15,14,13,10,4,2303,10,1
15,1,15,14,13,10,4,1273,10,1
16,1,15,14,13,10,4,2433,10,1
17,1,15,14,13,10,4,2116,10,1
18,1,15,14,13,10,4,982,10,1
19,1,15,14,13,10,4,2510,10,1
20,1,15,14,13,10,4,3348,10,1
21,1,15,14,13,10,4,2387,10,1
22,1,15,14,13,10,4,2315,10,1
23,1,15,14,13,10,4,2533,10,1
24,1,15,14,13,10,4,1065,10,1
25,1,15,14,13,10,4,1332,10,1
26,1,15,14,13,10,4,1835,10,1
27,1,15,14,13,10,4,1198,10,1
28,1,15,14,13,10,4,3224,10,1
29,1,15,14,13,10,4,1274,10,1
30,1,15,14,13,10,4,2114,10,1
31,1,15,14,13,10,4,2289,10,1
32,1,15,14,13,10,4,1695,10,1
33,2,15,39,39,17,16,2688,17,0.906253847732403
34,2,15,39,39,17,16,2734,17,0.906253847732403
35,2,15,39,39,17,16,4111,17,0.906253847732403
36,2,15,39,39,17,16,676,17,0.906253847732403
37,2,15,39,39,17,16,2123,17,0.906253847732403
38,2,15,39,39,17,16,2908,17,0.906253847732403
39,2,15,39,39,17,16,229,17,0.906253847732403
40,2,15,39,39,17,16,820,17,0.906253847732403
41,2,15,39,39,17,16,2988,17,0.906253847732403
42,2,15,39,39,17,16,1938,17,0.906253847732403
43,2,15,39,39,17,16,3113,17,0.906253847732403
44,2,15,39,39,17,16,2446,17,0.906253847732403
45,2,15,39,39,17,16,2925,17,0.906253847732403
46,2,15,39,39,17,16,3086,17,0.906253847732403
47,2,15,39,39,17,16,3228,17,0.906253847732403
48,2,15,39,39,17,16,3044,17,0.906253847732403
49,2,15,39,39,17,16,4689,17,0.906253847732403
50,2,15,39,39,17,16,3089,17,0.906253847732403
51,2,15,39,39,17,16,3669,17,0.906253847732403
52,2,15,39,39,17,16,3554,17,0.906253847732403
53,2,15,39,39,17,16,2068,17,0.906253847732403
54,2,15,39,39,17,16,2835,17,0.906253847732403
