"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","cab","mun","disloc2005","disloc2017","demarc2008","X","edon.y","munn.y","escenario1","escenario2","escenario3","pan_clv1","pri_clv1","esc1_panCLV1","esc1_priCLV1","E1","dsiE1_E3"
639,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,633,18,17,9,9,9,9,9,1,1,9,0.378
640,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,634,18,17,9,9,9,9,9,1,1,9,0.378
641,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,635,18,17,8,9,9,9,9,0,0,9,0.378
642,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,636,18,17,8,9,9,9,9,0,0,9,0.378
643,17,18,"nay",1,2,2,2,"tepic","tepic",5,8,17.03,637,18,17,8,8,8,8,8,1,1,4,0.925
644,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,638,18,17,4,8,8,8,8,0,0,4,0.925
645,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,639,18,17,4,8,8,8,8,0,0,4,0.925
646,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,640,18,17,4,8,8,8,8,0,0,4,0.925
647,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,641,18,17,4,8,8,8,8,0,0,4,0.925
648,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,642,18,17,4,8,8,8,8,0,0,4,0.925
649,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,643,18,17,4,8,8,8,8,0,0,4,0.925
650,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,644,18,17,4,8,8,8,8,0,0,4,0.925
651,17,18,"nay",1,2,2,2,"tepic","tepic",5,8,17.03,645,18,17,8,8,8,8,8,1,1,4,0.925
652,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.03,646,18,17,8,9,9,9,9,0,0,9,0.378
653,17,18,"nay",1,2,2,2,"tepic","tepic",1,9,17.04,647,18,17,9,9,9,7,9,0,1,9,0.378
654,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,648,18,17,9,9,9,9,9,1,1,9,0.378
655,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,649,18,17,9,9,9,9,9,1,1,9,0.378
656,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,650,18,17,9,9,9,9,9,1,1,9,0.378
657,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,651,18,17,9,9,9,9,9,1,1,9,0.378
658,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,652,18,17,9,9,9,9,9,1,1,9,0.378
659,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.01,653,18,17,9,9,9,9,9,1,1,9,0.378
660,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.01,654,18,17,9,9,9,9,9,1,1,9,0.378
661,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.09,655,18,17,9,11,11,9,11,1,0,8,0.329
662,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.09,656,18,17,9,11,11,9,11,1,0,8,0.329
663,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.09,657,18,17,9,11,11,9,11,1,0,8,0.329
664,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.09,658,18,17,9,11,11,9,11,1,0,8,0.329
665,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.09,659,18,17,9,11,11,9,11,1,0,8,0.329
666,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.09,660,18,17,9,10,10,9,10,1,0,7,0.439
667,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,661,18,17,9,9,9,9,9,1,1,9,0.378
668,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,662,18,17,9,9,9,9,9,1,1,9,0.378
669,17,18,"nay",1,2,2,2,"tepic","tepic",1,9,17.04,663,18,17,9,9,9,7,9,0,1,9,0.378
670,17,18,"nay",1,2,2,2,"tepic","tepic",1,9,17.04,664,18,17,8,9,9,7,9,0,0,9,0.378
671,17,18,"nay",1,2,2,2,"tepic","tepic",1,9,17.04,665,18,17,9,9,9,7,9,0,1,9,0.378
672,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.04,666,18,17,9,7,7,7,7,0,0,6,0.532
673,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.04,667,18,17,8,7,7,7,7,0,0,6,0.532
674,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.04,668,18,17,6,7,7,7,7,0,0,6,0.532
675,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.04,669,18,17,6,7,7,7,7,0,0,6,0.532
676,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.04,670,18,17,6,7,7,7,7,0,0,6,0.532
677,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,671,18,17,4,8,8,8,8,0,0,4,0.925
678,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.05,672,18,17,4,8,8,8,8,0,0,4,0.925
679,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.05,673,18,17,4,8,8,8,8,0,0,4,0.925
680,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.05,674,18,17,6,7,7,7,7,0,0,6,0.532
681,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.04,675,18,17,6,7,7,7,7,0,0,6,0.532
682,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.04,676,18,17,6,7,7,7,7,0,0,6,0.532
683,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.04,677,18,17,6,7,7,7,7,0,0,6,0.532
684,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.04,678,18,17,9,7,7,7,7,0,0,6,0.532
685,17,18,"nay",1,2,2,2,"tepic","tepic",1,9,17.04,679,18,17,9,9,9,7,9,0,1,9,0.378
686,17,18,"nay",1,2,2,2,"tepic","tepic",1,9,17.04,680,18,17,9,9,9,7,9,0,1,9,0.378
687,17,18,"nay",1,2,2,2,"tepic","tepic",1,9,17.04,681,18,17,9,9,9,7,9,0,1,9,0.378
688,17,18,"nay",1,2,2,2,"tepic","tepic",1,9,17.04,682,18,17,9,9,9,7,9,0,1,9,0.378
689,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.04,683,18,17,9,7,7,7,7,0,0,6,0.532
690,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.04,684,18,17,6,7,7,7,7,0,0,6,0.532
691,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.04,685,18,17,6,7,7,7,7,0,0,6,0.532
692,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.04,686,18,17,6,7,7,7,7,0,0,6,0.532
693,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.05,687,18,17,6,7,7,7,7,0,0,6,0.532
694,17,18,"nay",1,2,2,2,"tepic","tepic",2,12,17.05,688,18,17,6,7,7,8,7,0,0,6,0.532
695,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.05,689,18,17,6,7,7,7,7,0,0,6,0.532
696,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.05,690,18,17,6,7,7,7,7,0,0,6,0.532
697,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.04,691,18,17,6,7,7,7,7,0,0,6,0.532
698,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.04,692,18,17,6,7,7,7,7,0,0,6,0.532
699,17,18,"nay",1,2,2,2,"tepic","tepic",1,11,17.04,693,18,17,9,10,10,7,10,0,0,7,0.439
700,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.09,694,18,17,9,10,10,9,10,1,0,7,0.439
701,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.09,695,18,17,9,11,11,6,11,0,0,8,0.329
702,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.09,696,18,17,9,10,10,6,10,0,0,7,0.439
703,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.09,697,18,17,9,10,10,10,10,0,0,7,0.439
704,17,18,"nay",1,2,2,2,"tepic","tepic",1,11,17.05,698,18,17,9,10,10,7,10,0,0,7,0.439
705,17,18,"nay",1,2,2,2,"tepic","tepic",1,11,17.05,699,18,17,6,10,10,7,10,0,0,7,0.439
706,17,18,"nay",1,2,2,2,"tepic","tepic",1,11,17.05,700,18,17,6,10,10,7,10,0,0,7,0.439
707,17,18,"nay",1,2,2,2,"tepic","tepic",1,11,17.05,701,18,17,6,10,10,7,10,0,0,7,0.439
708,17,18,"nay",1,2,2,2,"tepic","tepic",1,11,17.05,702,18,17,6,10,10,7,10,0,0,7,0.439
709,17,18,"nay",1,2,2,2,"tepic","tepic",1,11,17.05,703,18,17,6,10,10,10,10,0,0,7,0.439
710,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.05,704,18,17,6,7,7,7,7,0,0,6,0.532
712,17,18,"nay",1,2,2,2,"tepic","tepic",2,12,17.05,705,18,17,6,7,7,8,7,0,0,6,0.532
713,17,18,"nay",1,2,2,2,"tepic","tepic",1,11,17.05,706,18,17,6,10,10,10,10,0,0,7,0.439
714,17,18,"nay",1,2,2,2,"tepic","tepic",1,11,17.05,707,18,17,6,10,10,10,10,0,0,7,0.439
715,17,18,"nay",1,2,2,2,"tepic","tepic",1,11,17.05,708,18,17,6,10,10,10,10,0,0,7,0.439
716,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.09,709,18,17,7,10,10,10,10,0,0,7,0.439
717,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.09,710,18,17,9,10,10,10,10,0,0,7,0.439
718,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.09,711,18,17,9,10,10,10,10,0,0,7,0.439
719,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.09,712,18,17,9,10,10,6,10,0,0,7,0.439
720,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.09,713,18,17,9,10,10,6,10,0,0,7,0.439
721,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.09,714,18,17,7,10,10,10,10,0,0,7,0.439
722,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.09,715,18,17,7,10,10,10,10,0,0,7,0.439
723,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.09,716,18,17,7,10,10,10,10,0,0,7,0.439
724,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.09,717,18,17,7,10,10,10,10,0,0,7,0.439
725,17,18,"nay",1,2,2,2,"tepic","tepic",1,11,17.05,718,18,17,6,10,10,10,10,0,0,7,0.439
726,17,18,"nay",1,2,2,2,"tepic","tepic",1,11,17.08,719,18,17,6,10,10,10,10,0,0,7,0.439
727,17,18,"nay",1,2,2,2,"tepic","tepic",3,11,17.08,720,18,17,6,10,10,10,10,0,0,7,0.439
728,17,18,"nay",1,2,2,2,"tepic","tepic",1,11,17.05,721,18,17,6,10,10,10,10,0,0,7,0.439
729,17,18,"nay",1,2,2,2,"tepic","tepic",3,11,17.08,722,18,17,7,10,10,10,10,0,0,7,0.439
730,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.09,723,18,17,7,10,10,10,10,0,0,7,0.439
731,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.08,724,18,17,7,10,10,10,10,0,0,7,0.439
732,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.09,725,18,17,7,11,11,6,11,0,0,8,0.329
733,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.08,726,18,17,7,10,10,10,10,0,0,7,0.439
734,17,18,"nay",1,2,2,2,"tepic","tepic",3,11,17.08,727,18,17,6,10,10,10,10,0,0,7,0.439
735,17,18,"nay",1,2,2,2,"tepic","tepic",1,11,17.08,728,18,17,6,10,10,10,10,0,0,7,0.439
736,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,729,18,17,6,7,7,7,7,0,0,6,0.532
738,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,730,18,17,6,7,7,7,7,0,0,6,0.532
739,17,18,"nay",1,2,2,2,"tepic","tepic",3,11,17.08,731,18,17,7,10,10,10,10,0,0,7,0.439
740,17,18,"nay",1,2,2,2,"tepic","tepic",3,11,17.08,732,18,17,7,10,10,10,10,0,0,7,0.439
741,17,18,"nay",1,2,2,2,"tepic","tepic",3,11,17.08,733,18,17,7,10,10,10,10,0,0,7,0.439
742,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.08,734,18,17,7,10,10,10,10,0,0,7,0.439
743,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.08,735,18,17,7,10,10,10,10,0,0,7,0.439
744,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.08,736,18,17,7,10,10,10,10,0,0,7,0.439
745,17,18,"nay",1,2,2,2,"tepic","tepic",3,11,17.08,737,18,17,7,10,10,10,10,0,0,7,0.439
746,17,18,"nay",1,2,2,2,"tepic","tepic",3,11,17.08,738,18,17,7,10,10,10,10,0,0,7,0.439
747,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,739,18,17,6,7,7,7,7,0,0,6,0.532
748,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,740,18,17,6,7,7,7,7,0,0,6,0.532
749,17,18,"nay",1,2,2,2,"tepic","tepic",3,12,17.07,741,18,17,5,7,7,7,7,0,0,6,0.532
750,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.04,742,18,17,6,7,7,7,7,0,0,6,0.532
751,17,18,"nay",1,2,2,2,"tepic","tepic",3,11,17.07,743,18,17,7,10,10,10,10,0,0,7,0.439
752,17,18,"nay",1,2,2,2,"tepic","tepic",3,11,17.08,744,18,17,7,10,10,10,10,0,0,7,0.439
753,17,18,"nay",1,2,2,2,"xalisco","tepic",3,14,17.08,745,18,17,7,6,6,10,6,0,0,16,0.595
754,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.08,746,18,17,7,11,11,6,11,0,0,8,0.329
755,17,18,"nay",1,2,2,2,"tepic","tepic",3,11,17.08,747,18,17,7,10,10,10,10,0,0,7,0.439
756,17,18,"nay",1,2,2,2,"tepic","tepic",3,11,17.07,748,18,17,7,10,10,10,10,0,0,7,0.439
757,17,18,"nay",1,2,2,2,"tepic","tepic",3,11,17.07,749,18,17,7,10,10,10,10,0,0,7,0.439
759,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,750,18,17,5,5,5,5,5,1,1,5,0.5
760,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,751,18,17,5,5,5,5,5,1,1,5,0.5
761,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,752,18,17,5,5,5,5,5,1,1,5,0.5
762,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,753,18,17,5,5,5,7,5,0,1,5,0.5
763,17,18,"nay",1,2,2,2,"xalisco","tepic",3,14,17.07,754,18,17,7,6,6,10,6,0,0,16,0.595
764,17,18,"nay",1,2,2,2,"xalisco","tepic",3,14,17.07,755,18,17,7,6,6,10,6,0,0,16,0.595
765,17,18,"nay",1,2,2,2,"tepic","tepic",3,11,17.08,756,18,17,7,10,10,10,10,0,0,7,0.439
766,17,18,"nay",1,2,2,2,"xalisco","tepic",3,14,17.07,757,18,17,5,6,6,5,6,1,0,16,0.595
767,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,758,18,17,5,5,5,5,5,1,1,5,0.5
768,17,18,"nay",1,2,2,2,"tepic","tepic",2,6,17.11,759,18,17,10,11,11,11,11,0,0,8,0.329
769,17,18,"nay",1,2,2,2,"tepic","tepic",2,6,17.11,760,18,17,10,11,11,11,11,0,0,8,0.329
770,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.11,761,18,17,8,11,11,11,11,0,0,8,0.329
771,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.11,762,18,17,8,11,11,11,11,0,0,8,0.329
772,17,18,"nay",1,2,2,2,"tepic","tepic",2,6,17.11,763,18,17,10,11,11,11,11,0,0,8,0.329
773,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.11,764,18,17,8,11,11,11,11,0,0,8,0.329
774,17,18,"nay",1,2,2,2,"tepic","tepic",2,6,17.11,765,18,17,10,11,11,11,11,0,0,8,0.329
775,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.11,766,18,17,8,11,11,11,11,0,0,8,0.329
776,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.11,767,18,17,8,11,11,11,11,0,0,8,0.329
777,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.11,768,18,17,8,11,11,11,11,0,0,8,0.329
778,17,18,"nay",1,2,2,2,"tepic","tepic",2,6,17.11,769,18,17,8,11,11,11,11,0,0,8,0.329
779,17,18,"nay",1,2,2,2,"tepic","tepic",2,6,17.1,770,18,17,10,11,11,11,11,0,0,8,0.329
780,17,18,"nay",1,2,2,2,"tepic","tepic",2,6,17.1,771,18,17,10,11,11,11,11,0,0,8,0.329
781,17,18,"nay",1,2,2,2,"tepic","tepic",2,6,17.1,772,18,17,10,11,11,11,11,0,0,8,0.329
782,17,18,"nay",1,2,2,2,"tepic","tepic",2,6,17.1,773,18,17,10,11,11,11,11,0,0,8,0.329
783,17,18,"nay",1,2,2,2,"tepic","tepic",2,6,17.1,774,18,17,10,11,11,11,11,0,0,8,0.329
784,17,18,"nay",1,2,2,2,"tepic","tepic",2,7,17.1,775,18,17,10,5,5,11,5,0,0,5,0.5
785,17,18,"nay",1,2,2,2,"tepic","tepic",2,7,17.1,776,18,17,10,5,5,11,5,0,0,5,0.5
786,17,18,"nay",1,2,2,2,"tepic","tepic",2,7,17.1,777,18,17,10,5,5,11,5,0,0,5,0.5
787,17,18,"nay",1,2,2,2,"tepic","tepic",2,6,17.11,778,18,17,8,11,11,11,11,0,0,8,0.329
788,17,18,"nay",1,2,2,2,"tepic","tepic",2,6,17.11,779,18,17,8,11,11,11,11,0,0,8,0.329
789,17,18,"nay",1,2,2,2,"tepic","tepic",2,6,17.11,780,18,17,8,11,11,11,11,0,0,8,0.329
790,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.11,781,18,17,8,11,11,11,11,0,0,8,0.329
791,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.11,782,18,17,8,11,11,11,11,0,0,8,0.329
792,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.11,783,18,17,8,11,11,11,11,0,0,8,0.329
793,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.11,784,18,17,8,11,11,11,11,0,0,8,0.329
794,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.11,785,18,17,8,11,11,11,11,0,0,8,0.329
795,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.11,786,18,17,8,11,11,11,11,0,0,8,0.329
796,17,18,"nay",1,2,2,2,"tepic","tepic",2,7,17.1,787,18,17,10,5,5,11,5,0,0,5,0.5
797,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.1,788,18,17,10,5,5,11,5,0,0,5,0.5
798,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.1,789,18,17,10,8,8,11,8,0,0,4,0.925
799,17,18,"nay",1,2,2,2,"tepic","tepic",2,7,17.1,790,18,17,10,5,5,5,5,0,0,5,0.5
800,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.11,791,18,17,8,11,11,11,11,0,0,8,0.329
801,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.11,792,18,17,8,11,11,11,11,0,0,8,0.329
802,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.11,793,18,17,8,11,11,11,11,0,0,8,0.329
803,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.11,794,18,17,8,11,11,11,11,0,0,8,0.329
804,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.1,795,18,17,5,5,5,5,5,1,1,5,0.5
805,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.1,796,18,17,5,5,5,5,5,1,1,5,0.5
806,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.11,797,18,17,7,11,11,6,11,0,0,8,0.329
807,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.1,798,18,17,5,5,5,5,5,1,1,5,0.5
808,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.1,799,18,17,5,5,5,5,5,1,1,5,0.5
809,17,18,"nay",1,2,2,2,"tepic","tepic",3,11,17.07,800,18,17,7,10,10,10,10,0,0,7,0.439
810,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.01,801,18,18,3,15,15,15,15,0,0,3,0.34
811,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.01,802,18,18,3,15,15,15,15,0,0,3,0.34
812,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.01,803,18,18,3,15,15,15,15,0,0,3,0.34
813,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.02,804,18,18,3,15,15,15,15,0,0,3,0.34
814,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.02,805,18,18,3,15,15,15,15,0,0,3,0.34
815,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.01,806,18,18,3,15,15,15,15,0,0,3,0.34
816,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.01,807,18,18,3,15,15,15,15,0,0,3,0.34
817,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.03,808,18,18,3,15,15,15,15,0,0,3,0.34
818,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.03,809,18,18,3,15,15,15,15,0,0,3,0.34
819,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.03,810,18,18,3,15,15,15,15,0,0,3,0.34
820,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.04,811,18,18,3,15,15,15,15,0,0,3,0.34
821,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.04,812,18,18,3,15,15,15,15,0,0,3,0.34
822,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.05,813,18,18,3,15,15,15,15,0,0,3,0.34
823,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.05,814,18,18,3,15,15,15,15,0,0,3,0.34
824,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.05,815,18,18,3,15,15,15,15,0,0,3,0.34
825,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.05,816,18,18,3,15,15,15,15,0,0,3,0.34
826,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.04,817,18,18,3,15,15,15,15,0,0,3,0.34
827,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.04,818,18,18,3,15,15,15,15,0,0,3,0.34
828,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.03,819,18,18,3,15,15,15,15,0,0,3,0.34
829,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.03,820,18,18,3,15,15,15,15,0,0,3,0.34
830,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.02,821,18,18,3,15,15,15,15,0,0,3,0.34
831,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.02,822,18,18,3,15,15,15,15,0,0,3,0.34
832,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.03,823,18,18,3,15,15,15,15,0,0,3,0.34
833,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.03,824,18,18,3,15,15,15,15,0,0,3,0.34
834,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.04,825,18,18,3,15,15,15,15,0,0,3,0.34
835,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.04,826,18,18,3,15,15,15,15,0,0,3,0.34
836,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.06,827,18,18,3,15,15,15,15,0,0,3,0.34
837,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.06,828,18,18,3,15,15,15,15,0,0,3,0.34
838,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.06,829,18,18,3,15,15,15,15,0,0,3,0.34
839,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.07,830,18,18,3,15,15,15,15,0,0,3,0.34
840,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.07,831,18,18,3,15,15,15,15,0,0,3,0.34
841,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.07,832,18,18,3,15,15,15,15,0,0,3,0.34
842,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.07,833,18,18,3,15,15,15,15,0,0,3,0.34
843,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.07,834,18,18,3,15,15,15,15,0,0,3,0.34
844,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.01,835,18,19,16,6,6,6,6,0,0,16,0.595
845,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.03,836,18,19,16,6,6,6,6,0,0,16,0.595
846,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.03,837,18,19,16,6,6,6,6,0,0,16,0.595
847,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.02,838,18,19,16,6,6,6,6,0,0,16,0.595
848,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.04,839,18,19,16,6,6,6,6,0,0,16,0.595
849,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.04,840,18,19,16,6,6,6,6,0,0,16,0.595
850,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.04,841,18,19,16,6,6,6,6,0,0,16,0.595
851,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.05,842,18,19,16,6,6,6,6,0,0,16,0.595
852,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.05,843,18,19,16,6,6,6,6,0,0,16,0.595
853,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.05,844,18,19,16,6,6,6,6,0,0,16,0.595
854,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.05,845,18,19,16,6,6,6,6,0,0,16,0.595
855,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.05,846,18,19,16,6,6,6,6,0,0,16,0.595
856,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.07,847,18,19,16,6,6,6,6,0,0,16,0.595
857,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.06,848,18,19,16,6,6,6,6,0,0,16,0.595
858,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.06,849,18,19,16,6,6,6,6,0,0,16,0.595
859,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.06,850,18,19,16,6,6,6,6,0,0,16,0.595
860,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.06,851,18,19,16,6,6,6,6,0,0,16,0.595
861,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.07,852,18,19,16,6,6,6,6,0,0,16,0.595
862,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.07,853,18,19,16,6,6,6,6,0,0,16,0.595
863,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.07,854,18,19,16,6,6,6,6,0,0,16,0.595
864,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.07,855,18,19,16,6,6,6,6,0,0,16,0.595
865,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.06,856,18,19,16,6,6,6,6,0,0,16,0.595
