"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2016","cab","disloc2013","X","edon.y","munn.y","escenario1","escenario2","escenario3","panal_cnv1","pri_clv1","mc_clv2","panal_cnv2","pan_clv2","pan_cnv2","pri_clv2","esc1_panalCNV1","esc1_priCLV1","esc2_mcCLV2","esc2_panalCNV2","esc2_panCLV2","esc2_panCNV2","esc2_priCLV2","SQ","dsiSQ_E1","dsiSQ_E3"
1639,37,8,"cua",4,3,3,4,5,"juárez",3,1608,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1640,37,8,"cua",4,3,3,4,5,"juárez",3,1609,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1641,37,8,"cua",4,3,3,4,5,"juárez",3,1610,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1642,37,8,"cua",4,3,3,4,5,"juárez",3,1611,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1643,37,8,"cua",4,2,3,4,4,"juárez",3,1612,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1644,37,8,"cua",4,2,3,4,4,"juárez",3,1613,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1645,37,8,"cua",4,2,3,4,4,"juárez",3,1614,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1646,37,8,"cua",4,2,3,4,4,"juárez",3,1615,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1647,37,8,"cua",4,2,3,4,4,"juárez",3,1616,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1648,37,8,"cua",4,2,3,4,4,"juárez",3,1617,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1649,37,8,"cua",4,2,3,4,4,"juárez",3,1618,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1650,37,8,"cua",4,2,3,4,4,"juárez",3,1619,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1651,37,8,"cua",4,2,3,4,4,"juárez",3,1620,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1652,37,8,"cua",4,2,3,4,4,"juárez",3,1621,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1653,37,8,"cua",4,2,3,4,4,"juárez",3,1622,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1654,37,8,"cua",4,2,3,4,4,"juárez",3,1623,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1655,37,8,"cua",4,2,3,4,4,"juárez",3,1624,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1656,37,8,"cua",4,2,3,4,4,"juárez",3,1625,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1657,37,8,"cua",4,2,3,4,4,"juárez",3,1626,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1658,37,8,"cua",4,2,3,4,4,"juárez",3,1627,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1659,37,8,"cua",4,2,3,4,4,"juárez",3,1628,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1660,37,8,"cua",4,2,3,4,4,"juárez",3,1629,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1661,37,8,"cua",4,2,3,4,4,"juárez",3,1630,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1662,37,8,"cua",4,2,3,4,4,"juárez",3,1631,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1663,37,8,"cua",4,2,3,4,4,"juárez",3,1632,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1664,37,8,"cua",4,2,3,4,4,"juárez",3,1633,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1665,37,8,"cua",4,2,3,4,4,"juárez",3,1634,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1666,37,8,"cua",4,3,3,4,5,"juárez",3,1635,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1667,37,8,"cua",4,3,3,4,5,"juárez",3,1636,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1668,37,8,"cua",4,3,3,4,5,"juárez",3,1637,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1669,37,8,"cua",4,3,3,4,5,"juárez",3,1638,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1670,37,8,"cua",4,2,3,4,4,"juárez",3,1639,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1671,37,8,"cua",4,2,3,4,4,"juárez",3,1640,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1672,37,8,"cua",4,2,3,4,4,"juárez",3,1641,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1673,37,8,"cua",4,2,3,4,4,"juárez",3,1642,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1674,37,8,"cua",4,4,3,4,4,"juárez",3,1643,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1675,37,8,"cua",4,4,3,4,4,"juárez",3,1644,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1676,37,8,"cua",4,4,3,4,4,"juárez",3,1645,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1677,37,8,"cua",4,3,3,4,4,"juárez",3,1646,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1678,37,8,"cua",4,3,3,4,4,"juárez",3,1647,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1679,37,8,"cua",4,3,3,4,4,"juárez",3,1648,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1680,37,8,"cua",4,3,3,4,4,"juárez",3,1649,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1681,37,8,"cua",4,3,3,4,4,"juárez",3,1650,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1682,37,8,"cua",4,3,3,4,5,"juárez",3,1651,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1683,37,8,"cua",4,3,3,4,5,"juárez",4,1652,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1684,37,8,"cua",4,3,3,4,4,"juárez",3,1653,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1685,37,8,"cua",4,3,3,4,4,"juárez",3,1654,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1686,37,8,"cua",4,3,3,4,4,"juárez",3,1655,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1687,37,8,"cua",4,4,3,4,4,"juárez",3,1656,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1688,37,8,"cua",4,4,3,4,4,"juárez",3,1657,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1689,37,8,"cua",4,4,3,4,4,"juárez",3,1658,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1690,37,8,"cua",4,4,3,4,4,"juárez",3,1659,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1691,37,8,"cua",4,3,3,4,4,"juárez",3,1660,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1692,37,8,"cua",4,3,3,4,4,"juárez",3,1661,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1693,37,8,"cua",4,3,3,4,5,"juárez",3,1662,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1694,37,8,"cua",4,3,3,4,5,"juárez",3,1663,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1695,37,8,"cua",4,3,3,4,4,"juárez",3,1664,8,37,22,21,21,22,21,16,18,15,16,22,1,0,0,0,0,0,0,3,0.399,0.399
1696,37,8,"cua",4,3,3,4,4,"juárez",3,1665,8,37,22,21,21,22,21,16,18,15,16,22,1,0,0,0,0,0,0,3,0.399,0.399
1697,37,8,"cua",4,4,3,4,4,"juárez",3,1666,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399
1698,37,8,"cua",4,3,3,4,6,"juárez",3,1667,8,37,17,18,18,22,18,16,18,21,16,17,0,0,0,1,0,0,0,6,0.304,0.304
1699,37,8,"cua",4,3,3,4,6,"juárez",3,1668,8,37,17,18,18,22,18,16,18,21,16,17,0,0,0,1,0,0,0,6,0.304,0.304
1700,37,8,"cua",4,3,3,4,6,"juárez",3,1669,8,37,17,18,18,22,18,16,18,21,16,17,0,0,0,1,0,0,0,6,0.304,0.304
1701,37,8,"cua",4,3,3,4,6,"juárez",3,1670,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1702,37,8,"cua",4,3,3,4,6,"juárez",3,1671,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1703,37,8,"cua",4,3,3,4,5,"juárez",3,1672,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1704,37,8,"cua",4,3,3,4,5,"juárez",3,1673,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1705,37,8,"cua",4,3,3,4,5,"juárez",3,1674,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1706,37,8,"cua",4,3,3,4,5,"juárez",4,1675,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1707,37,8,"cua",4,3,3,4,5,"juárez",4,1676,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1708,37,8,"cua",4,3,3,4,6,"juárez",3,1677,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1709,37,8,"cua",4,3,3,4,6,"juárez",3,1678,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1710,37,8,"cua",4,3,3,4,6,"juárez",3,1679,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1711,37,8,"cua",4,3,3,4,6,"juárez",3,1680,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1712,37,8,"cua",4,4,3,4,6,"juárez",3,1681,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1713,37,8,"cua",4,4,3,4,6,"juárez",3,1682,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1714,37,8,"cua",4,4,3,4,6,"juárez",3,1683,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1715,37,8,"cua",4,3,3,4,6,"juárez",3,1684,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1716,37,8,"cua",4,3,3,4,6,"juárez",3,1685,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1717,37,8,"cua",4,3,3,4,6,"juárez",3,1686,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1718,37,8,"cua",4,3,3,4,6,"juárez",3,1687,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1719,37,8,"cua",4,3,3,4,5,"juárez",3,1688,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1720,37,8,"cua",4,3,3,4,6,"juárez",3,1689,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1721,37,8,"cua",4,3,3,4,6,"juárez",3,1690,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1722,37,8,"cua",4,3,3,4,6,"juárez",3,1691,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1723,37,8,"cua",4,3,3,4,6,"juárez",3,1692,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1724,37,8,"cua",4,3,3,4,6,"juárez",3,1693,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1725,37,8,"cua",4,4,3,4,6,"juárez",3,1694,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1726,37,8,"cua",4,4,3,4,6,"juárez",3,1695,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1727,37,8,"cua",4,3,3,4,6,"juárez",3,1696,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1728,37,8,"cua",4,3,3,4,6,"juárez",3,1697,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1729,37,8,"cua",4,3,3,4,6,"juárez",3,1698,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1730,37,8,"cua",4,3,3,4,6,"juárez",3,1699,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1731,37,8,"cua",4,3,3,4,6,"juárez",3,1700,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1732,37,8,"cua",4,3,3,4,6,"juárez",3,1701,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1733,37,8,"cua",4,3,3,4,5,"juárez",3,1702,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1734,37,8,"cua",4,3,3,4,5,"juárez",4,1703,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1735,37,8,"cua",4,3,3,4,5,"juárez",4,1704,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1736,37,8,"cua",4,3,3,4,5,"juárez",4,1705,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1737,37,8,"cua",4,3,3,2,5,"juárez",9,1706,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1738,37,8,"cua",4,3,3,4,6,"juárez",3,1707,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1739,37,8,"cua",4,3,3,4,6,"juárez",3,1708,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1740,37,8,"cua",4,3,3,4,6,"juárez",3,1709,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1741,37,8,"cua",4,3,3,4,5,"juárez",4,1710,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1742,37,8,"cua",4,3,3,4,5,"juárez",4,1711,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1743,37,8,"cua",4,3,3,4,5,"juárez",4,1712,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1744,37,8,"cua",4,3,3,4,5,"juárez",4,1713,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1745,37,8,"cua",4,3,3,4,5,"juárez",4,1714,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1746,37,8,"cua",4,3,3,4,6,"juárez",6,1715,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1747,37,8,"cua",4,3,3,4,6,"juárez",6,1716,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1748,37,8,"cua",4,4,3,4,6,"juárez",6,1717,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1749,37,8,"cua",4,4,3,4,6,"juárez",6,1718,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1750,37,8,"cua",4,3,3,4,5,"juárez",4,1719,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1751,37,8,"cua",4,3,3,4,5,"juárez",4,1720,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1753,37,8,"cua",4,3,3,4,5,"juárez",7,1721,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1754,37,8,"cua",4,3,3,4,5,"juárez",4,1722,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1755,37,8,"cua",4,3,3,4,5,"juárez",4,1723,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1756,37,8,"cua",4,3,3,4,5,"juárez",4,1724,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1757,37,8,"cua",4,3,3,4,5,"juárez",4,1725,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1758,37,8,"cua",4,3,3,4,5,"juárez",4,1726,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1759,37,8,"cua",4,3,3,4,6,"juárez",6,1727,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1760,37,8,"cua",4,3,3,4,6,"juárez",6,1728,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1761,37,8,"cua",4,4,3,4,6,"juárez",6,1729,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1762,37,8,"cua",4,4,3,4,6,"juárez",6,1730,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1763,37,8,"cua",4,4,3,4,6,"juárez",6,1731,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1764,37,8,"cua",4,4,3,4,6,"juárez",6,1732,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1765,37,8,"cua",4,3,3,4,6,"juárez",6,1733,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1766,37,8,"cua",4,3,3,4,6,"juárez",6,1734,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1767,37,8,"cua",4,4,4,4,6,"juárez",6,1735,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1768,37,8,"cua",4,4,4,4,6,"juárez",6,1736,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1769,37,8,"cua",4,4,4,4,6,"juárez",6,1737,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1770,37,8,"cua",4,4,3,4,6,"juárez",6,1738,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1771,37,8,"cua",4,3,3,4,5,"juárez",4,1739,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1772,37,8,"cua",4,3,3,4,5,"juárez",4,1740,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1773,37,8,"cua",4,3,3,4,5,"juárez",4,1741,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1774,37,8,"cua",4,3,3,4,5,"juárez",4,1742,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1775,37,8,"cua",4,3,3,4,5,"juárez",4,1743,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1776,37,8,"cua",4,4,4,4,6,"juárez",6,1744,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1777,37,8,"cua",4,4,4,4,6,"juárez",6,1745,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1778,37,8,"cua",4,4,4,4,6,"juárez",6,1746,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1779,37,8,"cua",4,4,4,4,6,"juárez",6,1747,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1780,37,8,"cua",4,4,4,4,6,"juárez",6,1748,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1781,37,8,"cua",4,4,4,4,6,"juárez",6,1749,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1782,37,8,"cua",4,4,4,4,6,"juárez",6,1750,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1783,37,8,"cua",4,4,4,4,6,"juárez",6,1751,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1784,37,8,"cua",4,4,4,4,6,"juárez",6,1752,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1785,37,8,"cua",4,3,4,4,7,"juárez",7,1753,8,37,21,22,22,21,22,21,22,19,21,21,1,0,0,1,0,0,0,7,0.788,0.788
1786,37,8,"cua",4,3,4,4,7,"juárez",7,1754,8,37,21,22,22,21,22,21,22,19,21,21,1,0,0,1,0,0,0,7,0.788,0.788
1787,37,8,"cua",4,3,4,4,7,"juárez",7,1755,8,37,21,22,22,21,22,21,22,19,21,21,1,0,0,1,0,0,0,7,0.788,0.788
1788,37,8,"cua",4,3,4,4,7,"juárez",7,1756,8,37,21,22,22,21,22,21,22,19,21,21,1,0,0,1,0,0,0,7,0.788,0.788
1789,37,8,"cua",4,3,4,4,5,"juárez",7,1757,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1790,37,8,"cua",4,3,4,4,5,"juárez",7,1758,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1791,37,8,"cua",4,3,3,4,5,"juárez",7,1759,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1792,37,8,"cua",4,3,3,4,5,"juárez",7,1760,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1793,37,8,"cua",4,3,3,4,5,"juárez",7,1761,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1794,37,8,"cua",4,3,3,4,5,"juárez",7,1762,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1795,37,8,"cua",4,3,3,4,5,"juárez",7,1763,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1796,37,8,"cua",4,3,3,4,5,"juárez",7,1764,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1797,37,8,"cua",4,3,4,4,5,"juárez",7,1765,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1798,37,8,"cua",4,3,4,4,7,"juárez",7,1766,8,37,21,22,22,21,22,21,20,19,21,21,1,0,0,0,0,0,0,7,0.788,0.788
1799,37,8,"cua",4,3,4,4,7,"juárez",7,1767,8,37,21,22,22,21,22,21,22,19,21,21,1,0,0,1,0,0,0,7,0.788,0.788
1800,37,8,"cua",4,3,4,4,7,"juárez",7,1768,8,37,21,22,22,21,22,21,22,19,21,21,1,0,0,1,0,0,0,7,0.788,0.788
1801,37,8,"cua",4,3,4,4,7,"juárez",7,1769,8,37,21,22,22,21,22,21,22,19,21,21,1,0,0,1,0,0,0,7,0.788,0.788
1802,37,8,"cua",4,4,4,4,6,"juárez",6,1770,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1803,37,8,"cua",4,4,4,4,6,"juárez",6,1771,8,37,17,18,18,17,18,16,18,21,16,17,1,0,0,1,0,0,0,6,0.304,0.304
1804,37,8,"cua",4,3,4,4,7,"juárez",7,1772,8,37,21,22,22,21,22,21,22,19,21,21,1,0,0,1,0,0,0,7,0.788,0.788
1805,37,8,"cua",4,3,4,4,7,"juárez",7,1773,8,37,21,22,22,21,22,21,22,19,21,21,1,0,0,1,0,0,0,7,0.788,0.788
1806,37,8,"cua",4,3,4,1,7,"juárez",7,1774,8,37,21,22,22,21,22,21,22,19,21,21,1,0,0,1,0,0,0,7,0.788,0.788
1807,37,8,"cua",4,3,4,1,7,"juárez",7,1775,8,37,21,22,22,21,22,21,22,19,21,21,1,0,0,1,0,0,0,7,0.788,0.788
1808,37,8,"cua",4,3,4,1,7,"juárez",7,1776,8,37,21,22,22,21,22,21,22,19,21,21,1,0,0,1,0,0,0,7,0.788,0.788
1809,37,8,"cua",4,3,4,1,7,"juárez",7,1777,8,37,21,22,22,21,22,21,22,19,21,21,1,0,0,1,0,0,0,7,0.788,0.788
1810,37,8,"cua",4,3,4,1,7,"juárez",7,1778,8,37,21,22,22,21,22,21,22,19,21,21,1,0,0,1,0,0,0,7,0.788,0.788
1811,37,8,"cua",4,3,3,4,5,"juárez",7,1779,8,37,19,20,20,19,20,21,20,17,21,19,1,0,0,1,0,0,0,3,0.161,0.161
1812,37,8,"cua",4,3,4,1,7,"juárez",7,1780,8,37,21,22,22,21,22,21,22,19,21,21,1,0,0,1,0,0,0,7,0.788,0.788
1813,37,8,"cua",4,3,4,1,7,"juárez",7,1781,8,37,21,22,22,21,22,21,22,19,21,21,1,0,0,1,0,0,0,7,0.788,0.788
