"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc2012","X","edon.y","munn.y","escenario1","escenario2","escenario3","morena_iee1","pan_cnv1","pan_iee1","esc1_morIEE1","esc1_panCNV1","esc1_panIEE1","SQ","dsiSQ_E1","dsiSQ_E3","E1","dsiE1_E3"
219,3,4,"cam",1,2,2,2,12,10,219,4,3,18,12,12,15,12,14,0,0,0,9,0.92,0.567,17,0.6
220,3,4,"cam",1,2,2,2,16,10,220,4,3,19,16,16,15,16,15,0,0,0,8,0.688,0.379,18,0.4
221,3,4,"cam",1,2,2,2,17,8,221,4,3,18,17,17,11,17,11,0,0,0,20,0.92,0.383,14,0.439
222,3,4,"cam",1,2,2,2,17,8,222,4,3,18,17,17,11,17,11,0,0,0,20,0.92,0.383,14,0.439
223,3,4,"cam",1,2,2,2,17,8,223,4,3,18,17,17,11,17,11,0,0,0,20,0.92,0.383,14,0.439
224,3,4,"cam",1,2,2,2,17,8,224,4,3,18,17,17,11,17,11,0,0,0,20,0.92,0.383,14,0.439
225,3,4,"cam",1,2,2,2,17,8,225,4,3,18,17,17,11,17,11,0,0,0,20,0.92,0.383,14,0.439
226,3,4,"cam",1,2,2,2,12,8,226,4,3,18,12,12,11,12,14,0,0,0,9,0.92,0.567,17,0.6
227,3,4,"cam",1,2,2,2,12,8,227,4,3,18,12,12,11,12,14,0,0,0,9,0.92,0.567,17,0.6
228,3,4,"cam",1,2,2,2,12,8,228,4,3,18,12,12,11,12,14,0,0,0,9,0.92,0.567,17,0.6
230,3,4,"cam",1,2,2,2,13,11,229,4,3,15,13,13,12,13,12,0,0,0,12,0.56,0.56,15,0.765
231,3,4,"cam",1,2,2,2,15,11,230,4,3,19,15,15,12,15,16,0,0,0,12,0.688,0.123,19,0.381
232,3,4,"cam",1,2,2,2,16,10,231,4,3,19,16,16,15,16,15,0,0,0,8,0.688,0.379,18,0.4
233,3,4,"cam",1,2,2,2,16,10,232,4,3,19,16,16,15,16,15,0,0,0,8,0.688,0.379,18,0.4
234,3,4,"cam",1,2,2,2,16,10,233,4,3,18,16,16,15,16,15,0,0,0,8,0.92,0.379,18,0.4
235,3,4,"cam",1,2,2,2,16,8,234,4,3,18,16,16,15,16,15,0,0,0,8,0.92,0.379,18,0.4
236,3,4,"cam",1,2,2,2,16,8,235,4,3,18,16,16,11,16,15,0,0,0,8,0.92,0.379,18,0.4
237,3,4,"cam",1,2,2,2,16,8,236,4,3,18,16,16,11,16,15,0,0,0,8,0.92,0.379,18,0.4
239,3,4,"cam",1,2,2,2,17,8,237,4,3,18,17,17,11,17,11,0,0,0,20,0.92,0.383,14,0.439
240,3,4,"cam",1,2,2,2,16,8,238,4,3,18,16,16,11,16,15,0,0,0,8,0.92,0.379,18,0.4
241,3,4,"cam",1,2,2,2,16,8,239,4,3,18,16,16,15,16,15,0,0,0,8,0.92,0.379,18,0.4
242,3,4,"cam",1,2,2,2,16,8,240,4,3,18,16,16,15,16,15,0,0,0,8,0.92,0.379,18,0.4
243,3,4,"cam",1,2,2,2,16,10,241,4,3,19,16,16,15,16,15,0,0,0,8,0.688,0.379,18,0.4
244,3,4,"cam",1,2,2,2,13,11,242,4,3,15,13,13,12,13,12,0,0,0,12,0.56,0.56,15,0.765
245,3,4,"cam",1,2,2,2,16,8,243,4,3,18,16,16,15,16,15,0,0,0,8,0.92,0.379,18,0.4
246,3,4,"cam",1,2,2,2,16,8,244,4,3,18,16,16,15,16,15,0,0,0,8,0.92,0.379,18,0.4
247,3,4,"cam",1,2,2,2,16,8,245,4,3,18,16,16,11,16,15,0,0,0,8,0.92,0.379,18,0.4
248,3,4,"cam",1,2,2,2,16,8,246,4,3,18,16,16,11,16,15,0,0,0,8,0.92,0.379,18,0.4
249,3,4,"cam",1,2,2,2,16,8,247,4,3,18,16,16,15,16,15,0,0,0,8,0.92,0.379,18,0.4
250,3,4,"cam",1,2,2,2,14,12,248,4,3,16,14,14,13,14,13,0,0,0,20,0.356,0.34,16,0.931
251,3,4,"cam",1,2,2,2,14,12,249,4,3,16,14,14,13,14,13,0,0,0,20,0.356,0.34,16,0.931
252,3,4,"cam",1,2,2,2,14,12,250,4,3,16,14,14,13,14,13,0,0,0,20,0.356,0.34,16,0.931
253,3,4,"cam",1,2,2,2,14,12,251,4,3,16,14,14,13,14,13,0,0,0,20,0.356,0.34,16,0.931
254,3,4,"cam",1,2,2,2,14,12,252,4,3,16,14,14,13,14,13,0,0,0,20,0.356,0.34,16,0.931
255,3,4,"cam",1,2,2,2,14,12,253,4,3,16,14,14,13,14,13,0,0,0,20,0.356,0.34,16,0.931
256,3,4,"cam",1,2,2,2,14,12,254,4,3,16,14,14,13,14,13,0,0,0,20,0.356,0.34,16,0.931
257,3,4,"cam",1,2,2,2,14,12,255,4,3,16,14,14,13,14,13,0,0,0,20,0.356,0.34,16,0.931
258,3,4,"cam",1,2,2,2,14,12,256,4,3,16,14,14,13,14,13,0,0,0,20,0.356,0.34,16,0.931
259,3,4,"cam",1,2,2,2,14,12,257,4,3,16,14,14,13,14,13,0,0,0,20,0.356,0.34,16,0.931
260,3,4,"cam",1,2,2,2,14,12,258,4,3,16,14,14,13,14,13,0,0,0,20,0.356,0.34,16,0.931
261,3,4,"cam",1,2,2,2,14,20,259,4,3,16,14,14,13,14,13,0,0,0,20,0.356,0.34,16,0.931
262,3,4,"cam",1,2,2,2,14,20,260,4,3,16,14,14,13,14,13,0,0,0,20,0.356,0.34,16,0.931
263,3,4,"cam",1,2,2,2,17,20,261,4,3,14,17,17,11,17,11,0,0,0,20,0.409,0.383,14,0.439
264,3,4,"cam",1,2,2,2,17,20,262,4,3,14,17,17,11,17,11,0,0,0,20,0.409,0.383,14,0.439
265,3,4,"cam",1,2,2,2,17,20,263,4,3,14,17,17,11,17,11,0,0,0,20,0.409,0.383,14,0.439
266,3,4,"cam",1,2,2,2,17,20,264,4,3,14,17,17,11,17,11,0,0,0,20,0.409,0.383,14,0.439
267,3,4,"cam",1,2,2,2,17,20,265,4,3,14,17,17,11,17,11,0,0,0,20,0.409,0.383,14,0.439
268,3,4,"cam",1,2,2,2,17,20,266,4,3,14,17,17,11,17,11,0,0,0,20,0.409,0.383,14,0.439
269,3,4,"cam",1,2,2,2,17,20,267,4,3,14,17,17,11,17,11,0,0,0,20,0.409,0.383,14,0.439
270,3,4,"cam",1,2,2,2,14,20,268,4,3,16,14,14,13,14,13,0,0,0,20,0.356,0.34,16,0.931
271,3,4,"cam",1,2,2,2,14,20,269,4,3,16,14,14,13,14,13,0,0,0,20,0.356,0.34,16,0.931
272,3,4,"cam",1,2,2,2,14,20,270,4,3,16,14,14,13,14,13,0,0,0,20,0.356,0.34,16,0.931
273,10,4,"cam",1,2,2,2,4,14,271,4,10,4,4,4,3,4,3,0,1,0,14,1,1,4,1
274,10,4,"cam",1,2,2,2,4,14,272,4,10,4,4,4,3,4,3,0,1,0,14,1,1,4,1
275,10,4,"cam",1,2,2,2,4,14,273,4,10,4,4,4,3,4,3,0,1,0,14,1,1,4,1
276,10,4,"cam",1,2,2,2,4,14,274,4,10,4,4,4,3,4,3,0,1,0,14,1,1,4,1
277,10,4,"cam",1,2,2,2,4,14,275,4,10,4,4,4,3,4,3,0,1,0,14,1,1,4,1
278,10,4,"cam",1,2,2,2,4,14,276,4,10,4,4,4,3,4,3,0,1,0,14,1,1,4,1
279,10,4,"cam",1,2,2,2,4,14,277,4,10,4,4,4,3,4,3,0,1,0,14,1,1,4,1
280,10,4,"cam",1,2,2,2,4,14,278,4,10,4,4,4,3,4,3,0,1,0,14,1,1,4,1
281,10,4,"cam",1,2,2,2,4,14,279,4,10,4,4,4,3,4,3,0,1,0,14,1,1,4,1
282,10,4,"cam",1,2,2,2,4,14,280,4,10,4,4,4,3,4,3,0,1,0,14,1,1,4,1
283,10,4,"cam",1,2,2,2,4,14,281,4,10,4,4,4,3,4,3,0,1,0,14,1,1,4,1
284,3,4,"cam",1,2,2,2,14,20,282,4,3,16,14,14,13,14,13,0,0,0,20,0.356,0.34,16,0.931
285,10,4,"cam",1,2,2,2,4,14,283,4,10,4,4,4,3,4,3,0,1,0,14,1,1,4,1
286,10,4,"cam",1,2,2,2,4,14,284,4,10,4,4,4,3,4,3,0,1,0,14,1,1,4,1
287,10,4,"cam",1,2,2,2,4,14,285,4,10,4,4,4,3,4,3,0,1,0,14,1,1,4,1
288,10,4,"cam",1,2,2,2,4,14,286,4,10,4,4,4,3,4,3,0,1,0,14,1,1,4,1
289,10,4,"cam",1,2,2,2,4,14,287,4,10,4,4,4,3,4,3,0,1,0,14,1,1,4,1
290,10,4,"cam",1,2,2,2,4,14,288,4,10,4,4,4,3,4,3,0,1,0,14,1,1,4,1
291,10,4,"cam",1,2,2,2,4,14,289,4,10,4,4,4,3,4,3,0,1,0,14,1,1,4,1
292,10,4,"cam",1,2,2,2,4,14,290,4,10,4,4,4,3,4,3,0,1,0,14,1,1,4,1
293,10,4,"cam",1,2,2,2,4,14,291,4,10,4,4,4,3,4,3,0,1,0,14,1,1,4,1
294,10,4,"cam",1,2,2,2,4,14,292,4,10,4,4,4,3,4,3,0,1,0,14,1,1,4,1
295,10,4,"cam",1,2,2,2,4,14,293,4,10,4,4,4,3,4,3,0,1,0,14,1,1,4,1
296,10,4,"cam",1,2,2,2,4,14,294,4,10,4,4,4,3,4,3,0,1,0,14,1,1,4,1
297,10,4,"cam",1,2,2,2,4,14,295,4,10,4,4,4,3,4,3,0,1,0,14,1,1,4,1
298,10,4,"cam",1,2,2,2,4,14,296,4,10,4,4,4,3,4,3,0,1,0,14,1,1,4,1
299,10,4,"cam",1,2,2,2,4,14,297,4,10,4,4,4,3,4,3,0,1,0,14,1,1,4,1
300,10,4,"cam",1,2,2,2,4,14,298,4,10,4,4,4,3,4,3,0,1,0,14,1,1,4,1
301,10,4,"cam",1,2,2,2,4,14,299,4,10,4,4,4,3,4,3,0,1,0,14,1,1,4,1
302,10,4,"cam",1,2,2,2,4,14,300,4,10,4,4,4,3,4,3,0,1,0,14,1,1,4,1
303,4,4,"cam",1,2,2,2,21,15,301,4,4,11,21,21,20,21,20,0,0,0,15,0.92,0.926,11,0.852
304,4,4,"cam",1,2,2,2,21,15,302,4,4,11,21,21,20,21,20,0,0,0,15,0.92,0.926,11,0.852
305,4,4,"cam",1,2,2,2,21,15,303,4,4,11,21,21,20,21,20,0,0,0,15,0.92,0.926,11,0.852
306,4,4,"cam",1,2,2,2,21,15,304,4,4,11,21,21,20,21,20,0,0,0,15,0.92,0.926,11,0.852
307,4,4,"cam",1,2,2,2,21,15,305,4,4,11,21,21,20,21,20,0,0,0,15,0.92,0.926,11,0.852
308,4,4,"cam",1,2,2,2,21,15,306,4,4,11,21,21,20,21,20,0,0,0,15,0.92,0.926,11,0.852
309,4,4,"cam",1,2,2,2,21,15,307,4,4,11,21,21,20,21,20,0,0,0,15,0.92,0.926,11,0.852
310,4,4,"cam",1,2,2,2,21,15,308,4,4,11,21,21,20,21,20,0,0,0,15,0.92,0.926,11,0.852
311,4,4,"cam",1,2,2,2,21,15,309,4,4,11,21,21,20,21,20,0,0,0,15,0.92,0.926,11,0.852
312,4,4,"cam",1,2,2,2,21,15,310,4,4,11,21,21,20,21,20,0,0,0,15,0.92,0.926,11,0.852
313,4,4,"cam",1,2,2,2,21,15,311,4,4,11,21,21,20,21,20,0,0,0,15,0.92,0.926,11,0.852
314,4,4,"cam",1,2,2,2,21,15,312,4,4,11,21,21,20,21,20,0,0,0,15,0.92,0.926,11,0.852
315,4,4,"cam",1,2,2,2,21,15,313,4,4,11,21,21,20,21,20,0,0,0,15,0.92,0.926,11,0.852
316,4,4,"cam",1,2,2,2,21,15,314,4,4,11,21,21,20,21,20,0,0,0,15,0.92,0.926,11,0.852
317,4,4,"cam",1,2,2,2,21,15,315,4,4,11,21,21,20,21,20,0,0,0,15,0.92,0.926,11,0.852
318,4,4,"cam",1,2,2,2,21,15,316,4,4,11,21,21,20,21,20,0,0,0,15,0.92,0.926,11,0.852
319,4,4,"cam",1,2,2,2,21,15,317,4,4,11,21,21,20,21,20,0,0,0,15,0.92,0.926,11,0.852
320,4,4,"cam",1,2,2,2,20,16,318,4,4,12,20,20,21,20,21,0,0,0,16,0.217,0.935,8,0.452
321,4,4,"cam",1,2,2,2,20,16,319,4,4,12,20,20,21,20,21,0,0,0,16,0.217,0.935,8,0.452
322,4,4,"cam",1,2,2,2,20,16,320,4,4,12,20,20,21,20,21,0,0,0,16,0.217,0.935,8,0.452
323,4,4,"cam",1,2,2,2,20,16,321,4,4,12,20,20,21,20,21,0,0,0,16,0.217,0.935,8,0.452
324,4,4,"cam",1,2,2,2,20,16,322,4,4,12,20,20,21,20,21,0,0,0,16,0.217,0.935,8,0.452
325,4,4,"cam",1,2,2,2,20,16,323,4,4,12,20,20,21,20,21,0,0,0,16,0.217,0.935,8,0.452
326,4,4,"cam",1,2,2,2,20,16,324,4,4,12,20,20,21,20,21,0,0,0,16,0.217,0.935,8,0.452
327,4,4,"cam",1,2,2,2,20,16,325,4,4,8,20,20,21,20,21,0,0,0,16,0.5,0.935,8,0.452
328,4,4,"cam",1,2,2,2,20,16,326,4,4,8,20,20,21,20,21,0,0,0,16,0.5,0.935,8,0.452
329,4,4,"cam",1,2,2,2,20,16,327,4,4,12,20,20,21,20,21,0,0,0,16,0.217,0.935,8,0.452
330,4,4,"cam",1,2,2,2,20,16,328,4,4,12,20,20,21,20,21,0,0,0,16,0.217,0.935,8,0.452
331,4,4,"cam",1,2,2,2,20,16,329,4,4,12,20,20,21,20,21,0,0,0,16,0.217,0.935,8,0.452
332,4,4,"cam",1,2,2,2,20,16,330,4,4,8,20,20,21,20,21,0,0,0,16,0.5,0.935,8,0.452
333,4,4,"cam",1,2,2,2,20,16,331,4,4,8,20,20,21,20,21,0,0,0,16,0.5,0.935,8,0.452
334,4,4,"cam",1,2,2,2,20,16,332,4,4,8,20,20,21,20,21,0,0,0,16,0.5,0.935,8,0.452
335,4,4,"cam",1,2,2,2,20,16,333,4,4,8,20,20,21,20,21,0,0,0,16,0.5,0.935,8,0.452
336,4,4,"cam",1,2,2,2,20,16,334,4,4,8,20,20,21,20,21,0,0,0,16,0.5,0.935,8,0.452
337,4,4,"cam",1,2,2,2,20,16,335,4,4,8,20,20,21,20,21,0,0,0,16,0.5,0.935,8,0.452
338,4,4,"cam",1,2,2,2,21,15,336,4,4,11,21,21,20,21,20,0,0,0,15,0.92,0.926,11,0.852
339,4,4,"cam",1,2,2,2,20,16,337,4,4,8,20,20,21,20,21,0,0,0,16,0.5,0.935,8,0.452
340,4,4,"cam",1,2,2,2,20,16,338,4,4,8,20,20,21,20,21,0,0,0,16,0.5,0.935,8,0.452
341,4,4,"cam",1,2,2,2,21,15,339,4,4,11,21,21,20,21,20,0,0,0,15,0.92,0.926,11,0.852
342,4,4,"cam",1,2,2,2,20,16,340,4,4,8,20,20,21,20,21,0,0,0,16,0.5,0.935,8,0.452
343,4,4,"cam",1,2,2,2,20,16,341,4,4,8,20,20,21,20,21,0,0,0,16,0.5,0.935,8,0.452
344,4,4,"cam",1,2,2,2,21,15,342,4,4,11,21,21,20,21,20,0,0,0,15,0.92,0.926,11,0.852
345,4,4,"cam",1,2,2,2,21,15,343,4,4,11,21,21,20,21,20,0,0,0,15,0.92,0.926,11,0.852
346,4,4,"cam",1,2,2,2,21,15,344,4,4,11,21,21,20,21,20,0,0,0,15,0.92,0.926,11,0.852
347,4,4,"cam",1,2,2,2,20,16,345,4,4,8,20,20,21,20,21,0,0,0,16,0.5,0.935,8,0.452
348,4,4,"cam",1,2,2,2,20,16,346,4,4,8,20,20,21,20,21,0,0,0,16,0.5,0.935,8,0.452
349,4,4,"cam",1,2,2,2,21,15,347,4,4,11,21,21,20,21,20,0,0,0,15,0.92,0.926,11,0.852
350,4,4,"cam",1,2,2,2,21,15,348,4,4,8,21,21,20,21,20,0,0,0,15,0.5,0.926,11,0.852
351,4,4,"cam",1,2,2,2,21,15,349,4,4,8,21,21,20,21,20,0,0,0,15,0.5,0.926,11,0.852
352,4,4,"cam",1,2,2,2,20,16,350,4,4,8,20,20,21,20,21,0,0,0,16,0.5,0.935,8,0.452
353,4,4,"cam",1,2,2,2,21,16,351,4,4,8,21,21,20,21,20,0,0,0,15,0.5,0.926,11,0.852
354,4,4,"cam",1,2,2,2,20,16,352,4,4,8,20,20,21,20,21,0,0,0,16,0.5,0.935,8,0.452
355,4,4,"cam",1,2,2,2,21,16,353,4,4,8,21,21,20,21,20,0,0,0,15,0.5,0.926,11,0.852
356,9,4,"cam",1,2,2,2,18,21,354,4,9,21,18,18,18,18,18,0,0,0,21,1,1,21,1
357,9,4,"cam",1,2,2,2,18,21,355,4,9,21,18,18,18,18,18,0,0,0,21,1,1,21,1
358,9,4,"cam",1,2,2,2,18,21,356,4,9,21,18,18,18,18,18,0,0,0,21,1,1,21,1
359,11,4,"cam",1,2,2,1,18,21,357,4,11,21,18,18,18,18,18,0,0,0,21,1,1,21,1
360,11,4,"cam",1,2,2,1,18,21,358,4,11,21,18,18,18,18,18,0,0,0,21,1,1,21,1
361,9,4,"cam",1,2,2,2,18,21,359,4,9,21,18,18,18,18,18,0,0,0,21,1,1,21,1
362,11,4,"cam",1,2,2,1,18,21,360,4,11,21,18,18,18,18,18,0,0,0,21,1,1,21,1
363,5,4,"cam",2,1,1,1,3,19,361,4,5,3,3,3,2,3,2,0,1,0,19,0.632,0.967,3,0.649
364,5,4,"cam",2,1,1,1,3,19,362,4,5,3,3,3,2,3,2,0,1,0,19,0.632,0.967,3,0.649
365,5,4,"cam",2,1,1,1,3,19,363,4,5,3,3,3,2,3,2,0,1,0,19,0.632,0.967,3,0.649
366,5,4,"cam",2,1,1,1,3,19,364,4,5,3,3,3,2,3,2,0,1,0,19,0.632,0.967,3,0.649
367,5,4,"cam",2,1,1,1,3,19,365,4,5,3,3,3,2,3,2,0,1,0,19,0.632,0.967,3,0.649
368,5,4,"cam",2,1,1,1,3,19,366,4,5,3,3,3,2,3,2,0,1,0,19,0.632,0.967,3,0.649
369,5,4,"cam",2,1,1,1,3,19,367,4,5,3,3,3,2,3,2,0,1,0,19,0.632,0.967,3,0.649
370,5,4,"cam",2,1,1,1,3,19,368,4,5,3,3,3,2,3,2,0,1,0,19,0.632,0.967,3,0.649
371,5,4,"cam",2,1,1,1,3,19,369,4,5,3,3,3,2,3,2,0,1,0,19,0.632,0.967,3,0.649
372,5,4,"cam",2,1,1,1,3,19,370,4,5,3,3,3,2,3,2,0,1,0,19,0.632,0.967,3,0.649
373,5,4,"cam",2,1,1,1,3,19,371,4,5,3,3,3,2,3,2,0,1,0,19,0.632,0.967,3,0.649
374,5,4,"cam",2,1,1,1,3,19,372,4,5,3,3,3,2,3,2,0,1,0,19,0.632,0.967,3,0.649
375,5,4,"cam",2,1,1,1,3,19,373,4,5,3,3,3,2,3,2,0,1,0,19,0.632,0.967,3,0.649
376,5,4,"cam",2,1,1,1,3,19,374,4,5,3,3,3,2,3,2,0,1,0,19,0.632,0.967,3,0.649
377,5,4,"cam",2,1,1,1,3,19,375,4,5,3,3,3,2,3,2,0,1,0,19,0.632,0.967,3,0.649
378,5,4,"cam",2,1,1,1,3,19,376,4,5,3,3,3,2,3,2,0,1,0,19,0.632,0.967,3,0.649
379,5,4,"cam",2,1,1,1,3,19,377,4,5,3,3,3,2,3,2,0,1,0,19,0.632,0.967,3,0.649
380,5,4,"cam",2,1,1,1,3,19,378,4,5,3,3,3,2,3,2,0,1,0,19,0.632,0.967,3,0.649
381,6,4,"cam",2,1,1,1,2,18,379,4,6,2,2,2,19,2,19,0,1,0,18,0.914,1,2,0.914
382,6,4,"cam",2,1,1,1,2,18,380,4,6,2,2,2,19,2,19,0,1,0,18,0.914,1,2,0.914
383,6,4,"cam",2,1,1,1,2,18,381,4,6,2,2,2,19,2,19,0,1,0,18,0.914,1,2,0.914
384,6,4,"cam",2,1,1,1,2,18,382,4,6,2,2,2,19,2,19,0,1,0,18,0.914,1,2,0.914
385,6,4,"cam",2,1,1,1,2,18,383,4,6,2,2,2,19,2,19,0,1,0,18,0.914,1,2,0.914
386,6,4,"cam",2,1,1,1,2,18,384,4,6,2,2,2,19,2,19,0,1,0,18,0.914,1,2,0.914
387,6,4,"cam",2,1,1,1,2,18,385,4,6,2,2,2,19,2,19,0,1,0,18,0.914,1,2,0.914
388,6,4,"cam",2,1,1,1,2,18,386,4,6,2,2,2,19,2,19,0,1,0,18,0.914,1,2,0.914
389,6,4,"cam",2,1,1,1,2,18,387,4,6,2,2,2,19,2,19,0,1,0,18,0.914,1,2,0.914
390,6,4,"cam",2,1,1,1,2,18,388,4,6,2,2,2,19,2,19,0,1,0,18,0.914,1,2,0.914
391,6,4,"cam",2,1,1,1,2,18,389,4,6,2,2,2,19,2,19,0,1,0,18,0.914,1,2,0.914
392,6,4,"cam",2,1,1,1,2,18,390,4,6,2,2,2,19,2,19,0,1,0,18,0.914,1,2,0.914
393,6,4,"cam",2,1,1,1,2,18,391,4,6,2,2,2,19,2,19,0,1,0,18,0.914,1,2,0.914
394,6,4,"cam",2,1,1,1,2,18,392,4,6,2,2,2,19,2,19,0,1,0,18,0.914,1,2,0.914
395,6,4,"cam",2,1,1,1,2,18,393,4,6,2,2,2,19,2,19,0,1,0,18,0.914,1,2,0.914
396,6,4,"cam",2,1,1,1,2,18,394,4,6,2,2,2,19,2,19,0,1,0,18,0.914,1,2,0.914
397,6,4,"cam",2,1,1,1,2,18,395,4,6,2,2,2,19,2,19,0,1,0,18,0.914,1,2,0.914
398,6,4,"cam",2,1,1,1,2,18,396,4,6,2,2,2,19,2,19,0,1,0,18,0.914,1,2,0.914
399,6,4,"cam",2,1,1,1,2,18,397,4,6,2,2,2,19,2,19,0,1,0,18,0.914,1,2,0.914
400,6,4,"cam",2,1,1,1,2,18,398,4,6,2,2,2,19,2,19,0,1,0,18,0.914,1,2,0.914
401,6,4,"cam",2,1,1,1,2,18,399,4,6,2,2,2,19,2,19,0,1,0,18,0.914,1,2,0.914
402,6,4,"cam",2,1,1,1,2,18,400,4,6,2,2,2,19,2,19,0,1,0,18,0.914,1,2,0.914
403,6,4,"cam",2,1,1,1,2,18,401,4,6,2,2,2,19,2,19,0,1,0,18,0.914,1,2,0.914
404,6,4,"cam",2,1,1,1,2,18,402,4,6,2,2,2,19,2,19,0,1,0,18,0.914,1,2,0.914
405,6,4,"cam",2,1,1,1,2,18,403,4,6,2,2,2,19,2,19,0,1,0,18,0.914,1,2,0.914
406,6,4,"cam",2,1,1,1,2,18,404,4,6,2,2,2,19,2,19,0,1,0,18,0.914,1,2,0.914
407,6,4,"cam",2,1,1,1,2,18,405,4,6,2,2,2,19,2,19,0,1,0,18,0.914,1,2,0.914
408,6,4,"cam",2,1,1,1,2,18,406,4,6,2,2,2,19,2,19,0,1,0,18,0.914,1,2,0.914
409,6,4,"cam",2,1,1,1,2,18,407,4,6,2,2,2,19,2,19,0,1,0,18,0.914,1,2,0.914
410,6,4,"cam",2,1,1,1,2,18,408,4,6,2,2,2,19,2,19,0,1,0,18,0.914,1,2,0.914
411,6,4,"cam",2,1,1,1,2,18,409,4,6,2,2,2,19,2,19,0,1,0,18,0.914,1,2,0.914
412,6,4,"cam",2,1,1,1,2,18,410,4,6,2,2,2,19,2,19,0,1,0,18,0.914,1,2,0.914
413,11,4,"cam",2,1,1,1,18,21,411,4,11,21,18,18,18,18,18,0,0,0,21,1,1,21,1
414,11,4,"cam",2,1,1,1,18,21,412,4,11,21,18,18,18,18,18,0,0,0,21,1,1,21,1
415,11,4,"cam",2,1,1,1,18,21,413,4,11,21,18,18,18,18,18,0,0,0,21,1,1,21,1
416,11,4,"cam",2,1,1,1,18,21,414,4,11,21,18,18,18,18,18,0,0,0,21,1,1,21,1
417,11,4,"cam",2,1,1,1,18,21,415,4,11,21,18,18,18,18,18,0,0,0,21,1,1,21,1
418,11,4,"cam",2,1,1,1,18,21,416,4,11,21,18,18,18,18,18,0,0,0,21,1,1,21,1
419,11,4,"cam",2,1,1,1,18,21,417,4,11,21,18,18,18,18,18,0,0,0,21,1,1,21,1
420,11,4,"cam",2,1,1,1,18,21,418,4,11,21,18,18,18,18,18,0,0,0,21,1,1,21,1
421,11,4,"cam",2,1,1,1,18,21,419,4,11,21,18,18,18,18,18,0,0,0,21,1,1,21,1
422,11,4,"cam",2,1,1,1,18,21,420,4,11,21,18,18,18,18,18,0,0,0,21,1,1,21,1
423,11,4,"cam",2,1,1,1,18,21,421,4,11,21,18,18,18,18,18,0,0,0,21,1,1,21,1
424,11,4,"cam",2,1,1,1,18,21,422,4,11,21,18,18,18,18,18,0,0,0,21,1,1,21,1
425,11,4,"cam",2,1,1,1,18,21,423,4,11,21,18,18,18,18,18,0,0,0,21,1,1,21,1
426,11,4,"cam",2,1,1,1,18,21,424,4,11,21,18,18,18,18,18,0,0,0,21,1,1,21,1
427,11,4,"cam",2,1,1,1,18,21,425,4,11,21,18,18,18,18,18,0,0,0,21,1,1,21,1
428,7,4,"cam",1,2,2,2,17,20,426,4,7,14,17,17,13,17,11,0,0,0,20,0.409,0.383,14,0.439
429,7,4,"cam",1,2,2,2,17,20,427,4,7,14,17,17,13,17,11,0,0,0,20,0.409,0.383,14,0.439
430,7,4,"cam",1,2,2,2,17,20,428,4,7,14,17,17,13,17,11,0,0,0,20,0.409,0.383,14,0.439
431,7,4,"cam",1,2,2,2,17,20,429,4,7,14,17,17,13,17,11,0,0,0,20,0.409,0.383,14,0.439
432,7,4,"cam",1,2,2,2,17,20,430,4,7,14,17,17,13,17,11,0,0,0,20,0.409,0.383,14,0.439
433,7,4,"cam",1,2,2,2,17,20,431,4,7,14,17,17,13,17,11,0,0,0,20,0.409,0.383,14,0.439
434,7,4,"cam",1,2,2,2,17,20,432,4,7,14,17,17,13,17,11,0,0,0,20,0.409,0.383,14,0.439
435,7,4,"cam",1,2,2,2,17,20,433,4,7,14,17,17,13,17,11,0,0,0,20,0.409,0.383,14,0.439
436,7,4,"cam",1,2,2,2,17,20,434,4,7,14,17,17,13,17,11,0,0,0,20,0.409,0.383,14,0.439
437,7,4,"cam",1,2,2,2,17,20,435,4,7,14,17,17,13,17,11,0,0,0,20,0.409,0.383,14,0.439
439,7,4,"cam",1,2,2,2,17,20,436,4,7,14,17,17,13,17,11,0,0,0,20,0.409,0.383,14,0.439
440,8,4,"cam",2,1,1,1,11,7,437,4,8,3,11,11,10,11,10,0,0,0,1,0.632,0.306,9,0.5
441,8,4,"cam",2,1,1,1,11,7,438,4,8,3,11,11,10,11,10,0,0,0,1,0.632,0.306,9,0.5
442,8,4,"cam",2,1,1,1,11,7,439,4,8,3,11,11,10,11,10,0,0,0,1,0.632,0.306,9,0.5
443,8,4,"cam",2,1,1,1,11,7,440,4,8,3,11,11,10,11,10,0,0,0,1,0.632,0.306,9,0.5
444,8,4,"cam",2,1,1,1,11,7,441,4,8,3,11,11,10,11,10,0,0,0,1,0.632,0.306,9,0.5
445,8,4,"cam",2,1,1,1,11,7,442,4,8,3,11,11,10,11,10,0,0,0,1,0.632,0.306,9,0.5
446,8,4,"cam",2,1,1,1,11,7,443,4,8,3,11,11,10,11,10,0,0,0,1,0.632,0.306,9,0.5
447,8,4,"cam",2,1,1,1,11,7,444,4,8,3,11,11,10,11,10,0,0,0,1,0.632,0.306,9,0.5
448,9,4,"cam",1,2,2,2,19,13,445,4,9,20,19,19,17,19,17,0,0,0,13,1,1,20,1
449,9,4,"cam",1,2,2,2,19,13,446,4,9,20,19,19,17,19,17,0,0,0,13,1,1,20,1
450,9,4,"cam",1,2,2,2,19,13,447,4,9,20,19,19,17,19,17,0,0,0,13,1,1,20,1
