"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2016","cab.x","disloc2013","X","edon.y","munn.y","escenario1","escenario2","escenario3","criterio8","mc_clv1","panal_cnv1","panal_cnv2","pan_clv2","cab.y","esc1_mcCLV1","esc1_panalCNV1","esc2_panalCNV2","SQ","dsiSQ_E1","dsiSQ_E3","E1","dsiE1_E3"
170,12,29,"tla",2,2,3,3,5,"yauhquemehcan",12,170,29,12,3,3,12,5,12,10,7,12,"yauhquemehcan",0,0,0,12,0.338,0.588,3,0.294
171,12,29,"tla",2,2,3,3,5,"yauhquemehcan",12,171,29,12,3,3,12,5,12,10,7,12,"yauhquemehcan",0,0,0,12,0.338,0.588,3,0.294
172,12,29,"tla",2,2,3,3,5,"yauhquemehcan",12,172,29,12,3,3,12,5,12,10,7,12,"yauhquemehcan",0,0,0,12,0.338,0.588,3,0.294
173,12,29,"tla",2,2,3,3,5,"yauhquemehcan",12,173,29,12,3,3,12,5,12,10,7,12,"yauhquemehcan",0,0,0,12,0.338,0.588,3,0.294
174,12,29,"tla",2,2,3,3,5,"yauhquemehcan",12,174,29,12,3,3,12,5,12,10,7,12,"yauhquemehcan",0,0,0,12,0.338,0.588,3,0.294
175,12,29,"tla",2,2,3,3,5,"yauhquemehcan",12,175,29,12,3,3,12,5,12,10,7,12,"yauhquemehcan",0,0,0,12,0.338,0.588,3,0.294
176,12,29,"tla",2,2,3,3,5,"yauhquemehcan",12,176,29,12,3,3,12,5,12,10,7,12,"yauhquemehcan",0,0,0,12,0.338,0.588,3,0.294
177,12,29,"tla",2,2,3,3,5,"yauhquemehcan",12,177,29,12,3,3,12,5,12,10,7,12,"yauhquemehcan",0,0,0,12,0.338,0.588,3,0.294
178,13,29,"tla",2,1,1,1,10,"huamantla",18,178,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
179,13,29,"tla",2,1,1,1,10,"huamantla",18,179,29,13,15,15,2,10,2,14,14,2,"huamantla",0,0,0,18,0.622,0.622,15,1
180,13,29,"tla",2,1,1,1,11,"huamantla",19,180,29,13,14,14,3,11,3,14,14,3,"huamantla",0,1,1,19,0.41,0.41,14,1
181,13,29,"tla",2,1,1,1,10,"huamantla",18,181,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
182,13,29,"tla",2,1,1,1,10,"huamantla",18,182,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
183,13,29,"tla",2,1,1,1,10,"huamantla",18,183,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
184,13,29,"tla",2,1,1,1,10,"huamantla",18,184,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
185,13,29,"tla",2,1,1,1,10,"huamantla",18,185,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
186,13,29,"tla",2,1,1,1,10,"huamantla",18,186,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
187,13,29,"tla",2,1,1,1,10,"huamantla",18,187,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
188,13,29,"tla",2,1,1,1,11,"huamantla",18,188,29,13,14,14,3,11,3,15,15,3,"huamantla",0,0,0,19,0.41,0.41,14,1
189,13,29,"tla",2,1,1,1,10,"huamantla",18,189,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
190,13,29,"tla",2,1,1,1,10,"huamantla",18,190,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
191,13,29,"tla",2,1,1,1,10,"huamantla",18,191,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
192,13,29,"tla",2,1,1,1,10,"huamantla",18,192,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
193,13,29,"tla",2,1,1,1,10,"huamantla",18,193,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
194,13,29,"tla",2,1,1,1,10,"huamantla",18,194,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
195,13,29,"tla",2,1,1,1,10,"huamantla",18,195,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
196,13,29,"tla",2,1,1,1,11,"huamantla",18,196,29,13,14,14,3,11,3,14,14,3,"huamantla",0,1,1,19,0.41,0.41,14,1
197,13,29,"tla",2,1,1,1,11,"huamantla",19,197,29,13,14,14,3,11,3,14,14,3,"huamantla",0,1,1,19,0.41,0.41,14,1
198,13,29,"tla",2,1,1,1,11,"huamantla",19,198,29,13,14,14,3,11,3,14,14,3,"huamantla",0,1,1,19,0.41,0.41,14,1
199,13,29,"tla",2,1,1,1,11,"huamantla",18,199,29,13,14,14,3,11,3,14,14,3,"huamantla",0,1,1,19,0.41,0.41,14,1
200,13,29,"tla",2,1,1,1,11,"huamantla",18,200,29,13,14,14,3,11,3,14,14,3,"huamantla",0,1,1,19,0.41,0.41,14,1
201,13,29,"tla",2,1,1,1,11,"huamantla",19,201,29,13,14,14,3,11,3,14,14,3,"huamantla",0,1,1,19,0.41,0.41,14,1
202,13,29,"tla",2,1,1,1,11,"huamantla",19,202,29,13,14,14,3,11,3,14,14,3,"huamantla",0,1,1,19,0.41,0.41,14,1
203,13,29,"tla",2,1,1,1,11,"huamantla",19,203,29,13,14,14,3,11,3,14,14,3,"huamantla",0,1,1,19,0.41,0.41,14,1
204,13,29,"tla",2,1,1,1,11,"huamantla",19,204,29,13,14,14,3,11,3,14,14,3,"huamantla",0,1,1,19,0.41,0.41,14,1
205,13,29,"tla",2,1,1,1,10,"huamantla",18,205,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
206,13,29,"tla",2,1,1,1,10,"huamantla",18,206,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
207,13,29,"tla",2,1,1,1,10,"huamantla",18,207,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
208,13,29,"tla",2,1,1,1,10,"huamantla",18,208,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
209,13,29,"tla",2,1,1,1,10,"huamantla",18,209,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
210,13,29,"tla",2,1,1,1,10,"huamantla",18,210,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
211,13,29,"tla",2,1,1,1,10,"huamantla",18,211,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
212,13,29,"tla",2,1,1,1,11,"huamantla",19,212,29,13,14,14,3,11,3,14,14,3,"huamantla",0,1,1,19,0.41,0.41,14,1
213,13,29,"tla",2,1,1,1,10,"huamantla",19,213,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
214,13,29,"tla",2,1,1,1,10,"huamantla",19,214,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
215,13,29,"tla",2,1,1,1,10,"huamantla",18,215,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
216,13,29,"tla",2,1,1,1,10,"huamantla",18,216,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
217,13,29,"tla",2,1,1,1,10,"huamantla",18,217,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
218,13,29,"tla",2,1,1,1,10,"huamantla",18,218,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
219,13,29,"tla",2,1,1,1,10,"huamantla",18,219,29,13,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
220,14,29,"tla",2,2,3,3,5,"yauhquemehcan",12,220,29,14,3,3,12,5,12,10,7,12,"yauhquemehcan",0,0,0,12,0.338,0.588,3,0.294
221,14,29,"tla",2,2,3,3,5,"yauhquemehcan",12,221,29,14,3,3,12,5,12,10,7,12,"yauhquemehcan",0,0,0,12,0.338,0.588,3,0.294
222,14,29,"tla",2,2,3,3,5,"yauhquemehcan",12,222,29,14,3,3,12,5,12,10,7,12,"yauhquemehcan",0,0,0,12,0.338,0.588,3,0.294
223,14,29,"tla",2,2,3,3,5,"yauhquemehcan",12,223,29,14,3,3,12,5,12,10,7,12,"yauhquemehcan",0,0,0,12,0.338,0.588,3,0.294
224,14,29,"tla",2,2,3,3,5,"yauhquemehcan",12,224,29,14,3,3,12,5,12,10,7,12,"yauhquemehcan",0,0,0,12,0.338,0.588,3,0.294
225,14,29,"tla",2,2,3,3,5,"yauhquemehcan",12,225,29,14,3,3,12,5,12,10,7,12,"yauhquemehcan",0,0,0,12,0.338,0.588,3,0.294
226,14,29,"tla",2,2,3,3,5,"yauhquemehcan",12,226,29,14,3,3,12,5,12,10,7,12,"yauhquemehcan",0,0,0,12,0.338,0.588,3,0.294
227,14,29,"tla",2,2,3,3,5,"yauhquemehcan",12,227,29,14,3,3,12,5,12,10,7,12,"yauhquemehcan",0,0,0,12,0.338,0.588,3,0.294
228,14,29,"tla",2,2,3,3,5,"yauhquemehcan",12,228,29,14,3,3,12,5,12,10,7,12,"yauhquemehcan",0,0,0,12,0.338,0.588,3,0.294
229,14,29,"tla",2,2,3,3,5,"yauhquemehcan",12,229,29,14,3,3,12,5,12,10,7,12,"yauhquemehcan",0,0,0,12,0.338,0.588,3,0.294
230,14,29,"tla",2,2,3,3,5,"yauhquemehcan",12,230,29,14,3,3,12,5,12,10,7,12,"yauhquemehcan",0,0,0,12,0.338,0.588,3,0.294
231,14,29,"tla",2,2,3,3,5,"yauhquemehcan",12,231,29,14,3,3,12,5,12,10,7,12,"yauhquemehcan",0,0,0,12,0.338,0.588,3,0.294
232,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,232,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774,10,0.389
233,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,233,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774,10,0.389
234,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,234,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774,10,0.389
235,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,235,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774,10,0.389
236,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,236,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774,10,0.389
237,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,237,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774,10,0.389
238,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,238,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774,10,0.389
239,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,239,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774,10,0.389
240,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,240,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774,10,0.389
241,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,241,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774,10,0.389
242,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,242,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774,10,0.389
243,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,243,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774,10,0.389
244,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,244,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774,10,0.389
245,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,245,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774,10,0.389
246,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,246,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774,10,0.389
247,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,247,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774,10,0.389
248,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,248,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774,10,0.389
249,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,249,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774,10,0.389
250,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,250,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774,10,0.389
251,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,251,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774,10,0.389
252,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,252,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774,10,0.389
253,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,253,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774,10,0.389
254,58,29,"tla",1,2,3,3,14,"nativitas",10,254,29,58,10,10,9,14,9,3,10,9,"nativitas",0,0,1,10,0.222,0.718,2,0.434
255,58,29,"tla",1,2,3,3,14,"nativitas",10,255,29,58,10,10,9,14,9,3,10,9,"nativitas",0,0,1,10,0.222,0.718,2,0.434
256,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,256,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774,10,0.389
257,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,257,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774,10,0.389
258,15,29,"tla",1,2,3,3,6,"ixtacuixtla",11,258,29,15,3,3,10,6,10,3,7,10,"ixtacuixtla",0,1,0,11,0.338,0.774,10,0.389
259,16,29,"tla",2,1,1,1,10,"huamantla",19,259,29,16,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
260,16,29,"tla",2,1,1,1,10,"huamantla",19,260,29,16,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
261,16,29,"tla",2,1,1,1,10,"huamantla",19,261,29,16,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
262,16,29,"tla",2,1,1,1,10,"huamantla",19,262,29,16,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
263,17,29,"tla",1,3,3,2,12,"teolocholco",7,263,29,17,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356,11,0.442
264,17,29,"tla",1,3,3,2,12,"teolocholco",7,264,29,17,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356,11,0.442
265,17,29,"tla",1,3,3,2,12,"teolocholco",7,265,29,17,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356,11,0.442
266,17,29,"tla",1,3,3,2,12,"teolocholco",7,266,29,17,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356,11,0.442
267,18,29,"tla",2,2,2,2,8,"contla",3,267,29,18,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8,5,0.471
268,18,29,"tla",2,2,2,2,8,"contla",3,268,29,18,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8,5,0.471
269,18,29,"tla",2,2,2,2,8,"contla",3,269,29,18,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8,5,0.471
270,18,29,"tla",2,2,2,2,8,"contla",3,270,29,18,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8,5,0.471
271,18,29,"tla",2,2,2,2,8,"contla",3,271,29,18,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8,5,0.471
272,18,29,"tla",2,2,2,2,8,"contla",3,272,29,18,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8,5,0.471
273,18,29,"tla",2,2,2,2,8,"contla",3,273,29,18,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8,5,0.471
274,18,29,"tla",2,2,2,2,8,"contla",3,274,29,18,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8,5,0.471
275,18,29,"tla",2,2,2,2,8,"contla",3,275,29,18,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8,5,0.471
276,18,29,"tla",2,2,2,2,8,"contla",3,276,29,18,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8,5,0.471
277,18,29,"tla",2,2,2,2,8,"contla",3,277,29,18,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8,5,0.471
278,18,29,"tla",2,2,2,2,8,"contla",3,278,29,18,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8,5,0.471
279,18,29,"tla",2,2,2,2,8,"contla",3,279,29,18,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8,5,0.471
280,18,29,"tla",2,2,2,2,8,"contla",3,280,29,18,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8,5,0.471
281,18,29,"tla",2,2,2,2,8,"contla",3,281,29,18,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8,5,0.471
282,18,29,"tla",2,2,2,2,8,"contla",3,282,29,18,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8,5,0.471
283,18,29,"tla",2,2,2,2,8,"contla",3,283,29,18,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8,5,0.471
284,19,29,"tla",1,3,3,3,14,"nativitas",10,284,29,19,3,3,9,14,9,3,7,9,"nativitas",0,1,0,10,0.338,0.718,2,0.434
285,19,29,"tla",1,3,3,3,14,"nativitas",10,285,29,19,3,3,9,14,9,3,7,9,"nativitas",0,1,0,10,0.338,0.718,2,0.434
286,19,29,"tla",1,3,3,3,14,"nativitas",10,286,29,19,3,3,9,14,9,3,7,9,"nativitas",0,1,0,10,0.338,0.718,2,0.434
287,19,29,"tla",1,3,3,3,14,"nativitas",10,287,29,19,3,3,9,14,9,3,7,9,"nativitas",0,1,0,10,0.338,0.718,2,0.434
288,19,29,"tla",1,3,3,3,14,"nativitas",10,288,29,19,3,3,9,14,9,3,7,9,"nativitas",0,1,0,10,0.338,0.718,2,0.434
289,19,29,"tla",1,3,3,3,14,"nativitas",10,289,29,19,3,3,9,14,9,3,7,9,"nativitas",0,1,0,10,0.338,0.718,2,0.434
290,19,29,"tla",1,3,3,3,14,"nativitas",10,290,29,19,3,3,9,14,9,3,7,9,"nativitas",0,1,0,10,0.338,0.718,2,0.434
291,19,29,"tla",1,3,3,3,14,"nativitas",10,291,29,19,3,3,9,14,9,3,7,9,"nativitas",0,1,0,10,0.338,0.718,2,0.434
292,20,29,"tla",2,2,3,3,1,"san antonio calpulalpan",12,292,29,20,9,9,6,1,6,9,4,6,"san antonio calpulalpan",0,1,0,13,0.821,0.821,9,1
293,20,29,"tla",2,2,3,3,1,"san antonio calpulalpan",12,293,29,20,9,9,6,1,6,9,4,6,"san antonio calpulalpan",0,1,0,13,0.821,0.821,9,1
294,20,29,"tla",2,2,3,3,1,"san antonio calpulalpan",12,294,29,20,9,9,6,1,6,9,4,6,"san antonio calpulalpan",0,1,0,13,0.821,0.821,9,1
295,60,29,"tla",2,2,3,3,1,"san antonio calpulalpan",12,295,29,60,9,9,6,1,6,9,4,6,"san antonio calpulalpan",0,1,0,13,0.821,0.821,9,1
296,60,29,"tla",2,2,3,3,1,"san antonio calpulalpan",12,296,29,60,9,9,6,1,6,9,4,6,"san antonio calpulalpan",0,1,0,13,0.821,0.821,9,1
297,20,29,"tla",2,2,3,3,1,"san antonio calpulalpan",12,297,29,20,9,9,6,1,6,9,4,6,"san antonio calpulalpan",0,1,0,13,0.821,0.821,9,1
298,20,29,"tla",2,2,3,3,1,"san antonio calpulalpan",12,298,29,20,9,9,6,1,6,9,4,6,"san antonio calpulalpan",0,1,0,13,0.821,0.821,9,1
299,21,29,"tla",2,2,3,3,1,"san antonio calpulalpan",13,299,29,21,9,9,6,1,6,9,4,6,"san antonio calpulalpan",0,1,0,13,0.821,0.821,9,1
300,21,29,"tla",2,2,3,3,1,"san antonio calpulalpan",13,300,29,21,9,9,6,1,6,9,4,6,"san antonio calpulalpan",0,1,0,13,0.821,0.821,9,1
301,21,29,"tla",2,2,3,3,1,"san antonio calpulalpan",13,301,29,21,9,9,6,1,6,9,4,6,"san antonio calpulalpan",0,1,0,13,0.821,0.821,9,1
302,21,29,"tla",2,2,3,3,1,"san antonio calpulalpan",13,302,29,21,9,9,6,1,6,9,4,6,"san antonio calpulalpan",0,1,0,13,0.821,0.821,9,1
303,21,29,"tla",2,2,3,3,1,"san antonio calpulalpan",13,303,29,21,9,9,6,1,6,9,4,6,"san antonio calpulalpan",0,1,0,13,0.821,0.821,9,1
304,21,29,"tla",2,2,3,3,1,"san antonio calpulalpan",13,304,29,21,9,9,6,1,6,9,4,6,"san antonio calpulalpan",0,1,0,13,0.821,0.821,9,1
305,21,29,"tla",2,2,3,3,1,"san antonio calpulalpan",13,305,29,21,9,9,6,1,6,9,4,6,"san antonio calpulalpan",0,1,0,13,0.821,0.821,9,1
306,21,29,"tla",2,2,3,3,1,"san antonio calpulalpan",13,306,29,21,9,9,6,1,6,9,4,6,"san antonio calpulalpan",0,1,0,13,0.821,0.821,9,1
307,21,29,"tla",2,2,3,3,1,"san antonio calpulalpan",13,307,29,21,9,9,6,1,6,9,4,6,"san antonio calpulalpan",0,1,0,13,0.821,0.821,9,1
308,21,29,"tla",2,2,3,3,1,"san antonio calpulalpan",13,308,29,21,9,9,6,1,6,9,4,6,"san antonio calpulalpan",0,1,0,13,0.821,0.821,9,1
309,22,29,"tla",1,3,2,2,12,"teolocholco",9,309,29,22,11,11,7,12,7,11,8,7,"teolocholco",0,1,0,7,0.55,0.356,11,0.442
310,22,29,"tla",1,3,2,2,12,"teolocholco",9,310,29,22,11,11,7,12,7,11,8,7,"teolocholco",0,1,0,7,0.55,0.356,11,0.442
311,22,29,"tla",1,3,2,2,12,"teolocholco",9,311,29,22,11,11,7,12,7,11,8,7,"teolocholco",0,1,0,7,0.55,0.356,11,0.442
312,22,29,"tla",1,3,2,2,12,"teolocholco",9,312,29,22,11,11,7,12,7,11,8,7,"teolocholco",0,1,0,7,0.55,0.356,11,0.442
313,46,29,"tla",1,3,3,3,12,"teolocholco",9,313,29,46,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356,11,0.442
314,46,29,"tla",1,3,3,3,12,"teolocholco",9,314,29,46,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356,11,0.442
315,46,29,"tla",1,3,3,2,12,"teolocholco",9,315,29,46,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356,11,0.442
316,45,29,"tla",1,3,3,3,14,"nativitas",10,316,29,45,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718,2,0.434
317,45,29,"tla",1,3,3,3,14,"nativitas",10,317,29,45,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718,2,0.434
318,23,29,"tla",1,3,3,3,14,"nativitas",10,318,29,23,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718,2,0.434
319,23,29,"tla",1,3,3,3,14,"nativitas",10,319,29,23,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718,2,0.434
320,23,29,"tla",1,3,3,3,14,"nativitas",10,320,29,23,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718,2,0.434
321,23,29,"tla",1,3,3,3,14,"nativitas",10,321,29,23,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718,2,0.434
322,23,29,"tla",1,3,3,3,14,"nativitas",10,322,29,23,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718,2,0.434
323,23,29,"tla",1,3,3,3,14,"nativitas",10,323,29,23,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718,2,0.434
324,23,29,"tla",1,3,3,3,14,"nativitas",10,324,29,23,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718,2,0.434
325,23,29,"tla",1,3,3,3,14,"nativitas",10,325,29,23,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718,2,0.434
326,23,29,"tla",1,3,3,3,14,"nativitas",10,326,29,23,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718,2,0.434
327,23,29,"tla",1,3,3,3,14,"nativitas",10,327,29,23,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718,2,0.434
328,23,29,"tla",1,3,3,3,14,"nativitas",10,328,29,23,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718,2,0.434
329,23,29,"tla",1,3,3,3,14,"nativitas",10,329,29,23,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718,2,0.434
330,23,29,"tla",1,3,3,3,14,"nativitas",10,330,29,23,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718,2,0.434
331,23,29,"tla",1,3,3,3,14,"nativitas",10,331,29,23,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718,2,0.434
332,24,29,"tla",1,2,3,3,6,"ixtacuixtla",11,332,29,24,10,10,10,6,10,3,11,10,"ixtacuixtla",1,0,0,11,0.222,0.774,10,0.389
333,24,29,"tla",1,2,3,3,6,"ixtacuixtla",11,333,29,24,10,10,10,6,10,3,11,10,"ixtacuixtla",1,0,0,11,0.222,0.774,10,0.389
334,24,29,"tla",1,2,3,3,6,"ixtacuixtla",11,334,29,24,10,10,10,6,10,3,11,10,"ixtacuixtla",1,0,0,11,0.222,0.774,10,0.389
335,24,29,"tla",1,2,3,3,6,"ixtacuixtla",11,335,29,24,10,10,10,6,10,3,11,10,"ixtacuixtla",1,0,0,11,0.222,0.774,10,0.389
336,24,29,"tla",1,2,3,3,6,"ixtacuixtla",11,336,29,24,10,10,10,6,10,3,11,10,"ixtacuixtla",1,0,0,11,0.222,0.774,10,0.389
337,24,29,"tla",1,2,3,3,6,"ixtacuixtla",11,337,29,24,10,10,10,6,10,3,11,10,"ixtacuixtla",1,0,0,11,0.222,0.774,10,0.389
338,24,29,"tla",1,2,3,3,6,"ixtacuixtla",11,338,29,24,10,10,10,6,10,3,11,10,"ixtacuixtla",1,0,0,11,0.222,0.774,10,0.389
339,24,29,"tla",1,2,3,3,6,"ixtacuixtla",11,339,29,24,10,10,10,6,10,3,11,10,"ixtacuixtla",1,0,0,11,0.222,0.774,10,0.389
340,24,29,"tla",1,2,3,3,6,"ixtacuixtla",11,340,29,24,10,10,10,6,10,3,11,10,"ixtacuixtla",1,0,0,11,0.222,0.774,10,0.389
