"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2016","cab.x","disloc2013","X","edon.y","munn.y","escenario1","escenario2","escenario3","criterio8","mc_clv1","panal_cnv1","panal_cnv2","pan_clv2","cab.y","esc1_mcCLV1","esc1_panalCNV1","esc2_panalCNV2","SQ","dsiSQ_E1","dsiSQ_E3","E1","dsiE1_E3"
512,36,29,"tla",1,2,2,3,6,"ixtacuixtla",2,512,29,36,10,10,10,6,10,10,11,10,"ixtacuixtla",1,1,0,11,0.222,0.774,10,0.389
513,36,29,"tla",1,2,2,3,6,"ixtacuixtla",2,513,29,36,10,10,10,6,10,10,11,10,"ixtacuixtla",1,1,0,11,0.222,0.774,10,0.389
514,36,29,"tla",1,2,2,3,6,"ixtacuixtla",2,514,29,36,10,10,10,6,10,10,11,10,"ixtacuixtla",1,1,0,11,0.222,0.774,10,0.389
515,36,29,"tla",1,2,2,3,6,"ixtacuixtla",2,515,29,36,10,10,10,6,10,10,11,10,"ixtacuixtla",1,1,0,11,0.222,0.774,10,0.389
516,36,29,"tla",1,2,2,3,6,"ixtacuixtla",2,516,29,36,10,10,10,6,10,10,11,10,"ixtacuixtla",1,1,0,11,0.222,0.774,10,0.389
517,36,29,"tla",1,2,2,3,6,"ixtacuixtla",2,517,29,36,10,10,10,6,10,10,11,10,"ixtacuixtla",1,1,0,11,0.222,0.774,10,0.389
518,36,29,"tla",1,2,2,3,6,"ixtacuixtla",2,518,29,36,10,10,10,6,10,10,11,10,"ixtacuixtla",1,1,0,11,0.222,0.774,10,0.389
519,36,29,"tla",1,2,2,3,6,"ixtacuixtla",2,519,29,36,10,10,10,6,10,10,11,10,"ixtacuixtla",1,1,0,11,0.222,0.774,10,0.389
520,37,29,"tla",2,1,1,1,10,"huamantla",19,520,29,37,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
521,37,29,"tla",2,1,1,1,10,"huamantla",19,521,29,37,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
522,37,29,"tla",2,1,1,1,10,"huamantla",19,522,29,37,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
523,37,29,"tla",2,1,1,1,10,"huamantla",19,523,29,37,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
524,37,29,"tla",2,1,1,1,10,"huamantla",19,524,29,37,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
525,37,29,"tla",2,1,1,1,10,"huamantla",19,525,29,37,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
526,37,29,"tla",2,1,1,1,10,"huamantla",19,526,29,37,15,15,2,10,2,15,15,2,"huamantla",0,1,1,18,0.622,0.622,15,1
527,38,29,"tla",2,1,1,1,3,"xalostoc",16,527,29,38,5,5,14,3,14,1,5,14,"xalostoc",0,0,1,17,0.545,0.394,1,0.448
528,38,29,"tla",2,1,1,1,3,"xalostoc",16,528,29,38,5,5,14,3,14,1,5,14,"xalostoc",0,0,1,17,0.545,0.394,1,0.448
529,38,29,"tla",2,1,1,1,3,"xalostoc",16,529,29,38,5,5,14,3,14,1,5,14,"xalostoc",0,0,1,17,0.545,0.394,1,0.448
530,38,29,"tla",2,1,1,1,3,"xalostoc",16,530,29,38,5,5,14,3,14,1,5,14,"xalostoc",0,0,1,17,0.545,0.394,1,0.448
531,50,29,"tla",2,1,1,1,3,"xalostoc",16,531,29,50,5,5,14,3,14,1,5,14,"xalostoc",0,0,1,17,0.545,0.394,1,0.448
532,50,29,"tla",2,1,1,1,3,"xalostoc",16,532,29,50,5,5,14,3,14,1,5,14,"xalostoc",0,0,1,17,0.545,0.394,1,0.448
533,50,29,"tla",2,1,1,1,3,"xalostoc",16,533,29,50,5,5,14,3,14,1,5,14,"xalostoc",0,0,1,17,0.545,0.394,1,0.448
534,50,29,"tla",2,1,1,1,3,"xalostoc",16,534,29,50,5,5,14,3,14,1,5,14,"xalostoc",0,0,1,17,0.545,0.394,1,0.448
535,50,29,"tla",2,1,1,1,3,"xalostoc",16,535,29,50,5,5,14,3,14,1,5,14,"xalostoc",0,0,1,17,0.545,0.394,1,0.448
536,38,29,"tla",2,1,1,1,3,"xalostoc",16,536,29,38,5,5,14,3,14,1,5,14,"xalostoc",0,0,1,17,0.545,0.394,1,0.448
537,38,29,"tla",2,1,1,1,3,"xalostoc",16,537,29,38,5,5,14,3,14,1,5,14,"xalostoc",0,0,1,17,0.545,0.394,1,0.448
538,39,29,"tla",2,1,1,1,3,"xalostoc",17,538,29,39,1,1,14,3,14,1,5,14,"xalostoc",0,1,0,17,0.394,0.394,1,0.448
539,39,29,"tla",2,1,1,1,3,"xalostoc",17,539,29,39,1,1,14,3,14,1,5,14,"xalostoc",0,1,0,17,0.394,0.394,1,0.448
540,39,29,"tla",2,1,1,1,3,"xalostoc",17,540,29,39,1,1,14,3,14,1,5,14,"xalostoc",0,1,0,17,0.394,0.394,1,0.448
541,39,29,"tla",2,1,1,1,3,"xalostoc",17,541,29,39,1,1,14,3,14,1,5,14,"xalostoc",0,1,0,17,0.394,0.394,1,0.448
542,39,29,"tla",2,1,1,1,3,"xalostoc",17,542,29,39,1,1,14,3,14,1,5,14,"xalostoc",0,1,0,17,0.394,0.394,1,0.448
543,39,29,"tla",2,1,1,1,3,"xalostoc",17,543,29,39,1,1,14,3,14,1,5,14,"xalostoc",0,1,0,17,0.394,0.394,1,0.448
544,39,29,"tla",2,1,1,1,3,"xalostoc",17,544,29,39,1,1,14,3,14,1,5,14,"xalostoc",0,1,0,17,0.394,0.394,1,0.448
545,39,29,"tla",2,1,1,1,3,"xalostoc",17,545,29,39,1,1,14,3,14,1,5,14,"xalostoc",0,1,0,17,0.394,0.394,1,0.448
546,39,29,"tla",2,1,1,1,3,"xalostoc",17,546,29,39,1,1,14,3,14,1,5,14,"xalostoc",0,1,0,17,0.394,0.394,1,0.448
547,40,29,"tla",2,2,3,3,5,"yauhquemehcan",12,547,29,40,10,10,12,5,12,10,11,12,"yauhquemehcan",0,1,0,12,0.222,0.588,3,0.294
548,40,29,"tla",2,2,3,3,5,"yauhquemehcan",12,548,29,40,10,10,12,5,12,10,11,12,"yauhquemehcan",0,1,0,12,0.222,0.588,3,0.294
549,40,29,"tla",2,2,3,3,5,"yauhquemehcan",12,549,29,40,10,10,12,5,12,10,11,12,"yauhquemehcan",0,1,0,12,0.222,0.588,3,0.294
550,40,29,"tla",2,2,3,3,5,"yauhquemehcan",12,550,29,40,10,10,12,5,12,10,11,12,"yauhquemehcan",0,1,0,12,0.222,0.588,3,0.294
551,57,29,"tla",2,2,3,3,5,"yauhquemehcan",12,551,29,57,10,10,12,5,12,4,7,12,"yauhquemehcan",0,0,0,12,0.222,0.588,3,0.294
552,57,29,"tla",2,2,3,3,5,"yauhquemehcan",12,552,29,57,10,10,12,5,12,4,7,12,"yauhquemehcan",0,0,0,12,0.222,0.588,3,0.294
553,40,29,"tla",2,2,3,3,5,"yauhquemehcan",12,553,29,40,10,10,12,5,12,10,11,12,"yauhquemehcan",0,1,0,12,0.222,0.588,3,0.294
554,40,29,"tla",2,2,3,3,5,"yauhquemehcan",12,554,29,40,10,10,12,5,12,10,11,12,"yauhquemehcan",0,1,0,12,0.222,0.588,3,0.294
555,40,29,"tla",2,2,3,3,5,"yauhquemehcan",12,555,29,40,10,10,12,5,12,10,11,12,"yauhquemehcan",0,1,0,12,0.222,0.588,3,0.294
556,40,29,"tla",2,2,3,3,5,"yauhquemehcan",12,556,29,40,10,10,12,5,12,10,11,12,"yauhquemehcan",0,1,0,12,0.222,0.588,3,0.294
557,40,29,"tla",2,2,3,3,5,"yauhquemehcan",12,557,29,40,10,10,12,5,12,10,11,12,"yauhquemehcan",0,1,0,12,0.222,0.588,3,0.294
558,41,29,"tla",1,3,3,2,12,"teolocholco",7,558,29,41,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356,11,0.442
559,41,29,"tla",1,3,3,2,12,"teolocholco",7,559,29,41,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356,11,0.442
560,41,29,"tla",1,3,3,2,12,"teolocholco",7,560,29,41,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356,11,0.442
561,41,29,"tla",1,3,3,2,12,"teolocholco",7,561,29,41,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356,11,0.442
562,41,29,"tla",1,3,3,2,12,"teolocholco",7,562,29,41,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356,11,0.442
563,41,29,"tla",1,3,3,2,12,"teolocholco",7,563,29,41,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356,11,0.442
564,41,29,"tla",1,3,3,2,12,"teolocholco",7,564,29,41,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356,11,0.442
565,41,29,"tla",1,3,3,2,12,"teolocholco",7,565,29,41,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356,11,0.442
566,41,29,"tla",1,3,3,2,12,"teolocholco",7,566,29,41,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356,11,0.442
567,41,29,"tla",1,3,3,2,12,"teolocholco",7,567,29,41,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356,11,0.442
568,41,29,"tla",1,3,3,2,12,"teolocholco",7,568,29,41,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356,11,0.442
569,41,29,"tla",1,3,3,2,12,"teolocholco",7,569,29,41,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356,11,0.442
570,42,29,"tla",1,3,3,3,13,"zacatelco",8,570,29,42,11,11,8,13,8,6,8,8,"zacatelco",0,0,0,8,0.55,0.656,2,0.255
571,42,29,"tla",1,3,3,3,13,"zacatelco",8,571,29,42,11,11,8,13,8,6,8,8,"zacatelco",0,0,0,8,0.55,0.656,2,0.255
572,42,29,"tla",1,3,3,3,13,"zacatelco",8,572,29,42,11,11,8,13,8,6,8,8,"zacatelco",0,0,0,8,0.55,0.656,2,0.255
573,42,29,"tla",1,3,3,3,13,"zacatelco",8,573,29,42,11,11,8,13,8,6,8,8,"zacatelco",0,0,0,8,0.55,0.656,2,0.255
574,42,29,"tla",1,3,3,3,13,"zacatelco",8,574,29,42,11,11,8,13,8,6,8,8,"zacatelco",0,0,0,8,0.55,0.656,2,0.255
575,43,29,"tla",2,1,1,3,5,"yauhquemehcan",15,575,29,43,4,4,12,5,12,10,11,12,"yauhquemehcan",0,0,0,12,0.413,0.588,3,0.294
576,43,29,"tla",2,1,1,3,5,"yauhquemehcan",15,576,29,43,4,4,12,5,12,10,11,12,"yauhquemehcan",0,0,0,12,0.413,0.588,3,0.294
577,43,29,"tla",2,1,1,3,5,"yauhquemehcan",15,577,29,43,4,4,12,5,12,10,11,12,"yauhquemehcan",0,0,0,12,0.413,0.588,3,0.294
578,43,29,"tla",2,1,1,3,5,"yauhquemehcan",15,578,29,43,4,4,12,5,12,10,11,12,"yauhquemehcan",0,0,0,12,0.413,0.588,3,0.294
579,43,29,"tla",2,1,1,3,5,"yauhquemehcan",15,579,29,43,4,4,12,5,12,10,11,12,"yauhquemehcan",0,0,0,12,0.413,0.588,3,0.294
580,43,29,"tla",2,1,1,3,5,"yauhquemehcan",15,580,29,43,4,4,12,5,12,10,11,12,"yauhquemehcan",0,0,0,12,0.413,0.588,3,0.294
581,43,29,"tla",2,1,1,3,5,"yauhquemehcan",15,581,29,43,4,4,12,5,12,10,11,12,"yauhquemehcan",0,0,0,12,0.413,0.588,3,0.294
582,43,29,"tla",2,1,1,3,5,"yauhquemehcan",15,582,29,43,4,4,12,5,12,10,11,12,"yauhquemehcan",0,0,0,12,0.413,0.588,3,0.294
583,43,29,"tla",2,1,1,3,5,"yauhquemehcan",15,583,29,43,4,4,12,5,12,10,11,12,"yauhquemehcan",0,0,0,12,0.413,0.588,3,0.294
584,43,29,"tla",2,1,1,3,5,"yauhquemehcan",15,584,29,43,4,4,12,5,12,10,11,12,"yauhquemehcan",0,0,0,12,0.413,0.588,3,0.294
585,43,29,"tla",2,1,1,3,5,"yauhquemehcan",15,585,29,43,4,4,12,5,12,10,11,12,"yauhquemehcan",0,0,0,12,0.413,0.588,3,0.294
586,59,29,"tla",1,3,3,3,13,"zacatelco",8,586,29,59,6,6,8,13,8,11,10,8,"zacatelco",0,0,0,8,0.486,0.656,2,0.255
587,59,29,"tla",1,3,3,3,13,"zacatelco",8,587,29,59,6,6,8,13,8,11,10,8,"zacatelco",0,0,0,8,0.486,0.656,2,0.255
588,44,29,"tla",1,3,3,3,13,"zacatelco",8,588,29,44,2,2,8,13,8,2,9,8,"zacatelco",0,1,0,8,0.327,0.656,2,0.255
589,44,29,"tla",1,3,3,3,13,"zacatelco",8,589,29,44,2,2,8,13,8,2,9,8,"zacatelco",0,1,0,8,0.327,0.656,2,0.255
590,44,29,"tla",1,3,3,3,13,"zacatelco",8,590,29,44,2,2,8,13,8,2,9,8,"zacatelco",0,1,0,8,0.327,0.656,2,0.255
591,44,29,"tla",1,3,3,3,13,"zacatelco",8,591,29,44,2,2,8,13,8,2,9,8,"zacatelco",0,1,0,8,0.327,0.656,2,0.255
592,44,29,"tla",1,3,3,3,13,"zacatelco",8,592,29,44,2,2,8,13,8,2,9,8,"zacatelco",0,1,0,8,0.327,0.656,2,0.255
593,44,29,"tla",1,3,3,3,13,"zacatelco",8,593,29,44,2,2,8,13,8,2,9,8,"zacatelco",0,1,0,8,0.327,0.656,2,0.255
594,44,29,"tla",1,3,3,3,13,"zacatelco",8,594,29,44,2,2,8,13,8,2,9,8,"zacatelco",0,1,0,8,0.327,0.656,2,0.255
595,44,29,"tla",1,3,3,3,13,"zacatelco",8,595,29,44,2,2,8,13,8,2,9,8,"zacatelco",0,1,0,8,0.327,0.656,2,0.255
596,44,29,"tla",1,3,3,3,13,"zacatelco",8,596,29,44,2,2,8,13,8,2,9,8,"zacatelco",0,1,0,8,0.327,0.656,2,0.255
597,44,29,"tla",1,3,3,3,13,"zacatelco",8,597,29,44,2,2,8,13,8,2,9,8,"zacatelco",0,1,0,8,0.327,0.656,2,0.255
598,44,29,"tla",1,3,3,3,13,"zacatelco",8,598,29,44,2,2,8,13,8,2,9,8,"zacatelco",0,1,0,8,0.327,0.656,2,0.255
599,44,29,"tla",1,3,3,3,13,"zacatelco",8,599,29,44,2,2,8,13,8,2,9,8,"zacatelco",0,1,0,8,0.327,0.656,2,0.255
600,44,29,"tla",1,3,3,3,13,"zacatelco",8,600,29,44,2,2,8,13,8,2,9,8,"zacatelco",0,1,0,8,0.327,0.656,2,0.255
601,44,29,"tla",1,3,3,3,13,"zacatelco",8,601,29,44,2,2,8,13,8,2,9,8,"zacatelco",0,1,0,8,0.327,0.656,2,0.255
602,48,29,"tla",1,3,3,3,13,"zacatelco",9,602,29,48,11,11,8,13,8,6,8,8,"zacatelco",0,0,0,8,0.55,0.656,2,0.255
603,48,29,"tla",1,3,3,3,13,"zacatelco",9,603,29,48,11,11,8,13,8,6,8,8,"zacatelco",0,0,0,8,0.55,0.656,2,0.255
604,48,29,"tla",1,3,3,3,13,"zacatelco",9,604,29,48,11,11,8,13,8,6,8,8,"zacatelco",0,0,0,8,0.55,0.656,2,0.255
605,48,29,"tla",1,3,3,3,13,"zacatelco",9,605,29,48,11,11,8,13,8,6,8,8,"zacatelco",0,0,0,8,0.55,0.656,2,0.255
606,55,29,"tla",0,1,1,1,3,"xalostoc",17,606,29,55,1,1,14,3,14,1,5,14,"xalostoc",0,1,0,17,0.394,0.394,1,0.448
607,54,29,"tla",0,1,1,1,3,"xalostoc",17,607,29,54,1,1,14,3,14,1,5,14,"xalostoc",0,1,0,17,0.394,0.394,1,0.448
608,54,29,"tla",0,1,1,1,3,"xalostoc",17,608,29,54,1,1,14,3,14,1,5,14,"xalostoc",0,1,0,17,0.394,0.394,1,0.448
