"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc2012","edon.y","munn.y","escenario1","escenario2","escenario3","mc_clv1","pan_clv1","mc_clv2","pan_cnv2","prd_clv2","pri_clv2","esc1_mcCLV1","esc1_panCLV1","esc1_mcCLV1.1","esc2_mcCLV2","esc2_panCNV2","esc2_prdCLV2","esc2_priCLV2","SQ","dsiSQ_E1","dsiSQ_E3","E1","dsiE1_E3"
632,41,14,"jal",1,12,8,8,13,12,14,41,14,13,13,14,13,13,13,11,13,1,0,1,1,1,0,1,8,0.364,0.364,14,1
633,41,14,"jal",2,9,11,9,12,9,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
634,41,14,"jal",2,9,11,9,12,9,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
635,41,14,"jal",2,9,11,9,12,9,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
636,41,14,"jal",2,9,11,9,12,9,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
637,41,14,"jal",2,9,11,9,12,9,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
638,41,14,"jal",2,9,11,9,12,9,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
639,41,14,"jal",2,9,11,9,12,9,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
640,41,14,"jal",2,11,11,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
641,41,14,"jal",2,9,11,9,12,9,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
642,41,14,"jal",2,9,11,9,12,9,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
643,41,14,"jal",2,9,11,9,12,9,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
644,41,14,"jal",2,9,11,9,12,9,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
645,41,14,"jal",2,9,11,9,12,9,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
646,41,14,"jal",2,9,11,9,12,9,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
647,41,14,"jal",2,9,11,9,12,9,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
648,41,14,"jal",2,9,11,9,12,9,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
649,41,14,"jal",2,9,11,9,12,9,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
650,41,14,"jal",2,9,11,9,12,9,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
651,41,14,"jal",2,9,11,9,12,9,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
652,41,14,"jal",2,9,11,9,12,9,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
653,41,14,"jal",2,11,11,11,11,11,14,41,13,12,11,13,12,11,12,10,11,1,0,1,0,1,0,0,13,0.443,0.443,13,1
654,41,14,"jal",2,11,11,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
655,41,14,"jal",2,11,11,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
656,41,14,"jal",2,11,11,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
657,41,14,"jal",2,11,11,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
658,41,14,"jal",2,11,11,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
659,41,14,"jal",2,11,11,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
660,41,14,"jal",2,11,11,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
661,41,14,"jal",2,11,11,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
662,41,14,"jal",2,11,11,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
663,41,14,"jal",2,11,11,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
664,41,14,"jal",2,11,11,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
665,41,14,"jal",2,11,11,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
666,41,14,"jal",2,11,11,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
667,41,14,"jal",2,11,8,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
668,41,14,"jal",2,11,8,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
669,41,14,"jal",2,11,8,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
670,41,14,"jal",2,11,8,8,13,11,14,41,14,12,13,14,12,13,12,10,13,1,0,1,0,1,0,0,8,0.364,0.364,14,1
671,41,14,"jal",2,11,8,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
672,41,14,"jal",2,11,8,8,13,11,14,41,14,12,13,14,12,13,11,10,13,1,0,1,0,0,0,0,8,0.364,0.364,14,1
673,41,14,"jal",2,11,8,8,13,11,14,41,14,12,13,14,12,13,12,10,13,1,0,1,0,1,0,0,8,0.364,0.364,14,1
674,41,14,"jal",2,11,8,8,13,11,14,41,14,12,13,14,12,13,11,10,13,1,0,1,0,0,0,0,8,0.364,0.364,14,1
675,41,14,"jal",2,11,8,8,13,11,14,41,14,12,13,14,12,13,13,10,13,1,0,1,0,0,0,0,8,0.364,0.364,14,1
676,41,14,"jal",2,11,8,8,13,11,14,41,14,12,13,14,12,13,13,10,13,1,0,1,0,0,0,0,8,0.364,0.364,14,1
677,41,14,"jal",2,11,8,8,13,11,14,41,14,13,13,14,13,13,13,11,13,1,0,1,1,1,0,1,8,0.364,0.364,14,1
678,41,14,"jal",2,11,8,8,13,11,14,41,14,11,13,14,11,13,11,9,13,1,0,1,0,1,0,0,8,0.364,0.364,14,1
679,41,14,"jal",2,11,8,8,13,11,14,41,14,12,13,14,12,13,11,10,13,1,0,1,0,0,0,0,8,0.364,0.364,14,1
680,41,14,"jal",2,11,8,8,13,11,14,41,14,11,13,14,11,13,11,9,13,1,0,1,0,1,0,0,8,0.364,0.364,14,1
681,41,14,"jal",2,11,8,8,13,11,14,41,14,12,13,14,12,13,11,10,13,1,0,1,0,0,0,0,8,0.364,0.364,14,1
682,41,14,"jal",2,11,8,8,13,11,14,41,14,12,13,14,12,13,12,10,13,1,0,1,0,1,0,0,8,0.364,0.364,14,1
683,41,14,"jal",2,11,8,8,13,11,14,41,14,12,13,14,12,13,11,10,13,1,0,1,0,0,0,0,8,0.364,0.364,14,1
684,41,14,"jal",2,11,8,8,13,11,14,41,14,11,13,14,11,13,11,9,13,1,0,1,0,1,0,0,8,0.364,0.364,14,1
685,41,14,"jal",2,11,8,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
686,41,14,"jal",2,11,8,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
687,41,14,"jal",2,11,8,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
688,41,14,"jal",2,11,8,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
689,41,14,"jal",2,11,8,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
690,41,14,"jal",2,11,8,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
691,41,14,"jal",2,11,8,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
692,41,14,"jal",2,11,8,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
693,41,14,"jal",2,11,11,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
694,41,14,"jal",2,11,11,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
695,41,14,"jal",2,11,11,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
696,41,14,"jal",2,11,11,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
697,41,14,"jal",2,11,11,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
698,41,14,"jal",2,11,11,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
699,41,14,"jal",2,11,11,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
700,41,14,"jal",2,11,11,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
701,41,14,"jal",2,11,11,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
702,41,14,"jal",2,11,11,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
703,41,14,"jal",2,11,11,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
704,41,14,"jal",2,11,11,11,11,11,14,41,13,12,11,13,12,11,12,10,11,1,0,1,0,1,0,0,13,0.443,0.443,13,1
705,41,14,"jal",2,11,11,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682,0.682,12,1
706,41,14,"jal",2,11,11,11,11,11,14,41,13,12,11,13,12,11,12,10,11,1,0,1,0,1,0,0,13,0.443,0.443,13,1
707,41,14,"jal",2,11,11,11,11,11,14,41,13,12,11,13,12,11,12,10,11,1,0,1,0,1,0,0,13,0.443,0.443,13,1
708,41,14,"jal",2,11,11,11,11,11,14,41,13,12,11,13,12,11,12,10,11,1,0,1,0,1,0,0,13,0.443,0.443,13,1
709,41,14,"jal",2,11,11,11,11,11,14,41,13,12,11,13,12,11,12,10,11,1,0,1,0,1,0,0,13,0.443,0.443,13,1
710,41,14,"jal",2,11,11,11,11,11,14,41,13,12,11,13,12,11,12,10,11,1,0,1,0,1,0,0,13,0.443,0.443,13,1
711,41,14,"jal",2,11,11,11,11,11,14,41,13,12,11,13,12,11,12,10,11,1,0,1,0,1,0,0,13,0.443,0.443,13,1
712,41,14,"jal",2,11,11,11,11,11,14,41,13,12,11,13,12,11,12,10,11,1,0,1,0,1,0,0,13,0.443,0.443,13,1
713,41,14,"jal",2,11,11,11,11,11,14,41,13,12,11,13,12,11,12,10,11,1,0,1,0,1,0,0,13,0.443,0.443,13,1
714,41,14,"jal",2,11,11,11,11,11,14,41,13,12,11,13,12,11,12,10,11,1,0,1,0,1,0,0,13,0.443,0.443,13,1
715,41,14,"jal",2,11,11,11,11,11,14,41,13,12,11,13,12,11,12,10,11,1,0,1,0,1,0,0,13,0.443,0.443,13,1
716,41,14,"jal",2,11,11,11,11,11,14,41,13,12,11,13,12,11,12,10,11,1,0,1,0,1,0,0,13,0.443,0.443,13,1
717,41,14,"jal",2,11,11,11,11,11,14,41,13,12,11,13,12,11,12,10,11,1,0,1,0,1,0,0,13,0.443,0.443,13,1
718,41,14,"jal",2,11,11,11,11,11,14,41,13,12,11,13,12,11,12,10,11,1,0,1,0,1,0,0,13,0.443,0.443,13,1
719,41,14,"jal",2,11,11,11,11,11,14,41,13,12,11,13,12,11,12,10,11,1,0,1,0,1,0,0,13,0.443,0.443,13,1
720,41,14,"jal",2,11,11,11,11,11,14,41,13,12,11,13,12,11,12,10,11,1,0,1,0,1,0,0,13,0.443,0.443,13,1
721,41,14,"jal",2,11,11,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
722,41,14,"jal",2,11,11,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
723,41,14,"jal",2,11,11,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
724,41,14,"jal",2,11,11,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
725,41,14,"jal",2,11,11,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
726,41,14,"jal",2,11,11,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
727,41,14,"jal",2,11,11,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
728,41,14,"jal",2,11,11,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
729,41,14,"jal",2,11,11,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
730,41,14,"jal",2,11,11,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
731,41,14,"jal",2,13,11,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
732,41,14,"jal",2,13,11,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
733,41,14,"jal",2,13,11,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
734,41,14,"jal",2,13,8,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
735,41,14,"jal",2,13,8,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
736,41,14,"jal",2,13,8,8,13,13,14,41,14,11,13,14,11,13,11,9,13,1,0,1,0,1,0,0,8,0.364,0.364,14,1
737,41,14,"jal",2,13,8,8,13,13,14,41,14,11,13,14,11,13,11,9,13,1,0,1,0,1,0,0,8,0.364,0.364,14,1
738,41,14,"jal",2,13,8,8,13,13,14,41,14,11,13,14,11,13,11,9,13,1,0,1,0,1,0,0,8,0.364,0.364,14,1
739,41,14,"jal",2,13,8,8,13,13,14,41,14,11,13,14,11,13,11,9,13,1,0,1,0,1,0,0,8,0.364,0.364,14,1
740,41,14,"jal",2,13,8,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
741,41,14,"jal",2,13,8,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
742,41,14,"jal",2,13,8,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
743,41,14,"jal",2,13,8,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
744,41,14,"jal",2,13,11,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
745,41,14,"jal",2,13,11,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
746,41,14,"jal",2,13,11,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
747,41,14,"jal",2,13,11,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
748,41,14,"jal",2,13,11,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
749,41,14,"jal",2,13,11,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
750,41,14,"jal",2,13,8,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
751,41,14,"jal",2,13,8,8,13,13,14,41,14,11,13,14,11,13,11,9,13,1,0,1,0,1,0,0,8,0.364,0.364,14,1
752,41,14,"jal",2,13,8,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
753,41,14,"jal",2,13,8,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
754,41,14,"jal",2,13,8,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
755,41,14,"jal",2,13,11,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
756,41,14,"jal",2,13,11,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443,0.443,13,1
757,41,14,"jal",3,12,8,8,13,12,14,41,14,13,13,14,13,13,13,11,13,1,0,1,1,1,0,1,8,0.364,0.364,14,1
758,41,14,"jal",3,12,14,8,13,12,14,41,14,13,13,14,13,13,13,11,13,1,0,1,1,1,0,1,8,0.364,0.364,14,1
759,41,14,"jal",3,12,14,8,13,12,14,41,14,13,13,14,13,13,13,11,13,1,0,1,1,1,0,1,8,0.364,0.364,14,1
760,41,14,"jal",3,12,14,8,13,12,14,41,14,13,13,14,13,13,13,11,13,1,0,1,1,1,0,1,8,0.364,0.364,14,1
761,41,14,"jal",3,12,14,8,13,12,14,41,14,13,13,14,13,13,13,11,13,1,0,1,1,1,0,1,8,0.364,0.364,14,1
762,41,14,"jal",3,12,14,8,13,12,14,41,14,13,13,14,13,13,13,11,13,1,0,1,1,1,0,1,8,0.364,0.364,14,1
763,41,14,"jal",3,12,14,8,13,12,14,41,14,13,13,14,13,13,13,11,13,1,0,1,1,1,0,1,8,0.364,0.364,14,1
764,41,14,"jal",3,12,14,8,13,12,14,41,14,13,13,14,13,13,13,11,13,1,0,1,1,1,0,1,8,0.364,0.364,14,1
765,41,14,"jal",3,12,14,8,13,12,14,41,14,13,13,14,13,13,13,11,13,1,0,1,1,1,0,1,8,0.364,0.364,14,1
766,41,14,"jal",3,12,14,8,13,12,14,41,14,10,13,14,10,13,10,8,13,1,0,1,0,1,0,0,8,0.364,0.364,14,1
767,41,14,"jal",3,12,14,8,13,12,14,41,14,10,13,14,10,13,10,8,13,1,0,1,0,1,0,0,8,0.364,0.364,14,1
768,41,14,"jal",3,12,14,8,13,12,14,41,14,10,13,14,10,13,10,8,13,1,0,1,0,1,0,0,8,0.364,0.364,14,1
769,41,14,"jal",3,12,14,8,13,12,14,41,14,10,13,14,10,13,10,8,13,1,0,1,0,1,0,0,8,0.364,0.364,14,1
770,41,14,"jal",3,12,14,8,13,12,14,41,14,10,13,14,10,13,10,8,13,1,0,1,0,1,0,0,8,0.364,0.364,14,1
771,41,14,"jal",3,12,14,8,13,12,14,41,14,10,13,14,10,10,10,8,13,1,0,1,1,1,0,0,8,0.364,0.364,14,1
772,41,14,"jal",3,12,13,8,13,12,14,41,14,10,13,14,10,10,10,8,13,1,0,1,1,1,0,0,8,0.364,0.364,14,1
773,41,14,"jal",3,12,13,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
774,41,14,"jal",3,12,13,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
775,41,14,"jal",3,12,13,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
776,41,14,"jal",3,12,13,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
777,41,14,"jal",3,12,13,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
778,41,14,"jal",3,12,13,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
779,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
780,41,14,"jal",3,12,13,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
781,41,14,"jal",3,12,13,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
782,41,14,"jal",3,12,13,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
783,41,14,"jal",3,12,13,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
784,41,14,"jal",3,12,13,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
785,41,14,"jal",3,12,13,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
786,41,14,"jal",3,12,13,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
787,41,14,"jal",3,12,13,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
788,41,14,"jal",3,12,13,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
789,41,14,"jal",3,12,13,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
790,41,14,"jal",3,12,13,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
791,41,14,"jal",3,14,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
792,41,14,"jal",3,14,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
793,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
794,41,14,"jal",3,14,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
795,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
796,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
797,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
798,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
799,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
800,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
801,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
802,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
803,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
804,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
805,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
806,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
807,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
808,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
809,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
810,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
811,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
812,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
813,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
814,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
815,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
816,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
817,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
818,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
819,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
820,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
821,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
822,41,14,"jal",3,14,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646,0.646,11,1
