"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc2012","edon.y","munn.y","escenario1","escenario2","escenario3","mc_clv1","pan_clv1","mc_clv2","pan_cnv2","prd_clv2","pri_clv2","esc1_mcCLV1","esc1_panCLV1","esc1_mcCLV1.1","esc2_mcCLV2","esc2_panCNV2","esc2_prdCLV2","esc2_priCLV2","SQ","dsiSQ_E1","dsiSQ_E3","E1","dsiE1_E3"
2966,120,14,"jal",17,4,4,6,19,6,14,120,17,19,19,17,19,19,19,18,19,1,0,1,1,1,0,1,6,0.643,0.566,16,0.74
2967,120,14,"jal",17,4,4,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
2968,120,14,"jal",17,4,4,6,19,6,14,120,17,19,19,17,19,19,19,18,19,1,0,1,1,1,0,1,6,0.643,0.566,16,0.74
2969,120,14,"jal",17,4,4,6,19,6,14,120,17,19,19,17,19,19,19,18,19,1,0,1,1,1,0,1,6,0.643,0.566,16,0.74
2970,120,14,"jal",17,4,4,6,19,6,14,120,17,19,19,17,19,19,19,18,19,1,0,1,1,1,0,1,6,0.643,0.566,16,0.74
2971,120,14,"jal",17,4,4,6,19,6,14,120,17,19,19,17,19,19,19,18,19,1,0,1,1,1,0,1,6,0.643,0.566,16,0.74
2972,120,14,"jal",17,4,4,6,19,6,14,120,17,19,19,17,19,19,19,18,19,1,0,1,1,1,0,1,6,0.643,0.566,16,0.74
2973,120,14,"jal",17,4,4,4,17,6,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
2974,120,14,"jal",17,4,4,4,17,6,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
2975,120,14,"jal",17,4,4,4,17,6,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
2977,120,14,"jal",17,4,4,4,17,6,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
2978,120,14,"jal",17,4,4,4,17,6,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
2979,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
2980,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
2981,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
2982,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
2983,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
2984,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
2985,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
2986,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
2987,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
2988,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
2989,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
2990,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
2991,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
2992,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
2993,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
2994,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
2995,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
2996,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
2997,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
2998,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
2999,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
3000,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
3001,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
3002,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
3003,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
3004,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
3005,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
3006,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
3007,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
3008,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
3009,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
3010,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
3011,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
3012,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
3013,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
3014,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
3015,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
3016,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
3017,120,14,"jal",17,4,4,4,17,4,14,120,17,17,17,17,17,17,17,16,17,1,1,1,1,1,0,1,4,0.643,0.748,17,0.817
3018,120,14,"jal",17,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3019,120,14,"jal",17,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3020,120,14,"jal",17,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3021,120,14,"jal",17,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3022,120,14,"jal",17,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3023,120,14,"jal",17,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3025,120,14,"jal",17,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3026,120,14,"jal",17,4,6,6,19,4,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3027,120,14,"jal",17,4,4,6,19,4,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3028,120,14,"jal",17,4,4,6,19,4,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3029,120,14,"jal",17,4,6,6,19,4,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3030,120,14,"jal",17,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3031,120,14,"jal",20,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3033,120,14,"jal",20,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3034,120,14,"jal",20,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3035,120,14,"jal",20,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3036,120,14,"jal",20,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3037,120,14,"jal",20,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3038,120,14,"jal",20,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3039,120,14,"jal",20,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3040,120,14,"jal",20,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3041,120,14,"jal",20,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3042,120,14,"jal",20,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3043,120,14,"jal",20,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3044,120,14,"jal",20,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3045,120,14,"jal",20,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3046,120,14,"jal",20,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3047,120,14,"jal",20,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3048,120,14,"jal",20,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3049,120,14,"jal",20,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3050,120,14,"jal",20,6,6,6,19,10,14,120,16,19,19,16,19,18,19,18,19,1,0,1,0,1,0,1,6,0.603,0.566,16,0.74
3051,120,14,"jal",20,6,6,6,19,10,14,120,16,19,19,16,19,18,19,18,19,1,0,1,0,1,0,1,6,0.603,0.566,16,0.74
3052,120,14,"jal",20,6,6,6,19,10,14,120,16,19,19,16,19,18,19,18,19,1,0,1,0,1,0,1,6,0.603,0.566,16,0.74
3053,120,14,"jal",20,6,6,6,19,10,14,120,16,19,19,16,19,18,19,18,19,1,0,1,0,1,0,1,6,0.603,0.566,16,0.74
3054,120,14,"jal",20,6,6,6,19,10,14,120,16,19,19,16,19,18,19,18,19,1,0,1,0,1,0,1,6,0.603,0.566,16,0.74
3055,120,14,"jal",20,6,6,6,19,10,14,120,16,19,19,16,19,18,19,18,19,1,0,1,0,1,0,1,6,0.603,0.566,16,0.74
3056,120,14,"jal",20,6,6,6,19,10,14,120,16,19,19,16,19,18,19,18,19,1,0,1,0,1,0,1,6,0.603,0.566,16,0.74
3057,120,14,"jal",20,6,6,6,19,10,14,120,16,19,19,16,19,18,19,18,19,1,0,1,0,1,0,1,6,0.603,0.566,16,0.74
3058,120,14,"jal",20,6,6,6,19,10,14,120,16,19,19,16,19,18,19,18,19,1,0,1,0,1,0,1,6,0.603,0.566,16,0.74
3059,120,14,"jal",20,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3060,120,14,"jal",20,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3061,120,14,"jal",20,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3062,120,14,"jal",20,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3063,120,14,"jal",20,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3064,120,14,"jal",20,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3065,120,14,"jal",20,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3066,120,14,"jal",20,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3067,120,14,"jal",20,10,6,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3068,120,14,"jal",20,6,6,6,19,10,14,120,16,19,19,16,19,18,19,18,19,1,0,1,0,1,0,1,6,0.603,0.566,16,0.74
3069,120,14,"jal",20,6,6,6,19,10,14,120,16,19,19,16,19,18,19,18,19,1,0,1,0,1,0,1,6,0.603,0.566,16,0.74
3070,120,14,"jal",20,6,6,6,19,10,14,120,16,19,19,16,19,18,19,18,19,1,0,1,0,1,0,1,6,0.603,0.566,16,0.74
3071,120,14,"jal",20,6,6,6,19,10,14,120,16,19,19,16,19,18,19,18,19,1,0,1,0,1,0,1,6,0.603,0.566,16,0.74
3072,120,14,"jal",20,6,6,6,19,10,14,120,16,19,19,16,19,18,19,18,19,1,0,1,0,1,0,1,6,0.603,0.566,16,0.74
3073,120,14,"jal",20,6,6,4,17,10,14,120,16,17,17,16,17,18,17,16,17,1,0,1,0,1,0,1,4,0.603,0.748,17,0.817
3074,120,14,"jal",20,6,6,6,19,10,14,120,16,19,19,16,19,18,19,18,19,1,0,1,0,1,0,1,6,0.603,0.566,16,0.74
3075,120,14,"jal",20,6,6,4,17,10,14,120,16,17,17,16,17,18,17,16,17,1,0,1,0,1,0,1,4,0.603,0.748,17,0.817
3076,120,14,"jal",20,6,6,4,17,10,14,120,16,17,17,16,17,18,17,16,17,1,0,1,0,1,0,1,4,0.603,0.748,17,0.817
3077,120,14,"jal",20,10,6,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3078,120,14,"jal",20,10,6,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3079,120,14,"jal",20,10,6,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3080,120,14,"jal",20,10,6,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3081,120,14,"jal",20,10,6,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3082,120,14,"jal",20,10,6,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3083,120,14,"jal",20,10,6,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3084,120,14,"jal",20,10,6,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3085,120,14,"jal",20,6,6,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3086,120,14,"jal",20,6,6,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3087,120,14,"jal",20,6,6,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3088,120,14,"jal",20,10,6,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3089,120,14,"jal",20,10,6,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3090,120,14,"jal",20,10,6,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3091,120,14,"jal",20,10,6,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3092,120,14,"jal",20,10,6,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3093,120,14,"jal",20,10,6,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3094,120,14,"jal",20,10,6,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3095,120,14,"jal",20,10,6,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3096,120,14,"jal",20,10,6,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3097,120,14,"jal",20,10,10,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3098,120,14,"jal",20,10,10,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3099,120,14,"jal",20,10,10,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3100,120,14,"jal",20,10,10,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3101,120,14,"jal",20,10,10,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3102,120,14,"jal",20,10,10,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3103,120,14,"jal",20,10,10,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3104,120,14,"jal",20,10,6,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3105,120,14,"jal",20,10,6,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3106,120,14,"jal",20,10,6,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3107,120,14,"jal",20,10,6,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3108,120,14,"jal",20,10,6,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3109,120,14,"jal",20,10,6,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3110,120,14,"jal",20,10,6,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3111,120,14,"jal",20,10,10,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3112,120,14,"jal",20,10,10,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3113,120,14,"jal",20,10,10,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3114,120,14,"jal",20,10,10,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3115,120,14,"jal",20,10,10,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3117,120,14,"jal",20,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3118,120,14,"jal",20,6,6,6,19,6,14,120,16,19,19,16,19,19,19,18,19,1,0,1,1,1,0,1,6,0.603,0.566,16,0.74
3119,120,14,"jal",20,6,6,10,18,6,14,120,16,18,18,16,18,19,18,17,18,1,0,1,0,1,0,1,10,0.603,0.39,15,0.621
3120,120,14,"jal",20,6,10,10,18,6,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3121,120,14,"jal",20,6,10,10,18,6,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3122,120,14,"jal",20,6,10,10,18,6,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3123,120,14,"jal",20,10,10,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3124,120,14,"jal",20,10,10,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3125,120,14,"jal",20,10,10,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3126,120,14,"jal",20,10,10,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3127,120,14,"jal",20,10,10,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3128,120,14,"jal",20,10,10,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3129,120,14,"jal",20,10,10,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3130,120,14,"jal",20,10,10,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3131,120,14,"jal",20,10,10,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3132,120,14,"jal",20,10,10,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3133,120,14,"jal",20,10,10,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3134,120,14,"jal",20,10,6,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3135,120,14,"jal",20,10,6,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3136,120,14,"jal",20,10,10,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3137,120,14,"jal",20,10,10,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3138,120,14,"jal",20,10,10,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3139,120,14,"jal",20,10,10,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3140,120,14,"jal",20,10,6,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3141,120,14,"jal",20,10,6,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3142,120,14,"jal",20,10,6,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3143,120,14,"jal",20,10,6,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3144,120,14,"jal",20,10,6,13,15,10,14,120,15,15,15,15,15,15,15,17,15,1,1,1,1,1,0,1,7,0.624,0.199,18,0.519
3145,120,14,"jal",20,10,6,13,15,10,14,120,15,15,15,15,15,15,15,15,15,1,1,1,1,1,1,1,7,0.624,0.199,18,0.519
3146,120,14,"jal",20,10,10,13,15,10,14,120,15,15,15,15,15,15,15,15,15,1,1,1,1,1,1,1,7,0.624,0.199,18,0.519
3147,120,14,"jal",20,10,10,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3148,120,14,"jal",20,10,10,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3149,120,14,"jal",20,10,10,10,18,10,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3150,120,14,"jal",20,6,10,10,18,6,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3151,120,14,"jal",20,6,10,10,18,6,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
3152,120,14,"jal",20,6,10,10,18,6,14,120,15,18,18,15,18,18,18,17,18,1,0,1,1,1,0,1,10,0.624,0.39,15,0.621
