"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2016","cab","disloc2013","X","edon.y","munn.y","escenario1","escenario2","escenario3","panal_cnv1","pri_clv1","mc_clv2","panal_cnv2","pan_clv2","pan_cnv2","pri_clv2","esc1_panalCNV1","esc1_priCLV1","esc2_mcCLV2","esc2_panalCNV2","esc2_panCLV2","esc2_panCNV2","esc2_priCLV2","SQ","dsiSQ_E1","dsiSQ_E3","E1","dsiE1_E3"
723,19,8,"cua",7,6,6,6,15,"chihuahua",17,712,8,19,12,12,12,9,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
724,19,8,"cua",7,6,6,6,15,"chihuahua",17,713,8,19,12,12,12,9,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
725,19,8,"cua",7,6,6,6,15,"chihuahua",17,714,8,19,12,12,12,9,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
726,19,8,"cua",7,6,6,6,15,"chihuahua",17,715,8,19,12,12,12,9,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
727,19,8,"cua",7,6,6,6,15,"chihuahua",17,716,8,19,12,12,12,9,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
728,19,8,"cua",7,6,6,6,15,"chihuahua",17,717,8,19,12,12,12,9,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
729,19,8,"cua",7,6,6,6,15,"chihuahua",17,718,8,19,12,12,12,9,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
730,19,8,"cua",7,6,6,6,15,"chihuahua",17,719,8,19,12,12,12,9,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
731,19,8,"cua",7,6,6,6,15,"chihuahua",17,720,8,19,12,12,12,9,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
732,19,8,"cua",7,6,6,6,15,"chihuahua",17,721,8,19,12,12,12,9,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
733,19,8,"cua",7,6,6,6,15,"chihuahua",17,722,8,19,12,12,12,9,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
734,19,8,"cua",7,6,6,6,15,"chihuahua",17,723,8,19,12,12,12,9,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
735,19,8,"cua",7,6,6,6,15,"chihuahua",19,724,8,19,12,12,12,9,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
736,19,8,"cua",7,6,6,6,15,"chihuahua",19,725,8,19,12,12,12,9,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
737,19,8,"cua",7,6,6,6,15,"chihuahua",19,726,8,19,12,12,12,9,12,8,12,12,8,12,0,1,0,1,1,0,1,17,0.71,0.71,12,1
738,19,8,"cua",7,6,6,6,15,"chihuahua",19,727,8,19,12,12,12,9,12,8,12,12,8,12,0,1,0,1,1,0,1,17,0.71,0.71,12,1
739,19,8,"cua",7,6,8,8,17,"chihuahua",18,728,8,19,13,13,13,12,13,11,12,11,11,13,0,1,0,0,0,0,1,18,0.371,0.371,13,1
740,19,8,"cua",7,6,8,8,17,"chihuahua",18,729,8,19,13,13,13,12,13,11,12,11,11,13,0,1,0,0,0,0,1,18,0.371,0.371,13,1
741,19,8,"cua",7,6,6,6,15,"chihuahua",19,730,8,19,12,12,12,9,12,8,12,12,8,12,0,1,0,1,1,0,1,17,0.71,0.71,12,1
742,19,8,"cua",7,6,6,6,15,"chihuahua",19,731,8,19,12,12,12,9,12,8,12,12,8,12,0,1,0,1,1,0,1,17,0.71,0.71,12,1
743,19,8,"cua",7,6,6,6,15,"chihuahua",19,732,8,19,12,12,12,9,12,8,12,12,8,12,0,1,0,1,1,0,1,17,0.71,0.71,12,1
744,19,8,"cua",7,6,6,6,15,"chihuahua",19,733,8,19,12,12,12,9,12,8,12,12,8,12,0,1,0,1,1,0,1,17,0.71,0.71,12,1
745,19,8,"cua",7,6,6,6,15,"chihuahua",19,734,8,19,12,12,12,9,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
746,19,8,"cua",7,6,6,6,15,"chihuahua",19,735,8,19,12,12,12,9,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
747,19,8,"cua",7,6,6,6,15,"chihuahua",19,736,8,19,12,12,12,9,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
748,19,8,"cua",7,6,6,6,15,"chihuahua",19,737,8,19,12,12,12,9,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
749,19,8,"cua",7,6,6,6,15,"chihuahua",17,738,8,19,12,12,12,9,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
750,19,8,"cua",7,6,6,6,15,"chihuahua",17,739,8,19,12,12,12,9,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
751,19,8,"cua",7,6,6,6,15,"chihuahua",17,740,8,19,12,12,12,9,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
752,19,8,"cua",7,6,6,6,15,"chihuahua",17,741,8,19,12,12,12,9,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
753,19,8,"cua",7,6,6,6,15,"chihuahua",17,742,8,19,12,12,12,9,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
754,19,8,"cua",7,6,6,6,15,"chihuahua",17,743,8,19,12,12,12,10,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
755,19,8,"cua",7,6,6,6,15,"chihuahua",17,744,8,19,12,12,12,10,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
756,19,8,"cua",7,6,6,6,15,"chihuahua",17,745,8,19,12,12,12,10,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
757,19,8,"cua",7,6,6,6,15,"chihuahua",17,746,8,19,12,12,12,10,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
758,19,8,"cua",7,6,6,6,15,"chihuahua",17,747,8,19,12,12,12,10,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
759,19,8,"cua",7,6,6,6,15,"chihuahua",17,748,8,19,12,12,12,10,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
760,19,8,"cua",7,6,6,6,15,"chihuahua",17,749,8,19,12,12,12,10,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
761,19,8,"cua",7,6,6,6,15,"chihuahua",17,750,8,19,12,12,12,10,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
762,19,8,"cua",7,6,6,6,15,"chihuahua",19,751,8,19,12,12,12,9,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
763,19,8,"cua",7,6,6,6,15,"chihuahua",19,752,8,19,12,12,12,9,12,8,12,12,8,12,0,1,0,1,1,0,1,17,0.71,0.71,12,1
764,19,8,"cua",7,6,6,6,15,"chihuahua",19,753,8,19,12,12,12,9,12,8,12,12,8,12,0,1,0,1,1,0,1,17,0.71,0.71,12,1
765,19,8,"cua",7,6,6,6,15,"chihuahua",19,754,8,19,12,12,12,9,12,8,12,12,8,12,0,1,0,1,1,0,1,17,0.71,0.71,12,1
766,19,8,"cua",7,6,6,6,15,"chihuahua",19,755,8,19,12,12,12,9,12,8,12,12,8,12,0,1,0,1,1,0,1,17,0.71,0.71,12,1
767,19,8,"cua",7,6,8,8,17,"chihuahua",18,756,8,19,13,13,13,12,13,11,12,11,11,13,0,1,0,0,0,0,1,18,0.371,0.371,13,1
768,19,8,"cua",7,6,8,8,17,"chihuahua",18,757,8,19,13,13,13,13,13,11,13,11,11,13,1,1,0,1,0,0,1,18,0.371,0.371,13,1
769,19,8,"cua",7,6,6,6,16,"chihuahua",19,758,8,19,11,11,11,9,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
770,19,8,"cua",7,6,6,6,16,"chihuahua",19,759,8,19,11,11,11,9,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
771,19,8,"cua",7,6,6,6,16,"chihuahua",19,760,8,19,11,11,11,9,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
772,19,8,"cua",7,6,6,6,15,"chihuahua",19,761,8,19,12,12,12,10,12,8,12,12,8,12,0,1,0,1,1,0,1,17,0.71,0.71,12,1
773,19,8,"cua",7,6,6,6,15,"chihuahua",19,762,8,19,12,12,12,10,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
774,19,8,"cua",7,6,6,6,15,"chihuahua",17,763,8,19,12,12,12,10,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
775,19,8,"cua",7,6,6,6,15,"chihuahua",17,764,8,19,12,12,12,10,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
776,19,8,"cua",7,6,6,6,15,"chihuahua",17,765,8,19,12,12,12,10,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
777,19,8,"cua",7,6,6,6,15,"chihuahua",17,766,8,19,12,12,12,10,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
778,19,8,"cua",7,6,6,6,15,"chihuahua",17,767,8,19,12,12,12,10,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
779,19,8,"cua",7,6,6,6,15,"chihuahua",17,768,8,19,12,12,12,10,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
780,19,8,"cua",7,6,6,6,16,"chihuahua",19,769,8,19,11,11,11,10,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
781,19,8,"cua",7,6,6,6,16,"chihuahua",19,770,8,19,11,11,11,10,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
782,19,8,"cua",7,6,6,6,16,"chihuahua",19,771,8,19,11,11,11,9,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
783,19,8,"cua",7,6,6,6,16,"chihuahua",19,772,8,19,11,11,11,9,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
784,19,8,"cua",7,6,6,6,16,"chihuahua",19,773,8,19,11,11,11,12,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
785,19,8,"cua",7,6,8,8,16,"chihuahua",18,774,8,19,11,11,11,12,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
786,19,8,"cua",7,6,8,8,16,"chihuahua",18,775,8,19,11,11,11,12,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
787,19,8,"cua",7,6,8,8,16,"chihuahua",18,776,8,19,11,11,11,12,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
788,19,8,"cua",7,6,8,8,17,"chihuahua",18,777,8,19,13,13,13,12,13,11,12,11,11,13,0,1,0,0,0,0,1,18,0.371,0.371,13,1
789,19,8,"cua",7,6,8,8,17,"chihuahua",18,778,8,19,13,13,13,12,13,11,12,11,11,13,0,1,0,0,0,0,1,18,0.371,0.371,13,1
790,19,8,"cua",7,6,8,8,17,"chihuahua",18,779,8,19,13,13,13,13,13,11,13,11,11,13,1,1,0,1,0,0,1,18,0.371,0.371,13,1
791,19,8,"cua",7,6,8,8,16,"chihuahua",18,780,8,19,11,11,11,13,11,10,13,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
792,19,8,"cua",7,6,8,8,16,"chihuahua",18,781,8,19,11,11,11,12,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
793,19,8,"cua",7,6,8,8,16,"chihuahua",18,782,8,19,11,11,11,12,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
794,19,8,"cua",7,6,8,8,16,"chihuahua",18,783,8,19,11,11,11,12,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
795,19,8,"cua",7,6,6,6,16,"chihuahua",19,784,8,19,11,11,11,10,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
796,19,8,"cua",7,6,6,6,16,"chihuahua",19,785,8,19,11,11,11,10,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
797,19,8,"cua",7,6,6,6,16,"chihuahua",19,786,8,19,11,11,11,10,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
798,19,8,"cua",7,6,6,6,16,"chihuahua",19,787,8,19,11,11,11,10,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
799,19,8,"cua",7,6,6,6,16,"chihuahua",19,788,8,19,11,11,11,10,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
800,19,8,"cua",7,6,6,6,15,"chihuahua",17,789,8,19,12,12,12,10,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
801,19,8,"cua",7,6,6,6,15,"chihuahua",17,790,8,19,12,12,12,10,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
802,19,8,"cua",7,6,6,6,15,"chihuahua",17,791,8,19,12,12,12,9,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
803,19,8,"cua",7,6,6,6,15,"chihuahua",17,792,8,19,12,12,12,10,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
804,19,8,"cua",7,6,6,6,15,"chihuahua",17,793,8,19,12,12,12,10,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
805,19,8,"cua",7,6,6,6,15,"chihuahua",17,794,8,19,12,12,12,10,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
806,19,8,"cua",7,6,6,6,15,"chihuahua",17,795,8,19,12,12,12,10,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
807,19,8,"cua",7,6,6,6,15,"chihuahua",17,796,8,19,12,12,12,10,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
808,19,8,"cua",7,6,6,6,16,"chihuahua",19,797,8,19,11,11,11,10,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
809,19,8,"cua",7,6,6,6,16,"chihuahua",19,798,8,19,11,11,11,10,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
810,19,8,"cua",7,6,6,6,16,"chihuahua",19,799,8,19,11,11,11,12,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
811,19,8,"cua",7,6,8,8,16,"chihuahua",18,800,8,19,11,11,11,12,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
812,19,8,"cua",7,6,8,8,16,"chihuahua",18,801,8,19,11,11,11,12,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
813,19,8,"cua",7,6,8,8,16,"chihuahua",18,802,8,19,11,11,11,12,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
814,19,8,"cua",7,6,8,8,16,"chihuahua",18,803,8,19,11,11,11,12,11,10,13,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
815,19,8,"cua",7,6,8,8,16,"chihuahua",18,804,8,19,11,11,11,12,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
816,19,8,"cua",7,6,8,8,16,"chihuahua",18,805,8,19,11,11,11,12,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
817,19,8,"cua",7,6,6,6,16,"chihuahua",19,806,8,19,11,11,11,12,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
818,19,8,"cua",7,6,6,6,16,"chihuahua",19,807,8,19,11,11,11,12,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
819,19,8,"cua",7,6,6,6,16,"chihuahua",19,808,8,19,11,11,11,10,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
820,19,8,"cua",7,6,6,6,16,"chihuahua",19,809,8,19,11,11,11,10,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
821,19,8,"cua",7,6,6,6,16,"chihuahua",19,810,8,19,11,11,11,10,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
822,19,8,"cua",7,6,6,6,16,"chihuahua",19,811,8,19,11,11,11,10,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
823,19,8,"cua",7,6,6,6,15,"chihuahua",17,812,8,19,12,12,12,10,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
824,19,8,"cua",7,6,6,6,15,"chihuahua",17,813,8,19,12,12,12,10,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
825,19,8,"cua",7,6,6,6,15,"chihuahua",17,814,8,19,12,12,12,10,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
826,19,8,"cua",7,6,6,6,16,"chihuahua",19,815,8,19,11,11,11,10,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
827,19,8,"cua",7,6,6,6,16,"chihuahua",19,816,8,19,11,11,11,10,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
828,19,8,"cua",7,6,6,6,16,"chihuahua",19,817,8,19,11,11,11,10,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
829,19,8,"cua",7,6,6,6,16,"chihuahua",19,818,8,19,11,11,11,10,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
830,19,8,"cua",7,6,6,6,16,"chihuahua",19,819,8,19,11,11,11,10,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
831,19,8,"cua",7,6,6,6,16,"chihuahua",19,820,8,19,11,11,11,12,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
832,19,8,"cua",7,6,6,6,16,"chihuahua",19,821,8,19,11,11,11,12,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
833,19,8,"cua",7,6,6,6,16,"chihuahua",19,822,8,19,11,11,11,12,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
834,19,8,"cua",7,6,6,6,16,"chihuahua",19,823,8,19,11,11,11,12,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
835,19,8,"cua",7,6,6,6,16,"chihuahua",19,824,8,19,11,11,11,10,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
836,19,8,"cua",7,6,6,6,16,"chihuahua",19,825,8,19,11,11,11,10,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
837,19,8,"cua",7,6,6,6,16,"chihuahua",19,826,8,19,11,11,11,10,11,10,12,9,10,11,0,1,0,0,0,0,1,19,0.424,0.424,11,1
838,19,8,"cua",7,6,6,6,15,"chihuahua",17,827,8,19,12,12,12,10,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
839,19,8,"cua",7,6,6,6,15,"chihuahua",17,828,8,19,12,12,12,10,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
840,19,8,"cua",7,6,6,6,18,"chihuahua",19,829,8,19,10,10,10,10,10,9,11,13,9,10,1,1,0,0,0,0,1,19,0.271,0.271,10,1
841,19,8,"cua",7,6,6,6,16,"chihuahua",19,830,8,19,11,11,11,10,11,10,11,9,10,11,0,1,0,1,0,0,1,19,0.424,0.424,11,1
842,19,8,"cua",7,6,6,6,16,"chihuahua",19,831,8,19,11,11,11,10,11,10,11,9,10,11,0,1,0,1,0,0,1,19,0.424,0.424,11,1
843,19,8,"cua",7,6,6,6,16,"chihuahua",19,832,8,19,11,11,11,10,11,10,11,9,10,11,0,1,0,1,0,0,1,19,0.424,0.424,11,1
844,19,8,"cua",7,6,6,6,18,"chihuahua",19,833,8,19,10,10,10,11,10,9,11,13,9,10,0,1,0,0,0,0,1,19,0.271,0.271,10,1
845,19,8,"cua",7,6,6,6,15,"chihuahua",17,834,8,19,12,12,12,10,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
846,19,8,"cua",7,6,6,6,15,"chihuahua",17,835,8,19,12,12,12,10,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
847,19,8,"cua",7,6,6,6,15,"chihuahua",17,836,8,19,12,12,12,10,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
848,19,8,"cua",7,8,8,8,17,"chihuahua",18,837,8,19,13,13,13,13,13,11,13,11,11,13,1,1,0,1,0,0,1,18,0.371,0.371,13,1
849,19,8,"cua",7,8,8,8,17,"chihuahua",18,838,8,19,13,13,13,13,13,11,13,11,11,13,1,1,0,1,0,0,1,18,0.371,0.371,13,1
850,19,8,"cua",7,8,8,8,17,"chihuahua",18,839,8,19,13,13,13,13,13,11,13,11,11,13,1,1,0,1,0,0,1,18,0.371,0.371,13,1
851,19,8,"cua",7,8,8,8,17,"chihuahua",18,840,8,19,13,13,13,13,13,11,13,11,11,13,1,1,0,1,0,0,1,18,0.371,0.371,13,1
852,19,8,"cua",7,8,8,8,17,"chihuahua",18,841,8,19,13,13,13,13,13,11,13,11,11,13,1,1,0,1,0,0,1,18,0.371,0.371,13,1
853,19,8,"cua",7,8,8,8,17,"chihuahua",18,842,8,19,13,13,13,13,13,11,13,11,11,13,1,1,0,1,0,0,1,18,0.371,0.371,13,1
854,19,8,"cua",7,8,8,8,17,"chihuahua",18,843,8,19,13,13,13,13,13,11,13,11,11,13,1,1,0,1,0,0,1,18,0.371,0.371,13,1
855,19,8,"cua",7,8,8,8,17,"chihuahua",18,844,8,19,13,13,13,13,13,11,13,11,11,13,1,1,0,1,0,0,1,18,0.371,0.371,13,1
856,19,8,"cua",7,8,8,8,17,"chihuahua",18,845,8,19,13,13,13,13,13,11,13,11,11,13,1,1,0,1,0,0,1,18,0.371,0.371,13,1
857,19,8,"cua",7,8,8,8,18,"chihuahua",16,846,8,19,10,10,10,13,10,9,13,13,9,10,0,1,0,0,0,0,1,19,0.271,0.271,10,1
858,19,8,"cua",7,8,8,8,18,"chihuahua",16,847,8,19,10,10,10,13,10,9,13,13,9,10,0,1,0,0,0,0,1,19,0.271,0.271,10,1
859,19,8,"cua",7,8,8,8,18,"chihuahua",16,848,8,19,10,10,10,13,10,9,13,13,9,10,0,1,0,0,0,0,1,19,0.271,0.271,10,1
860,19,8,"cua",7,8,8,8,18,"chihuahua",16,849,8,19,10,10,10,13,10,9,13,13,9,10,0,1,0,0,0,0,1,19,0.271,0.271,10,1
861,19,8,"cua",7,8,8,8,18,"chihuahua",18,850,8,19,10,10,10,13,10,9,13,13,9,10,0,1,0,0,0,0,1,19,0.271,0.271,10,1
862,19,8,"cua",7,8,8,8,18,"chihuahua",18,851,8,19,10,10,10,13,10,9,13,13,9,10,0,1,0,0,0,0,1,19,0.271,0.271,10,1
863,19,8,"cua",7,8,8,8,18,"chihuahua",16,852,8,19,10,10,10,13,10,9,13,13,9,10,0,1,0,0,0,0,1,19,0.271,0.271,10,1
864,19,8,"cua",7,8,8,8,18,"chihuahua",16,853,8,19,10,10,10,13,10,9,13,13,9,10,0,1,0,0,0,0,1,19,0.271,0.271,10,1
865,19,8,"cua",7,8,8,8,18,"chihuahua",16,854,8,19,10,10,10,13,10,9,13,13,9,10,0,1,0,0,0,0,1,19,0.271,0.271,10,1
866,19,8,"cua",7,8,8,8,18,"chihuahua",16,855,8,19,10,10,10,13,10,9,13,13,9,10,0,1,0,0,0,0,1,19,0.271,0.271,10,1
867,19,8,"cua",7,8,8,8,18,"chihuahua",16,856,8,19,10,10,10,13,10,9,13,13,9,10,0,1,0,0,0,0,1,19,0.271,0.271,10,1
868,19,8,"cua",7,8,8,8,18,"chihuahua",16,857,8,19,10,10,10,13,10,9,13,13,9,10,0,1,0,0,0,0,1,19,0.271,0.271,10,1
869,19,8,"cua",7,8,8,8,18,"chihuahua",16,858,8,19,10,10,10,13,10,9,13,13,9,10,0,1,0,0,0,0,1,19,0.271,0.271,10,1
870,19,8,"cua",7,8,8,8,18,"chihuahua",16,859,8,19,10,10,10,13,10,9,13,13,9,10,0,1,0,0,0,0,1,19,0.271,0.271,10,1
871,19,8,"cua",7,8,8,8,18,"chihuahua",16,860,8,19,10,10,10,13,10,9,13,13,9,10,0,1,0,0,0,0,1,19,0.271,0.271,10,1
872,19,8,"cua",7,8,8,8,18,"chihuahua",16,861,8,19,10,10,10,13,10,9,13,13,9,10,0,1,0,0,0,0,1,19,0.271,0.271,10,1
873,19,8,"cua",7,8,8,8,18,"chihuahua",16,862,8,19,10,10,10,13,10,9,13,13,9,10,0,1,0,0,0,0,1,19,0.271,0.271,10,1
874,19,8,"cua",7,8,8,8,18,"chihuahua",16,863,8,19,10,10,10,13,10,9,13,13,9,10,0,1,0,0,0,0,1,19,0.271,0.271,10,1
875,19,8,"cua",7,8,8,8,18,"chihuahua",16,864,8,19,10,10,10,13,10,9,13,13,9,10,0,1,0,0,0,0,1,19,0.271,0.271,10,1
876,19,8,"cua",7,8,8,8,18,"chihuahua",16,865,8,19,10,10,10,13,10,9,13,13,9,10,0,1,0,0,0,0,1,19,0.271,0.271,10,1
877,19,8,"cua",7,8,8,8,18,"chihuahua",16,866,8,19,10,10,10,13,10,9,13,13,9,10,0,1,0,0,0,0,1,19,0.271,0.271,10,1
878,19,8,"cua",7,8,8,8,18,"chihuahua",16,867,8,19,10,10,10,13,10,9,13,13,9,10,0,1,0,0,0,0,1,19,0.271,0.271,10,1
879,19,8,"cua",7,8,8,8,18,"chihuahua",16,868,8,19,10,10,10,13,10,9,13,13,9,10,0,1,0,0,0,0,1,19,0.271,0.271,10,1
880,19,8,"cua",7,8,8,8,18,"chihuahua",16,869,8,19,10,10,10,13,10,9,13,13,9,10,0,1,0,0,0,0,1,19,0.271,0.271,10,1
881,19,8,"cua",7,8,8,8,18,"chihuahua",16,870,8,19,10,10,10,13,10,9,13,13,9,10,0,1,0,0,0,0,1,19,0.271,0.271,10,1
882,19,8,"cua",7,8,8,8,18,"chihuahua",16,871,8,19,10,10,10,13,10,9,13,13,9,10,0,1,0,0,0,0,1,19,0.271,0.271,10,1
883,19,8,"cua",7,8,8,8,18,"chihuahua",16,872,8,19,10,10,10,13,10,9,13,13,9,10,0,1,0,0,0,0,1,19,0.271,0.271,10,1
884,19,8,"cua",7,8,8,8,18,"chihuahua",16,873,8,19,10,10,10,13,10,9,13,13,9,10,0,1,0,0,0,0,1,19,0.271,0.271,10,1
885,19,8,"cua",7,8,6,8,18,"chihuahua",16,874,8,19,10,10,10,10,10,9,10,13,9,10,1,1,0,1,0,0,1,19,0.271,0.271,10,1
886,19,8,"cua",7,6,8,6,12,"chihuahua",15,875,8,19,9,9,9,9,9,12,9,10,12,9,1,1,0,1,0,0,1,15,0.52,0.52,9,1
887,19,8,"cua",7,6,8,6,12,"chihuahua",15,876,8,19,9,9,9,9,9,12,9,10,12,9,1,1,0,1,0,0,1,15,0.52,0.52,9,1
