"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2016","cab","disloc2013","X","edon.y","munn.y","escenario1","escenario2","escenario3","panal_cnv1","pri_clv1","mc_clv2","panal_cnv2","pan_clv2","pan_cnv2","pri_clv2","esc1_panalCNV1","esc1_priCLV1","esc2_mcCLV2","esc2_panalCNV2","esc2_panCLV2","esc2_panCNV2","esc2_priCLV2","SQ","dsiSQ_E1","dsiSQ_E3","E1","dsiE1_E3"
2472,51,8,"cua",5,7,7,7,13,"guerrero",11,2427,8,51,5,4,4,5,4,4,4,1,4,4,1,0,1,1,0,1,1,14,0.386,0.415,5,0.891
2473,51,8,"cua",5,7,7,7,13,"guerrero",11,2428,8,51,5,4,4,5,4,4,4,1,4,4,1,0,1,1,0,1,1,14,0.386,0.415,5,0.891
2475,51,8,"cua",5,7,7,7,13,"guerrero",11,2429,8,51,5,4,4,5,4,4,4,1,4,4,1,0,1,1,0,1,1,14,0.386,0.415,5,0.891
2476,51,8,"cua",5,7,7,7,13,"guerrero",11,2430,8,51,5,4,4,5,4,4,4,1,4,4,1,0,1,1,0,1,1,14,0.386,0.415,5,0.891
2477,52,8,"cua",6,5,5,5,11,"meoqui",10,2431,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531,1,1
2478,52,8,"cua",6,5,5,5,11,"meoqui",10,2432,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531,1,1
2479,52,8,"cua",6,5,5,5,11,"meoqui",10,2433,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531,1,1
2480,52,8,"cua",6,5,5,5,11,"meoqui",10,2434,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531,1,1
2481,52,8,"cua",6,5,5,5,11,"meoqui",10,2435,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531,1,1
2482,52,8,"cua",6,5,5,5,11,"meoqui",10,2436,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531,1,1
2483,52,8,"cua",6,5,5,5,11,"meoqui",10,2437,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531,1,1
2484,52,8,"cua",6,5,5,5,11,"meoqui",10,2438,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531,1,1
2485,52,8,"cua",6,5,5,5,11,"meoqui",10,2439,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531,1,1
2486,52,8,"cua",6,5,5,5,11,"meoqui",10,2440,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531,1,1
2487,52,8,"cua",6,5,5,5,11,"meoqui",10,2441,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531,1,1
2488,52,8,"cua",6,5,5,5,11,"meoqui",10,2442,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531,1,1
2489,52,8,"cua",6,5,5,5,11,"meoqui",10,2443,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531,1,1
2490,52,8,"cua",6,5,5,5,11,"meoqui",10,2444,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531,1,1
2491,52,8,"cua",6,5,5,5,11,"meoqui",10,2445,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531,1,1
2492,52,8,"cua",6,5,5,5,11,"meoqui",10,2446,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531,1,1
2493,52,8,"cua",6,5,5,5,11,"meoqui",10,2447,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531,1,1
2495,52,8,"cua",6,5,5,5,11,"meoqui",10,2448,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531,1,1
2498,52,8,"cua",6,5,5,5,11,"meoqui",10,2449,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531,1,1
2499,52,8,"cua",6,5,5,5,11,"meoqui",10,2450,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531,1,1
2500,52,8,"cua",6,5,5,5,11,"meoqui",10,2451,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531,1,1
2501,52,8,"cua",6,5,5,5,11,"meoqui",10,2452,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531,1,1
2502,52,8,"cua",6,5,5,5,11,"meoqui",10,2453,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531,1,1
2503,52,8,"cua",6,5,5,5,11,"meoqui",10,2454,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531,1,1
2504,52,8,"cua",6,5,5,5,11,"meoqui",10,2455,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531,1,1
2505,52,8,"cua",6,5,5,5,11,"meoqui",10,2456,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531,1,1
2507,52,8,"cua",6,5,5,5,11,"meoqui",10,2457,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531,1,1
2508,52,8,"cua",6,5,5,5,11,"meoqui",10,2458,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531,1,1
2509,53,8,"cua",9,1,1,2,11,"meoqui",1,2459,8,53,1,1,1,1,1,13,1,3,13,1,1,1,0,1,0,0,1,10,0.531,0.531,1,1
2510,53,8,"cua",9,1,1,2,11,"meoqui",1,2460,8,53,1,1,1,1,1,13,1,3,13,1,1,1,0,1,0,0,1,10,0.531,0.531,1,1
2511,53,8,"cua",9,1,1,2,11,"meoqui",1,2461,8,53,1,1,1,1,1,13,1,3,13,1,1,1,0,1,0,0,1,10,0.531,0.531,1,1
2512,53,8,"cua",9,1,1,2,11,"meoqui",1,2462,8,53,1,1,1,1,1,13,1,3,13,1,1,1,0,1,0,0,1,10,0.531,0.531,1,1
2513,53,8,"cua",9,1,1,2,11,"meoqui",1,2463,8,53,1,1,1,1,1,13,1,3,13,1,1,1,0,1,0,0,1,10,0.531,0.531,1,1
2514,53,8,"cua",9,1,1,2,11,"meoqui",1,2464,8,53,1,1,1,1,1,13,1,3,13,1,1,1,0,1,0,0,1,10,0.531,0.531,1,1
2515,53,8,"cua",9,1,1,2,11,"meoqui",1,2465,8,53,1,1,1,1,1,13,1,3,13,1,1,1,0,1,0,0,1,10,0.531,0.531,1,1
2516,53,8,"cua",9,1,1,2,11,"meoqui",1,2466,8,53,1,1,1,1,1,13,1,3,13,1,1,1,0,1,0,0,1,10,0.531,0.531,1,1
2517,53,8,"cua",9,1,1,2,11,"meoqui",1,2467,8,53,1,1,1,1,1,13,1,3,13,1,1,1,0,1,0,0,1,10,0.531,0.531,1,1
2518,54,8,"cua",10,7,7,7,14,"cuauhtémoc",11,2468,8,54,5,7,7,2,7,7,5,7,4,7,0,0,1,0,1,0,1,13,0.386,0.921,7,0.921
2519,54,8,"cua",10,7,7,7,14,"cuauhtémoc",11,2469,8,54,5,7,7,2,7,7,5,7,4,7,0,0,1,0,1,0,1,13,0.386,0.921,7,0.921
2520,54,8,"cua",10,7,7,7,14,"cuauhtémoc",11,2470,8,54,5,7,7,2,7,7,5,7,4,7,0,0,1,0,1,0,1,13,0.386,0.921,7,0.921
2521,54,8,"cua",10,7,7,7,14,"cuauhtémoc",11,2471,8,54,5,7,7,2,7,7,5,7,4,7,0,0,1,0,1,0,1,13,0.386,0.921,7,0.921
2522,54,8,"cua",10,7,7,7,14,"cuauhtémoc",11,2472,8,54,5,7,7,2,7,7,5,7,4,7,0,0,1,0,1,0,1,13,0.386,0.921,7,0.921
2523,54,8,"cua",10,7,7,7,14,"cuauhtémoc",11,2473,8,54,5,7,7,2,7,7,5,7,4,7,0,0,1,0,1,0,1,13,0.386,0.921,7,0.921
2524,54,8,"cua",10,7,7,7,14,"cuauhtémoc",11,2474,8,54,5,7,7,2,7,7,5,7,4,7,0,0,1,0,1,0,1,13,0.386,0.921,7,0.921
2525,54,8,"cua",10,7,7,7,14,"cuauhtémoc",11,2475,8,54,5,7,7,2,7,7,5,7,4,7,0,0,1,0,1,0,1,13,0.386,0.921,7,0.921
2526,54,8,"cua",10,7,7,7,14,"cuauhtémoc",11,2476,8,54,5,7,7,2,7,7,5,7,4,7,0,0,1,0,1,0,1,13,0.386,0.921,7,0.921
2527,54,8,"cua",10,7,7,7,14,"cuauhtémoc",11,2477,8,54,5,7,7,2,7,7,5,7,4,7,0,0,1,0,1,0,1,13,0.386,0.921,7,0.921
2528,55,8,"cua",10,5,5,5,19,"delicias",10,2478,8,55,2,8,8,1,8,22,1,2,22,8,0,0,0,0,0,0,1,20,0.492,0.866,8,0.866
2529,55,8,"cua",10,5,5,5,19,"delicias",10,2479,8,55,2,8,8,1,8,22,1,2,22,8,0,0,0,0,0,0,1,20,0.492,0.866,8,0.866
2530,55,8,"cua",10,5,5,5,19,"delicias",10,2480,8,55,2,8,8,1,8,22,1,2,22,8,0,0,0,0,0,0,1,20,0.492,0.866,8,0.866
2531,55,8,"cua",10,5,5,5,19,"delicias",10,2481,8,55,2,8,8,1,8,22,1,2,22,8,0,0,0,0,0,0,1,20,0.492,0.866,8,0.866
2532,55,8,"cua",10,5,5,5,19,"delicias",10,2482,8,55,2,8,8,1,8,22,1,2,22,8,0,0,0,0,0,0,1,20,0.492,0.866,8,0.866
2533,55,8,"cua",10,5,5,5,19,"delicias",10,2483,8,55,2,8,8,1,8,22,1,2,22,8,0,0,0,0,0,0,1,20,0.492,0.866,8,0.866
2534,55,8,"cua",10,5,5,5,19,"delicias",10,2484,8,55,2,8,8,1,8,22,1,2,22,8,0,0,0,0,0,0,1,20,0.492,0.866,8,0.866
2535,55,8,"cua",10,5,5,5,19,"delicias",10,2485,8,55,2,8,8,1,8,22,1,2,22,8,0,0,0,0,0,0,1,20,0.492,0.866,8,0.866
2536,55,8,"cua",10,5,5,5,19,"delicias",10,2486,8,55,2,8,8,1,8,22,1,2,22,8,0,0,0,0,0,0,1,20,0.492,0.866,8,0.866
2537,55,8,"cua",10,5,5,5,19,"delicias",10,2487,8,55,2,8,8,1,8,22,1,2,22,8,0,0,0,0,0,0,1,20,0.492,0.866,8,0.866
2538,55,8,"cua",10,5,5,5,19,"delicias",10,2488,8,55,2,8,8,1,8,22,1,2,22,8,0,0,0,0,0,0,1,20,0.492,0.866,8,0.866
2539,55,8,"cua",10,5,5,5,19,"delicias",10,2489,8,55,2,8,8,1,8,22,1,2,22,8,0,0,0,0,0,0,1,20,0.492,0.866,8,0.866
2540,55,8,"cua",10,5,5,5,19,"delicias",10,2490,8,55,2,8,8,1,8,22,1,2,22,8,0,0,0,0,0,0,1,20,0.492,0.866,8,0.866
2541,55,8,"cua",10,5,5,5,19,"delicias",10,2491,8,55,2,8,8,1,8,22,1,2,22,8,0,0,0,0,0,0,1,20,0.492,0.866,8,0.866
2542,55,8,"cua",10,5,5,5,19,"delicias",10,2492,8,55,2,8,8,1,8,22,1,2,22,8,0,0,0,0,0,0,1,20,0.492,0.866,8,0.866
2543,55,8,"cua",10,5,5,5,19,"delicias",10,2493,8,55,2,8,8,1,8,22,1,2,22,8,0,0,0,0,0,0,1,20,0.492,0.866,8,0.866
2544,55,8,"cua",10,5,5,5,19,"delicias",10,2494,8,55,2,8,8,1,8,22,1,2,22,8,0,0,0,0,0,0,1,20,0.492,0.866,8,0.866
2545,56,8,"cua",10,9,9,9,21,"hidalgo del parral",22,2495,8,56,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2546,56,8,"cua",10,9,9,9,21,"hidalgo del parral",22,2496,8,56,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2547,56,8,"cua",10,9,9,9,21,"hidalgo del parral",22,2497,8,56,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2548,56,8,"cua",10,9,9,9,21,"hidalgo del parral",22,2498,8,56,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2549,57,8,"cua",10,7,9,9,21,"hidalgo del parral",14,2499,8,57,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2550,57,8,"cua",10,7,9,9,21,"hidalgo del parral",14,2500,8,57,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2552,57,8,"cua",10,7,9,9,21,"hidalgo del parral",14,2501,8,57,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2553,57,8,"cua",10,7,9,9,21,"hidalgo del parral",14,2502,8,57,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2554,57,8,"cua",10,7,9,9,21,"hidalgo del parral",14,2503,8,57,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2555,57,8,"cua",10,7,9,9,21,"hidalgo del parral",14,2504,8,57,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2556,57,8,"cua",10,7,9,9,21,"hidalgo del parral",14,2505,8,57,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2557,57,8,"cua",10,7,9,9,21,"hidalgo del parral",14,2506,8,57,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2558,57,8,"cua",10,7,9,9,21,"hidalgo del parral",14,2507,8,57,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2559,58,8,"cua",10,5,5,5,20,"camargo",12,2508,8,58,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
2560,58,8,"cua",10,5,5,5,20,"camargo",12,2509,8,58,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
2561,58,8,"cua",10,5,5,5,20,"camargo",12,2510,8,58,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
2562,58,8,"cua",10,5,5,5,20,"camargo",12,2511,8,58,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
2563,58,8,"cua",10,5,5,5,20,"camargo",12,2512,8,58,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
2564,58,8,"cua",10,5,5,5,20,"camargo",12,2513,8,58,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
2565,58,8,"cua",10,5,5,5,20,"camargo",12,2514,8,58,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
2566,59,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2515,8,59,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2567,59,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2516,8,59,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2568,59,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2517,8,59,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2569,59,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2518,8,59,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2570,59,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2519,8,59,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2571,59,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2520,8,59,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2572,59,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2521,8,59,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2573,59,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2522,8,59,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2574,59,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2523,8,59,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2575,59,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2524,8,59,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2576,59,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2525,8,59,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2577,59,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2526,8,59,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2578,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2527,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677,2,0.721
2579,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2528,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677,2,0.721
2580,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2529,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677,2,0.721
2581,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2530,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677,2,0.721
2582,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2531,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677,2,0.721
2583,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2532,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677,2,0.721
2584,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2533,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677,2,0.721
2585,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2534,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677,2,0.721
2586,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2535,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677,2,0.721
2587,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2536,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677,2,0.721
2588,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2537,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677,2,0.721
2589,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2538,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677,2,0.721
2590,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2539,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677,2,0.721
2591,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2540,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677,2,0.721
2592,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2541,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677,2,0.721
2593,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2542,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677,2,0.721
2594,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2543,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677,2,0.721
2595,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2544,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677,2,0.721
2596,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2545,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677,2,0.721
2597,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2546,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677,2,0.721
2598,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2547,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677,2,0.721
2599,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2548,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677,2,0.721
2601,61,8,"cua",10,7,9,9,21,"hidalgo del parral",10,2549,8,61,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2602,61,8,"cua",10,7,9,9,21,"hidalgo del parral",10,2550,8,61,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2603,61,8,"cua",10,7,9,9,21,"hidalgo del parral",10,2551,8,61,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2604,61,8,"cua",10,7,9,9,21,"hidalgo del parral",10,2552,8,61,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2605,61,8,"cua",10,7,9,9,21,"hidalgo del parral",10,2553,8,61,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2606,61,8,"cua",10,7,9,9,21,"hidalgo del parral",10,2554,8,61,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2607,61,8,"cua",10,7,9,9,21,"hidalgo del parral",10,2555,8,61,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2608,61,8,"cua",10,7,9,9,21,"hidalgo del parral",10,2556,8,61,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2609,61,8,"cua",10,7,9,9,21,"hidalgo del parral",10,2557,8,61,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2610,61,8,"cua",10,7,9,9,21,"hidalgo del parral",10,2558,8,61,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2611,61,8,"cua",10,7,9,9,21,"hidalgo del parral",10,2559,8,61,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2612,61,8,"cua",10,7,9,9,21,"hidalgo del parral",10,2560,8,61,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2613,61,8,"cua",10,7,9,9,21,"hidalgo del parral",10,2561,8,61,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2614,61,8,"cua",10,7,9,9,21,"hidalgo del parral",10,2562,8,61,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
2615,62,8,"cua",6,5,5,5,20,"camargo",12,2563,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885,3,0.83
2616,62,8,"cua",6,5,5,5,20,"camargo",12,2564,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885,3,0.83
2617,62,8,"cua",6,5,5,5,20,"camargo",12,2565,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885,3,0.83
2618,62,8,"cua",6,5,5,5,20,"camargo",12,2566,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885,3,0.83
2619,62,8,"cua",6,5,5,5,20,"camargo",12,2567,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885,3,0.83
2620,62,8,"cua",6,5,5,5,20,"camargo",12,2568,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885,3,0.83
2621,62,8,"cua",6,5,5,5,20,"camargo",12,2569,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885,3,0.83
2622,62,8,"cua",6,5,5,5,20,"camargo",12,2570,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885,3,0.83
2623,62,8,"cua",6,5,5,5,20,"camargo",12,2571,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885,3,0.83
2624,62,8,"cua",6,5,5,5,20,"camargo",12,2572,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885,3,0.83
2625,62,8,"cua",6,5,5,5,20,"camargo",12,2573,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885,3,0.83
2626,62,8,"cua",6,5,5,5,20,"camargo",12,2574,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885,3,0.83
2627,62,8,"cua",6,5,5,5,20,"camargo",12,2575,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885,3,0.83
2628,62,8,"cua",6,5,5,5,20,"camargo",12,2576,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885,3,0.83
2630,62,8,"cua",6,5,5,5,20,"camargo",12,2577,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885,3,0.83
2631,62,8,"cua",6,5,5,5,20,"camargo",12,2578,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885,3,0.83
2632,62,8,"cua",6,5,5,5,20,"camargo",12,2579,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885,3,0.83
2633,62,8,"cua",6,5,5,5,20,"camargo",12,2580,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885,3,0.83
2634,62,8,"cua",6,5,5,5,20,"camargo",12,2581,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885,3,0.83
2635,62,8,"cua",6,5,5,5,20,"camargo",12,2582,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885,3,0.83
2636,62,8,"cua",6,5,5,5,20,"camargo",12,2583,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885,3,0.83
2637,62,8,"cua",6,5,5,5,20,"camargo",12,2584,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885,3,0.83
