"seccion","munn.x","edon.x","edo.x","disfed1979.x","disfed1997.x","disfed2006.x","disfed2018.x","disloc2012.x","disloc2018.x","cab","nota.x","X","munn.y","edon.y","edo.y","disfed1979.y","disfed1997.y","disfed2006.y","disfed2018.y","disloc2012.y","disloc2018.y","nota.y","escenario1","escenario2","escenario3","pri_clv1","pri_clv2","juanZepedaPerez1","lorenzoLopezMendez1a","lorenzoLopezMendez1b","antonioPerezGomez1","leonardoLopezPerez1","magdalenaGironLopez1","JoseDomingoVazquezLopez1a","JoseDomingoVazquezLopez1b","esc1_priCLV1","esc2_priCLV2","SQ","dsiSQ_E1"
1060,73,7,"cps",4,2,4,4,12,12,"Pichucalco","0",1060,73,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
1061,73,7,"cps",4,2,4,4,12,12,"Pichucalco","0",1061,73,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
1062,73,7,"cps",4,2,4,4,12,12,"Pichucalco","0",1062,73,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
1063,73,7,"cps",4,2,4,4,12,12,"Pichucalco","0",1063,73,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
1064,73,7,"cps",4,2,4,4,12,12,"Pichucalco","0",1064,73,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
1065,73,7,"cps",4,2,4,4,12,12,"Pichucalco","0",1065,73,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
1066,73,7,"cps",4,2,4,4,12,12,"Pichucalco","0",1066,73,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
1067,73,7,"cps",4,2,4,4,12,12,"Pichucalco","0",1067,73,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
1068,73,7,"cps",4,2,4,4,12,12,"Pichucalco","0",1068,73,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
1069,73,7,"cps",4,2,4,4,12,12,"Pichucalco","0",1069,73,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
1070,74,7,"cps",3,8,6,8,6,6,"Comitán","0",1070,74,7,"cps",3,8,6,8,6,8,NA,8,8,8,7,8,"8","8","8","8","8","8","8","8",0,1,23,0.34
1071,74,7,"cps",3,8,6,8,6,6,"Comitán","0",1071,74,7,"cps",3,8,6,8,6,8,NA,8,8,8,7,8,"8","8","8","8","8","8","8","8",0,1,23,0.34
1072,74,7,"cps",3,8,6,8,6,6,"Comitán","0",1072,74,7,"cps",3,8,6,8,6,8,NA,8,8,8,7,8,"8","8","8","8","8","8","8","8",0,1,23,0.34
1073,74,7,"cps",3,8,6,8,6,6,"Comitán","0",1073,74,7,"cps",3,8,6,8,6,8,NA,8,8,8,7,8,"8","8","8","8","8","8","8","8",0,1,23,0.34
1074,74,7,"cps",3,8,6,8,6,6,"Comitán","0",1074,74,7,"cps",3,8,6,8,6,8,NA,8,8,8,7,8,"8","8","8","8","8","8","8","8",0,1,23,0.34
1075,74,7,"cps",3,8,6,8,6,6,"Comitán","0",1075,74,7,"cps",3,8,6,8,6,8,NA,8,8,8,7,8,"8","8","8","8","8","8","8","8",0,1,23,0.34
1076,74,7,"cps",3,8,6,8,6,6,"Comitán","0",1076,74,7,"cps",3,8,6,8,6,8,NA,8,8,8,7,8,"8","8","8","8","8","8","8","8",0,1,23,0.34
1077,74,7,"cps",3,8,6,8,6,6,"Comitán","0",1077,74,7,"cps",3,8,6,8,6,8,NA,8,8,8,7,8,"8","8","8","8","8","8","8","8",0,1,23,0.34
1078,74,7,"cps",3,8,6,8,6,6,"Comitán","0",1078,74,7,"cps",3,8,6,8,6,8,NA,8,8,8,7,8,"8","8","8","8","8","8","8","8",0,1,23,0.34
1079,74,7,"cps",3,8,6,8,6,6,"Comitán","0",1079,74,7,"cps",3,8,6,8,6,8,NA,8,8,8,7,8,"8","8","8","8","8","8","8","8",0,1,23,0.34
1080,74,7,"cps",3,8,6,8,6,6,"Comitán","0",1080,74,7,"cps",3,8,6,8,6,8,NA,8,8,8,7,8,"8","8","8","8","8","8","8","8",0,1,23,0.34
1081,74,7,"cps",3,8,6,8,6,6,"Comitán","0",1081,74,7,"cps",3,8,6,8,6,8,NA,8,8,8,7,8,"8","8","8","8","8","8","8","8",0,1,23,0.34
1082,75,7,"cps",6,1,1,1,8,8,"Simojovel","0",1082,75,7,"cps",6,1,1,1,8,4,NA,22,22,4,19,4,"22","22","22","22","T","22","22","22",0,0,8,0.537
1083,75,7,"cps",6,1,1,1,8,8,"Simojovel","0",1083,75,7,"cps",6,1,1,1,8,4,NA,22,22,4,19,4,"22","22","22","22","T","22","22","22",0,0,8,0.537
1084,75,7,"cps",6,1,1,1,8,8,"Simojovel","0",1084,75,7,"cps",6,1,1,1,8,4,NA,22,22,4,19,4,"22","22","22","22","T","22","22","22",0,0,8,0.537
1085,75,7,"cps",6,1,1,1,8,8,"Simojovel","0",1085,75,7,"cps",6,1,1,1,8,4,NA,22,22,4,19,4,"22","22","22","22","T","22","22","22",0,0,8,0.537
1086,75,7,"cps",6,1,1,1,8,8,"Simojovel","0",1086,75,7,"cps",6,1,1,1,8,4,NA,22,22,4,19,4,"22","22","22","22","T","22","22","22",0,0,8,0.537
1087,75,7,"cps",6,1,1,1,8,8,"Simojovel","0",1087,75,7,"cps",6,1,1,1,8,4,NA,22,22,4,19,4,"22","22","22","22","T","22","22","22",0,0,8,0.537
1088,75,7,"cps",6,1,1,1,8,8,"Simojovel","0",1088,75,7,"cps",6,1,1,1,8,4,NA,22,22,4,19,4,"22","22","22","22","T","22","22","22",0,0,8,0.537
1089,75,7,"cps",6,1,1,1,8,8,"Simojovel","0",1089,75,7,"cps",6,1,1,1,8,4,NA,22,22,4,19,4,"22","22","22","22","T","22","22","22",0,0,8,0.537
1090,75,7,"cps",6,1,1,1,8,8,"Simojovel","0",1090,75,7,"cps",6,1,1,1,8,4,NA,22,22,4,19,4,"22","22","22","22","T","22","22","22",0,0,8,0.537
1091,75,7,"cps",6,1,1,1,8,8,"Simojovel","0",1091,75,7,"cps",6,1,1,1,8,4,NA,22,22,4,19,4,"22","22","22","22","T","22","22","22",0,0,8,0.537
1092,76,7,"cps",6,1,1,1,9,9,"Palenque","0",1092,76,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","V","20","20","20",0,1,9,1
1093,76,7,"cps",6,1,1,1,9,9,"Palenque","0",1093,76,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","V","20","20","20",0,1,9,1
1094,76,7,"cps",6,1,1,1,9,9,"Palenque","0",1094,76,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","V","20","20","20",0,1,9,1
1095,76,7,"cps",6,1,1,1,9,9,"Palenque","0",1095,76,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","V","20","20","20",0,1,9,1
1096,76,7,"cps",6,1,1,1,9,9,"Palenque","0",1096,76,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","V","20","20","20",0,1,9,1
1097,76,7,"cps",6,1,1,1,9,9,"Palenque","0",1097,76,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","V","20","20","20",0,1,9,1
1098,76,7,"cps",6,1,1,1,9,9,"Palenque","0",1098,76,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","V","20","20","20",0,1,9,1
1099,76,7,"cps",6,1,1,1,9,9,"Palenque","0",1099,76,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","V","20","20","20",0,1,9,1
1100,76,7,"cps",6,1,1,1,9,9,"Palenque","0",1100,76,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","V","20","20","20",0,1,9,1
1101,76,7,"cps",6,1,1,1,9,9,"Palenque","0",1101,76,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","V","20","20","20",0,1,9,1
1102,76,7,"cps",6,1,1,1,9,9,"Palenque","0",1102,76,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","V","20","20","20",0,1,9,1
1103,76,7,"cps",6,1,1,1,9,9,"Palenque","0",1103,76,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","V","20","20","20",0,1,9,1
1104,76,7,"cps",6,1,1,1,9,9,"Palenque","0",1104,76,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","V","20","20","20",0,1,9,1
1105,76,7,"cps",6,1,1,1,9,9,"Palenque","0",1105,76,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","V","20","20","20",0,1,9,1
1106,76,7,"cps",6,1,1,1,9,9,"Palenque","0",1106,76,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","V","20","20","20",0,1,9,1
1107,76,7,"cps",6,1,1,1,9,9,"Palenque","0",1107,76,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","V","20","20","20",0,1,9,1
1108,76,7,"cps",6,1,1,1,9,9,"Palenque","0",1108,76,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","V","20","20","20",0,1,9,1
1109,76,7,"cps",6,1,1,1,9,9,"Palenque","0",1109,76,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","V","20","20","20",0,1,9,1
1110,76,7,"cps",6,1,1,1,9,9,"Palenque","0",1110,76,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","V","20","20","20",0,1,9,1
1111,76,7,"cps",6,1,1,1,9,9,"Palenque","0",1111,76,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","V","20","20","20",0,1,9,1
1112,76,7,"cps",6,1,1,1,9,9,"Palenque","0",1112,76,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","V","20","20","20",0,1,9,1
1113,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1113,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1114,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1114,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1115,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1115,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1116,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1116,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1117,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1117,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1118,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1118,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1119,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1119,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1120,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1120,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1121,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1121,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1122,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1122,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1123,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1123,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1124,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1124,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1125,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1125,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1126,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1126,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1127,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1127,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1128,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1128,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1129,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1129,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1130,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1130,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1131,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1131,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1132,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1132,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1133,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1133,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1134,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1134,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1135,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1135,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1136,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1136,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1137,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1137,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1138,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1138,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1139,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1139,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1140,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1140,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1141,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1141,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1142,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1142,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1143,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1143,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1144,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1144,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1145,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1145,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1146,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1146,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1147,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1147,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1148,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1148,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1149,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1149,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1150,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1150,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1151,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1151,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1152,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1152,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1153,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1153,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1154,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1154,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1155,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1155,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1156,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1156,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1157,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1157,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1158,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1158,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1159,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1159,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1160,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1160,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1161,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1161,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1162,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1162,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1163,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1163,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823
1164,77,7,"cps",2,5,5,11,5,22,"Chamula","munn=77",1164,77,7,"cps",2,5,5,11,5,5,"munn=77",21,21,5,22,5,"21","21","21","21","21","21","21","21",0,0,22,0.541
1165,78,7,"cps",1,4,4,4,13,2,"Tuxtla Gutiérrez","0",1165,78,7,"cps",1,4,4,4,13,9,NA,1,1,9,11,9,"1","1","1","1","1","1","1","1",0,0,3,0.6
1166,78,7,"cps",1,4,4,4,13,2,"Tuxtla Gutiérrez","0",1166,78,7,"cps",1,4,4,4,13,9,NA,1,1,9,11,9,"1","1","1","1","1","1","1","1",0,0,3,0.6
1167,78,7,"cps",1,4,4,4,13,2,"Tuxtla Gutiérrez","0",1167,78,7,"cps",1,4,4,4,13,9,NA,1,1,9,11,9,"1","1","1","1","1","1","1","1",0,0,3,0.6
1168,78,7,"cps",1,4,4,4,13,2,"Tuxtla Gutiérrez","0",1168,78,7,"cps",1,4,4,4,13,9,NA,1,1,9,11,9,"1","1","1","1","1","1","1","1",0,0,3,0.6
1169,78,7,"cps",1,4,4,4,13,2,"Tuxtla Gutiérrez","0",1169,78,7,"cps",1,4,4,4,13,9,NA,1,1,9,11,9,"1","1","1","1","1","1","1","1",0,0,3,0.6
1170,78,7,"cps",1,4,4,4,13,2,"Tuxtla Gutiérrez","0",1170,78,7,"cps",1,4,4,4,13,9,NA,1,1,9,11,9,"1","1","1","1","1","1","1","1",0,0,3,0.6
1171,78,7,"cps",1,4,4,4,13,2,"Tuxtla Gutiérrez","0",1171,78,7,"cps",1,4,4,4,13,9,NA,1,1,9,11,9,"1","1","1","1","1","1","1","1",0,0,3,0.6
1172,78,7,"cps",1,4,4,4,13,2,"Tuxtla Gutiérrez","0",1172,78,7,"cps",1,4,4,4,13,9,NA,1,1,9,11,9,"1","1","1","1","1","1","1","1",0,0,3,0.6
1173,78,7,"cps",1,4,4,4,13,2,"Tuxtla Gutiérrez","0",1173,78,7,"cps",1,4,4,4,13,9,NA,1,1,9,11,9,"1","1","1","1","1","1","1","1",0,0,3,0.6
1174,78,7,"cps",1,4,4,4,13,2,"Tuxtla Gutiérrez","0",1174,78,7,"cps",1,4,4,4,13,9,NA,1,1,9,11,9,"1","1","1","1","1","1","1","1",0,0,3,0.6
1175,78,7,"cps",1,4,4,4,13,2,"Tuxtla Gutiérrez","0",1175,78,7,"cps",1,4,4,4,13,9,NA,1,1,9,11,9,"1","1","1","1","1","1","1","1",0,0,3,0.6
1176,78,7,"cps",1,4,4,4,13,2,"Tuxtla Gutiérrez","0",1176,78,7,"cps",1,4,4,4,13,9,NA,1,1,9,11,9,"1","1","1","1","1","1","1","1",0,0,3,0.6
1177,78,7,"cps",1,4,4,4,13,2,"Tuxtla Gutiérrez","0",1177,78,7,"cps",1,4,4,4,13,9,NA,1,1,9,11,9,"1","1","1","1","1","1","1","1",0,0,3,0.6
1178,79,7,"cps",9,3,2,5,21,4,"Yajalón","0",1178,79,7,"cps",9,3,2,5,21,2,NA,18,18,2,17,2,"A","H","L","18","18","X","18","18",0,0,21,0.579
1179,79,7,"cps",9,3,2,5,21,4,"Yajalón","0",1179,79,7,"cps",9,3,2,5,21,2,NA,18,18,2,17,2,"A","H","L","18","18","X","18","18",0,0,21,0.579
1180,79,7,"cps",9,3,2,5,21,4,"Yajalón","0",1180,79,7,"cps",9,3,2,5,21,2,NA,18,18,2,17,2,"A","H","L","18","18","X","18","18",0,0,21,0.579
1181,79,7,"cps",9,3,2,5,21,4,"Yajalón","0",1181,79,7,"cps",9,3,2,5,21,2,NA,18,18,2,17,2,"A","H","L","18","18","X","18","18",0,0,21,0.579
1182,79,7,"cps",9,3,2,5,21,4,"Yajalón","0",1182,79,7,"cps",9,3,2,5,21,2,NA,18,18,2,17,2,"A","H","L","18","18","X","18","18",0,0,21,0.579
1183,79,7,"cps",9,3,2,5,21,4,"Yajalón","0",1183,79,7,"cps",9,3,2,5,21,2,NA,18,18,2,17,2,"A","H","L","18","18","X","18","18",0,0,21,0.579
1184,79,7,"cps",9,3,2,5,21,4,"Yajalón","0",1184,79,7,"cps",9,3,2,5,21,2,NA,18,18,2,17,2,"A","H","L","18","18","X","18","18",0,0,21,0.579
1185,79,7,"cps",9,3,2,5,21,4,"Yajalón","0",1185,79,7,"cps",9,3,2,5,21,2,NA,18,18,2,17,2,"A","H","L","18","18","X","18","18",0,0,21,0.579
1186,79,7,"cps",9,3,2,5,21,4,"Yajalón","0",1186,79,7,"cps",9,3,2,5,21,2,NA,18,18,2,17,2,"A","H","L","18","18","X","18","18",0,0,21,0.579
1187,80,7,"cps",2,6,6,5,4,3,"Chiapa de Corzo","0",1187,80,7,"cps",2,6,6,5,4,16,NA,1,1,16,2,16,"1","1","1","1","1","1","1","1",0,0,3,0.6
1188,80,7,"cps",2,6,6,5,4,3,"Chiapa de Corzo","0",1188,80,7,"cps",2,6,6,5,4,16,NA,1,1,16,2,16,"1","1","1","1","1","1","1","1",0,0,3,0.6
1189,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1189,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,17,0.325
1190,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1190,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,17,0.325
1191,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1191,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,17,0.325
1192,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1192,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,17,0.325
1193,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1193,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,17,0.325
1194,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1194,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,17,0.325
1195,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1195,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,17,0.325
1196,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1196,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,17,0.325
1197,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1197,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,17,0.325
1198,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1198,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,17,0.325
