"seccion","munn.x","edon.x","edo.x","disfed1979.x","disfed1997.x","disfed2006.x","disfed2018.x","disloc2012.x","disloc2018.x","cab","nota.x","X","munn.y","edon.y","edo.y","disfed1979.y","disfed1997.y","disfed2006.y","disfed2018.y","disloc2012.y","disloc2018.y","nota.y","escenario1","escenario2","escenario3","pri_clv1","pri_clv2","juanZepedaPerez1","lorenzoLopezMendez1a","lorenzoLopezMendez1b","antonioPerezGomez1","leonardoLopezPerez1","magdalenaGironLopez1","JoseDomingoVazquezLopez1a","JoseDomingoVazquezLopez1b","esc1_priCLV1","esc2_priCLV2","SQ","dsiSQ_E1"
567,39,7,"cps",3,5,5,11,21,22,"Chamula","0",567,39,7,"cps",3,5,5,11,21,5,NA,21,21,5,15,5,"21","21","21","21","T","21","21","21",0,0,22,0.541
568,39,7,"cps",3,5,5,11,21,22,"Chamula","0",568,39,7,"cps",3,5,5,11,21,5,NA,21,21,5,15,5,"21","21","21","21","T","21","21","21",0,0,22,0.541
569,39,7,"cps",3,5,5,11,21,22,"Chamula","0",569,39,7,"cps",3,5,5,11,21,5,NA,21,21,5,15,5,"21","21","21","21","T","21","21","21",0,0,22,0.541
570,39,7,"cps",3,5,5,11,21,22,"Chamula","0",570,39,7,"cps",3,5,5,11,21,5,NA,21,21,5,15,5,"21","21","21","21","T","21","21","21",0,0,22,0.541
571,39,7,"cps",3,5,5,11,21,22,"Chamula","0",571,39,7,"cps",3,5,5,11,21,5,NA,21,21,5,15,5,"21","21","21","21","T","21","21","21",0,0,22,0.541
572,39,7,"cps",3,5,5,11,21,22,"Chamula","0",572,39,7,"cps",3,5,5,11,21,5,NA,21,21,5,15,5,"21","21","21","21","T","21","21","21",0,0,22,0.541
573,39,7,"cps",3,5,5,11,21,22,"Chamula","0",573,39,7,"cps",3,5,5,11,21,5,NA,21,21,5,15,5,"21","21","21","21","T","21","21","21",0,0,22,0.541
574,39,7,"cps",3,5,5,11,21,22,"Chamula","0",574,39,7,"cps",3,5,5,11,21,5,NA,21,21,5,15,5,"21","21","21","21","T","21","21","21",0,0,22,0.541
575,39,7,"cps",3,5,5,11,21,22,"Chamula","0",575,39,7,"cps",3,5,5,11,21,5,NA,21,21,5,15,5,"21","21","21","21","T","21","21","21",0,0,22,0.541
576,39,7,"cps",3,5,5,11,21,22,"Chamula","0",576,39,7,"cps",3,5,5,11,21,5,NA,21,21,5,15,5,"21","21","21","21","T","21","21","21",0,0,22,0.541
577,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",577,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607
578,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",578,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607
579,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",579,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607
580,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",580,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607
581,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",581,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607
582,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",582,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607
583,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",583,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607
584,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",584,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607
585,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",585,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607
586,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",586,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607
587,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",587,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607
588,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",588,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607
589,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",589,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607
590,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",590,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607
591,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",591,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607
592,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",592,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607
593,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",593,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607
594,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",594,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607
595,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",595,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607
596,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",596,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607
597,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",597,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607
598,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",598,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607
599,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",599,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607
600,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",600,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607
601,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",601,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607
602,41,7,"cps",9,8,8,11,20,10,"Frontera Comalapa","0",602,41,7,"cps",9,8,8,11,20,17,NA,6,6,17,6,17,"6","6","6","6","6","6","Y","Y2",1,0,6,0.466
603,41,7,"cps",9,8,8,11,20,10,"Frontera Comalapa","0",603,41,7,"cps",9,8,8,11,20,17,NA,6,6,17,6,17,"6","6","6","6","6","6","Y","Y2",1,0,6,0.466
604,41,7,"cps",9,8,8,11,20,10,"Frontera Comalapa","0",604,41,7,"cps",9,8,8,11,20,17,NA,6,6,17,6,17,"6","6","6","6","6","6","Y","Y2",1,0,6,0.466
605,41,7,"cps",9,8,8,11,20,10,"Frontera Comalapa","0",605,41,7,"cps",9,8,8,11,20,17,NA,6,6,17,6,17,"6","6","6","6","6","6","Y","Y2",1,0,6,0.466
606,41,7,"cps",9,8,8,11,20,10,"Frontera Comalapa","0",606,41,7,"cps",9,8,8,11,20,17,NA,6,6,17,6,17,"6","6","6","6","6","6","Y","Y2",1,0,6,0.466
607,41,7,"cps",9,8,8,11,20,10,"Frontera Comalapa","0",607,41,7,"cps",9,8,8,11,20,17,NA,6,6,17,6,17,"6","6","6","6","6","6","Y","Y2",1,0,6,0.466
608,41,7,"cps",9,8,8,11,20,10,"Frontera Comalapa","0",608,41,7,"cps",9,8,8,11,20,17,NA,6,6,17,6,17,"6","6","6","6","6","6","Y","Y2",1,0,6,0.466
609,41,7,"cps",9,8,8,11,20,10,"Frontera Comalapa","0",609,41,7,"cps",9,8,8,11,20,17,NA,6,6,17,6,17,"6","6","6","6","6","6","Y","Y2",1,0,6,0.466
610,41,7,"cps",9,8,8,11,20,10,"Frontera Comalapa","0",610,41,7,"cps",9,8,8,11,20,17,NA,6,6,17,6,17,"6","6","6","6","6","6","Y","Y2",1,0,6,0.466
611,41,7,"cps",9,8,8,11,20,10,"Frontera Comalapa","0",611,41,7,"cps",9,8,8,11,20,17,NA,6,6,17,6,17,"6","6","6","6","6","6","Y","Y2",1,0,6,0.466
612,41,7,"cps",9,8,8,11,20,10,"Frontera Comalapa","0",612,41,7,"cps",9,8,8,11,20,17,NA,6,6,17,6,17,"6","6","6","6","6","6","Y","Y2",1,0,6,0.466
613,41,7,"cps",9,8,8,11,20,10,"Frontera Comalapa","0",613,41,7,"cps",9,8,8,11,20,17,NA,6,6,17,6,17,"6","6","6","6","6","6","Y","Y2",1,0,6,0.466
614,41,7,"cps",9,8,8,11,20,10,"Frontera Comalapa","0",614,41,7,"cps",9,8,8,11,20,17,NA,6,6,17,6,17,"6","6","6","6","6","6","Y","Y2",1,0,6,0.466
615,41,7,"cps",9,8,8,11,20,10,"Frontera Comalapa","0",615,41,7,"cps",9,8,8,11,20,17,NA,6,6,17,6,17,"6","6","6","6","6","6","Y","Y2",1,0,6,0.466
616,41,7,"cps",9,8,8,11,20,10,"Frontera Comalapa","0",616,41,7,"cps",9,8,8,11,20,17,NA,6,6,17,6,17,"6","6","6","6","6","6","Y","Y2",1,0,6,0.466
617,42,7,"cps",9,2,2,2,12,11,"Bochil","0",617,42,7,"cps",9,2,2,2,12,11,NA,23,23,11,5,11,"23","23","23","23","U","23","23","23",0,0,22,0.169
618,42,7,"cps",9,2,2,2,12,11,"Bochil","0",618,42,7,"cps",9,2,2,2,12,11,NA,23,23,11,5,11,"23","23","23","23","U","23","23","23",0,0,22,0.169
619,42,7,"cps",9,2,2,2,12,11,"Bochil","0",619,42,7,"cps",9,2,2,2,12,11,NA,23,23,11,5,11,"23","23","23","23","U","23","23","23",0,0,22,0.169
620,42,7,"cps",9,2,2,2,12,11,"Bochil","0",620,42,7,"cps",9,2,2,2,12,11,NA,23,23,11,5,11,"23","23","23","23","U","23","23","23",0,0,22,0.169
621,43,7,"cps",4,2,4,4,12,12,"Pichucalco","0",621,43,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
622,43,7,"cps",4,2,4,4,12,12,"Pichucalco","0",622,43,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
623,43,7,"cps",4,2,4,4,12,12,"Pichucalco","0",623,43,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
624,43,7,"cps",4,2,4,4,12,12,"Pichucalco","0",624,43,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
625,43,7,"cps",4,2,4,4,12,12,"Pichucalco","0",625,43,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
626,43,7,"cps",4,2,4,4,12,12,"Pichucalco","0",626,43,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
627,44,7,"cps",2,6,6,2,3,22,"Chamula","0",627,44,7,"cps",2,6,6,2,3,5,NA,1,1,5,11,5,"1","J","O","1","1","1","1","1",0,0,3,0.6
628,44,7,"cps",2,6,6,2,3,22,"Chamula","0",628,44,7,"cps",2,6,6,2,3,5,NA,1,1,5,11,5,"1","J","O","1","1","1","1","1",0,0,3,0.6
629,44,7,"cps",2,6,6,2,3,22,"Chamula","0",629,44,7,"cps",2,6,6,2,3,5,NA,1,1,5,11,5,"1","J","O","1","1","1","1","1",0,0,3,0.6
630,44,7,"cps",2,6,6,2,3,22,"Chamula","0",630,44,7,"cps",2,6,6,2,3,5,NA,1,1,5,11,5,"1","J","O","1","1","1","1","1",0,0,3,0.6
631,44,7,"cps",2,6,6,2,3,22,"Chamula","0",631,44,7,"cps",2,6,6,2,3,5,NA,1,1,5,11,5,"1","J","O","1","1","1","1","1",0,0,3,0.6
632,44,7,"cps",2,6,6,2,3,22,"Chamula","0",632,44,7,"cps",2,6,6,2,3,5,NA,1,1,5,11,5,"1","J","O","1","1","1","1","1",0,0,3,0.6
633,44,7,"cps",2,6,6,2,3,22,"Chamula","0",633,44,7,"cps",2,6,6,2,3,5,NA,1,1,5,11,5,"1","J","O","1","1","1","1","1",0,0,3,0.6
634,44,7,"cps",2,6,6,2,3,22,"Chamula","0",634,44,7,"cps",2,6,6,2,3,5,NA,1,1,5,11,5,"1","J","O","1","1","1","1","1",0,0,3,0.6
635,44,7,"cps",2,6,6,2,3,22,"Chamula","0",635,44,7,"cps",2,6,6,2,3,5,NA,1,1,5,11,5,"1","J","O","1","1","1","1","1",0,0,3,0.6
636,45,7,"cps",9,2,4,4,12,12,"Pichucalco","0",636,45,7,"cps",9,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
637,45,7,"cps",9,2,4,4,12,12,"Pichucalco","0",637,45,7,"cps",9,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
638,46,7,"cps",1,7,10,10,14,14,"Cintalapa","0",638,46,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
639,46,7,"cps",1,7,10,10,14,14,"Cintalapa","0",639,46,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
640,46,7,"cps",1,7,10,10,14,14,"Cintalapa","0",640,46,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
641,46,7,"cps",1,7,10,10,14,14,"Cintalapa","0",641,46,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
642,46,7,"cps",1,7,10,10,14,14,"Cintalapa","0",642,46,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
643,46,7,"cps",1,7,10,10,14,14,"Cintalapa","0",643,46,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
644,46,7,"cps",1,7,10,10,14,14,"Cintalapa","0",644,46,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
645,46,7,"cps",1,7,10,10,14,14,"Cintalapa","0",645,46,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
646,46,7,"cps",1,7,10,10,14,14,"Cintalapa","0",646,46,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
647,46,7,"cps",1,7,10,10,14,14,"Cintalapa","0",647,46,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
648,46,7,"cps",1,7,10,10,14,14,"Cintalapa","0",648,46,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
649,46,7,"cps",1,7,10,10,14,14,"Cintalapa","0",649,46,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
650,46,7,"cps",1,7,10,10,14,14,"Cintalapa","0",650,46,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
651,46,7,"cps",1,7,10,10,14,14,"Cintalapa","0",651,46,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
652,46,7,"cps",1,7,10,10,14,14,"Cintalapa","0",652,46,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
653,46,7,"cps",1,7,10,10,14,14,"Cintalapa","0",653,46,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
654,46,7,"cps",1,7,10,10,14,14,"Cintalapa","0",654,46,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
655,46,7,"cps",1,7,10,10,14,14,"Cintalapa","0",655,46,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
656,46,7,"cps",1,7,10,10,14,14,"Cintalapa","0",656,46,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
657,46,7,"cps",1,7,10,10,14,14,"Cintalapa","0",657,46,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
658,46,7,"cps",1,7,10,10,14,14,"Cintalapa","0",658,46,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
659,46,7,"cps",1,7,10,10,14,14,"Cintalapa","0",659,46,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
660,46,7,"cps",1,7,10,10,14,14,"Cintalapa","0",660,46,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
661,46,7,"cps",1,7,10,10,14,14,"Cintalapa","0",661,46,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
662,47,7,"cps",9,2,2,2,11,11,"Bochil","0",662,47,7,"cps",9,2,2,2,11,11,NA,23,23,11,12,11,"23","K","P","S","U","23","23","23",0,0,22,0.169
663,47,7,"cps",9,2,2,2,11,11,"Bochil","0",663,47,7,"cps",9,2,2,2,11,11,NA,23,23,11,12,11,"23","K","P","S","U","23","23","23",0,0,22,0.169
664,47,7,"cps",9,2,2,2,11,11,"Bochil","0",664,47,7,"cps",9,2,2,2,11,11,NA,23,23,11,12,11,"23","K","P","S","U","23","23","23",0,0,22,0.169
665,47,7,"cps",9,2,2,2,11,11,"Bochil","0",665,47,7,"cps",9,2,2,2,11,11,NA,23,23,11,12,11,"23","K","P","S","U","23","23","23",0,0,22,0.169
666,47,7,"cps",9,2,2,2,11,11,"Bochil","0",666,47,7,"cps",9,2,2,2,11,11,NA,23,23,11,12,11,"23","K","P","S","U","23","23","23",0,0,22,0.169
667,47,7,"cps",9,2,2,2,11,11,"Bochil","0",667,47,7,"cps",9,2,2,2,11,11,NA,23,23,11,12,11,"23","K","P","S","U","23","23","23",0,0,22,0.169
668,47,7,"cps",9,2,2,2,11,11,"Bochil","0",668,47,7,"cps",9,2,2,2,11,11,NA,23,23,11,12,11,"23","K","P","S","U","23","23","23",0,0,22,0.169
669,48,7,"cps",4,2,4,4,12,12,"Pichucalco","0",669,48,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
670,48,7,"cps",4,2,4,4,12,12,"Pichucalco","0",670,48,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
671,48,7,"cps",4,2,4,4,12,12,"Pichucalco","0",671,48,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
672,48,7,"cps",4,2,4,4,12,12,"Pichucalco","0",672,48,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
673,48,7,"cps",4,2,4,4,12,12,"Pichucalco","0",673,48,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
674,48,7,"cps",4,2,4,4,12,12,"Pichucalco","0",674,48,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
675,48,7,"cps",4,2,4,4,12,12,"Pichucalco","0",675,48,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
676,48,7,"cps",4,2,4,4,12,12,"Pichucalco","0",676,48,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
677,48,7,"cps",4,2,4,4,12,12,"Pichucalco","0",677,48,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
678,48,7,"cps",4,2,4,4,12,12,"Pichucalco","0",678,48,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
679,48,7,"cps",4,2,4,4,12,12,"Pichucalco","0",679,48,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
680,48,7,"cps",4,2,4,4,12,12,"Pichucalco","0",680,48,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
681,48,7,"cps",4,2,4,4,12,12,"Pichucalco","0",681,48,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
682,49,7,"cps",2,5,2,2,22,21,"Tenejapa","0",682,49,7,"cps",2,5,2,2,22,10,NA,21,21,10,12,10,"21","21","M","R","21","21","21","21",0,0,22,0.541
683,49,7,"cps",2,5,2,2,22,21,"Tenejapa","0",683,49,7,"cps",2,5,2,2,22,10,NA,21,21,10,12,10,"21","21","M","R","21","21","21","21",0,0,22,0.541
684,49,7,"cps",2,5,2,2,22,21,"Tenejapa","0",684,49,7,"cps",2,5,2,2,22,10,NA,21,21,10,12,10,"21","21","M","R","21","21","21","21",0,0,22,0.541
685,118,7,"cps",2,5,2,2,22,21,"Tenejapa","munn=49",685,118,7,"cps",2,5,2,2,22,10,"munn=49",21,21,10,15,10,"21","G","M","R","21","21","21","21",0,0,22,0.541
686,49,7,"cps",2,5,2,2,22,21,"Tenejapa","0",686,49,7,"cps",2,5,2,2,22,10,NA,21,21,10,12,10,"21","21","M","R","21","21","21","21",0,0,22,0.541
687,49,7,"cps",2,5,2,2,22,21,"Tenejapa","0",687,49,7,"cps",2,5,2,2,22,10,NA,21,21,10,12,10,"21","G","M","R","21","21","21","21",0,0,22,0.541
688,49,7,"cps",2,5,2,2,22,21,"Tenejapa","0",688,49,7,"cps",2,5,2,2,22,10,NA,21,21,10,12,10,"21","G","M","R","21","21","21","21",0,0,22,0.541
689,49,7,"cps",2,5,2,2,22,21,"Tenejapa","0",689,49,7,"cps",2,5,2,2,22,10,NA,21,21,10,12,10,"21","G","M","R","21","21","21","21",0,0,22,0.541
690,49,7,"cps",2,5,2,2,22,21,"Tenejapa","0",690,49,7,"cps",2,5,2,2,22,10,NA,21,21,10,12,10,"21","G","M","R","21","21","21","21",0,0,22,0.541
691,49,7,"cps",2,5,2,2,22,21,"Tenejapa","0",691,49,7,"cps",2,5,2,2,22,10,NA,21,21,10,12,10,"21","G","M","R","21","21","21","21",0,0,22,0.541
692,50,7,"cps",6,1,1,1,9,9,"Palenque","0",692,50,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","20","20","20","20",0,1,9,1
693,50,7,"cps",6,1,1,1,9,9,"Palenque","0",693,50,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","20","20","20","20",0,1,9,1
694,50,7,"cps",6,1,1,1,9,9,"Palenque","0",694,50,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","20","20","20","20",0,1,9,1
695,50,7,"cps",6,1,1,1,9,9,"Palenque","0",695,50,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","20","20","20","20",0,1,9,1
696,50,7,"cps",6,1,1,1,9,9,"Palenque","0",696,50,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","20","20","20","20",0,1,9,1
697,51,7,"cps",8,11,7,7,15,18,"Mapastepec","0",697,51,7,"cps",8,11,7,7,15,24,NA,11,11,24,3,24,"11","11","11","11","11","11","11","11",0,0,15,1
698,51,7,"cps",8,11,7,7,15,18,"Mapastepec","0",698,51,7,"cps",8,11,7,7,15,24,NA,11,11,24,3,24,"11","11","11","11","11","11","11","11",0,0,15,1
699,51,7,"cps",8,11,7,7,15,18,"Mapastepec","0",699,51,7,"cps",8,11,7,7,15,24,NA,11,11,24,3,24,"11","11","11","11","11","11","11","11",0,0,15,1
700,51,7,"cps",8,11,7,7,15,18,"Mapastepec","0",700,51,7,"cps",8,11,7,7,15,24,NA,11,11,24,3,24,"11","11","11","11","11","11","11","11",0,0,15,1
701,51,7,"cps",8,11,7,7,15,18,"Mapastepec","0",701,51,7,"cps",8,11,7,7,15,24,NA,11,11,24,3,24,"11","11","11","11","11","11","11","11",0,0,15,1
702,51,7,"cps",8,11,7,7,15,18,"Mapastepec","0",702,51,7,"cps",8,11,7,7,15,24,NA,11,11,24,3,24,"11","11","11","11","11","11","11","11",0,0,15,1
703,51,7,"cps",8,11,7,7,15,18,"Mapastepec","0",703,51,7,"cps",8,11,7,7,15,24,NA,11,11,24,3,24,"11","11","11","11","11","11","11","11",0,0,15,1
704,51,7,"cps",8,11,7,7,15,18,"Mapastepec","0",704,51,7,"cps",8,11,7,7,15,24,NA,11,11,24,3,24,"11","11","11","11","11","11","11","11",0,0,15,1
705,51,7,"cps",8,11,7,7,15,18,"Mapastepec","0",705,51,7,"cps",8,11,7,7,15,24,NA,11,11,24,3,24,"11","11","11","11","11","11","11","11",0,0,15,1
706,51,7,"cps",8,11,7,7,15,18,"Mapastepec","0",706,51,7,"cps",8,11,7,7,15,24,NA,11,11,24,3,24,"11","11","11","11","11","11","11","11",0,0,15,1
707,51,7,"cps",8,11,7,7,15,18,"Mapastepec","0",707,51,7,"cps",8,11,7,7,15,24,NA,11,11,24,3,24,"11","11","11","11","11","11","11","11",0,0,15,1
708,51,7,"cps",8,11,7,7,15,18,"Mapastepec","0",708,51,7,"cps",8,11,7,7,15,24,NA,11,11,24,3,24,"11","11","11","11","11","11","11","11",0,0,15,1
709,51,7,"cps",8,11,7,7,15,18,"Mapastepec","0",709,51,7,"cps",8,11,7,7,15,24,NA,11,11,24,3,24,"11","11","11","11","11","11","11","11",0,0,15,1
710,51,7,"cps",8,11,7,7,15,18,"Mapastepec","0",710,51,7,"cps",8,11,7,7,15,24,NA,11,11,24,3,24,"11","11","11","11","11","11","11","11",0,0,15,1
711,51,7,"cps",8,11,7,7,15,18,"Mapastepec","0",711,51,7,"cps",8,11,7,7,15,24,NA,11,11,24,3,24,"11","11","11","11","11","11","11","11",0,0,15,1
