"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","cab","mun","disloc2005","disloc2017","demarc2008","X","edon.y","munn.y","escenario1","escenario2","escenario3","pan_clv1","pri_clv1","esc1_panCLV1","esc1_priCLV1","SQ","dsiSQ_E3"
197,6,18,"nay",2,1,1,1,"acaponeta","huajicori",18,1,6.01,196,18,6,1,1,1,1,1,1,1,18,0.77
198,6,18,"nay",2,1,1,1,"acaponeta","huajicori",18,1,6.03,197,18,6,1,1,1,1,1,1,1,18,0.77
199,6,18,"nay",2,1,1,1,"acaponeta","huajicori",18,1,6.03,198,18,6,1,1,1,1,1,1,1,18,0.77
200,6,18,"nay",2,1,1,1,"acaponeta","huajicori",18,1,6.03,199,18,6,1,1,1,1,1,1,1,18,0.77
201,6,18,"nay",2,1,1,1,"acaponeta","huajicori",18,1,6.03,200,18,6,1,1,1,1,1,1,1,18,0.77
202,6,18,"nay",2,1,1,1,"acaponeta","huajicori",18,1,6.04,201,18,6,1,1,1,1,1,1,1,18,0.77
203,6,18,"nay",2,1,1,1,"acaponeta","huajicori",18,1,6.04,202,18,6,1,1,1,1,1,1,1,18,0.77
204,6,18,"nay",2,1,1,1,"acaponeta","huajicori",18,1,6.03,203,18,6,1,1,1,1,1,1,1,18,0.77
205,6,18,"nay",2,1,1,1,"acaponeta","huajicori",18,1,6.03,204,18,6,1,1,1,1,1,1,1,18,0.77
206,6,18,"nay",2,1,1,1,"acaponeta","huajicori",18,1,6.02,205,18,6,1,1,1,1,1,1,1,18,0.77
207,6,18,"nay",2,1,1,1,"acaponeta","huajicori",18,1,6.05,206,18,6,1,1,1,1,1,1,1,18,0.77
208,6,18,"nay",2,1,1,1,"acaponeta","huajicori",18,1,6.02,207,18,6,1,1,1,1,1,1,1,18,0.77
209,6,18,"nay",2,1,1,1,"acaponeta","huajicori",18,1,6.05,208,18,6,1,1,1,1,1,1,1,18,0.77
210,6,18,"nay",2,1,1,1,"acaponeta","huajicori",18,1,6.05,209,18,6,1,1,1,1,1,1,1,18,0.77
211,6,18,"nay",2,1,1,1,"acaponeta","huajicori",18,1,6.05,210,18,6,1,1,1,1,1,1,1,18,0.77
212,6,18,"nay",2,1,1,1,"acaponeta","huajicori",18,1,6.02,211,18,6,1,1,1,1,1,1,1,18,0.77
213,6,18,"nay",2,1,1,1,"acaponeta","huajicori",18,1,6.02,212,18,6,1,1,1,1,1,1,1,18,0.77
214,6,18,"nay",2,1,1,1,"acaponeta","huajicori",18,1,6.02,213,18,6,1,1,1,1,1,1,1,18,0.77
215,7,18,"nay",3,3,3,3,"ixtlan del rio","ixtlan del rio",13,16,7.01,214,18,7,17,18,18,18,18,0,0,13,0.734
216,7,18,"nay",3,3,3,3,"ixtlan del rio","ixtlan del rio",13,16,7.03,215,18,7,17,18,18,18,18,0,0,13,0.734
217,7,18,"nay",3,3,3,3,"ixtlan del rio","ixtlan del rio",13,16,7.04,216,18,7,17,18,18,18,18,0,0,13,0.734
218,7,18,"nay",3,3,3,3,"ixtlan del rio","ixtlan del rio",13,16,7.04,217,18,7,17,18,18,18,18,0,0,13,0.734
219,7,18,"nay",3,3,3,3,"ixtlan del rio","ixtlan del rio",13,16,7.06,218,18,7,17,18,18,18,18,0,0,13,0.734
220,7,18,"nay",3,3,3,3,"ixtlan del rio","ixtlan del rio",13,16,7.06,219,18,7,17,18,18,18,18,0,0,13,0.734
221,7,18,"nay",3,3,3,3,"ixtlan del rio","ixtlan del rio",13,16,7.06,220,18,7,17,18,18,18,18,0,0,13,0.734
222,7,18,"nay",3,3,3,3,"ixtlan del rio","ixtlan del rio",13,16,7.03,221,18,7,17,18,18,18,18,0,0,13,0.734
223,7,18,"nay",3,3,3,3,"ixtlan del rio","ixtlan del rio",13,16,7.02,222,18,7,17,18,18,18,18,0,0,13,0.734
224,7,18,"nay",3,3,3,3,"ixtlan del rio","ixtlan del rio",13,16,7.02,223,18,7,17,18,18,18,18,0,0,13,0.734
225,7,18,"nay",3,3,3,3,"ixtlan del rio","ixtlan del rio",13,16,7.02,224,18,7,17,18,18,18,18,0,0,13,0.734
226,7,18,"nay",3,3,3,3,"ixtlan del rio","ixtlan del rio",13,16,7.02,225,18,7,17,18,18,18,18,0,0,13,0.734
227,7,18,"nay",3,3,3,3,"ixtlan del rio","ixtlan del rio",13,16,7.05,226,18,7,17,18,18,18,18,0,0,13,0.734
228,7,18,"nay",3,3,3,3,"ixtlan del rio","ixtlan del rio",13,16,7.05,227,18,7,17,18,18,18,18,0,0,13,0.734
229,7,18,"nay",3,3,3,3,"ixtlan del rio","ixtlan del rio",13,16,7.05,228,18,7,17,18,18,18,18,0,0,13,0.734
230,7,18,"nay",3,3,3,3,"ixtlan del rio","ixtlan del rio",13,16,7.05,229,18,7,17,18,18,18,18,0,0,13,0.734
231,7,18,"nay",3,3,3,3,"ixtlan del rio","ixtlan del rio",13,16,7.05,230,18,7,17,18,18,18,18,0,0,13,0.734
232,7,18,"nay",3,3,3,3,"ixtlan del rio","ixtlan del rio",13,16,7.07,231,18,7,17,18,18,18,18,0,0,13,0.734
233,7,18,"nay",3,3,3,3,"ixtlan del rio","ixtlan del rio",13,16,7.07,232,18,7,17,18,18,18,18,0,0,13,0.734
234,7,18,"nay",3,3,3,3,"ixtlan del rio","ixtlan del rio",13,16,7.07,233,18,7,17,18,18,18,18,0,0,13,0.734
235,7,18,"nay",3,3,3,3,"ixtlan del rio","ixtlan del rio",13,16,7.07,234,18,7,17,18,18,18,18,0,0,13,0.734
236,7,18,"nay",3,3,3,3,"ixtlan del rio","ixtlan del rio",13,16,7.01,235,18,7,17,18,18,18,18,0,0,13,0.734
237,7,18,"nay",3,3,3,3,"ixtlan del rio","ixtlan del rio",13,16,7.07,236,18,7,17,18,18,18,18,0,0,13,0.734
238,7,18,"nay",3,3,3,3,"ixtlan del rio","ixtlan del rio",13,16,7.07,237,18,7,17,18,18,18,18,0,0,13,0.734
239,8,18,"nay",3,3,3,3,"sta maria del oro","jala",7,13,8.02,238,18,8,18,17,17,17,17,0,0,3,0.194
240,8,18,"nay",3,3,3,3,"sta maria del oro","jala",7,13,8.02,239,18,8,18,17,17,17,17,0,0,3,0.194
241,8,18,"nay",3,3,3,3,"sta maria del oro","jala",7,13,8.02,240,18,8,18,17,17,17,17,0,0,3,0.194
242,8,18,"nay",3,3,3,3,"sta maria del oro","jala",7,13,8.01,241,18,8,18,17,17,17,17,0,0,3,0.194
243,8,18,"nay",3,3,3,3,"sta maria del oro","jala",7,13,8.01,242,18,8,18,17,17,17,17,0,0,3,0.194
244,8,18,"nay",3,3,3,3,"sta maria del oro","jala",7,13,8.01,243,18,8,18,17,17,17,17,0,0,3,0.194
245,8,18,"nay",3,3,3,3,"sta maria del oro","jala",7,13,8.05,244,18,8,18,17,17,17,17,0,0,3,0.194
246,8,18,"nay",3,3,3,3,"sta maria del oro","jala",7,13,8.05,245,18,8,18,17,17,17,17,0,0,3,0.194
247,8,18,"nay",3,3,3,3,"sta maria del oro","jala",7,13,8.02,246,18,8,18,17,17,17,17,0,0,3,0.194
248,8,18,"nay",3,3,3,3,"sta maria del oro","jala",7,13,8.05,247,18,8,18,17,17,17,17,0,0,3,0.194
249,8,18,"nay",3,3,3,3,"sta maria del oro","jala",7,13,8.05,248,18,8,18,17,17,17,17,0,0,3,0.194
250,8,18,"nay",3,3,3,3,"sta maria del oro","jala",7,13,8.04,249,18,8,18,17,17,17,17,0,0,3,0.194
251,8,18,"nay",3,3,3,3,"sta maria del oro","jala",7,13,8.04,250,18,8,18,17,17,17,17,0,0,3,0.194
252,8,18,"nay",3,3,3,3,"sta maria del oro","jala",7,13,8.04,251,18,8,18,17,17,17,17,0,0,3,0.194
253,8,18,"nay",3,3,3,3,"sta maria del oro","jala",7,13,8.03,252,18,8,18,17,17,17,17,0,0,3,0.194
254,8,18,"nay",3,3,3,3,"sta maria del oro","jala",7,13,8.03,253,18,8,18,17,17,17,17,0,0,3,0.194
255,8,18,"nay",3,3,3,3,"sta maria del oro","jala",7,13,8.03,254,18,8,18,17,17,17,17,0,0,3,0.194
256,8,18,"nay",3,3,3,3,"sta maria del oro","jala",7,13,8.03,255,18,8,18,17,17,17,17,0,0,3,0.194
257,9,18,"nay",1,2,1,1,"jesus maria","nayar",6,3,9.01,256,18,9,18,12,12,12,12,0,0,16,0.3
258,9,18,"nay",1,2,1,1,"jesus maria","nayar",6,3,9.01,257,18,9,18,12,12,12,12,0,0,16,0.3
259,9,18,"nay",1,2,1,1,"jesus maria","nayar",6,3,9.03,258,18,9,18,12,12,12,12,0,0,16,0.3
260,9,18,"nay",1,2,1,1,"jesus maria","nayar",6,3,9.02,259,18,9,18,12,12,12,12,0,0,16,0.3
261,9,18,"nay",1,2,1,1,"jesus maria","nayar",6,3,9.02,260,18,9,18,12,12,12,12,0,0,16,0.3
262,9,18,"nay",1,2,1,1,"jesus maria","nayar",6,3,9.05,261,18,9,18,12,12,12,12,0,0,16,0.3
263,9,18,"nay",1,2,1,1,"jesus maria","nayar",6,3,9.04,262,18,9,18,12,12,12,12,0,0,16,0.3
264,9,18,"nay",1,2,1,1,"jesus maria","nayar",6,3,9.02,263,18,9,18,12,12,12,12,0,0,16,0.3
265,9,18,"nay",1,2,1,1,"jesus maria","nayar",6,3,9.02,264,18,9,18,12,12,12,12,0,0,16,0.3
266,9,18,"nay",1,2,1,1,"jesus maria","nayar",6,3,9.02,265,18,9,18,12,12,12,12,0,0,16,0.3
267,9,18,"nay",1,2,1,1,"jesus maria","nayar",6,3,9.04,266,18,9,18,12,12,12,12,0,0,16,0.3
268,9,18,"nay",1,2,1,1,"jesus maria","nayar",6,3,9.05,267,18,9,18,12,12,12,12,0,0,16,0.3
269,9,18,"nay",1,2,1,1,"jesus maria","nayar",6,3,9.07,268,18,9,18,12,12,12,12,0,0,16,0.3
270,9,18,"nay",1,2,1,1,"jesus maria","nayar",6,3,9.07,269,18,9,18,12,12,12,12,0,0,16,0.3
271,9,18,"nay",1,2,1,1,"jesus maria","nayar",6,3,9.05,270,18,9,18,12,12,12,12,0,0,16,0.3
272,9,18,"nay",1,2,1,1,"jesus maria","nayar",6,3,9.06,271,18,9,18,12,12,12,12,0,0,16,0.3
273,9,18,"nay",1,2,1,1,"jesus maria","nayar",6,3,9.06,272,18,9,18,12,12,12,12,0,0,16,0.3
274,9,18,"nay",1,2,1,1,"jesus maria","nayar",6,3,9.05,273,18,9,18,12,12,12,12,0,0,16,0.3
275,9,18,"nay",1,2,1,1,"jesus maria","nayar",6,3,9.06,274,18,9,18,12,12,12,12,0,0,16,0.3
276,9,18,"nay",1,2,1,1,"jesus maria","nayar",6,3,9.06,275,18,9,18,12,12,12,12,0,0,16,0.3
277,10,18,"nay",1,1,1,1,"acaponeta","rosamorada",16,1,10.01,276,18,10,2,1,1,1,1,0,0,18,0.77
278,10,18,"nay",1,1,1,1,"acaponeta","rosamorada",16,1,10.01,277,18,10,2,1,1,1,1,0,0,18,0.77
279,10,18,"nay",1,1,1,1,"acaponeta","rosamorada",16,1,10.01,278,18,10,2,1,1,1,1,0,0,18,0.77
280,10,18,"nay",1,1,1,1,"acaponeta","rosamorada",16,1,10.01,279,18,10,2,1,1,1,1,0,0,18,0.77
281,10,18,"nay",1,1,1,1,"acaponeta","rosamorada",16,1,10.01,280,18,10,2,1,1,1,1,0,0,18,0.77
282,10,18,"nay",1,1,1,1,"acaponeta","rosamorada",16,1,10.01,281,18,10,2,1,1,1,1,0,0,18,0.77
283,10,18,"nay",1,1,1,1,"tecuala","rosamorada",16,2,10.02,282,18,10,2,2,2,2,2,1,1,17,0.685
284,10,18,"nay",1,1,1,1,"acaponeta","rosamorada",16,1,10.02,283,18,10,2,1,1,1,1,0,0,18,0.77
285,10,18,"nay",1,1,1,1,"acaponeta","rosamorada",16,1,10.07,284,18,10,2,1,1,1,1,0,0,18,0.77
286,10,18,"nay",1,1,1,1,"tecuala","rosamorada",16,2,10.02,285,18,10,2,2,2,2,2,1,1,17,0.685
287,10,18,"nay",1,1,1,1,"tecuala","rosamorada",16,2,10.02,286,18,10,2,2,2,2,2,1,1,17,0.685
288,10,18,"nay",1,1,1,1,"tecuala","rosamorada",16,2,10.02,287,18,10,2,2,2,2,2,1,1,17,0.685
289,10,18,"nay",1,1,1,1,"tecuala","rosamorada",16,2,10.02,288,18,10,2,2,2,2,2,1,1,17,0.685
290,10,18,"nay",1,1,1,1,"acaponeta","rosamorada",16,1,10.07,289,18,10,2,1,1,1,1,0,0,18,0.77
291,10,18,"nay",1,1,1,1,"acaponeta","rosamorada",16,1,10.07,290,18,10,2,1,1,1,1,0,0,18,0.77
292,10,18,"nay",1,1,1,1,"acaponeta","rosamorada",16,1,10.06,291,18,10,2,1,1,1,1,0,0,18,0.77
293,10,18,"nay",1,1,1,1,"acaponeta","rosamorada",16,1,10.07,292,18,10,2,1,1,1,1,0,0,18,0.77
294,10,18,"nay",1,1,1,1,"acaponeta","rosamorada",16,1,10.07,293,18,10,2,1,1,1,1,0,0,18,0.77
295,10,18,"nay",1,1,1,1,"acaponeta","rosamorada",16,1,10.07,294,18,10,2,1,1,1,1,0,0,18,0.77
296,10,18,"nay",1,1,1,1,"acaponeta","rosamorada",16,1,10.07,295,18,10,2,1,1,1,1,0,0,18,0.77
297,10,18,"nay",1,1,1,1,"acaponeta","rosamorada",16,1,10.03,296,18,10,2,1,1,1,1,0,0,18,0.77
298,10,18,"nay",1,1,1,1,"tecuala","rosamorada",16,2,10.03,297,18,10,2,2,2,2,2,1,1,17,0.685
299,10,18,"nay",1,1,1,1,"tecuala","rosamorada",16,2,10.03,298,18,10,2,2,2,2,2,1,1,17,0.685
300,10,18,"nay",1,1,1,1,"tecuala","rosamorada",16,2,10.03,299,18,10,2,2,2,2,2,1,1,17,0.685
301,10,18,"nay",1,1,1,1,"tecuala","rosamorada",16,2,10.03,300,18,10,2,2,2,2,2,1,1,17,0.685
302,10,18,"nay",1,1,1,1,"tecuala","rosamorada",16,2,10.04,301,18,10,2,2,2,2,2,1,1,17,0.685
303,10,18,"nay",1,1,1,1,"tecuala","rosamorada",16,2,10.04,302,18,10,2,2,2,2,2,1,1,17,0.685
304,10,18,"nay",1,1,1,1,"tecuala","rosamorada",16,2,10.04,303,18,10,2,2,2,2,2,1,1,17,0.685
305,10,18,"nay",1,1,1,1,"tecuala","rosamorada",16,2,10.04,304,18,10,2,2,2,2,2,1,1,17,0.685
306,10,18,"nay",1,1,1,1,"tecuala","rosamorada",16,2,10.04,305,18,10,2,2,2,2,2,1,1,17,0.685
307,10,18,"nay",1,1,1,1,"tecuala","rosamorada",16,2,10.04,306,18,10,2,2,2,2,2,1,1,17,0.685
308,10,18,"nay",1,1,1,1,"tecuala","rosamorada",16,2,10.04,307,18,10,2,2,2,2,2,1,1,17,0.685
309,10,18,"nay",1,1,1,1,"tecuala","rosamorada",16,2,10.03,308,18,10,2,2,2,2,2,1,1,17,0.685
310,10,18,"nay",1,1,1,1,"tecuala","rosamorada",16,2,10.05,309,18,10,2,2,2,2,2,1,1,17,0.685
311,10,18,"nay",1,1,1,1,"tecuala","rosamorada",16,2,10.05,310,18,10,2,2,2,2,2,1,1,17,0.685
312,10,18,"nay",1,1,1,1,"tecuala","rosamorada",16,2,10.05,311,18,10,2,2,2,2,2,1,1,17,0.685
313,10,18,"nay",1,1,1,1,"tecuala","rosamorada",16,2,10.05,312,18,10,2,2,2,2,2,1,1,17,0.685
314,10,18,"nay",1,1,1,1,"tecuala","rosamorada",16,2,10.06,313,18,10,2,2,2,2,2,1,1,17,0.685
315,10,18,"nay",1,1,1,1,"tecuala","rosamorada",16,2,10.06,314,18,10,2,2,2,2,2,1,1,17,0.685
316,10,18,"nay",1,1,1,1,"acaponeta","rosamorada",16,1,10.06,315,18,10,2,1,1,1,1,0,0,18,0.77
317,10,18,"nay",1,1,1,1,"acaponeta","rosamorada",16,1,10.06,316,18,10,2,1,1,1,1,0,0,18,0.77
318,10,18,"nay",1,1,1,1,"acaponeta","rosamorada",16,1,10.06,317,18,10,2,1,1,1,1,0,0,18,0.77
319,10,18,"nay",1,1,1,1,"acaponeta","rosamorada",16,1,10.06,318,18,10,2,1,1,1,1,0,0,18,0.77
320,11,18,"nay",2,1,1,1,"jesus maria","ruiz",16,3,11.02,319,18,11,3,12,12,12,12,0,0,16,0.3
321,11,18,"nay",2,1,1,1,"jesus maria","ruiz",16,3,11.03,320,18,11,3,12,12,12,12,0,0,16,0.3
322,11,18,"nay",2,1,1,1,"jesus maria","ruiz",16,3,11.03,321,18,11,3,12,12,12,12,0,0,16,0.3
323,11,18,"nay",2,1,1,1,"jesus maria","ruiz",16,3,11.04,322,18,11,3,12,12,12,12,0,0,16,0.3
324,11,18,"nay",2,1,1,1,"jesus maria","ruiz",16,3,11.04,323,18,11,3,12,12,12,12,0,0,16,0.3
325,11,18,"nay",2,1,1,1,"jesus maria","ruiz",16,3,11.03,324,18,11,3,12,12,12,12,0,0,16,0.3
326,11,18,"nay",2,1,1,1,"jesus maria","ruiz",16,3,11.02,325,18,11,3,12,12,12,12,0,0,16,0.3
327,11,18,"nay",2,1,1,1,"jesus maria","ruiz",16,3,11.01,326,18,11,3,12,12,12,12,0,0,16,0.3
328,11,18,"nay",2,1,1,1,"jesus maria","ruiz",16,3,11.05,327,18,11,3,12,12,12,12,0,0,16,0.3
329,11,18,"nay",2,1,1,1,"jesus maria","ruiz",16,3,11.05,328,18,11,3,12,12,12,12,0,0,16,0.3
330,11,18,"nay",2,1,1,1,"jesus maria","ruiz",16,3,11.03,329,18,11,3,12,12,12,12,0,0,16,0.3
331,11,18,"nay",2,1,1,1,"jesus maria","ruiz",16,3,11.05,330,18,11,3,12,12,12,12,0,0,16,0.3
332,11,18,"nay",2,1,1,1,"jesus maria","ruiz",16,3,11.07,331,18,11,3,12,12,12,12,0,0,16,0.3
333,11,18,"nay",2,1,1,1,"jesus maria","ruiz",16,3,11.07,332,18,11,3,12,12,12,12,0,0,16,0.3
334,11,18,"nay",2,1,1,1,"jesus maria","ruiz",16,3,11.07,333,18,11,3,12,12,12,12,0,0,16,0.3
335,11,18,"nay",2,1,1,1,"jesus maria","ruiz",16,3,11.07,334,18,11,3,12,12,12,12,0,0,16,0.3
336,11,18,"nay",2,1,1,1,"jesus maria","ruiz",16,3,11.07,335,18,11,3,12,12,12,12,0,0,16,0.3
337,11,18,"nay",2,1,1,1,"jesus maria","ruiz",16,3,11.06,336,18,11,3,12,12,12,12,0,0,16,0.3
338,11,18,"nay",2,1,1,1,"jesus maria","ruiz",16,3,11.06,337,18,11,3,12,12,12,12,0,0,16,0.3
339,11,18,"nay",2,1,1,1,"jesus maria","ruiz",16,3,11.06,338,18,11,3,12,12,12,12,0,0,16,0.3
340,11,18,"nay",2,1,1,1,"jesus maria","ruiz",16,3,11.06,339,18,11,3,12,12,12,12,0,0,16,0.3
341,11,18,"nay",2,1,1,1,"jesus maria","ruiz",16,3,11.06,340,18,11,3,12,12,12,12,0,0,16,0.3
342,11,18,"nay",2,1,1,1,"jesus maria","ruiz",16,3,11.06,341,18,11,3,12,12,12,12,0,0,16,0.3
343,11,18,"nay",2,1,1,1,"jesus maria","ruiz",16,3,11.01,342,18,11,3,12,12,12,12,0,0,16,0.3
344,11,18,"nay",2,1,1,1,"jesus maria","ruiz",16,3,11.01,343,18,11,3,12,12,12,12,0,0,16,0.3
345,11,18,"nay",2,1,1,1,"jesus maria","ruiz",16,3,11.06,344,18,11,3,12,12,12,12,0,0,16,0.3
346,11,18,"nay",2,1,1,1,"jesus maria","ruiz",16,3,11.07,345,18,11,3,12,12,12,12,0,0,16,0.3
347,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.01,346,18,12,13,14,14,14,14,0,0,9,0.785
348,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.02,347,18,12,13,14,14,14,14,0,0,9,0.785
349,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.02,348,18,12,13,14,14,14,14,0,0,9,0.785
350,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.02,349,18,12,13,14,14,14,14,0,0,9,0.785
351,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.01,350,18,12,13,14,14,14,14,0,0,9,0.785
352,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.01,351,18,12,13,14,14,14,14,0,0,9,0.785
353,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.04,352,18,12,13,14,14,14,14,0,0,9,0.785
354,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.04,353,18,12,13,14,14,14,14,0,0,9,0.785
355,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.04,354,18,12,13,14,14,14,14,0,0,9,0.785
356,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.04,355,18,12,13,14,14,14,14,0,0,9,0.785
357,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.04,356,18,12,13,14,14,14,14,0,0,9,0.785
358,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.04,357,18,12,13,14,14,14,14,0,0,9,0.785
359,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.03,358,18,12,13,14,14,14,14,0,0,9,0.785
360,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.03,359,18,12,13,14,14,14,14,0,0,9,0.785
361,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.03,360,18,12,13,14,14,14,14,0,0,9,0.785
362,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.03,361,18,12,13,14,14,14,14,0,0,9,0.785
363,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.03,362,18,12,13,14,14,14,14,0,0,9,0.785
364,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.04,363,18,12,13,14,14,14,14,0,0,9,0.785
365,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.05,364,18,12,13,14,14,14,14,0,0,9,0.785
366,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.05,365,18,12,13,14,14,14,14,0,0,9,0.785
367,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.05,366,18,12,13,14,14,14,14,0,0,9,0.785
368,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.03,367,18,12,13,14,14,14,14,0,0,9,0.785
369,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.03,368,18,12,13,14,14,14,14,0,0,9,0.785
370,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.03,369,18,12,13,14,14,14,14,0,0,9,0.785
371,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.03,370,18,12,13,14,14,14,14,0,0,9,0.785
372,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.04,371,18,12,13,14,14,14,14,0,0,9,0.785
373,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.04,372,18,12,13,14,14,14,14,0,0,9,0.785
374,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.05,373,18,12,13,14,14,14,14,0,0,9,0.785
375,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.05,374,18,12,13,14,14,14,14,0,0,9,0.785
376,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.05,375,18,12,13,14,14,14,14,0,0,9,0.785
377,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.05,376,18,12,13,14,14,14,14,0,0,9,0.785
378,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.05,377,18,12,13,14,14,14,14,0,0,9,0.785
379,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.05,378,18,12,13,14,14,14,14,0,0,9,0.785
380,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.05,379,18,12,13,14,14,14,14,0,0,9,0.785
381,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.05,380,18,12,13,14,14,14,14,0,0,9,0.785
382,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.06,381,18,12,13,14,14,14,14,0,0,9,0.785
383,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.06,382,18,12,13,14,14,14,14,0,0,9,0.785
384,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.07,383,18,12,13,14,14,14,14,0,0,9,0.785
385,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.07,384,18,12,13,14,14,14,14,0,0,9,0.785
386,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.07,385,18,12,13,14,14,14,14,0,0,9,0.785
387,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.06,386,18,12,13,14,14,14,14,0,0,9,0.785
388,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.06,387,18,12,13,14,14,14,14,0,0,9,0.785
389,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.06,388,18,12,13,14,14,14,14,0,0,9,0.785
390,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.06,389,18,12,13,14,14,14,14,0,0,9,0.785
391,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.07,390,18,12,13,14,14,14,14,0,0,9,0.785
392,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.07,391,18,12,13,14,14,14,14,0,0,9,0.785
393,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.07,392,18,12,13,14,14,14,14,0,0,9,0.785
394,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.07,393,18,12,13,14,14,14,14,0,0,9,0.785
395,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.07,394,18,12,13,14,14,14,14,0,0,9,0.785
396,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.07,395,18,12,13,14,14,14,14,0,0,9,0.785
397,12,18,"nay",3,3,3,1,"san blas","san blas",9,10,12.07,396,18,12,13,14,14,14,14,0,0,9,0.785
398,13,18,"nay",3,3,3,3,"sta maria del oro","san pedro lagunillas",8,13,13.01,397,18,13,17,17,17,17,17,1,1,3,0.194
399,13,18,"nay",3,3,3,3,"sta maria del oro","san pedro lagunillas",8,13,13.01,398,18,13,17,17,17,17,17,1,1,3,0.194
400,13,18,"nay",3,3,3,3,"sta maria del oro","san pedro lagunillas",8,13,13.03,399,18,13,17,17,17,17,17,1,1,3,0.194
401,13,18,"nay",3,3,3,3,"sta maria del oro","san pedro lagunillas",8,13,13.02,400,18,13,17,17,17,17,17,1,1,3,0.194
402,13,18,"nay",3,3,3,3,"sta maria del oro","san pedro lagunillas",8,13,13.03,401,18,13,17,17,17,17,17,1,1,3,0.194
403,13,18,"nay",3,3,3,3,"sta maria del oro","san pedro lagunillas",8,13,13.02,402,18,13,17,17,17,17,17,1,1,3,0.194
404,13,18,"nay",3,3,3,3,"sta maria del oro","san pedro lagunillas",8,13,13.03,403,18,13,17,17,17,17,17,1,1,3,0.194
405,13,18,"nay",3,3,3,3,"sta maria del oro","san pedro lagunillas",8,13,13.04,404,18,13,17,17,17,17,17,1,1,3,0.194
406,13,18,"nay",3,3,3,3,"sta maria del oro","san pedro lagunillas",8,13,13.04,405,18,13,17,17,17,17,17,1,1,3,0.194
407,13,18,"nay",3,3,3,3,"sta maria del oro","san pedro lagunillas",8,13,13.05,406,18,13,17,17,17,17,17,1,1,3,0.194
408,13,18,"nay",3,3,3,3,"sta maria del oro","san pedro lagunillas",8,13,13.05,407,18,13,17,17,17,17,17,1,1,3,0.194
409,13,18,"nay",3,3,3,3,"sta maria del oro","san pedro lagunillas",8,13,13.05,408,18,13,17,17,17,17,17,1,1,3,0.194
410,13,18,"nay",3,3,3,3,"sta maria del oro","san pedro lagunillas",8,13,13.04,409,18,13,17,17,17,17,17,1,1,3,0.194
