"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","cab","mun","disloc2005","disloc2017","demarc2008","X","edon.y","munn.y","escenario1","escenario2","escenario3","pan_clv1","pri_clv1","esc1_panCLV1","esc1_priCLV1","SQ","dsiSQ_E3"
626,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,622,18,17,8,9,9,9,9,0,0,5,0.644
627,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,623,18,17,8,9,9,9,9,0,0,5,0.644
628,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,624,18,17,9,9,9,9,9,1,1,5,0.644
629,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.01,625,18,17,9,9,9,9,9,1,1,5,0.644
630,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.01,626,18,17,9,9,9,9,9,1,1,5,0.644
631,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.01,627,18,17,9,9,9,11,9,0,1,5,0.644
632,17,18,"nay",1,2,2,2,"tepic","tepic",5,6,17.01,628,18,17,9,11,11,11,11,0,0,4,0.323
635,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.01,629,18,17,9,9,9,9,9,1,1,5,0.644
636,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.01,630,18,17,9,9,9,9,9,1,1,5,0.644
637,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.01,631,18,17,9,9,9,9,9,1,1,5,0.644
638,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,632,18,17,9,9,9,9,9,1,1,5,0.644
639,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,633,18,17,9,9,9,9,9,1,1,5,0.644
640,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,634,18,17,9,9,9,9,9,1,1,5,0.644
641,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,635,18,17,8,9,9,9,9,0,0,5,0.644
642,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,636,18,17,8,9,9,9,9,0,0,5,0.644
643,17,18,"nay",1,2,2,2,"tepic","tepic",5,8,17.03,637,18,17,8,8,8,8,8,1,1,2,0.68
644,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,638,18,17,4,8,8,8,8,0,0,2,0.68
645,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,639,18,17,4,8,8,8,8,0,0,2,0.68
646,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,640,18,17,4,8,8,8,8,0,0,2,0.68
647,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,641,18,17,4,8,8,8,8,0,0,2,0.68
648,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,642,18,17,4,8,8,8,8,0,0,2,0.68
649,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,643,18,17,4,8,8,8,8,0,0,2,0.68
650,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,644,18,17,4,8,8,8,8,0,0,2,0.68
651,17,18,"nay",1,2,2,2,"tepic","tepic",5,8,17.03,645,18,17,8,8,8,8,8,1,1,2,0.68
652,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.03,646,18,17,8,9,9,9,9,0,0,5,0.644
653,17,18,"nay",1,2,2,2,"tepic","tepic",1,9,17.04,647,18,17,9,9,9,7,9,0,1,5,0.644
654,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,648,18,17,9,9,9,9,9,1,1,5,0.644
655,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,649,18,17,9,9,9,9,9,1,1,5,0.644
656,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,650,18,17,9,9,9,9,9,1,1,5,0.644
657,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,651,18,17,9,9,9,9,9,1,1,5,0.644
658,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,652,18,17,9,9,9,9,9,1,1,5,0.644
659,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.01,653,18,17,9,9,9,9,9,1,1,5,0.644
660,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.01,654,18,17,9,9,9,9,9,1,1,5,0.644
661,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.09,655,18,17,9,11,11,9,11,1,0,4,0.323
662,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.09,656,18,17,9,11,11,9,11,1,0,4,0.323
663,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.09,657,18,17,9,11,11,9,11,1,0,4,0.323
664,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.09,658,18,17,9,11,11,9,11,1,0,4,0.323
665,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.09,659,18,17,9,11,11,9,11,1,0,4,0.323
666,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.09,660,18,17,9,10,10,9,10,1,0,4,0.188
667,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,661,18,17,9,9,9,9,9,1,1,5,0.644
668,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,662,18,17,9,9,9,9,9,1,1,5,0.644
669,17,18,"nay",1,2,2,2,"tepic","tepic",1,9,17.04,663,18,17,9,9,9,7,9,0,1,5,0.644
670,17,18,"nay",1,2,2,2,"tepic","tepic",1,9,17.04,664,18,17,8,9,9,7,9,0,0,5,0.644
671,17,18,"nay",1,2,2,2,"tepic","tepic",1,9,17.04,665,18,17,9,9,9,7,9,0,1,5,0.644
672,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.04,666,18,17,9,7,7,7,7,0,0,1,0.625
673,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.04,667,18,17,8,7,7,7,7,0,0,1,0.625
674,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.04,668,18,17,6,7,7,7,7,0,0,1,0.625
675,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.04,669,18,17,6,7,7,7,7,0,0,1,0.625
676,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.04,670,18,17,6,7,7,7,7,0,0,1,0.625
677,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,671,18,17,4,8,8,8,8,0,0,2,0.68
678,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.05,672,18,17,4,8,8,8,8,0,0,2,0.68
679,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.05,673,18,17,4,8,8,8,8,0,0,2,0.68
680,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.05,674,18,17,6,7,7,7,7,0,0,1,0.625
681,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.04,675,18,17,6,7,7,7,7,0,0,1,0.625
682,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.04,676,18,17,6,7,7,7,7,0,0,1,0.625
683,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.04,677,18,17,6,7,7,7,7,0,0,1,0.625
684,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.04,678,18,17,9,7,7,7,7,0,0,1,0.625
685,17,18,"nay",1,2,2,2,"tepic","tepic",1,9,17.04,679,18,17,9,9,9,7,9,0,1,5,0.644
686,17,18,"nay",1,2,2,2,"tepic","tepic",1,9,17.04,680,18,17,9,9,9,7,9,0,1,5,0.644
687,17,18,"nay",1,2,2,2,"tepic","tepic",1,9,17.04,681,18,17,9,9,9,7,9,0,1,5,0.644
688,17,18,"nay",1,2,2,2,"tepic","tepic",1,9,17.04,682,18,17,9,9,9,7,9,0,1,5,0.644
689,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.04,683,18,17,9,7,7,7,7,0,0,1,0.625
690,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.04,684,18,17,6,7,7,7,7,0,0,1,0.625
691,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.04,685,18,17,6,7,7,7,7,0,0,1,0.625
692,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.04,686,18,17,6,7,7,7,7,0,0,1,0.625
693,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.05,687,18,17,6,7,7,7,7,0,0,1,0.625
694,17,18,"nay",1,2,2,2,"tepic","tepic",2,12,17.05,688,18,17,6,7,7,8,7,0,0,1,0.625
695,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.05,689,18,17,6,7,7,7,7,0,0,1,0.625
696,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.05,690,18,17,6,7,7,7,7,0,0,1,0.625
697,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.04,691,18,17,6,7,7,7,7,0,0,1,0.625
698,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.04,692,18,17,6,7,7,7,7,0,0,1,0.625
699,17,18,"nay",1,2,2,2,"tepic","tepic",1,11,17.04,693,18,17,9,10,10,7,10,0,0,4,0.188
700,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.09,694,18,17,9,10,10,9,10,1,0,4,0.188
701,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.09,695,18,17,9,11,11,6,11,0,0,4,0.323
702,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.09,696,18,17,9,10,10,6,10,0,0,4,0.188
703,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.09,697,18,17,9,10,10,10,10,0,0,4,0.188
704,17,18,"nay",1,2,2,2,"tepic","tepic",1,11,17.05,698,18,17,9,10,10,7,10,0,0,4,0.188
705,17,18,"nay",1,2,2,2,"tepic","tepic",1,11,17.05,699,18,17,6,10,10,7,10,0,0,4,0.188
706,17,18,"nay",1,2,2,2,"tepic","tepic",1,11,17.05,700,18,17,6,10,10,7,10,0,0,4,0.188
707,17,18,"nay",1,2,2,2,"tepic","tepic",1,11,17.05,701,18,17,6,10,10,7,10,0,0,4,0.188
708,17,18,"nay",1,2,2,2,"tepic","tepic",1,11,17.05,702,18,17,6,10,10,7,10,0,0,4,0.188
709,17,18,"nay",1,2,2,2,"tepic","tepic",1,11,17.05,703,18,17,6,10,10,10,10,0,0,4,0.188
710,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.05,704,18,17,6,7,7,7,7,0,0,1,0.625
712,17,18,"nay",1,2,2,2,"tepic","tepic",2,12,17.05,705,18,17,6,7,7,8,7,0,0,1,0.625
713,17,18,"nay",1,2,2,2,"tepic","tepic",1,11,17.05,706,18,17,6,10,10,10,10,0,0,4,0.188
714,17,18,"nay",1,2,2,2,"tepic","tepic",1,11,17.05,707,18,17,6,10,10,10,10,0,0,4,0.188
715,17,18,"nay",1,2,2,2,"tepic","tepic",1,11,17.05,708,18,17,6,10,10,10,10,0,0,4,0.188
716,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.09,709,18,17,7,10,10,10,10,0,0,4,0.188
717,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.09,710,18,17,9,10,10,10,10,0,0,4,0.188
718,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.09,711,18,17,9,10,10,10,10,0,0,4,0.188
719,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.09,712,18,17,9,10,10,6,10,0,0,4,0.188
720,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.09,713,18,17,9,10,10,6,10,0,0,4,0.188
721,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.09,714,18,17,7,10,10,10,10,0,0,4,0.188
722,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.09,715,18,17,7,10,10,10,10,0,0,4,0.188
723,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.09,716,18,17,7,10,10,10,10,0,0,4,0.188
724,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.09,717,18,17,7,10,10,10,10,0,0,4,0.188
725,17,18,"nay",1,2,2,2,"tepic","tepic",1,11,17.05,718,18,17,6,10,10,10,10,0,0,4,0.188
726,17,18,"nay",1,2,2,2,"tepic","tepic",1,11,17.08,719,18,17,6,10,10,10,10,0,0,4,0.188
727,17,18,"nay",1,2,2,2,"tepic","tepic",3,11,17.08,720,18,17,6,10,10,10,10,0,0,4,0.188
728,17,18,"nay",1,2,2,2,"tepic","tepic",1,11,17.05,721,18,17,6,10,10,10,10,0,0,4,0.188
729,17,18,"nay",1,2,2,2,"tepic","tepic",3,11,17.08,722,18,17,7,10,10,10,10,0,0,4,0.188
730,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.09,723,18,17,7,10,10,10,10,0,0,4,0.188
731,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.08,724,18,17,7,10,10,10,10,0,0,4,0.188
732,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.09,725,18,17,7,11,11,6,11,0,0,4,0.323
733,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.08,726,18,17,7,10,10,10,10,0,0,4,0.188
734,17,18,"nay",1,2,2,2,"tepic","tepic",3,11,17.08,727,18,17,6,10,10,10,10,0,0,4,0.188
735,17,18,"nay",1,2,2,2,"tepic","tepic",1,11,17.08,728,18,17,6,10,10,10,10,0,0,4,0.188
736,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,729,18,17,6,7,7,7,7,0,0,1,0.625
738,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,730,18,17,6,7,7,7,7,0,0,1,0.625
739,17,18,"nay",1,2,2,2,"tepic","tepic",3,11,17.08,731,18,17,7,10,10,10,10,0,0,4,0.188
740,17,18,"nay",1,2,2,2,"tepic","tepic",3,11,17.08,732,18,17,7,10,10,10,10,0,0,4,0.188
741,17,18,"nay",1,2,2,2,"tepic","tepic",3,11,17.08,733,18,17,7,10,10,10,10,0,0,4,0.188
742,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.08,734,18,17,7,10,10,10,10,0,0,4,0.188
743,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.08,735,18,17,7,10,10,10,10,0,0,4,0.188
744,17,18,"nay",1,2,2,2,"tepic","tepic",4,11,17.08,736,18,17,7,10,10,10,10,0,0,4,0.188
745,17,18,"nay",1,2,2,2,"tepic","tepic",3,11,17.08,737,18,17,7,10,10,10,10,0,0,4,0.188
746,17,18,"nay",1,2,2,2,"tepic","tepic",3,11,17.08,738,18,17,7,10,10,10,10,0,0,4,0.188
747,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,739,18,17,6,7,7,7,7,0,0,1,0.625
748,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,740,18,17,6,7,7,7,7,0,0,1,0.625
749,17,18,"nay",1,2,2,2,"tepic","tepic",3,12,17.07,741,18,17,5,7,7,7,7,0,0,1,0.625
750,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.04,742,18,17,6,7,7,7,7,0,0,1,0.625
751,17,18,"nay",1,2,2,2,"tepic","tepic",3,11,17.07,743,18,17,7,10,10,10,10,0,0,4,0.188
752,17,18,"nay",1,2,2,2,"tepic","tepic",3,11,17.08,744,18,17,7,10,10,10,10,0,0,4,0.188
753,17,18,"nay",1,2,2,2,"xalisco","tepic",3,14,17.08,745,18,17,7,6,6,10,6,0,0,4,0.293
754,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.08,746,18,17,7,11,11,6,11,0,0,4,0.323
755,17,18,"nay",1,2,2,2,"tepic","tepic",3,11,17.08,747,18,17,7,10,10,10,10,0,0,4,0.188
756,17,18,"nay",1,2,2,2,"tepic","tepic",3,11,17.07,748,18,17,7,10,10,10,10,0,0,4,0.188
757,17,18,"nay",1,2,2,2,"tepic","tepic",3,11,17.07,749,18,17,7,10,10,10,10,0,0,4,0.188
759,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,750,18,17,5,5,5,5,5,1,1,3,0.416
760,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,751,18,17,5,5,5,5,5,1,1,3,0.416
761,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,752,18,17,5,5,5,5,5,1,1,3,0.416
762,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,753,18,17,5,5,5,7,5,0,1,3,0.416
763,17,18,"nay",1,2,2,2,"xalisco","tepic",3,14,17.07,754,18,17,7,6,6,10,6,0,0,4,0.293
764,17,18,"nay",1,2,2,2,"xalisco","tepic",3,14,17.07,755,18,17,7,6,6,10,6,0,0,4,0.293
765,17,18,"nay",1,2,2,2,"tepic","tepic",3,11,17.08,756,18,17,7,10,10,10,10,0,0,4,0.188
766,17,18,"nay",1,2,2,2,"xalisco","tepic",3,14,17.07,757,18,17,5,6,6,5,6,1,0,4,0.293
767,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,758,18,17,5,5,5,5,5,1,1,3,0.416
768,17,18,"nay",1,2,2,2,"tepic","tepic",2,6,17.11,759,18,17,10,11,11,11,11,0,0,4,0.323
769,17,18,"nay",1,2,2,2,"tepic","tepic",2,6,17.11,760,18,17,10,11,11,11,11,0,0,4,0.323
770,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.11,761,18,17,8,11,11,11,11,0,0,4,0.323
771,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.11,762,18,17,8,11,11,11,11,0,0,4,0.323
772,17,18,"nay",1,2,2,2,"tepic","tepic",2,6,17.11,763,18,17,10,11,11,11,11,0,0,4,0.323
773,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.11,764,18,17,8,11,11,11,11,0,0,4,0.323
774,17,18,"nay",1,2,2,2,"tepic","tepic",2,6,17.11,765,18,17,10,11,11,11,11,0,0,4,0.323
775,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.11,766,18,17,8,11,11,11,11,0,0,4,0.323
776,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.11,767,18,17,8,11,11,11,11,0,0,4,0.323
777,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.11,768,18,17,8,11,11,11,11,0,0,4,0.323
778,17,18,"nay",1,2,2,2,"tepic","tepic",2,6,17.11,769,18,17,8,11,11,11,11,0,0,4,0.323
779,17,18,"nay",1,2,2,2,"tepic","tepic",2,6,17.1,770,18,17,10,11,11,11,11,0,0,4,0.323
780,17,18,"nay",1,2,2,2,"tepic","tepic",2,6,17.1,771,18,17,10,11,11,11,11,0,0,4,0.323
781,17,18,"nay",1,2,2,2,"tepic","tepic",2,6,17.1,772,18,17,10,11,11,11,11,0,0,4,0.323
782,17,18,"nay",1,2,2,2,"tepic","tepic",2,6,17.1,773,18,17,10,11,11,11,11,0,0,4,0.323
783,17,18,"nay",1,2,2,2,"tepic","tepic",2,6,17.1,774,18,17,10,11,11,11,11,0,0,4,0.323
784,17,18,"nay",1,2,2,2,"tepic","tepic",2,7,17.1,775,18,17,10,5,5,11,5,0,0,3,0.416
785,17,18,"nay",1,2,2,2,"tepic","tepic",2,7,17.1,776,18,17,10,5,5,11,5,0,0,3,0.416
786,17,18,"nay",1,2,2,2,"tepic","tepic",2,7,17.1,777,18,17,10,5,5,11,5,0,0,3,0.416
787,17,18,"nay",1,2,2,2,"tepic","tepic",2,6,17.11,778,18,17,8,11,11,11,11,0,0,4,0.323
788,17,18,"nay",1,2,2,2,"tepic","tepic",2,6,17.11,779,18,17,8,11,11,11,11,0,0,4,0.323
789,17,18,"nay",1,2,2,2,"tepic","tepic",2,6,17.11,780,18,17,8,11,11,11,11,0,0,4,0.323
790,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.11,781,18,17,8,11,11,11,11,0,0,4,0.323
791,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.11,782,18,17,8,11,11,11,11,0,0,4,0.323
792,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.11,783,18,17,8,11,11,11,11,0,0,4,0.323
793,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.11,784,18,17,8,11,11,11,11,0,0,4,0.323
794,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.11,785,18,17,8,11,11,11,11,0,0,4,0.323
795,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.11,786,18,17,8,11,11,11,11,0,0,4,0.323
796,17,18,"nay",1,2,2,2,"tepic","tepic",2,7,17.1,787,18,17,10,5,5,11,5,0,0,3,0.416
797,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.1,788,18,17,10,5,5,11,5,0,0,3,0.416
798,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.1,789,18,17,10,8,8,11,8,0,0,2,0.68
799,17,18,"nay",1,2,2,2,"tepic","tepic",2,7,17.1,790,18,17,10,5,5,5,5,0,0,3,0.416
800,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.11,791,18,17,8,11,11,11,11,0,0,4,0.323
801,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.11,792,18,17,8,11,11,11,11,0,0,4,0.323
802,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.11,793,18,17,8,11,11,11,11,0,0,4,0.323
803,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.11,794,18,17,8,11,11,11,11,0,0,4,0.323
804,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.1,795,18,17,5,5,5,5,5,1,1,3,0.416
805,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.1,796,18,17,5,5,5,5,5,1,1,3,0.416
806,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.11,797,18,17,7,11,11,6,11,0,0,4,0.323
807,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.1,798,18,17,5,5,5,5,5,1,1,3,0.416
808,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.1,799,18,17,5,5,5,5,5,1,1,3,0.416
809,17,18,"nay",1,2,2,2,"tepic","tepic",3,11,17.07,800,18,17,7,10,10,10,10,0,0,4,0.188
810,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.01,801,18,18,3,15,15,15,15,0,0,15,0.466
811,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.01,802,18,18,3,15,15,15,15,0,0,15,0.466
812,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.01,803,18,18,3,15,15,15,15,0,0,15,0.466
813,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.02,804,18,18,3,15,15,15,15,0,0,15,0.466
814,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.02,805,18,18,3,15,15,15,15,0,0,15,0.466
815,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.01,806,18,18,3,15,15,15,15,0,0,15,0.466
816,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.01,807,18,18,3,15,15,15,15,0,0,15,0.466
817,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.03,808,18,18,3,15,15,15,15,0,0,15,0.466
818,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.03,809,18,18,3,15,15,15,15,0,0,15,0.466
819,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.03,810,18,18,3,15,15,15,15,0,0,15,0.466
820,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.04,811,18,18,3,15,15,15,15,0,0,15,0.466
821,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.04,812,18,18,3,15,15,15,15,0,0,15,0.466
822,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.05,813,18,18,3,15,15,15,15,0,0,15,0.466
823,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.05,814,18,18,3,15,15,15,15,0,0,15,0.466
824,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.05,815,18,18,3,15,15,15,15,0,0,15,0.466
825,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.05,816,18,18,3,15,15,15,15,0,0,15,0.466
826,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.04,817,18,18,3,15,15,15,15,0,0,15,0.466
827,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.04,818,18,18,3,15,15,15,15,0,0,15,0.466
828,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.03,819,18,18,3,15,15,15,15,0,0,15,0.466
829,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.03,820,18,18,3,15,15,15,15,0,0,15,0.466
830,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.02,821,18,18,3,15,15,15,15,0,0,15,0.466
831,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.02,822,18,18,3,15,15,15,15,0,0,15,0.466
832,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.03,823,18,18,3,15,15,15,15,0,0,15,0.466
833,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.03,824,18,18,3,15,15,15,15,0,0,15,0.466
834,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.04,825,18,18,3,15,15,15,15,0,0,15,0.466
835,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.04,826,18,18,3,15,15,15,15,0,0,15,0.466
836,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.06,827,18,18,3,15,15,15,15,0,0,15,0.466
837,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.06,828,18,18,3,15,15,15,15,0,0,15,0.466
838,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.06,829,18,18,3,15,15,15,15,0,0,15,0.466
839,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.07,830,18,18,3,15,15,15,15,0,0,15,0.466
840,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.07,831,18,18,3,15,15,15,15,0,0,15,0.466
841,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.07,832,18,18,3,15,15,15,15,0,0,15,0.466
842,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.07,833,18,18,3,15,15,15,15,0,0,15,0.466
843,18,18,"nay",1,1,1,1,"tuxpan","tuxpan",15,4,18.07,834,18,18,3,15,15,15,15,0,0,15,0.466
844,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.01,835,18,19,16,6,6,6,6,0,0,4,0.293
845,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.03,836,18,19,16,6,6,6,6,0,0,4,0.293
846,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.03,837,18,19,16,6,6,6,6,0,0,4,0.293
847,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.02,838,18,19,16,6,6,6,6,0,0,4,0.293
848,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.04,839,18,19,16,6,6,6,6,0,0,4,0.293
849,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.04,840,18,19,16,6,6,6,6,0,0,4,0.293
850,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.04,841,18,19,16,6,6,6,6,0,0,4,0.293
851,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.05,842,18,19,16,6,6,6,6,0,0,4,0.293
852,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.05,843,18,19,16,6,6,6,6,0,0,4,0.293
853,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.05,844,18,19,16,6,6,6,6,0,0,4,0.293
854,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.05,845,18,19,16,6,6,6,6,0,0,4,0.293
