"seccion","munn.x","edon.x","edo","disfed1994","disfed1997","disfed2006","disfed2018","disloc2018","disloc2012","X","edon.y","munn.y","escenario1","escenario2","escenario3","pan_clv1","pan_clv2","esc1_panCLV1","esc2_panCLV2","E1","dsiE1_E3"
285,4,27,"tab",1,4,4,4,12,4,284,27,4,5,12,12,12,12,0,1,5,0.343
286,4,27,"tab",1,4,4,4,12,4,285,27,4,5,12,12,12,12,0,1,5,0.343
287,4,27,"tab",1,4,4,4,12,4,286,27,4,5,12,12,12,12,0,1,5,0.343
288,4,27,"tab",1,4,4,4,12,4,287,27,4,5,12,12,12,12,0,1,5,0.343
289,4,27,"tab",1,4,4,4,12,4,288,27,4,7,12,12,12,12,0,1,5,0.343
290,4,27,"tab",1,4,4,4,12,20,289,27,4,5,12,12,12,12,0,1,5,0.343
291,4,27,"tab",1,4,4,4,12,4,290,27,4,5,12,12,12,12,0,1,5,0.343
292,4,27,"tab",1,4,4,4,12,5,291,27,4,5,12,12,12,12,0,1,5,0.343
293,4,27,"tab",1,4,4,4,12,4,292,27,4,5,12,12,12,12,0,1,5,0.343
294,4,27,"tab",1,4,4,4,12,4,293,27,4,5,12,12,12,12,0,1,5,0.343
295,4,27,"tab",1,4,4,4,12,4,294,27,4,5,12,12,12,12,0,1,5,0.343
296,4,27,"tab",1,4,4,4,12,4,295,27,4,5,12,12,12,12,0,1,5,0.343
297,4,27,"tab",1,4,4,4,12,4,296,27,4,5,12,12,12,12,0,1,5,0.343
298,4,27,"tab",1,4,4,4,12,4,297,27,4,5,12,12,12,12,0,1,5,0.343
299,4,27,"tab",1,4,4,4,12,4,298,27,4,5,12,12,12,12,0,1,5,0.343
300,4,27,"tab",1,6,4,4,12,4,299,27,4,5,12,12,12,12,0,1,5,0.343
301,4,27,"tab",1,6,4,4,10,4,300,27,4,5,10,10,10,10,0,1,2,0.833
302,4,27,"tab",1,6,4,4,10,21,301,27,4,2,10,10,10,10,0,1,2,0.833
303,4,27,"tab",1,6,4,4,10,21,302,27,4,2,10,10,10,10,0,1,2,0.833
304,4,27,"tab",1,6,4,4,10,21,303,27,4,2,10,10,10,10,0,1,2,0.833
305,4,27,"tab",1,6,4,4,10,4,304,27,4,5,10,10,10,10,0,1,2,0.833
306,4,27,"tab",1,6,4,4,12,4,305,27,4,5,12,12,12,12,0,1,5,0.343
307,4,27,"tab",1,4,4,4,12,4,306,27,4,5,12,12,12,12,0,1,5,0.343
308,4,27,"tab",1,6,4,4,12,4,307,27,4,5,12,12,12,12,0,1,5,0.343
309,4,27,"tab",1,4,4,4,12,5,308,27,4,5,12,12,12,12,0,1,5,0.343
310,4,27,"tab",1,4,4,4,12,4,309,27,4,5,12,12,12,12,0,1,5,0.343
311,4,27,"tab",1,6,4,4,12,4,310,27,4,5,12,12,12,12,0,1,5,0.343
312,4,27,"tab",1,6,4,4,10,4,311,27,4,5,10,10,10,10,0,1,2,0.833
313,4,27,"tab",1,6,4,4,10,4,312,27,4,5,10,10,10,10,0,1,2,0.833
314,4,27,"tab",1,6,6,4,10,21,313,27,4,2,10,10,10,10,0,1,2,0.833
315,4,27,"tab",1,6,4,4,10,21,314,27,4,2,10,10,10,10,0,1,2,0.833
316,4,27,"tab",1,6,4,4,10,4,315,27,4,2,10,10,10,10,0,1,2,0.833
317,4,27,"tab",1,6,4,4,15,4,316,27,4,5,15,15,15,15,0,1,5,0.434
318,4,27,"tab",1,6,4,4,15,4,317,27,4,5,15,15,15,15,0,1,5,0.434
319,4,27,"tab",1,4,4,4,12,5,318,27,4,5,12,12,12,12,0,1,5,0.343
320,4,27,"tab",1,6,4,4,12,5,319,27,4,5,12,12,12,12,0,1,5,0.343
321,4,27,"tab",1,4,4,4,12,5,320,27,4,5,12,12,12,12,0,1,5,0.343
322,4,27,"tab",1,4,4,4,12,5,321,27,4,5,12,12,12,12,0,1,5,0.343
323,4,27,"tab",1,4,4,4,12,5,322,27,4,5,12,12,12,12,0,1,5,0.343
324,4,27,"tab",1,6,4,4,15,4,323,27,4,5,15,15,15,15,0,1,5,0.434
325,4,27,"tab",1,6,4,4,15,4,324,27,4,5,15,15,15,15,0,1,5,0.434
326,4,27,"tab",1,6,4,4,10,4,325,27,4,5,10,10,10,10,0,1,2,0.833
327,4,27,"tab",1,6,4,4,10,4,326,27,4,2,10,10,10,10,0,1,2,0.833
328,4,27,"tab",1,6,4,4,10,4,327,27,4,2,10,10,10,10,0,1,2,0.833
329,4,27,"tab",1,6,4,4,15,4,328,27,4,5,15,15,15,15,0,1,5,0.434
330,4,27,"tab",1,6,4,4,15,4,329,27,4,5,15,15,15,15,0,1,5,0.434
331,4,27,"tab",1,6,4,4,15,4,330,27,4,5,15,15,15,15,0,1,5,0.434
332,4,27,"tab",1,6,4,4,15,5,331,27,4,5,15,15,15,15,0,1,5,0.434
333,4,27,"tab",1,4,4,4,12,5,332,27,4,5,12,12,12,12,0,1,5,0.343
334,4,27,"tab",1,6,4,4,12,5,333,27,4,5,12,12,12,12,0,1,5,0.343
335,4,27,"tab",1,6,4,4,15,5,334,27,4,5,15,15,15,15,0,1,5,0.434
336,4,27,"tab",1,6,4,4,15,4,335,27,4,5,15,15,15,15,0,1,5,0.434
337,4,27,"tab",1,6,4,4,15,5,336,27,4,5,15,15,15,15,0,1,5,0.434
338,4,27,"tab",1,6,4,4,15,4,337,27,4,5,15,15,15,15,0,1,5,0.434
339,4,27,"tab",1,6,4,4,15,4,338,27,4,5,15,15,15,15,0,1,5,0.434
340,4,27,"tab",1,6,4,4,15,4,339,27,4,5,15,15,15,15,0,1,5,0.434
341,4,27,"tab",1,6,6,4,15,4,340,27,4,5,15,15,15,15,0,1,5,0.434
342,4,27,"tab",1,6,6,4,10,4,341,27,4,2,10,10,10,10,0,1,2,0.833
343,4,27,"tab",1,6,6,4,10,4,342,27,4,2,10,10,10,10,0,1,2,0.833
344,4,27,"tab",1,6,6,4,10,21,343,27,4,2,10,10,10,10,0,1,2,0.833
345,4,27,"tab",1,6,6,4,10,21,344,27,4,2,10,10,10,10,0,1,2,0.833
346,4,27,"tab",1,6,6,4,10,21,345,27,4,2,10,10,10,10,0,1,2,0.833
347,4,27,"tab",1,6,6,4,10,21,346,27,4,2,10,10,10,10,0,1,2,0.833
348,4,27,"tab",1,6,6,4,10,4,347,27,4,2,10,10,10,10,0,1,2,0.833
349,4,27,"tab",1,6,6,4,10,4,348,27,4,2,10,10,10,10,0,1,2,0.833
350,4,27,"tab",1,6,6,4,15,5,349,27,4,5,15,15,15,15,0,1,5,0.434
351,4,27,"tab",1,6,6,4,15,5,350,27,4,5,15,15,15,15,0,1,5,0.434
352,4,27,"tab",1,6,6,4,15,5,351,27,4,5,15,15,15,15,0,1,5,0.434
353,4,27,"tab",1,6,4,4,15,4,352,27,4,5,15,15,15,15,0,1,5,0.434
354,4,27,"tab",1,6,4,4,15,5,353,27,4,5,15,15,15,15,0,1,5,0.434
355,4,27,"tab",1,6,4,4,15,5,354,27,4,5,15,15,15,15,0,1,5,0.434
356,4,27,"tab",1,6,4,4,15,5,355,27,4,5,15,15,15,15,0,1,5,0.434
357,4,27,"tab",1,6,4,4,12,5,356,27,4,5,12,12,12,12,0,1,5,0.343
358,4,27,"tab",1,6,4,4,12,5,357,27,4,5,12,12,12,12,0,1,5,0.343
359,4,27,"tab",1,4,4,4,15,5,358,27,4,5,15,15,15,15,0,1,5,0.434
360,4,27,"tab",1,4,4,4,15,5,359,27,4,5,15,15,15,15,0,1,5,0.434
361,4,27,"tab",1,4,4,4,12,5,360,27,4,5,12,12,12,12,0,1,5,0.343
362,4,27,"tab",1,6,4,4,12,5,361,27,4,5,12,12,12,12,0,1,5,0.343
363,4,27,"tab",1,6,4,4,15,5,362,27,4,5,15,15,15,15,0,1,5,0.434
364,4,27,"tab",1,6,4,4,15,5,363,27,4,5,15,15,15,15,0,1,5,0.434
365,4,27,"tab",1,6,6,4,15,4,364,27,4,5,15,15,15,15,0,1,5,0.434
366,4,27,"tab",1,6,6,4,10,4,365,27,4,2,10,10,10,10,0,1,2,0.833
367,4,27,"tab",1,6,6,4,10,4,366,27,4,2,10,10,10,10,0,1,2,0.833
368,4,27,"tab",1,6,6,4,10,4,367,27,4,2,10,10,10,10,0,1,2,0.833
369,4,27,"tab",1,6,6,4,10,21,368,27,4,2,10,10,10,10,0,1,2,0.833
370,4,27,"tab",1,6,6,4,10,21,369,27,4,2,10,10,10,10,0,1,2,0.833
371,4,27,"tab",1,6,6,4,10,21,370,27,4,2,10,10,10,10,0,1,2,0.833
372,4,27,"tab",1,6,6,6,10,21,371,27,4,2,10,10,10,10,0,1,2,0.833
373,4,27,"tab",1,6,6,4,10,21,372,27,4,2,10,10,10,10,0,1,2,0.833
374,4,27,"tab",1,6,6,4,10,21,373,27,4,2,10,10,10,10,0,1,2,0.833
375,4,27,"tab",1,6,6,4,10,4,374,27,4,2,10,10,10,10,0,1,2,0.833
376,4,27,"tab",1,6,6,4,10,4,375,27,4,2,10,10,10,10,0,1,2,0.833
377,4,27,"tab",1,6,6,4,15,5,376,27,4,5,15,15,15,15,0,1,5,0.434
378,4,27,"tab",1,6,6,4,15,5,377,27,4,5,15,15,15,15,0,1,5,0.434
379,4,27,"tab",1,6,4,4,15,5,378,27,4,5,15,15,15,15,0,1,5,0.434
380,4,27,"tab",1,6,4,4,15,5,379,27,4,5,15,15,15,15,0,1,5,0.434
381,4,27,"tab",1,6,4,4,15,5,380,27,4,5,15,15,15,15,0,1,5,0.434
382,4,27,"tab",1,4,4,4,15,5,381,27,4,5,15,15,15,15,0,1,5,0.434
383,4,27,"tab",1,4,4,4,15,5,382,27,4,5,15,15,15,15,0,1,5,0.434
384,4,27,"tab",1,4,4,4,15,5,383,27,4,5,15,15,15,15,0,1,5,0.434
385,4,27,"tab",1,6,4,4,15,5,384,27,4,5,15,15,15,15,0,1,5,0.434
386,4,27,"tab",1,6,4,4,15,5,385,27,4,5,15,15,15,15,0,1,5,0.434
387,4,27,"tab",1,6,4,4,15,5,386,27,4,5,15,15,15,15,0,1,5,0.434
388,4,27,"tab",1,6,6,4,15,5,387,27,4,5,15,15,15,15,0,1,5,0.434
389,4,27,"tab",1,6,6,4,15,5,388,27,4,5,15,15,15,15,0,1,5,0.434
390,4,27,"tab",1,6,6,6,15,5,389,27,4,4,15,15,15,15,0,1,5,0.434
391,4,27,"tab",1,6,6,6,15,5,390,27,4,4,15,15,15,15,0,1,5,0.434
392,4,27,"tab",1,6,6,6,10,4,391,27,4,2,10,10,10,10,0,1,2,0.833
393,4,27,"tab",1,6,6,6,10,4,392,27,4,2,10,10,10,10,0,1,2,0.833
394,4,27,"tab",1,6,6,4,10,4,393,27,4,2,10,10,10,10,0,1,2,0.833
395,4,27,"tab",1,6,6,4,10,21,394,27,4,2,10,10,10,10,0,1,2,0.833
396,4,27,"tab",1,6,6,4,10,21,395,27,4,2,10,10,10,10,0,1,2,0.833
397,4,27,"tab",1,6,6,6,10,21,396,27,4,2,10,10,10,10,0,1,2,0.833
398,4,27,"tab",1,6,6,6,16,21,397,27,4,2,16,16,16,16,0,1,3,0.395
399,4,27,"tab",1,6,6,6,10,21,398,27,4,2,10,10,10,10,0,1,2,0.833
400,4,27,"tab",1,6,6,6,10,4,399,27,4,2,10,10,10,10,0,1,2,0.833
401,4,27,"tab",1,6,6,6,15,5,400,27,4,4,15,15,15,15,0,1,5,0.434
402,4,27,"tab",1,6,6,4,15,5,401,27,4,5,15,15,15,15,0,1,5,0.434
403,4,27,"tab",1,6,4,4,15,5,402,27,4,5,15,15,15,15,0,1,5,0.434
404,4,27,"tab",1,6,4,4,15,5,403,27,4,5,15,15,15,15,0,1,5,0.434
405,4,27,"tab",1,4,4,4,12,20,404,27,4,4,12,12,12,12,0,1,5,0.343
406,4,27,"tab",1,6,6,6,15,5,405,27,4,4,15,15,15,15,0,1,5,0.434
407,4,27,"tab",1,6,6,6,15,4,406,27,4,4,15,15,15,15,0,1,5,0.434
408,4,27,"tab",1,6,6,6,15,21,407,27,4,4,15,15,15,15,0,1,5,0.434
409,4,27,"tab",1,6,6,6,10,21,408,27,4,4,10,10,10,10,0,1,2,0.833
410,4,27,"tab",1,6,6,6,16,21,409,27,4,2,16,16,16,16,0,1,3,0.395
411,4,27,"tab",1,6,6,6,15,21,410,27,4,4,15,15,15,15,0,1,5,0.434
412,4,27,"tab",1,6,6,6,15,4,411,27,4,4,15,15,15,15,0,1,5,0.434
413,4,27,"tab",1,6,6,6,15,5,412,27,4,4,15,15,15,15,0,1,5,0.434
414,4,27,"tab",1,6,6,6,15,5,413,27,4,4,15,15,15,15,0,1,5,0.434
415,4,27,"tab",1,6,6,6,15,5,414,27,4,4,15,15,15,15,0,1,5,0.434
416,4,27,"tab",1,6,6,6,15,5,415,27,4,4,15,15,15,15,0,1,5,0.434
417,4,27,"tab",1,6,6,6,15,5,416,27,4,4,15,15,15,15,0,1,5,0.434
418,4,27,"tab",1,6,6,6,15,5,417,27,4,4,15,15,15,15,0,1,5,0.434
419,4,27,"tab",1,4,4,4,17,20,418,27,4,6,17,17,17,17,0,1,6,0.951
420,4,27,"tab",1,4,4,4,17,20,419,27,4,6,17,17,17,17,0,1,6,0.951
421,4,27,"tab",1,4,4,4,17,20,420,27,4,6,17,17,17,17,0,1,6,0.951
422,4,27,"tab",1,4,4,4,17,20,421,27,4,6,17,17,17,17,0,1,6,0.951
423,4,27,"tab",1,4,4,4,17,20,422,27,4,6,17,17,17,17,0,1,6,0.951
424,4,27,"tab",1,4,4,4,17,20,423,27,4,6,17,17,17,17,0,1,6,0.951
425,4,27,"tab",1,4,4,4,17,20,424,27,4,6,17,17,17,17,0,1,6,0.951
426,4,27,"tab",1,4,4,4,17,20,425,27,4,6,17,17,17,17,0,1,6,0.951
427,4,27,"tab",1,4,4,4,17,20,426,27,4,6,17,17,17,17,0,1,6,0.951
428,4,27,"tab",1,4,4,4,17,20,427,27,4,6,17,17,17,17,0,1,6,0.951
429,4,27,"tab",1,4,4,4,17,20,428,27,4,6,17,17,17,17,0,1,6,0.951
430,4,27,"tab",1,4,4,4,17,20,429,27,4,6,17,17,17,17,0,1,6,0.951
431,4,27,"tab",1,4,4,4,17,20,430,27,4,6,17,17,17,17,0,1,6,0.951
432,4,27,"tab",1,4,4,4,17,20,431,27,4,6,17,17,17,17,0,1,6,0.951
433,4,27,"tab",1,4,4,4,17,20,432,27,4,6,17,17,17,17,0,1,6,0.951
434,4,27,"tab",1,4,4,4,17,20,433,27,4,6,17,17,17,17,0,1,6,0.951
435,4,27,"tab",1,4,4,4,17,20,434,27,4,6,17,17,17,17,0,1,6,0.951
436,4,27,"tab",1,4,4,4,17,20,435,27,4,6,17,17,17,17,0,1,6,0.951
437,4,27,"tab",1,4,4,4,17,20,436,27,4,6,17,17,17,17,0,1,6,0.951
438,4,27,"tab",1,4,4,4,17,20,437,27,4,6,17,17,17,17,0,1,6,0.951
439,4,27,"tab",1,4,4,4,17,20,438,27,4,6,17,17,17,17,0,1,6,0.951
440,4,27,"tab",1,4,4,4,17,20,439,27,4,6,17,17,17,17,0,1,6,0.951
441,4,27,"tab",1,4,4,4,17,20,440,27,4,6,17,17,17,17,0,1,6,0.951
442,4,27,"tab",1,4,4,4,17,20,441,27,4,6,17,17,17,17,0,1,6,0.951
443,4,27,"tab",1,4,4,4,17,20,442,27,4,6,17,17,17,17,0,1,6,0.951
444,4,27,"tab",1,4,4,4,17,20,443,27,4,6,17,17,17,17,0,1,6,0.951
445,4,27,"tab",1,4,4,4,17,20,444,27,4,6,17,17,17,17,0,1,6,0.951
446,4,27,"tab",1,4,4,4,17,20,445,27,4,6,17,17,17,17,0,1,6,0.951
447,4,27,"tab",1,4,4,4,17,20,446,27,4,6,17,17,17,17,0,1,6,0.951
448,4,27,"tab",1,4,4,4,17,20,447,27,4,6,17,17,17,17,0,1,6,0.951
450,4,27,"tab",1,4,4,4,17,20,448,27,4,6,17,17,17,17,0,1,6,0.951
451,4,27,"tab",1,4,4,4,17,20,449,27,4,6,17,17,17,17,0,1,6,0.951
452,4,27,"tab",1,6,6,6,10,21,450,27,4,2,10,10,10,10,0,1,2,0.833
453,4,27,"tab",1,6,6,6,10,21,451,27,4,2,10,10,10,10,0,1,2,0.833
454,4,27,"tab",1,4,4,4,17,20,452,27,4,6,17,17,17,17,0,1,6,0.951
455,4,27,"tab",1,4,4,4,17,20,453,27,4,6,17,17,17,17,0,1,6,0.951
456,4,27,"tab",1,4,4,4,17,20,454,27,4,6,17,17,17,17,0,1,6,0.951
457,4,27,"tab",1,4,4,4,17,20,455,27,4,6,17,17,17,17,0,1,6,0.951
458,4,27,"tab",1,6,6,6,10,21,456,27,4,2,10,10,10,10,0,1,2,0.833
459,4,27,"tab",1,6,6,6,16,21,457,27,4,3,16,16,16,16,0,1,3,0.395
460,4,27,"tab",1,6,6,6,16,21,458,27,4,3,16,16,16,16,0,1,3,0.395
461,4,27,"tab",1,6,6,6,16,21,459,27,4,3,16,16,16,16,0,1,3,0.395
462,4,27,"tab",1,6,6,6,16,21,460,27,4,3,16,16,16,16,0,1,3,0.395
463,4,27,"tab",1,6,6,6,16,21,461,27,4,3,16,16,16,16,0,1,3,0.395
464,4,27,"tab",1,6,6,6,10,21,462,27,4,2,10,10,10,10,0,1,2,0.833
465,4,27,"tab",1,6,6,6,10,21,463,27,4,2,10,10,10,10,0,1,2,0.833
466,4,27,"tab",1,4,4,4,17,20,464,27,4,6,17,17,17,17,0,1,6,0.951
467,4,27,"tab",1,6,6,6,16,21,465,27,4,3,16,16,16,16,0,1,3,0.395
468,4,27,"tab",1,6,6,6,16,21,466,27,4,3,16,16,16,16,0,1,3,0.395
469,4,27,"tab",1,6,6,6,16,21,467,27,4,3,16,16,16,16,0,1,3,0.395
470,4,27,"tab",1,6,6,6,15,21,468,27,4,4,15,15,15,15,0,1,5,0.434
471,4,27,"tab",1,4,4,4,12,5,469,27,4,4,12,12,12,12,0,1,5,0.343
472,4,27,"tab",1,4,4,4,17,20,470,27,4,6,17,17,17,17,0,1,6,0.951
473,4,27,"tab",1,4,4,4,12,20,471,27,4,6,12,12,12,12,0,1,5,0.343
474,4,27,"tab",1,4,4,4,12,20,472,27,4,4,12,12,12,12,0,1,5,0.343
475,4,27,"tab",1,6,6,6,16,21,473,27,4,3,16,16,16,16,0,1,3,0.395
476,4,27,"tab",1,6,6,6,16,21,474,27,4,3,16,16,16,16,0,1,3,0.395
477,4,27,"tab",1,6,6,6,16,21,475,27,4,3,16,16,16,16,0,1,3,0.395
478,4,27,"tab",1,4,4,4,17,20,476,27,4,6,17,17,17,17,0,1,6,0.951
479,4,27,"tab",1,6,6,6,13,21,477,27,4,4,13,13,13,13,0,1,20,0.382
480,4,27,"tab",1,6,6,6,16,21,478,27,4,3,16,16,16,16,0,1,3,0.395
481,4,27,"tab",1,6,6,6,16,21,479,27,4,3,16,16,16,16,0,1,3,0.395
482,4,27,"tab",1,6,6,6,16,21,480,27,4,3,16,16,16,16,0,1,3,0.395
483,4,27,"tab",1,6,6,6,12,5,481,27,4,4,12,12,12,12,0,1,5,0.343
484,4,27,"tab",1,6,6,6,12,20,482,27,4,4,12,12,12,12,0,1,5,0.343
485,4,27,"tab",1,6,6,6,12,5,483,27,4,4,12,12,12,12,0,1,5,0.343
486,4,27,"tab",1,6,6,6,12,5,484,27,4,4,12,12,12,12,0,1,5,0.343
487,4,27,"tab",1,6,6,6,12,5,485,27,4,4,12,12,12,12,0,1,5,0.343
488,4,27,"tab",1,6,6,6,12,5,486,27,4,4,12,12,12,12,0,1,5,0.343
489,4,27,"tab",1,4,4,6,12,20,487,27,4,6,12,12,12,12,0,1,5,0.343
490,4,27,"tab",1,6,6,6,16,21,488,27,4,3,16,16,16,16,0,1,3,0.395
491,4,27,"tab",1,6,6,6,16,21,489,27,4,3,16,16,16,16,0,1,3,0.395
492,4,27,"tab",1,6,6,6,13,21,490,27,4,3,13,13,13,13,0,1,20,0.382
493,4,27,"tab",1,4,4,6,12,20,491,27,4,4,12,12,12,12,0,1,5,0.343
494,4,27,"tab",1,6,6,6,16,21,492,27,4,3,16,16,16,16,0,1,3,0.395
495,4,27,"tab",1,6,6,6,13,21,493,27,4,3,13,13,13,13,0,1,20,0.382
496,4,27,"tab",1,6,6,6,13,5,494,27,4,3,13,13,13,13,0,1,20,0.382
497,4,27,"tab",1,6,6,6,13,5,495,27,4,3,13,13,13,13,0,1,20,0.382
498,4,27,"tab",1,6,6,6,13,5,496,27,4,3,13,13,13,13,0,1,20,0.382
499,4,27,"tab",1,6,6,6,12,20,497,27,4,4,12,12,12,12,0,1,5,0.343
500,4,27,"tab",1,6,6,6,12,5,498,27,4,4,12,12,12,12,0,1,5,0.343
501,4,27,"tab",1,6,6,6,13,5,499,27,4,3,13,13,13,13,0,1,20,0.382
502,4,27,"tab",1,6,6,6,13,5,500,27,4,3,13,13,13,13,0,1,20,0.382
503,4,27,"tab",1,6,6,6,13,5,501,27,4,3,13,13,13,13,0,1,20,0.382
504,4,27,"tab",1,6,6,6,12,5,502,27,4,4,12,12,12,12,0,1,5,0.343
505,4,27,"tab",1,6,6,6,13,5,503,27,4,4,13,13,13,13,0,1,20,0.382
506,4,27,"tab",1,6,6,6,13,5,504,27,4,3,13,13,13,13,0,1,20,0.382
507,4,27,"tab",1,6,6,6,13,5,505,27,4,3,13,13,13,13,0,1,20,0.382
508,4,27,"tab",1,6,6,6,13,5,506,27,4,3,13,13,13,13,0,1,20,0.382
509,4,27,"tab",1,6,6,6,13,5,507,27,4,3,13,13,13,13,0,1,20,0.382
510,4,27,"tab",1,6,6,6,13,5,508,27,4,3,13,13,13,13,0,1,20,0.382
511,4,27,"tab",1,6,4,4,10,4,509,27,4,5,10,10,10,10,0,1,2,0.833
512,5,27,"tab",4,3,3,3,18,6,510,27,5,12,18,18,18,18,0,1,13,0.369
513,5,27,"tab",4,3,3,3,18,6,511,27,5,12,18,18,18,18,0,1,13,0.369
514,5,27,"tab",4,3,3,3,18,6,512,27,5,12,18,18,18,18,0,1,13,0.369
515,5,27,"tab",4,3,3,3,18,6,513,27,5,12,18,18,18,18,0,1,13,0.369
516,5,27,"tab",4,3,3,3,18,6,514,27,5,12,18,18,18,18,0,1,13,0.369
517,5,27,"tab",4,3,3,3,18,6,515,27,5,12,18,18,18,18,0,1,13,0.369
518,5,27,"tab",4,3,3,3,18,6,516,27,5,12,18,18,18,18,0,1,13,0.369
519,5,27,"tab",4,3,3,3,18,6,517,27,5,12,18,18,18,18,0,1,13,0.369
520,5,27,"tab",4,3,3,3,18,6,518,27,5,12,18,18,18,18,0,1,13,0.369
521,5,27,"tab",4,3,3,3,18,6,519,27,5,12,18,18,18,18,0,1,13,0.369
522,5,27,"tab",4,3,3,3,18,6,520,27,5,12,18,18,18,18,0,1,13,0.369
523,5,27,"tab",4,3,3,3,18,6,521,27,5,12,18,18,18,18,0,1,13,0.369
524,5,27,"tab",4,3,3,3,18,6,522,27,5,12,18,18,18,18,0,1,13,0.369
525,5,27,"tab",4,3,3,3,19,6,523,27,5,12,19,19,19,19,0,1,15,0.552
526,5,27,"tab",4,3,3,3,19,6,524,27,5,12,19,19,19,19,0,1,15,0.552
527,5,27,"tab",4,3,3,3,18,6,525,27,5,12,18,18,18,18,0,1,13,0.369
528,5,27,"tab",4,3,3,3,18,6,526,27,5,12,18,18,18,18,0,1,13,0.369
529,5,27,"tab",4,3,3,3,18,6,527,27,5,12,18,18,18,18,0,1,13,0.369
530,5,27,"tab",4,3,3,3,19,6,528,27,5,12,19,19,19,19,0,1,15,0.552
531,5,27,"tab",4,3,3,3,19,6,529,27,5,12,19,19,19,19,0,1,15,0.552
532,5,27,"tab",4,3,3,3,19,6,530,27,5,12,19,19,19,19,0,1,15,0.552
533,5,27,"tab",4,3,3,3,18,6,531,27,5,12,18,18,18,18,0,1,13,0.369
534,5,27,"tab",4,3,3,3,18,6,532,27,5,12,18,18,18,18,0,1,13,0.369
535,5,27,"tab",4,3,3,3,19,6,533,27,5,12,19,19,19,19,0,1,15,0.552
536,5,27,"tab",4,3,3,3,18,6,534,27,5,12,18,18,18,18,0,1,13,0.369
537,5,27,"tab",4,3,3,3,18,6,535,27,5,12,18,18,18,18,0,1,13,0.369
538,5,27,"tab",4,3,3,3,20,6,536,27,5,13,20,20,20,20,0,1,17,0.616
539,5,27,"tab",4,3,3,3,20,6,537,27,5,13,20,20,20,20,0,1,17,0.616
540,5,27,"tab",4,3,3,3,20,6,538,27,5,13,20,20,20,20,0,1,17,0.616
541,5,27,"tab",4,3,3,3,20,6,539,27,5,13,20,20,20,20,0,1,17,0.616
542,5,27,"tab",4,3,3,3,20,6,540,27,5,13,20,20,20,20,0,1,17,0.616
543,5,27,"tab",4,3,3,3,20,6,541,27,5,13,20,20,20,20,0,1,17,0.616
544,5,27,"tab",4,3,3,3,20,6,542,27,5,13,20,20,20,20,0,1,17,0.616
545,5,27,"tab",4,3,3,3,20,6,543,27,5,13,20,20,20,20,0,1,17,0.616
546,5,27,"tab",4,3,3,3,20,6,544,27,5,13,20,20,20,20,0,1,17,0.616
547,5,27,"tab",4,3,3,3,20,6,545,27,5,13,20,20,20,20,0,1,17,0.616
548,5,27,"tab",4,3,3,3,18,6,546,27,5,13,18,18,18,18,0,1,13,0.369
549,5,27,"tab",4,3,3,3,20,6,547,27,5,12,20,20,20,20,0,1,17,0.616
550,5,27,"tab",4,3,3,3,20,6,548,27,5,12,20,20,20,20,0,1,17,0.616
551,5,27,"tab",4,3,3,3,18,6,549,27,5,12,18,18,18,18,0,1,13,0.369
552,5,27,"tab",4,3,3,3,20,6,550,27,5,12,20,20,20,20,0,1,17,0.616
553,5,27,"tab",4,3,3,3,18,6,551,27,5,13,18,18,18,18,0,1,13,0.369
554,5,27,"tab",4,3,3,3,18,6,552,27,5,13,18,18,18,18,0,1,13,0.369
555,5,27,"tab",4,3,3,3,18,6,553,27,5,12,18,18,18,18,0,1,13,0.369
556,5,27,"tab",4,3,3,3,18,6,554,27,5,13,18,18,18,18,0,1,13,0.369
557,5,27,"tab",4,3,3,3,20,6,555,27,5,12,20,20,20,20,0,1,17,0.616
558,5,27,"tab",4,3,3,3,18,6,556,27,5,13,18,18,18,18,0,1,13,0.369
559,5,27,"tab",4,3,3,3,20,6,557,27,5,12,20,20,20,20,0,1,17,0.616
560,5,27,"tab",4,3,3,3,20,6,558,27,5,12,20,20,20,20,0,1,17,0.616
561,5,27,"tab",4,3,3,3,20,6,559,27,5,12,20,20,20,20,0,1,17,0.616
562,5,27,"tab",4,3,3,3,18,6,560,27,5,13,18,18,18,18,0,1,13,0.369
563,5,27,"tab",4,3,3,3,18,6,561,27,5,13,18,18,18,18,0,1,13,0.369
564,5,27,"tab",4,3,3,3,18,6,562,27,5,13,18,18,18,18,0,1,13,0.369
565,5,27,"tab",4,3,3,3,18,6,563,27,5,13,18,18,18,18,0,1,13,0.369
566,5,27,"tab",4,3,3,3,18,6,564,27,5,13,18,18,18,18,0,1,13,0.369
567,5,27,"tab",4,3,3,3,18,6,565,27,5,13,18,18,18,18,0,1,13,0.369
568,5,27,"tab",4,3,3,3,18,6,566,27,5,13,18,18,18,18,0,1,13,0.369
569,5,27,"tab",4,3,3,3,18,6,567,27,5,13,18,18,18,18,0,1,13,0.369
570,5,27,"tab",4,3,3,3,19,6,568,27,5,12,19,19,19,19,0,1,15,0.552
571,5,27,"tab",4,3,3,3,19,6,569,27,5,12,19,19,19,19,0,1,15,0.552
572,5,27,"tab",4,3,3,3,20,6,570,27,5,12,20,20,20,20,0,1,17,0.616
573,5,27,"tab",4,3,3,3,19,6,571,27,5,12,19,19,19,19,0,1,15,0.552
574,5,27,"tab",4,3,3,3,19,6,572,27,5,12,19,19,19,19,0,1,15,0.552
