"seccion","munn.x","edon.x","edo","disfed1994","disfed1997","disfed2006","disfed2018","disloc2018","disloc2012","X","edon.y","munn.y","escenario1","escenario2","escenario3","pan_clv1","pan_clv2","esc1_panCLV1","esc2_panCLV2","E1","dsiE1_E3"
575,5,27,"tab",4,3,3,3,19,6,573,27,5,12,19,19,19,19,0,1,15,0.552
576,5,27,"tab",4,3,3,3,18,6,574,27,5,13,18,18,18,18,0,1,13,0.369
577,5,27,"tab",4,3,3,3,18,6,575,27,5,12,18,18,18,18,0,1,13,0.369
578,5,27,"tab",4,3,3,3,18,6,576,27,5,13,18,18,18,18,0,1,13,0.369
579,5,27,"tab",4,3,3,3,18,6,577,27,5,13,18,18,18,18,0,1,13,0.369
580,5,27,"tab",4,3,3,3,18,6,578,27,5,12,18,18,18,18,0,1,13,0.369
581,5,27,"tab",4,3,3,3,18,6,579,27,5,12,18,18,18,18,0,1,13,0.369
582,5,27,"tab",4,3,3,3,18,6,580,27,5,12,18,18,18,18,0,1,13,0.369
583,5,27,"tab",4,3,3,3,18,6,581,27,5,13,18,18,18,18,0,1,13,0.369
584,5,27,"tab",4,3,3,3,18,6,582,27,5,13,18,18,18,18,0,1,13,0.369
585,5,27,"tab",4,3,3,3,18,6,583,27,5,13,18,18,18,18,0,1,13,0.369
586,5,27,"tab",4,3,3,3,18,6,584,27,5,13,18,18,18,18,0,1,13,0.369
587,5,27,"tab",4,3,3,3,18,6,585,27,5,13,18,18,18,18,0,1,13,0.369
588,5,27,"tab",4,3,3,3,18,6,586,27,5,13,18,18,18,18,0,1,13,0.369
589,5,27,"tab",4,3,3,3,19,6,587,27,5,12,19,19,19,19,0,1,15,0.552
590,5,27,"tab",4,3,3,3,18,6,588,27,5,12,18,18,18,18,0,1,13,0.369
591,5,27,"tab",4,3,3,3,18,6,589,27,5,13,18,18,18,18,0,1,13,0.369
592,5,27,"tab",4,3,3,3,19,6,590,27,5,12,19,19,19,19,0,1,15,0.552
593,5,27,"tab",4,3,3,3,18,6,591,27,5,13,18,18,18,18,0,1,13,0.369
594,5,27,"tab",4,3,3,3,19,6,592,27,5,12,19,19,19,19,0,1,15,0.552
595,5,27,"tab",4,3,3,3,18,6,593,27,5,13,18,18,18,18,0,1,13,0.369
596,5,27,"tab",4,3,3,3,18,6,594,27,5,13,18,18,18,18,0,1,13,0.369
597,5,27,"tab",4,3,3,3,18,6,595,27,5,13,18,18,18,18,0,1,13,0.369
598,5,27,"tab",4,3,3,3,18,6,596,27,5,12,18,18,18,18,0,1,13,0.369
599,5,27,"tab",4,3,3,3,18,6,597,27,5,13,18,18,18,18,0,1,13,0.369
600,5,27,"tab",4,3,3,3,18,6,598,27,5,12,18,18,18,18,0,1,13,0.369
601,5,27,"tab",4,3,3,3,18,6,599,27,5,13,18,18,18,18,0,1,13,0.369
602,5,27,"tab",4,3,3,3,18,6,600,27,5,14,18,18,18,18,0,1,13,0.369
603,5,27,"tab",4,3,3,3,18,6,601,27,5,13,18,18,18,18,0,1,13,0.369
604,5,27,"tab",4,3,3,3,19,6,602,27,5,12,19,19,19,19,0,1,15,0.552
605,5,27,"tab",4,3,3,3,19,6,603,27,5,12,19,19,19,19,0,1,15,0.552
606,5,27,"tab",4,3,3,3,19,6,604,27,5,14,19,19,19,19,0,1,15,0.552
607,5,27,"tab",4,3,3,3,18,6,605,27,5,13,18,18,18,18,0,1,13,0.369
608,5,27,"tab",4,3,3,3,18,6,606,27,5,14,18,18,18,18,0,1,13,0.369
609,6,27,"tab",4,3,3,3,14,7,607,27,6,14,14,14,14,14,1,1,14,0.581
610,6,27,"tab",4,3,3,3,14,7,608,27,6,14,14,14,14,14,1,1,14,0.581
611,6,27,"tab",4,3,3,3,14,7,609,27,6,14,14,14,14,14,1,1,14,0.581
612,6,27,"tab",4,3,3,3,14,7,610,27,6,14,14,14,14,14,1,1,14,0.581
613,6,27,"tab",4,3,3,3,14,7,611,27,6,14,14,14,14,14,1,1,14,0.581
614,6,27,"tab",4,3,3,3,14,7,612,27,6,14,14,14,14,14,1,1,14,0.581
615,6,27,"tab",4,3,3,3,16,7,613,27,6,14,16,16,16,16,0,1,3,0.395
616,6,27,"tab",4,3,3,3,16,7,614,27,6,14,16,16,16,16,0,1,3,0.395
617,6,27,"tab",4,3,3,3,16,7,615,27,6,14,16,16,16,16,0,1,3,0.395
618,6,27,"tab",4,3,3,3,14,7,616,27,6,13,14,14,14,14,0,1,14,0.581
619,6,27,"tab",4,3,3,3,14,7,617,27,6,13,14,14,14,14,0,1,14,0.581
620,6,27,"tab",4,3,3,3,14,7,618,27,6,13,14,14,14,14,0,1,14,0.581
621,6,27,"tab",4,3,3,3,14,7,619,27,6,13,14,14,14,14,0,1,14,0.581
622,6,27,"tab",4,3,3,3,14,7,620,27,6,14,14,14,14,14,1,1,14,0.581
623,6,27,"tab",4,3,3,3,14,7,621,27,6,14,14,14,14,14,1,1,14,0.581
624,6,27,"tab",4,3,3,3,14,7,622,27,6,13,14,14,14,14,0,1,14,0.581
625,6,27,"tab",4,3,3,3,14,7,623,27,6,14,14,14,14,14,1,1,14,0.581
626,6,27,"tab",4,3,3,3,14,7,624,27,6,14,14,14,14,14,1,1,14,0.581
627,6,27,"tab",4,3,3,3,14,7,625,27,6,13,14,14,14,14,0,1,14,0.581
628,6,27,"tab",4,3,3,3,14,7,626,27,6,13,14,14,14,14,0,1,14,0.581
629,6,27,"tab",4,3,3,3,14,7,627,27,6,14,14,14,14,14,1,1,14,0.581
630,6,27,"tab",4,3,3,3,14,7,628,27,6,14,14,14,14,14,1,1,14,0.581
631,6,27,"tab",4,3,3,3,14,7,629,27,6,14,14,14,14,14,1,1,14,0.581
632,6,27,"tab",4,3,3,3,14,7,630,27,6,14,14,14,14,14,1,1,14,0.581
633,6,27,"tab",4,3,3,3,14,7,631,27,6,13,14,14,14,14,0,1,14,0.581
634,6,27,"tab",4,3,3,3,14,7,632,27,6,14,14,14,14,14,1,1,14,0.581
635,6,27,"tab",4,3,3,3,14,7,633,27,6,14,14,14,14,14,1,1,14,0.581
636,6,27,"tab",4,3,3,3,14,7,634,27,6,14,14,14,14,14,1,1,14,0.581
637,6,27,"tab",4,3,3,3,14,7,635,27,6,14,14,14,14,14,1,1,14,0.581
638,6,27,"tab",4,3,3,3,14,7,636,27,6,14,14,14,14,14,1,1,14,0.581
639,6,27,"tab",4,3,3,3,14,7,637,27,6,14,14,14,14,14,1,1,14,0.581
640,6,27,"tab",4,3,3,3,14,7,638,27,6,13,14,14,14,14,0,1,14,0.581
641,6,27,"tab",4,3,3,3,14,7,639,27,6,13,14,14,14,14,0,1,14,0.581
642,6,27,"tab",4,3,3,3,14,7,640,27,6,13,14,14,14,14,0,1,14,0.581
643,6,27,"tab",4,3,3,3,14,7,641,27,6,14,14,14,14,14,1,1,14,0.581
644,6,27,"tab",4,3,3,3,14,7,642,27,6,13,14,14,14,14,0,1,14,0.581
645,6,27,"tab",4,3,3,3,14,7,643,27,6,14,14,14,14,14,1,1,14,0.581
646,6,27,"tab",4,3,3,3,14,7,644,27,6,14,14,14,14,14,1,1,14,0.581
647,6,27,"tab",4,3,3,3,14,7,645,27,6,14,14,14,14,14,1,1,14,0.581
648,6,27,"tab",4,3,3,3,14,7,646,27,6,14,14,14,14,14,1,1,14,0.581
649,6,27,"tab",4,3,3,3,14,7,647,27,6,14,14,14,14,14,1,1,14,0.581
650,6,27,"tab",4,3,3,3,14,7,648,27,6,14,14,14,14,14,1,1,14,0.581
651,6,27,"tab",4,3,3,3,16,7,649,27,6,14,16,16,16,16,0,1,3,0.395
652,6,27,"tab",4,3,3,3,14,7,650,27,6,14,14,14,14,14,1,1,14,0.581
653,6,27,"tab",4,3,3,3,16,7,651,27,6,14,16,16,16,16,0,1,3,0.395
654,6,27,"tab",4,3,3,3,14,7,652,27,6,14,14,14,14,14,1,1,14,0.581
655,6,27,"tab",4,3,3,3,14,7,653,27,6,14,14,14,14,14,1,1,14,0.581
656,6,27,"tab",4,3,3,3,16,7,654,27,6,14,16,16,16,16,0,1,3,0.395
657,6,27,"tab",4,3,3,3,14,7,655,27,6,14,14,14,14,14,1,1,14,0.581
658,6,27,"tab",4,3,3,3,16,7,656,27,6,14,16,16,16,16,0,1,3,0.395
659,6,27,"tab",4,3,3,3,16,7,657,27,6,14,16,16,16,16,0,1,3,0.395
660,6,27,"tab",4,3,3,3,14,7,658,27,6,14,14,14,14,14,1,1,14,0.581
661,6,27,"tab",4,3,3,3,14,7,659,27,6,14,14,14,14,14,1,1,14,0.581
662,6,27,"tab",4,3,3,3,14,7,660,27,6,14,14,14,14,14,1,1,14,0.581
663,6,27,"tab",4,3,3,3,14,7,661,27,6,14,14,14,14,14,1,1,14,0.581
664,6,27,"tab",4,3,3,3,16,7,662,27,6,14,16,16,16,16,0,1,3,0.395
665,6,27,"tab",4,3,3,3,16,7,663,27,6,14,16,16,16,16,0,1,3,0.395
666,6,27,"tab",4,3,3,3,16,7,664,27,6,14,16,16,16,16,0,1,3,0.395
667,6,27,"tab",4,3,3,3,14,7,665,27,6,14,14,14,14,14,1,1,14,0.581
668,7,27,"tab",2,1,1,1,9,8,666,27,7,16,9,9,9,9,0,1,16,0.385
669,7,27,"tab",2,1,1,1,9,8,667,27,7,16,9,9,9,9,0,1,16,0.385
670,7,27,"tab",2,1,1,1,9,8,668,27,7,16,9,9,9,9,0,1,16,0.385
671,7,27,"tab",2,1,1,1,9,8,669,27,7,16,9,9,9,9,0,1,16,0.385
672,7,27,"tab",2,1,1,1,9,8,670,27,7,16,9,9,9,9,0,1,16,0.385
673,7,27,"tab",2,1,1,1,9,8,671,27,7,16,9,9,9,9,0,1,16,0.385
674,7,27,"tab",2,1,1,1,9,8,672,27,7,16,9,9,9,9,0,1,16,0.385
675,7,27,"tab",2,1,1,1,9,8,673,27,7,16,9,9,9,9,0,1,16,0.385
676,7,27,"tab",2,1,1,1,9,8,674,27,7,16,9,9,9,9,0,1,16,0.385
677,7,27,"tab",2,1,1,1,9,8,675,27,7,16,9,9,9,9,0,1,16,0.385
678,7,27,"tab",2,1,1,1,9,8,676,27,7,16,9,9,9,9,0,1,16,0.385
679,7,27,"tab",2,1,1,1,9,8,677,27,7,16,9,9,9,9,0,1,16,0.385
680,7,27,"tab",2,1,1,1,9,8,678,27,7,16,9,9,9,9,0,1,16,0.385
681,7,27,"tab",2,1,1,1,9,8,679,27,7,16,9,9,9,9,0,1,16,0.385
682,7,27,"tab",2,1,1,1,9,8,680,27,7,16,9,9,9,9,0,1,16,0.385
683,7,27,"tab",2,1,1,1,9,8,681,27,7,16,9,9,9,9,0,1,16,0.385
684,8,27,"tab",3,2,2,2,5,9,682,27,8,8,5,5,5,5,0,1,10,0.415
685,8,27,"tab",3,2,2,2,5,9,683,27,8,8,5,5,5,5,0,1,10,0.415
686,8,27,"tab",3,2,2,2,5,9,684,27,8,8,5,5,5,5,0,1,10,0.415
687,8,27,"tab",3,2,2,2,5,9,685,27,8,8,5,5,5,5,0,1,10,0.415
688,8,27,"tab",3,2,2,2,5,9,686,27,8,8,5,5,5,5,0,1,10,0.415
689,8,27,"tab",3,2,2,2,5,9,687,27,8,8,5,5,5,5,0,1,10,0.415
690,8,27,"tab",3,2,2,2,5,9,688,27,8,8,5,5,5,5,0,1,10,0.415
691,8,27,"tab",3,2,2,2,5,9,689,27,8,8,5,5,5,5,0,1,10,0.415
692,8,27,"tab",3,2,2,2,5,9,690,27,8,8,5,5,5,5,0,1,10,0.415
693,8,27,"tab",3,2,2,2,5,9,691,27,8,8,5,5,5,5,0,1,10,0.415
694,8,27,"tab",3,2,2,2,5,9,692,27,8,8,5,5,5,5,0,1,10,0.415
695,8,27,"tab",3,2,2,2,5,9,693,27,8,8,5,5,5,5,0,1,10,0.415
696,8,27,"tab",3,2,2,2,5,9,694,27,8,8,5,5,5,5,0,1,10,0.415
697,8,27,"tab",3,2,2,2,5,9,695,27,8,8,5,5,5,5,0,1,10,0.415
698,8,27,"tab",3,2,2,2,5,9,696,27,8,8,5,5,5,5,0,1,10,0.415
699,8,27,"tab",3,2,2,2,2,9,697,27,8,10,2,2,2,2,0,1,10,0.286
700,8,27,"tab",3,2,2,2,2,9,698,27,8,10,2,2,2,2,0,1,10,0.286
701,8,27,"tab",3,2,2,2,2,9,699,27,8,10,2,2,2,2,0,1,10,0.286
702,8,27,"tab",3,2,2,2,2,9,700,27,8,10,2,2,2,2,0,1,10,0.286
703,8,27,"tab",3,2,2,2,2,9,701,27,8,10,2,2,2,2,0,1,10,0.286
704,8,27,"tab",3,2,2,2,2,9,702,27,8,10,2,2,2,2,0,1,10,0.286
705,8,27,"tab",3,2,2,2,2,9,703,27,8,10,2,2,2,2,0,1,10,0.286
706,8,27,"tab",3,2,2,2,2,9,704,27,8,9,2,2,2,2,0,1,10,0.286
707,8,27,"tab",3,2,2,2,2,9,705,27,8,10,2,2,2,2,0,1,10,0.286
708,8,27,"tab",3,2,2,2,2,9,706,27,8,10,2,2,2,2,0,1,10,0.286
709,8,27,"tab",3,2,2,2,2,9,707,27,8,9,2,2,2,2,0,1,10,0.286
710,8,27,"tab",3,2,2,2,2,9,708,27,8,9,2,2,2,2,0,1,10,0.286
711,8,27,"tab",3,2,2,2,2,9,709,27,8,10,2,2,2,2,0,1,10,0.286
712,8,27,"tab",3,2,2,2,2,9,710,27,8,9,2,2,2,2,0,1,10,0.286
713,8,27,"tab",3,2,2,2,2,9,711,27,8,10,2,2,2,2,0,1,10,0.286
714,8,27,"tab",3,2,2,2,2,9,712,27,8,9,2,2,2,2,0,1,10,0.286
715,8,27,"tab",3,2,2,2,2,9,713,27,8,10,2,2,2,2,0,1,10,0.286
716,8,27,"tab",3,2,2,2,2,9,714,27,8,10,2,2,2,2,0,1,10,0.286
717,8,27,"tab",3,2,2,2,2,9,715,27,8,10,2,2,2,2,0,1,10,0.286
718,8,27,"tab",3,2,2,2,2,9,716,27,8,8,2,2,2,2,0,1,10,0.286
719,8,27,"tab",3,2,2,2,2,9,717,27,8,8,2,2,2,2,0,1,10,0.286
720,8,27,"tab",3,2,2,2,2,9,718,27,8,8,2,2,2,2,0,1,10,0.286
721,8,27,"tab",3,2,2,2,2,9,719,27,8,8,2,2,2,2,0,1,10,0.286
722,8,27,"tab",3,2,2,2,2,9,720,27,8,10,2,2,2,2,0,1,10,0.286
723,8,27,"tab",3,2,2,2,2,9,721,27,8,10,2,2,2,2,0,1,10,0.286
724,8,27,"tab",3,2,2,2,2,9,722,27,8,8,2,2,2,2,0,1,10,0.286
725,8,27,"tab",3,2,2,2,5,9,723,27,8,10,5,5,5,5,0,1,10,0.415
726,8,27,"tab",3,2,2,2,5,9,724,27,8,10,5,5,5,5,0,1,10,0.415
727,8,27,"tab",3,2,2,2,2,9,725,27,8,8,2,2,2,2,0,1,10,0.286
728,8,27,"tab",3,2,2,2,5,9,726,27,8,8,5,5,5,5,0,1,10,0.415
729,8,27,"tab",3,2,2,2,2,9,727,27,8,8,2,2,2,2,0,1,10,0.286
730,8,27,"tab",3,2,2,2,5,9,728,27,8,10,5,5,5,5,0,1,10,0.415
731,8,27,"tab",3,2,2,2,2,9,729,27,8,10,2,2,2,2,0,1,10,0.286
732,8,27,"tab",3,2,2,2,5,9,730,27,8,8,5,5,5,5,0,1,10,0.415
733,8,27,"tab",3,2,2,2,5,9,731,27,8,8,5,5,5,5,0,1,10,0.415
734,8,27,"tab",3,2,2,2,5,9,732,27,8,10,5,5,5,5,0,1,10,0.415
735,8,27,"tab",3,2,2,2,5,9,733,27,8,10,5,5,5,5,0,1,10,0.415
736,8,27,"tab",3,2,2,2,2,9,734,27,8,10,2,2,2,2,0,1,10,0.286
737,8,27,"tab",3,2,2,2,5,9,735,27,8,8,5,5,5,5,0,1,10,0.415
738,8,27,"tab",3,2,2,2,5,9,736,27,8,8,5,5,5,5,0,1,10,0.415
739,8,27,"tab",3,2,2,2,5,9,737,27,8,10,5,5,5,5,0,1,10,0.415
740,8,27,"tab",3,2,2,2,5,9,738,27,8,10,5,5,5,5,0,1,10,0.415
741,8,27,"tab",3,2,2,2,5,9,739,27,8,8,5,5,5,5,0,1,10,0.415
742,8,27,"tab",3,2,2,2,5,9,740,27,8,8,5,5,5,5,0,1,10,0.415
743,8,27,"tab",3,2,2,2,5,9,741,27,8,8,5,5,5,5,0,1,10,0.415
744,8,27,"tab",3,2,2,2,5,9,742,27,8,10,5,5,5,5,0,1,10,0.415
745,8,27,"tab",3,2,2,2,5,9,743,27,8,8,5,5,5,5,0,1,10,0.415
746,8,27,"tab",3,2,2,2,5,9,744,27,8,8,5,5,5,5,0,1,10,0.415
747,8,27,"tab",3,2,2,2,5,9,745,27,8,8,5,5,5,5,0,1,10,0.415
748,8,27,"tab",3,2,2,2,5,9,746,27,8,8,5,5,5,5,0,1,10,0.415
749,8,27,"tab",3,2,2,2,5,9,747,27,8,10,5,5,5,5,0,1,10,0.415
750,8,27,"tab",3,2,2,2,5,9,748,27,8,8,5,5,5,5,0,1,10,0.415
751,8,27,"tab",3,2,2,2,5,9,749,27,8,10,5,5,5,5,0,1,10,0.415
752,8,27,"tab",3,2,2,2,5,9,750,27,8,10,5,5,5,5,0,1,10,0.415
753,8,27,"tab",3,2,2,2,5,9,751,27,8,10,5,5,5,5,0,1,10,0.415
754,8,27,"tab",3,2,2,2,5,9,752,27,8,10,5,5,5,5,0,1,10,0.415
755,8,27,"tab",3,2,2,2,5,9,753,27,8,10,5,5,5,5,0,1,10,0.415
756,8,27,"tab",3,2,2,2,5,9,754,27,8,10,5,5,5,5,0,1,10,0.415
757,8,27,"tab",3,2,2,2,5,9,755,27,8,10,5,5,5,5,0,1,10,0.415
758,8,27,"tab",3,2,2,2,5,9,756,27,8,10,5,5,5,5,0,1,10,0.415
759,8,27,"tab",3,2,2,2,5,9,757,27,8,10,5,5,5,5,0,1,10,0.415
760,8,27,"tab",3,2,2,2,5,9,758,27,8,10,5,5,5,5,0,1,10,0.415
761,8,27,"tab",3,2,2,2,5,9,759,27,8,10,5,5,5,5,0,1,10,0.415
762,8,27,"tab",3,2,2,2,5,9,760,27,8,10,5,5,5,5,0,1,10,0.415
763,8,27,"tab",3,2,2,2,5,9,761,27,8,10,5,5,5,5,0,1,10,0.415
764,8,27,"tab",3,2,2,2,5,9,762,27,8,10,5,5,5,5,0,1,10,0.415
765,8,27,"tab",3,2,2,2,5,9,763,27,8,10,5,5,5,5,0,1,10,0.415
766,8,27,"tab",3,2,2,2,5,9,764,27,8,10,5,5,5,5,0,1,10,0.415
767,8,27,"tab",3,2,2,2,5,9,765,27,8,10,5,5,5,5,0,1,10,0.415
768,8,27,"tab",3,2,2,2,5,9,766,27,8,10,5,5,5,5,0,1,10,0.415
769,8,27,"tab",3,2,2,2,5,9,767,27,8,10,5,5,5,5,0,1,10,0.415
770,8,27,"tab",3,2,2,2,5,9,768,27,8,10,5,5,5,5,0,1,10,0.415
771,8,27,"tab",3,2,2,2,5,9,769,27,8,10,5,5,5,5,0,1,10,0.415
772,8,27,"tab",3,2,2,2,5,9,770,27,8,10,5,5,5,5,0,1,10,0.415
773,8,27,"tab",3,2,2,2,5,9,771,27,8,10,5,5,5,5,0,1,10,0.415
774,8,27,"tab",3,2,2,2,5,9,772,27,8,10,5,5,5,5,0,1,10,0.415
775,8,27,"tab",3,2,2,2,5,9,773,27,8,10,5,5,5,5,0,1,10,0.415
776,8,27,"tab",3,2,2,2,5,9,774,27,8,10,5,5,5,5,0,1,10,0.415
777,8,27,"tab",3,2,2,2,5,9,775,27,8,10,5,5,5,5,0,1,10,0.415
778,8,27,"tab",3,2,2,2,5,9,776,27,8,10,5,5,5,5,0,1,10,0.415
779,8,27,"tab",3,2,2,2,5,9,777,27,8,10,5,5,5,5,0,1,10,0.415
780,8,27,"tab",3,2,2,2,5,9,778,27,8,10,5,5,5,5,0,1,10,0.415
781,9,27,"tab",5,5,6,6,8,10,779,27,9,19,8,8,8,8,0,1,19,0.375
782,9,27,"tab",5,5,6,6,8,10,780,27,9,19,8,8,8,8,0,1,19,0.375
783,9,27,"tab",5,5,6,6,8,10,781,27,9,19,8,8,8,8,0,1,19,0.375
784,9,27,"tab",5,5,6,6,8,10,782,27,9,19,8,8,8,8,0,1,19,0.375
785,9,27,"tab",5,5,6,6,8,10,783,27,9,19,8,8,8,8,0,1,19,0.375
786,9,27,"tab",5,5,6,6,8,10,784,27,9,19,8,8,8,8,0,1,19,0.375
787,9,27,"tab",5,5,6,6,8,10,785,27,9,19,8,8,8,8,0,1,19,0.375
788,9,27,"tab",5,5,6,6,8,10,786,27,9,19,8,8,8,8,0,1,19,0.375
789,9,27,"tab",5,5,6,6,8,10,787,27,9,19,8,8,8,8,0,1,19,0.375
790,9,27,"tab",5,5,6,6,8,10,788,27,9,19,8,8,8,8,0,1,19,0.375
791,9,27,"tab",5,5,6,6,8,10,789,27,9,19,8,8,8,8,0,1,19,0.375
792,9,27,"tab",5,5,6,6,8,10,790,27,9,19,8,8,8,8,0,1,19,0.375
793,9,27,"tab",5,5,6,6,8,10,791,27,9,19,8,8,8,8,0,1,19,0.375
794,9,27,"tab",5,5,6,6,8,10,792,27,9,19,8,8,8,8,0,1,19,0.375
795,9,27,"tab",5,5,6,6,8,10,793,27,9,19,8,8,8,8,0,1,19,0.375
796,9,27,"tab",5,5,6,6,8,10,794,27,9,19,8,8,8,8,0,1,19,0.375
797,9,27,"tab",5,5,6,6,8,10,795,27,9,19,8,8,8,8,0,1,19,0.375
798,9,27,"tab",5,5,6,6,8,10,796,27,9,19,8,8,8,8,0,1,19,0.375
799,9,27,"tab",5,5,6,6,8,10,797,27,9,19,8,8,8,8,0,1,19,0.375
800,9,27,"tab",5,5,6,6,8,10,798,27,9,19,8,8,8,8,0,1,19,0.375
801,9,27,"tab",5,5,6,6,8,10,799,27,9,19,8,8,8,8,0,1,19,0.375
802,9,27,"tab",5,5,6,6,8,10,800,27,9,19,8,8,8,8,0,1,19,0.375
803,9,27,"tab",5,5,6,6,8,10,801,27,9,19,8,8,8,8,0,1,19,0.375
804,9,27,"tab",5,5,6,6,8,10,802,27,9,19,8,8,8,8,0,1,19,0.375
805,9,27,"tab",5,5,6,6,8,10,803,27,9,19,8,8,8,8,0,1,19,0.375
806,9,27,"tab",5,5,6,6,8,10,804,27,9,19,8,8,8,8,0,1,19,0.375
807,9,27,"tab",5,5,6,6,8,10,805,27,9,19,8,8,8,8,0,1,19,0.375
808,9,27,"tab",5,5,6,6,8,10,806,27,9,19,8,8,8,8,0,1,19,0.375
809,10,27,"tab",2,3,5,5,19,11,807,27,10,15,19,19,19,19,0,1,15,0.552
810,10,27,"tab",2,3,5,5,19,11,808,27,10,15,19,19,19,19,0,1,15,0.552
811,10,27,"tab",2,3,5,5,19,11,809,27,10,15,19,19,19,19,0,1,15,0.552
812,10,27,"tab",2,3,5,5,19,11,810,27,10,15,19,19,19,19,0,1,15,0.552
813,10,27,"tab",2,3,5,5,19,11,811,27,10,15,19,19,19,19,0,1,15,0.552
814,10,27,"tab",2,3,5,5,19,11,812,27,10,15,19,19,19,19,0,1,15,0.552
815,10,27,"tab",2,3,5,5,19,11,813,27,10,15,19,19,19,19,0,1,15,0.552
816,10,27,"tab",2,3,5,5,19,11,814,27,10,15,19,19,19,19,0,1,15,0.552
817,10,27,"tab",2,3,5,5,19,11,815,27,10,15,19,19,19,19,0,1,15,0.552
818,10,27,"tab",2,3,5,5,19,11,816,27,10,15,19,19,19,19,0,1,15,0.552
819,10,27,"tab",2,3,5,5,19,11,817,27,10,15,19,19,19,19,0,1,15,0.552
820,10,27,"tab",2,3,5,5,19,11,818,27,10,15,19,19,19,19,0,1,15,0.552
821,10,27,"tab",2,3,5,5,19,11,819,27,10,15,19,19,19,19,0,1,15,0.552
822,10,27,"tab",2,3,5,5,19,11,820,27,10,15,19,19,19,19,0,1,15,0.552
823,10,27,"tab",2,3,5,5,19,11,821,27,10,15,19,19,19,19,0,1,15,0.552
824,10,27,"tab",2,3,5,5,19,11,822,27,10,15,19,19,19,19,0,1,15,0.552
825,10,27,"tab",2,3,5,5,19,11,823,27,10,15,19,19,19,19,0,1,15,0.552
826,10,27,"tab",2,3,5,5,19,11,824,27,10,15,19,19,19,19,0,1,15,0.552
827,10,27,"tab",2,3,5,5,19,11,825,27,10,15,19,19,19,19,0,1,15,0.552
828,10,27,"tab",2,3,5,5,19,11,826,27,10,15,19,19,19,19,0,1,15,0.552
829,10,27,"tab",2,3,5,5,19,11,827,27,10,15,19,19,19,19,0,1,15,0.552
830,10,27,"tab",2,3,5,5,19,11,828,27,10,15,19,19,19,19,0,1,15,0.552
831,10,27,"tab",2,3,5,5,19,11,829,27,10,15,19,19,19,19,0,1,15,0.552
832,10,27,"tab",2,3,5,5,19,11,830,27,10,15,19,19,19,19,0,1,15,0.552
833,10,27,"tab",2,3,5,5,19,11,831,27,10,15,19,19,19,19,0,1,15,0.552
834,10,27,"tab",2,3,5,5,19,11,832,27,10,15,19,19,19,19,0,1,15,0.552
835,10,27,"tab",2,3,5,5,19,11,833,27,10,15,19,19,19,19,0,1,15,0.552
836,10,27,"tab",2,3,5,5,19,11,834,27,10,15,19,19,19,19,0,1,15,0.552
837,10,27,"tab",2,3,5,5,19,11,835,27,10,15,19,19,19,19,0,1,15,0.552
838,10,27,"tab",2,3,5,5,19,11,836,27,10,15,19,19,19,19,0,1,15,0.552
839,10,27,"tab",2,3,5,5,19,11,837,27,10,15,19,19,19,19,0,1,15,0.552
840,10,27,"tab",2,3,5,5,19,11,838,27,10,15,19,19,19,19,0,1,15,0.552
841,10,27,"tab",2,3,5,5,19,11,839,27,10,15,19,19,19,19,0,1,15,0.552
842,10,27,"tab",2,3,5,5,19,11,840,27,10,15,19,19,19,19,0,1,15,0.552
843,10,27,"tab",2,3,5,5,19,11,841,27,10,15,19,19,19,19,0,1,15,0.552
844,10,27,"tab",2,3,5,5,19,11,842,27,10,15,19,19,19,19,0,1,15,0.552
845,10,27,"tab",2,3,5,5,19,11,843,27,10,15,19,19,19,19,0,1,15,0.552
846,11,27,"tab",2,1,1,1,9,12,844,27,11,16,9,9,9,9,0,1,16,0.385
847,11,27,"tab",2,1,1,1,9,12,845,27,11,16,9,9,9,9,0,1,16,0.385
848,11,27,"tab",2,1,1,1,9,12,846,27,11,16,9,9,9,9,0,1,16,0.385
849,11,27,"tab",2,1,1,1,9,12,847,27,11,16,9,9,9,9,0,1,16,0.385
850,11,27,"tab",2,1,1,1,9,12,848,27,11,16,9,9,9,9,0,1,16,0.385
851,11,27,"tab",2,1,1,1,9,12,849,27,11,16,9,9,9,9,0,1,16,0.385
852,11,27,"tab",2,1,1,1,9,12,850,27,11,16,9,9,9,9,0,1,16,0.385
853,11,27,"tab",2,1,1,1,9,12,851,27,11,16,9,9,9,9,0,1,16,0.385
854,11,27,"tab",2,1,1,1,9,12,852,27,11,16,9,9,9,9,0,1,16,0.385
855,11,27,"tab",2,1,1,1,9,12,853,27,11,16,9,9,9,9,0,1,16,0.385
856,11,27,"tab",2,1,1,1,9,12,854,27,11,16,9,9,9,9,0,1,16,0.385
857,11,27,"tab",2,1,1,1,9,12,855,27,11,16,9,9,9,9,0,1,16,0.385
858,11,27,"tab",2,1,1,1,9,12,856,27,11,16,9,9,9,9,0,1,16,0.385
859,11,27,"tab",2,1,1,1,9,12,857,27,11,16,9,9,9,9,0,1,16,0.385
860,11,27,"tab",2,1,1,1,9,12,858,27,11,16,9,9,9,9,0,1,16,0.385
861,11,27,"tab",2,1,1,1,9,12,859,27,11,16,9,9,9,9,0,1,16,0.385
862,11,27,"tab",2,1,1,1,9,12,860,27,11,16,9,9,9,9,0,1,16,0.385
863,11,27,"tab",2,1,1,1,9,12,861,27,11,16,9,9,9,9,0,1,16,0.385
