"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc2015","X","edon.y","munn.y","escenario1","escenario2","escenario3","mc_clv1","morena_clv1","morena_iee1","panal_clv1","pes_clv1","pri_clv1","pt_clv1","pvem_clv1","mc_clv2","panal_clv2","pes_clv2","pri_clv2","pt_clv2","pvem_clv2","esc1_morCLV1","esc1_morIEE1","esc1_panalCLV1","esc1_pesCLV1","esc1_mcCLV1","esc1_priCLV1","esc1_ptCLV1","esc1_pvemCLV1","esc2_mcCLV2","esc2_panalCLV2","esc2_pesCLV2","esc2_priCLV2","esc2_ptCLV2","esc2_pvemCLV2","SQ","dsiSQ_E1"
19,1,6,"col",1,1,1,1,2,2,19,6,1,16,16,12,9,9,2,9,9,7,9,9,9,9,9,7,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.593
20,1,6,"col",1,1,1,1,1,2,20,6,1,16,16,9,9,9,2,9,9,7,9,9,9,9,9,7,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.593
21,1,6,"col",1,1,1,1,1,2,21,6,1,15,15,9,9,9,2,9,9,7,9,9,9,9,9,7,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.581
22,1,6,"col",1,1,1,1,6,1,22,6,1,14,14,11,9,9,2,9,9,7,9,9,9,9,9,7,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.417
23,1,6,"col",1,1,1,1,3,1,23,6,1,14,14,10,9,9,1,9,9,7,9,9,9,9,9,7,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.417
24,1,6,"col",1,1,1,1,3,1,24,6,1,14,14,10,9,9,1,9,9,6,9,9,9,9,9,6,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.417
25,1,6,"col",1,1,1,1,2,2,25,6,1,16,16,12,6,6,3,10,6,9,6,6,6,10,6,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.593
26,1,6,"col",1,1,1,1,2,2,26,6,1,16,16,12,6,6,3,10,6,9,6,6,6,10,6,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.593
27,1,6,"col",1,1,1,1,2,2,27,6,1,16,16,12,6,6,3,10,6,7,6,6,6,10,6,7,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.593
28,1,6,"col",1,1,1,1,2,2,28,6,1,16,16,12,8,8,3,10,8,7,8,8,8,10,8,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.593
29,1,6,"col",1,1,1,1,2,2,29,6,1,16,16,12,8,8,3,10,8,7,8,8,8,10,8,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.593
30,1,6,"col",1,1,1,1,2,2,30,6,1,16,16,12,8,8,3,8,8,7,8,8,8,8,8,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.593
31,1,6,"col",1,1,1,1,2,2,31,6,1,16,16,12,8,8,2,8,8,7,8,8,8,8,8,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.593
32,1,6,"col",1,1,1,1,1,2,32,6,1,16,16,9,8,8,2,8,8,7,8,8,8,8,8,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.593
33,1,6,"col",1,1,1,1,1,2,33,6,1,13,13,9,9,9,2,8,9,7,9,9,9,8,9,7,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.208
34,1,6,"col",1,1,1,1,1,2,34,6,1,13,13,9,9,9,2,9,9,7,9,9,9,9,9,7,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.208
35,1,6,"col",1,1,1,1,1,2,35,6,1,13,13,9,9,9,2,8,9,6,9,9,9,8,9,6,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.208
36,1,6,"col",1,1,1,1,1,1,36,6,1,13,13,9,9,9,2,8,9,6,9,9,9,8,9,6,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.208
37,1,6,"col",1,1,1,1,3,1,37,6,1,13,13,10,9,9,1,9,9,6,9,9,9,9,9,6,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.208
38,1,6,"col",1,1,1,1,2,2,38,6,1,16,16,12,6,6,3,10,6,9,6,6,6,10,6,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.593
39,1,6,"col",1,1,1,1,2,2,39,6,1,16,16,12,6,6,3,10,6,9,6,6,6,10,6,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.593
40,1,6,"col",1,1,1,1,2,2,40,6,1,16,16,12,6,6,3,10,6,9,6,6,6,10,6,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.593
41,1,6,"col",1,1,1,1,2,2,41,6,1,16,16,12,8,8,3,10,8,7,8,8,8,10,8,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.593
42,1,6,"col",1,1,1,1,1,2,42,6,1,16,16,9,8,8,3,8,8,9,8,8,8,8,8,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.593
43,1,6,"col",1,1,1,1,1,2,43,6,1,16,16,9,8,8,3,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.593
44,1,6,"col",1,1,1,1,1,2,44,6,1,13,13,9,8,8,2,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.208
45,1,6,"col",1,1,1,1,1,2,45,6,1,13,13,9,8,8,2,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.208
46,1,6,"col",1,1,1,1,1,2,46,6,1,13,13,9,9,9,2,8,9,7,9,9,9,8,9,7,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.208
47,1,6,"col",1,1,1,1,2,2,47,6,1,16,16,12,6,6,3,10,6,9,6,6,6,10,6,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.593
48,1,6,"col",1,1,1,1,2,2,48,6,1,16,16,12,6,6,3,10,6,9,6,6,6,10,6,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.593
49,1,6,"col",1,1,1,1,2,5,49,6,1,16,16,12,8,8,3,10,8,9,8,8,8,10,8,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.593
50,1,6,"col",1,1,1,1,1,3,50,6,1,16,16,9,8,8,3,8,8,9,8,8,8,8,8,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.593
51,1,6,"col",1,1,1,1,1,2,51,6,1,16,16,9,8,8,3,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.593
52,1,6,"col",1,1,1,1,1,2,52,6,1,13,13,9,8,8,2,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.208
53,1,6,"col",1,1,1,1,1,2,53,6,1,13,13,9,9,9,2,8,9,8,9,9,9,8,9,8,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.208
54,1,6,"col",1,1,1,1,2,5,54,6,1,16,16,12,6,6,4,1,6,9,6,6,6,1,6,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.593
55,1,6,"col",1,1,1,1,2,5,55,6,1,16,16,12,6,6,3,1,6,9,6,6,6,1,6,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.593
56,1,6,"col",1,1,1,1,2,5,56,6,1,16,16,12,8,8,3,1,8,9,8,8,8,1,8,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.593
57,1,6,"col",1,1,1,1,1,3,57,6,1,16,16,9,8,8,3,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.593
58,1,6,"col",1,1,1,1,1,2,58,6,1,13,13,9,8,8,3,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.208
59,1,6,"col",1,1,1,1,1,2,59,6,1,13,13,9,8,8,3,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.208
60,1,6,"col",1,1,1,1,1,1,60,6,1,13,13,9,8,8,3,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.208
61,1,6,"col",1,1,1,1,3,3,61,6,1,13,13,10,8,8,1,9,8,8,8,8,8,9,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.208
62,1,6,"col",1,1,1,1,3,3,62,6,1,13,13,10,7,7,1,9,7,8,7,7,7,9,7,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.208
63,1,6,"col",1,1,1,1,2,5,63,6,1,14,14,12,6,6,4,1,6,9,6,6,6,1,6,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.417
64,1,6,"col",1,1,1,1,2,5,64,6,1,16,16,12,6,6,4,1,6,9,6,6,6,1,6,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.593
65,1,6,"col",1,1,1,1,2,5,65,6,1,16,16,12,6,6,4,1,6,9,6,6,6,1,6,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.593
66,1,6,"col",1,1,1,1,2,5,66,6,1,16,16,12,8,8,3,1,8,9,8,8,8,1,8,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.593
67,1,6,"col",1,1,1,1,2,5,67,6,1,16,16,12,8,8,3,1,8,9,8,8,8,1,8,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.593
68,1,6,"col",1,1,1,1,1,3,68,6,1,14,14,9,8,8,3,1,8,9,8,8,8,1,8,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.417
69,1,6,"col",1,1,1,1,1,3,69,6,1,14,14,9,8,8,3,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.417
70,1,6,"col",1,1,1,1,1,3,70,6,1,14,14,9,8,8,3,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.417
71,1,6,"col",1,1,1,1,1,3,71,6,1,14,14,9,8,8,3,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.417
72,1,6,"col",1,1,1,1,1,3,72,6,1,14,14,9,8,8,3,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.417
73,1,6,"col",1,1,1,1,2,5,73,6,1,14,14,12,6,6,4,1,6,9,6,6,6,1,6,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.417
74,1,6,"col",1,1,1,1,2,5,74,6,1,16,16,12,6,6,4,1,6,9,6,6,6,1,6,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.593
75,1,6,"col",1,1,1,1,3,5,75,6,1,14,14,10,6,6,4,1,6,9,6,6,6,1,6,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.417
76,1,6,"col",1,1,1,1,3,5,76,6,1,14,14,10,6,6,4,1,6,9,6,6,6,1,6,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.417
77,1,6,"col",1,1,1,1,6,1,77,6,1,15,15,11,9,9,1,12,9,7,9,9,9,12,9,7,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.581
78,1,6,"col",1,1,1,1,6,1,78,6,1,15,15,11,9,9,1,9,9,7,9,9,9,9,9,7,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.581
79,1,6,"col",1,1,1,1,6,1,79,6,1,15,15,11,9,9,1,9,9,7,9,9,9,9,9,7,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.581
80,1,6,"col",1,1,1,1,6,1,80,6,1,15,15,11,9,9,2,9,9,7,9,9,9,9,9,7,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.581
81,1,6,"col",1,1,1,1,3,5,81,6,1,14,14,10,6,6,4,1,6,9,6,6,6,1,6,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.417
82,1,6,"col",1,1,1,1,3,3,82,6,1,14,14,10,7,7,1,12,7,6,7,7,7,12,7,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.417
83,1,6,"col",1,1,1,1,3,3,83,6,1,14,14,10,6,6,1,1,6,9,6,6,6,1,6,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.417
84,1,6,"col",1,1,1,1,3,3,84,6,1,14,14,10,6,6,1,1,6,9,6,6,6,1,6,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.417
85,1,6,"col",1,1,1,1,3,3,85,6,1,14,14,10,6,6,1,1,6,9,6,6,6,1,6,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.417
86,1,6,"col",1,1,1,1,3,3,86,6,1,14,14,10,6,6,4,1,6,9,6,6,6,1,6,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.417
87,1,6,"col",1,1,1,1,3,3,87,6,1,14,14,10,6,6,4,1,6,9,6,6,6,1,6,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.417
88,1,6,"col",1,1,1,1,3,3,88,6,1,14,14,10,6,6,1,1,6,9,6,6,6,1,6,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.417
89,1,6,"col",1,1,1,1,3,3,89,6,1,14,14,10,6,6,1,1,6,9,6,6,6,1,6,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.417
90,1,6,"col",1,1,1,1,3,3,90,6,1,14,14,10,6,6,1,1,6,9,6,6,6,1,6,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.417
91,1,6,"col",1,1,1,1,3,3,91,6,1,14,14,10,6,6,1,1,6,9,6,6,6,1,6,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.417
92,2,6,"col",1,1,1,1,4,4,92,6,2,1,1,14,16,16,5,4,16,14,16,16,16,4,16,14,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.333
93,2,6,"col",1,1,1,1,4,4,93,6,2,1,1,14,16,16,5,4,16,14,16,16,16,4,16,14,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.333
94,2,6,"col",1,1,1,1,4,4,94,6,2,1,1,14,16,16,5,4,16,14,16,16,16,4,16,14,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.333
95,2,6,"col",1,1,1,1,4,4,95,6,2,1,1,14,16,16,5,4,16,14,16,16,16,4,16,14,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.333
96,2,6,"col",1,1,1,1,4,4,96,6,2,1,1,14,16,16,5,4,16,14,16,16,16,4,16,14,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.333
97,2,6,"col",1,1,1,1,4,4,97,6,2,1,1,14,16,16,5,4,16,14,16,16,16,4,16,14,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.333
98,2,6,"col",1,1,1,1,4,4,98,6,2,1,1,14,16,16,5,4,16,14,16,16,16,4,16,14,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.333
99,2,6,"col",1,1,1,1,4,4,99,6,2,1,1,14,16,16,5,4,16,14,16,16,16,4,16,14,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.333
100,2,6,"col",1,1,1,1,4,4,100,6,2,1,1,14,16,16,5,4,16,14,16,16,16,4,16,14,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.333
101,2,6,"col",1,1,1,1,4,4,101,6,2,1,1,14,16,16,5,4,16,14,16,16,16,4,16,14,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.333
102,2,6,"col",1,1,1,1,4,4,102,6,2,1,1,14,16,16,5,4,16,14,16,16,16,4,16,14,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.333
103,2,6,"col",1,1,1,1,4,4,103,6,2,1,1,14,16,16,5,4,16,14,16,16,16,4,16,14,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.333
104,2,6,"col",1,1,1,1,4,4,104,6,2,1,1,14,16,16,5,4,16,14,16,16,16,4,16,14,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.333
105,3,6,"col",1,1,1,1,5,5,105,6,3,1,1,13,15,15,4,11,15,16,15,15,15,11,15,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.333
106,3,6,"col",1,1,1,1,5,5,106,6,3,1,1,13,15,15,4,11,15,16,15,15,15,11,15,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.333
107,3,6,"col",1,1,1,1,5,5,107,6,3,1,1,13,15,15,4,11,15,16,15,15,15,11,15,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.333
108,3,6,"col",1,1,1,1,5,5,108,6,3,2,2,13,15,15,4,11,15,16,15,15,15,11,15,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.636
109,3,6,"col",1,1,1,1,5,5,109,6,3,2,2,13,15,15,4,11,15,16,15,15,15,11,15,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.636
110,3,6,"col",1,1,1,1,5,5,110,6,3,2,2,13,15,15,4,11,15,16,15,15,15,11,15,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.636
111,3,6,"col",1,1,1,1,5,5,111,6,3,2,2,13,15,15,4,11,15,16,15,15,15,11,15,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.636
112,3,6,"col",1,1,1,1,5,5,112,6,3,1,1,13,15,15,4,11,15,16,15,15,15,11,15,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.333
113,3,6,"col",1,1,1,1,5,5,113,6,3,1,1,13,15,15,4,11,15,16,15,15,15,11,15,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.333
114,3,6,"col",1,1,1,1,5,5,114,6,3,1,1,13,15,15,4,11,15,16,15,15,15,11,15,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.333
115,3,6,"col",1,1,1,1,5,5,115,6,3,1,1,13,15,15,4,11,15,16,15,15,15,11,15,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.333
116,3,6,"col",1,1,1,1,5,5,116,6,3,1,1,13,15,15,4,11,15,16,15,15,15,11,15,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.333
117,3,6,"col",1,1,1,1,5,5,117,6,3,2,2,13,15,15,4,11,15,16,15,15,15,11,15,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.636
118,3,6,"col",1,1,1,1,5,5,118,6,3,2,2,13,15,15,4,11,15,16,15,15,15,11,15,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.636
119,3,6,"col",1,1,1,1,5,5,119,6,3,2,2,13,15,15,4,11,15,16,15,15,15,11,15,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.636
120,4,6,"col",1,1,1,1,6,6,120,6,4,15,15,11,7,7,5,12,7,6,7,7,7,12,7,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.581
121,4,6,"col",1,1,1,1,6,6,121,6,4,15,15,11,7,7,5,12,7,6,7,7,7,12,7,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.581
122,4,6,"col",1,1,1,1,6,6,122,6,4,15,15,11,7,7,5,12,7,6,7,7,7,12,7,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.581
123,4,6,"col",1,1,1,1,6,6,123,6,4,15,15,11,7,7,5,12,7,6,7,7,7,12,7,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.581
124,4,6,"col",1,1,1,1,6,6,124,6,4,15,15,11,7,7,5,12,7,6,7,7,7,12,7,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.581
125,4,6,"col",1,1,1,1,6,6,125,6,4,15,15,11,7,7,5,12,7,6,7,7,7,12,7,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.581
126,4,6,"col",1,1,1,1,6,6,126,6,4,15,15,11,7,7,5,12,7,6,7,7,7,12,7,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.581
127,4,6,"col",1,1,1,1,6,6,127,6,4,15,15,11,7,7,5,12,7,6,7,7,7,12,7,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.581
128,4,6,"col",1,1,1,1,6,6,128,6,4,15,15,11,7,7,5,12,7,6,7,7,7,12,7,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.581
129,4,6,"col",1,1,1,1,6,6,129,6,4,15,15,11,7,7,5,12,7,6,7,7,7,12,7,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.581
130,4,6,"col",1,1,1,1,6,6,130,6,4,15,15,11,7,7,5,12,7,6,7,7,7,12,7,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.581
131,4,6,"col",1,1,1,1,6,6,131,6,4,15,15,11,7,7,5,12,7,6,7,7,7,12,7,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.581
132,4,6,"col",1,1,1,1,6,6,132,6,4,15,15,11,7,7,5,12,7,6,7,7,7,12,7,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.581
133,4,6,"col",1,1,1,1,6,6,133,6,4,15,15,11,7,7,5,12,7,6,7,7,7,12,7,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.581
134,4,6,"col",1,1,1,1,6,6,134,6,4,15,15,11,7,7,1,12,7,6,7,7,7,12,7,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.581
135,4,6,"col",1,1,1,1,6,6,135,6,4,15,15,11,7,7,1,12,7,6,7,7,7,12,7,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.581
136,4,6,"col",1,1,1,1,6,6,136,6,4,15,15,11,7,7,1,12,7,6,7,7,7,12,7,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.581
137,4,6,"col",1,1,1,1,6,6,137,6,4,15,15,11,7,7,1,12,7,6,7,7,7,12,7,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.581
138,5,6,"col",1,1,1,1,7,7,138,6,5,4,4,15,14,14,6,6,14,13,14,14,14,6,14,13,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.3
139,5,6,"col",1,1,1,1,7,7,139,6,5,4,4,15,14,14,6,6,14,13,14,14,14,6,14,13,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.3
140,5,6,"col",1,1,1,1,7,4,140,6,5,3,3,15,14,14,8,4,14,13,14,14,14,4,14,13,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.273
