"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc2012","edon.y","munn.y","escenario1","escenario2","escenario3","mc_clv1","pan_clv1","mc_clv2","pan_cnv2","prd_clv2","pri_clv2","esc1_mcCLV1","esc1_panCLV1","esc1_mcCLV1.1","esc2_mcCLV2","esc2_panCNV2","esc2_prdCLV2","esc2_priCLV2","SQ","dsiSQ_E3"
2630,100,14,"jal",10,19,19,18,5,19,14,100,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.593
2631,100,14,"jal",10,19,19,18,5,19,14,100,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.593
2632,100,14,"jal",10,19,19,18,5,19,14,100,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.593
2633,101,14,"jal",11,5,5,5,6,5,14,101,4,6,6,6,6,5,6,5,6,0,0,0,0,1,0,1,5,0.796
2634,101,14,"jal",11,5,5,5,6,5,14,101,4,6,6,6,6,5,6,5,6,0,0,0,0,1,0,1,5,0.796
2635,101,14,"jal",11,5,5,5,6,5,14,101,4,6,6,6,6,5,6,5,6,0,0,0,0,1,0,1,5,0.796
2636,101,14,"jal",11,5,5,5,6,5,14,101,4,6,6,6,6,5,6,5,6,0,0,0,0,1,0,1,5,0.796
2637,101,14,"jal",11,5,5,5,6,5,14,101,4,6,6,6,6,5,6,5,6,0,0,0,0,1,0,1,5,0.796
2638,101,14,"jal",11,5,5,5,6,5,14,101,4,6,6,6,6,5,6,5,6,0,0,0,0,1,0,1,5,0.796
2639,101,14,"jal",11,5,5,5,6,5,14,101,4,6,6,6,6,5,6,5,6,0,0,0,0,1,0,1,5,0.796
2640,101,14,"jal",11,5,5,5,6,5,14,101,4,6,6,6,6,5,6,5,6,0,0,0,0,1,0,1,5,0.796
2641,101,14,"jal",11,5,5,5,6,5,14,101,4,6,6,6,6,5,6,5,6,0,0,0,0,1,0,1,5,0.796
2642,101,14,"jal",11,5,5,5,6,5,14,101,4,6,6,6,6,5,6,5,6,0,0,0,0,1,0,1,5,0.796
2643,101,14,"jal",11,5,5,5,6,5,14,101,4,6,6,6,6,5,6,5,6,0,0,0,0,1,0,1,5,0.796
2644,101,14,"jal",11,5,5,5,6,5,14,101,4,6,6,6,6,5,6,5,6,0,0,0,0,1,0,1,5,0.796
2645,101,14,"jal",11,5,5,5,6,5,14,101,4,6,6,6,6,5,6,5,6,0,0,0,0,1,0,1,5,0.796
2646,101,14,"jal",11,5,5,5,6,5,14,101,4,6,6,6,6,5,6,5,6,0,0,0,0,1,0,1,5,0.796
2647,101,14,"jal",11,5,5,5,6,5,14,101,4,6,6,6,6,5,6,5,6,0,0,0,0,1,0,1,5,0.796
2648,101,14,"jal",11,5,5,5,6,5,14,101,4,6,6,6,6,5,6,5,6,0,0,0,0,1,0,1,5,0.796
2649,101,14,"jal",11,5,5,5,6,5,14,101,4,6,6,6,6,5,6,5,6,0,0,0,0,1,0,1,5,0.796
2650,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2651,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2652,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2653,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2654,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2655,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2656,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2657,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2658,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2659,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2660,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2661,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2662,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2663,102,14,"jal",18,7,7,7,16,20,14,102,20,16,16,20,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2664,102,14,"jal",18,7,7,7,16,20,14,102,20,16,16,20,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2665,102,14,"jal",18,7,7,7,16,20,14,102,19,2,16,19,2,16,2,12,16,1,0,1,0,1,0,0,20,0.84
2666,102,14,"jal",18,7,7,7,16,20,14,102,19,2,16,19,2,16,2,12,16,1,0,1,0,1,0,0,20,0.84
2667,102,14,"jal",18,7,7,7,16,20,14,102,19,2,16,19,2,16,2,12,16,1,0,1,0,1,0,0,20,0.84
2668,102,14,"jal",18,7,7,7,16,20,14,102,19,2,16,19,2,16,16,12,16,1,0,1,0,0,0,0,20,0.84
2669,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2670,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2671,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2672,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2673,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2674,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2675,102,14,"jal",18,7,7,7,16,20,14,102,19,2,16,19,2,16,2,13,16,1,0,1,0,1,0,0,20,0.84
2676,102,14,"jal",18,7,7,7,16,20,14,102,19,2,16,19,2,16,2,13,16,1,0,1,0,1,0,0,20,0.84
2677,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2678,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2679,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2680,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2681,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2682,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2683,102,14,"jal",18,7,7,20,2,20,14,102,19,16,2,19,16,16,16,12,2,1,0,1,1,1,0,0,17,0.151
2684,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2685,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2686,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2687,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2688,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2689,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2690,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2691,102,14,"jal",18,7,7,20,2,20,14,102,19,16,2,19,16,8,16,12,2,1,0,1,0,1,0,0,17,0.151
2692,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,8,16,12,16,1,0,1,0,1,0,1,20,0.84
2693,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,8,16,12,16,1,0,1,0,1,0,1,20,0.84
2694,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,8,16,12,16,1,0,1,0,1,0,1,20,0.84
2695,102,14,"jal",18,7,7,20,2,20,14,102,19,2,2,19,2,8,2,13,2,1,0,1,0,1,0,1,17,0.151
2696,102,14,"jal",18,7,7,20,2,20,14,102,19,16,2,19,16,8,16,12,2,1,0,1,0,1,0,0,17,0.151
2697,102,14,"jal",18,7,7,7,16,20,14,102,20,16,16,20,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2698,102,14,"jal",18,7,7,7,16,20,14,102,20,16,16,20,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2699,102,14,"jal",18,7,7,7,16,20,14,102,20,16,16,20,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2700,102,14,"jal",18,7,7,7,16,20,14,102,20,16,16,20,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2701,102,14,"jal",18,7,7,7,16,20,14,102,20,16,16,20,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2702,102,14,"jal",18,7,7,7,16,20,14,102,20,16,16,20,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2703,102,14,"jal",18,7,7,7,16,20,14,102,20,16,16,20,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2704,102,14,"jal",18,7,7,7,16,20,14,102,20,16,16,20,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2705,102,14,"jal",18,7,7,7,16,20,14,102,20,16,16,20,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2706,102,14,"jal",18,7,7,7,16,20,14,102,20,16,16,20,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2707,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2708,102,14,"jal",18,7,7,7,16,20,14,102,20,16,16,20,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2709,102,14,"jal",18,7,7,7,16,20,14,102,20,16,16,20,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2710,102,14,"jal",18,7,7,7,16,20,14,102,20,16,16,20,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2711,102,14,"jal",18,7,7,7,16,20,14,102,20,16,16,20,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2712,102,14,"jal",18,7,7,7,16,20,14,102,20,16,16,20,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2713,102,14,"jal",18,7,7,7,16,20,14,102,20,16,16,20,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2714,102,14,"jal",18,7,7,7,16,20,14,102,20,16,16,20,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2715,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2716,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2717,102,14,"jal",18,7,7,7,16,20,14,102,19,16,16,19,16,8,16,12,16,1,0,1,0,1,0,1,20,0.84
2718,102,14,"jal",18,7,7,7,16,20,14,102,20,16,16,20,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2719,102,14,"jal",18,7,7,7,16,20,14,102,20,16,16,20,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2720,102,14,"jal",18,7,7,7,16,20,14,102,20,16,16,20,16,16,16,12,16,1,0,1,1,1,0,1,20,0.84
2721,102,14,"jal",18,7,7,20,2,20,14,102,19,2,2,19,2,8,2,13,2,1,0,1,0,1,0,1,17,0.151
2722,102,14,"jal",18,7,7,20,2,20,14,102,19,16,2,19,16,8,16,12,2,1,0,1,0,1,0,0,17,0.151
2723,102,14,"jal",18,7,7,20,2,20,14,102,19,16,2,19,16,8,16,12,2,1,0,1,0,1,0,0,17,0.151
2724,102,14,"jal",18,7,7,20,2,20,14,102,19,2,2,19,2,8,2,13,2,1,0,1,0,1,0,1,17,0.151
2725,102,14,"jal",18,7,7,20,2,20,14,102,19,2,2,19,2,8,2,13,2,1,0,1,0,1,0,1,17,0.151
2726,102,14,"jal",18,7,7,20,2,20,14,102,19,2,2,19,2,8,2,13,2,1,0,1,0,1,0,1,17,0.151
2727,102,14,"jal",18,7,7,7,16,20,14,102,19,2,16,19,2,16,2,13,16,1,0,1,0,1,0,0,20,0.84
2728,102,14,"jal",18,7,7,20,2,20,14,102,19,2,2,19,2,16,2,13,2,1,0,1,0,1,0,1,17,0.151
2729,102,14,"jal",18,7,7,20,2,20,14,102,19,2,2,19,2,8,2,13,2,1,0,1,0,1,0,1,17,0.151
2730,103,14,"jal",10,18,18,18,5,18,14,103,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.593
2731,103,14,"jal",10,18,18,18,5,18,14,103,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.593
2732,103,14,"jal",10,18,18,18,5,18,14,103,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.593
2733,103,14,"jal",10,18,18,18,5,18,14,103,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.593
2734,103,14,"jal",10,18,18,18,5,18,14,103,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.593
2735,104,14,"jal",19,19,19,19,5,19,14,104,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.593
2736,104,14,"jal",19,19,19,19,5,19,14,104,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.593
2737,104,14,"jal",19,19,19,19,5,19,14,104,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.593
2738,104,14,"jal",19,19,19,19,5,19,14,104,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.593
2739,104,14,"jal",19,19,19,19,5,19,14,104,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.593
2740,104,14,"jal",19,19,19,19,5,19,14,104,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.593
2741,104,14,"jal",19,19,19,19,5,19,14,104,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.593
2742,105,14,"jal",5,1,1,1,3,1,14,105,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
2743,105,14,"jal",5,1,1,1,3,1,14,105,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
2744,105,14,"jal",5,1,1,1,3,1,14,105,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
2745,105,14,"jal",5,1,1,1,3,1,14,105,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
2746,105,14,"jal",5,1,1,1,3,1,14,105,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
2747,105,14,"jal",5,1,1,1,3,1,14,105,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
2748,106,14,"jal",8,15,15,15,8,15,14,106,3,8,8,8,8,6,8,6,8,0,0,0,0,1,0,1,15,1
2749,106,14,"jal",8,15,15,15,8,15,14,106,3,8,8,8,8,6,8,6,8,0,0,0,0,1,0,1,15,1
2750,106,14,"jal",8,15,15,15,8,15,14,106,3,8,8,8,8,6,8,6,8,0,0,0,0,1,0,1,15,1
2751,106,14,"jal",8,15,15,15,8,15,14,106,3,8,8,8,8,6,8,6,8,0,0,0,0,1,0,1,15,1
2752,106,14,"jal",8,15,15,15,8,15,14,106,3,8,8,8,8,6,8,6,8,0,0,0,0,1,0,1,15,1
2753,106,14,"jal",8,15,15,15,8,15,14,106,3,8,8,8,8,6,8,6,8,0,0,0,0,1,0,1,15,1
2754,106,14,"jal",8,15,15,15,8,15,14,106,3,8,8,8,8,6,8,6,8,0,0,0,0,1,0,1,15,1
2755,106,14,"jal",8,15,15,15,8,15,14,106,3,8,8,8,8,6,8,6,8,0,0,0,0,1,0,1,15,1
2756,106,14,"jal",8,15,15,15,8,15,14,106,3,8,8,8,8,6,8,6,8,0,0,0,0,1,0,1,15,1
2757,106,14,"jal",8,15,15,15,8,15,14,106,3,8,8,8,8,6,8,6,8,0,0,0,0,1,0,1,15,1
2758,106,14,"jal",8,15,15,15,8,15,14,106,3,8,8,8,8,6,8,6,8,0,0,0,0,1,0,1,15,1
2759,106,14,"jal",8,15,15,15,8,15,14,106,3,8,8,8,8,6,8,6,8,0,0,0,0,1,0,1,15,1
2760,106,14,"jal",8,15,15,15,8,15,14,106,3,8,8,8,8,6,8,6,8,0,0,0,0,1,0,1,15,1
2761,106,14,"jal",8,15,15,15,8,15,14,106,3,8,8,8,8,6,8,6,8,0,0,0,0,1,0,1,15,1
2762,107,14,"jal",10,18,18,18,5,18,14,107,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.593
2763,107,14,"jal",10,18,18,18,5,18,14,107,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.593
2764,107,14,"jal",10,18,18,18,5,18,14,107,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.593
2765,107,14,"jal",10,18,18,18,5,18,14,107,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.593
2766,107,14,"jal",10,18,18,18,5,18,14,107,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.593
2767,108,14,"jal",9,17,17,17,7,17,14,108,9,7,7,7,7,7,7,2,7,0,0,0,1,1,0,1,17,0.496
2768,108,14,"jal",9,17,17,17,7,17,14,108,9,7,7,7,7,7,7,2,7,0,0,0,1,1,0,1,17,0.496
2769,108,14,"jal",9,17,17,17,7,17,14,108,9,7,7,7,7,7,7,2,7,0,0,0,1,1,0,1,17,0.496
2770,108,14,"jal",9,17,17,17,7,17,14,108,9,7,7,7,7,7,7,2,7,0,0,0,1,1,0,1,17,0.496
2771,109,14,"jal",19,19,19,19,5,19,14,109,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.593
2772,109,14,"jal",19,19,19,19,5,19,14,109,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.593
2773,109,14,"jal",19,19,19,19,5,19,14,109,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.593
2774,109,14,"jal",19,19,19,19,5,19,14,109,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.593
2775,109,14,"jal",19,19,19,19,5,19,14,109,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.593
2776,109,14,"jal",19,19,19,19,5,19,14,109,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.593
2777,109,14,"jal",19,19,19,19,5,19,14,109,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.593
2778,109,14,"jal",19,19,19,19,5,19,14,109,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.593
2779,109,14,"jal",19,19,19,19,5,19,14,109,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.593
2780,109,14,"jal",19,19,19,19,5,19,14,109,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.593
2781,109,14,"jal",19,19,19,19,5,19,14,109,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.593
2782,109,14,"jal",19,19,19,19,5,19,14,109,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.593
2783,109,14,"jal",19,19,19,19,5,19,14,109,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.593
2784,109,14,"jal",19,19,19,19,5,19,14,109,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.593
2785,109,14,"jal",19,19,19,19,5,19,14,109,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.593
2786,109,14,"jal",19,19,19,19,5,19,14,109,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.593
2787,109,14,"jal",19,19,19,19,5,19,14,109,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.593
2788,109,14,"jal",19,19,19,19,5,19,14,109,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.593
2789,109,14,"jal",19,19,19,19,5,19,14,109,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.593
2790,109,14,"jal",19,19,19,19,5,19,14,109,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.593
2791,109,14,"jal",19,19,19,19,5,19,14,109,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.593
2792,109,14,"jal",19,19,19,19,5,19,14,109,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.593
2793,109,14,"jal",19,19,19,19,5,19,14,109,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.593
2794,110,14,"jal",6,2,2,2,9,2,14,110,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,1
2795,110,14,"jal",6,2,2,2,9,2,14,110,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,1
2796,110,14,"jal",6,2,2,2,9,2,14,110,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,1
2797,110,14,"jal",6,2,2,2,9,2,14,110,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,1
2798,110,14,"jal",6,2,2,2,9,2,14,110,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,1
2799,110,14,"jal",6,2,2,2,9,2,14,110,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,1
2800,110,14,"jal",6,2,2,2,9,2,14,110,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,1
2801,110,14,"jal",6,2,2,2,9,2,14,110,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,1
2802,110,14,"jal",6,2,2,2,9,2,14,110,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,1
2803,110,14,"jal",6,2,2,2,9,2,14,110,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,1
2804,111,14,"jal",10,18,18,18,4,18,14,111,6,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
2805,111,14,"jal",10,18,18,18,4,18,14,111,6,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
2806,111,14,"jal",10,18,18,18,4,18,14,111,6,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
2807,111,14,"jal",10,18,18,18,4,18,14,111,6,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
2808,111,14,"jal",10,18,18,18,4,18,14,111,6,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
2809,111,14,"jal",10,18,18,18,4,18,14,111,6,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
2810,111,14,"jal",10,18,18,18,4,18,14,111,6,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
2811,111,14,"jal",10,18,18,18,4,18,14,111,6,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
2812,111,14,"jal",10,18,18,18,4,18,14,111,6,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
2813,111,14,"jal",10,18,18,18,4,18,14,111,6,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
2814,111,14,"jal",10,18,18,18,4,18,14,111,6,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
2815,111,14,"jal",10,18,18,18,4,18,14,111,6,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
2816,112,14,"jal",7,3,3,3,1,3,14,112,2,1,1,1,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
2817,112,14,"jal",7,3,3,3,1,3,14,112,2,1,1,1,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
2818,112,14,"jal",7,3,3,3,1,3,14,112,2,1,1,1,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
2819,112,14,"jal",7,3,3,3,1,3,14,112,2,1,1,1,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
2820,112,14,"jal",7,3,3,3,1,3,14,112,2,1,1,1,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
2821,112,14,"jal",7,3,3,3,1,3,14,112,2,1,1,1,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
2822,112,14,"jal",7,3,3,3,1,3,14,112,2,1,1,1,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
2823,112,14,"jal",7,3,3,3,1,3,14,112,2,1,1,1,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
2824,113,14,"jal",19,19,17,19,7,17,14,113,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,17,0.496
2825,113,14,"jal",19,19,17,19,7,17,14,113,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,17,0.496
2826,113,14,"jal",19,19,17,19,7,17,14,113,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,17,0.496
2827,113,14,"jal",19,19,17,19,7,17,14,113,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,17,0.496
2828,113,14,"jal",19,19,17,19,7,17,14,113,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,17,0.496
2829,114,14,"jal",9,17,18,17,4,18,14,114,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.605
2830,114,14,"jal",9,17,18,17,4,18,14,114,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.605
2831,114,14,"jal",9,17,18,17,4,18,14,114,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.605
2832,114,14,"jal",9,17,18,17,4,18,14,114,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.605
2833,114,14,"jal",9,17,18,17,4,18,14,114,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.605
2834,114,14,"jal",9,17,18,17,4,18,14,114,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.605
2835,114,14,"jal",9,17,18,17,4,18,14,114,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.605
2836,114,14,"jal",9,17,18,17,4,18,14,114,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.605
2837,114,14,"jal",9,17,18,17,4,18,14,114,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.605
2838,114,14,"jal",9,17,18,17,4,18,14,114,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.605
2839,115,14,"jal",5,1,1,1,3,1,14,115,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
2840,115,14,"jal",5,1,1,1,3,1,14,115,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
2841,115,14,"jal",5,1,1,1,3,1,14,115,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
