"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc2012","edon.y","munn.y","escenario1","escenario2","escenario3","mc_clv1","pan_clv1","mc_clv2","pan_cnv2","prd_clv2","pri_clv2","esc1_mcCLV1","esc1_panCLV1","esc1_mcCLV1.1","esc2_mcCLV2","esc2_panCNV2","esc2_prdCLV2","esc2_priCLV2","SQ","dsiSQ_E3"
1,1,14,"jal",5,3,3,20,2,3,14,1,3,1,2,8,1,1,1,1,2,0,0,0,1,1,1,0,17,0.151
2,1,14,"jal",5,3,3,20,2,3,14,1,3,1,2,8,1,1,1,1,2,0,0,0,1,1,1,0,17,0.151
3,1,14,"jal",5,3,3,20,2,3,14,1,3,1,2,8,1,1,1,1,2,0,0,0,1,1,1,0,17,0.151
4,1,14,"jal",5,3,3,20,2,3,14,1,3,1,2,8,1,1,1,1,2,0,0,0,1,1,1,0,17,0.151
5,1,14,"jal",5,3,3,20,2,3,14,1,3,1,2,8,1,1,1,1,2,0,0,0,1,1,1,0,17,0.151
6,1,14,"jal",5,3,3,20,2,3,14,1,3,1,2,8,1,1,1,1,2,0,0,0,1,1,1,0,17,0.151
7,1,14,"jal",5,3,3,20,2,3,14,1,3,1,2,8,1,1,1,1,2,0,0,0,1,1,1,0,17,0.151
8,1,14,"jal",5,3,3,20,2,3,14,1,3,1,2,8,1,1,1,1,2,0,0,0,1,1,1,0,17,0.151
9,1,14,"jal",5,3,3,20,2,3,14,1,3,1,2,8,1,1,1,1,2,0,0,0,1,1,1,0,17,0.151
10,1,14,"jal",5,3,3,20,2,3,14,1,3,1,2,8,1,1,1,1,2,0,0,0,1,1,1,0,17,0.151
11,1,14,"jal",5,3,3,20,2,3,14,1,3,1,2,8,1,1,1,1,2,0,0,0,1,1,1,0,17,0.151
12,1,14,"jal",5,3,3,20,2,3,14,1,3,1,2,8,1,1,1,1,2,0,0,0,1,1,1,0,17,0.151
13,2,14,"jal",9,17,17,17,4,17,14,2,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.605
14,2,14,"jal",9,17,17,17,4,17,14,2,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.605
15,2,14,"jal",9,17,17,17,4,17,14,2,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.605
16,2,14,"jal",9,17,17,17,4,17,14,2,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.605
17,2,14,"jal",9,17,17,17,4,17,14,2,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.605
18,2,14,"jal",9,17,17,17,4,17,14,2,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.605
19,2,14,"jal",9,17,17,17,4,17,14,2,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.605
20,2,14,"jal",9,17,17,17,4,17,14,2,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.605
21,2,14,"jal",9,17,17,17,4,17,14,2,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.605
22,2,14,"jal",9,17,17,17,4,17,14,2,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.605
23,2,14,"jal",9,17,17,17,4,17,14,2,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.605
24,3,14,"jal",17,1,1,1,3,1,14,3,8,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
25,3,14,"jal",17,1,1,1,3,1,14,3,8,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
26,3,14,"jal",17,1,1,1,3,1,14,3,8,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
27,3,14,"jal",17,1,1,1,3,1,14,3,8,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
28,3,14,"jal",17,1,1,1,3,1,14,3,8,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
29,3,14,"jal",17,1,1,1,3,1,14,3,8,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
30,3,14,"jal",17,1,1,1,3,1,14,3,8,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
31,3,14,"jal",17,1,1,1,3,1,14,3,8,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
32,3,14,"jal",17,1,1,1,3,1,14,3,8,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
33,3,14,"jal",17,1,1,1,3,1,14,3,8,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
34,3,14,"jal",17,1,1,1,3,1,14,3,8,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
35,3,14,"jal",17,1,1,1,3,1,14,3,8,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
36,4,14,"jal",9,17,19,19,5,19,14,4,4,5,5,3,5,4,5,20,5,0,0,0,0,1,0,1,19,0.593
37,4,14,"jal",9,17,19,19,5,19,14,4,4,5,5,3,5,4,5,20,5,0,0,0,0,1,0,1,19,0.593
38,4,14,"jal",9,17,19,19,5,19,14,4,4,5,5,3,5,4,5,20,5,0,0,0,0,1,0,1,19,0.593
39,4,14,"jal",9,17,19,19,5,19,14,4,4,5,5,3,5,4,5,20,5,0,0,0,0,1,0,1,19,0.593
40,5,14,"jal",17,1,1,1,3,1,14,5,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
41,5,14,"jal",17,1,1,1,3,1,14,5,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
42,5,14,"jal",17,1,1,1,3,1,14,5,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
43,5,14,"jal",17,1,1,1,3,1,14,5,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
44,5,14,"jal",17,1,1,1,3,1,14,5,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
45,5,14,"jal",17,1,1,1,3,1,14,5,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
46,5,14,"jal",17,1,1,1,3,1,14,5,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
47,5,14,"jal",17,1,1,1,3,1,14,5,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
48,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
50,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
51,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
52,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
53,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
54,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
55,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
56,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
57,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
58,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
59,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
60,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
61,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
62,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
63,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
64,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
65,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
66,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
67,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
68,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
69,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
70,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
71,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
72,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
73,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
74,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
75,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
76,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
77,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
78,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
79,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
80,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
81,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
82,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
83,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
84,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
85,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
86,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
87,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
88,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
89,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
90,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
91,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
92,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
93,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.605
94,7,14,"jal",17,1,1,1,3,1,14,7,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
95,7,14,"jal",17,1,1,1,3,1,14,7,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
96,7,14,"jal",17,1,1,1,3,1,14,7,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
97,7,14,"jal",17,1,1,1,3,1,14,7,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
98,7,14,"jal",17,1,1,1,3,1,14,7,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
99,7,14,"jal",17,1,1,1,3,1,14,7,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
100,7,14,"jal",17,1,1,1,3,1,14,7,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
101,7,14,"jal",17,1,1,1,3,1,14,7,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
102,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
103,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
104,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
105,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
106,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
107,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
108,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
109,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
110,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
111,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
112,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
113,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
114,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
115,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
116,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
117,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
118,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
119,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
120,125,14,"jal",7,3,3,3,1,3,14,125,3,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
121,125,14,"jal",7,3,3,3,1,3,14,125,3,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
122,125,14,"jal",7,3,3,3,1,3,14,125,3,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
123,125,14,"jal",7,3,3,3,1,3,14,125,3,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
124,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
125,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
126,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
127,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
128,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
129,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
130,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
131,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
132,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
133,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
134,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
135,125,14,"jal",7,3,3,3,1,3,14,125,3,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
136,125,14,"jal",7,3,3,3,1,3,14,125,3,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
137,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
138,125,14,"jal",7,3,3,3,1,3,14,125,3,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.941
139,9,14,"jal",17,1,1,1,3,1,14,9,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
140,9,14,"jal",17,1,1,1,3,1,14,9,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
141,9,14,"jal",17,1,1,1,3,1,14,9,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
142,9,14,"jal",17,1,1,1,3,1,14,9,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
143,9,14,"jal",17,1,1,1,3,1,14,9,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.991
144,10,14,"jal",10,17,18,17,4,18,14,10,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.605
145,10,14,"jal",10,17,18,17,4,18,14,10,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.605
146,10,14,"jal",10,17,18,17,4,18,14,10,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.605
147,10,14,"jal",10,17,18,17,4,18,14,10,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.605
148,10,14,"jal",10,17,18,17,4,18,14,10,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.605
149,11,14,"jal",12,18,5,18,4,5,14,11,6,6,4,6,6,2,6,5,4,1,1,1,0,1,0,0,18,0.605
150,11,14,"jal",12,18,5,18,4,5,14,11,6,6,4,6,6,2,6,5,4,1,1,1,0,1,0,0,18,0.605
151,11,14,"jal",12,18,5,18,4,5,14,11,6,6,4,6,6,2,6,5,4,1,1,1,0,1,0,0,18,0.605
152,11,14,"jal",12,18,5,18,4,5,14,11,6,6,4,6,6,2,6,5,4,1,1,1,0,1,0,0,18,0.605
153,11,14,"jal",12,18,5,18,4,5,14,11,6,6,4,6,6,2,6,5,4,1,1,1,0,1,0,0,18,0.605
154,11,14,"jal",12,18,5,18,4,5,14,11,6,6,4,6,6,2,6,5,4,1,1,1,0,1,0,0,18,0.605
155,12,14,"jal",11,5,5,5,4,5,14,12,6,6,4,6,6,2,6,3,4,1,1,1,0,1,0,0,18,0.605
156,12,14,"jal",11,5,5,5,4,5,14,12,6,6,4,6,6,2,6,3,4,1,1,1,0,1,0,0,18,0.605
157,12,14,"jal",11,5,5,5,4,5,14,12,6,6,4,6,6,2,6,3,4,1,1,1,0,1,0,0,18,0.605
158,12,14,"jal",11,5,5,5,4,5,14,12,6,6,4,6,6,2,6,3,4,1,1,1,0,1,0,0,18,0.605
159,12,14,"jal",11,5,5,5,4,5,14,12,6,6,4,6,6,2,6,3,4,1,1,1,0,1,0,0,18,0.605
160,12,14,"jal",11,5,5,5,4,5,14,12,6,6,4,6,6,2,6,3,4,1,1,1,0,1,0,0,18,0.605
161,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,1
162,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,1
163,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,1
164,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,1
165,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,1
166,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,1
167,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,1
168,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,1
169,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,1
170,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,1
171,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,1
172,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,1
173,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,1
174,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,1
175,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,1
176,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,1
177,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,1
178,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,1
179,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,1
180,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,1
181,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,1
182,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,1
183,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,1
184,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,1
185,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,1
186,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,1
187,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,1
188,14,14,"jal",9,17,17,19,7,17,14,14,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,17,0.496
189,14,14,"jal",9,17,17,19,7,17,14,14,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,17,0.496
190,14,14,"jal",9,17,17,19,7,17,14,14,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,17,0.496
191,14,14,"jal",9,17,17,19,7,17,14,14,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,17,0.496
192,14,14,"jal",9,17,17,19,7,17,14,14,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,17,0.496
193,14,14,"jal",9,17,17,19,7,17,14,14,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,17,0.496
194,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
195,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
196,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
197,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
198,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
199,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
200,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
201,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
202,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
203,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
204,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
205,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
206,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
207,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
208,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
209,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
210,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
211,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
212,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
213,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
214,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
215,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
216,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
217,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.605
