"seccion","munn","edon","disloc2016","disloc2010","esc1","esc3","pobtot","SQ","dsi_pob"
1,1,10,3,16,3,3,513,3,1
2,1,10,3,16,3,3,1194,3,1
3,1,10,3,16,3,3,2958,3,1
4,1,10,3,16,3,3,1475,3,1
5,1,10,3,16,3,3,1301,3,1
6,1,10,3,16,3,3,2136,3,1
7,1,10,3,16,3,3,950,3,1
8,1,10,3,16,3,3,928,3,1
9,1,10,3,16,3,3,865,3,1
10,1,10,3,16,3,3,256,3,1
11,1,10,3,16,3,3,119,3,1
12,1,10,3,16,3,3,224,3,1
13,1,10,3,16,3,3,769,3,1
14,1,10,3,16,3,3,593,3,1
15,1,10,3,16,3,3,983,3,1
16,1,10,3,16,3,3,417,3,1
17,1,10,3,16,3,3,222,3,1
19,1,10,3,16,3,3,128,3,1
20,1,10,3,16,3,3,187,3,1
21,1,10,3,16,3,3,216,3,1
22,1,10,3,16,3,3,1292,3,1
23,1,10,3,16,3,3,667,3,1
24,1,10,3,16,3,3,407,3,1
25,1,10,3,16,3,3,780,3,1
26,1,10,3,16,3,3,1469,3,1
27,1,10,3,16,3,3,1260,3,1
28,1,10,3,16,3,3,886,3,1
29,1,10,3,16,3,3,1114,3,1
30,1,10,3,16,3,3,1286,3,1
31,1,10,3,16,3,3,892,3,1
32,1,10,3,16,3,3,492,3,1
33,1,10,3,16,3,3,278,3,1
34,1,10,3,16,3,3,312,3,1
35,1,10,3,16,3,3,404,3,1
36,1,10,3,16,3,3,115,3,1
37,1,10,3,16,3,3,1282,3,1
38,1,10,3,16,3,3,900,3,1
39,1,10,3,16,3,3,397,3,1
40,1,10,3,16,3,3,641,3,1
42,2,10,1,8,2,1,760,2,1
43,2,10,1,8,2,1,53,2,1
44,2,10,1,8,2,1,286,2,1
45,2,10,1,8,2,1,133,2,1
46,2,10,1,8,2,1,166,2,1
47,2,10,1,8,2,1,288,2,1
48,2,10,1,8,2,1,357,2,1
50,2,10,1,8,2,1,371,2,1
51,2,10,1,8,2,1,116,2,1
52,2,10,1,8,2,1,369,2,1
53,2,10,1,8,2,1,393,2,1
54,2,10,1,8,2,1,323,2,1
55,2,10,1,8,2,1,199,2,1
56,2,10,1,8,2,1,345,2,1
57,3,10,4,16,7,4,750,7,1
58,3,10,4,16,7,4,352,7,1
59,3,10,4,16,7,4,185,7,1
60,3,10,4,16,7,4,469,7,1
61,3,10,4,16,7,4,176,7,1
62,3,10,4,16,7,4,263,7,1
