"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc2012","cab","X","edon.y","munn.y","escenario1","escenario2","escenario3_jge","escenario3","mc_clv1","pan_iee1","pri_clv1","pan_clv2","prd_clv2","prd_cnv2","esc1_priCLV1","esc1_panIEE1","esc1_mcCLV1","esc2_panCLV2","esc2_prdCLV2","esc2_prdCNV2","SQ","dsiSQ_E1"
548,14,17,"mor",4,4,4,4,9,8,"puente de ixtla",548,17,14,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
549,14,17,"mor",4,4,4,4,9,8,"puente de ixtla",549,17,14,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
550,14,17,"mor",4,4,4,4,9,8,"puente de ixtla",550,17,14,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
551,14,17,"mor",4,4,4,4,9,8,"puente de ixtla",551,17,14,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
552,14,17,"mor",4,4,4,4,9,8,"puente de ixtla",552,17,14,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
553,14,17,"mor",4,4,4,4,9,8,"puente de ixtla",553,17,14,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
554,14,17,"mor",4,4,4,4,9,8,"puente de ixtla",554,17,14,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
555,15,17,"mor",4,4,4,4,5,8,"temixco",555,17,15,4,4,5,5,10,6,7,4,5,5,0,0,0,1,0,0,5,0.472
556,15,17,"mor",4,4,4,4,5,8,"temixco",556,17,15,4,4,5,5,10,6,7,4,5,5,0,0,0,1,0,0,5,0.472
557,15,17,"mor",4,4,4,4,5,8,"temixco",557,17,15,4,4,5,5,10,6,7,4,5,5,0,0,0,1,0,0,5,0.472
558,15,17,"mor",4,4,4,4,5,8,"temixco",558,17,15,4,4,5,5,10,6,7,4,5,5,0,0,0,1,0,0,5,0.472
559,15,17,"mor",4,4,4,4,5,8,"temixco",559,17,15,4,4,5,5,10,6,7,4,5,5,0,0,0,1,0,0,5,0.472
560,15,17,"mor",4,4,4,4,5,8,"temixco",560,17,15,4,4,5,5,10,6,7,4,5,5,0,0,0,1,0,0,5,0.472
561,15,17,"mor",4,4,4,4,5,8,"temixco",561,17,15,4,4,5,5,10,6,7,4,5,5,0,0,0,1,0,0,5,0.472
562,15,17,"mor",4,4,4,4,5,8,"temixco",562,17,15,4,4,5,5,10,6,7,4,5,5,0,0,0,1,0,0,5,0.472
563,15,17,"mor",4,4,4,4,5,8,"temixco",563,17,15,4,4,5,5,10,6,7,4,5,5,0,0,0,1,0,0,5,0.472
564,15,17,"mor",4,4,4,4,5,8,"temixco",564,17,15,4,4,5,5,10,6,7,4,5,5,0,0,0,1,0,0,5,0.472
565,15,17,"mor",4,4,4,4,5,8,"temixco",565,17,15,4,4,5,5,10,6,7,4,5,5,0,0,0,1,0,0,5,0.472
566,15,17,"mor",4,4,4,4,5,8,"temixco",566,17,15,4,4,5,5,10,6,7,4,5,5,0,0,0,1,0,0,5,0.472
567,15,17,"mor",4,4,4,4,5,8,"temixco",567,17,15,4,4,5,5,10,6,7,4,5,5,0,0,0,1,0,0,5,0.472
568,15,17,"mor",4,4,4,4,5,8,"temixco",568,17,15,4,4,5,5,10,6,7,4,5,5,0,0,0,1,0,0,5,0.472
569,16,17,"mor",3,3,3,5,4,17,"yecapixtla",569,17,16,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589
570,16,17,"mor",3,3,3,5,4,17,"yecapixtla",570,17,16,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589
571,16,17,"mor",3,3,3,5,4,17,"yecapixtla",571,17,16,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589
572,16,17,"mor",3,3,3,5,4,17,"yecapixtla",572,17,16,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589
573,16,17,"mor",3,3,3,5,4,17,"yecapixtla",573,17,16,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589
574,16,17,"mor",3,3,3,5,4,17,"yecapixtla",574,17,16,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589
575,16,17,"mor",3,3,3,5,4,17,"yecapixtla",575,17,16,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589
576,16,17,"mor",3,3,3,5,4,17,"yecapixtla",576,17,16,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589
577,16,17,"mor",3,3,3,5,4,17,"yecapixtla",577,17,16,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589
578,16,17,"mor",3,3,3,5,4,17,"yecapixtla",578,17,16,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589
579,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",579,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
580,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",580,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
581,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",581,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
582,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",582,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
583,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",583,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
584,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",584,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
585,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",585,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
586,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",586,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
587,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",587,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
588,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",588,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
589,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",589,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
590,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",590,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
591,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",591,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
592,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",592,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
593,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",593,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
594,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",594,17,17,1,1,1,1,10,6,1,2,1,1,1,0,0,0,1,1,9,0.467
595,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",595,17,17,1,1,1,1,10,6,1,2,1,1,1,0,0,0,1,1,9,0.467
596,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",596,17,17,1,1,1,1,10,6,1,2,1,1,1,0,0,0,1,1,9,0.467
597,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",597,17,17,1,1,1,1,10,6,1,2,1,1,1,0,0,0,1,1,9,0.467
598,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",598,17,17,1,1,1,1,10,6,1,2,1,1,1,0,0,0,1,1,9,0.467
599,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",599,17,17,1,1,1,1,10,6,1,2,1,1,1,0,0,0,1,1,9,0.467
600,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",600,17,17,1,1,1,1,10,6,1,2,1,1,1,0,0,0,1,1,9,0.467
601,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",601,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
602,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",602,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
603,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",603,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
604,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",604,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
605,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",605,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
606,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",606,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
607,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",607,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
608,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",608,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
609,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",609,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
610,17,17,"mor",4,4,4,4,9,9,"puente de ixtla",610,17,17,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
611,18,17,"mor",3,2,2,4,5,5,"temixco",611,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
612,7,17,"mor",3,2,1,1,2,4,"cuernavaca",612,17,7,10,10,9,9,4,3,7,10,9,9,0,0,0,1,0,0,4,0.342
613,18,17,"mor",3,2,2,4,5,5,"temixco",613,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
614,18,17,"mor",3,2,2,4,5,5,"temixco",614,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
615,18,17,"mor",3,2,2,4,5,5,"temixco",615,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
616,18,17,"mor",3,2,2,4,5,5,"temixco",616,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
617,18,17,"mor",3,2,2,4,5,5,"temixco",617,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
618,18,17,"mor",3,2,2,4,5,5,"temixco",618,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
619,18,17,"mor",3,2,2,4,5,5,"temixco",619,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
620,18,17,"mor",3,2,2,4,5,5,"temixco",620,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
621,18,17,"mor",3,2,2,4,5,5,"temixco",621,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
622,18,17,"mor",3,2,2,4,5,5,"temixco",622,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
623,18,17,"mor",3,2,2,4,5,5,"temixco",623,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
624,18,17,"mor",3,2,2,4,5,5,"temixco",624,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
625,18,17,"mor",3,2,2,4,5,5,"temixco",625,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
626,18,17,"mor",3,2,2,4,5,5,"temixco",626,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
627,18,17,"mor",3,2,2,4,5,5,"temixco",627,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
628,18,17,"mor",3,2,2,4,5,5,"temixco",628,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
629,18,17,"mor",3,2,2,4,5,5,"temixco",629,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
630,18,17,"mor",3,2,2,4,5,5,"temixco",630,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
631,18,17,"mor",3,2,2,4,5,5,"temixco",631,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
632,18,17,"mor",3,2,2,4,5,5,"temixco",632,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
633,18,17,"mor",3,2,2,4,5,5,"temixco",633,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
634,18,17,"mor",3,2,2,4,5,5,"temixco",634,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
635,18,17,"mor",3,2,2,4,5,5,"temixco",635,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
636,18,17,"mor",3,2,2,4,5,5,"temixco",636,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
637,18,17,"mor",3,2,2,4,5,5,"temixco",637,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
638,18,17,"mor",3,2,2,4,5,5,"temixco",638,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
639,18,17,"mor",3,2,2,4,5,5,"temixco",639,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
640,18,17,"mor",3,2,2,4,5,5,"temixco",640,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
641,18,17,"mor",3,2,2,4,5,5,"temixco",641,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
642,18,17,"mor",3,2,2,4,5,5,"temixco",642,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
643,18,17,"mor",3,2,2,4,5,5,"temixco",643,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
644,18,17,"mor",3,2,2,4,5,5,"temixco",644,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
645,18,17,"mor",3,2,2,4,5,5,"temixco",645,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
646,18,17,"mor",3,2,2,4,5,5,"temixco",646,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
647,18,17,"mor",3,2,2,4,5,5,"temixco",647,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
648,18,17,"mor",3,2,2,4,5,5,"temixco",648,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
649,18,17,"mor",3,2,2,4,5,5,"temixco",649,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
650,18,17,"mor",3,2,2,4,5,5,"temixco",650,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
651,18,17,"mor",3,2,2,4,5,5,"temixco",651,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
652,18,17,"mor",3,2,2,4,5,5,"temixco",652,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
653,18,17,"mor",3,2,2,4,5,5,"temixco",653,17,18,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472
654,19,17,"mor",2,3,5,3,11,18,"jojutla",654,17,19,2,2,2,2,11,9,3,3,2,2,0,0,0,0,1,1,18,0.487
655,19,17,"mor",2,3,5,3,11,18,"jojutla",655,17,19,2,2,2,2,11,9,3,3,2,2,0,0,0,0,1,1,18,0.487
656,19,17,"mor",2,3,5,3,11,18,"jojutla",656,17,19,2,2,2,2,11,9,3,3,2,2,0,0,0,0,1,1,18,0.487
657,19,17,"mor",2,3,5,3,11,18,"jojutla",657,17,19,2,2,2,2,11,9,3,3,2,2,0,0,0,0,1,1,18,0.487
658,19,17,"mor",2,3,5,3,11,18,"jojutla",658,17,19,2,2,2,2,11,9,3,3,2,2,0,0,0,0,1,1,18,0.487
659,19,17,"mor",2,3,5,3,11,18,"jojutla",659,17,19,2,2,2,2,11,9,3,3,2,2,0,0,0,0,1,1,18,0.487
660,19,17,"mor",2,3,5,3,11,18,"jojutla",660,17,19,2,2,2,2,11,9,3,3,2,2,0,0,0,0,1,1,18,0.487
661,19,17,"mor",2,3,5,3,11,18,"jojutla",661,17,19,2,2,2,2,11,9,3,3,2,2,0,0,0,0,1,1,18,0.487
662,19,17,"mor",2,3,5,3,11,18,"jojutla",662,17,19,2,2,2,2,11,9,3,3,2,2,0,0,0,0,1,1,18,0.487
663,19,17,"mor",2,3,5,3,11,18,"jojutla",663,17,19,2,2,2,2,11,9,3,3,2,2,0,0,0,0,1,1,18,0.487
664,19,17,"mor",2,3,5,3,11,18,"jojutla",664,17,19,2,2,2,2,11,9,3,3,2,2,0,0,0,0,1,1,18,0.487
665,19,17,"mor",2,3,5,3,11,18,"jojutla",665,17,19,2,2,2,2,11,9,3,3,2,2,0,0,0,0,1,1,18,0.487
666,19,17,"mor",2,3,5,3,11,18,"jojutla",666,17,19,2,2,2,2,11,9,3,3,2,2,0,0,0,0,1,1,18,0.487
667,19,17,"mor",2,3,5,3,11,18,"jojutla",667,17,19,2,2,2,2,11,9,3,3,2,2,0,0,0,0,1,1,18,0.487
668,19,17,"mor",2,3,5,3,11,18,"jojutla",668,17,19,2,2,2,2,11,9,3,3,2,2,0,0,0,0,1,1,18,0.487
669,19,17,"mor",2,3,5,3,11,18,"jojutla",669,17,19,2,2,2,2,11,9,3,3,2,2,0,0,0,0,1,1,18,0.487
670,20,17,"mor",3,2,3,5,3,12,"tepoztlán",670,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,4,0.171
671,20,17,"mor",3,2,3,5,3,12,"tepoztlán",671,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,4,0.171
672,20,17,"mor",3,2,3,5,3,12,"tepoztlán",672,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,4,0.171
673,20,17,"mor",3,2,3,5,3,12,"tepoztlán",673,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,4,0.171
674,20,17,"mor",3,2,3,5,3,12,"tepoztlán",674,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,4,0.171
675,20,17,"mor",3,2,3,5,3,12,"tepoztlán",675,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,4,0.171
676,20,17,"mor",3,2,3,5,3,12,"tepoztlán",676,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,4,0.171
677,20,17,"mor",3,2,3,5,3,12,"tepoztlán",677,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,4,0.171
678,20,17,"mor",3,2,3,5,3,12,"tepoztlán",678,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,4,0.171
679,20,17,"mor",3,2,3,5,3,12,"tepoztlán",679,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,4,0.171
680,20,17,"mor",3,2,3,5,3,12,"tepoztlán",680,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,4,0.171
681,20,17,"mor",3,2,3,5,3,12,"tepoztlán",681,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,4,0.171
682,20,17,"mor",3,2,3,5,3,12,"tepoztlán",682,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,4,0.171
683,20,17,"mor",3,2,3,5,3,12,"tepoztlán",683,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,4,0.171
684,20,17,"mor",3,2,3,5,3,12,"tepoztlán",684,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,4,0.171
685,20,17,"mor",3,2,3,5,3,12,"tepoztlán",685,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,4,0.171
686,20,17,"mor",3,2,3,5,3,12,"tepoztlán",686,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,4,0.171
687,20,17,"mor",3,2,3,5,3,12,"tepoztlán",687,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,4,0.171
688,20,17,"mor",3,2,3,5,3,12,"tepoztlán",688,17,20,9,9,10,10,7,12,8,7,10,10,0,0,0,0,0,0,4,0.171
689,21,17,"mor",4,4,4,4,9,8,"puente de ixtla",689,17,21,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
690,21,17,"mor",4,4,4,4,9,8,"puente de ixtla",690,17,21,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
691,21,17,"mor",4,4,4,4,9,8,"puente de ixtla",691,17,21,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
692,21,17,"mor",4,4,4,4,9,8,"puente de ixtla",692,17,21,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
693,21,17,"mor",4,4,4,4,9,8,"puente de ixtla",693,17,21,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
694,21,17,"mor",4,4,4,4,9,8,"puente de ixtla",694,17,21,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,9,0.467
695,22,17,"mor",3,3,3,5,4,17,"yecapixtla",695,17,22,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589
696,22,17,"mor",3,3,3,5,4,17,"yecapixtla",696,17,22,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589
697,22,17,"mor",3,3,3,5,4,17,"yecapixtla",697,17,22,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589
698,22,17,"mor",3,3,3,5,4,17,"yecapixtla",698,17,22,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589
699,22,17,"mor",3,3,3,5,4,17,"yecapixtla",699,17,22,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589
700,22,17,"mor",3,3,3,5,4,17,"yecapixtla",700,17,22,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589
701,22,17,"mor",3,3,3,5,4,17,"yecapixtla",701,17,22,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589
702,22,17,"mor",3,3,3,5,4,17,"yecapixtla",702,17,22,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589
703,23,17,"mor",3,2,3,5,3,13,"tepoztlán",703,17,23,9,9,10,10,12,11,2,7,10,10,0,0,0,0,0,0,4,0.171
704,23,17,"mor",3,2,3,5,3,13,"tepoztlán",704,17,23,9,9,10,10,12,11,2,7,10,10,0,0,0,0,0,0,4,0.171
705,23,17,"mor",3,2,3,5,3,13,"tepoztlán",705,17,23,9,9,10,10,12,11,2,7,10,10,0,0,0,0,0,0,4,0.171
706,23,17,"mor",3,2,3,5,3,13,"tepoztlán",706,17,23,9,9,10,10,12,11,2,7,10,10,0,0,0,0,0,0,4,0.171
707,24,17,"mor",4,4,5,3,10,10,"ayala",707,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568
708,24,17,"mor",4,4,5,3,10,10,"ayala",708,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568
709,24,17,"mor",4,4,5,3,10,10,"ayala",709,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568
710,24,17,"mor",4,4,5,3,10,10,"ayala",710,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568
711,24,17,"mor",4,4,5,3,10,10,"ayala",711,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568
712,24,17,"mor",4,4,5,3,10,10,"ayala",712,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568
713,24,17,"mor",4,4,5,3,10,10,"ayala",713,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568
714,24,17,"mor",4,4,5,3,10,10,"ayala",714,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568
715,24,17,"mor",4,4,5,3,10,10,"ayala",715,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568
716,24,17,"mor",4,4,5,3,10,10,"ayala",716,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568
717,24,17,"mor",4,4,5,3,10,10,"ayala",717,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568
718,24,17,"mor",4,4,5,3,10,10,"ayala",718,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568
719,24,17,"mor",4,4,5,3,10,10,"ayala",719,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568
720,24,17,"mor",4,4,5,3,10,10,"ayala",720,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568
721,24,17,"mor",4,4,5,3,10,10,"ayala",721,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568
722,24,17,"mor",4,4,5,3,10,10,"ayala",722,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568
723,24,17,"mor",4,4,5,3,10,10,"ayala",723,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568
724,24,17,"mor",4,4,5,3,10,10,"ayala",724,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568
725,24,17,"mor",4,4,5,3,10,10,"ayala",725,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568
726,24,17,"mor",4,4,5,3,10,10,"ayala",726,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568
727,24,17,"mor",4,4,5,3,10,10,"ayala",727,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568
728,24,17,"mor",4,4,5,3,10,10,"ayala",728,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568
729,24,17,"mor",4,4,5,3,10,10,"ayala",729,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568
730,24,17,"mor",4,4,5,3,10,10,"ayala",730,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568
731,24,17,"mor",4,4,5,3,10,10,"ayala",731,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568
732,24,17,"mor",4,4,5,3,10,10,"ayala",732,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568
733,24,17,"mor",4,4,5,3,10,10,"ayala",733,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568
734,25,17,"mor",4,4,4,4,11,11,"jojutla",734,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,18,0.487
735,25,17,"mor",4,4,4,4,11,11,"jojutla",735,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,18,0.487
736,25,17,"mor",4,4,4,4,11,11,"jojutla",736,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,18,0.487
