"seccion","munn","edo","edon","disloc2016","disloc2013","pobtot","esc1","esc3jge","SQ","dsi_pob"
889,47,"hgo",13,16,1,753,13,16,1,0.224172170977973
890,47,"hgo",13,16,1,932,13,16,1,0.224172170977973
891,47,"hgo",13,16,1,887,13,16,1,0.224172170977973
892,47,"hgo",13,16,1,408,13,16,1,0.224172170977973
893,47,"hgo",13,16,1,297,13,16,1,0.224172170977973
894,47,"hgo",13,16,2,669,13,16,1,0.224172170977973
895,47,"hgo",13,16,2,987,13,16,1,0.224172170977973
896,47,"hgo",13,16,2,853,13,16,1,0.224172170977973
897,47,"hgo",13,16,2,1756,13,16,1,0.224172170977973
898,47,"hgo",13,16,2,1804,13,16,1,0.224172170977973
899,47,"hgo",13,16,2,1182,13,16,1,0.224172170977973
900,47,"hgo",13,16,2,2096,13,16,1,0.224172170977973
901,47,"hgo",13,16,2,918,13,16,1,0.224172170977973
902,47,"hgo",13,16,2,1347,13,16,1,0.224172170977973
903,47,"hgo",13,16,2,964,13,16,1,0.224172170977973
904,47,"hgo",13,16,2,1035,13,16,1,0.224172170977973
905,47,"hgo",13,16,1,660,13,16,1,0.224172170977973
906,47,"hgo",13,16,1,535,13,16,1,0.224172170977973
907,47,"hgo",13,16,1,720,13,16,1,0.224172170977973
908,47,"hgo",13,16,1,699,13,16,1,0.224172170977973
909,47,"hgo",13,16,1,1651,13,16,1,0.224172170977973
910,47,"hgo",13,16,1,1538,13,16,1,0.224172170977973
911,47,"hgo",13,16,1,2359,13,16,1,0.224172170977973
912,47,"hgo",13,15,1,2005,12,15,1,0.393723163982031
913,47,"hgo",13,15,1,2320,12,15,1,0.393723163982031
914,47,"hgo",13,15,1,2978,12,15,1,0.393723163982031
915,47,"hgo",13,15,1,2117,12,15,1,0.393723163982031
916,47,"hgo",13,15,1,2136,12,15,1,0.393723163982031
917,47,"hgo",13,15,1,14618,12,15,1,0.393723163982031
918,47,"hgo",13,16,1,3163,13,16,1,0.224172170977973
919,47,"hgo",13,16,1,2655,13,16,1,0.224172170977973
920,47,"hgo",13,16,1,1194,13,16,1,0.224172170977973
921,47,"hgo",13,16,2,1176,13,16,1,0.224172170977973
922,47,"hgo",13,16,2,1871,13,16,1,0.224172170977973
923,47,"hgo",13,16,2,1627,13,16,1,0.224172170977973
924,47,"hgo",13,16,2,996,13,16,1,0.224172170977973
925,47,"hgo",13,16,2,1136,13,16,1,0.224172170977973
926,47,"hgo",13,16,2,700,13,16,1,0.224172170977973
927,47,"hgo",13,16,2,635,13,16,1,0.224172170977973
928,47,"hgo",13,16,2,1426,13,16,1,0.224172170977973
929,40,"hgo",13,12,2,1345,15,12,2,0.463856353164019
930,47,"hgo",13,16,2,3030,13,16,1,0.224172170977973
931,47,"hgo",13,16,2,1617,13,16,1,0.224172170977973
932,47,"hgo",13,16,2,3462,13,16,1,0.224172170977973
933,47,"hgo",13,16,2,3427,13,16,1,0.224172170977973
934,47,"hgo",13,16,2,11313,13,16,1,0.224172170977973
935,47,"hgo",13,16,2,6270,13,16,1,0.224172170977973
936,47,"hgo",13,16,2,1023,13,16,1,0.224172170977973
937,40,"hgo",13,12,2,824,15,12,2,0.463856353164019
938,40,"hgo",13,12,2,810,15,12,2,0.463856353164019
939,47,"hgo",13,15,2,3633,12,15,1,0.393723163982031
940,47,"hgo",13,15,1,3433,12,15,1,0.393723163982031
941,47,"hgo",13,15,1,810,12,15,1,0.393723163982031
942,47,"hgo",13,15,1,1343,12,15,1,0.393723163982031
943,47,"hgo",13,15,2,1056,12,15,1,0.393723163982031
944,47,"hgo",13,15,1,2740,12,15,1,0.393723163982031
945,47,"hgo",13,15,2,758,12,15,1,0.393723163982031
946,47,"hgo",13,15,2,1042,12,15,1,0.393723163982031
947,47,"hgo",13,15,2,900,12,15,1,0.393723163982031
948,47,"hgo",13,15,2,4378,12,15,1,0.393723163982031
949,47,"hgo",13,15,2,1267,12,15,1,0.393723163982031
950,47,"hgo",13,15,2,1372,12,15,1,0.393723163982031
951,47,"hgo",13,15,2,4166,12,15,1,0.393723163982031
952,47,"hgo",13,15,2,4726,12,15,1,0.393723163982031
953,47,"hgo",13,15,2,2148,12,15,1,0.393723163982031
954,47,"hgo",13,15,1,8829,12,15,1,0.393723163982031
955,47,"hgo",13,15,2,5535,12,15,1,0.393723163982031
956,47,"hgo",13,16,1,3699,13,16,1,0.224172170977973
957,47,"hgo",13,15,1,6427,12,15,1,0.393723163982031
958,47,"hgo",13,15,1,3724,12,15,1,0.393723163982031
959,47,"hgo",13,15,1,5037,12,15,1,0.393723163982031
960,47,"hgo",13,15,2,6230,12,15,1,0.393723163982031
961,47,"hgo",13,15,2,1672,12,15,1,0.393723163982031
962,48,"hgo",13,9,17,3256,11,9,17,0.433162932347183
963,48,"hgo",13,9,17,1066,11,9,17,0.433162932347183
964,48,"hgo",13,9,17,662,11,9,17,0.433162932347183
965,48,"hgo",13,9,17,500,11,9,17,0.433162932347183
966,48,"hgo",13,9,17,911,11,9,17,0.433162932347183
967,48,"hgo",13,9,17,2061,11,9,17,0.433162932347183
968,48,"hgo",13,9,17,215,11,9,17,0.433162932347183
969,48,"hgo",13,9,17,426,11,9,17,0.433162932347183
970,48,"hgo",13,9,17,1517,11,9,17,0.433162932347183
971,48,"hgo",13,9,17,676,11,9,17,0.433162932347183
972,48,"hgo",13,9,17,1998,11,9,17,0.433162932347183
973,48,"hgo",13,9,17,658,11,9,17,0.433162932347183
974,48,"hgo",13,9,17,655,11,9,17,0.433162932347183
975,48,"hgo",13,9,17,505,11,9,17,0.433162932347183
976,48,"hgo",13,9,17,682,11,9,17,0.433162932347183
977,48,"hgo",13,9,17,393,11,9,17,0.433162932347183
978,48,"hgo",13,9,17,853,11,9,17,0.433162932347183
979,48,"hgo",13,9,17,337,11,9,17,0.433162932347183
980,48,"hgo",13,9,17,301,11,9,17,0.433162932347183
981,48,"hgo",13,9,17,572,11,9,17,0.433162932347183
982,49,"hgo",13,3,14,1927,9,3,14,0.221011134840365
983,49,"hgo",13,3,14,3131,9,3,14,0.221011134840365
984,49,"hgo",13,3,14,1606,9,3,14,0.221011134840365
985,49,"hgo",13,3,14,1291,9,3,14,0.221011134840365
986,49,"hgo",13,3,14,1770,9,3,14,0.221011134840365
987,49,"hgo",13,3,14,2574,9,3,14,0.221011134840365
988,49,"hgo",13,3,14,3019,9,3,14,0.221011134840365
989,49,"hgo",13,3,14,675,9,3,14,0.221011134840365
990,49,"hgo",13,3,14,1036,9,3,14,0.221011134840365
991,49,"hgo",13,3,14,3314,9,3,14,0.221011134840365
992,49,"hgo",13,3,14,1928,9,3,14,0.221011134840365
993,49,"hgo",13,3,14,850,9,3,14,0.221011134840365
994,50,"hgo",13,8,9,2631,1,8,9,0.22602435987
995,50,"hgo",13,8,9,333,1,8,9,0.22602435987
996,50,"hgo",13,8,9,1393,1,8,9,0.22602435987
997,50,"hgo",13,8,9,999,1,8,9,0.22602435987
998,50,"hgo",13,8,9,221,1,8,9,0.22602435987
999,50,"hgo",13,8,9,492,1,8,9,0.22602435987
1000,50,"hgo",13,8,9,596,1,8,9,0.22602435987
1001,50,"hgo",13,8,9,656,1,8,9,0.22602435987
1002,50,"hgo",13,8,9,597,1,8,9,0.22602435987
1003,50,"hgo",13,8,9,136,1,8,9,0.22602435987
1004,50,"hgo",13,8,9,364,1,8,9,0.22602435987
1005,50,"hgo",13,8,9,532,1,8,9,0.22602435987
1006,50,"hgo",13,8,9,322,1,8,9,0.22602435987
1007,50,"hgo",13,8,9,171,1,8,9,0.22602435987
1008,51,"hgo",13,3,1,2855,2,3,14,0.221011134840365
1009,51,"hgo",13,3,1,2348,2,3,14,0.221011134840365
1010,51,"hgo",13,3,1,3232,2,3,14,0.221011134840365
1011,51,"hgo",13,3,1,2936,2,3,14,0.221011134840365
1012,51,"hgo",13,3,1,757,2,3,14,0.221011134840365
1013,51,"hgo",13,3,1,2393,2,3,14,0.221011134840365
1014,51,"hgo",13,3,1,2180,2,3,14,0.221011134840365
1015,51,"hgo",13,3,1,2216,2,3,14,0.221011134840365
1016,51,"hgo",13,3,1,3204,2,3,14,0.221011134840365
1017,51,"hgo",13,3,1,1135,2,3,14,0.221011134840365
1018,51,"hgo",13,3,1,383,2,3,14,0.221011134840365
1019,51,"hgo",13,3,1,556,2,3,14,0.221011134840365
1020,51,"hgo",13,3,1,2116,2,3,14,0.221011134840365
1021,51,"hgo",13,3,1,1099,2,3,14,0.221011134840365
1022,51,"hgo",13,3,1,827,2,3,14,0.221011134840365
1023,51,"hgo",13,3,1,989,2,3,14,0.221011134840365
1024,51,"hgo",13,3,1,1945,2,3,14,0.221011134840365
1025,51,"hgo",13,3,1,1021,2,3,14,0.221011134840365
1026,52,"hgo",13,1,10,2186,8,1,10,0.442706274669176
1027,52,"hgo",13,1,10,3635,8,1,10,0.442706274669176
1028,52,"hgo",13,1,10,514,8,1,10,0.442706274669176
1029,52,"hgo",13,1,10,631,8,1,10,0.442706274669176
1030,52,"hgo",13,1,10,1378,8,1,10,0.442706274669176
1031,52,"hgo",13,1,10,1535,8,1,10,0.442706274669176
1032,52,"hgo",13,1,10,1129,8,1,10,0.442706274669176
1033,52,"hgo",13,1,10,528,8,1,10,0.442706274669176
1034,52,"hgo",13,1,10,917,8,1,10,0.442706274669176
1035,52,"hgo",13,1,10,511,8,1,10,0.442706274669176
1036,52,"hgo",13,1,10,1537,8,1,10,0.442706274669176
1037,52,"hgo",13,1,10,1070,8,1,10,0.442706274669176
1038,52,"hgo",13,1,10,400,8,1,10,0.442706274669176
1039,52,"hgo",13,1,10,1546,8,1,10,0.442706274669176
1040,52,"hgo",13,1,10,267,8,1,10,0.442706274669176
1041,52,"hgo",13,1,10,305,8,1,10,0.442706274669176
1042,52,"hgo",13,1,10,233,8,1,10,0.442706274669176
1043,53,"hgo",13,7,13,1333,16,7,13,0.327451216770549
1044,53,"hgo",13,7,13,4293,16,7,13,0.327451216770549
1045,53,"hgo",13,7,13,2852,16,7,13,0.327451216770549
1046,53,"hgo",13,7,13,1278,16,7,13,0.327451216770549
1047,53,"hgo",13,7,13,845,16,7,13,0.327451216770549
1048,53,"hgo",13,7,13,1878,16,7,13,0.327451216770549
1049,53,"hgo",13,7,13,1077,16,7,13,0.327451216770549
1050,53,"hgo",13,7,13,1150,16,7,13,0.327451216770549
1051,53,"hgo",13,7,13,1383,16,7,13,0.327451216770549
1052,53,"hgo",13,7,13,764,16,7,13,0.327451216770549
1053,53,"hgo",13,7,13,1229,16,7,13,0.327451216770549
1054,53,"hgo",13,7,13,507,16,7,13,0.327451216770549
1055,53,"hgo",13,7,13,2430,16,7,13,0.327451216770549
1056,53,"hgo",13,7,13,1394,16,7,13,0.327451216770549
1057,53,"hgo",13,7,13,1021,16,7,13,0.327451216770549
1058,53,"hgo",13,7,13,806,16,7,13,0.327451216770549
1059,53,"hgo",13,7,13,1679,16,7,13,0.327451216770549
1060,53,"hgo",13,7,13,2270,16,7,13,0.327451216770549
1061,53,"hgo",13,7,13,3700,16,7,13,0.327451216770549
1062,53,"hgo",13,7,13,3424,16,7,13,0.327451216770549
1063,53,"hgo",13,7,13,1620,16,7,13,0.327451216770549
1064,53,"hgo",13,7,13,694,16,7,13,0.327451216770549
1065,53,"hgo",13,7,13,662,16,7,13,0.327451216770549
1066,53,"hgo",13,7,13,836,16,7,13,0.327451216770549
1067,54,"hgo",13,2,14,2272,2,2,14,0.605985157862381
1068,54,"hgo",13,2,14,2304,2,2,14,0.605985157862381
1069,54,"hgo",13,2,14,411,2,2,14,0.605985157862381
1070,54,"hgo",13,2,14,2000,2,2,14,0.605985157862381
1071,54,"hgo",13,2,14,737,2,2,14,0.605985157862381
1072,54,"hgo",13,2,14,1336,2,2,14,0.605985157862381
1073,54,"hgo",13,2,14,1089,2,2,14,0.605985157862381
1074,54,"hgo",13,2,14,2006,2,2,14,0.605985157862381
1075,54,"hgo",13,2,14,220,2,2,14,0.605985157862381
1076,54,"hgo",13,2,14,798,2,2,14,0.605985157862381
1077,54,"hgo",13,2,14,1133,2,2,14,0.605985157862381
1078,54,"hgo",13,2,14,1166,2,2,14,0.605985157862381
1079,54,"hgo",13,2,14,2734,2,2,14,0.605985157862381
1080,54,"hgo",13,2,14,753,2,2,14,0.605985157862381
1081,54,"hgo",13,2,14,1764,2,2,14,0.605985157862381
1082,54,"hgo",13,2,14,596,2,2,14,0.605985157862381
1083,54,"hgo",13,2,14,173,2,2,14,0.605985157862381
1084,54,"hgo",13,2,14,799,2,2,14,0.605985157862381
1085,54,"hgo",13,2,14,2568,2,2,14,0.605985157862381
1086,54,"hgo",13,2,14,2468,2,2,14,0.605985157862381
1087,54,"hgo",13,2,14,1547,2,2,14,0.605985157862381
1088,54,"hgo",13,2,14,923,2,2,14,0.605985157862381
1089,54,"hgo",13,2,14,1083,2,2,14,0.605985157862381
1090,54,"hgo",13,2,14,2191,2,2,14,0.605985157862381
1091,55,"hgo",13,18,14,2223,18,18,16,0.742729497641092
1092,55,"hgo",13,18,14,284,18,18,16,0.742729497641092
1093,55,"hgo",13,18,14,193,18,18,16,0.742729497641092
1094,55,"hgo",13,18,14,667,18,18,16,0.742729497641092
1095,55,"hgo",13,18,14,178,18,18,16,0.742729497641092
1096,55,"hgo",13,18,14,501,18,18,16,0.742729497641092
1097,55,"hgo",13,18,14,884,18,18,16,0.742729497641092
1098,55,"hgo",13,18,14,450,18,18,16,0.742729497641092
1099,55,"hgo",13,18,14,2980,18,18,16,0.742729497641092
1100,55,"hgo",13,18,14,1714,18,18,16,0.742729497641092
1101,55,"hgo",13,18,14,501,18,18,16,0.742729497641092
1102,55,"hgo",13,18,14,591,18,18,16,0.742729497641092
1103,55,"hgo",13,18,14,422,18,18,16,0.742729497641092
1104,55,"hgo",13,18,14,400,18,18,16,0.742729497641092
1105,55,"hgo",13,18,14,785,18,18,16,0.742729497641092
1106,55,"hgo",13,18,14,405,18,18,16,0.742729497641092
1107,55,"hgo",13,18,14,928,18,18,16,0.742729497641092
1108,55,"hgo",13,18,14,920,18,18,16,0.742729497641092
1109,55,"hgo",13,18,14,1059,18,18,16,0.742729497641092
1110,56,"hgo",13,5,3,4371,5,5,11,0.286529469384738
1111,56,"hgo",13,5,3,2359,5,5,11,0.286529469384738
1112,56,"hgo",13,5,3,2606,5,5,11,0.286529469384738
1113,56,"hgo",13,5,3,2428,5,5,11,0.286529469384738
1114,56,"hgo",13,5,3,6251,5,5,11,0.286529469384738
1115,56,"hgo",13,5,3,357,5,5,11,0.286529469384738
1116,56,"hgo",13,5,3,7521,5,5,11,0.286529469384738
1117,56,"hgo",13,5,3,3076,5,5,11,0.286529469384738
1118,56,"hgo",13,5,3,2778,5,5,11,0.286529469384738
1119,56,"hgo",13,5,3,576,5,5,11,0.286529469384738
1120,56,"hgo",13,5,3,834,5,5,11,0.286529469384738
1121,57,"hgo",13,5,3,4162,7,5,11,0.286529469384738
1122,57,"hgo",13,5,3,1362,7,5,11,0.286529469384738
1123,57,"hgo",13,5,3,1508,7,5,11,0.286529469384738
1124,57,"hgo",13,5,3,1175,7,5,11,0.286529469384738
1125,57,"hgo",13,5,3,2225,7,5,11,0.286529469384738
1126,57,"hgo",13,5,3,1178,7,5,11,0.286529469384738
1127,57,"hgo",13,5,3,510,7,5,11,0.286529469384738
1128,57,"hgo",13,5,3,677,7,5,11,0.286529469384738
1129,57,"hgo",13,5,3,842,7,5,11,0.286529469384738
1130,57,"hgo",13,5,3,864,7,5,11,0.286529469384738
1131,57,"hgo",13,5,3,656,7,5,11,0.286529469384738
1132,58,"hgo",13,4,7,750,6,4,6,0.700472298978972
1133,58,"hgo",13,4,7,2131,6,4,6,0.700472298978972
1134,58,"hgo",13,4,7,1970,6,4,6,0.700472298978972
1135,58,"hgo",13,4,7,429,6,4,6,0.700472298978972
1136,58,"hgo",13,4,7,87,6,4,6,0.700472298978972
1137,58,"hgo",13,4,7,943,6,4,6,0.700472298978972
1138,58,"hgo",13,4,7,860,6,4,6,0.700472298978972
1139,58,"hgo",13,4,7,424,6,4,6,0.700472298978972
1140,58,"hgo",13,4,7,114,6,4,6,0.700472298978972
1141,58,"hgo",13,4,7,322,6,4,6,0.700472298978972
1142,58,"hgo",13,4,7,575,6,4,6,0.700472298978972
1143,58,"hgo",13,4,7,345,6,4,6,0.700472298978972
1144,58,"hgo",13,4,7,538,6,4,6,0.700472298978972
1145,58,"hgo",13,4,7,215,6,4,6,0.700472298978972
1146,58,"hgo",13,4,7,994,6,4,6,0.700472298978972
1147,58,"hgo",13,4,7,830,6,4,6,0.700472298978972
1148,58,"hgo",13,4,7,621,6,4,6,0.700472298978972
1149,58,"hgo",13,4,7,887,6,4,6,0.700472298978972
1150,58,"hgo",13,4,7,1603,6,4,6,0.700472298978972
1151,58,"hgo",13,4,7,1799,6,4,6,0.700472298978972
1152,59,"hgo",13,4,6,3502,6,4,6,0.700472298978972
1153,59,"hgo",13,4,6,3115,6,4,6,0.700472298978972
1154,59,"hgo",13,4,6,849,6,4,6,0.700472298978972
1155,59,"hgo",13,4,6,835,6,4,6,0.700472298978972
1156,59,"hgo",13,4,6,791,6,4,6,0.700472298978972
1157,59,"hgo",13,4,6,2174,6,4,6,0.700472298978972
1158,59,"hgo",13,4,6,1270,6,4,6,0.700472298978972
1159,59,"hgo",13,4,6,2600,6,4,6,0.700472298978972
1160,59,"hgo",13,4,6,1539,6,4,6,0.700472298978972
1161,59,"hgo",13,4,6,1927,6,4,6,0.700472298978972
1162,59,"hgo",13,4,6,2653,6,4,6,0.700472298978972
1163,59,"hgo",13,4,6,2132,6,4,6,0.700472298978972
1164,59,"hgo",13,4,6,546,6,4,6,0.700472298978972
1165,59,"hgo",13,4,6,688,6,4,6,0.700472298978972
1166,59,"hgo",13,4,6,412,6,4,6,0.700472298978972
1167,59,"hgo",13,4,6,380,6,4,6,0.700472298978972
1168,59,"hgo",13,4,6,519,6,4,6,0.700472298978972
1169,59,"hgo",13,4,6,215,6,4,6,0.700472298978972
1170,59,"hgo",13,4,6,1367,6,4,6,0.700472298978972
1171,59,"hgo",13,4,6,1768,6,4,6,0.700472298978972
1172,59,"hgo",13,4,6,328,6,4,6,0.700472298978972
1173,59,"hgo",13,4,6,1508,6,4,6,0.700472298978972
1174,59,"hgo",13,4,6,2758,6,4,6,0.700472298978972
1175,59,"hgo",13,4,6,1037,6,4,6,0.700472298978972
1176,59,"hgo",13,4,6,307,6,4,6,0.700472298978972
1177,60,"hgo",13,1,10,1105,8,1,10,0.442706274669176
1178,60,"hgo",13,1,10,3432,8,1,10,0.442706274669176
1179,60,"hgo",13,1,10,518,8,1,10,0.442706274669176
1180,60,"hgo",13,1,10,2341,8,1,10,0.442706274669176
1181,60,"hgo",13,1,10,1063,8,1,10,0.442706274669176
1182,60,"hgo",13,1,10,611,8,1,10,0.442706274669176
1183,60,"hgo",13,1,10,1482,8,1,10,0.442706274669176
1184,60,"hgo",13,1,10,442,8,1,10,0.442706274669176
1185,60,"hgo",13,1,10,848,8,1,10,0.442706274669176
1186,60,"hgo",13,1,10,668,8,1,10,0.442706274669176
1187,60,"hgo",13,1,10,805,8,1,10,0.442706274669176
1188,60,"hgo",13,1,10,1368,8,1,10,0.442706274669176
1189,60,"hgo",13,1,10,1238,8,1,10,0.442706274669176
1190,60,"hgo",13,1,10,1661,8,1,10,0.442706274669176
1191,61,"hgo",13,5,11,2554,7,5,11,0.286529469384738
1192,61,"hgo",13,5,11,2223,7,5,11,0.286529469384738
1193,61,"hgo",13,5,11,1800,7,5,11,0.286529469384738
1194,61,"hgo",13,5,11,868,7,5,11,0.286529469384738
1195,61,"hgo",13,5,11,1020,7,5,11,0.286529469384738
1196,61,"hgo",13,5,11,1359,7,5,11,0.286529469384738
1197,61,"hgo",13,5,11,2426,7,5,11,0.286529469384738
1198,61,"hgo",13,5,11,1045,7,5,11,0.286529469384738
1199,61,"hgo",13,5,11,2230,7,5,11,0.286529469384738
1200,61,"hgo",13,5,11,239,7,5,11,0.286529469384738
1201,61,"hgo",13,5,11,546,7,5,11,0.286529469384738
1202,61,"hgo",13,5,11,926,7,5,11,0.286529469384738
1203,61,"hgo",13,5,11,191,7,5,11,0.286529469384738
1204,61,"hgo",13,5,11,661,7,5,11,0.286529469384738
1205,61,"hgo",13,5,11,1220,7,5,11,0.286529469384738
1206,61,"hgo",13,5,11,702,7,5,11,0.286529469384738
1207,61,"hgo",13,5,11,840,7,5,11,0.286529469384738
1208,61,"hgo",13,5,11,1605,7,5,11,0.286529469384738
1209,61,"hgo",13,5,11,1608,7,5,11,0.286529469384738
1210,61,"hgo",13,5,11,1343,7,5,11,0.286529469384738
1211,61,"hgo",13,5,11,1038,7,5,11,0.286529469384738
1212,61,"hgo",13,5,11,1414,7,5,11,0.286529469384738
1213,61,"hgo",13,5,11,1195,7,5,11,0.286529469384738
1214,61,"hgo",13,5,11,1342,7,5,11,0.286529469384738
1215,61,"hgo",13,5,11,1443,7,5,11,0.286529469384738
1216,61,"hgo",13,5,11,777,7,5,11,0.286529469384738
1217,61,"hgo",13,5,11,1224,7,5,11,0.286529469384738
1218,61,"hgo",13,5,11,940,7,5,11,0.286529469384738
1219,61,"hgo",13,5,11,1249,7,5,11,0.286529469384738
1220,61,"hgo",13,5,11,1401,7,5,11,0.286529469384738
1221,61,"hgo",13,5,11,1214,7,5,11,0.286529469384738
1222,61,"hgo",13,5,11,2184,7,5,11,0.286529469384738
1223,61,"hgo",13,5,11,1061,7,5,11,0.286529469384738
1224,61,"hgo",13,5,11,5028,7,5,11,0.286529469384738
1225,61,"hgo",13,5,11,1049,7,5,11,0.286529469384738
1226,61,"hgo",13,5,11,1193,7,5,11,0.286529469384738
1227,61,"hgo",13,5,11,1024,7,5,11,0.286529469384738
1228,61,"hgo",13,5,11,1759,7,5,11,0.286529469384738
1229,62,"hgo",13,9,15,1152,11,9,17,0.433162932347183
1230,62,"hgo",13,9,15,1612,11,9,17,0.433162932347183
1231,62,"hgo",13,9,15,258,11,9,17,0.433162932347183
1232,62,"hgo",13,9,15,1563,11,9,17,0.433162932347183
1233,62,"hgo",13,9,15,723,11,9,17,0.433162932347183
1234,62,"hgo",13,9,15,555,11,9,17,0.433162932347183
1235,62,"hgo",13,9,15,952,11,9,17,0.433162932347183
1236,62,"hgo",13,9,15,2008,11,9,17,0.433162932347183
1237,62,"hgo",13,9,15,1958,11,9,17,0.433162932347183
1238,62,"hgo",13,9,15,273,11,9,17,0.433162932347183
1239,62,"hgo",13,9,15,185,11,9,17,0.433162932347183
1240,62,"hgo",13,9,15,1926,11,9,17,0.433162932347183
1241,62,"hgo",13,9,15,590,11,9,17,0.433162932347183
1242,62,"hgo",13,9,15,1084,11,9,17,0.433162932347183
1243,62,"hgo",13,9,15,1391,11,9,17,0.433162932347183
1244,62,"hgo",13,9,15,779,11,9,17,0.433162932347183
1245,62,"hgo",13,9,15,1218,11,9,17,0.433162932347183
1246,62,"hgo",13,9,15,1458,11,9,17,0.433162932347183
1247,62,"hgo",13,9,15,462,11,9,17,0.433162932347183
1248,62,"hgo",13,9,15,629,11,9,17,0.433162932347183
1249,62,"hgo",13,9,15,1765,11,9,17,0.433162932347183
1250,62,"hgo",13,9,15,688,11,9,17,0.433162932347183
1251,62,"hgo",13,9,15,633,11,9,17,0.433162932347183
1252,62,"hgo",13,9,15,402,11,9,17,0.433162932347183
1253,62,"hgo",13,9,15,805,11,9,17,0.433162932347183
1254,62,"hgo",13,9,15,1049,11,9,17,0.433162932347183
1255,62,"hgo",13,9,15,304,11,9,17,0.433162932347183
1256,62,"hgo",13,9,15,867,11,9,17,0.433162932347183
1257,62,"hgo",13,9,15,376,11,9,17,0.433162932347183
1258,62,"hgo",13,9,15,735,11,9,17,0.433162932347183
1259,62,"hgo",13,9,15,652,11,9,17,0.433162932347183
1260,62,"hgo",13,9,15,1059,11,9,17,0.433162932347183
1261,62,"hgo",13,9,15,486,11,9,17,0.433162932347183
1262,63,"hgo",13,6,5,965,3,6,5,0.853391707549318
1263,63,"hgo",13,6,5,3196,3,6,5,0.853391707549318
1264,63,"hgo",13,6,5,4240,3,6,5,0.853391707549318
1265,63,"hgo",13,6,5,987,3,6,5,0.853391707549318
1266,63,"hgo",13,6,5,2283,3,6,5,0.853391707549318
1267,63,"hgo",13,6,5,2359,3,6,5,0.853391707549318
1268,63,"hgo",13,6,5,1079,3,6,5,0.853391707549318
1269,63,"hgo",13,6,5,2162,3,6,5,0.853391707549318
1270,63,"hgo",13,6,5,5671,3,6,5,0.853391707549318
1271,63,"hgo",13,6,5,1777,3,6,5,0.853391707549318
1272,63,"hgo",13,6,5,4582,3,6,5,0.853391707549318
1273,63,"hgo",13,6,5,1634,3,6,5,0.853391707549318
1274,63,"hgo",13,6,5,2566,3,6,5,0.853391707549318
1275,63,"hgo",13,6,5,2105,3,6,5,0.853391707549318
1276,63,"hgo",13,6,5,2385,3,6,5,0.853391707549318
1277,63,"hgo",13,6,5,1321,3,6,5,0.853391707549318
1278,63,"hgo",13,6,5,3950,3,6,5,0.853391707549318
1279,63,"hgo",13,6,5,2096,3,6,5,0.853391707549318
1280,63,"hgo",13,6,5,2055,3,6,5,0.853391707549318
1281,63,"hgo",13,6,5,3048,3,6,5,0.853391707549318
1282,63,"hgo",13,6,5,2336,3,6,5,0.853391707549318
1283,63,"hgo",13,6,5,1768,3,6,5,0.853391707549318
1284,63,"hgo",13,6,5,3675,3,6,5,0.853391707549318
1285,63,"hgo",13,6,5,1173,3,6,5,0.853391707549318
1286,63,"hgo",13,6,5,1551,3,6,5,0.853391707549318
1287,63,"hgo",13,6,5,5116,3,6,5,0.853391707549318
1288,63,"hgo",13,6,5,2478,3,6,5,0.853391707549318
1289,63,"hgo",13,6,5,1600,3,6,5,0.853391707549318
1290,63,"hgo",13,6,5,1623,3,6,5,0.853391707549318
1291,63,"hgo",13,6,5,2309,3,6,5,0.853391707549318
1292,63,"hgo",13,6,5,1611,3,6,5,0.853391707549318
1293,63,"hgo",13,6,5,3946,3,6,5,0.853391707549318
1294,63,"hgo",13,6,5,2135,3,6,5,0.853391707549318
1295,64,"hgo",13,4,4,2114,6,4,6,0.700472298978972
1296,64,"hgo",13,4,4,1114,6,4,6,0.700472298978972
1297,64,"hgo",13,4,4,293,6,4,6,0.700472298978972
1298,64,"hgo",13,4,4,342,6,4,6,0.700472298978972
1299,64,"hgo",13,4,4,1509,6,4,6,0.700472298978972
1300,64,"hgo",13,4,4,1210,6,4,6,0.700472298978972
1301,64,"hgo",13,4,4,1902,6,4,6,0.700472298978972
1302,64,"hgo",13,4,4,1585,6,4,6,0.700472298978972
1303,65,"hgo",13,3,5,2266,3,3,14,0.221011134840365
1304,65,"hgo",13,3,5,1424,3,3,14,0.221011134840365
1305,65,"hgo",13,3,5,1360,3,3,14,0.221011134840365
1306,65,"hgo",13,3,5,3045,3,3,14,0.221011134840365
1307,65,"hgo",13,3,5,660,3,3,14,0.221011134840365
1308,65,"hgo",13,3,5,857,3,3,14,0.221011134840365
1309,65,"hgo",13,3,5,1664,3,3,14,0.221011134840365
1310,66,"hgo",13,14,4,4536,9,14,4,0.846529338745932
1311,66,"hgo",13,14,4,2715,9,14,4,0.846529338745932
1312,66,"hgo",13,14,4,1326,9,14,4,0.846529338745932
1313,66,"hgo",13,14,4,1745,9,14,4,0.846529338745932
1314,66,"hgo",13,14,4,2577,9,14,4,0.846529338745932
1315,66,"hgo",13,14,4,1346,9,14,4,0.846529338745932
1316,66,"hgo",13,14,4,3112,9,14,4,0.846529338745932
1317,66,"hgo",13,14,4,3467,9,14,4,0.846529338745932
1318,66,"hgo",13,14,4,2571,9,14,4,0.846529338745932
1319,66,"hgo",13,14,4,3663,9,14,4,0.846529338745932
