"seccion","munn","edon","disloc2018","disloc2012","esc1","esc3","pobtot","SQ","dsi_pob"
1,1,4,11,2,9,11,730,1,0.273391943220928
2,1,4,11,2,9,11,871,1,0.273391943220928
3,1,4,11,2,9,11,787,1,0.273391943220928
4,1,4,5,2,10,5,14373,1,0.208190485936994
5,1,4,11,2,9,11,1298,1,0.273391943220928
6,1,4,11,2,9,11,1318,1,0.273391943220928
7,1,4,11,1,9,11,1276,1,0.273391943220928
8,1,4,11,2,9,11,1025,1,0.273391943220928
9,1,4,7,2,9,7,6613,1,0.273391943220928
10,1,4,5,1,10,5,1352,1,0.208190485936994
11,1,4,11,1,9,11,1003,1,0.273391943220928
12,1,4,11,1,9,11,1743,1,0.273391943220928
13,1,4,5,1,10,5,1538,1,0.208190485936994
14,1,4,5,1,10,5,1335,1,0.208190485936994
15,1,4,5,2,10,5,1392,1,0.208190485936994
16,1,4,5,2,10,5,1380,1,0.208190485936994
17,1,4,7,7,7,7,7054,7,0.581423764497998
18,1,4,7,2,7,7,852,7,0.581423764497998
19,1,4,5,2,10,5,1264,1,0.208190485936994
20,1,4,5,2,10,5,1527,1,0.208190485936994
21,1,4,5,1,10,5,2006,1,0.208190485936994
22,1,4,5,1,10,5,1196,1,0.208190485936994
23,1,4,5,1,10,5,1060,1,0.208190485936994
24,1,4,11,1,9,11,1225,1,0.273391943220928
25,1,4,11,1,9,11,664,1,0.273391943220928
26,1,4,11,1,9,11,1202,1,0.273391943220928
27,1,4,11,1,9,11,1234,1,0.273391943220928
28,1,4,9,1,9,9,473,1,0.273391943220928
29,1,4,11,1,9,11,866,1,0.273391943220928
30,1,4,11,1,9,11,834,1,0.273391943220928
31,1,4,11,1,9,11,755,1,0.273391943220928
32,1,4,5,1,10,5,953,1,0.208190485936994
33,1,4,5,1,10,5,1145,1,0.208190485936994
34,1,4,5,1,10,5,1621,1,0.208190485936994
35,1,4,5,2,10,5,1308,1,0.208190485936994
36,1,4,5,2,10,5,1395,1,0.208190485936994
37,1,4,5,2,10,5,1141,1,0.208190485936994
38,1,4,7,2,7,7,897,7,0.581423764497998
39,1,4,7,3,7,7,2817,7,0.581423764497998
40,1,4,5,3,10,5,927,1,0.208190485936994
41,1,4,5,3,10,5,1029,1,0.208190485936994
42,1,4,8,3,5,8,1330,3,0.692373070901364
43,1,4,8,1,5,8,1186,3,0.692373070901364
44,1,4,11,1,5,11,1045,3,0.692373070901364
45,1,4,11,1,5,11,941,3,0.692373070901364
46,1,4,11,1,5,11,1102,3,0.692373070901364
47,1,4,11,1,5,11,1082,3,0.692373070901364
48,1,4,11,1,9,11,1037,1,0.273391943220928
49,1,4,6,1,9,6,1292,1,0.273391943220928
50,1,4,9,1,9,9,636,1,0.273391943220928
51,1,4,9,1,9,9,1091,1,0.273391943220928
52,1,4,9,5,9,9,753,1,0.273391943220928
53,1,4,9,5,6,9,1229,5,0.382066863582488
54,1,4,10,5,6,10,977,5,0.382066863582488
55,1,4,9,5,9,9,1439,1,0.273391943220928
56,1,4,6,5,13,6,1053,4,0.97174064730825
57,1,4,6,4,13,6,1182,4,0.97174064730825
58,1,4,6,4,13,6,1174,4,0.97174064730825
59,1,4,6,4,13,6,1261,4,0.97174064730825
60,1,4,8,3,5,8,1122,3,0.692373070901364
61,1,4,8,3,5,8,1173,3,0.692373070901364
62,1,4,8,3,5,8,1456,3,0.692373070901364
63,1,4,8,3,7,8,1806,7,0.581423764497998
64,1,4,8,3,5,8,1614,3,0.692373070901364
65,1,4,8,3,5,8,2187,3,0.692373070901364
66,1,4,8,3,5,8,1374,3,0.692373070901364
67,1,4,8,3,5,8,1224,3,0.692373070901364
68,1,4,6,4,13,6,1605,4,0.97174064730825
69,1,4,6,4,13,6,1164,4,0.97174064730825
70,1,4,6,4,13,6,1418,4,0.97174064730825
71,1,4,9,5,9,9,1122,1,0.273391943220928
72,1,4,10,5,6,10,1405,5,0.382066863582488
73,1,4,10,5,6,10,1589,5,0.382066863582488
74,1,4,9,5,6,9,1374,5,0.382066863582488
75,1,4,9,5,6,9,2803,5,0.382066863582488
76,1,4,9,5,9,9,1071,1,0.273391943220928
77,1,4,6,4,13,6,1156,4,0.97174064730825
78,1,4,6,4,13,6,1053,4,0.97174064730825
79,1,4,8,3,5,8,10392,3,0.692373070901364
80,1,4,8,3,5,8,927,3,0.692373070901364
81,1,4,7,7,7,7,16103,7,0.581423764497998
82,1,4,8,3,5,8,1360,3,0.692373070901364
83,1,4,8,3,5,8,6797,3,0.692373070901364
84,1,4,6,4,13,6,1111,4,0.97174064730825
85,1,4,6,4,13,6,1294,4,0.97174064730825
86,1,4,6,4,13,6,1274,4,0.97174064730825
87,1,4,9,5,6,9,1162,5,0.382066863582488
88,1,4,10,5,6,10,800,5,0.382066863582488
89,1,4,10,5,12,10,1147,16,0.2773960619652
90,1,4,9,5,6,9,2188,5,0.382066863582488
91,1,4,9,5,6,9,2385,5,0.382066863582488
92,1,4,6,4,13,6,1615,4,0.97174064730825
93,1,4,6,4,13,6,1464,4,0.97174064730825
94,1,4,6,4,13,6,1547,4,0.97174064730825
95,1,4,6,4,13,6,2214,4,0.97174064730825
96,1,4,6,4,13,6,1339,4,0.97174064730825
97,1,4,6,4,13,6,1434,4,0.97174064730825
98,1,4,6,4,13,6,1144,4,0.97174064730825
99,1,4,9,5,6,9,1559,5,0.382066863582488
100,1,4,9,5,6,9,2837,5,0.382066863582488
101,1,4,9,6,6,9,2902,5,0.382066863582488
102,1,4,9,6,6,9,2167,5,0.382066863582488
103,1,4,9,6,6,9,1530,5,0.382066863582488
104,1,4,6,4,13,6,1023,4,0.97174064730825
105,1,4,6,4,13,6,9069,4,0.97174064730825
106,1,4,6,4,13,6,1668,4,0.97174064730825
107,1,4,10,6,6,10,1739,5,0.382066863582488
108,1,4,9,6,6,9,4204,5,0.382066863582488
109,1,4,9,6,6,9,3057,5,0.382066863582488
110,1,4,10,5,12,10,1612,16,0.2773960619652
111,1,4,9,6,6,9,2340,5,0.382066863582488
112,1,4,10,6,12,10,4753,16,0.2773960619652
113,1,4,10,5,12,10,903,16,0.2773960619652
114,1,4,10,5,12,10,1518,16,0.2773960619652
115,1,4,10,5,12,10,1500,16,0.2773960619652
116,1,4,10,5,12,10,1041,16,0.2773960619652
117,1,4,10,5,12,10,1747,16,0.2773960619652
118,1,4,11,7,9,11,1123,1,0.273391943220928
119,1,4,11,7,9,11,517,1,0.273391943220928
120,1,4,11,7,9,11,984,1,0.273391943220928
121,1,4,11,7,9,11,2096,1,0.273391943220928
122,1,4,11,7,9,11,1437,1,0.273391943220928
123,1,4,11,7,7,11,917,7,0.581423764497998
124,1,4,7,7,7,7,3974,7,0.581423764497998
125,1,4,8,6,5,8,1819,3,0.692373070901364
126,1,4,8,6,12,8,2796,16,0.2773960619652
127,1,4,10,6,12,10,979,16,0.2773960619652
128,1,4,7,6,7,7,246,7,0.581423764497998
129,1,4,10,7,7,10,1845,7,0.581423764497998
130,1,4,10,7,7,10,446,7,0.581423764497998
131,1,4,10,7,7,10,338,7,0.581423764497998
132,1,4,10,7,7,10,253,7,0.581423764497998
133,1,4,10,6,12,10,708,16,0.2773960619652
134,1,4,10,6,12,10,242,16,0.2773960619652
135,1,4,10,6,12,10,880,16,0.2773960619652
136,1,4,10,6,8,10,348,16,0.447204968944099
137,1,4,10,6,12,10,255,16,0.2773960619652
138,1,4,10,6,12,10,512,16,0.2773960619652
139,1,4,10,6,8,10,3323,16,0.447204968944099
140,1,4,10,6,8,10,1075,16,0.447204968944099
141,1,4,10,6,8,10,1053,16,0.447204968944099
142,1,4,10,6,8,10,2999,16,0.447204968944099
143,1,4,10,6,8,10,380,16,0.447204968944099
144,1,4,10,6,8,10,236,16,0.447204968944099
145,1,4,10,6,8,10,983,16,0.447204968944099
146,1,4,10,6,8,10,596,16,0.447204968944099
147,2,4,1,17,1,1,2181,17,0.697113206770168
148,2,4,1,17,1,1,1470,17,0.697113206770168
149,2,4,1,17,1,1,1228,17,0.697113206770168
150,2,4,1,17,1,1,978,17,0.697113206770168
151,2,4,1,17,1,1,1078,17,0.697113206770168
152,2,4,1,17,1,1,1161,17,0.697113206770168
153,2,4,1,17,1,1,1306,17,0.697113206770168
154,2,4,1,17,1,1,2477,17,0.697113206770168
155,2,4,1,17,1,1,1983,17,0.697113206770168
156,2,4,1,17,1,1,1092,17,0.697113206770168
157,2,4,3,19,3,3,754,19,0.640129437220998
158,2,4,3,19,3,3,1006,19,0.640129437220998
159,2,4,1,17,1,1,1050,17,0.697113206770168
160,2,4,1,17,1,1,1105,17,0.697113206770168
161,2,4,1,17,1,1,972,17,0.697113206770168
162,2,4,1,17,1,1,1202,17,0.697113206770168
163,2,4,1,17,1,1,1072,17,0.697113206770168
164,2,4,1,17,1,1,1095,17,0.697113206770168
165,2,4,3,19,3,3,369,19,0.640129437220998
166,2,4,3,19,1,3,2647,17,0.697113206770168
167,2,4,3,19,1,3,1571,17,0.697113206770168
168,2,4,3,19,1,3,1674,17,0.697113206770168
169,2,4,1,17,1,1,1922,17,0.697113206770168
170,2,4,3,19,3,3,1255,19,0.640129437220998
171,2,4,3,19,1,3,865,17,0.697113206770168
172,2,4,1,17,2,1,1908,18,0.866236398797735
173,2,4,1,17,2,1,2282,18,0.866236398797735
174,2,4,1,17,2,1,1551,18,0.866236398797735
175,2,4,1,17,1,1,2897,17,0.697113206770168
176,2,4,1,17,1,1,3075,17,0.697113206770168
