"seccion","munn.x","edon.x","edo.x","disfed1979.x","disfed1997.x","disfed2006.x","disfed2018.x","disloc2012.x","disloc2018.x","cab","nota.x","X","munn.y","edon.y","edo.y","disfed1979.y","disfed1997.y","disfed2006.y","disfed2018.y","disloc2012.y","disloc2018.y","nota.y","escenario1","escenario2","escenario3","pri_clv1","pri_clv2","juanZepedaPerez1","lorenzoLopezMendez1a","lorenzoLopezMendez1b","antonioPerezGomez1","leonardoLopezPerez1","magdalenaGironLopez1","JoseDomingoVazquezLopez1a","JoseDomingoVazquezLopez1b","esc1_priCLV1","esc2_priCLV2","SQ","dsiSQ_E1","dsiSQ_E3"
503,33,7,"cps",4,2,2,4,13,11,"Bochil","0",503,33,7,"cps",4,2,2,4,13,11,NA,4,4,11,5,11,"4","4","4","4","4","4","4","4",0,0,11,0.655,0.416
504,34,7,"cps",3,10,8,8,17,10,"Frontera Comalapa","0",504,34,7,"cps",3,10,8,8,17,17,NA,9,9,17,6,17,"9","9","9","9","9","9","9","Z2",0,0,6,0.527,0.237
505,34,7,"cps",3,10,8,8,17,10,"Frontera Comalapa","0",505,34,7,"cps",3,10,8,8,17,17,NA,9,9,17,6,17,"9","9","9","9","9","9","9","Z2",0,0,6,0.527,0.237
506,34,7,"cps",3,10,8,8,17,10,"Frontera Comalapa","0",506,34,7,"cps",3,10,8,8,17,17,NA,9,9,17,6,17,"9","9","9","9","9","9","9","Z2",0,0,6,0.527,0.237
507,34,7,"cps",3,10,8,8,17,10,"Frontera Comalapa","0",507,34,7,"cps",3,10,8,8,17,17,NA,9,9,17,6,17,"9","9","9","9","9","9","9","Z2",0,0,6,0.527,0.237
508,34,7,"cps",3,10,8,8,17,10,"Frontera Comalapa","0",508,34,7,"cps",3,10,8,8,17,17,NA,9,9,17,6,17,"9","9","9","9","9","9","9","Z2",0,0,6,0.527,0.237
509,34,7,"cps",3,10,8,8,17,10,"Frontera Comalapa","0",509,34,7,"cps",3,10,8,8,17,17,NA,9,9,17,6,17,"9","9","9","9","9","9","9","Z2",0,0,6,0.527,0.237
510,34,7,"cps",3,10,8,8,17,10,"Frontera Comalapa","0",510,34,7,"cps",3,10,8,8,17,17,NA,9,9,17,6,17,"9","9","9","9","9","9","9","Z2",0,0,6,0.527,0.237
511,34,7,"cps",3,10,8,8,17,10,"Frontera Comalapa","0",511,34,7,"cps",3,10,8,8,17,17,NA,9,9,17,6,17,"9","9","9","9","9","9","9","Z2",0,0,6,0.527,0.237
512,34,7,"cps",3,10,8,8,17,10,"Frontera Comalapa","0",512,34,7,"cps",3,10,8,8,17,17,NA,9,9,17,6,17,"9","9","9","9","9","9","9","Z2",0,0,6,0.527,0.237
513,34,7,"cps",3,10,8,8,17,10,"Frontera Comalapa","0",513,34,7,"cps",3,10,8,8,17,17,NA,9,9,17,6,17,"9","9","9","9","9","9","9","Z2",0,0,6,0.527,0.237
514,34,7,"cps",3,10,8,8,17,10,"Frontera Comalapa","0",514,34,7,"cps",3,10,8,8,17,17,NA,9,9,17,6,17,"9","9","9","9","9","9","9","Z2",0,0,6,0.527,0.237
515,34,7,"cps",3,10,8,8,17,10,"Frontera Comalapa","0",515,34,7,"cps",3,10,8,8,17,17,NA,9,9,17,6,17,"9","9","9","9","9","9","9","Z2",0,0,6,0.527,0.237
516,34,7,"cps",3,10,8,8,17,10,"Frontera Comalapa","0",516,34,7,"cps",3,10,8,8,17,17,NA,9,9,17,6,17,"9","9","9","9","9","9","9","Z2",0,0,6,0.527,0.237
517,34,7,"cps",3,10,8,8,17,10,"Frontera Comalapa","0",517,34,7,"cps",3,10,8,8,17,17,NA,9,9,17,6,17,"9","9","9","9","9","9","9","Z2",0,0,6,0.527,0.237
518,34,7,"cps",3,10,8,8,17,10,"Frontera Comalapa","0",518,34,7,"cps",3,10,8,8,17,17,NA,9,9,17,6,17,"9","9","9","9","9","9","9","Z2",0,0,6,0.527,0.237
519,34,7,"cps",3,10,8,8,17,10,"Frontera Comalapa","0",519,34,7,"cps",3,10,8,8,17,17,NA,9,9,17,6,17,"9","9","9","9","9","9","9","Z2",0,0,6,0.527,0.237
520,34,7,"cps",3,10,8,8,17,10,"Frontera Comalapa","0",520,34,7,"cps",3,10,8,8,17,17,NA,9,9,17,6,17,"9","9","9","9","9","9","9","Z2",0,0,6,0.527,0.237
521,34,7,"cps",3,10,8,8,17,10,"Frontera Comalapa","0",521,34,7,"cps",3,10,8,8,17,17,NA,9,9,17,6,17,"9","9","9","9","9","9","9","Z2",0,0,6,0.527,0.237
522,34,7,"cps",3,10,8,8,17,10,"Frontera Comalapa","0",522,34,7,"cps",3,10,8,8,17,17,NA,9,9,17,6,17,"9","9","9","9","9","9","9","Z2",0,0,6,0.527,0.237
523,34,7,"cps",3,10,8,8,17,10,"Frontera Comalapa","0",523,34,7,"cps",3,10,8,8,17,17,NA,9,9,17,6,17,"9","9","9","9","9","9","9","Z2",0,0,6,0.527,0.237
524,34,7,"cps",3,10,8,8,17,10,"Frontera Comalapa","0",524,34,7,"cps",3,10,8,8,17,17,NA,9,9,17,6,17,"9","9","9","9","9","9","9","Z2",0,0,6,0.527,0.237
525,34,7,"cps",3,10,8,8,17,10,"Frontera Comalapa","0",525,34,7,"cps",3,10,8,8,17,17,NA,9,9,17,6,17,"9","9","9","9","9","9","9","Z2",0,0,6,0.527,0.237
526,34,7,"cps",3,10,8,8,17,10,"Frontera Comalapa","0",526,34,7,"cps",3,10,8,8,17,17,NA,9,9,17,6,17,"9","9","9","9","9","9","9","Z2",0,0,6,0.527,0.237
527,34,7,"cps",3,10,8,8,17,10,"Frontera Comalapa","0",527,34,7,"cps",3,10,8,8,17,17,NA,9,9,17,6,17,"9","9","9","9","9","9","9","Z2",0,0,6,0.527,0.237
528,34,7,"cps",3,10,8,8,17,10,"Frontera Comalapa","0",528,34,7,"cps",3,10,8,8,17,17,NA,9,9,17,6,17,"9","9","9","9","9","9","9","Z2",0,0,6,0.527,0.237
529,34,7,"cps",3,10,8,8,17,10,"Frontera Comalapa","0",529,34,7,"cps",3,10,8,8,17,17,NA,9,9,17,6,17,"9","9","9","9","9","9","9","Z2",0,0,6,0.527,0.237
530,34,7,"cps",3,10,8,8,17,10,"Frontera Comalapa","0",530,34,7,"cps",3,10,8,8,17,17,NA,9,9,17,6,17,"9","9","9","9","9","9","9","Z2",0,0,6,0.527,0.237
531,34,7,"cps",3,10,8,8,17,10,"Frontera Comalapa","0",531,34,7,"cps",3,10,8,8,17,17,NA,9,9,17,6,17,"9","9","9","9","9","9","9","Z2",0,0,6,0.527,0.237
532,35,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",532,35,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7
533,35,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",533,35,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7
534,35,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",534,35,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7
535,35,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",535,35,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7
536,35,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",536,35,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7
537,36,7,"cps",7,10,11,13,17,17,"Motozintla","0",537,36,7,"cps",7,10,11,13,17,18,NA,9,9,18,10,18,"9","9","9","9","9","9","9","9",0,0,17,0.527,0.657
538,36,7,"cps",7,10,11,13,17,17,"Motozintla","0",538,36,7,"cps",7,10,11,13,17,18,NA,9,9,18,10,18,"9","9","9","9","9","9","9","9",0,0,17,0.527,0.657
539,36,7,"cps",7,10,11,13,17,17,"Motozintla","0",539,36,7,"cps",7,10,11,13,17,18,NA,9,9,18,10,18,"9","9","9","9","9","9","9","9",0,0,17,0.527,0.657
540,37,7,"cps",7,11,11,13,16,16,"Huixtla","0",540,37,7,"cps",7,11,11,13,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
541,37,7,"cps",7,11,11,13,16,16,"Huixtla","0",541,37,7,"cps",7,11,11,13,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
542,37,7,"cps",7,11,11,13,16,16,"Huixtla","0",542,37,7,"cps",7,11,11,13,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
543,37,7,"cps",7,11,11,13,16,16,"Huixtla","0",543,37,7,"cps",7,11,11,13,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
544,37,7,"cps",7,11,11,13,16,16,"Huixtla","0",544,37,7,"cps",7,11,11,13,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
545,37,7,"cps",7,11,11,13,16,16,"Huixtla","0",545,37,7,"cps",7,11,11,13,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
546,37,7,"cps",7,11,11,13,16,16,"Huixtla","0",546,37,7,"cps",7,11,11,13,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
547,37,7,"cps",7,11,11,13,16,16,"Huixtla","0",547,37,7,"cps",7,11,11,13,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
548,37,7,"cps",7,11,11,13,16,16,"Huixtla","0",548,37,7,"cps",7,11,11,13,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
549,37,7,"cps",7,11,11,13,16,16,"Huixtla","0",549,37,7,"cps",7,11,11,13,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
550,37,7,"cps",7,11,11,13,16,16,"Huixtla","0",550,37,7,"cps",7,11,11,13,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
551,37,7,"cps",7,11,11,13,16,16,"Huixtla","0",551,37,7,"cps",7,11,11,13,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
552,37,7,"cps",7,11,11,13,16,16,"Huixtla","0",552,37,7,"cps",7,11,11,13,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
553,37,7,"cps",7,11,11,13,16,16,"Huixtla","0",553,37,7,"cps",7,11,11,13,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
554,37,7,"cps",7,11,11,13,16,16,"Huixtla","0",554,37,7,"cps",7,11,11,13,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
555,37,7,"cps",7,11,11,13,16,16,"Huixtla","0",555,37,7,"cps",7,11,11,13,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
556,38,7,"cps",6,2,2,2,10,8,"Simojovel","0",556,38,7,"cps",6,2,2,2,10,4,NA,22,22,4,19,4,"A","H","L","22","22","22","22","22",0,0,8,0.537,0.537
557,38,7,"cps",6,2,2,2,10,8,"Simojovel","0",557,38,7,"cps",6,2,2,2,10,4,NA,22,22,4,19,4,"A","H","L","22","22","22","22","22",0,0,8,0.537,0.537
558,38,7,"cps",6,2,2,2,10,8,"Simojovel","0",558,38,7,"cps",6,2,2,2,10,4,NA,22,22,4,19,4,"A","H","L","22","22","22","22","22",0,0,8,0.537,0.537
559,38,7,"cps",6,2,2,2,10,8,"Simojovel","0",559,38,7,"cps",6,2,2,2,10,4,NA,22,22,4,19,4,"A","H","L","22","22","22","22","22",0,0,8,0.537,0.537
560,38,7,"cps",6,2,2,2,10,8,"Simojovel","0",560,38,7,"cps",6,2,2,2,10,4,NA,22,22,4,19,4,"A","H","L","22","22","22","22","22",0,0,8,0.537,0.537
561,38,7,"cps",6,2,2,2,10,8,"Simojovel","0",561,38,7,"cps",6,2,2,2,10,4,NA,22,22,4,19,4,"A","H","L","22","22","22","22","22",0,0,8,0.537,0.537
562,38,7,"cps",6,2,2,2,10,8,"Simojovel","0",562,38,7,"cps",6,2,2,2,10,4,NA,22,22,4,19,4,"A","H","L","22","22","22","22","22",0,0,8,0.537,0.537
563,38,7,"cps",6,2,2,2,10,8,"Simojovel","0",563,38,7,"cps",6,2,2,2,10,4,NA,22,22,4,19,4,"A","H","L","22","22","22","22","22",0,0,8,0.537,0.537
564,38,7,"cps",6,2,2,2,10,8,"Simojovel","0",564,38,7,"cps",6,2,2,2,10,4,NA,22,22,4,19,4,"A","H","L","22","22","22","22","22",0,0,8,0.537,0.537
565,38,7,"cps",6,2,2,2,10,8,"Simojovel","0",565,38,7,"cps",6,2,2,2,10,4,NA,22,22,4,19,4,"A","H","L","22","22","22","22","22",0,0,8,0.537,0.537
566,39,7,"cps",3,5,5,11,21,22,"Chamula","0",566,39,7,"cps",3,5,5,11,21,5,NA,21,21,5,15,5,"21","21","21","21","T","21","21","21",0,0,22,0.541,0.412
567,39,7,"cps",3,5,5,11,21,22,"Chamula","0",567,39,7,"cps",3,5,5,11,21,5,NA,21,21,5,15,5,"21","21","21","21","T","21","21","21",0,0,22,0.541,0.412
568,39,7,"cps",3,5,5,11,21,22,"Chamula","0",568,39,7,"cps",3,5,5,11,21,5,NA,21,21,5,15,5,"21","21","21","21","T","21","21","21",0,0,22,0.541,0.412
569,39,7,"cps",3,5,5,11,21,22,"Chamula","0",569,39,7,"cps",3,5,5,11,21,5,NA,21,21,5,15,5,"21","21","21","21","T","21","21","21",0,0,22,0.541,0.412
570,39,7,"cps",3,5,5,11,21,22,"Chamula","0",570,39,7,"cps",3,5,5,11,21,5,NA,21,21,5,15,5,"21","21","21","21","T","21","21","21",0,0,22,0.541,0.412
571,39,7,"cps",3,5,5,11,21,22,"Chamula","0",571,39,7,"cps",3,5,5,11,21,5,NA,21,21,5,15,5,"21","21","21","21","T","21","21","21",0,0,22,0.541,0.412
572,39,7,"cps",3,5,5,11,21,22,"Chamula","0",572,39,7,"cps",3,5,5,11,21,5,NA,21,21,5,15,5,"21","21","21","21","T","21","21","21",0,0,22,0.541,0.412
573,39,7,"cps",3,5,5,11,21,22,"Chamula","0",573,39,7,"cps",3,5,5,11,21,5,NA,21,21,5,15,5,"21","21","21","21","T","21","21","21",0,0,22,0.541,0.412
574,39,7,"cps",3,5,5,11,21,22,"Chamula","0",574,39,7,"cps",3,5,5,11,21,5,NA,21,21,5,15,5,"21","21","21","21","T","21","21","21",0,0,22,0.541,0.412
575,39,7,"cps",3,5,5,11,21,22,"Chamula","0",575,39,7,"cps",3,5,5,11,21,5,NA,21,21,5,15,5,"21","21","21","21","T","21","21","21",0,0,22,0.541,0.412
576,39,7,"cps",3,5,5,11,21,22,"Chamula","0",576,39,7,"cps",3,5,5,11,21,5,NA,21,21,5,15,5,"21","21","21","21","T","21","21","21",0,0,22,0.541,0.412
577,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",577,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
578,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",578,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
579,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",579,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
580,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",580,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
581,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",581,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
582,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",582,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
583,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",583,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
584,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",584,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
585,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",585,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
586,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",586,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
587,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",587,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
588,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",588,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
589,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",589,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
590,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",590,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
591,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",591,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
592,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",592,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
593,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",593,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
594,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",594,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
595,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",595,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
596,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",596,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
597,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",597,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
598,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",598,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
599,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",599,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
600,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",600,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
601,40,7,"cps",7,11,11,7,16,16,"Huixtla","0",601,40,7,"cps",7,11,11,7,16,15,NA,3,3,15,1,15,"3","3","3","3","3","3","3","3",0,0,16,0.607,0.459
602,41,7,"cps",9,8,8,11,20,10,"Frontera Comalapa","0",602,41,7,"cps",9,8,8,11,20,17,NA,6,6,17,6,17,"6","6","6","6","6","6","Y","Y2",1,0,6,0.466,0.237
603,41,7,"cps",9,8,8,11,20,10,"Frontera Comalapa","0",603,41,7,"cps",9,8,8,11,20,17,NA,6,6,17,6,17,"6","6","6","6","6","6","Y","Y2",1,0,6,0.466,0.237
604,41,7,"cps",9,8,8,11,20,10,"Frontera Comalapa","0",604,41,7,"cps",9,8,8,11,20,17,NA,6,6,17,6,17,"6","6","6","6","6","6","Y","Y2",1,0,6,0.466,0.237
605,41,7,"cps",9,8,8,11,20,10,"Frontera Comalapa","0",605,41,7,"cps",9,8,8,11,20,17,NA,6,6,17,6,17,"6","6","6","6","6","6","Y","Y2",1,0,6,0.466,0.237
606,41,7,"cps",9,8,8,11,20,10,"Frontera Comalapa","0",606,41,7,"cps",9,8,8,11,20,17,NA,6,6,17,6,17,"6","6","6","6","6","6","Y","Y2",1,0,6,0.466,0.237
607,41,7,"cps",9,8,8,11,20,10,"Frontera Comalapa","0",607,41,7,"cps",9,8,8,11,20,17,NA,6,6,17,6,17,"6","6","6","6","6","6","Y","Y2",1,0,6,0.466,0.237
608,41,7,"cps",9,8,8,11,20,10,"Frontera Comalapa","0",608,41,7,"cps",9,8,8,11,20,17,NA,6,6,17,6,17,"6","6","6","6","6","6","Y","Y2",1,0,6,0.466,0.237
609,41,7,"cps",9,8,8,11,20,10,"Frontera Comalapa","0",609,41,7,"cps",9,8,8,11,20,17,NA,6,6,17,6,17,"6","6","6","6","6","6","Y","Y2",1,0,6,0.466,0.237
610,41,7,"cps",9,8,8,11,20,10,"Frontera Comalapa","0",610,41,7,"cps",9,8,8,11,20,17,NA,6,6,17,6,17,"6","6","6","6","6","6","Y","Y2",1,0,6,0.466,0.237
611,41,7,"cps",9,8,8,11,20,10,"Frontera Comalapa","0",611,41,7,"cps",9,8,8,11,20,17,NA,6,6,17,6,17,"6","6","6","6","6","6","Y","Y2",1,0,6,0.466,0.237
612,41,7,"cps",9,8,8,11,20,10,"Frontera Comalapa","0",612,41,7,"cps",9,8,8,11,20,17,NA,6,6,17,6,17,"6","6","6","6","6","6","Y","Y2",1,0,6,0.466,0.237
613,41,7,"cps",9,8,8,11,20,10,"Frontera Comalapa","0",613,41,7,"cps",9,8,8,11,20,17,NA,6,6,17,6,17,"6","6","6","6","6","6","Y","Y2",1,0,6,0.466,0.237
614,41,7,"cps",9,8,8,11,20,10,"Frontera Comalapa","0",614,41,7,"cps",9,8,8,11,20,17,NA,6,6,17,6,17,"6","6","6","6","6","6","Y","Y2",1,0,6,0.466,0.237
615,41,7,"cps",9,8,8,11,20,10,"Frontera Comalapa","0",615,41,7,"cps",9,8,8,11,20,17,NA,6,6,17,6,17,"6","6","6","6","6","6","Y","Y2",1,0,6,0.466,0.237
616,41,7,"cps",9,8,8,11,20,10,"Frontera Comalapa","0",616,41,7,"cps",9,8,8,11,20,17,NA,6,6,17,6,17,"6","6","6","6","6","6","Y","Y2",1,0,6,0.466,0.237
617,42,7,"cps",9,2,2,2,12,11,"Bochil","0",617,42,7,"cps",9,2,2,2,12,11,NA,23,23,11,5,11,"23","23","23","23","U","23","23","23",0,0,11,0.169,0.416
618,42,7,"cps",9,2,2,2,12,11,"Bochil","0",618,42,7,"cps",9,2,2,2,12,11,NA,23,23,11,5,11,"23","23","23","23","U","23","23","23",0,0,11,0.169,0.416
619,42,7,"cps",9,2,2,2,12,11,"Bochil","0",619,42,7,"cps",9,2,2,2,12,11,NA,23,23,11,5,11,"23","23","23","23","U","23","23","23",0,0,11,0.169,0.416
620,42,7,"cps",9,2,2,2,12,11,"Bochil","0",620,42,7,"cps",9,2,2,2,12,11,NA,23,23,11,5,11,"23","23","23","23","U","23","23","23",0,0,11,0.169,0.416
621,43,7,"cps",4,2,4,4,12,12,"Pichucalco","0",621,43,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655,0.53
622,43,7,"cps",4,2,4,4,12,12,"Pichucalco","0",622,43,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655,0.53
623,43,7,"cps",4,2,4,4,12,12,"Pichucalco","0",623,43,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655,0.53
624,43,7,"cps",4,2,4,4,12,12,"Pichucalco","0",624,43,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655,0.53
625,43,7,"cps",4,2,4,4,12,12,"Pichucalco","0",625,43,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655,0.53
626,43,7,"cps",4,2,4,4,12,12,"Pichucalco","0",626,43,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655,0.53
627,44,7,"cps",2,6,6,2,3,22,"Chamula","0",627,44,7,"cps",2,6,6,2,3,5,NA,1,1,5,11,5,"1","J","O","1","1","1","1","1",0,0,22,0.6,0.412
628,44,7,"cps",2,6,6,2,3,22,"Chamula","0",628,44,7,"cps",2,6,6,2,3,5,NA,1,1,5,11,5,"1","J","O","1","1","1","1","1",0,0,22,0.6,0.412
629,44,7,"cps",2,6,6,2,3,22,"Chamula","0",629,44,7,"cps",2,6,6,2,3,5,NA,1,1,5,11,5,"1","J","O","1","1","1","1","1",0,0,22,0.6,0.412
630,44,7,"cps",2,6,6,2,3,22,"Chamula","0",630,44,7,"cps",2,6,6,2,3,5,NA,1,1,5,11,5,"1","J","O","1","1","1","1","1",0,0,22,0.6,0.412
631,44,7,"cps",2,6,6,2,3,22,"Chamula","0",631,44,7,"cps",2,6,6,2,3,5,NA,1,1,5,11,5,"1","J","O","1","1","1","1","1",0,0,22,0.6,0.412
632,44,7,"cps",2,6,6,2,3,22,"Chamula","0",632,44,7,"cps",2,6,6,2,3,5,NA,1,1,5,11,5,"1","J","O","1","1","1","1","1",0,0,22,0.6,0.412
633,44,7,"cps",2,6,6,2,3,22,"Chamula","0",633,44,7,"cps",2,6,6,2,3,5,NA,1,1,5,11,5,"1","J","O","1","1","1","1","1",0,0,22,0.6,0.412
634,44,7,"cps",2,6,6,2,3,22,"Chamula","0",634,44,7,"cps",2,6,6,2,3,5,NA,1,1,5,11,5,"1","J","O","1","1","1","1","1",0,0,22,0.6,0.412
635,44,7,"cps",2,6,6,2,3,22,"Chamula","0",635,44,7,"cps",2,6,6,2,3,5,NA,1,1,5,11,5,"1","J","O","1","1","1","1","1",0,0,22,0.6,0.412
636,45,7,"cps",9,2,4,4,12,12,"Pichucalco","0",636,45,7,"cps",9,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655,0.53
637,45,7,"cps",9,2,4,4,12,12,"Pichucalco","0",637,45,7,"cps",9,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655,0.53
638,46,7,"cps",1,7,10,10,14,14,"Cintalapa","0",638,46,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809
639,46,7,"cps",1,7,10,10,14,14,"Cintalapa","0",639,46,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809
640,46,7,"cps",1,7,10,10,14,14,"Cintalapa","0",640,46,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809
