"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2016","disloc2013","cab","X","edon.y","munn.y","escenario1","escenario2","escenario3","pan_clv1","pan_clv2","esc1_panCLV1","esc2_panCLV2","SQ","dsiSQ_E3"
254,10,32,"zac",2,1,1,1,7,11,"fresnillo",251,32,10,7,7,12,13,12,0,0,7,0.305
255,10,32,"zac",2,1,1,1,7,11,"fresnillo",252,32,10,7,7,12,13,12,0,0,7,0.305
256,10,32,"zac",2,1,1,1,7,11,"fresnillo",253,32,10,7,7,12,13,12,0,0,7,0.305
257,10,32,"zac",2,1,1,1,7,8,"fresnillo",254,32,10,7,7,12,13,12,0,0,7,0.305
258,10,32,"zac",2,1,1,1,7,8,"fresnillo",255,32,10,7,7,12,13,12,0,0,7,0.305
259,10,32,"zac",2,1,1,1,7,8,"fresnillo",256,32,10,7,7,12,13,12,0,0,7,0.305
260,10,32,"zac",2,1,1,1,7,8,"fresnillo",257,32,10,7,7,12,13,12,0,0,7,0.305
261,10,32,"zac",2,1,1,1,5,11,"fresnillo",258,32,10,8,8,10,11,10,0,0,11,0.367
262,10,32,"zac",2,1,1,1,5,11,"fresnillo",259,32,10,8,8,10,11,10,0,0,11,0.367
263,10,32,"zac",2,1,1,1,7,11,"fresnillo",260,32,10,7,7,12,13,12,0,0,7,0.305
264,10,32,"zac",2,1,1,1,7,11,"fresnillo",261,32,10,7,7,12,13,12,0,0,7,0.305
265,10,32,"zac",2,1,1,1,5,11,"fresnillo",262,32,10,7,7,10,11,10,0,0,11,0.367
266,10,32,"zac",2,1,1,1,5,11,"fresnillo",263,32,10,7,7,10,11,10,0,0,11,0.367
267,10,32,"zac",2,1,1,1,7,11,"fresnillo",264,32,10,7,7,12,11,12,0,0,7,0.305
268,10,32,"zac",2,1,1,1,5,11,"fresnillo",265,32,10,7,7,10,11,10,0,0,11,0.367
269,10,32,"zac",2,1,1,1,5,11,"fresnillo",266,32,10,7,7,10,11,10,0,0,11,0.367
270,10,32,"zac",2,1,1,1,5,11,"fresnillo",267,32,10,8,8,10,11,10,0,0,11,0.367
271,10,32,"zac",2,1,1,1,5,11,"fresnillo",268,32,10,8,8,10,11,10,0,0,11,0.367
272,10,32,"zac",2,1,1,1,5,11,"fresnillo",269,32,10,8,8,10,11,10,0,0,11,0.367
273,10,32,"zac",2,1,1,1,5,11,"fresnillo",270,32,10,9,9,10,12,10,0,0,11,0.367
274,10,32,"zac",2,1,1,1,5,11,"fresnillo",271,32,10,8,8,10,11,10,0,0,11,0.367
275,10,32,"zac",2,1,1,1,5,8,"fresnillo",272,32,10,9,9,10,12,10,0,0,11,0.367
276,10,32,"zac",2,1,1,1,5,8,"fresnillo",273,32,10,9,9,10,12,10,0,0,11,0.367
277,10,32,"zac",2,1,1,1,5,8,"fresnillo",274,32,10,9,9,10,12,10,0,0,11,0.367
278,10,32,"zac",2,1,1,1,5,8,"fresnillo",275,32,10,9,9,10,12,10,0,0,11,0.367
279,10,32,"zac",2,1,1,1,7,8,"fresnillo",276,32,10,7,7,12,13,12,0,0,7,0.305
280,10,32,"zac",2,1,1,1,7,8,"fresnillo",277,32,10,7,7,12,13,12,0,0,7,0.305
281,10,32,"zac",2,1,1,1,7,11,"fresnillo",278,32,10,7,7,12,13,12,0,0,7,0.305
282,10,32,"zac",2,1,1,1,7,8,"fresnillo",279,32,10,7,7,12,13,12,0,0,7,0.305
283,10,32,"zac",2,1,1,1,7,8,"fresnillo",280,32,10,7,7,12,13,12,0,0,7,0.305
284,10,32,"zac",2,1,1,1,7,8,"fresnillo",281,32,10,7,7,12,13,12,0,0,7,0.305
285,10,32,"zac",2,1,1,1,7,8,"fresnillo",282,32,10,7,7,12,13,12,0,0,7,0.305
286,10,32,"zac",2,1,1,1,7,8,"fresnillo",283,32,10,7,7,12,13,12,0,0,7,0.305
287,10,32,"zac",2,1,1,1,7,8,"fresnillo",284,32,10,7,7,12,13,12,0,0,7,0.305
288,10,32,"zac",2,1,1,1,7,8,"fresnillo",285,32,10,7,7,12,13,12,0,0,7,0.305
289,10,32,"zac",2,1,1,1,7,8,"fresnillo",286,32,10,7,7,12,13,12,0,0,7,0.305
290,10,32,"zac",2,1,1,1,7,8,"fresnillo",287,32,10,7,7,12,13,12,0,0,7,0.305
291,10,32,"zac",2,1,1,1,7,8,"fresnillo",288,32,10,7,7,12,13,12,0,0,7,0.305
292,10,32,"zac",2,1,1,1,7,11,"fresnillo",289,32,10,7,7,12,13,12,0,0,7,0.305
293,10,32,"zac",2,1,1,1,7,8,"fresnillo",290,32,10,7,7,12,13,12,0,0,7,0.305
294,10,32,"zac",2,1,1,1,7,8,"fresnillo",291,32,10,7,7,12,13,12,0,0,7,0.305
295,10,32,"zac",2,1,1,1,7,8,"fresnillo",292,32,10,7,7,12,13,12,0,0,7,0.305
296,10,32,"zac",2,1,1,1,7,8,"fresnillo",293,32,10,7,7,12,13,12,0,0,7,0.305
297,10,32,"zac",2,1,1,1,6,8,"fresnillo",294,32,10,7,7,11,13,11,0,0,8,0.295
298,10,32,"zac",2,1,1,1,6,8,"fresnillo",295,32,10,9,9,11,12,11,0,0,8,0.295
299,10,32,"zac",2,1,1,1,6,8,"fresnillo",296,32,10,9,9,11,12,11,0,0,8,0.295
300,10,32,"zac",2,1,1,1,5,8,"fresnillo",297,32,10,9,9,10,12,10,0,0,11,0.367
301,10,32,"zac",2,1,1,1,5,8,"fresnillo",298,32,10,9,9,10,12,10,0,0,11,0.367
302,10,32,"zac",2,1,1,1,5,8,"fresnillo",299,32,10,9,9,10,12,10,0,0,11,0.367
303,10,32,"zac",2,1,1,1,5,11,"fresnillo",300,32,10,8,8,10,12,10,0,0,11,0.367
304,10,32,"zac",2,1,1,1,5,8,"fresnillo",301,32,10,8,8,10,12,10,0,0,11,0.367
305,10,32,"zac",2,1,1,1,5,8,"fresnillo",302,32,10,8,8,10,12,10,0,0,11,0.367
306,10,32,"zac",2,1,1,1,5,8,"fresnillo",303,32,10,9,9,10,12,10,0,0,11,0.367
307,10,32,"zac",2,1,1,1,6,8,"fresnillo",304,32,10,9,9,11,12,11,0,0,8,0.295
308,10,32,"zac",2,1,1,1,6,8,"fresnillo",305,32,10,7,7,11,13,11,0,0,8,0.295
309,10,32,"zac",2,1,1,1,7,8,"fresnillo",306,32,10,7,7,12,13,12,0,0,7,0.305
310,10,32,"zac",2,1,1,1,7,8,"fresnillo",307,32,10,7,7,12,13,12,0,0,7,0.305
311,10,32,"zac",2,1,1,1,7,8,"fresnillo",308,32,10,7,7,12,13,12,0,0,7,0.305
312,10,32,"zac",2,1,1,1,7,8,"fresnillo",309,32,10,7,7,12,13,12,0,0,7,0.305
313,10,32,"zac",2,1,1,1,7,8,"fresnillo",310,32,10,7,7,12,13,12,0,0,7,0.305
314,10,32,"zac",2,1,1,1,7,8,"fresnillo",311,32,10,7,7,12,13,12,0,0,7,0.305
315,10,32,"zac",2,1,1,1,7,8,"fresnillo",312,32,10,7,7,12,13,12,0,0,7,0.305
316,10,32,"zac",2,1,1,1,6,8,"fresnillo",313,32,10,7,7,11,13,11,0,0,8,0.295
317,10,32,"zac",2,1,1,1,6,8,"fresnillo",314,32,10,9,9,11,12,11,0,0,8,0.295
318,10,32,"zac",2,1,1,1,6,8,"fresnillo",315,32,10,9,9,11,12,11,0,0,8,0.295
319,10,32,"zac",2,1,1,1,7,8,"fresnillo",316,32,10,7,7,12,13,12,0,0,7,0.305
320,10,32,"zac",2,1,1,1,7,8,"fresnillo",317,32,10,7,7,12,13,12,0,0,7,0.305
321,10,32,"zac",2,1,1,1,7,8,"fresnillo",318,32,10,7,7,12,13,12,0,0,7,0.305
322,10,32,"zac",2,1,1,1,7,8,"fresnillo",319,32,10,7,7,12,13,12,0,0,7,0.305
323,10,32,"zac",2,1,1,1,7,8,"fresnillo",320,32,10,7,7,12,13,12,0,0,7,0.305
324,10,32,"zac",2,1,1,1,7,8,"fresnillo",321,32,10,7,7,12,13,12,0,0,7,0.305
325,10,32,"zac",2,1,1,1,7,8,"fresnillo",322,32,10,7,7,12,13,12,0,0,7,0.305
326,10,32,"zac",2,1,1,1,7,8,"fresnillo",323,32,10,7,7,12,13,12,0,0,7,0.305
327,10,32,"zac",2,1,1,1,7,8,"fresnillo",324,32,10,7,7,12,13,12,0,0,7,0.305
328,10,32,"zac",2,1,1,1,7,8,"fresnillo",325,32,10,7,7,12,13,12,0,0,7,0.305
329,10,32,"zac",2,1,1,1,7,8,"fresnillo",326,32,10,7,7,12,13,12,0,0,7,0.305
330,10,32,"zac",2,1,1,1,5,11,"fresnillo",327,32,10,7,7,10,11,10,0,0,11,0.367
331,10,32,"zac",2,1,1,1,5,11,"fresnillo",328,32,10,8,8,10,11,10,0,0,11,0.367
332,10,32,"zac",2,1,1,1,5,11,"fresnillo",329,32,10,8,8,10,11,10,0,0,11,0.367
333,10,32,"zac",2,1,1,1,7,11,"fresnillo",330,32,10,7,7,12,13,12,0,0,7,0.305
334,10,32,"zac",2,1,1,1,7,11,"fresnillo",331,32,10,7,7,12,13,12,0,0,7,0.305
335,10,32,"zac",2,1,1,1,7,11,"fresnillo",332,32,10,7,7,12,13,12,0,0,7,0.305
336,10,32,"zac",2,1,1,1,5,11,"fresnillo",333,32,10,8,8,10,11,10,0,0,11,0.367
337,10,32,"zac",2,1,1,1,7,8,"fresnillo",334,32,10,7,7,12,13,12,0,0,7,0.305
338,10,32,"zac",2,1,1,1,5,11,"fresnillo",335,32,10,8,8,10,12,10,0,0,11,0.367
339,10,32,"zac",2,1,1,1,5,11,"fresnillo",336,32,10,8,8,10,11,10,0,0,11,0.367
340,10,32,"zac",2,1,1,1,5,8,"fresnillo",337,32,10,9,9,10,12,10,0,0,11,0.367
341,10,32,"zac",2,1,1,1,7,8,"fresnillo",338,32,10,7,7,12,13,12,0,0,7,0.305
343,10,32,"zac",2,1,1,1,7,8,"fresnillo",339,32,10,7,7,12,13,12,0,0,7,0.305
344,10,32,"zac",2,1,1,1,5,8,"fresnillo",340,32,10,9,9,10,12,10,0,0,11,0.367
345,10,32,"zac",2,1,1,1,6,8,"fresnillo",341,32,10,7,7,11,13,11,0,0,8,0.295
346,10,32,"zac",2,1,1,1,6,8,"fresnillo",342,32,10,7,7,11,13,11,0,0,8,0.295
347,10,32,"zac",2,1,1,1,7,8,"fresnillo",343,32,10,7,7,12,13,12,0,0,7,0.305
348,10,32,"zac",2,1,1,1,7,11,"fresnillo",344,32,10,7,7,12,13,12,0,0,7,0.305
349,11,32,"zac",3,5,2,2,14,15,"tlaltenango",345,32,11,1,1,7,1,7,1,0,15,0.507
350,11,32,"zac",3,5,2,2,14,15,"tlaltenango",346,32,11,1,1,7,1,7,1,0,15,0.507
351,11,32,"zac",3,5,2,2,14,15,"tlaltenango",347,32,11,1,1,7,1,7,1,0,15,0.507
352,11,32,"zac",3,5,2,2,14,15,"tlaltenango",348,32,11,1,1,7,1,7,1,0,15,0.507
353,11,32,"zac",3,5,2,2,14,15,"tlaltenango",349,32,11,1,1,7,1,7,1,0,15,0.507
354,11,32,"zac",3,5,2,2,14,15,"tlaltenango",350,32,11,1,1,7,1,7,1,0,15,0.507
356,11,32,"zac",3,5,2,2,14,15,"tlaltenango",351,32,11,1,1,7,1,7,1,0,15,0.507
358,11,32,"zac",3,5,2,2,14,15,"tlaltenango",352,32,11,1,1,7,1,7,1,0,15,0.507
359,12,32,"zac",5,3,2,2,11,6,"villanueva",353,32,12,2,2,6,5,6,0,0,10,0.279
360,12,32,"zac",5,3,2,2,11,6,"villanueva",354,32,12,2,2,6,5,6,0,0,10,0.279
361,12,32,"zac",5,3,2,2,11,6,"villanueva",355,32,12,2,2,6,5,6,0,0,10,0.279
362,12,32,"zac",5,3,2,2,11,6,"villanueva",356,32,12,2,2,6,5,6,0,0,10,0.279
363,12,32,"zac",5,3,2,2,11,6,"villanueva",357,32,12,2,2,6,5,6,0,0,10,0.279
364,12,32,"zac",5,3,2,2,11,6,"villanueva",358,32,12,2,2,6,5,6,0,0,10,0.279
365,12,32,"zac",5,3,2,2,11,6,"villanueva",359,32,12,2,2,6,5,6,0,0,10,0.279
366,12,32,"zac",5,3,2,2,11,6,"villanueva",360,32,12,2,2,6,5,6,0,0,10,0.279
367,12,32,"zac",5,3,2,2,11,6,"villanueva",361,32,12,2,2,6,5,6,0,0,10,0.279
368,12,32,"zac",5,3,2,2,11,6,"villanueva",362,32,12,2,2,6,5,6,0,0,10,0.279
369,12,32,"zac",5,3,2,2,11,6,"villanueva",363,32,12,2,2,6,5,6,0,0,10,0.279
370,12,32,"zac",5,3,2,2,11,6,"villanueva",364,32,12,2,2,6,5,6,0,0,10,0.279
371,12,32,"zac",5,3,2,2,11,6,"villanueva",365,32,12,2,2,6,5,6,0,0,10,0.279
372,12,32,"zac",5,3,2,2,11,6,"villanueva",366,32,12,2,2,6,5,6,0,0,10,0.279
373,12,32,"zac",5,3,2,2,11,6,"villanueva",367,32,12,2,2,6,5,6,0,0,10,0.279
374,12,32,"zac",5,3,2,2,11,6,"villanueva",368,32,12,2,2,6,5,6,0,0,10,0.279
375,12,32,"zac",5,3,2,2,11,6,"villanueva",369,32,12,2,2,6,5,6,0,0,10,0.279
376,12,32,"zac",5,3,2,2,11,6,"villanueva",370,32,12,2,2,6,5,6,0,0,10,0.279
377,12,32,"zac",5,3,2,2,11,6,"villanueva",371,32,12,2,2,6,5,6,0,0,10,0.279
378,13,32,"zac",2,1,1,1,6,3,"fresnillo",372,32,13,15,15,11,10,11,0,0,8,0.295
379,13,32,"zac",2,1,1,1,6,3,"fresnillo",373,32,13,15,15,11,10,11,0,0,8,0.295
380,13,32,"zac",2,1,1,1,6,3,"fresnillo",374,32,13,15,15,11,10,11,0,0,8,0.295
381,13,32,"zac",2,1,1,1,6,3,"fresnillo",375,32,13,15,15,11,10,11,0,0,8,0.295
382,13,32,"zac",2,1,1,1,6,3,"fresnillo",376,32,13,15,15,11,10,11,0,0,8,0.295
383,13,32,"zac",2,1,1,1,6,3,"fresnillo",377,32,13,15,15,11,10,11,0,0,8,0.295
384,13,32,"zac",2,1,1,1,6,3,"fresnillo",378,32,13,15,15,11,10,11,0,0,8,0.295
386,14,32,"zac",4,2,3,3,18,17,"juan aldama",379,32,14,18,18,16,16,16,0,0,17,0.878
387,14,32,"zac",4,2,3,3,18,17,"juan aldama",380,32,14,18,18,16,16,16,0,0,17,0.878
388,14,32,"zac",4,2,3,3,18,17,"juan aldama",381,32,14,18,18,16,16,16,0,0,17,0.878
389,14,32,"zac",4,2,3,3,18,17,"juan aldama",382,32,14,18,18,16,16,16,0,0,17,0.878
390,14,32,"zac",4,2,3,3,18,17,"juan aldama",383,32,14,18,18,16,16,16,0,0,17,0.878
391,14,32,"zac",4,2,3,3,18,17,"juan aldama",384,32,14,18,18,16,16,16,0,0,17,0.878
392,14,32,"zac",4,2,3,3,18,17,"juan aldama",385,32,14,18,18,16,16,16,0,0,17,0.878
393,14,32,"zac",4,2,3,3,18,17,"juan aldama",386,32,14,18,18,16,16,16,0,0,17,0.878
394,14,32,"zac",4,2,3,3,18,17,"juan aldama",387,32,14,18,18,16,16,16,0,0,17,0.878
395,14,32,"zac",4,2,3,3,18,17,"juan aldama",388,32,14,18,18,16,16,16,0,0,17,0.878
396,14,32,"zac",4,2,3,3,18,17,"juan aldama",389,32,14,18,18,16,16,16,0,0,17,0.878
397,14,32,"zac",4,2,3,3,18,17,"juan aldama",390,32,14,18,18,16,16,16,0,0,17,0.878
398,14,32,"zac",4,2,3,3,18,17,"juan aldama",391,32,14,18,18,16,16,16,0,0,17,0.878
399,14,32,"zac",4,2,3,3,18,17,"juan aldama",392,32,14,18,18,16,16,16,0,0,17,0.878
400,14,32,"zac",4,2,3,3,18,17,"juan aldama",393,32,14,18,18,16,16,16,0,0,17,0.878
401,14,32,"zac",4,2,3,3,18,17,"juan aldama",394,32,14,18,18,16,16,16,0,0,17,0.878
402,14,32,"zac",4,2,3,3,18,17,"juan aldama",395,32,14,18,18,16,16,16,0,0,17,0.878
403,14,32,"zac",4,2,3,3,18,17,"juan aldama",396,32,14,18,18,16,16,16,0,0,17,0.878
404,14,32,"zac",4,2,3,3,18,17,"juan aldama",397,32,14,18,18,16,16,16,0,0,17,0.878
405,14,32,"zac",4,2,3,3,18,17,"juan aldama",398,32,14,18,18,16,16,16,0,0,17,0.878
406,14,32,"zac",4,2,3,3,18,17,"juan aldama",399,32,14,18,18,16,16,16,0,0,17,0.878
407,14,32,"zac",4,2,3,3,18,17,"juan aldama",400,32,14,18,18,16,16,16,0,0,17,0.878
408,14,32,"zac",4,2,3,3,18,17,"juan aldama",401,32,14,18,18,16,16,16,0,0,17,0.878
409,14,32,"zac",4,2,3,3,18,17,"juan aldama",402,32,14,18,18,16,16,16,0,0,17,0.878
410,14,32,"zac",4,2,3,3,18,17,"juan aldama",403,32,14,18,18,16,16,16,0,0,17,0.878
411,14,32,"zac",4,2,3,3,18,17,"juan aldama",404,32,14,18,18,16,16,16,0,0,17,0.878
412,14,32,"zac",4,2,3,3,18,17,"juan aldama",405,32,14,18,18,16,16,16,0,0,17,0.878
413,14,32,"zac",4,2,3,3,18,17,"juan aldama",406,32,14,18,18,16,16,16,0,0,17,0.878
414,14,32,"zac",4,2,3,3,18,17,"juan aldama",407,32,14,18,18,16,16,16,0,0,17,0.878
415,14,32,"zac",4,2,3,3,18,17,"juan aldama",408,32,14,18,18,16,16,16,0,0,17,0.878
416,14,32,"zac",4,2,3,3,18,17,"juan aldama",409,32,14,18,18,16,16,16,0,0,17,0.878
417,14,32,"zac",4,2,3,3,18,17,"juan aldama",410,32,14,18,18,16,16,16,0,0,17,0.878
418,14,32,"zac",4,2,3,3,18,17,"juan aldama",411,32,14,18,18,16,16,16,0,0,17,0.878
419,14,32,"zac",4,2,3,3,18,17,"juan aldama",412,32,14,18,18,16,16,16,0,0,17,0.878
420,14,32,"zac",4,2,3,3,18,17,"juan aldama",413,32,14,18,18,16,16,16,0,0,17,0.878
421,14,32,"zac",4,2,3,3,18,17,"juan aldama",414,32,14,18,18,16,16,16,0,0,17,0.878
422,14,32,"zac",4,2,3,3,18,17,"juan aldama",415,32,14,18,18,16,16,16,0,0,17,0.878
423,14,32,"zac",4,2,3,3,18,17,"juan aldama",416,32,14,18,18,16,16,16,0,0,17,0.878
424,14,32,"zac",4,2,3,3,18,17,"juan aldama",417,32,14,18,18,16,16,16,0,0,17,0.878
425,14,32,"zac",4,2,3,3,18,17,"juan aldama",418,32,14,18,18,16,16,16,0,0,17,0.878
426,14,32,"zac",4,2,3,3,18,17,"juan aldama",419,32,14,18,18,16,16,16,0,0,17,0.878
427,14,32,"zac",4,2,3,3,18,17,"juan aldama",420,32,14,18,18,16,16,16,0,0,17,0.878
428,15,32,"zac",3,5,2,2,13,10,"jalpa",421,32,15,4,4,2,18,2,0,0,10,0.426
429,15,32,"zac",3,5,2,2,13,10,"jalpa",422,32,15,4,4,2,18,2,0,0,10,0.426
430,15,32,"zac",3,5,2,2,13,10,"jalpa",423,32,15,4,4,2,18,2,0,0,10,0.426
431,15,32,"zac",3,5,2,2,13,10,"jalpa",424,32,15,4,4,2,18,2,0,0,10,0.426
432,15,32,"zac",3,5,2,2,13,10,"jalpa",425,32,15,4,4,2,18,2,0,0,10,0.426
433,15,32,"zac",3,5,2,2,13,10,"jalpa",426,32,15,4,4,2,18,2,0,0,10,0.426
434,15,32,"zac",3,5,2,2,13,10,"jalpa",427,32,15,4,4,2,18,2,0,0,10,0.426
435,15,32,"zac",3,5,2,2,13,10,"jalpa",428,32,15,4,4,2,18,2,0,0,10,0.426
436,16,32,"zac",5,4,4,4,8,6,"ojocaliente",429,32,16,6,6,4,4,4,0,0,6,0.512
437,16,32,"zac",5,4,4,4,8,6,"ojocaliente",430,32,16,6,6,4,4,4,0,0,6,0.512
438,16,32,"zac",5,4,4,4,8,6,"ojocaliente",431,32,16,6,6,4,4,4,0,0,6,0.512
439,16,32,"zac",5,4,4,4,8,6,"ojocaliente",432,32,16,6,6,4,4,4,0,0,6,0.512
440,16,32,"zac",5,4,4,4,8,6,"ojocaliente",433,32,16,6,6,4,4,4,0,0,6,0.512
441,16,32,"zac",5,4,4,4,8,6,"ojocaliente",434,32,16,6,6,4,4,4,0,0,6,0.512
442,16,32,"zac",5,4,4,4,8,6,"ojocaliente",435,32,16,6,6,4,4,4,0,0,6,0.512
443,16,32,"zac",5,4,4,4,8,6,"ojocaliente",436,32,16,6,6,4,4,4,0,0,6,0.512
444,16,32,"zac",5,4,4,4,8,6,"ojocaliente",437,32,16,6,6,4,4,4,0,0,6,0.512
445,16,32,"zac",5,4,4,4,8,6,"ojocaliente",438,32,16,6,6,4,4,4,0,0,6,0.512
446,16,32,"zac",5,4,4,4,8,6,"ojocaliente",439,32,16,6,6,4,4,4,0,0,6,0.512
447,16,32,"zac",5,4,4,4,8,6,"ojocaliente",440,32,16,6,6,4,4,4,0,0,6,0.512
448,16,32,"zac",5,4,4,4,8,6,"ojocaliente",441,32,16,6,6,4,4,4,0,0,6,0.512
449,16,32,"zac",5,4,4,4,8,6,"ojocaliente",442,32,16,6,6,4,4,4,0,0,6,0.512
450,16,32,"zac",5,4,4,4,8,6,"ojocaliente",443,32,16,6,6,4,4,4,0,0,6,0.512
451,16,32,"zac",5,4,4,4,8,6,"ojocaliente",444,32,16,6,6,4,4,4,0,0,6,0.512
452,16,32,"zac",5,4,4,4,8,6,"ojocaliente",445,32,16,6,6,4,4,4,0,0,6,0.512
453,16,32,"zac",5,4,4,4,8,6,"ojocaliente",446,32,16,6,6,4,4,4,0,0,6,0.512
454,16,32,"zac",5,4,4,4,8,6,"ojocaliente",447,32,16,6,6,4,4,4,0,0,6,0.512
455,16,32,"zac",5,4,4,4,8,6,"ojocaliente",448,32,16,6,6,4,4,4,0,0,6,0.512
456,16,32,"zac",5,4,4,4,8,6,"ojocaliente",449,32,16,6,6,4,4,4,0,0,6,0.512
457,16,32,"zac",5,4,4,4,8,6,"ojocaliente",450,32,16,6,6,4,4,4,0,0,6,0.512
458,16,32,"zac",5,4,4,4,8,6,"ojocaliente",451,32,16,6,6,4,4,4,0,0,6,0.512
459,16,32,"zac",5,4,4,4,8,6,"ojocaliente",452,32,16,6,6,4,4,4,0,0,6,0.512
460,17,32,"zac",5,4,4,4,3,4,"guadalupe",453,32,17,13,13,8,5,8,0,0,5,0.717
461,17,32,"zac",5,4,4,4,3,4,"guadalupe",454,32,17,13,13,8,5,8,0,0,5,0.717
462,17,32,"zac",5,4,4,4,3,4,"guadalupe",455,32,17,13,13,8,6,8,0,0,5,0.717
463,17,32,"zac",5,4,4,4,4,4,"guadalupe",456,32,17,13,13,9,6,9,0,0,4,0.653
464,17,32,"zac",5,4,4,4,4,4,"guadalupe",457,32,17,13,13,9,6,9,0,0,4,0.653
465,17,32,"zac",5,4,4,4,4,4,"guadalupe",458,32,17,13,13,9,6,9,0,0,4,0.653
466,17,32,"zac",5,4,4,4,4,4,"guadalupe",459,32,17,13,13,9,6,9,0,0,4,0.653
467,17,32,"zac",5,4,4,4,4,4,"guadalupe",460,32,17,13,13,9,6,9,0,0,4,0.653
468,17,32,"zac",5,4,4,4,4,4,"guadalupe",461,32,17,13,13,9,6,9,0,0,4,0.653
469,17,32,"zac",5,4,4,4,4,4,"guadalupe",462,32,17,13,13,9,6,9,0,0,4,0.653
470,17,32,"zac",5,4,4,4,4,4,"guadalupe",463,32,17,13,13,9,6,9,0,0,4,0.653
471,17,32,"zac",5,4,4,4,3,5,"guadalupe",464,32,17,13,13,8,5,8,0,0,5,0.717
472,17,32,"zac",5,4,4,4,3,5,"guadalupe",465,32,17,13,13,8,5,8,0,0,5,0.717
473,17,32,"zac",5,4,4,4,3,5,"guadalupe",466,32,17,13,13,8,5,8,0,0,5,0.717
474,17,32,"zac",5,4,4,4,3,4,"guadalupe",467,32,17,13,13,8,5,8,0,0,5,0.717
475,17,32,"zac",5,4,4,4,3,5,"guadalupe",468,32,17,13,13,8,5,8,0,0,5,0.717
476,17,32,"zac",5,4,4,4,3,4,"guadalupe",469,32,17,13,13,8,5,8,0,0,5,0.717
477,17,32,"zac",5,4,4,4,3,4,"guadalupe",470,32,17,13,13,8,5,8,0,0,5,0.717
478,17,32,"zac",5,4,4,4,3,4,"guadalupe",471,32,17,13,13,8,6,8,0,0,5,0.717
479,17,32,"zac",5,4,4,4,3,4,"guadalupe",472,32,17,13,13,8,5,8,0,0,5,0.717
480,17,32,"zac",5,4,4,4,3,4,"guadalupe",473,32,17,13,13,8,5,8,0,0,5,0.717
481,17,32,"zac",5,4,4,4,3,4,"guadalupe",474,32,17,13,13,8,5,8,0,0,5,0.717
482,17,32,"zac",5,4,4,4,3,4,"guadalupe",475,32,17,13,13,8,5,8,0,0,5,0.717
483,17,32,"zac",5,4,4,4,3,4,"guadalupe",476,32,17,13,13,8,5,8,0,0,5,0.717
484,17,32,"zac",5,4,4,4,3,5,"guadalupe",477,32,17,13,13,8,5,8,0,0,5,0.717
485,17,32,"zac",5,4,4,4,3,5,"guadalupe",478,32,17,13,13,8,5,8,0,0,5,0.717
486,17,32,"zac",5,4,4,4,3,5,"guadalupe",479,32,17,13,13,8,5,8,0,0,5,0.717
487,17,32,"zac",5,4,4,4,3,5,"guadalupe",480,32,17,13,13,8,5,8,0,0,5,0.717
488,17,32,"zac",5,4,4,4,3,5,"guadalupe",481,32,17,13,13,8,5,8,0,0,5,0.717
489,17,32,"zac",5,4,4,4,3,5,"guadalupe",482,32,17,13,13,8,5,8,0,0,5,0.717
490,17,32,"zac",5,4,4,4,3,5,"guadalupe",483,32,17,13,13,8,5,8,0,0,5,0.717
491,17,32,"zac",5,4,4,4,3,5,"guadalupe",484,32,17,12,12,8,5,8,0,0,5,0.717
492,17,32,"zac",5,4,4,4,3,5,"guadalupe",485,32,17,13,13,8,5,8,0,0,5,0.717
493,17,32,"zac",5,4,4,4,3,5,"guadalupe",486,32,17,12,12,8,5,8,0,0,5,0.717
494,17,32,"zac",5,4,4,4,3,5,"guadalupe",487,32,17,12,12,8,5,8,0,0,5,0.717
495,17,32,"zac",5,4,4,4,3,5,"guadalupe",488,32,17,12,12,8,5,8,0,0,5,0.717
496,17,32,"zac",5,4,4,4,3,5,"guadalupe",489,32,17,12,12,8,5,8,0,0,5,0.717
497,17,32,"zac",5,4,4,4,3,5,"guadalupe",490,32,17,12,12,8,5,8,0,0,5,0.717
498,17,32,"zac",5,4,4,4,3,5,"guadalupe",491,32,17,12,12,8,5,8,0,0,5,0.717
499,17,32,"zac",5,4,4,4,3,5,"guadalupe",492,32,17,13,13,8,5,8,0,0,5,0.717
500,17,32,"zac",5,4,4,4,3,5,"guadalupe",493,32,17,13,13,8,5,8,0,0,5,0.717
501,17,32,"zac",5,4,4,4,3,5,"guadalupe",494,32,17,12,12,8,5,8,0,0,5,0.717
502,17,32,"zac",5,4,4,4,3,5,"guadalupe",495,32,17,12,12,8,5,8,0,0,5,0.717
503,17,32,"zac",5,4,4,4,3,5,"guadalupe",496,32,17,12,12,8,5,8,0,0,5,0.717
504,17,32,"zac",5,4,4,4,3,5,"guadalupe",497,32,17,12,12,8,5,8,0,0,5,0.717
505,17,32,"zac",5,4,4,4,3,5,"guadalupe",498,32,17,12,12,8,5,8,0,0,5,0.717
506,17,32,"zac",5,4,4,4,3,5,"guadalupe",499,32,17,12,12,8,5,8,0,0,5,0.717
507,17,32,"zac",5,4,4,4,3,5,"guadalupe",500,32,17,12,12,8,5,8,0,0,5,0.717
508,17,32,"zac",5,4,4,4,3,5,"guadalupe",501,32,17,12,12,8,5,8,0,0,5,0.717
509,17,32,"zac",5,4,4,4,3,5,"guadalupe",502,32,17,12,12,8,5,8,0,0,5,0.717
