"seccion","munn","edo","edon","disloc2017","disloc2005","pobtot","esc1","esc3","SQ","dsi_pob"
1,1,"nay",18,1,18,767,1,1,18,0.784991816693944
2,1,"nay",18,1,18,1400,1,1,18,0.784991816693944
3,1,"nay",18,1,18,3246,1,1,18,0.784991816693944
4,1,"nay",18,1,18,921,1,1,18,0.784991816693944
5,1,"nay",18,1,18,1330,1,1,18,0.784991816693944
6,1,"nay",18,1,18,599,1,1,18,0.784991816693944
7,1,"nay",18,1,18,695,1,1,18,0.784991816693944
8,1,"nay",18,1,18,1084,1,1,18,0.784991816693944
9,1,"nay",18,1,18,2172,1,1,18,0.784991816693944
10,1,"nay",18,1,18,1337,1,1,18,0.784991816693944
11,1,"nay",18,1,18,360,1,1,18,0.784991816693944
12,1,"nay",18,1,18,736,1,1,18,0.784991816693944
13,1,"nay",18,1,18,725,1,1,18,0.784991816693944
14,1,"nay",18,1,18,278,1,1,18,0.784991816693944
15,1,"nay",18,1,18,520,1,1,18,0.784991816693944
16,1,"nay",18,1,18,1389,1,1,18,0.784991816693944
17,1,"nay",18,1,18,1112,1,1,18,0.784991816693944
18,1,"nay",18,1,18,1243,1,1,18,0.784991816693944
19,1,"nay",18,1,18,188,1,1,18,0.784991816693944
20,1,"nay",18,1,18,392,1,1,18,0.784991816693944
21,1,"nay",18,1,18,531,1,1,18,0.784991816693944
22,1,"nay",18,1,18,302,1,1,18,0.784991816693944
23,1,"nay",18,1,18,824,1,1,18,0.784991816693944
24,1,"nay",18,1,18,1155,1,1,18,0.784991816693944
25,1,"nay",18,1,18,161,1,1,18,0.784991816693944
26,1,"nay",18,1,18,337,1,1,18,0.784991816693944
27,1,"nay",18,1,18,671,1,1,18,0.784991816693944
28,1,"nay",18,1,18,482,1,1,18,0.784991816693944
29,1,"nay",18,1,18,197,1,1,18,0.784991816693944
30,1,"nay",18,1,18,289,1,1,18,0.784991816693944
31,1,"nay",18,1,18,300,1,1,18,0.784991816693944
32,1,"nay",18,1,18,422,1,1,18,0.784991816693944
33,1,"nay",18,1,18,1062,1,1,18,0.784991816693944
34,1,"nay",18,1,18,481,1,1,18,0.784991816693944
35,1,"nay",18,1,18,159,1,1,18,0.784991816693944
36,1,"nay",18,1,18,993,1,1,18,0.784991816693944
37,1,"nay",18,1,18,358,1,1,18,0.784991816693944
38,1,"nay",18,1,18,1248,1,1,18,0.784991816693944
39,1,"nay",18,1,18,1029,1,1,18,0.784991816693944
40,1,"nay",18,1,18,903,1,1,18,0.784991816693944
41,1,"nay",18,1,18,406,1,1,18,0.784991816693944
42,1,"nay",18,1,18,293,1,1,18,0.784991816693944
43,1,"nay",18,1,18,758,1,1,18,0.784991816693944
44,1,"nay",18,1,18,235,1,1,18,0.784991816693944
