"seccion","munn","edon","disloc2016","disloc2013","esc1","esc3","pobtot","SQ","dsi_pob"
1,1,29,8,3,10,8,1538,11,0.226489963840624
2,1,29,8,3,10,8,3949,11,0.226489963840624
3,1,29,8,3,10,8,3848,11,0.226489963840624
4,1,29,8,3,10,8,832,11,0.226489963840624
5,2,29,8,2,7,8,3165,4,0.711990486552134
6,2,29,8,2,7,8,1143,4,0.711990486552134
7,2,29,8,2,7,8,442,4,0.711990486552134
8,2,29,8,2,7,8,2704,4,0.711990486552134
9,2,29,8,2,7,8,2223,4,0.711990486552134
10,2,29,8,2,7,8,3402,4,0.711990486552134
11,2,29,8,2,7,8,1057,4,0.711990486552134
12,3,29,4,15,8,4,1335,15,0.276267877412032
13,3,29,4,16,8,4,2516,15,0.276267877412032
14,3,29,4,16,8,4,6027,15,0.276267877412032
15,3,29,4,16,8,4,2090,15,0.276267877412032
16,3,29,4,15,8,4,1791,15,0.276267877412032
17,3,29,4,15,8,4,1501,15,0.276267877412032
18,3,29,4,15,8,4,1086,15,0.276267877412032
19,3,29,4,16,8,4,1037,15,0.276267877412032
20,3,29,4,16,8,4,1350,15,0.276267877412032
21,3,29,4,16,8,4,568,15,0.276267877412032
22,3,29,4,16,8,4,1785,15,0.276267877412032
23,3,29,4,15,8,4,587,15,0.276267877412032
24,3,29,4,15,8,4,923,15,0.276267877412032
25,3,29,4,15,8,4,1815,15,0.276267877412032
26,3,29,4,15,8,4,1805,15,0.276267877412032
27,3,29,4,15,8,4,2139,15,0.276267877412032
28,3,29,4,16,8,4,1606,15,0.276267877412032
29,3,29,4,16,8,4,2046,15,0.276267877412032
30,3,29,4,16,8,4,8534,15,0.276267877412032
31,3,29,4,16,8,4,3486,15,0.276267877412032
32,3,29,4,16,8,4,2342,15,0.276267877412032
33,3,29,4,15,8,4,3127,15,0.276267877412032
34,3,29,4,15,8,4,1046,15,0.276267877412032
35,3,29,4,15,8,4,1691,15,0.276267877412032
36,3,29,4,15,8,4,1986,15,0.276267877412032
37,3,29,4,15,8,4,1519,15,0.276267877412032
38,3,29,5,15,1,5,1267,17,0.504635121940977
39,3,29,4,16,8,4,1475,15,0.276267877412032
40,3,29,4,16,8,4,3129,15,0.276267877412032
41,3,29,4,16,8,4,3381,15,0.276267877412032
42,3,29,4,15,8,4,814,15,0.276267877412032
43,3,29,4,15,8,4,3816,15,0.276267877412032
44,3,29,4,15,8,4,2399,15,0.276267877412032
45,3,29,4,15,8,4,593,15,0.276267877412032
46,3,29,4,16,8,4,2480,15,0.276267877412032
47,3,29,4,16,8,4,3759,15,0.276267877412032
48,3,29,4,15,8,4,451,15,0.276267877412032
49,4,29,2,12,4,2,889,14,0.348100342740465
50,4,29,2,12,4,2,422,14,0.348100342740465
51,4,29,2,12,4,2,428,14,0.348100342740465
52,4,29,2,12,4,2,142,14,0.348100342740465
53,4,29,2,12,4,2,1310,14,0.348100342740465
54,4,29,2,12,4,2,473,14,0.348100342740465
55,4,29,2,12,4,2,408,14,0.348100342740465
56,4,29,2,12,4,2,1489,14,0.348100342740465
57,4,29,2,12,4,2,546,14,0.348100342740465
58,34,29,2,14,4,2,270,14,0.348100342740465
59,5,29,11,17,14,11,1327,19,0.49556786120352
60,5,29,11,17,14,11,904,19,0.49556786120352
61,5,29,11,17,14,11,536,19,0.49556786120352
62,5,29,11,17,14,11,384,19,0.49556786120352
63,5,29,11,17,14,11,450,19,0.49556786120352
64,5,29,11,17,14,11,307,19,0.49556786120352
65,5,29,11,17,14,11,279,19,0.49556786120352
66,5,29,11,17,14,11,675,19,0.49556786120352
67,5,29,11,17,14,11,255,19,0.49556786120352
68,5,29,11,17,14,11,2342,19,0.49556786120352
69,5,29,11,17,14,11,1330,19,0.49556786120352
70,5,29,11,17,14,11,757,19,0.49556786120352
71,5,29,11,17,14,11,1152,19,0.49556786120352
72,5,29,11,17,14,11,967,19,0.49556786120352
73,5,29,11,17,14,11,330,19,0.49556786120352
74,5,29,11,17,14,11,1440,19,0.49556786120352
75,5,29,11,17,14,11,567,19,0.49556786120352
76,5,29,11,17,14,11,142,19,0.49556786120352
77,5,29,11,17,14,11,1779,19,0.49556786120352
78,6,29,1,13,9,1,5522,13,0.81198467230444
79,6,29,1,13,9,1,2737,13,0.81198467230444
80,6,29,1,13,9,1,1527,13,0.81198467230444
