"seccion","munn","edon","disloc2018","disloc2012","esc1","esc3","pobtot","SQ","dsi_pob"
1,1,17,9,9,1,1,2107,9,0.553639079247935
2,1,17,9,9,1,1,1198,9,0.553639079247935
3,1,17,9,9,1,1,1207,9,0.553639079247935
4,1,17,9,9,1,1,2153,9,0.553639079247935
5,1,17,9,9,1,1,761,9,0.553639079247935
6,1,17,9,9,1,1,2123,9,0.553639079247935
7,1,17,9,9,1,1,1317,9,0.553639079247935
8,1,17,9,9,1,1,1752,9,0.553639079247935
9,1,17,9,9,1,1,1927,9,0.553639079247935
10,1,17,9,9,1,1,1674,9,0.553639079247935
11,1,17,9,9,1,1,660,9,0.553639079247935
12,2,17,4,13,11,11,2745,17,0.624441183264713
13,2,17,4,13,11,11,2250,17,0.624441183264713
14,2,17,4,13,11,11,1689,17,0.624441183264713
15,2,17,4,13,11,11,1765,17,0.624441183264713
16,2,17,4,13,11,11,848,17,0.624441183264713
17,2,17,4,13,11,11,1481,17,0.624441183264713
18,2,17,4,13,11,11,3464,17,0.624441183264713
19,2,17,4,13,11,11,3963,17,0.624441183264713
20,2,17,4,13,11,11,63,17,0.624441183264713
21,2,17,4,13,11,11,878,17,0.624441183264713
22,2,17,4,13,11,11,512,17,0.624441183264713
23,2,17,4,13,11,11,354,17,0.624441183264713
24,3,17,11,18,2,2,3542,11,0.594144562562356
25,3,17,11,18,2,2,1325,11,0.594144562562356
26,3,17,11,18,2,2,3849,11,0.594144562562356
27,3,17,11,18,2,2,1551,11,0.594144562562356
28,3,17,11,18,2,2,1906,11,0.594144562562356
29,3,17,11,18,2,2,2769,11,0.594144562562356
30,3,17,11,18,2,2,1466,11,0.594144562562356
31,3,17,11,18,2,2,2044,11,0.594144562562356
32,3,17,11,18,2,2,770,11,0.594144562562356
33,3,17,11,18,2,2,2068,11,0.594144562562356
34,3,17,11,18,2,2,272,11,0.594144562562356
35,3,17,11,18,2,2,1633,11,0.594144562562356
36,3,17,11,18,2,2,1511,11,0.594144562562356
37,3,17,11,18,2,2,1529,11,0.594144562562356
38,3,17,11,18,2,2,2388,11,0.594144562562356
39,3,17,11,18,2,2,1405,11,0.594144562562356
40,3,17,11,18,2,2,1125,11,0.594144562562356
41,3,17,11,18,2,2,1191,11,0.594144562562356
42,3,17,11,18,2,2,418,11,0.594144562562356
43,3,17,11,18,2,2,890,11,0.594144562562356
44,4,17,10,16,3,3,1941,16,0.508502601020058
45,4,17,10,16,3,3,4241,16,0.508502601020058
46,4,17,10,16,3,3,1610,16,0.508502601020058
47,4,17,10,16,3,3,2335,16,0.508502601020058
48,4,17,10,16,3,3,3034,16,0.508502601020058
