"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2016","disloc2010","X","edon.y","munn.y","escenario1","escenario2","escenario3","clv1","pan_cnv2","esc1_CLV1","esc2_panCNV2","SQ","dsiSQ_E1","dsiSQ_E3","E1","dsiE1_E3"
230,5,10,"dgo",1,5,4,4,9,3,224,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
231,5,10,"dgo",1,5,4,4,9,5,225,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
232,5,10,"dgo",1,5,4,4,9,5,226,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
233,5,10,"dgo",1,5,4,4,9,5,227,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
234,5,10,"dgo",1,5,4,4,9,5,228,10,5,11,9,9,9,9,0,1,5,0.306,0.281,9,0.476
235,5,10,"dgo",1,5,4,4,9,5,229,10,5,11,9,9,9,9,0,1,5,0.306,0.281,9,0.476
236,5,10,"dgo",1,5,4,1,10,5,230,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
237,5,10,"dgo",1,4,4,1,10,6,231,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
238,5,10,"dgo",1,5,4,1,10,5,232,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
239,5,10,"dgo",1,5,4,4,9,5,233,10,5,11,9,9,9,9,0,1,5,0.306,0.281,9,0.476
240,5,10,"dgo",1,5,4,4,9,3,234,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
241,5,10,"dgo",1,5,4,4,9,5,235,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
242,5,10,"dgo",1,5,4,4,9,5,236,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
243,5,10,"dgo",1,5,4,4,9,4,237,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
244,5,10,"dgo",1,5,4,4,9,4,238,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
245,5,10,"dgo",1,5,4,4,9,4,239,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
246,5,10,"dgo",1,5,4,4,9,3,240,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
247,5,10,"dgo",1,5,4,4,9,4,241,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
248,5,10,"dgo",1,5,4,4,9,3,242,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
249,5,10,"dgo",1,5,4,4,9,3,243,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
250,5,10,"dgo",1,5,4,4,8,3,244,10,5,9,8,8,8,8,0,1,3,0.353,0.268,10,0.239
251,5,10,"dgo",1,5,4,4,8,3,245,10,5,9,8,8,8,8,0,1,3,0.353,0.268,10,0.239
252,5,10,"dgo",1,5,4,4,8,3,246,10,5,9,8,8,8,8,0,1,3,0.353,0.268,10,0.239
253,5,10,"dgo",1,5,4,4,8,3,247,10,5,8,8,8,8,8,1,1,3,0.588,0.268,10,0.239
254,5,10,"dgo",1,5,4,4,8,3,248,10,5,9,8,8,8,8,0,1,3,0.353,0.268,10,0.239
255,5,10,"dgo",1,5,4,4,8,3,249,10,5,9,8,8,8,8,0,1,3,0.353,0.268,10,0.239
256,5,10,"dgo",1,5,4,4,9,3,250,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
257,5,10,"dgo",1,5,4,4,9,4,251,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
258,5,10,"dgo",1,5,4,4,9,4,252,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
259,5,10,"dgo",1,5,4,4,9,4,253,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
260,5,10,"dgo",1,5,4,4,9,4,254,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
261,5,10,"dgo",1,5,4,4,9,5,255,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
262,5,10,"dgo",1,5,4,4,9,5,256,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
263,5,10,"dgo",1,5,4,4,9,5,257,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
264,5,10,"dgo",1,5,4,4,9,5,258,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
265,5,10,"dgo",1,5,4,4,9,5,259,10,5,10,9,9,9,9,0,1,5,0.484,0.281,9,0.476
266,5,10,"dgo",1,5,4,4,9,5,260,10,5,10,9,9,9,9,0,1,5,0.484,0.281,9,0.476
267,5,10,"dgo",1,5,4,4,9,5,261,10,5,10,9,9,9,9,0,1,5,0.484,0.281,9,0.476
268,5,10,"dgo",1,5,4,4,9,5,262,10,5,10,9,9,9,9,0,1,5,0.484,0.281,9,0.476
269,5,10,"dgo",1,5,4,4,9,5,263,10,5,10,9,9,9,9,0,1,5,0.484,0.281,9,0.476
270,5,10,"dgo",1,5,4,1,9,5,264,10,5,11,9,9,9,9,0,1,5,0.306,0.281,9,0.476
271,5,10,"dgo",1,5,4,1,10,5,265,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
272,5,10,"dgo",1,5,4,4,9,5,266,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
273,5,10,"dgo",1,5,4,4,9,4,267,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
274,5,10,"dgo",1,5,4,4,9,4,268,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
275,5,10,"dgo",1,5,4,4,9,4,269,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
276,5,10,"dgo",1,5,4,4,8,3,270,10,5,9,8,8,8,8,0,1,3,0.353,0.268,10,0.239
277,5,10,"dgo",1,5,4,4,8,3,271,10,5,9,8,8,8,8,0,1,3,0.353,0.268,10,0.239
278,5,10,"dgo",1,5,4,4,8,3,272,10,5,9,8,8,8,8,0,1,3,0.353,0.268,10,0.239
279,5,10,"dgo",1,5,4,4,8,3,273,10,5,9,8,8,8,8,0,1,3,0.353,0.268,10,0.239
280,5,10,"dgo",1,5,4,4,8,3,274,10,5,9,8,8,8,8,0,1,3,0.353,0.268,10,0.239
281,5,10,"dgo",1,5,4,4,8,3,275,10,5,9,8,8,8,8,0,1,3,0.353,0.268,10,0.239
282,5,10,"dgo",1,5,4,4,8,3,276,10,5,9,8,8,8,8,0,1,3,0.353,0.268,10,0.239
283,5,10,"dgo",1,5,4,4,8,3,277,10,5,9,8,8,8,8,0,1,3,0.353,0.268,10,0.239
284,5,10,"dgo",1,5,4,4,9,4,278,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
285,5,10,"dgo",1,5,4,4,9,4,279,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
286,5,10,"dgo",1,5,4,4,9,4,280,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
287,5,10,"dgo",1,5,4,4,9,5,281,10,5,10,9,9,9,9,0,1,5,0.484,0.281,9,0.476
288,5,10,"dgo",1,5,4,4,9,4,282,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
289,5,10,"dgo",1,5,4,4,9,4,283,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
290,5,10,"dgo",1,5,4,4,9,4,284,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
291,5,10,"dgo",1,5,4,4,9,4,285,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
292,5,10,"dgo",1,5,4,4,9,4,286,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
293,5,10,"dgo",1,5,4,4,9,4,287,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
294,5,10,"dgo",1,5,4,4,9,4,288,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
295,5,10,"dgo",1,5,4,4,9,4,289,10,5,9,9,9,9,9,1,1,5,0.353,0.281,9,0.476
296,5,10,"dgo",1,5,4,1,8,4,290,10,5,10,8,8,8,8,0,1,3,0.484,0.268,10,0.239
297,5,10,"dgo",1,5,4,1,8,4,291,10,5,10,8,8,8,8,0,1,3,0.484,0.268,10,0.239
298,5,10,"dgo",1,5,4,1,8,4,292,10,5,10,8,8,8,8,0,1,3,0.484,0.268,10,0.239
299,5,10,"dgo",1,5,1,1,8,4,293,10,5,10,8,8,8,8,0,1,3,0.484,0.268,10,0.239
300,5,10,"dgo",1,5,1,1,8,4,294,10,5,10,8,8,8,8,0,1,3,0.484,0.268,10,0.239
301,5,10,"dgo",1,5,1,1,8,4,295,10,5,10,8,8,8,8,0,1,3,0.484,0.268,10,0.239
302,5,10,"dgo",1,5,4,1,8,4,296,10,5,10,8,8,8,8,0,1,3,0.484,0.268,10,0.239
303,5,10,"dgo",1,4,4,4,11,1,297,10,5,12,11,11,11,11,0,1,1,0.39,0.481,12,0.661
304,5,10,"dgo",1,4,4,4,12,2,298,10,5,8,12,12,12,12,0,1,2,0.588,0.811,8,0.74
305,5,10,"dgo",1,4,4,4,9,1,299,10,5,11,9,9,9,9,0,1,5,0.306,0.281,9,0.476
306,5,10,"dgo",5,5,4,1,9,5,300,10,5,10,9,9,9,9,0,1,5,0.484,0.281,9,0.476
307,5,10,"dgo",5,5,4,1,9,5,301,10,5,10,9,9,9,9,0,1,5,0.484,0.281,9,0.476
308,5,10,"dgo",5,5,4,1,9,5,302,10,5,10,9,9,9,9,0,1,5,0.484,0.281,9,0.476
309,5,10,"dgo",5,5,4,1,9,5,303,10,5,10,9,9,9,9,0,1,5,0.484,0.281,9,0.476
310,5,10,"dgo",5,5,4,1,9,5,304,10,5,10,9,9,9,9,0,1,5,0.484,0.281,9,0.476
311,5,10,"dgo",5,5,4,1,9,5,305,10,5,10,9,9,9,9,0,1,5,0.484,0.281,9,0.476
312,5,10,"dgo",5,5,4,1,9,5,306,10,5,10,9,9,9,9,0,1,5,0.484,0.281,9,0.476
313,5,10,"dgo",5,5,4,1,9,5,307,10,5,10,9,9,9,9,0,1,5,0.484,0.281,9,0.476
314,5,10,"dgo",5,5,4,1,9,5,308,10,5,10,9,9,9,9,0,1,5,0.484,0.281,9,0.476
315,5,10,"dgo",5,5,4,1,9,5,309,10,5,10,9,9,9,9,0,1,5,0.484,0.281,9,0.476
316,5,10,"dgo",5,5,4,1,9,5,310,10,5,10,9,9,9,9,0,1,5,0.484,0.281,9,0.476
317,5,10,"dgo",5,5,4,1,10,5,311,10,5,10,10,10,10,9,1,0,5,0.484,0.308,11,0.398
318,5,10,"dgo",5,5,4,1,10,5,312,10,5,10,10,10,10,10,1,1,5,0.484,0.308,11,0.398
319,5,10,"dgo",5,5,4,1,10,6,313,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
320,5,10,"dgo",5,5,4,1,10,6,314,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
321,5,10,"dgo",5,5,4,1,10,6,315,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
322,5,10,"dgo",5,4,1,1,10,6,316,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
323,5,10,"dgo",5,5,4,1,10,6,317,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
324,5,10,"dgo",5,5,4,1,10,6,318,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
325,5,10,"dgo",5,5,4,1,10,6,319,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
326,5,10,"dgo",5,5,4,1,10,5,320,10,5,10,10,10,10,10,1,1,5,0.484,0.308,11,0.398
327,5,10,"dgo",5,5,4,1,10,5,321,10,5,10,10,10,10,10,1,1,5,0.484,0.308,11,0.398
328,5,10,"dgo",5,5,4,1,10,5,322,10,5,10,10,10,10,10,1,1,5,0.484,0.308,11,0.398
329,5,10,"dgo",5,5,1,1,10,5,323,10,5,10,10,10,10,10,1,1,5,0.484,0.308,11,0.398
330,5,10,"dgo",5,5,1,1,10,5,324,10,5,10,10,10,10,10,1,1,5,0.484,0.308,11,0.398
331,5,10,"dgo",5,5,1,1,10,5,325,10,5,10,10,10,10,10,1,1,5,0.484,0.308,11,0.398
332,5,10,"dgo",5,5,1,1,10,5,326,10,5,10,10,10,10,10,1,1,5,0.484,0.308,11,0.398
333,5,10,"dgo",5,5,1,1,10,5,327,10,5,10,10,10,10,10,1,1,5,0.484,0.308,11,0.398
334,5,10,"dgo",5,5,1,1,10,5,328,10,5,10,10,10,10,10,1,1,5,0.484,0.308,11,0.398
335,5,10,"dgo",5,5,1,1,10,5,329,10,5,10,10,10,10,10,1,1,5,0.484,0.308,11,0.398
336,5,10,"dgo",5,5,1,1,10,5,330,10,5,10,10,10,10,10,1,1,5,0.484,0.308,11,0.398
337,5,10,"dgo",5,5,4,1,10,5,331,10,5,10,10,10,10,10,1,1,5,0.484,0.308,11,0.398
338,5,10,"dgo",5,5,4,1,10,6,332,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
339,5,10,"dgo",5,5,1,1,10,6,333,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
340,5,10,"dgo",5,5,1,1,10,6,334,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
341,5,10,"dgo",5,5,1,1,10,6,335,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
342,5,10,"dgo",5,5,1,1,10,5,336,10,5,10,10,10,10,10,1,1,5,0.484,0.308,11,0.398
343,5,10,"dgo",5,5,1,1,10,5,337,10,5,10,10,10,10,10,1,1,5,0.484,0.308,11,0.398
344,5,10,"dgo",5,5,1,1,10,5,338,10,5,10,10,10,10,10,1,1,5,0.484,0.308,11,0.398
345,5,10,"dgo",5,5,1,1,10,5,339,10,5,10,10,10,10,10,1,1,5,0.484,0.308,11,0.398
346,5,10,"dgo",5,5,1,1,10,5,340,10,5,10,10,10,10,10,1,1,5,0.484,0.308,11,0.398
347,5,10,"dgo",5,5,1,1,10,5,341,10,5,10,10,10,10,10,1,1,5,0.484,0.308,11,0.398
348,5,10,"dgo",5,5,1,1,10,5,342,10,5,10,10,10,10,10,1,1,5,0.484,0.308,11,0.398
349,5,10,"dgo",5,5,1,1,10,5,343,10,5,10,10,10,10,10,1,1,5,0.484,0.308,11,0.398
350,5,10,"dgo",5,5,1,1,10,5,344,10,5,10,10,10,10,10,1,1,5,0.484,0.308,11,0.398
351,5,10,"dgo",5,5,1,1,10,5,345,10,5,10,10,10,10,10,1,1,5,0.484,0.308,11,0.398
352,5,10,"dgo",5,4,1,1,10,1,346,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
353,5,10,"dgo",5,4,1,1,10,1,347,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
354,5,10,"dgo",5,4,4,4,12,2,348,10,5,8,12,12,12,12,0,1,2,0.588,0.811,8,0.74
355,5,10,"dgo",5,4,4,4,12,2,349,10,5,8,12,12,12,12,0,1,2,0.588,0.811,8,0.74
356,5,10,"dgo",5,4,1,4,12,2,350,10,5,8,12,12,12,12,0,1,2,0.588,0.811,8,0.74
357,5,10,"dgo",5,4,1,4,11,1,351,10,5,12,11,11,11,11,0,1,1,0.39,0.481,12,0.661
358,5,10,"dgo",5,4,1,1,10,1,352,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
359,5,10,"dgo",5,4,1,1,10,1,353,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
360,5,10,"dgo",5,4,1,1,10,1,354,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
361,5,10,"dgo",5,4,1,4,11,1,355,10,5,12,11,11,11,11,0,1,1,0.39,0.481,12,0.661
362,5,10,"dgo",5,4,4,4,12,2,356,10,5,8,12,12,12,12,0,1,2,0.588,0.811,8,0.74
363,5,10,"dgo",5,4,4,4,12,2,357,10,5,8,12,12,12,12,0,1,2,0.588,0.811,8,0.74
364,5,10,"dgo",5,4,4,4,12,2,358,10,5,8,12,12,12,12,0,1,2,0.588,0.811,8,0.74
365,5,10,"dgo",5,4,4,4,12,2,359,10,5,8,12,12,12,12,0,1,2,0.588,0.811,8,0.74
366,5,10,"dgo",5,4,4,4,12,2,360,10,5,8,12,12,12,12,0,1,2,0.588,0.811,8,0.74
367,5,10,"dgo",5,4,4,4,12,2,361,10,5,8,12,12,12,12,0,1,2,0.588,0.811,8,0.74
368,5,10,"dgo",5,4,4,4,12,2,362,10,5,8,12,12,12,12,0,1,2,0.588,0.811,8,0.74
369,5,10,"dgo",5,4,4,4,12,2,363,10,5,8,12,12,12,12,0,1,2,0.588,0.811,8,0.74
370,5,10,"dgo",5,4,1,4,11,2,364,10,5,12,11,11,11,11,0,1,1,0.39,0.481,12,0.661
371,5,10,"dgo",5,4,1,4,11,1,365,10,5,12,11,11,11,11,0,1,1,0.39,0.481,12,0.661
372,5,10,"dgo",5,4,1,4,11,1,366,10,5,12,11,11,11,11,0,1,1,0.39,0.481,12,0.661
373,5,10,"dgo",5,4,1,1,10,1,367,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
374,5,10,"dgo",5,4,1,1,10,1,368,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
375,5,10,"dgo",5,4,1,1,10,1,369,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
376,5,10,"dgo",5,4,1,1,10,6,370,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
377,5,10,"dgo",5,4,4,4,12,3,371,10,5,8,12,12,12,12,0,1,2,0.588,0.811,8,0.74
378,5,10,"dgo",5,4,4,4,12,3,372,10,5,8,12,12,12,12,0,1,2,0.588,0.811,8,0.74
379,5,10,"dgo",5,4,4,4,12,3,373,10,5,8,12,12,12,12,0,1,2,0.588,0.811,8,0.74
380,5,10,"dgo",5,4,4,4,12,3,374,10,5,8,12,12,12,12,0,1,2,0.588,0.811,8,0.74
381,5,10,"dgo",5,4,4,4,12,3,375,10,5,8,12,12,12,12,0,1,2,0.588,0.811,8,0.74
382,5,10,"dgo",5,5,4,4,12,3,376,10,5,8,12,12,12,12,0,1,2,0.588,0.811,8,0.74
383,5,10,"dgo",5,4,4,4,12,3,377,10,5,8,12,12,12,12,0,1,2,0.588,0.811,8,0.74
384,5,10,"dgo",5,5,4,4,8,3,378,10,5,8,8,8,8,8,1,1,3,0.588,0.268,10,0.239
385,5,10,"dgo",5,5,4,4,8,3,379,10,5,8,8,8,8,8,1,1,3,0.588,0.268,10,0.239
386,5,10,"dgo",5,4,1,1,10,1,380,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
387,5,10,"dgo",5,4,1,1,10,1,381,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
388,5,10,"dgo",5,5,1,1,10,6,382,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
389,5,10,"dgo",5,5,1,1,10,5,383,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
390,5,10,"dgo",5,5,1,1,10,5,384,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
391,5,10,"dgo",5,5,4,1,8,4,385,10,5,10,8,8,8,8,0,1,3,0.484,0.268,10,0.239
392,5,10,"dgo",5,5,4,4,8,3,386,10,5,8,8,8,8,8,1,1,3,0.588,0.268,10,0.239
393,5,10,"dgo",5,5,4,4,8,3,387,10,5,8,8,8,8,8,1,1,3,0.588,0.268,10,0.239
394,5,10,"dgo",5,5,1,1,8,4,388,10,5,10,8,8,8,8,0,1,3,0.484,0.268,10,0.239
395,5,10,"dgo",5,5,1,1,8,4,389,10,5,10,8,8,8,8,0,1,3,0.484,0.268,10,0.239
396,5,10,"dgo",5,5,1,1,8,4,390,10,5,10,8,8,8,8,0,1,3,0.484,0.268,10,0.239
397,5,10,"dgo",5,5,1,1,8,5,391,10,5,10,8,8,8,8,0,1,3,0.484,0.268,10,0.239
398,5,10,"dgo",5,5,1,1,10,5,392,10,5,10,10,10,10,10,1,1,5,0.484,0.308,11,0.398
399,5,10,"dgo",5,5,1,1,10,5,393,10,5,10,10,10,10,10,1,1,5,0.484,0.308,11,0.398
400,5,10,"dgo",5,5,1,1,10,5,394,10,5,10,10,10,10,10,1,1,5,0.484,0.308,11,0.398
401,5,10,"dgo",5,4,1,1,10,1,395,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
402,5,10,"dgo",5,5,1,1,8,4,396,10,5,10,8,8,8,8,0,1,3,0.484,0.268,10,0.239
403,5,10,"dgo",5,5,1,1,8,4,397,10,5,10,8,8,8,8,0,1,3,0.484,0.268,10,0.239
404,5,10,"dgo",5,5,1,1,8,4,398,10,5,10,8,8,8,8,0,1,3,0.484,0.268,10,0.239
405,5,10,"dgo",5,5,1,1,8,4,399,10,5,10,8,8,8,8,0,1,3,0.484,0.268,10,0.239
406,5,10,"dgo",5,5,1,1,10,6,400,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
407,5,10,"dgo",5,5,1,1,10,6,401,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
408,5,10,"dgo",5,5,1,1,10,6,402,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
409,5,10,"dgo",5,5,1,1,10,6,403,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
410,5,10,"dgo",5,5,1,1,8,4,404,10,5,10,8,8,8,8,0,1,3,0.484,0.268,10,0.239
411,5,10,"dgo",5,5,1,1,8,4,405,10,5,10,8,8,8,8,0,1,3,0.484,0.268,10,0.239
412,5,10,"dgo",5,5,1,1,8,4,406,10,5,10,8,8,8,8,0,1,3,0.484,0.268,10,0.239
413,5,10,"dgo",5,5,1,1,8,4,407,10,5,10,8,8,8,8,0,1,3,0.484,0.268,10,0.239
414,5,10,"dgo",5,5,1,1,8,4,408,10,5,10,8,8,8,8,0,1,3,0.484,0.268,10,0.239
415,5,10,"dgo",5,5,1,1,8,4,409,10,5,10,8,8,8,8,0,1,3,0.484,0.268,10,0.239
416,5,10,"dgo",5,5,1,1,10,6,410,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
417,5,10,"dgo",5,5,1,1,10,6,411,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
418,5,10,"dgo",5,5,1,1,10,5,412,10,5,11,10,10,10,10,0,1,5,0.306,0.308,11,0.398
419,5,10,"dgo",5,4,4,4,12,2,413,10,5,8,12,12,12,12,0,1,2,0.588,0.811,8,0.74
420,6,10,"dgo",4,3,3,3,6,14,414,10,6,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
421,6,10,"dgo",4,3,3,3,6,14,415,10,6,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
422,6,10,"dgo",4,3,3,3,6,14,416,10,6,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
423,6,10,"dgo",4,3,3,3,6,14,417,10,6,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
424,6,10,"dgo",4,3,3,3,6,14,418,10,6,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
425,6,10,"dgo",4,3,3,3,6,14,419,10,6,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
426,6,10,"dgo",4,3,3,3,6,14,420,10,6,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
427,6,10,"dgo",4,3,3,3,6,14,421,10,6,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
428,6,10,"dgo",4,3,3,3,6,14,422,10,6,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
429,6,10,"dgo",4,3,3,3,6,14,423,10,6,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
430,6,10,"dgo",4,3,3,3,6,14,424,10,6,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
431,6,10,"dgo",4,3,3,3,6,14,425,10,6,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
432,6,10,"dgo",4,3,3,3,6,14,426,10,6,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
433,6,10,"dgo",4,3,3,3,6,14,427,10,6,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
434,6,10,"dgo",4,3,3,3,6,14,428,10,6,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
435,6,10,"dgo",4,3,3,3,6,14,429,10,6,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
436,7,10,"dgo",2,2,2,2,15,11,430,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
437,7,10,"dgo",2,2,2,2,15,11,431,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
438,7,10,"dgo",2,2,2,2,15,12,432,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
439,7,10,"dgo",2,2,2,2,15,12,433,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
440,7,10,"dgo",2,2,2,2,15,12,434,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
441,7,10,"dgo",2,2,2,2,15,12,435,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
442,7,10,"dgo",2,2,2,2,15,12,436,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
443,7,10,"dgo",2,2,2,2,15,12,437,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
444,7,10,"dgo",2,2,2,2,15,12,438,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
445,7,10,"dgo",2,2,2,2,15,11,439,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
446,7,10,"dgo",2,2,2,2,14,11,440,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
448,7,10,"dgo",2,2,2,2,13,11,441,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
449,7,10,"dgo",2,2,2,2,13,11,442,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
450,7,10,"dgo",2,2,2,2,14,11,443,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
451,7,10,"dgo",2,2,2,2,14,11,444,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
452,7,10,"dgo",2,2,2,2,15,11,445,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
453,7,10,"dgo",2,2,2,2,15,11,446,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
454,7,10,"dgo",2,2,2,2,15,11,447,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
455,7,10,"dgo",2,2,2,2,15,11,448,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
456,7,10,"dgo",2,2,2,2,15,12,449,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
457,7,10,"dgo",2,2,2,2,15,12,450,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
458,7,10,"dgo",2,2,2,2,15,12,451,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
459,7,10,"dgo",2,2,2,2,15,12,452,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
460,7,10,"dgo",2,2,2,2,15,12,453,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
461,7,10,"dgo",2,2,2,2,15,12,454,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
462,7,10,"dgo",2,2,2,2,15,12,455,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
463,7,10,"dgo",2,2,2,2,15,12,456,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
464,7,10,"dgo",2,2,2,2,15,12,457,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
465,7,10,"dgo",2,2,2,2,15,12,458,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
