"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2016","disloc2010","X","edon.y","munn.y","escenario1","escenario2","escenario3","clv1","pan_cnv2","esc1_CLV1","esc2_panCNV2","SQ","dsiSQ_E1","dsiSQ_E3","E1","dsiE1_E3"
466,7,10,"dgo",2,2,2,2,15,12,459,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
467,7,10,"dgo",2,2,2,2,15,12,460,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
468,7,10,"dgo",2,2,2,2,15,12,461,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
469,7,10,"dgo",2,2,2,2,15,12,462,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
470,7,10,"dgo",2,2,2,2,15,12,463,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
471,7,10,"dgo",2,2,2,2,15,12,464,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
472,7,10,"dgo",2,2,2,2,15,12,465,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
473,7,10,"dgo",2,2,2,2,15,12,466,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
474,7,10,"dgo",2,2,2,2,15,12,467,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
475,7,10,"dgo",2,2,2,2,15,12,468,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
476,7,10,"dgo",2,2,2,2,15,12,469,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
477,7,10,"dgo",2,2,2,2,15,12,470,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
478,7,10,"dgo",2,2,2,2,15,12,471,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
479,7,10,"dgo",2,2,2,2,15,12,472,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
480,7,10,"dgo",2,2,2,2,15,12,473,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
481,7,10,"dgo",2,2,2,2,15,11,474,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
482,7,10,"dgo",2,2,2,2,15,11,475,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
483,7,10,"dgo",2,2,2,2,15,11,476,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
484,7,10,"dgo",2,2,2,2,15,11,477,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
485,7,10,"dgo",2,2,2,2,13,13,478,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
486,7,10,"dgo",2,2,2,2,13,13,479,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
487,7,10,"dgo",2,2,2,2,13,13,480,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
488,7,10,"dgo",2,2,2,2,13,13,481,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
489,7,10,"dgo",2,2,2,2,13,13,482,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
490,7,10,"dgo",2,2,2,2,13,13,483,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
491,7,10,"dgo",2,2,2,2,13,13,484,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
492,7,10,"dgo",2,2,2,2,13,13,485,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
493,7,10,"dgo",2,2,2,2,13,13,486,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
494,7,10,"dgo",2,2,2,2,15,13,487,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
495,7,10,"dgo",2,2,2,2,15,13,488,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
496,7,10,"dgo",2,2,2,2,15,12,489,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
497,7,10,"dgo",2,2,2,2,15,12,490,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
498,7,10,"dgo",2,2,2,2,15,12,491,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
499,7,10,"dgo",2,2,2,2,15,12,492,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
500,7,10,"dgo",2,2,2,2,15,12,493,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
501,7,10,"dgo",2,2,2,2,15,12,494,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
502,7,10,"dgo",2,2,2,2,15,12,495,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
503,7,10,"dgo",2,2,2,2,15,12,496,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
504,7,10,"dgo",2,2,2,2,15,12,497,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
505,7,10,"dgo",2,2,2,2,15,12,498,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
506,7,10,"dgo",2,2,2,2,15,12,499,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
507,7,10,"dgo",2,2,2,2,15,12,500,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
508,7,10,"dgo",2,2,2,2,15,12,501,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
509,7,10,"dgo",2,2,2,2,15,13,502,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
510,7,10,"dgo",2,2,2,2,15,13,503,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
511,7,10,"dgo",2,2,2,2,13,13,504,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
512,7,10,"dgo",2,2,2,2,13,13,505,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
513,7,10,"dgo",2,2,2,2,15,13,506,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
514,7,10,"dgo",2,2,2,2,15,13,507,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
515,7,10,"dgo",2,2,2,2,15,13,508,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
516,7,10,"dgo",2,2,2,2,15,13,509,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
517,7,10,"dgo",2,2,2,2,15,13,510,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
518,7,10,"dgo",2,2,2,2,15,13,511,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
519,7,10,"dgo",2,2,2,2,15,13,512,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
520,7,10,"dgo",2,2,2,2,15,12,513,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
521,7,10,"dgo",2,2,2,2,15,13,514,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
522,7,10,"dgo",2,2,2,2,15,13,515,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
523,7,10,"dgo",2,2,2,2,15,13,516,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
524,7,10,"dgo",2,2,2,2,15,13,517,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
525,7,10,"dgo",2,2,2,2,15,13,518,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
526,7,10,"dgo",2,2,2,2,13,13,519,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
527,7,10,"dgo",2,2,2,2,13,13,520,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
528,7,10,"dgo",2,2,2,2,13,13,521,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
529,7,10,"dgo",2,2,2,2,13,13,522,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
530,7,10,"dgo",2,2,2,2,13,13,523,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
531,7,10,"dgo",2,2,2,2,13,13,524,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
532,7,10,"dgo",2,2,2,2,13,13,525,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
533,7,10,"dgo",2,2,2,2,13,13,526,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
534,7,10,"dgo",2,2,2,2,13,13,527,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
535,7,10,"dgo",2,2,2,2,13,13,528,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
536,7,10,"dgo",2,2,2,2,13,13,529,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
537,7,10,"dgo",2,2,2,2,13,13,530,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
538,7,10,"dgo",2,2,2,2,13,13,531,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
539,7,10,"dgo",2,2,2,2,13,13,532,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
540,7,10,"dgo",2,2,2,2,13,13,533,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
541,7,10,"dgo",2,2,2,2,13,10,534,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
542,7,10,"dgo",2,2,2,2,13,10,535,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
543,7,10,"dgo",2,2,2,2,13,10,536,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
544,7,10,"dgo",2,2,2,2,13,10,537,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
545,7,10,"dgo",2,2,2,2,13,10,538,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
546,7,10,"dgo",2,2,2,2,13,10,539,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
547,7,10,"dgo",2,2,2,2,13,10,540,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
548,7,10,"dgo",2,2,2,2,13,10,541,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
549,7,10,"dgo",2,2,2,2,13,10,542,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
550,7,10,"dgo",2,2,2,2,13,13,543,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
551,7,10,"dgo",2,2,2,2,13,13,544,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
552,7,10,"dgo",2,2,2,2,13,13,545,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
553,7,10,"dgo",2,2,2,2,13,10,546,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
554,7,10,"dgo",2,2,2,2,13,10,547,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
555,7,10,"dgo",2,2,2,2,13,10,548,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
556,7,10,"dgo",2,2,2,2,14,11,549,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
557,7,10,"dgo",2,2,2,2,14,10,550,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
558,7,10,"dgo",2,2,2,2,14,10,551,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
559,7,10,"dgo",2,2,2,2,14,10,552,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
560,7,10,"dgo",2,2,2,2,14,10,553,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
561,7,10,"dgo",2,2,2,2,14,10,554,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
562,7,10,"dgo",2,2,2,2,14,11,555,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
563,7,10,"dgo",2,2,2,2,14,11,556,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
564,7,10,"dgo",2,2,2,2,14,10,557,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
565,7,10,"dgo",2,2,2,2,14,10,558,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
566,7,10,"dgo",2,2,2,2,14,11,559,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
567,7,10,"dgo",2,2,2,2,14,10,560,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
568,7,10,"dgo",2,2,2,2,14,10,561,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
569,7,10,"dgo",2,2,2,2,14,10,562,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
570,7,10,"dgo",2,2,2,2,14,10,563,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
571,7,10,"dgo",2,2,2,2,14,11,564,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
572,7,10,"dgo",2,2,2,2,14,11,565,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
573,7,10,"dgo",2,2,2,2,14,10,566,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
574,7,10,"dgo",2,2,2,2,14,11,567,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
575,7,10,"dgo",2,2,2,2,14,11,568,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
576,7,10,"dgo",2,2,2,2,14,11,569,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
577,7,10,"dgo",2,2,2,2,14,11,570,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
578,7,10,"dgo",2,2,2,2,14,11,571,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
579,7,10,"dgo",2,2,2,2,14,11,572,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
580,7,10,"dgo",2,2,2,2,14,11,573,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
581,7,10,"dgo",2,2,2,2,14,11,574,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
582,7,10,"dgo",2,2,2,2,14,10,575,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
583,7,10,"dgo",2,2,2,2,14,10,576,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
584,7,10,"dgo",2,2,2,2,14,10,577,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
585,7,10,"dgo",2,2,2,2,14,11,578,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
586,7,10,"dgo",2,2,2,2,14,11,579,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
587,7,10,"dgo",2,2,2,2,14,11,580,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
588,7,10,"dgo",2,2,2,2,14,11,581,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
589,7,10,"dgo",2,2,2,2,14,10,582,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
590,7,10,"dgo",2,2,2,2,14,10,583,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
591,7,10,"dgo",2,2,2,2,14,10,584,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
592,7,10,"dgo",2,2,2,2,14,10,585,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
593,7,10,"dgo",2,2,2,2,14,11,586,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
594,7,10,"dgo",2,2,2,2,14,11,587,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
595,7,10,"dgo",2,2,2,2,14,11,588,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
596,7,10,"dgo",2,2,2,2,14,10,589,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
597,7,10,"dgo",2,2,2,2,14,10,590,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
598,7,10,"dgo",2,2,2,2,14,11,591,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
600,7,10,"dgo",2,2,2,2,14,11,592,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
601,7,10,"dgo",2,2,2,2,14,10,593,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
602,7,10,"dgo",2,2,2,2,14,10,594,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
603,7,10,"dgo",2,2,2,2,14,11,595,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
604,7,10,"dgo",2,2,2,2,14,11,596,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
605,7,10,"dgo",2,2,2,2,14,10,597,10,7,14,14,14,14,14,1,1,11,0.49,0.49,14,1
606,7,10,"dgo",2,2,2,2,15,12,598,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
607,7,10,"dgo",2,2,2,2,13,10,599,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
608,7,10,"dgo",2,2,2,2,13,10,600,10,7,15,13,13,13,13,0,1,13,0.403,0.403,15,1
609,7,10,"dgo",2,2,2,2,15,11,601,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
610,7,10,"dgo",2,2,2,2,15,11,602,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
611,7,10,"dgo",2,2,2,2,15,11,603,10,7,13,15,15,15,15,0,1,12,0.61,0.61,13,1
612,8,10,"dgo",4,3,3,3,6,17,604,10,8,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
613,8,10,"dgo",4,3,3,3,6,17,605,10,8,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
614,8,10,"dgo",4,3,3,3,6,17,606,10,8,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
615,8,10,"dgo",4,3,3,3,6,17,607,10,8,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
616,8,10,"dgo",4,3,3,3,6,17,608,10,8,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
617,8,10,"dgo",4,3,3,3,6,17,609,10,8,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
618,8,10,"dgo",4,3,3,3,6,17,610,10,8,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
619,8,10,"dgo",4,3,3,3,6,17,611,10,8,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
620,8,10,"dgo",4,3,3,3,6,17,612,10,8,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
621,8,10,"dgo",4,3,3,3,6,17,613,10,8,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
622,8,10,"dgo",4,3,3,3,6,17,614,10,8,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
623,8,10,"dgo",4,3,3,3,6,17,615,10,8,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
624,8,10,"dgo",4,3,3,3,6,17,616,10,8,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
625,8,10,"dgo",4,3,3,3,6,17,617,10,8,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
626,8,10,"dgo",4,3,3,3,6,17,618,10,8,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
627,8,10,"dgo",4,3,3,3,6,17,619,10,8,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
628,8,10,"dgo",4,3,3,3,6,17,620,10,8,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
629,8,10,"dgo",4,3,3,3,6,17,621,10,8,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
630,8,10,"dgo",4,3,3,3,6,17,622,10,8,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
631,8,10,"dgo",4,3,3,3,6,17,623,10,8,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
632,8,10,"dgo",4,3,3,3,6,17,624,10,8,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
633,8,10,"dgo",4,3,3,3,6,17,625,10,8,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
634,8,10,"dgo",4,3,3,3,6,17,626,10,8,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
635,8,10,"dgo",4,3,3,3,6,17,627,10,8,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
636,8,10,"dgo",4,3,3,3,6,17,628,10,8,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
637,8,10,"dgo",4,3,3,3,6,17,629,10,8,1,6,6,6,6,0,1,15,0.323,0.325,1,0.992
638,9,10,"dgo",3,1,1,2,4,8,630,10,9,7,4,4,4,4,0,1,8,0.384,0.384,7,1
639,9,10,"dgo",3,1,1,2,4,8,631,10,9,7,4,4,4,4,0,1,8,0.384,0.384,7,1
640,9,10,"dgo",3,1,1,2,4,8,632,10,9,7,4,4,4,4,0,1,8,0.384,0.384,7,1
641,9,10,"dgo",3,1,1,2,4,8,633,10,9,7,4,4,4,4,0,1,8,0.384,0.384,7,1
642,9,10,"dgo",3,1,1,2,4,8,634,10,9,7,4,4,4,4,0,1,8,0.384,0.384,7,1
643,9,10,"dgo",3,1,1,2,4,8,635,10,9,7,4,4,4,4,0,1,8,0.384,0.384,7,1
644,9,10,"dgo",3,1,1,2,4,8,636,10,9,7,4,4,4,4,0,1,8,0.384,0.384,7,1
645,9,10,"dgo",3,1,1,2,4,8,637,10,9,7,4,4,4,4,0,1,8,0.384,0.384,7,1
646,9,10,"dgo",3,1,1,2,4,8,638,10,9,7,4,4,4,4,0,1,8,0.384,0.384,7,1
647,9,10,"dgo",3,1,1,2,4,8,639,10,9,7,4,4,4,4,0,1,8,0.384,0.384,7,1
649,9,10,"dgo",3,1,1,2,4,8,640,10,9,7,4,4,4,4,0,1,8,0.384,0.384,7,1
651,9,10,"dgo",3,1,1,2,4,8,641,10,9,7,4,4,4,4,0,1,8,0.384,0.384,7,1
653,9,10,"dgo",3,1,1,2,4,8,642,10,9,7,4,4,4,4,0,1,8,0.384,0.384,7,1
654,9,10,"dgo",3,1,1,2,4,8,643,10,9,7,4,4,4,4,0,1,8,0.384,0.384,7,1
655,9,10,"dgo",3,1,1,2,4,8,644,10,9,7,4,4,4,4,0,1,8,0.384,0.384,7,1
656,9,10,"dgo",3,1,1,2,4,8,645,10,9,7,4,4,4,4,0,1,8,0.384,0.384,7,1
657,9,10,"dgo",3,1,1,2,4,8,646,10,9,7,4,4,4,4,0,1,8,0.384,0.384,7,1
658,9,10,"dgo",3,1,1,2,4,8,647,10,9,7,4,4,4,4,0,1,8,0.384,0.384,7,1
659,9,10,"dgo",3,1,1,2,4,8,648,10,9,7,4,4,4,4,0,1,8,0.384,0.384,7,1
660,9,10,"dgo",3,1,1,2,4,8,649,10,9,7,4,4,4,4,0,1,8,0.384,0.384,7,1
661,9,10,"dgo",3,1,1,2,4,8,650,10,9,7,4,4,4,4,0,1,8,0.384,0.384,7,1
662,9,10,"dgo",3,1,1,2,4,8,651,10,9,7,4,4,4,4,0,1,8,0.384,0.384,7,1
663,9,10,"dgo",3,1,1,2,4,8,652,10,9,7,4,4,4,4,0,1,8,0.384,0.384,7,1
664,10,10,"dgo",6,2,3,2,5,8,653,10,10,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
665,10,10,"dgo",6,2,3,2,5,8,654,10,10,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
666,10,10,"dgo",6,2,3,2,5,8,655,10,10,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
667,10,10,"dgo",6,2,3,2,5,8,656,10,10,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
668,10,10,"dgo",6,2,3,2,5,8,657,10,10,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
669,10,10,"dgo",6,2,3,2,5,8,658,10,10,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
670,10,10,"dgo",6,2,3,2,5,8,659,10,10,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
671,10,10,"dgo",6,2,3,2,5,8,660,10,10,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
672,11,10,"dgo",6,1,3,2,4,8,661,10,11,7,4,4,4,4,0,1,8,0.384,0.384,7,1
673,11,10,"dgo",6,1,3,2,4,8,662,10,11,7,4,4,4,4,0,1,8,0.384,0.384,7,1
674,11,10,"dgo",6,1,3,2,4,8,663,10,11,7,4,4,4,4,0,1,8,0.384,0.384,7,1
675,11,10,"dgo",6,1,3,2,4,8,664,10,11,7,4,4,4,4,0,1,8,0.384,0.384,7,1
676,11,10,"dgo",6,1,3,2,4,8,665,10,11,7,4,4,4,4,0,1,8,0.384,0.384,7,1
677,11,10,"dgo",6,1,3,2,4,8,666,10,11,7,4,4,4,4,0,1,8,0.384,0.384,7,1
678,11,10,"dgo",6,1,3,2,4,8,667,10,11,7,4,4,4,4,0,1,8,0.384,0.384,7,1
679,11,10,"dgo",6,1,3,2,4,8,668,10,11,7,4,4,4,4,0,1,8,0.384,0.384,7,1
680,11,10,"dgo",6,1,3,2,4,8,669,10,11,7,4,4,4,4,0,1,8,0.384,0.384,7,1
681,11,10,"dgo",6,1,3,2,4,8,670,10,11,7,4,4,4,4,0,1,8,0.384,0.384,7,1
682,11,10,"dgo",6,1,3,2,4,8,671,10,11,7,4,4,4,4,0,1,8,0.384,0.384,7,1
683,11,10,"dgo",6,1,3,2,4,8,672,10,11,7,4,4,4,4,0,1,8,0.384,0.384,7,1
684,11,10,"dgo",6,1,3,2,4,8,673,10,11,7,4,4,4,4,0,1,8,0.384,0.384,7,1
685,11,10,"dgo",6,1,3,2,4,8,674,10,11,7,4,4,4,4,0,1,8,0.384,0.384,7,1
686,11,10,"dgo",6,1,3,2,4,8,675,10,11,7,4,4,4,4,0,1,8,0.384,0.384,7,1
687,11,10,"dgo",6,1,3,2,4,8,676,10,11,7,4,4,4,4,0,1,8,0.384,0.384,7,1
688,11,10,"dgo",6,1,3,2,4,8,677,10,11,7,4,4,4,4,0,1,8,0.384,0.384,7,1
689,12,10,"dgo",6,3,2,3,7,9,678,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
690,12,10,"dgo",6,3,2,3,7,9,679,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
691,12,10,"dgo",6,3,2,3,7,14,680,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
692,12,10,"dgo",6,3,2,3,7,14,681,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
693,12,10,"dgo",6,3,2,3,7,14,682,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
694,12,10,"dgo",6,3,2,3,7,14,683,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
695,12,10,"dgo",6,3,2,3,7,14,684,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
696,12,10,"dgo",6,3,2,3,7,14,685,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
697,12,10,"dgo",6,3,2,3,7,9,686,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
698,12,10,"dgo",6,3,2,3,7,9,687,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
699,12,10,"dgo",6,3,2,3,7,9,688,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
700,12,10,"dgo",6,3,2,3,7,9,689,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
701,12,10,"dgo",6,3,2,3,7,9,690,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
702,12,10,"dgo",6,3,2,3,7,9,691,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
703,12,10,"dgo",6,3,2,3,7,9,692,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
704,12,10,"dgo",6,3,2,3,7,9,693,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
705,12,10,"dgo",6,3,2,3,7,14,694,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
706,12,10,"dgo",6,3,2,3,7,14,695,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
707,12,10,"dgo",6,3,2,3,7,14,696,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
708,12,10,"dgo",6,3,2,3,7,14,697,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
709,12,10,"dgo",6,3,2,3,7,14,698,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
710,12,10,"dgo",6,3,2,3,7,14,699,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
