"seccion","munn","edon","disloc2016","disloc2013","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_2013","RRI_2016","SQ","dsi_pob","E1","dsi_pob_e","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec","E1_","dsi_sec_e","E3","E3_"
1,1,29,11,3,1538,11,11,0,1,1,0,0,1,64364,1169936,0,0.99176283195143,0.956677318801945,3,1,11,1,0.71,0.291,0.097,0,0,1,3,1,11,1,11,11
2,1,29,11,3,3949,11,11,1,0,0,0,0,0,64364,1169936,0,0.99176283195143,0.956677318801945,3,1,11,1,0.71,0.291,0.097,0,0,1,3,1,11,1,11,11
3,1,29,11,3,3848,11,11,1,0,0,0,0,0,64364,1169936,0,0.99176283195143,0.956677318801945,3,1,11,1,0.71,0.291,0.097,0,0,1,3,1,11,1,11,11
4,1,29,11,3,832,11,11,0,1,1,0,0,0,64364,1169936,0,0.99176283195143,0.956677318801945,3,1,11,1,0.71,0.291,0.097,0,0,1,3,1,11,1,11,11
5,2,29,11,2,3165,11,11,1,0,0,0,0,0,64364,1169936,0,1.01629991000476,0.956677318801945,3,1,11,1,1,0,0,0,1,0,3,1,11,1,11,11
6,2,29,11,2,1143,11,11,1,0,0,0,0,0,64364,1169936,0,1.01629991000476,0.956677318801945,3,1,11,1,1,0,0,0,1,0,3,1,11,1,11,11
7,2,29,11,2,442,11,11,1,0,0,0,0,0,64364,1169936,0,1.01629991000476,0.956677318801945,3,1,11,1,1,0,0,0,1,0,3,1,11,1,11,11
8,2,29,11,2,2704,11,11,1,0,0,0,0,0,64364,1169936,0,1.01629991000476,0.956677318801945,3,1,11,1,1,0,0,0,1,0,3,1,11,1,11,11
9,2,29,11,2,2223,11,11,1,0,0,0,0,0,64364,1169936,0,1.01629991000476,0.956677318801945,3,1,11,1,1,0,0,0,1,0,3,1,11,1,11,11
10,2,29,11,2,3402,11,11,1,0,0,0,0,0,64364,1169936,0,1.01629991000476,0.956677318801945,3,1,11,1,1,0,0,0,1,0,3,1,11,1,11,11
11,2,29,11,2,1057,11,11,1,0,0,0,0,0,64364,1169936,0,1.01629991000476,0.956677318801945,3,1,11,1,1,0,0,0,1,0,3,1,11,1,11,11
