"seccion","munn","edon","disloc2018","disloc2015","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_2015","RRI_2018","SQ","dsi_pob","E1","dsi_pob_e","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec","E1_","dsi_sec_e","E3","E3_"
1,1,6,6,1,5884,15,11,1,0,0,1,0,0,43387,650555,0,1.00255665006411,0.93713986908521,6,0.484,15,0.24,0.667,0.334,0.167,0.833,0.167,0,6,0.581,15,0.303,11,11
2,1,6,6,1,965,15,11,1,0,0,1,0,0,43387,650555,0,1.00255665006411,0.93713986908521,6,0.484,15,0.24,0.667,0.334,0.167,0.833,0.167,0,6,0.581,15,0.303,11,11
3,1,6,2,2,1916,16,12,1,0,0,1,0,0,43224,650555,0,0.913126291322314,0.940673873311124,2,0.381,16,0.381,1,0,0,0.793,0.207,0,2,0.5,16,0.5,12,12
4,1,6,2,2,871,16,12,1,0,0,1,0,0,43224,650555,0,0.913126291322314,0.940673873311124,2,0.381,16,0.381,1,0,0,0.793,0.207,0,2,0.5,16,0.5,12,12
5,1,6,2,2,619,16,12,1,0,0,1,0,0,43224,650555,0,0.913126291322314,0.940673873311124,2,0.381,16,0.381,1,0,0,0.793,0.207,0,2,0.5,16,0.5,12,12
6,1,6,6,1,2113,15,11,1,0,0,1,0,0,43387,650555,0,1.00255665006411,0.93713986908521,6,0.484,15,0.24,0.667,0.334,0.167,0.833,0.167,0,6,0.581,15,0.303,11,11
7,1,6,2,2,937,16,12,1,0,0,0,0,0,43224,650555,0,0.913126291322314,0.940673873311124,2,0.381,16,0.381,1,0,0,0.793,0.207,0,2,0.5,16,0.5,12,12
8,1,6,2,2,1066,16,12,1,0,0,0,0,0,43224,650555,0,0.913126291322314,0.940673873311124,2,0.381,16,0.381,1,0,0,0.793,0.207,0,2,0.5,16,0.5,12,12
9,1,6,2,2,905,16,12,1,0,0,1,0,0,43224,650555,0,0.913126291322314,0.940673873311124,2,0.381,16,0.381,1,0,0,0.793,0.207,0,2,0.5,16,0.5,12,12
10,1,6,2,2,1378,16,12,1,0,0,0,1,0,43224,650555,0,0.913126291322314,0.940673873311124,2,0.381,16,0.381,1,0,0,0.793,0.207,0,2,0.5,16,0.5,12,12
