"seccion","munn","edon","disloc2018","disloc2012","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_2012","RRI_2018","SQ","dsi_pob","E1","dsi_pob_e","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec","E1_","dsi_sec_e"
1,1,22,14,8,1355,14,14,1,0,0,1,0,0,124048,1775009,0,1.20955028807594,0.953936648179199,8,0.389,14,0.389,0.057,0.943,0.094,0.333,0.667,0,8,0.425,14,0.425
2,1,22,14,8,1197,14,14,0,1,1,1,0,0,124048,1775009,0,1.20955028807594,0.953936648179199,8,0.389,14,0.389,0.057,0.943,0.094,0.333,0.667,0,8,0.425,14,0.425
3,1,22,14,8,1922,14,14,1,0,0,1,0,0,124048,1775009,0,1.20955028807594,0.953936648179199,8,0.389,14,0.389,0.057,0.943,0.094,0.333,0.667,0,8,0.425,14,0.425
4,1,22,14,8,2029,14,14,1,0,0,0,0,0,124048,1775009,0,1.20955028807594,0.953936648179199,8,0.389,14,0.389,0.057,0.943,0.094,0.333,0.667,0,8,0.425,14,0.425
5,1,22,14,8,2164,14,14,0,1,1,0,0,0,124048,1775009,0,1.20955028807594,0.953936648179199,8,0.389,14,0.389,0.057,0.943,0.094,0.333,0.667,0,8,0.425,14,0.425
6,1,22,14,8,1181,14,14,0,1,0,0,0,0,124048,1775009,0,1.20955028807594,0.953936648179199,8,0.389,14,0.389,0.057,0.943,0.094,0.333,0.667,0,8,0.425,14,0.425
7,1,22,14,8,829,14,14,0,1,0,0,1,0,124048,1775009,0,1.20955028807594,0.953936648179199,8,0.389,14,0.389,0.057,0.943,0.094,0.333,0.667,0,8,0.425,14,0.425
8,1,22,14,8,1520,14,14,0,1,0,0,0,0,124048,1775009,0,1.20955028807594,0.953936648179199,8,0.389,14,0.389,0.057,0.943,0.094,0.333,0.667,0,8,0.425,14,0.425
9,1,22,14,8,2185,14,14,0,1,0,0,0,0,124048,1775009,0,1.20955028807594,0.953936648179199,8,0.389,14,0.389,0.057,0.943,0.094,0.333,0.667,0,8,0.425,14,0.425
10,1,22,14,8,1478,14,14,0,1,0,0,1,0,124048,1775009,0,1.20955028807594,0.953936648179199,8,0.389,14,0.389,0.057,0.943,0.094,0.333,0.667,0,8,0.425,14,0.425
