"seccion","munn","edon","disloc2016","disloc2013","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_2013","RRI_2016","SQ","dsi_pob","E1","dsi_pob_e","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec","E1_","dsi_sec_e"
1,1,29,11,3,1538,11,11,0,1,1,0,0,1,64364,1169936,0,0.99176283195143,0.956677318801945,3,0.544,11,0.544,0.71,0.291,0.097,0,0,1,3,0.525,11,0.525
5,2,29,11,2,3165,11,11,1,0,0,0,0,0,64364,1169936,0,1.01629991000476,0.956677318801945,3,0.544,1,0.186,1,0,0,0,1,0,3,0.525,1,0.167
12,3,29,17,15,1335,17,17,1,0,0,0,1,0,54758,1169936,0,0.984988625705737,1.12450379757055,16,0.548,16,0.818,0.743,0.257,0.114,0,1,0,16,0.39,16,0.719
13,3,29,17,16,2516,17,17,1,0,0,0,0,0,54758,1169936,0,0.841667859694206,1.12450379757055,16,0.548,17,0.548,0.743,0.257,0.057,0,0.889,0.111,16,0.39,17,0.39
49,4,29,10,12,889,10,10,0,1,1,0,0,0,60413,1169936,0,1.02602024439911,1.01924385392827,14,0.431,1,0.582,0.157,0.843,0.2,0,0.75,0.25,14,0.431,1,0.603
58,34,29,10,14,270,10,10,0,1,0,0,0,0,60413,1169936,0,0.92752465011777,1.01924385392827,14,0.431,10,0.431,0.271,0.728,0.22,0,0.857,0.143,14,0.431,10,0.431
59,5,29,2,17,1327,2,2,0,1,1,0,0,0,57907,1169936,0,0.936012448846522,1.06335294433088,17,0.316,2,0.316,0.206,0.793,0.206,0,0.667,0.333,17,0.415,2,0.415
78,6,29,8,13,5522,8,8,0,1,1,0,0,0,61451,1169936,0,1.00202728917948,1.00202728917948,13,1,8,1,0.188,0.812,0.333,0.167,0.833,0,13,1,8,1
100,7,29,19,19,4229,19,19,1,0,0,0,0,0,64739,1169936,0,0.888510850298237,0.951135775148958,19,0.541,19,0.541,0.362,0.638,0.191,0.143,0.571,0.286,19,0.568,19,0.568
122,10,29,12,4,2001,12,12,1,0,0,1,0,0,64910,1169936,0,1.09409344256163,0.948630087003057,4,0.867,12,0.867,1,0,0,1,0,0,4,0.867,12,0.867
145,10,29,12,5,2471,12,12,1,0,0,0,0,0,64910,1169936,0,1.03930290052439,0.948630087003057,4,0.867,7,0.736,0.87,0.13,0.043,0.667,0.167,0.167,4,0.867,7,0.643
178,13,29,18,18,4978,18,18,0,1,1,1,0,0,64308,1169936,0,1.0306398685642,0.957510402241843,18,0.513,18,0.513,0.487,0.512,0.179,0.778,0.222,0,18,0.578,18,0.578
232,15,29,4,11,2481,4,4,0,1,1,0,0,0,60727,1169936,0,1.00067570688349,1.01397366817673,11,0.404,4,0.404,0.46,0.54,0.18,0.2,0.8,0,11,0.49,4,0.49
254,58,29,4,10,3562,4,4,1,0,0,0,0,0,60727,1169936,0,1.0489698462951,1.01397366817673,11,0.404,6,0.387,0.6,0.4,0.2,1,0,0,11,0.49,6,0.409
263,17,29,9,7,2550,9,9,1,0,0,0,0,1,62227,1169936,0,1.08293315067479,0.989531536911123,7,0.666,9,0.666,1,0,0,0,0.167,0.833,7,0.71,9,0.71
309,22,29,7,9,1627,7,7,1,0,0,1,0,0,60143,1169936,0,1.06452948407531,1.02381954587181,5,0.736,6,0.295,0.788,0.213,0.061,0.222,0.222,0.556,5,0.643,6,0.327
350,25,29,13,6,6141,13,13,1,0,0,0,0,0,69698,1169936,0,1.01887282116933,0.883462638058028,6,0.867,13,0.867,0.875,0.124,0.062,1,0,0,6,0.882,13,0.882
442,33,29,14,1,1097,14,14,1,0,0,0,0,0,57725,1169936,0,0.99665888037565,1.06670556859885,11,0.284,15,0.863,1,0,0,0,1,0,11,0.286,15,0.792
570,42,29,3,8,3126,3,3,1,0,0,0,0,0,63040,1169936,0,1.09522213630551,0.976769970611809,8,0.892,3,0.892,0.909,0.09,0.045,0,0,1,8,0.913,3,0.913
