"seccion","munn","edon","disloc2017","disloc2015","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_2015","RRI_2017","SQ","dsi_pob","E1","dsi_pob_e","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec","E1_","dsi_sec_e","E3","E3_"
1,1,31,1,8,1645,8,1,1,0,0,0,1,0,121828,1908167,0,1.06560729553216,1.04418633921047,8,0.98,5,0.98,0.458,0.542,0.181,0.074,0.926,0,8,0.967,5,0.967,1,1
7,2,31,2,14,2691,8,2,1,0,0,0,1,0,127951,1908167,0,1.00424028082585,0.994217578083277,14,0.169,8,0.298,0.373,0.627,0.225,0.105,0.895,0,14,0.212,8,0.291,7,7
14,3,31,3,12,1925,7,3,1,0,0,0,1,0,130472,1908167,0,0.926323888860571,0.975007153514419,12,0.95,7,0.95,0.4,0.6,0.2,0.147,0.853,0,12,0.961,7,0.961,3,3
20,4,31,4,9,1807,3,4,1,0,0,0,1,0,128179,1908167,0,0.928311258680872,0.99244910112681,9,0.935,3,0.935,0.552,0.447,0.152,0.067,0.933,0,9,0.933,3,0.933,4,4
27,6,31,5,10,2149,6,5,1,0,0,1,0,0,125533,1908167,0,0.94730082608523,1.0133680652365,15,0.211,4,0.531,0.393,0.607,0.238,0.233,0.767,0,15,0.237,4,0.478,6,6
37,8,31,6,11,1489,4,6,1,0,0,0,1,0,124035,1908167,0,0.943800790388715,1.02560675078271,10,0.531,1,0.772,0.366,0.635,0.22,0.065,0.935,0,10,0.478,1,0.675,8,8
47,10,31,7,15,1711,9,7,0,1,1,0,1,0,123265,1908167,0,0.933961303711535,1.03201341283684,15,0.299,9,0.299,0.29,0.711,0.225,0.138,0.862,0,15,0.315,9,0.315,7,7
76,18,31,9,13,1498,8,9,1,0,0,0,0,0,124649,1908167,0,1.05645680560515,1.02055478450155,13,0.928,5,0.928,0.407,0.593,0.21,0,1,0,13,0.899,5,0.899,9,9
204,41,31,2,6,1037,2,2,1,0,0,0,0,0,127951,1908167,0,0.798032278166025,0.994217578083277,14,0.169,2,0.464,0.776,0.224,0.052,0.087,0.913,0,14,0.212,2,0.263,2,2
254,50,31,15,4,15859,13,15,1,0,0,1,0,0,136083,1908167,0,0.9858806145198,0.934805474110163,4,0.948,13,0.948,0.794,0.206,0.059,0.704,0.296,0,4,0.928,13,0.928,15,15
261,50,31,14,5,4200,11,14,1,0,0,1,0,0,136471,1908167,0,1.138955988695,0.932147733462299,5,0.755,11,0.755,0.962,0.038,0.019,1,0,0,5,0.681,11,0.681,14,14
308,50,31,13,3,10600,14,13,1,0,0,1,0,0,88535,1908167,0,1.09914921315177,1.43684569191092,3,0.481,12,0.243,0.983,0.017,0,0.4,0.6,0,3,0.295,12,0.283,10,10
314,50,31,10,2,1331,12,10,1,0,0,1,0,0,136503,1908167,0,1.12390233271783,0.931929212788974,2,0.35,12,0.35,1,0,0,0.921,0.079,0,2,0.405,12,0.405,10,10
362,50,31,14,1,1503,11,14,1,0,0,1,0,0,136471,1908167,0,1.15396808118193,0.932147733462299,5,0.755,15,0.427,1,0,0,0.708,0.292,0,5,0.681,15,0.363,12,12
465,50,31,10,7,1331,12,10,1,0,0,0,0,0,136503,1908167,0,1.03620817924615,0.931929212788974,2,0.35,10,0.486,0.907,0.094,0.047,0.231,0.769,0,2,0.405,10,0.409,11,11
