"seccion","munn","edon","disloc2017","disloc2005","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_2005","RRI_2017","SQ","dsi_pob","E1","dsi_pob_e","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec","E1_","dsi_sec_e","E3","E3_"
1,1,18,1,18,767,1,1,1,0,0,0,1,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
2,1,18,1,18,1400,1,1,0,1,1,0,1,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
3,1,18,1,18,3246,1,1,1,0,0,0,1,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
4,1,18,1,18,921,1,1,1,0,0,0,0,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
5,1,18,1,18,1330,1,1,1,0,0,0,0,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
6,1,18,1,18,599,1,1,1,0,0,0,1,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
7,1,18,1,18,695,1,1,1,0,0,0,1,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
8,1,18,1,18,1084,1,1,1,0,0,0,0,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
9,1,18,1,18,2172,1,1,1,0,0,0,0,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
10,1,18,1,18,1337,1,1,1,0,0,0,1,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
11,1,18,1,18,360,1,1,1,0,0,0,1,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
12,1,18,1,18,736,1,1,1,0,0,0,0,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
13,1,18,1,18,725,1,1,1,0,0,0,0,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
14,1,18,1,18,278,1,1,1,0,0,0,1,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
15,1,18,1,18,520,1,1,1,0,0,0,1,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
16,1,18,1,18,1389,1,1,1,0,0,0,0,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
17,1,18,1,18,1112,1,1,1,0,0,0,0,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
18,1,18,1,18,1243,1,1,1,0,0,0,1,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
19,1,18,1,18,188,1,1,0,1,0,0,1,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
20,1,18,1,18,392,1,1,0,1,0,0,0,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
21,1,18,1,18,531,1,1,0,1,0,0,0,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
22,1,18,1,18,302,1,1,0,1,0,0,1,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
23,1,18,1,18,824,1,1,0,1,0,0,1,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
24,1,18,1,18,1155,1,1,0,1,0,0,0,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
25,1,18,1,18,161,1,1,0,1,0,0,0,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
26,1,18,1,18,337,1,1,0,1,0,0,1,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
27,1,18,1,18,671,1,1,0,1,0,0,1,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
28,1,18,1,18,482,1,1,0,1,0,0,0,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
29,1,18,1,18,197,1,1,0,1,0,0,0,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
30,1,18,1,18,289,1,1,0,1,0,0,1,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
31,1,18,1,18,300,1,1,0,1,0,0,1,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
32,1,18,1,18,422,1,1,0,1,0,0,0,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
33,1,18,1,18,1062,1,1,0,1,0,0,0,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
34,1,18,1,18,481,1,1,0,1,0,0,1,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
35,1,18,1,18,159,1,1,0,1,0,0,1,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
36,1,18,1,18,993,1,1,0,1,0,0,0,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
37,1,18,1,18,358,1,1,0,1,0,0,0,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
38,1,18,1,18,1248,1,1,1,0,0,0,1,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
39,1,18,1,18,1029,1,1,1,0,0,0,1,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
40,1,18,1,18,903,1,1,0,1,0,0,0,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
41,1,18,1,18,406,1,1,0,1,0,0,0,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
42,1,18,1,18,293,1,1,0,1,0,0,0,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
43,1,18,1,18,758,1,1,0,1,0,0,1,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
44,1,18,1,18,235,1,1,0,1,0,0,0,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
45,1,18,1,18,286,1,1,0,1,0,0,0,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
46,1,18,1,18,1040,1,1,0,1,0,0,0,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
47,1,18,1,18,720,1,1,0,1,0,0,1,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
48,1,18,1,18,399,1,1,0,1,0,0,0,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
49,2,18,16,7,835,17,18,1,0,0,0,1,0,53665,1084942,0,1.82966200878959,1.12316324523536,13,0.877,17,0.877,0.486,0.513,0.054,0.133,0.867,0,13,0.831,17,0.831,18,18
50,2,18,16,7,1075,17,18,1,0,0,1,0,0,53665,1084942,0,1.82966200878959,1.12316324523536,13,0.877,17,0.877,0.486,0.513,0.054,0.133,0.867,0,13,0.831,17,0.831,18,18
51,2,18,16,7,847,17,18,1,0,0,0,0,0,53665,1084942,0,1.82966200878959,1.12316324523536,13,0.877,17,0.877,0.486,0.513,0.054,0.133,0.867,0,13,0.831,17,0.831,18,18
52,2,18,16,7,1546,17,18,1,0,0,0,0,0,53665,1084942,0,1.82966200878959,1.12316324523536,13,0.877,17,0.877,0.486,0.513,0.054,0.133,0.867,0,13,0.831,17,0.831,18,18
53,2,18,16,7,1238,17,18,1,0,0,0,0,0,53665,1084942,0,1.82966200878959,1.12316324523536,13,0.877,17,0.877,0.486,0.513,0.054,0.133,0.867,0,13,0.831,17,0.831,18,18
54,2,18,16,7,1223,17,18,1,0,0,1,0,0,53665,1084942,0,1.82966200878959,1.12316324523536,13,0.877,17,0.877,0.486,0.513,0.054,0.133,0.867,0,13,0.831,17,0.831,18,18
55,2,18,16,7,334,17,18,1,0,0,0,1,0,53665,1084942,0,1.82966200878959,1.12316324523536,13,0.877,17,0.877,0.486,0.513,0.054,0.133,0.867,0,13,0.831,17,0.831,18,18
56,2,18,16,7,820,17,18,1,0,0,0,0,0,53665,1084942,0,1.82966200878959,1.12316324523536,13,0.877,17,0.877,0.486,0.513,0.054,0.133,0.867,0,13,0.831,17,0.831,18,18
57,2,18,16,7,1038,17,18,0,1,0,0,0,0,53665,1084942,0,1.82966200878959,1.12316324523536,13,0.877,17,0.877,0.486,0.513,0.054,0.133,0.867,0,13,0.831,17,0.831,18,18
58,2,18,16,7,685,17,18,0,1,0,0,0,0,53665,1084942,0,1.82966200878959,1.12316324523536,13,0.877,17,0.877,0.486,0.513,0.054,0.133,0.867,0,13,0.831,17,0.831,18,18
59,2,18,16,7,1714,17,18,0,1,0,0,1,0,53665,1084942,0,1.82966200878959,1.12316324523536,13,0.877,17,0.877,0.486,0.513,0.054,0.133,0.867,0,13,0.831,17,0.831,18,18
60,2,18,16,7,753,17,18,0,1,0,0,0,0,53665,1084942,0,1.82966200878959,1.12316324523536,13,0.877,17,0.877,0.486,0.513,0.054,0.133,0.867,0,13,0.831,17,0.831,18,18
61,2,18,16,7,1142,17,18,0,1,0,0,0,0,53665,1084942,0,1.82966200878959,1.12316324523536,13,0.877,17,0.877,0.486,0.513,0.054,0.133,0.867,0,13,0.831,17,0.831,18,18
62,2,18,16,7,365,17,18,0,1,0,0,1,0,53665,1084942,0,1.82966200878959,1.12316324523536,13,0.877,17,0.877,0.486,0.513,0.054,0.133,0.867,0,13,0.831,17,0.831,18,18
63,2,18,16,7,441,17,18,0,1,0,0,1,0,53665,1084942,0,1.82966200878959,1.12316324523536,13,0.877,17,0.877,0.486,0.513,0.054,0.133,0.867,0,13,0.831,17,0.831,18,18
64,2,18,16,7,294,17,18,0,1,0,0,0,0,53665,1084942,0,1.82966200878959,1.12316324523536,13,0.877,17,0.877,0.486,0.513,0.054,0.133,0.867,0,13,0.831,17,0.831,18,18
65,2,18,16,7,895,17,18,0,1,0,0,0,0,53665,1084942,0,1.82966200878959,1.12316324523536,13,0.877,17,0.877,0.486,0.513,0.054,0.133,0.867,0,13,0.831,17,0.831,18,18
66,3,18,16,13,548,17,18,1,0,0,0,1,0,53665,1084942,0,1.568832783851,1.12316324523536,13,0.877,17,0.877,0.364,0.636,0.145,0.2,0.8,0,13,0.831,17,0.831,18,18
67,3,18,16,13,963,17,18,0,1,1,1,0,0,53665,1084942,0,1.568832783851,1.12316324523536,13,0.877,17,0.877,0.364,0.636,0.145,0.2,0.8,0,13,0.831,17,0.831,18,18
68,3,18,16,13,853,17,18,1,0,0,0,0,0,53665,1084942,0,1.568832783851,1.12316324523536,13,0.877,17,0.877,0.364,0.636,0.145,0.2,0.8,0,13,0.831,17,0.831,18,18
69,3,18,16,13,587,17,18,0,1,1,0,0,0,53665,1084942,0,1.568832783851,1.12316324523536,13,0.877,17,0.877,0.364,0.636,0.145,0.2,0.8,0,13,0.831,17,0.831,18,18
70,3,18,16,13,259,17,18,1,0,0,0,1,0,53665,1084942,0,1.568832783851,1.12316324523536,13,0.877,17,0.877,0.364,0.636,0.145,0.2,0.8,0,13,0.831,17,0.831,18,18
71,3,18,16,13,256,17,18,0,1,0,0,0,0,53665,1084942,0,1.568832783851,1.12316324523536,13,0.877,17,0.877,0.364,0.636,0.145,0.2,0.8,0,13,0.831,17,0.831,18,18
72,3,18,16,13,134,17,18,0,1,0,0,0,0,53665,1084942,0,1.568832783851,1.12316324523536,13,0.877,17,0.877,0.364,0.636,0.145,0.2,0.8,0,13,0.831,17,0.831,18,18
73,3,18,16,13,86,17,18,0,1,0,0,0,0,53665,1084942,0,1.568832783851,1.12316324523536,13,0.877,17,0.877,0.364,0.636,0.145,0.2,0.8,0,13,0.831,17,0.831,18,18
74,3,18,16,13,532,17,18,0,1,0,0,1,0,53665,1084942,0,1.568832783851,1.12316324523536,13,0.877,17,0.877,0.364,0.636,0.145,0.2,0.8,0,13,0.831,17,0.831,18,18
75,3,18,16,13,603,17,18,0,1,0,0,0,0,53665,1084942,0,1.568832783851,1.12316324523536,13,0.877,17,0.877,0.364,0.636,0.145,0.2,0.8,0,13,0.831,17,0.831,18,18
76,3,18,16,13,152,17,18,0,1,0,0,0,0,53665,1084942,0,1.568832783851,1.12316324523536,13,0.877,17,0.877,0.364,0.636,0.145,0.2,0.8,0,13,0.831,17,0.831,18,18
77,3,18,16,13,648,17,18,0,1,1,0,0,0,53665,1084942,0,1.568832783851,1.12316324523536,13,0.877,17,0.877,0.364,0.636,0.145,0.2,0.8,0,13,0.831,17,0.831,18,18
78,3,18,16,13,689,17,18,1,0,0,0,1,0,53665,1084942,0,1.568832783851,1.12316324523536,13,0.877,17,0.877,0.364,0.636,0.145,0.2,0.8,0,13,0.831,17,0.831,18,18
79,3,18,16,13,977,17,18,0,1,0,0,1,0,53665,1084942,0,1.568832783851,1.12316324523536,13,0.877,17,0.877,0.364,0.636,0.145,0.2,0.8,0,13,0.831,17,0.831,18,18
