"seccion","munn","edon","disloc2018","disloc1996","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_1996","RRI_2018","SQ","dsi_pob","E1","dsi_pob_e","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec","E1_","dsi_sec_e","E3","E3_"
1,1,15,14,13,1958,10,4,0,1,1,0,1,0,330478,15066020,0,1.20978830338778,1.01307937122727,14,1,10,1,0.132,0.867,0.079,0,1,0,14,1,10,1,4,4
33,2,15,39,39,2688,17,16,1,0,0,0,1,0,357483,15066020,0,1.12274543908559,0.936549274915015,39,0.906,17,0.906,0.355,0.646,0.135,0.087,0.826,0.087,39,0.929,17,0.929,16,16
82,4,15,9,8,1222,9,1,1,0,0,0,1,0,355417,15066020,0,2.98194132712641,0.941993333026964,9,0.366,1,0.332,0.021,0.979,0.105,0.087,0.884,0.029,9,0.455,1,0.301,1,1
94,5,15,45,45,2225,5,5,1,0,0,0,1,0,318859,15066020,0,1.06678703939729,1.04999527830309,45,0.315,5,0.315,0.322,0.678,0.119,0.024,0.976,0,45,0.364,5,0.364,5,5
108,5,15,10,45,665,8,10,0,1,0,0,1,0,340972,15066020,0,1.06678703939729,0.981900110403331,10,0.418,8,0.418,0.322,0.678,0.119,0.024,0.976,0,10,0.39,8,0.39,10,10
151,6,15,7,5,2665,6,9,1,0,0,0,1,0,345171,15066020,0,1.91851724511171,0.969955310395266,7,0.315,9,0.379,0.623,0.376,0.159,0,0.944,0.056,7,0.325,9,0.339,9,9
166,8,15,9,9,2162,1,1,0,1,1,0,0,0,355417,15066020,0,2.11660562432478,0.941993333026964,9,0.366,1,0.366,0.101,0.9,0.065,0.01,0.562,0.429,9,0.455,1,0.455,1,1
193,9,15,28,28,1664,12,11,1,0,0,0,0,0,343819,15066020,0,1.79899649897071,0.973769467203512,28,0.838,12,0.838,0.39,0.61,0.237,0,0.971,0.029,28,0.878,12,0.878,11,11
219,10,15,20,20,2255,36,33,1,0,0,0,0,0,336369,15066020,0,1.01996497894709,0.995336801085845,20,1,36,1,0.511,0.489,0.13,0.034,0.933,0.034,20,1,36,1,33,33
233,11,15,23,23,3793,15,15,1,0,0,0,1,0,347462,15066020,0,0.823117182043001,0.963559884086445,23,0.77,15,0.77,0.414,0.586,0.201,0,0.474,0.526,23,0.737,15,0.737,15,15
250,13,15,29,16,1678,42,38,1,0,0,1,0,0,333781,15066020,0,0.680303422328968,1.00305423150043,30,1,42,1,0.976,0.024,0.012,0.825,0.142,0.033,30,1,42,1,38,38
251,13,15,16,16,3665,43,40,1,0,0,0,0,0,328355,15066020,0,0.680303422328968,1.01962949991456,16,1,43,1,0.976,0.024,0.012,0.825,0.142,0.033,16,1,43,1,40,40
417,14,15,13,13,6479,7,3,1,0,0,0,1,0,345097,15066020,0,1.20978830338778,0.970163300302363,13,0.463,7,0.463,0.132,0.867,0.079,0,1,0,13,0.498,7,0.498,3,3
