"seccion","munn","edon","disloc2018","disloc2012","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_2012","RRI_2018","SQ","dsi_pob","E1","dsi_pob_e","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec","E1_","dsi_sec_e"
1,1,27,6,1,3737,18,6,0,1,1,0,1,0,115548,2238350,0,1.89089916865822,0.922457292537259,18,0.512,18,0.488,0.093,0.907,0.185,0,0.905,0.095,18,0.506,18,0.494
46,2,27,3,19,1801,11,3,1,0,0,0,0,1,107630,2238350,0,0.789056322691199,0.990319569247378,2,0.595,9,0.653,0.365,0.635,0.108,0,0.185,0.815,2,0.703,9,0.676
48,2,27,3,2,2913,11,3,1,0,0,0,0,0,107630,2238350,0,0.926716009269023,0.990319569247378,2,0.595,11,0.595,0.804,0.196,0,0,0.143,0.857,2,0.703,11,0.703
168,3,27,21,3,1395,16,21,1,0,0,0,1,0,103165,2238350,0,1.03318078067266,1.03318078067266,3,0.32,16,0.32,0.333,0.666,0.03,0,0.846,0.154,3,0.387,16,0.387
232,4,27,11,20,19842,7,11,1,0,0,0,0,1,102904,2238350,0,0.587187823240555,1.03580128311917,4,0.251,6,0.581,0.437,0.564,0.113,0,0.308,0.692,4,0.229,6,0.651
237,4,27,11,4,4328,7,11,1,0,0,0,0,0,102904,2238350,0,0.975197350736011,1.03580128311917,4,0.251,5,0.233,1,0,0,0,0.65,0.35,4,0.229,5,0.323
251,4,27,11,21,4098,7,11,1,0,0,0,0,1,102904,2238350,0,0.569019134407589,1.03580128311917,4,0.251,2,0.416,0.641,0.359,0.062,0,0.643,0.357,4,0.229,2,0.408
292,4,27,12,5,780,5,12,1,0,0,0,0,0,103371,2238350,0,0.655854091473531,1.03112183531257,5,0.303,5,0.303,0.824,0.176,0.027,0,0.85,0.15,5,0.368,5,0.368
512,5,27,18,6,2422,12,18,1,0,0,0,0,1,118996,2238350,0,0.559150663544106,0.895728387828963,6,0.556,12,0.556,0.44,0.56,0.03,0,0.07,0.93,6,0.546,12,0.546
609,6,27,14,7,3961,14,14,0,1,1,0,0,0,101789,2238350,0,0.854804160923991,1.04714748389409,7,0.729,14,0.729,0.167,0.833,0.106,0,0.1,0.9,7,0.758,14,0.758
668,7,27,9,8,2839,16,9,1,0,0,0,1,0,98044,2238350,0,3.59608958293169,1.08714551872726,3,0.32,16,0.266,0.5,0.5,0.111,0,0.833,0.167,3,0.387,16,0.193
684,8,27,5,9,2165,8,5,1,0,0,0,0,0,107851,2238350,0,0.594982250345224,0.9882902823163,9,0.35,10,0.478,0.298,0.702,0.067,0,0.594,0.406,9,0.321,10,0.538
781,9,27,8,10,2543,19,8,1,0,0,0,1,0,99705,2238350,0,2.89264261935777,1.06903460446412,13,0.305,19,0.39,0.107,0.893,0,0,1,0,13,0.264,19,0.491
809,10,27,19,11,1604,15,19,1,0,0,0,0,0,121300,2238350,0,1.26355084686442,0.878714717544066,11,0.756,15,0.756,0.381,0.619,0.119,0,0,1,11,0.74,15,0.74
846,11,27,9,12,2435,16,9,1,0,0,0,1,0,98044,2238350,0,3.58339536856935,1.08714551872726,3,0.32,16,0.267,0.154,0.846,0,0,0.727,0.273,3,0.387,16,0.313
872,12,27,7,13,2761,19,7,1,0,0,0,0,0,96926,2238350,0,0.698128043111243,1.09968527782118,13,0.305,21,0.622,0.263,0.737,0.137,0,0.485,0.515,13,0.264,21,0.646
954,13,27,1,14,1232,1,1,1,0,0,0,1,0,115209,2238350,0,0.925171603243629,0.925171603243629,14,1,1,1,0.273,0.727,0.159,0,0.4,0.6,14,1,1,1
991,14,27,20,15,2504,17,20,1,0,0,0,0,1,121305,2238350,0,1.23052522786995,0.878678498314952,15,0.784,17,0.784,0.378,0.622,0,0,0.5,0.5,15,0.818,17,0.818
1036,15,27,8,16,2816,20,8,1,0,0,0,1,0,99705,2238350,0,2.32903081477319,1.06903460446412,16,0.461,20,0.461,0.091,0.909,0.182,0,0.833,0.167,16,0.509,20,0.509
1063,16,27,13,17,1921,20,13,1,0,0,0,0,0,99982,2238350,0,1.99025478924648,1.06607284549314,16,0.461,20,0.539,0.393,0.607,0.071,0,1,0,16,0.509,20,0.491
1089,17,27,6,18,807,18,6,0,1,1,0,1,0,115548,2238350,0,1.80111349022618,0.922457292537259,18,0.512,18,0.512,0.391,0.609,0.022,0,1,0,18,0.506,18,0.506
