"seccion","munn","edon","disloc2018","disloc2012","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_2012","RRI_2018","SQ","dsi_pob","E1","dsi_pob_e","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec","E1_","dsi_sec_e"
1,1,7,18,16,5562,5,24,0,1,1,0,1,0,196158,4763244,0,0.819399947153733,1.01177877017506,17,0.346,3,0.593,0.119,0.881,0.199,0.148,0.818,0.034,17,0.325,3,0.629
2,1,7,18,16,2709,5,24,1,0,0,0,1,0,196158,4763244,0,0.819399947153733,1.01177877017506,17,0.346,3,0.593,0.119,0.881,0.199,0.148,0.818,0.034,17,0.325,3,0.629
3,1,7,18,16,3514,5,24,0,1,1,0,1,0,196158,4763244,0,0.819399947153733,1.01177877017506,17,0.346,3,0.593,0.119,0.881,0.199,0.148,0.818,0.034,17,0.325,3,0.629
4,1,7,18,16,764,5,24,0,1,0,0,1,0,196158,4763244,0,0.819399947153733,1.01177877017506,17,0.346,3,0.593,0.119,0.881,0.199,0.148,0.818,0.034,17,0.325,3,0.629
5,1,7,18,16,1906,5,24,0,1,0,0,1,0,196158,4763244,0,0.819399947153733,1.01177877017506,17,0.346,3,0.593,0.119,0.881,0.199,0.148,0.818,0.034,17,0.325,3,0.629
6,1,7,18,16,2767,5,24,0,1,0,0,1,0,196158,4763244,0,0.819399947153733,1.01177877017506,17,0.346,3,0.593,0.119,0.881,0.199,0.148,0.818,0.034,17,0.325,3,0.629
7,2,7,3,3,3339,1,16,1,0,0,0,1,0,200344,4763244,0,1.15898075261031,0.990638601605239,3,0.605,1,0.605,0.303,0.698,0.145,0,0.973,0.027,3,0.6,1,0.6
8,2,7,3,3,1660,1,16,1,0,0,0,1,0,200344,4763244,0,1.15898075261031,0.990638601605239,3,0.605,1,0.605,0.303,0.698,0.145,0,0.973,0.027,3,0.6,1,0.6
9,2,7,3,3,3622,1,16,0,1,1,0,1,0,200344,4763244,0,1.15898075261031,0.990638601605239,3,0.605,1,0.605,0.303,0.698,0.145,0,0.973,0.027,3,0.6,1,0.6
10,2,7,3,3,1641,1,16,1,0,0,0,1,0,200344,4763244,0,1.15898075261031,0.990638601605239,3,0.605,1,0.605,0.303,0.698,0.145,0,0.973,0.027,3,0.6,1,0.6
11,2,7,3,3,1863,1,16,1,0,0,0,1,0,200344,4763244,0,1.15898075261031,0.990638601605239,3,0.605,1,0.605,0.303,0.698,0.145,0,0.973,0.027,3,0.6,1,0.6
12,2,7,3,3,1307,1,16,1,0,0,0,1,0,200344,4763244,0,1.15898075261031,0.990638601605239,3,0.605,1,0.605,0.303,0.698,0.145,0,0.973,0.027,3,0.6,1,0.6
13,2,7,3,3,1129,1,16,1,0,0,0,1,0,200344,4763244,0,1.15898075261031,0.990638601605239,3,0.605,1,0.605,0.303,0.698,0.145,0,0.973,0.027,3,0.6,1,0.6
14,2,7,3,3,1680,1,16,0,1,0,0,0,0,200344,4763244,0,1.15898075261031,0.990638601605239,3,0.605,1,0.605,0.303,0.698,0.145,0,0.973,0.027,3,0.6,1,0.6
15,2,7,3,3,1763,1,16,0,1,0,0,1,0,200344,4763244,0,1.15898075261031,0.990638601605239,3,0.605,1,0.605,0.303,0.698,0.145,0,0.973,0.027,3,0.6,1,0.6
16,2,7,3,3,2184,1,16,1,0,0,0,1,0,200344,4763244,0,1.15898075261031,0.990638601605239,3,0.605,1,0.605,0.303,0.698,0.145,0,0.973,0.027,3,0.6,1,0.6
17,2,7,3,3,2647,1,16,0,1,1,0,1,0,200344,4763244,0,1.15898075261031,0.990638601605239,3,0.605,1,0.605,0.303,0.698,0.145,0,0.973,0.027,3,0.6,1,0.6
18,2,7,3,3,1142,1,16,0,1,0,0,0,0,200344,4763244,0,1.15898075261031,0.990638601605239,3,0.605,1,0.605,0.303,0.698,0.145,0,0.973,0.027,3,0.6,1,0.6
19,2,7,3,3,2931,1,16,0,1,0,0,0,0,200344,4763244,0,1.15898075261031,0.990638601605239,3,0.605,1,0.605,0.303,0.698,0.145,0,0.973,0.027,3,0.6,1,0.6
20,2,7,3,3,1998,1,16,0,1,0,0,1,0,200344,4763244,0,1.15898075261031,0.990638601605239,3,0.605,1,0.605,0.303,0.698,0.145,0,0.973,0.027,3,0.6,1,0.6
21,3,7,18,16,1799,5,24,0,1,1,0,0,0,196158,4763244,0,0.819399947153733,1.01177877017506,17,0.346,3,0.593,0.119,0.881,0.199,0.148,0.818,0.034,17,0.325,3,0.629
22,3,7,18,16,2043,5,24,0,1,1,0,1,0,196158,4763244,0,0.819399947153733,1.01177877017506,17,0.346,3,0.593,0.119,0.881,0.199,0.148,0.818,0.034,17,0.325,3,0.629
23,3,7,18,16,1491,5,24,1,0,0,0,0,0,196158,4763244,0,0.819399947153733,1.01177877017506,17,0.346,3,0.593,0.119,0.881,0.199,0.148,0.818,0.034,17,0.325,3,0.629
24,3,7,18,16,2135,5,24,0,1,1,0,0,0,196158,4763244,0,0.819399947153733,1.01177877017506,17,0.346,3,0.593,0.119,0.881,0.199,0.148,0.818,0.034,17,0.325,3,0.629
25,3,7,18,16,2934,5,24,0,1,0,0,1,0,196158,4763244,0,0.819399947153733,1.01177877017506,17,0.346,3,0.593,0.119,0.881,0.199,0.148,0.818,0.034,17,0.325,3,0.629
26,3,7,18,16,2645,5,24,0,1,1,0,1,0,196158,4763244,0,0.819399947153733,1.01177877017506,17,0.346,3,0.593,0.119,0.881,0.199,0.148,0.818,0.034,17,0.325,3,0.629
27,3,7,18,16,2486,5,24,0,1,1,0,0,0,196158,4763244,0,0.819399947153733,1.01177877017506,17,0.346,3,0.593,0.119,0.881,0.199,0.148,0.818,0.034,17,0.325,3,0.629
28,3,7,18,16,3244,5,24,0,1,0,0,1,0,196158,4763244,0,0.819399947153733,1.01177877017506,17,0.346,3,0.593,0.119,0.881,0.199,0.148,0.818,0.034,17,0.325,3,0.629
29,3,7,18,16,1510,5,24,0,1,0,0,0,0,196158,4763244,0,0.819399947153733,1.01177877017506,17,0.346,3,0.593,0.119,0.881,0.199,0.148,0.818,0.034,17,0.325,3,0.629
30,3,7,18,16,1313,5,24,0,1,0,0,1,0,196158,4763244,0,0.819399947153733,1.01177877017506,17,0.346,3,0.593,0.119,0.881,0.199,0.148,0.818,0.034,17,0.325,3,0.629
31,3,7,18,16,1545,5,24,0,1,0,0,0,0,196158,4763244,0,0.819399947153733,1.01177877017506,17,0.346,3,0.593,0.119,0.881,0.199,0.148,0.818,0.034,17,0.325,3,0.629
32,3,7,18,16,1339,5,24,0,1,0,0,1,0,196158,4763244,0,0.819399947153733,1.01177877017506,17,0.346,3,0.593,0.119,0.881,0.199,0.148,0.818,0.034,17,0.325,3,0.629
33,3,7,18,16,767,5,24,0,1,0,0,1,0,196158,4763244,0,0.819399947153733,1.01177877017506,17,0.346,3,0.593,0.119,0.881,0.199,0.148,0.818,0.034,17,0.325,3,0.629
34,3,7,18,16,2807,5,24,0,1,0,0,1,0,196158,4763244,0,0.819399947153733,1.01177877017506,17,0.346,3,0.593,0.119,0.881,0.199,0.148,0.818,0.034,17,0.325,3,0.629
35,4,7,20,7,4060,19,23,0,1,1,0,0,0,202922,4763244,0,0.517432553628599,0.978053143572407,7,0.434,19,0.434,0.124,0.876,0.066,0,0.81,0.19,7,0.455,19,0.455
36,4,7,20,7,3069,19,23,0,1,1,0,0,0,202922,4763244,0,0.517432553628599,0.978053143572407,7,0.434,19,0.434,0.124,0.876,0.066,0,0.81,0.19,7,0.455,19,0.455
