"seccion","munn","edon","disloc2018","disloc2012","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_2012","RRI_2018","SQ","dsi_pob","E1","dsi_pob_e","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec","E1_","dsi_sec_e"
1,1,7,18,16,5562,5,24,0,1,1,0,1,0,196158,4763244,0,0.819399947153733,1.01177877017506,17,0.346,3,0.593,0.119,0.881,0.199,0.148,0.818,0.034,17,0.325,3,0.629
7,2,7,3,3,3339,1,16,1,0,0,0,1,0,200344,4763244,0,1.15898075261031,0.990638601605239,3,0.605,1,0.605,0.303,0.698,0.145,0,0.973,0.027,3,0.6,1,0.6
35,4,7,20,7,4060,19,23,0,1,1,0,0,0,202922,4763244,0,0.517432553628599,0.978053143572407,7,0.434,19,0.434,0.124,0.876,0.066,0,0.81,0.19,7,0.455,19,0.455
44,5,7,11,12,3226,23,11,1,0,0,0,1,0,203668,4763244,0,1.14261328635497,0.974470707229413,22,0.176,4,0.601,0.24,0.76,0.083,0,0.985,0.015,22,0.169,4,0.655
54,6,7,17,17,2716,9,18,0,1,1,0,1,0,187935,4763244,0,0.682078590674145,1.05604863383617,17,0.502,9,0.502,0.051,0.949,0.152,0,0.934,0.066,17,0.527,9,0.527
68,7,7,20,4,2233,19,23,1,0,0,0,1,0,202922,4763244,0,1.82607235522514,0.978053143572407,7,0.434,8,0.26,0.22,0.779,0.237,0,0.938,0.062,7,0.455,8,0.248
72,8,7,23,23,2123,9,7,1,0,0,0,1,0,188884,4763244,0,0.791329085660516,1.05074278393088,17,0.502,8,0.349,0.174,0.826,0.208,0,0.818,0.182,17,0.527,8,0.34
88,9,7,15,15,1760,11,6,1,0,0,0,0,0,223069,4763244,0,0.906973609048326,0.889717979638587,15,1,11,1,0.292,0.708,0.108,0.377,0.623,0,15,1,11,1
130,12,7,2,14,6772,10,9,1,0,0,0,1,0,212230,4763244,0,0.826855616844702,0.93515761202469,14,0.383,13,0.343,0.22,0.781,0.163,0.125,0.771,0.104,14,0.278,13,0.409
144,13,7,11,10,3384,23,11,1,0,0,0,1,0,203668,4763244,0,1.67399207152497,0.974470707229413,22,0.176,22,0.268,0.227,0.773,0,0,0.865,0.135,22,0.169,22,0.284
163,15,7,24,24,2650,12,19,1,0,0,0,1,0,201731,4763244,0,1.33765021466459,0.983827473219287,18,0.457,2,0.338,0.277,0.723,0.072,0.04,0.96,0,18,0.552,2,0.341
186,16,7,9,9,1464,20,20,0,1,1,0,1,0,187406,4763244,0,1.05902959350288,1.05902959350288,9,1,20,1,0.132,0.868,0.079,0,0.796,0.204,9,1,20,1
234,18,7,12,13,1431,4,12,1,0,0,0,1,0,207117,4763244,0,1.50375429982876,0.958243408315107,12,0.601,10,0.227,0.213,0.787,0.08,0.052,0.914,0.034,12,0.655,10,0.347
239,19,7,6,6,6070,6,8,1,0,0,0,1,0,197669,4763244,0,0.781864560352978,1.00404464028249,6,0.501,6,0.501,0.345,0.655,0.084,0,1,0,6,0.466,6,0.466
331,22,7,21,22,849,23,10,1,0,0,0,1,0,192980,4763244,0,0.883024114611141,1.02844077106436,22,0.176,21,0.484,0.097,0.903,0.029,0,0.947,0.053,22,0.169,21,0.541
375,24,7,20,21,2613,19,23,0,1,1,0,1,0,202922,4763244,0,1.38205412105512,0.978053143572407,7,0.434,18,0.505,0.156,0.844,0.047,0,0.879,0.121,7,0.455,18,0.579
602,41,7,10,20,4179,6,17,0,1,1,0,1,0,180720,4763244,0,1.23121708220376,1.09820993802568,6,0.501,7,0.513,0.169,0.831,0.034,0,0.733,0.267,6,0.466,7,0.452
662,47,7,11,11,2832,23,11,0,1,1,0,0,1,203668,4763244,0,2.32922378180453,0.974470707229413,22,0.176,23,0.204,0.205,0.794,0.179,0.045,0.682,0.273,22,0.169,23,0.179
1082,75,7,8,8,2825,22,4,1,0,0,0,0,0,195857,4763244,0,1.20875128659565,1.01333370775617,8,0.562,22,0.562,0.228,0.772,0,0,0.872,0.128,8,0.537,22,0.537
1113,77,7,5,5,4271,24,1,1,0,0,0,1,0,185634,4763244,0,0.886815848149456,1.06913873536098,5,0.829,24,0.829,0.606,0.394,0.061,0,1,0,5,0.823,24,0.823
1265,90,7,19,18,2574,12,14,1,0,0,0,1,0,202384,4763244,0,0.726338999798716,0.980653114870741,18,0.457,12,0.457,0.622,0.377,0.007,0,1,0,18,0.552,12,0.552
1602,102,7,1,1,11313,15,13,1,0,0,0,1,0,198014,4763244,0,0.406505322275726,1.00229529225206,1,0.317,14,0.381,0.961,0.038,0.019,0.742,0.258,0,1,0.254,14,0.391
1930,102,7,1,2,1802,15,13,1,0,0,0,0,0,198014,4763244,0,5.74538270032422,1.00229529225206,1,0.317,15,0.113,1,0,0,NA,NA,NA,1,0.254,15,0.326
1976,90,7,19,19,879,2,14,1,0,0,0,0,0,202384,4763244,0,4.48334011023764,0.980653114870741,24,0.338,2,0.2,1,0,0,NA,NA,NA,24,0.341,2,0.321
