"seccion","munn","edon","disloc2015","disloc2013","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_2013","RRI_2015","SQ","dsi_pob","E1","dsi_pob_e","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec","E1_","dsi_sec_e"
1,1,28,3,13,752,3,3,0,1,1,0,1,0,161354,3148012,0,0.91611950948797,0.886816902868566,13,0.706,3,0.706,0.149,0.851,0.188,0,1,0,13,0.741,3,0.741
13,2,28,10,18,2876,10,10,0,1,1,0,0,0,126767,3148012,0,0.911700889107707,1.12877526915881,18,0.667,10,0.667,0.355,0.645,0.145,0.077,0.897,0.026,18,0.588,10,0.588
45,3,28,10,19,6727,10,10,0,1,1,0,0,0,126767,3148012,0,0.862765927124512,1.12877526915881,18,0.667,9,0.855,0.727,0.272,0.127,0.071,0.929,0,18,0.588,9,0.833
101,4,28,1,17,1858,1,1,0,1,1,0,1,0,159163,3148012,0,1.11670676342863,0.899024613418034,16,0.647,2,0.675,0.509,0.491,0.143,0.146,0.854,0,16,0.728,2,0.647
116,6,28,1,16,928,1,1,0,1,1,0,1,0,159163,3148012,0,0.944628988476651,0.899024613418034,16,0.647,1,0.647,0.089,0.911,0.185,0.062,0.938,0,16,0.728,1,0.728
125,7,28,12,4,3496,12,12,0,1,1,0,1,0,150908,3148012,0,1.01460274650756,0.948203240023422,4,0.297,12,0.297,0.433,0.567,0.2,0.053,0.947,0,4,0.604,12,0.604
169,9,28,8,20,1701,8,8,1,0,0,0,0,0,145755,3148012,0,1.06010160503082,0.981725872494628,20,0.926,8,0.926,1,0,0,0.25,0.75,0,20,0.947,8,0.947
311,13,28,3,14,1086,3,3,0,1,1,0,1,0,161354,3148012,0,0.868157494420979,0.886816902868566,13,0.706,5,0.688,0.56,0.44,0.088,0,1,0,13,0.741,5,0.523
498,22,28,16,10,2053,16,16,1,0,0,0,1,0,134558,3148012,0,1.197227675478,1.063418410986,9,0.705,17,0.395,1,0,0,0.135,0.865,0,9,0.843,17,0.661
515,22,28,16,9,5234,16,16,1,0,0,0,1,0,134558,3148012,0,1.07338985316301,1.063418410986,9,0.705,16,0.705,0.398,0.603,0.133,0.125,0.875,0,9,0.843,16,0.843
521,22,28,17,11,2216,17,17,1,0,0,0,0,0,137940,3148012,0,1.10073736534551,1.03734561798938,10,0.395,14,0.389,0.915,0.086,0.043,0.071,0.929,0,10,0.661,14,0.404
612,22,28,17,12,961,17,17,1,0,0,0,0,0,137940,3148012,0,1.00357306353856,1.03734561798938,10,0.395,15,0.281,0.745,0.255,0.064,0.188,0.812,0,10,0.661,15,0.368
749,27,28,11,1,12318,11,11,1,0,0,0,1,0,126749,3148012,0,1.35768122042483,1.12893556987002,2,0.201,13,0.098,1,0,0,0.125,0.875,0,2,0.475,13,0.2
773,27,28,13,3,648,13,13,1,0,0,0,0,0,149664,3148012,0,1.21399747637573,0.956084659941299,3,0.543,13,0.543,1,0,0,0.607,0.393,0,3,0.653,13,0.653
813,27,28,11,2,3515,11,11,1,0,0,0,0,0,126749,3148012,0,1.04325238989388,1.12893556987002,2,0.201,11,0.201,0.964,0.036,0.018,0.167,0.833,0,2,0.475,11,0.475
936,32,28,18,5,3814,18,18,1,0,0,0,1,0,115823,3148012,0,1.10517520541155,1.23543212095572,5,0.371,20,0.255,0.96,0.04,0.02,0.296,0.704,0,5,0.339,20,0.387
994,32,28,21,6,136,21,21,0,1,1,0,1,0,145004,3148012,0,0.707917946596025,0.986810395199129,8,0.821,19,0.475,0.77,0.229,0.081,0.158,0.842,0,8,0.8,19,0.533
1084,32,28,22,7,2959,22,22,1,0,0,0,0,0,132749,3148012,0,0.911561497735004,1.07790984900417,7,0.711,22,0.711,0.846,0.154,0.077,0.833,0.167,0,7,0.788,22,0.788
1139,33,28,21,8,10023,21,21,0,1,1,0,0,0,145004,3148012,0,1.20266143223136,0.986810395199129,8,0.821,21,0.821,0.494,0.505,0.172,0,1,0,8,0.8,21,0.8
1304,38,28,7,21,5542,7,7,1,0,0,1,0,0,148300,3148012,0,0.921357680341615,0.964878317905964,21,0.955,7,0.955,1,0,0,0.8,0.2,0,21,0.958,7,0.958
1358,38,28,6,22,3063,6,6,0,1,1,0,0,0,149298,3148012,0,1.00561134100381,0.958428475568692,22,0.953,6,0.953,0.983,0.016,0.008,0.78,0.22,0,22,0.976,6,0.976
1589,41,28,4,15,1560,4,4,1,0,0,0,0,0,160873,3148012,0,0.908015601194607,0.889468428794481,15,0.684,4,0.684,0.976,0.024,0.012,0,1,0,15,0.602,4,0.602
