"seccion","munn","edon","disloc2016","disloc2010","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_2010","RRI_2016","SQ","dsi_pob","E1","dsi_pob_e","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec","E1_","dsi_sec_e","E3","E3_"
1,1,10,3,16,513,3,3,1,0,0,0,1,0,99275,1600675,0,1.08741803646206,1.07490976244439,6,0.295,7,0.4,0.171,0.83,0.047,0.009,0.991,0,6,0.308,7,0.35,4,4
2,1,10,3,16,1194,3,3,1,0,0,0,0,0,99275,1600675,0,1.08741803646206,1.07490976244439,6,0.295,7,0.4,0.171,0.83,0.047,0.009,0.991,0,6,0.308,7,0.35,4,4
3,1,10,3,16,2958,3,3,1,0,0,0,1,0,99275,1600675,0,1.08741803646206,1.07490976244439,6,0.295,7,0.4,0.171,0.83,0.047,0.009,0.991,0,6,0.308,7,0.35,4,4
4,1,10,3,16,1475,3,3,1,0,0,0,1,0,99275,1600675,0,1.08741803646206,1.07490976244439,6,0.295,7,0.4,0.171,0.83,0.047,0.009,0.991,0,6,0.308,7,0.35,4,4
5,1,10,3,16,1301,3,3,1,0,0,0,1,0,99275,1600675,0,1.08741803646206,1.07490976244439,6,0.295,7,0.4,0.171,0.83,0.047,0.009,0.991,0,6,0.308,7,0.35,4,4
6,1,10,3,16,2136,3,3,1,0,0,0,1,0,99275,1600675,0,1.08741803646206,1.07490976244439,6,0.295,7,0.4,0.171,0.83,0.047,0.009,0.991,0,6,0.308,7,0.35,4,4
7,1,10,3,16,950,3,3,1,0,0,0,1,0,99275,1600675,0,1.08741803646206,1.07490976244439,6,0.295,7,0.4,0.171,0.83,0.047,0.009,0.991,0,6,0.308,7,0.35,4,4
8,1,10,3,16,928,3,3,0,1,0,0,1,0,99275,1600675,0,1.08741803646206,1.07490976244439,6,0.295,7,0.4,0.171,0.83,0.047,0.009,0.991,0,6,0.308,7,0.35,4,4
9,1,10,3,16,865,3,3,0,1,0,0,1,0,99275,1600675,0,1.08741803646206,1.07490976244439,6,0.295,7,0.4,0.171,0.83,0.047,0.009,0.991,0,6,0.308,7,0.35,4,4
10,1,10,3,16,256,3,3,0,1,0,0,1,0,99275,1600675,0,1.08741803646206,1.07490976244439,6,0.295,7,0.4,0.171,0.83,0.047,0.009,0.991,0,6,0.308,7,0.35,4,4
11,1,10,3,16,119,3,3,0,1,0,0,1,0,99275,1600675,0,1.08741803646206,1.07490976244439,6,0.295,7,0.4,0.171,0.83,0.047,0.009,0.991,0,6,0.308,7,0.35,4,4
