"seccion","munn","edon","disloc2018","disloc2012","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_2012","RRI_2018","SQ","dsi_pob","E1","dsi_pob_e","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec","E1_","dsi_sec_e","E3","E3_"
1,1,16,14,19,1889,5,14,0,1,1,0,1,0,186652,4319681,0,1.08871708403904,0.964290274593004,19,0.886,4,0.886,0.163,0.837,0.149,0.11,0.415,0.476,19,0.845,4,0.845,14,14
2,1,16,14,19,1940,5,14,0,1,1,0,0,0,186652,4319681,0,1.08871708403904,0.964290274593004,19,0.886,4,0.886,0.163,0.837,0.149,0.11,0.415,0.476,19,0.845,4,0.845,14,14
3,1,16,14,19,989,5,14,0,1,1,0,0,0,186652,4319681,0,1.08871708403904,0.964290274593004,19,0.886,4,0.886,0.163,0.837,0.149,0.11,0.415,0.476,19,0.845,4,0.845,14,14
4,1,16,14,19,871,5,14,1,0,0,0,1,0,186652,4319681,0,1.08871708403904,0.964290274593004,19,0.886,4,0.886,0.163,0.837,0.149,0.11,0.415,0.476,19,0.845,4,0.845,14,14
5,1,16,14,19,1748,5,14,0,1,1,0,0,0,186652,4319681,0,1.08871708403904,0.964290274593004,19,0.886,4,0.886,0.163,0.837,0.149,0.11,0.415,0.476,19,0.845,4,0.845,14,14
6,1,16,14,19,444,5,14,0,1,0,0,0,1,186652,4319681,0,1.08871708403904,0.964290274593004,19,0.886,4,0.886,0.163,0.837,0.149,0.11,0.415,0.476,19,0.845,4,0.845,14,14
7,1,16,14,19,913,5,14,0,1,0,0,0,1,186652,4319681,0,1.08871708403904,0.964290274593004,19,0.886,4,0.886,0.163,0.837,0.149,0.11,0.415,0.476,19,0.845,4,0.845,14,14
8,1,16,14,19,545,5,14,0,1,0,0,0,0,186652,4319681,0,1.08871708403904,0.964290274593004,19,0.886,4,0.886,0.163,0.837,0.149,0.11,0.415,0.476,19,0.845,4,0.845,14,14
9,1,16,14,19,341,5,14,0,1,0,0,0,1,186652,4319681,0,1.08871708403904,0.964290274593004,19,0.886,4,0.886,0.163,0.837,0.149,0.11,0.415,0.476,19,0.845,4,0.845,14,14
10,1,16,14,19,1197,5,14,0,1,0,0,0,1,186652,4319681,0,1.08871708403904,0.964290274593004,19,0.886,4,0.886,0.163,0.837,0.149,0.11,0.415,0.476,19,0.845,4,0.845,14,14
11,2,16,10,21,2596,8,10,0,1,1,0,0,0,167855,4319681,0,1.26196648764116,1.07227492975088,21,0.85,8,0.85,0.098,0.903,0.211,0.013,0.338,0.649,21,0.897,8,0.897,10,10
12,2,16,10,21,2150,8,10,0,1,1,0,0,1,167855,4319681,0,1.26196648764116,1.07227492975088,21,0.85,8,0.85,0.098,0.903,0.211,0.013,0.338,0.649,21,0.897,8,0.897,10,10
13,2,16,10,21,2042,8,10,1,0,0,0,0,1,167855,4319681,0,1.26196648764116,1.07227492975088,21,0.85,8,0.85,0.098,0.903,0.211,0.013,0.338,0.649,21,0.897,8,0.897,10,10
14,2,16,10,21,2131,8,10,0,1,1,0,0,1,167855,4319681,0,1.26196648764116,1.07227492975088,21,0.85,8,0.85,0.098,0.903,0.211,0.013,0.338,0.649,21,0.897,8,0.897,10,10
15,2,16,10,21,639,8,10,0,1,1,0,0,1,167855,4319681,0,1.26196648764116,1.07227492975088,21,0.85,8,0.85,0.098,0.903,0.211,0.013,0.338,0.649,21,0.897,8,0.897,10,10
16,2,16,10,21,2930,8,10,0,1,1,0,0,1,167855,4319681,0,1.26196648764116,1.07227492975088,21,0.85,8,0.85,0.098,0.903,0.211,0.013,0.338,0.649,21,0.897,8,0.897,10,10
17,2,16,10,21,842,8,10,0,1,0,0,0,1,167855,4319681,0,1.26196648764116,1.07227492975088,21,0.85,8,0.85,0.098,0.903,0.211,0.013,0.338,0.649,21,0.897,8,0.897,10,10
18,2,16,10,21,951,8,10,0,1,0,0,0,1,167855,4319681,0,1.26196648764116,1.07227492975088,21,0.85,8,0.85,0.098,0.903,0.211,0.013,0.338,0.649,21,0.897,8,0.897,10,10
19,2,16,10,21,860,8,10,0,1,0,0,0,0,167855,4319681,0,1.26196648764116,1.07227492975088,21,0.85,8,0.85,0.098,0.903,0.211,0.013,0.338,0.649,21,0.897,8,0.897,10,10
20,2,16,10,21,248,8,10,0,1,0,0,0,1,167855,4319681,0,1.26196648764116,1.07227492975088,21,0.85,8,0.85,0.098,0.903,0.211,0.013,0.338,0.649,21,0.897,8,0.897,10,10
21,2,16,10,21,248,8,10,0,1,0,0,0,0,167855,4319681,0,1.26196648764116,1.07227492975088,21,0.85,8,0.85,0.098,0.903,0.211,0.013,0.338,0.649,21,0.897,8,0.897,10,10
22,2,16,10,21,480,8,10,0,1,0,0,0,0,167855,4319681,0,1.26196648764116,1.07227492975088,21,0.85,8,0.85,0.098,0.903,0.211,0.013,0.338,0.649,21,0.897,8,0.897,10,10
23,2,16,10,21,226,8,10,0,1,0,0,0,1,167855,4319681,0,1.26196648764116,1.07227492975088,21,0.85,8,0.85,0.098,0.903,0.211,0.013,0.338,0.649,21,0.897,8,0.897,10,10
25,2,16,10,21,218,8,10,0,1,0,0,0,0,167855,4319681,0,1.26196648764116,1.07227492975088,21,0.85,8,0.85,0.098,0.903,0.211,0.013,0.338,0.649,21,0.897,8,0.897,10,10
