"seccion","munn","edon","disloc2017","disloc2011","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_2011","RRI_2017","SQ","dsi_pob","E1","dsi_pob_e","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec","E1_","dsi_sec_e"
1,1,5,5,13,760,6,5,0,1,1,0,1,0,178285,2720963,0,1.22985158413908,0.953867052752615,14,0.618,1,0.399,0.548,0.452,0.185,0.039,0.961,0,14,0.556,1,0.401
2,1,5,5,13,311,6,5,0,1,1,0,0,0,178285,2720963,0,1.22985158413908,0.953867052752615,14,0.618,1,0.399,0.548,0.452,0.185,0.039,0.961,0,14,0.556,1,0.401
3,2,5,1,15,3083,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708
4,2,5,1,15,6874,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708
5,2,5,1,15,1928,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708
6,2,5,1,15,997,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708
7,2,5,1,15,1442,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708
8,2,5,1,15,1446,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708
10,2,5,1,15,10791,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708
11,2,5,1,15,3094,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708
12,2,5,1,15,3826,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708
13,2,5,1,15,478,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708
14,2,5,1,15,906,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708
15,2,5,1,15,805,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708
16,2,5,1,15,766,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708
17,2,5,1,15,767,5,1,1,0,0,0,0,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708
18,2,5,1,15,1956,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708
19,2,5,1,15,14174,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708
20,2,5,1,15,1124,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708
21,2,5,1,15,1178,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708
22,2,5,1,15,900,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708
23,2,5,1,15,543,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708
24,2,5,1,15,599,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708
25,2,5,1,15,1498,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708
26,2,5,1,15,861,5,1,1,0,0,0,0,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708
27,2,5,1,15,1034,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708
28,2,5,1,15,1549,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708
29,2,5,1,15,2126,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708
30,2,5,1,15,1472,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708
31,2,5,1,15,9184,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708
