"seccion","munn","edon","disloc2017","disloc2005","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_2005","RRI_2017","SQ","dsi_pob","E1","dsi_pob_e","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec","E1_","dsi_sec_e","E3","E3_"
1,1,18,1,18,767,1,1,1,0,0,0,1,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.64,1,0.64,0.271,0.729,0.043,0,1,0,18,0.644,1,0.644,1,1
49,2,18,16,7,835,17,18,1,0,0,0,1,0,53665,1084942,0,1.82966200878959,1.12316324523536,13,0.877,17,0.877,0.486,0.513,0.054,0.133,0.867,0,13,0.831,17,0.831,18,18
90,4,18,18,14,23216,12,3,0,1,1,0,0,0,62984,1084942,0,0.425043407674853,0.956982020125041,14,1,12,1,0.344,0.656,0.23,0.043,0.957,0,14,1,12,1,3,3
91,4,18,17,14,1053,11,4,1,0,0,0,1,0,61221,1084942,0,0.425043407674853,0.984540526217402,14,1,11,1,0.344,0.656,0.23,0.043,0.957,0,14,1,11,1,4,4
124,5,18,15,8,1166,16,13,1,0,0,0,0,0,57837,1084942,0,0.996899797485289,1.04214526264425,8,0.666,15,0.683,0.36,0.64,0.163,0.04,0.96,0,8,0.653,15,0.595,6,6
130,5,18,15,8,854,15,13,1,0,0,0,1,0,57837,1084942,0,0.996899797485289,1.04214526264425,8,0.666,15,0.666,0.36,0.64,0.163,0.04,0.96,0,8,0.653,15,0.653,13,13
239,8,18,13,7,576,18,17,1,0,0,0,1,0,61215,1084942,0,1.82966200878959,0.98463702614646,3,0.326,18,0.326,0.486,0.513,0.054,0.133,0.867,0,3,0.337,18,0.337,17,17
277,10,18,1,16,1308,2,1,0,1,1,0,1,0,61770,1084942,0,1.0499879027185,0.975790117460831,18,0.64,1,0.637,0.387,0.614,0.067,0,1,0,18,0.644,1,0.602,2,2
320,11,18,3,16,2193,3,12,1,0,0,0,0,0,57788,1084942,0,1.0499879027185,1.04302892565162,16,0.261,3,0.352,0.387,0.614,0.067,0,1,0,16,0.333,3,0.34,15,15
347,12,18,10,9,2597,13,14,1,0,0,0,1,0,55838,1084942,0,1.39783292104721,1.07945405558142,9,0.534,13,0.534,0.296,0.704,0.056,0,1,0,9,0.537,13,0.537,14,14
411,14,18,13,3,2125,10,17,0,1,1,0,1,0,61215,1084942,0,0.551631390876902,0.98463702614646,3,0.326,18,0.234,0.706,0.294,0.035,0,1,0,3,0.337,18,0.261,17,17
435,15,18,5,10,1064,14,16,1,0,0,0,1,0,60833,1084942,0,1.80370935618265,0.990820041023056,12,0.835,14,0.835,0.581,0.418,0.023,0,0.727,0.273,12,0.824,14,0.824,16,16
597,17,18,6,5,1533,8,11,1,0,0,0,0,0,61517,1084942,0,0.901315242927828,0.97980323415569,4,0.23,8,0.23,1,0,0,0,1,0,4,0.329,8,0.329,11,11
598,17,18,9,5,4875,9,9,1,0,0,0,1,0,61032,1084942,0,0.901315242927828,0.987589388444678,5,0.337,9,0.337,1,0,0,0,1,0,5,0.378,9,0.378,9,9
610,17,18,11,3,1986,7,10,1,0,0,0,1,0,62416,1084942,0,0.551631390876902,0.965690777293572,4,0.472,7,0.472,0.706,0.294,0.035,0,1,0,4,0.439,7,0.439,10,10
612,17,18,8,2,2510,4,8,1,0,0,0,0,0,61355,1084942,0,0.662510640428622,0.98239027879644,2,0.926,4,0.926,0.776,0.223,0.039,0,1,0,2,0.925,4,0.925,8,8
674,17,18,12,1,404,6,7,1,0,0,0,0,0,61119,1084942,0,0.819816593068137,0.986183601753228,1,0.562,6,0.562,1,0,0,0,1,0,1,0.532,6,0.532,7,7
749,17,18,12,3,3698,5,7,1,0,0,0,0,0,61119,1084942,0,0.551631390876902,0.986183601753228,1,0.562,6,0.477,0.706,0.294,0.035,0,1,0,1,0.532,6,0.5,5,5
