"seccion","munn","edon","disloc2017","disloc2011","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_2011","RRI_2017","SQ","dsi_pob","E1","dsi_pob_e","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec","E1_","dsi_sec_e","E3","E3_"
1,1,5,5,13,760,6,5,0,1,1,0,1,0,178285,2720963,0,1.22985158413908,0.953867052752615,12,0.427,1,0.545,0.548,0.452,0.185,0.039,0.961,0,12,0.41,1,0.551,3,3
2,1,5,5,13,311,6,5,0,1,1,0,0,0,178285,2720963,0,1.22985158413908,0.953867052752615,12,0.427,1,0.545,0.548,0.452,0.185,0.039,0.961,0,12,0.41,1,0.551,3,3
3,2,5,1,15,3083,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708,1,1
4,2,5,1,15,6874,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708,1,1
5,2,5,1,15,1928,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708,1,1
6,2,5,1,15,997,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708,1,1
7,2,5,1,15,1442,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708,1,1
8,2,5,1,15,1446,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708,1,1
10,2,5,1,15,10791,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708,1,1
11,2,5,1,15,3094,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708,1,1
12,2,5,1,15,3826,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708,1,1
13,2,5,1,15,478,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708,1,1
14,2,5,1,15,906,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,5,0.851,0.735,0.265,0.061,0,1,0,15,0.708,5,0.708,1,1
