"seccion","munn","edon","disloc2018","disloc2012","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_2012","RRI_2018","SQ","dsi_pob","E1","dsi_pob_e","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec","E1_","dsi_sec_e","E3","E3_"
1,1,27,6,1,3737,18,6,0,1,1,0,1,0,115548,2238350,0,1.89089916865822,0.922457292537259,18,1,18,1,0.093,0.907,0.185,0,0.905,0.095,18,1,18,1,6,6
46,2,27,3,19,1801,11,3,1,0,0,0,0,1,107630,2238350,0,0.789056322691199,0.990319569247378,2,0.541,11,0.541,0.365,0.635,0.108,0,0.185,0.815,2,0.609,11,0.609,3,3
71,2,27,3,2,6151,8,3,1,0,0,0,1,0,107630,2238350,0,0.926716009269023,0.990319569247378,2,0.541,11,0.323,0.804,0.196,0,0,0.143,0.857,2,0.609,11,0.326,5,5
90,2,27,4,19,2064,9,4,0,1,0,0,0,0,105943,2238350,0,0.789056322691199,1.00608907844874,19,0.516,9,0.516,0.365,0.635,0.108,0,0.185,0.815,19,0.529,9,0.529,4,4
92,2,27,4,19,2305,10,4,1,0,0,0,0,0,105943,2238350,0,0.789056322691199,1.00608907844874,19,0.516,9,0.344,0.365,0.635,0.108,0,0.185,0.815,19,0.529,9,0.415,5,5
168,3,27,21,3,1395,16,21,1,0,0,0,1,0,103165,2238350,0,1.03318078067266,1.03318078067266,3,0.32,16,0.396,0.333,0.666,0.03,0,0.846,0.154,3,0.387,16,0.385,9,9
196,3,27,21,3,3243,15,21,0,1,0,0,0,0,103165,2238350,0,1.03318078067266,1.03318078067266,3,0.32,16,0.568,0.333,0.666,0.03,0,0.846,0.154,3,0.387,16,0.552,19,19
198,3,27,21,3,2216,17,21,0,1,0,0,0,1,103165,2238350,0,1.03318078067266,1.03318078067266,3,0.32,16,0.597,0.333,0.666,0.03,0,0.846,0.154,3,0.387,16,0.616,20,20
232,4,27,11,20,19842,7,11,1,0,0,0,0,1,102904,2238350,0,0.587187823240555,1.03580128311917,4,0.978,7,0.978,0.437,0.564,0.113,0,0.308,0.692,4,0.956,7,0.956,11,11
268,4,27,10,21,1883,2,10,1,0,0,0,0,0,103373,2238350,0,0.569019134407589,1.0311018857738,21,0.835,2,0.835,0.641,0.359,0.062,0,0.643,0.357,21,0.833,2,0.833,10,10
279,4,27,12,4,711,5,12,1,0,0,0,0,0,103371,2238350,0,0.975197350736011,1.03112183531257,4,0.249,5,0.39,1,0,0,0,0.65,0.35,4,0.343,5,0.434,15,15
282,4,27,12,4,1676,4,12,1,0,0,0,0,0,103371,2238350,0,0.975197350736011,1.03112183531257,4,0.249,5,0.261,1,0,0,0,0.65,0.35,4,0.343,5,0.2,15,15
419,4,27,17,20,630,6,17,0,1,0,0,0,1,103131,2238350,0,0.587187823240555,1.0335213974275,20,0.978,6,0.978,0.437,0.564,0.113,0,0.308,0.692,20,0.951,6,0.951,17,17
459,4,27,16,21,0,3,16,0,1,0,0,1,0,103565,2238350,0,0.569019134407589,1.02919031755994,21,0.478,3,0.478,0.641,0.359,0.062,0,0.643,0.357,21,0.395,3,0.395,16,16
512,5,27,18,6,2422,12,18,1,0,0,0,0,1,118996,2238350,0,0.559150663544106,0.895728387828963,6,0.368,13,0.314,0.44,0.56,0.03,0,0.07,0.93,6,0.369,13,0.337,18,18
538,5,27,20,6,2795,13,20,1,0,0,0,0,1,121305,2238350,0,0.559150663544106,0.878678498314952,15,0.597,17,0.368,0.44,0.56,0.03,0,0.07,0.93,15,0.616,17,0.369,18,18
602,5,27,18,6,2300,14,18,0,1,0,0,0,1,118996,2238350,0,0.559150663544106,0.895728387828963,6,0.368,13,0.556,0.44,0.56,0.03,0,0.07,0.93,6,0.369,13,0.581,14,14
781,9,27,8,10,2543,19,8,1,0,0,0,1,0,99705,2238350,0,2.89264261935777,1.06903460446412,10,0.311,19,0.311,0.107,0.893,0,0,1,0,10,0.375,19,0.375,8,8
873,12,27,7,13,1316,21,7,1,0,0,0,0,0,96926,2238350,0,0.698128043111243,1.09968527782118,13,0.38,21,0.38,0.263,0.737,0.137,0,0.485,0.515,13,0.351,21,0.351,7,7
954,13,27,1,14,1232,1,1,1,0,0,0,1,0,115209,2238350,0,0.925171603243629,0.925171603243629,14,1,1,1,0.273,0.727,0.159,0,0.4,0.6,14,1,1,1,1,1
1036,15,27,8,16,2816,20,8,1,0,0,0,1,0,99705,2238350,0,2.32903081477319,1.06903460446412,10,0.311,19,0.299,0.091,0.909,0.182,0,0.833,0.167,10,0.375,19,0.3,8,8
